kode_provinsi ;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;kode_kecamatan;nama_kecamatan;data_pokok;tahun_ajaran;status;jenjang_pendidikan;jumlah
15;JAMBI;1501;Kab. Kerinci;150115;Gunung Tujuh;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1501;Kab. Kerinci;150115;Gunung Tujuh;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1501;Kab. Kerinci;150109;Kayu Aro;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1501;Kab. Kerinci;150109;Kayu Aro;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1501;Kab. Kerinci;150109;Kayu Aro;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1501;Kab. Kerinci;150109;Kayu Aro;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1501;Kab. Kerinci;150109;Kayu Aro;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1501;Kab. Kerinci;150109;Kayu Aro;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1501;Kab. Kerinci;150119;Kayu Aro Barat;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1501;Kab. Kerinci;150119;Kayu Aro Barat;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1501;Kab. Kerinci;150119;Kayu Aro Barat;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
15;JAMBI;1501;Kab. Kerinci;150119;Kayu Aro Barat;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1501;Kab. Kerinci;150119;Kayu Aro Barat;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1501;Kab. Kerinci;150119;Kayu Aro Barat;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1501;Kab. Kerinci;150108;Keliling Danau;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1501;Kab. Kerinci;150108;Keliling Danau;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1501;Kab. Kerinci;150108;Keliling Danau;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1501;Kab. Kerinci;150108;Keliling Danau;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;2
15;JAMBI;1501;Kab. Kerinci;150108;Keliling Danau;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1501;Kab. Kerinci;150108;Keliling Danau;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1501;Kab. Kerinci;150104;Sitinjau Laut;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1501;Kab. Kerinci;150104;Sitinjau Laut;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1501;Kab. Kerinci;150104;Sitinjau Laut;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1501;Kab. Kerinci;150104;Sitinjau Laut;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1501;Kab. Kerinci;150104;Sitinjau Laut;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1501;Kab. Kerinci;150104;Sitinjau Laut;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1501;Kab. Kerinci;150116;Siulak;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1501;Kab. Kerinci;150116;Siulak;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1501;Kab. Kerinci;150116;Siulak;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1501;Kab. Kerinci;150116;Siulak;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1501;Kab. Kerinci;150116;Siulak;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1501;Kab. Kerinci;150116;Siulak;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1501;Kab. Kerinci;150118;Siulak Mukai;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1501;Kab. Kerinci;150118;Siulak Mukai;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1501;Kab. Kerinci;150118;Siulak Mukai;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1501;Kab. Kerinci;150118;Siulak Mukai;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1501;Kab. Kerinci;150118;Siulak Mukai;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1501;Kab. Kerinci;150118;Siulak Mukai;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;Kab. Merangin;;Bangko;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;1
15;JAMBI;1502;Kab. Merangin;;Bangko;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;;Bangko;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;3
15;JAMBI;1502;Kab. Merangin;;Bangko;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;2
15;JAMBI;1502;Kab. Merangin;;Bangko;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;Kab. Merangin;;Bangko;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;Kab. Merangin;;Bangko Barat;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;;Bangko Barat;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;;Bangko Barat;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
15;JAMBI;1502;Kab. Merangin;;Bangko Barat;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;Kab. Merangin;;Bangko Barat;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1502;Kab. Merangin;;Bangko Barat;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;Kab. Merangin;;Batang Masumai;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;;Batang Masumai;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;;Batang Masumai;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;Kab. Merangin;;Batang Masumai;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1502;Kab. Merangin;;Batang Masumai;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;Kab. Merangin;;Batang Masumai;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;Kab. Merangin;150201;Jangkat;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;150201;Jangkat;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;150201;Jangkat;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;Kab. Merangin;150201;Jangkat;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;Kab. Merangin;150201;Jangkat;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;Kab. Merangin;150201;Jangkat;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;Kab. Merangin;150218;Jangkat Timur;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;150218;Jangkat Timur;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;150218;Jangkat Timur;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;Kab. Merangin;150218;Jangkat Timur;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;Kab. Merangin;150218;Jangkat Timur;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1502;Kab. Merangin;150218;Jangkat Timur;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;Kab. Merangin;150209;Lembah Masurai;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;150209;Lembah Masurai;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;150209;Lembah Masurai;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;Kab. Merangin;150209;Lembah Masurai;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;Kab. Merangin;150209;Lembah Masurai;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;Kab. Merangin;150209;Lembah Masurai;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;Kab. Merangin;150221;Margo Tabir;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;150221;Margo Tabir;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;150221;Margo Tabir;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;Kab. Merangin;150221;Margo Tabir;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;Kab. Merangin;150221;Margo Tabir;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1502;Kab. Merangin;150221;Margo Tabir;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
15;JAMBI;1502;Kab. Merangin;150203;Muara Siau;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;150203;Muara Siau;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;150203;Muara Siau;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;Kab. Merangin;150203;Muara Siau;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1502;Kab. Merangin;150203;Muara Siau;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1502;Kab. Merangin;150203;Muara Siau;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;Kab. Merangin;150211;Nalo Tantan;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;150211;Nalo Tantan;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;150211;Nalo Tantan;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;Kab. Merangin;150211;Nalo Tantan;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;Kab. Merangin;150211;Nalo Tantan;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;Kab. Merangin;150211;Nalo Tantan;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;Kab. Merangin;150206;Pamenang;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;150206;Pamenang;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;150206;Pamenang;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;Kab. Merangin;150206;Pamenang;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;Kab. Merangin;150206;Pamenang;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;Kab. Merangin;150206;Pamenang;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
15;JAMBI;1502;Kab. Merangin;150213;Pamenang Barat;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;1
15;JAMBI;1502;Kab. Merangin;150213;Pamenang Barat;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;150213;Pamenang Barat;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;Kab. Merangin;150213;Pamenang Barat;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;Kab. Merangin;150213;Pamenang Barat;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;Kab. Merangin;150213;Pamenang Barat;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
15;JAMBI;1502;Kab. Merangin;150220;Pamenang Selatan;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;150220;Pamenang Selatan;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;150220;Pamenang Selatan;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
15;JAMBI;1502;Kab. Merangin;150220;Pamenang Selatan;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1502;Kab. Merangin;150220;Pamenang Selatan;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;Kab. Merangin;150220;Pamenang Selatan;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
15;JAMBI;1502;Kab. Merangin;150217;Pangkalan Jambu;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;150217;Pangkalan Jambu;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;150217;Pangkalan Jambu;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
15;JAMBI;1502;Kab. Merangin;150217;Pangkalan Jambu;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;Kab. Merangin;150217;Pangkalan Jambu;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;Kab. Merangin;150217;Pangkalan Jambu;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;Kab. Merangin;150219;Renah Pamenang;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;150219;Renah Pamenang;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;150219;Renah Pamenang;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;Kab. Merangin;150219;Renah Pamenang;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;Kab. Merangin;150219;Renah Pamenang;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;Kab. Merangin;150219;Renah Pamenang;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;Kab. Merangin;150216;Renah Pembarap;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;150216;Renah Pembarap;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;150216;Renah Pembarap;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;Kab. Merangin;150216;Renah Pembarap;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;Kab. Merangin;150216;Renah Pembarap;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1502;Kab. Merangin;150216;Renah Pembarap;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;Kab. Merangin;150204;Sungai Manau;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;150204;Sungai Manau;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;150204;Sungai Manau;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;Kab. Merangin;150204;Sungai Manau;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;Kab. Merangin;150204;Sungai Manau;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1502;Kab. Merangin;150204;Sungai Manau;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;Kab. Merangin;150205;Tabir;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;150205;Tabir;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;150205;Tabir;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;Kab. Merangin;150205;Tabir;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;Kab. Merangin;150205;Tabir;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1502;Kab. Merangin;150205;Tabir;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;Kab. Merangin;150223;Tabir Barat;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;150223;Tabir Barat;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;150223;Tabir Barat;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
15;JAMBI;1502;Kab. Merangin;150223;Tabir Barat;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1502;Kab. Merangin;150223;Tabir Barat;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;Kab. Merangin;150223;Tabir Barat;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;Kab. Merangin;150214;Tabir Ilir;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;150214;Tabir Ilir;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;150214;Tabir Ilir;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
15;JAMBI;1502;Kab. Merangin;150214;Tabir Ilir;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;Kab. Merangin;150214;Tabir Ilir;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;Kab. Merangin;150214;Tabir Ilir;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;Kab. Merangin;150222;Tabir Lintas;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;150222;Tabir Lintas;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;150222;Tabir Lintas;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
15;JAMBI;1502;Kab. Merangin;150222;Tabir Lintas;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1502;Kab. Merangin;150222;Tabir Lintas;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;Kab. Merangin;150222;Tabir Lintas;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;Kab. Merangin;150208;Tabir Selatan;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;150208;Tabir Selatan;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;150208;Tabir Selatan;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1502;Kab. Merangin;150208;Tabir Selatan;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;Kab. Merangin;150208;Tabir Selatan;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;2
15;JAMBI;1502;Kab. Merangin;150208;Tabir Selatan;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;Kab. Merangin;150215;Tabir Timur;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;150215;Tabir Timur;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;150215;Tabir Timur;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
15;JAMBI;1502;Kab. Merangin;150215;Tabir Timur;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;Kab. Merangin;150215;Tabir Timur;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;Kab. Merangin;150215;Tabir Timur;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;Kab. Merangin;150207;Tabir Ulu;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;150207;Tabir Ulu;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;150207;Tabir Ulu;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;Kab. Merangin;150207;Tabir Ulu;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;Kab. Merangin;150207;Tabir Ulu;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1502;Kab. Merangin;150207;Tabir Ulu;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;Kab. Merangin;150224;Tiang Pumpung;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;Kab. Merangin;150224;Tiang Pumpung;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;Kab. Merangin;150224;Tiang Pumpung;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;Kab. Merangin;150224;Tiang Pumpung;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;Kab. Merangin;150224;Tiang Pumpung;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1502;Kab. Merangin;150224;Tiang Pumpung;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1505;Kab. Muaro Jambi;150510;Bahar Selatan;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1505;Kab. Muaro Jambi;150510;Bahar Selatan;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1505;Kab. Muaro Jambi;150510;Bahar Selatan;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1505;Kab. Muaro Jambi;150510;Bahar Selatan;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1505;Kab. Muaro Jambi;150510;Bahar Selatan;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1505;Kab. Muaro Jambi;150510;Bahar Selatan;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1505;Kab. Muaro Jambi;150509;Bahar Utara;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1505;Kab. Muaro Jambi;150509;Bahar Utara;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1505;Kab. Muaro Jambi;150509;Bahar Utara;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1505;Kab. Muaro Jambi;150509;Bahar Utara;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1505;Kab. Muaro Jambi;150509;Bahar Utara;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1505;Kab. Muaro Jambi;150509;Bahar Utara;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1505;Kab. Muaro Jambi;150501;Jambi Luar Kota;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1505;Kab. Muaro Jambi;150501;Jambi Luar Kota;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;1
15;JAMBI;1505;Kab. Muaro Jambi;150501;Jambi Luar Kota;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;5
15;JAMBI;1505;Kab. Muaro Jambi;150501;Jambi Luar Kota;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;3
15;JAMBI;1505;Kab. Muaro Jambi;150501;Jambi Luar Kota;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;2
15;JAMBI;1505;Kab. Muaro Jambi;150501;Jambi Luar Kota;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1505;Kab. Muaro Jambi;150503;Kumpeh;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1505;Kab. Muaro Jambi;150503;Kumpeh;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1505;Kab. Muaro Jambi;150503;Kumpeh;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1505;Kab. Muaro Jambi;150503;Kumpeh;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;3
15;JAMBI;1505;Kab. Muaro Jambi;150503;Kumpeh;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1505;Kab. Muaro Jambi;150503;Kumpeh;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1505;Kab. Muaro Jambi;150506;Kumpeh Ulu;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1505;Kab. Muaro Jambi;150506;Kumpeh Ulu;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1505;Kab. Muaro Jambi;150506;Kumpeh Ulu;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1505;Kab. Muaro Jambi;150506;Kumpeh Ulu;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;6
