id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;tanggal_kejadian;kategori_terdampak_bencana;keterangan;satuan;jumlah_kejadian;jumlah_kerugian;tahun
1;15;JAMBI ;1502;150224;05/01/2025;KORBAN;MENINGGAL;MENINGGAL;0;Rp0;2025
2;15;JAMBI ;1502;150224;05/01/2025;KORBAN;HILANG;HILANG;1;Rp0;2025
3;15;JAMBI ;1502;150224;05/01/2025;KORBAN;LUKA;LUKA;0;Rp0;2025
4;15;JAMBI ;1502;150224;05/01/2025;KORBAN;MENDERITA;MENDERITA;0;Rp0;2025
5;15;JAMBI ;1502;150224;05/01/2025;KORBAN;MENGUNGSI;MENGUNGSI;0;Rp0;2025
6;15;JAMBI ;1502;150224;05/01/2025;KERUSAKAN;RUMAH;RUMAH;0;Rp0;2025
7;15;JAMBI ;1502;150224;05/01/2025;KERUSAKAN;RUMAH;RUMAH;0;Rp0;2025
8;15;JAMBI ;1502;150224;05/01/2025;KERUSAKAN;RUMAH;RUMAH;0;Rp0;2025
9;15;JAMBI ;1502;150224;05/01/2025;KERUSAKAN;RUMAH;RUMAH;0;Rp0;2025
10;15;JAMBI ;1502;150224;05/01/2025;KERUSAKAN;SARANA;SARANA;0;Rp0;2025
11;15;JAMBI ;1502;150224;05/01/2025;KERUSAKAN;SARANA;SARANA;0;Rp0;2025
12;15;JAMBI ;1502;150224;05/01/2025;KERUSAKAN;SARANA;SARANA;0;Rp0;2025
13;15;JAMBI ;1502;150224;05/01/2025;KERUSAKAN;PERKANTORAN;PERKANTORAN;0;Rp0;2025
14;15;JAMBI ;1502;150224;05/01/2025;KERUSAKAN;BANGUNAN;BANGUNAN;0;Rp0;2025
15;15;JAMBI ;1502;150224;05/01/2025;KERUSAKAN;JEMBATAN;JEMBATAN;0;Rp0;2025
16;15;JAMBI ;1502;150224;05/01/2025;KERUSAKAN;JALAN;JALAN;0;Rp0;2025
17;15;JAMBI ;1502;150224;05/01/2025;KERUSAKAN;SAWAH;SAWAH;0;Rp0;2025
18;15;JAMBI ;1502;150224;05/01/2025;KERUSAKAN;KEBUN/HUTAN;KEBUN/HUTAN;0;Rp0;2025
19;15;JAMBI ;1502;150224;05/01/2025;KERUSAKAN;KOLAM;KOLAM;0;Rp0;2025
20;15;JAMBI ;1502;150224;05/01/2025;KERUSAKAN;IRIGASI;IRIGASI;0;Rp0;2025
21;15;JAMBI ;1502;150202;26/02/2025;KORBAN;MENINGGAL ;MENINGGAL ;0;Rp0;2025
22;15;JAMBI ;1502;150202;26/02/2025;KORBAN;HILANG ;HILANG ;0;Rp0;2025
23;15;JAMBI ;1502;150202;26/02/2025;KORBAN;LUKA ;LUKA ;0;Rp0;2025
24;15;JAMBI ;1502;150202;26/02/2025;KORBAN;MENDERITA ;MENDERITA ;0;Rp0;2025
25;15;JAMBI ;1502;150202;26/02/2025;KORBAN;MENGUNGSI ;MENGUNGSI ;0;Rp0;2025
26;15;JAMBI ;1502;150202;26/02/2025;KERUSAKAN;RUMAH RB ;RUMAH RB ;0;Rp0;2025
27;15;JAMBI ;1502;150202;26/02/2025;KERUSAKAN;RUMAH RS ;RUMAH RS ;0;Rp0;2025
28;15;JAMBI ;1502;150202;26/02/2025;KERUSAKAN;RUMAH RR ;RUMAH RR ;0;Rp0;2025
29;15;JAMBI ;1502;150202;26/02/2025;KERUSAKAN;RUMAH TERENDAM ;RUMAH TERENDAM ;0;Rp0;2025
30;15;JAMBI ;1502;150202;26/02/2025;KERUSAKAN;SARANA PENDIDIKAN ;SARANA PENDIDIKAN ;0;Rp0;2025
31;15;JAMBI ;1502;150202;26/02/2025;KERUSAKAN;SARANA IBADAH ;SARANA IBADAH ;0;Rp0;2025
32;15;JAMBI ;1502;150202;26/02/2025;KERUSAKAN;SARANA KESEHATAN ;SARANA KESEHATAN ;0;Rp0;2025
33;15;JAMBI ;1502;150202;26/02/2025;KERUSAKAN;PERKANTORAN ;PERKANTORAN ;0;Rp0;2025
34;15;JAMBI ;1502;150202;26/02/2025;KERUSAKAN;BANGUNAN LAIN ;BANGUNAN LAIN ;0;Rp0;2025
35;15;JAMBI ;1502;150202;26/02/2025;KERUSAKAN;JEMBATAN ;JEMBATAN ;0;Rp0;2025
36;15;JAMBI ;1502;150202;26/02/2025;KERUSAKAN;JALAN ;JALAN ;0;Rp0;2025
37;15;JAMBI ;1502;150202;26/02/2025;KERUSAKAN;SAWAH ;SAWAH ;0;Rp0;2025
38;15;JAMBI ;1502;150202;26/02/2025;KERUSAKAN;KEBUN/HUTAN ;KEBUN/HUTAN ;0;Rp0;2025
39;15;JAMBI ;1502;150202;26/02/2025;KERUSAKAN;KOLAM ;KOLAM ;0;Rp0;2025
40;15;JAMBI ;1502;150202;26/02/2025;KERUSAKAN;IRIGASI ;IRIGASI ;0;Rp0;2025
41;15;JAMBI ;1502;150217;27/02/2025;KORBAN;MENINGGAL ;MENINGGAL ;0;Rp0;2025
42;15;JAMBI ;1502;150217;27/02/2025;KORBAN;HILANG ;HILANG ;0;Rp0;2025
43;15;JAMBI ;1502;150217;27/02/2025;KORBAN;LUKA ;LUKA ;0;Rp0;2025
44;15;JAMBI ;1502;150217;27/02/2025;KORBAN;MENDERITA ;MENDERITA ;0;Rp0;2025
45;15;JAMBI ;1502;150217;27/02/2025;KORBAN;MENGUNGSI ;MENGUNGSI ;0;Rp0;2025
46;15;JAMBI ;1502;150217;27/02/2025;KERUSAKAN;RUMAH RB ;RUMAH RB ;0;Rp0;2025
47;15;JAMBI ;1502;150217;27/02/2025;KERUSAKAN;RUMAH RS ;RUMAH RS ;0;Rp0;2025
48;15;JAMBI ;1502;150217;27/02/2025;KERUSAKAN;RUMAH RR ;RUMAH RR ;0;Rp0;2025
49;15;JAMBI ;1502;150217;27/02/2025;KERUSAKAN;RUMAH TERENDAM ;RUMAH TERENDAM ;0;Rp0;2025
50;15;JAMBI ;1502;150217;27/02/2025;KERUSAKAN;SARANA PENDIDIKAN ;SARANA PENDIDIKAN ;0;Rp0;2025
51;15;JAMBI ;1502;150217;27/02/2025;KERUSAKAN;SARANA IBADAH ;SARANA IBADAH ;0;Rp0;2025
52;15;JAMBI ;1502;150217;27/02/2025;KERUSAKAN;SARANA KESEHATAN ;SARANA KESEHATAN ;0;Rp0;2025
53;15;JAMBI ;1502;150217;27/02/2025;KERUSAKAN;PERKANTORAN ;PERKANTORAN ;0;Rp0;2025
54;15;JAMBI ;1502;150217;27/02/2025;KERUSAKAN;BANGUNAN LAIN ;BANGUNAN LAIN ;0;Rp0;2025
55;15;JAMBI ;1502;150217;27/02/2025;KERUSAKAN;JEMBATAN ;JEMBATAN ;0;Rp0;2025
56;15;JAMBI ;1502;150217;27/02/2025;KERUSAKAN;JALAN ;JALAN ;0;Rp0;2025
57;15;JAMBI ;1502;150217;27/02/2025;KERUSAKAN;SAWAH ;SAWAH ;0;Rp0;2025
58;15;JAMBI ;1502;150217;27/02/2025;KERUSAKAN;KEBUN/HUTAN ;KEBUN/HUTAN ;0;Rp0;2025
59;15;JAMBI ;1502;150217;27/02/2025;KERUSAKAN;KOLAM ;KOLAM ;0;Rp0;2025
60;15;JAMBI ;1502;150217;27/02/2025;KERUSAKAN;IRIGASI ;IRIGASI ;0;Rp0;2025
61;15;JAMBI ;1504;150403;16/03/2025;KORBAN;MENINGGAL ;MENINGGAL ;2;Rp0;2025
62;15;JAMBI ;1504;150403;16/03/2025;KORBAN;HILANG ;HILANG ;0;Rp0;2025
63;15;JAMBI ;1504;150403;16/03/2025;KORBAN;LUKA ;LUKA ;0;Rp0;2025
64;15;JAMBI ;1504;150403;16/03/2025;KORBAN;MENDERITA ;MENDERITA ;0;Rp0;2025
65;15;JAMBI ;1504;150403;16/03/2025;KORBAN;MENGUNGSI ;MENGUNGSI ;0;Rp0;2025
66;15;JAMBI ;1504;150403;16/03/2025;KERUSAKAN;RUMAH RB ;RUMAH RB ;0;Rp0;2025
67;15;JAMBI ;1504;150403;16/03/2025;KERUSAKAN;RUMAH RS ;RUMAH RS ;0;Rp0;2025
68;15;JAMBI ;1504;150403;16/03/2025;KERUSAKAN;RUMAH RR ;RUMAH RR ;0;Rp0;2025
69;15;JAMBI ;1504;150403;16/03/2025;KERUSAKAN;RUMAH TERENDAM ;RUMAH TERENDAM ;0;Rp0;2025
70;15;JAMBI ;1504;150403;16/03/2025;KERUSAKAN;SARANA PENDIDIKAN ;SARANA PENDIDIKAN ;0;Rp0;2025
71;15;JAMBI ;1504;150403;16/03/2025;KERUSAKAN;SARANA IBADAH ;SARANA IBADAH ;0;Rp0;2025
72;15;JAMBI ;1504;150403;16/03/2025;KERUSAKAN;SARANA KESEHATAN ;SARANA KESEHATAN ;0;Rp0;2025
73;15;JAMBI ;1504;150403;16/03/2025;KERUSAKAN;PERKANTORAN ;PERKANTORAN ;0;Rp0;2025
74;15;JAMBI ;1504;150403;16/03/2025;KERUSAKAN;BANGUNAN LAIN ;BANGUNAN LAIN ;0;Rp0;2025
75;15;JAMBI ;1504;150403;16/03/2025;KERUSAKAN;JEMBATAN ;JEMBATAN ;0;Rp0;2025
76;15;JAMBI ;1504;150403;16/03/2025;KERUSAKAN;JALAN ;JALAN ;0;Rp0;2025
77;15;JAMBI ;1504;150403;16/03/2025;KERUSAKAN;SAWAH ;SAWAH ;0;Rp0;2025
78;15;JAMBI ;1504;150403;16/03/2025;KERUSAKAN;KEBUN/HUTAN ;KEBUN/HUTAN ;0;Rp0;2025
79;15;JAMBI ;1504;150403;16/03/2025;KERUSAKAN;KOLAM ;KOLAM ;0;Rp0;2025
80;15;JAMBI ;1504;150403;16/03/2025;KERUSAKAN;IRIGASI ;IRIGASI ;0;Rp0;2025
