id;kode_provinsi ;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;data_pokok;tahun_ajaran;status;jenjang_pendidikan;jumlah
274;15;JAMBI;1502;150209;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
275;15;JAMBI;1502;150209;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
276;15;JAMBI;1502;150209;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
277;15;JAMBI;1502;150221;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
278;15;JAMBI;1502;150221;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
279;15;JAMBI;1502;150221;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
280;15;JAMBI;1502;150221;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
281;15;JAMBI;1502;150221;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
282;15;JAMBI;1502;150221;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
283;15;JAMBI;1502;150203;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
284;15;JAMBI;1502;150203;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
285;15;JAMBI;1502;150203;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
286;15;JAMBI;1502;150203;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
287;15;JAMBI;1502;150203;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
288;15;JAMBI;1502;150203;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
289;15;JAMBI;1502;150211;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
290;15;JAMBI;1502;150211;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
291;15;JAMBI;1502;150211;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
292;15;JAMBI;1502;150211;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
293;15;JAMBI;1502;150211;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
294;15;JAMBI;1502;150211;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
295;15;JAMBI;1502;150206;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
296;15;JAMBI;1502;150206;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
297;15;JAMBI;1502;150206;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
298;15;JAMBI;1502;150206;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
299;15;JAMBI;1502;150206;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
300;15;JAMBI;1502;150206;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
301;15;JAMBI;1502;150213;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;1
302;15;JAMBI;1502;150213;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
303;15;JAMBI;1502;150213;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
304;15;JAMBI;1502;150213;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
305;15;JAMBI;1502;150213;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
306;15;JAMBI;1502;150213;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
307;15;JAMBI;1502;150220;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
308;15;JAMBI;1502;150220;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
309;15;JAMBI;1502;150220;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
310;15;JAMBI;1502;150220;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
311;15;JAMBI;1502;150220;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
312;15;JAMBI;1502;150220;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
313;15;JAMBI;1502;150217;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
314;15;JAMBI;1502;150217;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
315;15;JAMBI;1502;150217;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
316;15;JAMBI;1502;150217;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
317;15;JAMBI;1502;150217;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
318;15;JAMBI;1502;150217;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
319;15;JAMBI;1502;150219;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
320;15;JAMBI;1502;150219;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
321;15;JAMBI;1502;150219;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
322;15;JAMBI;1502;150219;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
323;15;JAMBI;1502;150219;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
324;15;JAMBI;1502;150219;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
325;15;JAMBI;1502;150216;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
326;15;JAMBI;1502;150216;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
327;15;JAMBI;1502;150216;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
328;15;JAMBI;1502;150216;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
329;15;JAMBI;1502;150216;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
330;15;JAMBI;1502;150216;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
331;15;JAMBI;1502;150204;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
332;15;JAMBI;1502;150204;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
333;15;JAMBI;1502;150204;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
334;15;JAMBI;1502;150204;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
335;15;JAMBI;1502;150204;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
336;15;JAMBI;1502;150204;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
337;15;JAMBI;1502;150205;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
338;15;JAMBI;1502;150205;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
339;15;JAMBI;1502;150205;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
340;15;JAMBI;1502;150205;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
341;15;JAMBI;1502;150205;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
342;15;JAMBI;1502;150205;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
343;15;JAMBI;1502;150223;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
344;15;JAMBI;1502;150223;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
345;15;JAMBI;1502;150223;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
346;15;JAMBI;1502;150223;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
347;15;JAMBI;1502;150223;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
348;15;JAMBI;1502;150223;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
349;15;JAMBI;1502;150214;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
350;15;JAMBI;1502;150214;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
351;15;JAMBI;1502;150214;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
352;15;JAMBI;1502;150214;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
353;15;JAMBI;1502;150214;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
354;15;JAMBI;1502;150214;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
355;15;JAMBI;1502;150222;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
356;15;JAMBI;1502;150222;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
357;15;JAMBI;1502;150222;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
358;15;JAMBI;1502;150222;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
359;15;JAMBI;1502;150222;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
360;15;JAMBI;1502;150222;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
361;15;JAMBI;1502;150208;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
362;15;JAMBI;1502;150208;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
363;15;JAMBI;1502;150208;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
364;15;JAMBI;1502;150208;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
365;15;JAMBI;1502;150208;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;2
366;15;JAMBI;1502;150208;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
367;15;JAMBI;1502;150215;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
368;15;JAMBI;1502;150215;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
369;15;JAMBI;1502;150215;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
370;15;JAMBI;1502;150215;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
371;15;JAMBI;1502;150215;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
372;15;JAMBI;1502;150215;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
373;15;JAMBI;1502;150207;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
374;15;JAMBI;1502;150207;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
375;15;JAMBI;1502;150207;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
376;15;JAMBI;1502;150207;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
377;15;JAMBI;1502;150207;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
378;15;JAMBI;1502;150207;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
379;15;JAMBI;1502;150224;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
380;15;JAMBI;1502;150224;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
381;15;JAMBI;1502;150224;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
382;15;JAMBI;1502;150224;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
383;15;JAMBI;1502;150224;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
384;15;JAMBI;1502;150224;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
385;15;JAMBI;1505;150510;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
386;15;JAMBI;1505;150510;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
387;15;JAMBI;1505;150510;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
388;15;JAMBI;1505;150510;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
389;15;JAMBI;1505;150510;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
390;15;JAMBI;1505;150510;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
391;15;JAMBI;1505;150509;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
392;15;JAMBI;1505;150509;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
393;15;JAMBI;1505;150509;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
394;15;JAMBI;1505;150509;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
395;15;JAMBI;1505;150509;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
396;15;JAMBI;1505;150509;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
397;15;JAMBI;1505;150501;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
398;15;JAMBI;1505;150501;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;1
399;15;JAMBI;1505;150501;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;5
400;15;JAMBI;1505;150501;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;3
401;15;JAMBI;1505;150501;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;2
402;15;JAMBI;1505;150501;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
403;15;JAMBI;1505;150503;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
404;15;JAMBI;1505;150503;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
405;15;JAMBI;1505;150503;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
406;15;JAMBI;1505;150503;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;3
407;15;JAMBI;1505;150503;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
408;15;JAMBI;1505;150503;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
409;15;JAMBI;1505;150506;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
410;15;JAMBI;1505;150506;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
411;15;JAMBI;1505;150506;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
412;15;JAMBI;1505;150506;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;6
413;15;JAMBI;1505;150506;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
414;15;JAMBI;1505;150506;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;2
415;15;JAMBI;1505;150504;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
416;15;JAMBI;1505;150504;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
417;15;JAMBI;1505;150504;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
418;15;JAMBI;1505;150504;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;2
419;15;JAMBI;1505;150504;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
420;15;JAMBI;1505;150504;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
421;15;JAMBI;1505;150505;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
422;15;JAMBI;1505;150505;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
423;15;JAMBI;1505;150505;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;3
424;15;JAMBI;1505;150505;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;4
425;15;JAMBI;1505;150505;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
426;15;JAMBI;1505;150505;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;3
427;15;JAMBI;1505;150502;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;1
428;15;JAMBI;1505;150502;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
429;15;JAMBI;1505;150502;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;3
430;15;JAMBI;1505;150502;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;2
431;15;JAMBI;1505;150502;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
432;15;JAMBI;1505;150502;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
433;15;JAMBI;1505;150507;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;1
434;15;JAMBI;1505;150507;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
435;15;JAMBI;1505;150507;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
436;15;JAMBI;1505;150507;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;2
437;15;JAMBI;1505;150507;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;2
438;15;JAMBI;1505;150507;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;2
439;15;JAMBI;1505;150508;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
440;15;JAMBI;1505;150508;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
441;15;JAMBI;1505;150508;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;3
442;15;JAMBI;1505;150508;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;11
443;15;JAMBI;1505;150508;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
444;15;JAMBI;1505;150508;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
445;15;JAMBI;1505;150511;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
446;15;JAMBI;1505;150511;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
447;15;JAMBI;1505;150511;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
448;15;JAMBI;1505;150511;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
449;15;JAMBI;1505;150511;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
450;15;JAMBI;1505;150511;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
451;15;JAMBI;1503;150307;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
452;15;JAMBI;1503;150307;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
453;15;JAMBI;1503;150307;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
454;15;JAMBI;1503;150307;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
455;15;JAMBI;1503;150307;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;2
456;15;JAMBI;1503;150307;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
457;15;JAMBI;1503;150301;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
458;15;JAMBI;1503;150301;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
459;15;JAMBI;1503;150301;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
460;15;JAMBI;1503;150301;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
461;15;JAMBI;1503;150301;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;2
462;15;JAMBI;1503;150301;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
463;15;JAMBI;1503;150308;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
464;15;JAMBI;1503;150308;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
465;15;JAMBI;1503;150308;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
466;15;JAMBI;1503;150308;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;3
467;15;JAMBI;1503;150308;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
468;15;JAMBI;1503;150308;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
469;15;JAMBI;1503;150310;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
470;15;JAMBI;1503;150310;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
471;15;JAMBI;1503;150310;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
472;15;JAMBI;1503;150310;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
473;15;JAMBI;1503;150310;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
474;15;JAMBI;1503;150310;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
475;15;JAMBI;1503;150302;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
476;15;JAMBI;1503;150302;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
477;15;JAMBI;1503;150302;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
478;15;JAMBI;1503;150302;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
479;15;JAMBI;1503;150302;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
480;15;JAMBI;1503;150302;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
481;15;JAMBI;1503;150306;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
482;15;JAMBI;1503;150306;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
483;15;JAMBI;1503;150306;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
484;15;JAMBI;1503;150306;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
485;15;JAMBI;1503;150306;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;2
486;15;JAMBI;1503;150306;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;3
487;15;JAMBI;1503;150304;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
488;15;JAMBI;1503;150304;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
489;15;JAMBI;1503;150304;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
490;15;JAMBI;1503;150304;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
491;15;JAMBI;1503;150304;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
492;15;JAMBI;1503;150304;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;2
493;15;JAMBI;1503;150305;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
494;15;JAMBI;1503;150305;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
495;15;JAMBI;1503;150305;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
496;15;JAMBI;1503;150305;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;3
497;15;JAMBI;1503;150305;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
498;15;JAMBI;1503;150305;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;2
499;15;JAMBI;1503;150303;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;1
500;15;JAMBI;1503;150303;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
501;15;JAMBI;1503;150303;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
502;15;JAMBI;1503;150303;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
503;15;JAMBI;1503;150303;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;3
504;15;JAMBI;1503;150303;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
505;15;JAMBI;1503;150309;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
506;15;JAMBI;1503;150309;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
507;15;JAMBI;1503;150309;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
508;15;JAMBI;1503;150309;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;4
509;15;JAMBI;1503;150309;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
510;15;JAMBI;1503;150309;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;3
511;15;JAMBI;1506;150607;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
512;15;JAMBI;1506;150607;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
513;15;JAMBI;1506;150607;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
514;15;JAMBI;1506;150607;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;2
515;15;JAMBI;1506;150607;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
516;15;JAMBI;1506;150607;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
517;15;JAMBI;1506;150604;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
518;15;JAMBI;1506;150604;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
519;15;JAMBI;1506;150604;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
520;15;JAMBI;1506;150604;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;5
521;15;JAMBI;1506;150604;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
522;15;JAMBI;1506;150604;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
523;15;JAMBI;1506;150611;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
524;15;JAMBI;1506;150611;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
525;15;JAMBI;1506;150611;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
526;15;JAMBI;1506;150611;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;3
527;15;JAMBI;1506;150611;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
528;15;JAMBI;1506;150611;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
529;15;JAMBI;1506;150612;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
530;15;JAMBI;1506;150612;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
531;15;JAMBI;1506;150612;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
532;15;JAMBI;1506;150612;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;2
533;15;JAMBI;1506;150612;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
534;15;JAMBI;1506;150612;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
535;15;JAMBI;1506;150605;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;1
536;15;JAMBI;1506;150605;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
537;15;JAMBI;1506;150605;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
538;15;JAMBI;1506;150605;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
539;15;JAMBI;1506;150605;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
540;15;JAMBI;1506;150605;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
541;15;JAMBI;1506;150609;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
542;15;JAMBI;1506;150609;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
543;15;JAMBI;1506;150609;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
544;15;JAMBI;1506;150609;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
545;15;JAMBI;1506;150609;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
546;15;JAMBI;1506;150609;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
547;15;JAMBI;1506;150603;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
548;15;JAMBI;1506;150603;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
549;15;JAMBI;1506;150603;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
550;15;JAMBI;1506;150603;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;5
551;15;JAMBI;1506;150603;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
