id;kode_provinsi ;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;data_pokok;tahun_ajaran;status;jenjang_pendidikan;jumlah
155;15;JAMBI;1501;150121;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
156;15;JAMBI;1501;150121;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
157;15;JAMBI;1501;150111;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
158;15;JAMBI;1501;150111;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;1
159;15;JAMBI;1501;150111;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
160;15;JAMBI;1501;150111;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
161;15;JAMBI;1501;150111;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
162;15;JAMBI;1501;150111;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
163;15;JAMBI;1501;150107;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
164;15;JAMBI;1501;150107;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
165;15;JAMBI;1501;150107;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
166;15;JAMBI;1501;150107;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
167;15;JAMBI;1501;150107;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
168;15;JAMBI;1501;150107;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
169;15;JAMBI;1501;150120;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
170;15;JAMBI;1501;150120;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
171;15;JAMBI;1501;150120;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
172;15;JAMBI;1501;150120;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
173;15;JAMBI;1501;150120;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
174;15;JAMBI;1501;150120;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
175;15;JAMBI;1501;150102;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
176;15;JAMBI;1501;150102;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
177;15;JAMBI;1501;150102;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;3
178;15;JAMBI;1501;150102;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
179;15;JAMBI;1501;150102;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
180;15;JAMBI;1501;150102;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
181;15;JAMBI;1501;150117;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
182;15;JAMBI;1501;150117;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
183;15;JAMBI;1501;150117;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
184;15;JAMBI;1501;150117;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
185;15;JAMBI;1501;150117;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
186;15;JAMBI;1501;150117;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
187;15;JAMBI;1501;150106;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;1
188;15;JAMBI;1501;150106;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
