NO;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kategori;data;satuan;semester;jumlah_penduduk;tahun
217;15;JAMBI;1504;150402;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;1;17903;2022
218;15;JAMBI;1504;150402;JUMLAH PENDUDUK;PEREMPUAN;JIWA;1;17286;2022
219;15;JAMBI;1504;150402;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;2;17989;2022
220;15;JAMBI;1504;150402;JUMLAH PENDUDUK;PEREMPUAN;JIWA;2;17345;2022
221;15;JAMBI;1504;150403;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;1;36028;2022
222;15;JAMBI;1504;150403;JUMLAH PENDUDUK;PEREMPUAN;JIWA;1;34476;2022
223;15;JAMBI;1504;150403;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;2;36049;2022
224;15;JAMBI;1504;150403;JUMLAH PENDUDUK;PEREMPUAN;JIWA;2;34493;2022
225;15;JAMBI;1504;150404;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;1;16577;2022
226;15;JAMBI;1504;150404;JUMLAH PENDUDUK;PEREMPUAN;JIWA;1;15861;2022
227;15;JAMBI;1504;150404;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;2;16559;2022
228;15;JAMBI;1504;150404;JUMLAH PENDUDUK;PEREMPUAN;JIWA;2;15909;2022
229;15;JAMBI;1504;150405;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;1;19344;2022
230;15;JAMBI;1504;150405;JUMLAH PENDUDUK;PEREMPUAN;JIWA;1;18618;2022
231;15;JAMBI;1504;150405;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;2;19344;2022
232;15;JAMBI;1504;150405;JUMLAH PENDUDUK;PEREMPUAN;JIWA;2;18673;2022
233;15;JAMBI;1504;150406;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;1;20452;2022
234;15;JAMBI;1504;150406;JUMLAH PENDUDUK;PEREMPUAN;JIWA;1;19063;2022
235;15;JAMBI;1504;150406;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;2;20198;2022
236;15;JAMBI;1504;150406;JUMLAH PENDUDUK;PEREMPUAN;JIWA;2;18921;2022
237;15;JAMBI;1504;150407;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;1;22170;2022
238;15;JAMBI;1504;150407;JUMLAH PENDUDUK;PEREMPUAN;JIWA;1;20574;2022
239;15;JAMBI;1504;150407;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;2;22138;2022
240;15;JAMBI;1504;150407;JUMLAH PENDUDUK;PEREMPUAN;JIWA;2;20651;2022
241;15;JAMBI;1504;150408;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;1;8029;2022
242;15;JAMBI;1504;150408;JUMLAH PENDUDUK;PEREMPUAN;JIWA;1;7472;2022
243;15;JAMBI;1504;150408;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;2;8088;2022
244;15;JAMBI;1504;150408;JUMLAH PENDUDUK;PEREMPUAN;JIWA;2;7526;2022
245;15;JAMBI;1505;150501;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;1;36047;2022
246;15;JAMBI;1505;150501;JUMLAH PENDUDUK;PEREMPUAN;JIWA;1;34520;2022
247;15;JAMBI;1505;150501;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;2;36881;2022
248;15;JAMBI;1505;150501;JUMLAH PENDUDUK;PEREMPUAN;JIWA;2;35231;2022
249;15;JAMBI;1505;150502;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;1;24740;2022
250;15;JAMBI;1505;150502;JUMLAH PENDUDUK;PEREMPUAN;JIWA;1;23480;2022
251;15;JAMBI;1505;150502;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;2;25195;2022
252;15;JAMBI;1505;150502;JUMLAH PENDUDUK;PEREMPUAN;JIWA;2;23902;2022
253;15;JAMBI;1505;150503;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;1;13602;2022
254;15;JAMBI;1505;150503;JUMLAH PENDUDUK;PEREMPUAN;JIWA;1;12662;2022
255;15;JAMBI;1505;150503;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;2;13840;2022
256;15;JAMBI;1505;150503;JUMLAH PENDUDUK;PEREMPUAN;JIWA;2;12877;2022
257;15;JAMBI;1505;150504;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;1;11757;2022
258;15;JAMBI;1505;150504;JUMLAH PENDUDUK;PEREMPUAN;JIWA;1;11172;2022
259;15;JAMBI;1505;150504;JUMLAH PENDUDUK;LAKI-LAKI;JIWA;2;11980;2022
260;15;JAMBI;1505;150504;JUMLAH PENDUDUK;PEREMPUAN;JIWA;2;11351;2022
