id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kode_kecamatan,nama_kecamatan,kategori,data,satuan,semester,jumlah,tahun
325,15,JAMBI,1501,KERINCI,150108,KELILING DANAU,PEREKAMAN KTP,WAJIB KTP,JIWA,1,10480,2022
326,15,JAMBI,1501,KERINCI,150104,SITINJAU LAUT,PEREKAMAN KTP,WAJIB KTP,JIWA,1,7884,2022
327,15,JAMBI,1501,KERINCI,150116,SIULAK,PEREKAMAN KTP,WAJIB KTP,JIWA,1,17097,2022
328,15,JAMBI,1501,KERINCI,150118,SIULAK MUKAI,PEREKAMAN KTP,WAJIB KTP,JIWA,1,8800,2022
329,15,JAMBI,1501,KERINCI,150122,TANAH COGOK,PEREKAMAN KTP,WAJIB KTP,JIWA,1,7318,2022
330,15,JAMBI,1571,KOTA JAMBI,157109,ALAM BARAJO,PEREKAMAN KTP,WAJIB KTP,JIWA,1,78414,2022
331,15,JAMBI,1571,KOTA JAMBI,157110,DANAU SIPIN,PEREKAMAN KTP,WAJIB KTP,JIWA,1,31433,2022
332,15,JAMBI,1571,KOTA JAMBI,157106,DANAU TELUK,PEREKAMAN KTP,WAJIB KTP,JIWA,1,9478,2022
333,15,JAMBI,1571,KOTA JAMBI,157102,JAMBI SELATAN,PEREKAMAN KTP,WAJIB KTP,JIWA,1,42636,2022
334,15,JAMBI,1571,KOTA JAMBI,157103,JAMBI TIMUR,PEREKAMAN KTP,WAJIB KTP,JIWA,1,49153,2022
335,15,JAMBI,1571,KOTA JAMBI,157108,JELUTUNG,PEREKAMAN KTP,WAJIB KTP,JIWA,1,44646,2022
336,15,JAMBI,1571,KOTA JAMBI,157107,KOTA BARU,PEREKAMAN KTP,WAJIB KTP,JIWA,1,59560,2022
337,15,JAMBI,1571,KOTA JAMBI,157111,PAAL MERAH,PEREKAMAN KTP,WAJIB KTP,JIWA,1,77089,2022
338,15,JAMBI,1571,KOTA JAMBI,157104,PASAR JAMBI,PEREKAMAN KTP,WAJIB KTP,JIWA,1,8597,2022
339,15,JAMBI,1571,KOTA JAMBI,157105,PELAYANGAN,PEREKAMAN KTP,WAJIB KTP,JIWA,1,9485,2022
340,15,JAMBI,1571,KOTA JAMBI,157101,TELANAIPURA,PEREKAMAN KTP,WAJIB KTP,JIWA,1,36150,2022
341,15,JAMBI,1572,KOTA SUNGAI PENUH,157203,HAMPARAN RAWANG,PEREKAMAN KTP,WAJIB KTP,JIWA,1,12283,2022
342,15,JAMBI,1572,KOTA SUNGAI PENUH,157207,KOTO BARU,PEREKAMAN KTP,WAJIB KTP,JIWA,1,7292,2022
343,15,JAMBI,1572,KOTA SUNGAI PENUH,157205,KUMUN DEBAI,PEREKAMAN KTP,WAJIB KTP,JIWA,1,8404,2022
344,15,JAMBI,1572,KOTA SUNGAI PENUH,157202,PESISIR BUKIT,PEREKAMAN KTP,WAJIB KTP,JIWA,1,9523,2022
345,15,JAMBI,1572,KOTA SUNGAI PENUH,157206,PONDOK TINGGI,PEREKAMAN KTP,WAJIB KTP,JIWA,1,13711,2022
346,15,JAMBI,1572,KOTA SUNGAI PENUH,157208,SUNGAI BUNGKAL,PEREKAMAN KTP,WAJIB KTP,JIWA,1,8032,2022
347,15,JAMBI,1572,KOTA SUNGAI PENUH,157201,SUNGAI PENUH,PEREKAMAN KTP,WAJIB KTP,JIWA,1,7865,2022
348,15,JAMBI,1572,KOTA SUNGAI PENUH,157204,TANAH KAMPUNG,PEREKAMAN KTP,WAJIB KTP,JIWA,1,8546,2022
349,15,JAMBI,1502,MERANGIN,150202,BANGKO,PEREKAMAN KTP,WAJIB KTP,JIWA,1,34494,2022
350,15,JAMBI,1502,MERANGIN,150210,BANGKO BARAT,PEREKAMAN KTP,WAJIB KTP,JIWA,1,8142,2022
351,15,JAMBI,1502,MERANGIN,150212,BATANG MASUMAI,PEREKAMAN KTP,WAJIB KTP,JIWA,1,8298,2022
352,15,JAMBI,1502,MERANGIN,150201,JANGKAT,PEREKAMAN KTP,WAJIB KTP,JIWA,1,7138,2022
353,15,JAMBI,1502,MERANGIN,150218,JANGKAT TIMUR,PEREKAMAN KTP,WAJIB KTP,JIWA,1,6985,2022
354,15,JAMBI,1502,MERANGIN,150209,LEMBAH MASURAI,PEREKAMAN KTP,WAJIB KTP,JIWA,1,11004,2022
355,15,JAMBI,1502,MERANGIN,150221,MARGO TABIR,PEREKAMAN KTP,WAJIB KTP,JIWA,1,10120,2022
356,15,JAMBI,1502,MERANGIN,150203,MUARA SIAU,PEREKAMAN KTP,WAJIB KTP,JIWA,1,7526,2022
357,15,JAMBI,1502,MERANGIN,150211,NALO TATAN,PEREKAMAN KTP,WAJIB KTP,JIWA,1,12753,2022
358,15,JAMBI,1502,MERANGIN,150206,PAMENANG,PEREKAMAN KTP,WAJIB KTP,JIWA,1,24740,2022
