id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;data_pokok;satuan;tahun_ajaran;status;bidang_pendidikan;jumlah
1;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;L;TK;0
2;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;L;KB;1
3;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;L;TPA;0
4;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;L;SPS;0
5;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;L;PKBM;1
6;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;L;SKB;0
7;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;L;SD;81
8;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;L;SMP;40
9;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;L;SMA;7
10;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;L;SMK;3
11;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;L;SLB;0
12;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;P;TK;51
13;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;P;KB;61
14;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;P;TPA;0
15;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;P;SPS;3
16;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;P;PKBM;6
17;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;P;SKB;0
18;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;P;SD;266
19;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;P;SMP;80
20;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;P;SMA;17
21;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;P;SMK;12
22;15;JAMBI;1504;150407;GURU;JIWA;2023/2024 GENAP;P;SLB;0
23;15;JAMBI;1504;150404;GURU;JIWA;2023/2024 GENAP;L;TK;1
24;15;JAMBI;1504;150404;GURU;JIWA;2023/2024 GENAP;L;KB;0
25;15;JAMBI;1504;150404;GURU;JIWA;2023/2024 GENAP;L;TPA;0
26;15;JAMBI;1504;150404;GURU;JIWA;2023/2024 GENAP;L;SPS;0
27;15;JAMBI;1504;150404;GURU;JIWA;2023/2024 GENAP;L;PKBM;5
28;15;JAMBI;1504;150404;GURU;JIWA;2023/2024 GENAP;L;SKB;0
29;15;JAMBI;1504;150404;GURU;JIWA;2023/2024 GENAP;L;SD;82
30;15;JAMBI;1504;150404;GURU;JIWA;2023/2024 GENAP;L;SMP;34
31;15;JAMBI;1504;150404;GURU;JIWA;2023/2024 GENAP;L;SMA;14
32;15;JAMBI;1504;150404;GURU;JIWA;2023/2024 GENAP;L;SMK;7
33;15;JAMBI;1504;150404;GURU;JIWA;2023/2024 GENAP;L;SLB;0
34;15;JAMBI;1504;150404;GURU;JIWA;2023/2024 GENAP;P;TK;53
35;15;JAMBI;1504;150404;GURU;JIWA;2023/2024 GENAP;P;KB;40
36;15;JAMBI;1504;150404;GURU;JIWA;2023/2024 GENAP;P;TPA;0
37;15;JAMBI;1504;150404;GURU;JIWA;2023/2024 GENAP;P;SPS;0
38;15;JAMBI;1504;150404;GURU;JIWA;2023/2024 GENAP;P;PKBM;2
