NO;kode_provinsi;kode_kabupaten_kota;komoditi;jumlah_produktivitas;satuan;tahun
1;15;1501;ALPUKAT;370,62;KUINTAL/HEKTAR;2022
2;15;1501;DUKU;459,94;KUINTAL/HEKTAR;2022
3;15;1501;DURIAN;504,74;KUINTAL/HEKTAR;2022
4;15;1501;JENGKOL;259,96;KUINTAL/HEKTAR;2022
5;15;1501;JERUK;529,13;KUINTAL/HEKTAR;2022
6;15;1501;MANGGIS;529,13;KUINTAL/HEKTAR;2022
7;15;1501;NANAS;2.083,33;KUINTAL/HEKTAR;2022
8;15;1501;PISANG;1.668,59;KUINTAL/HEKTAR;2022
9;15;1502;ALPUKAT;233,77;KUINTAL/HEKTAR;2022
10;15;1502;DUKU;72,11;KUINTAL/HEKTAR;2022
11;15;1502;DURIAN;172,15;KUINTAL/HEKTAR;2022
12;15;1502;JENGKOL;106,93;KUINTAL/HEKTAR;2022
13;15;1502;JERUK;524,30;KUINTAL/HEKTAR;2022
14;15;1502;MANGGIS;524,30;KUINTAL/HEKTAR;2022
15;15;1502;NANAS;2.563,40;KUINTAL/HEKTAR;2022
16;15;1502;PISANG;660,59;KUINTAL/HEKTAR;2022
17;15;1503;ALPUKAT;42,26;KUINTAL/HEKTAR;2022
18;15;1503;DUKU;31,17;KUINTAL/HEKTAR;2022
19;15;1503;DURIAN;243,24;KUINTAL/HEKTAR;2022
20;15;1503;JENGKOL;57,43;KUINTAL/HEKTAR;2022
21;15;1503;JERUK;176,45;KUINTAL/HEKTAR;2022
22;15;1503;MANGGIS;176,45;KUINTAL/HEKTAR;2022
23;15;1503;NANAS;2.357,95;KUINTAL/HEKTAR;2022
24;15;1503;PISANG;381,84;KUINTAL/HEKTAR;2022
25;15;1504;ALPUKAT;48,21;KUINTAL/HEKTAR;2022
26;15;1504;DUKU;45,67;KUINTAL/HEKTAR;2022
27;15;1504;DURIAN;71,44;KUINTAL/HEKTAR;2022
28;15;1504;JENGKOL;91,33;KUINTAL/HEKTAR;2022
29;15;1504;JERUK;320,18;KUINTAL/HEKTAR;2022
30;15;1504;MANGGIS;320,18;KUINTAL/HEKTAR;2022
31;15;1504;NANAS;2.304,97;KUINTAL/HEKTAR;2022
32;15;1504;PISANG;956,44;KUINTAL/HEKTAR;2022
33;15;1505;ALPUKAT;227,18;KUINTAL/HEKTAR;2022
34;15;1505;DUKU;97,82;KUINTAL/HEKTAR;2022
35;15;1505;DURIAN;125,24;KUINTAL/HEKTAR;2022
36;15;1505;JENGKOL;174,37;KUINTAL/HEKTAR;2022
37;15;1505;JERUK;742,33;KUINTAL/HEKTAR;2022
38;15;1505;MANGGIS;742,33;KUINTAL/HEKTAR;2022
39;15;1505;NANAS;2.499,79;KUINTAL/HEKTAR;2022
40;15;1505;PISANG;441,48;KUINTAL/HEKTAR;2022
41;15;1506;ALPUKAT;254,95;KUINTAL/HEKTAR;2022
42;15;1506;DUKU;39,22;KUINTAL/HEKTAR;2022
43;15;1506;DURIAN;193,43;KUINTAL/HEKTAR;2022
44;15;1506;JENGKOL;200,40;KUINTAL/HEKTAR;2022
