NO ;KODE KABUPATEN/KOTA;KODE KECAMATAN;KODE KELURAHAN/DESA;NILAI IDM;STATUS IDM
539;1508;150817;1508172008;0,6438;BERKEMBANG
540;1508;150817;1508172009;0,64;BERKEMBANG
541;1508;150817;1508172010;0,7006;BERKEMBANG
542;1508;150817;1508172012;0,644;BERKEMBANG
543;1509;150901;1509012004;0,6171;BERKEMBANG
544;1509;150901;1509012005;0,6033;BERKEMBANG
545;1509;150901;1509012006;0,6148;BERKEMBANG
546;1509;150901;1509012007;0,6944;BERKEMBANG
547;1509;150901;1509012008;0,6848;BERKEMBANG
548;1509;150901;1509012009;0,6084;BERKEMBANG
549;1509;150901;1509012011;0,6984;BERKEMBANG
550;1509;150902;1509022002;0,7035;BERKEMBANG
551;1509;150902;1509022005;0,6902;BERKEMBANG
552;1509;150902;1509022011;0,6829;BERKEMBANG
553;1509;150902;1509022014;0,6843;BERKEMBANG
554;1509;150902;1509022015;0,657;BERKEMBANG
555;1509;150902;1509022017;0,6348;BERKEMBANG
556;1509;150902;1509022018;0,6132;BERKEMBANG
557;1509;150903;1509032002;0,6957;BERKEMBANG
558;1509;150903;1509032003;0,6362;BERKEMBANG
559;1509;150903;1509032004;0,6702;BERKEMBANG
560;1509;150903;1509032005;0,6697;BERKEMBANG
561;1509;150903;1509032006;0,677;BERKEMBANG
562;1509;150903;1509032007;0,6497;BERKEMBANG
563;1509;150903;1509032008;0,6287;BERKEMBANG
564;1509;150903;1509032009;0,6756;BERKEMBANG
565;1509;150903;1509032010;0,6284;BERKEMBANG
566;1509;150903;1509032012;0,6384;BERKEMBANG
567;1509;150903;1509032015;0,637;BERKEMBANG
568;1509;150903;1509032016;0,6638;BERKEMBANG
569;1509;150903;1509032017;0,6333;BERKEMBANG
570;1509;150903;1509032019;0,6498;BERKEMBANG
571;1509;150904;1509042011;0,6297;BERKEMBANG
572;1509;150904;1509042012;0,6614;BERKEMBANG
573;1509;150904;1509042014;0,6897;BERKEMBANG
574;1509;150904;1509042015;0,6244;BERKEMBANG
575;1509;150905;1509052002;0,6003;BERKEMBANG
576;1509;150905;1509052003;0,6298;BERKEMBANG
577;1509;150905;1509052004;0,6033;BERKEMBANG
578;1509;150905;1509052005;0,6348;BERKEMBANG
579;1509;150905;1509052007;0,6195;BERKEMBANG
580;1509;150905;1509052008;0,6035;BERKEMBANG
581;1509;150905;1509052009;0,6421;BERKEMBANG
582;1509;150905;1509052010;0,6197;BERKEMBANG
583;1509;150905;1509052012;0,6167;BERKEMBANG
584;1509;150907;1509072005;0,6833;BERKEMBANG
585;1509;150907;1509072006;0,693;BERKEMBANG
586;1509;150907;1509072007;0,6792;BERKEMBANG
587;1509;150907;1509072008;0,6289;BERKEMBANG
588;1509;150907;1509072009;0,7068;BERKEMBANG
589;1509;150907;1509072010;0,6387;BERKEMBANG
590;1509;150907;1509072011;0,6535;BERKEMBANG
591;1509;150907;1509072012;0,6105;BERKEMBANG
592;1509;150908;1509082010;0,6441;BERKEMBANG
593;1509;150909;1509092006;0,6797;BERKEMBANG
594;1509;150910;1509102001;0,6532;BERKEMBANG
595;1509;150910;1509102003;0,7067;BERKEMBANG
596;1509;150910;1509102004;0,6551;BERKEMBANG
597;1509;150910;1509102005;0,6922;BERKEMBANG
598;1509;150910;1509102006;0,6735;BERKEMBANG
599;1509;150910;1509102007;0,693;BERKEMBANG
600;1509;150910;1509102008;0,6046;BERKEMBANG
601;1509;150911;1509112006;0,6878;BERKEMBANG
602;1509;150912;1509122001;0,6919;BERKEMBANG
603;1509;150912;1509122007;0,6333;BERKEMBANG
