id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;komoditi;jumlah_petani;satuan;tahun
;15;JAMBI;1572;TEBU;10;KEPALA KELUARGA;2022
;15;JAMBI;1572;TEMBAKAU;62;KEPALA KELUARGA;2022
;15;JAMBI;1572;NILAM;0;KEPALA KELUARGA;2022
;15;JAMBI;1501;TEBU;1569;KEPALA KELUARGA;2023
;15;JAMBI;1501;TEMBAKAU;511;KEPALA KELUARGA;2023
;15;JAMBI;1501;NILAM;0;KEPALA KELUARGA;2023
;15;JAMBI;1502;TEBU;0;KEPALA KELUARGA;2023
;15;JAMBI;1502;TEMBAKAU;0;KEPALA KELUARGA;2023
;15;JAMBI;1502;NILAM;2521;KEPALA KELUARGA;2023
;15;JAMBI;1503;TEBU;0;KEPALA KELUARGA;2023
;15;JAMBI;1503;TEMBAKAU;0;KEPALA KELUARGA;2023
;15;JAMBI;1503;NILAM;83;KEPALA KELUARGA;2023
;15;JAMBI;1504;TEBU;0;KEPALA KELUARGA;2023
;15;JAMBI;1504;TEMBAKAU;0;KEPALA KELUARGA;2023
;15;JAMBI;1504;NILAM;0;KEPALA KELUARGA;2023
;15;JAMBI;1505;TEBU;0;KEPALA KELUARGA;2023
;15;JAMBI;1505;TEMBAKAU;0;KEPALA KELUARGA;2023
;15;JAMBI;1505;NILAM;0;KEPALA KELUARGA;2023
;15;JAMBI;1506;TEBU;0;KEPALA KELUARGA;2023
;15;JAMBI;1506;TEMBAKAU;0;KEPALA KELUARGA;2023
;15;JAMBI;1506;NILAM;0;KEPALA KELUARGA;2023
;15;JAMBI;1507;TEBU;0;KEPALA KELUARGA;2023
;15;JAMBI;1507;TEMBAKAU;0;KEPALA KELUARGA;2023
;15;JAMBI;1507;NILAM;0;KEPALA KELUARGA;2023
;15;JAMBI;1508;TEBU;0;KEPALA KELUARGA;2023
;15;JAMBI;1508;TEMBAKAU;0;KEPALA KELUARGA;2023
;15;JAMBI;1508;NILAM;0;KEPALA KELUARGA;2023
;15;JAMBI;1509;TEBU;0;KEPALA KELUARGA;2023
;15;JAMBI;1509;TEMBAKAU;0;KEPALA KELUARGA;2023
;15;JAMBI;1509;NILAM;26;KEPALA KELUARGA;2023
;15;JAMBI;1571;TEBU;0;KEPALA KELUARGA;2023
;15;JAMBI;1571;TEMBAKAU;0;KEPALA KELUARGA;2023
;15;JAMBI;1571;NILAM;0;KEPALA KELUARGA;2023
;15;JAMBI;1572;TEBU;62;KEPALA KELUARGA;2023
;15;JAMBI;1572;TEMBAKAU;10;KEPALA KELUARGA;2023
;15;JAMBI;1572;NILAM;0;KEPALA KELUARGA;2023
;15;JAMBI;1501;TEBU;1569;KEPALA KELUARGA;2024
;15;JAMBI;1501;TEMBAKAU;140;KEPALA KELUARGA;2024
;15;JAMBI;1501;NILAM;0;KEPALA KELUARGA;2024
;15;JAMBI;1502;TEBU;0;KEPALA KELUARGA;2024
;15;JAMBI;1502;TEMBAKAU;3;KEPALA KELUARGA;2024
;15;JAMBI;1502;NILAM;2501;KEPALA KELUARGA;2024
;15;JAMBI;1503;TEBU;0;KEPALA KELUARGA;2024
;15;JAMBI;1503;TEMBAKAU;0;KEPALA KELUARGA;2024
;15;JAMBI;1503;NILAM;83;KEPALA KELUARGA;2024
;15;JAMBI;1504;TEBU;0;KEPALA KELUARGA;2024
;15;JAMBI;1504;TEMBAKAU;0;KEPALA KELUARGA;2024
;15;JAMBI;1504;NILAM;0;KEPALA KELUARGA;2024
;15;JAMBI;1505;TEBU;0;KEPALA KELUARGA;2024
;15;JAMBI;1505;TEMBAKAU;0;KEPALA KELUARGA;2024
;15;JAMBI;1505;NILAM;0;KEPALA KELUARGA;2024
;15;JAMBI;1506;TEBU;0;KEPALA KELUARGA;2024
;15;JAMBI;1506;TEMBAKAU;0;KEPALA KELUARGA;2024
;15;JAMBI;1506;NILAM;0;KEPALA KELUARGA;2024
;15;JAMBI;1507;TEBU;0;KEPALA KELUARGA;2024
;15;JAMBI;1507;TEMBAKAU;0;KEPALA KELUARGA;2024
;15;JAMBI;1507;NILAM;0;KEPALA KELUARGA;2024
;15;JAMBI;1508;TEBU;0;KEPALA KELUARGA;2024
;15;JAMBI;1508;TEMBAKAU;0;KEPALA KELUARGA;2024
;15;JAMBI;1508;NILAM;0;KEPALA KELUARGA;2024
;15;JAMBI;1509;TEBU;0;KEPALA KELUARGA;2024
;15;JAMBI;1509;TEMBAKAU;0;KEPALA KELUARGA;2024
;15;JAMBI;1509;NILAM;0;KEPALA KELUARGA;2024
;15;JAMBI;1571;TEBU;10;KEPALA KELUARGA;2024
;15;JAMBI;1571;TEMBAKAU;0;KEPALA KELUARGA;2024
;15;JAMBI;1571;NILAM;0;KEPALA KELUARGA;2024
;15;JAMBI;1572;TEBU;0;KEPALA KELUARGA;2024
;15;JAMBI;1572;TEMBAKAU;37;KEPALA KELUARGA;2024
;15;JAMBI;1572;NILAM;0;KEPALA KELUARGA;2024
