id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;kode_kecamatan;nama_kecamatan;tanggal_kejadian;keterangan;satuan;jumlah_kejadian; jumlah_kerugian ; tahun ;;
37;15;JAMBI;1501;MERANGIN;150210;BANGKO BARAT;12/01/2025;SAWAH;HA;0; Rp10.000.000 ;2025;;
38;15;JAMBI;1501;MERANGIN;150210;BANGKO BARAT;12/01/2025;KEBUN/HUTAN;HA;1; Rp10.000.000 ;2025;;
39;15;JAMBI;1501;MERANGIN;150210;BANGKO BARAT;12/01/2025;KOLAM;HA;0; Rp10.000.000 ;2025;;
40;15;JAMBI;1501;MERANGIN;150210;BANGKO BARAT;12/01/2025;IRIGASI;HA;0; Rp10.000.000 ;2025;;
41;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;02/01/2025;jiwa;JIWA;0; Rp- ;2025;;
42;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;02/01/2025;HILANG;JIWA;0; Rp- ;2025;;
43;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;02/01/2025;LUKA;JIWA;0; Rp- ;2025;;
44;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;02/01/2025;MENDERITA;JIWA;0; Rp- ;2025;;
45;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;02/01/2025;MENGUNGSI;JIWA;0; Rp- ;2025;;
46;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;02/01/2025;RUMAH RUSAK BERAT;UNIT;0; Rp- ;2025;;
47;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;02/01/2025;RUMAH RUSAK SEDANG;UNIT;0; Rp- ;2025;;
48;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;02/01/2025;RUMAH RUSAK RINGAN;UNIT;0; Rp- ;2025;;
49;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;02/01/2025;RUMAH TERENDAM;UNIT;0; Rp- ;2025;;
50;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;02/01/2025;SARANA PENDIDIKAN;UNIT;0; Rp- ;2025;;
51;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;02/01/2025;SARANA IBADAH;UNIT;0; Rp- ;2025;;
52;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;02/01/2025;SARANA KESEHATAN;UNIT;0; Rp- ;2025;;
53;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;02/01/2025;PERKANTORAN;UNIT;0; Rp- ;2025;;
54;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;02/01/2025;BANGUNAN LAIN;UNIT;0; Rp- ;2025;;
55;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;02/01/2025;JEMBATAN;UNIT;0; Rp- ;2025;;
56;15;JAMBI;1502;KERINCI;150108;KELILING DANAU;02/01/2025;JALAN;KM;0; Rp- ;2025;;
57;15;JAMBI;1502;KERINCI;150108;KELILING DANAU;02/01/2025;SAWAH;HA;0; Rp- ;2025;;
58;15;JAMBI;1502;KERINCI;150108;KELILING DANAU;02/01/2025;KEBUN/HUTAN;HA;0; Rp- ;2025;;
59;15;JAMBI;1502;KERINCI;150108;KELILING DANAU;02/01/2025;KOLAM;HA;0; Rp- ;2025;;
60;15;JAMBI;1502;KERINCI;150108;KELILING DANAU;02/01/2025;IRIGASI;HA;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150202;BANGKO;12/02/2025;JIWA ;JIWA ;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150202;BANGKO;12/02/2025;HILANG;JIWA;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150202;BANGKO;12/02/2025;LUKA;JIWA;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150202;BANGKO;12/02/2025;MENDERITA;JIWA;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150202;BANGKO;12/02/2025;MENGUNGSI;JIWA;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150202;BANGKO;12/02/2025;RUMAH RB;UNIT;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150202;BANGKO;12/02/2025;RUMAH RS;UNIT;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150202;BANGKO;12/02/2025;RUMAH RR;UNIT;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150202;BANGKO;12/02/2025;RUMAH TERENDAM;UNIT;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150202;BANGKO;12/02/2025;SARANA PENDIDIKAN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150202;BANGKO;12/02/2025;SARANA IBADAH;UNIT;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150202;BANGKO;12/02/2025;SARANA KESEHATAN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150202;BANGKO;12/02/2025;PERKANTORAN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150202;BANGKO;12/02/2025;BANGUNAN LAIN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150202;BANGKO;12/02/2025;JEMBATAN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150202;BANGKO;12/02/2025;JALAN;KM;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150202;BANGKO;12/02/2025;SAWAH;HA;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150202;BANGKO;12/02/2025;KEBUN/HUTAN;HA;2; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150202;BANGKO;12/02/2025;KOLAM;HA;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150202;BANGKO;12/02/2025;IRIGASI;HA;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;13/02/2025;JIWA;JIWA;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;13/02/2025;HILANG;JIWA;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;13/02/2025;LUKA;JIWA;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;13/02/2025;MENDERITA;JIWA;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;13/02/2025;MENGUNGSI;JIWA;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;13/02/2025;RUMAH RB;UNIT;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;13/02/2025;RUMAH RS;UNIT;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;13/02/2025;RUMAH RR;UNIT;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;13/02/2025;RUMAH TERENDAM;UNIT;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;13/02/2025;SARANA PENDIDIKAN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;13/02/2025;SARANA IBADAH;UNIT;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;13/02/2025;SARANA KESEHATAN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;13/02/2025;PERKANTORAN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;13/02/2025;BANGUNAN LAIN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;13/02/2025;JEMBATAN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1507;MERANGIN;150222;TABIR LINTAS;13/02/2025;JALAN;KM;0; Rp- ;2025;;
;15;JAMBI;1507;MERANGIN;150222;TABIR LINTAS;13/02/2025;SAWAH;HA;0; Rp- ;2025;;
;15;JAMBI;1507;MERANGIN;150222;TABIR LINTAS;13/02/2025;KEBUN/HUTAN;HA;1; Rp- ;2025;;
;15;JAMBI;1507;MERANGIN;150222;TABIR LINTAS;13/02/2025;KOLAM;HA;0; Rp- ;2025;;
;15;JAMBI;1507;MERANGIN;150222;TABIR LINTAS;13/02/2025;IRIGASI;HA;0; Rp- ;2025;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;08/02/2025;JIWA;JIWA;0; Rp- ;2025;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;08/02/2025;HILANG;JIWA;0; Rp- ;2025;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;08/02/2025;LUKA;JIWA;0; Rp- ;2025;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;08/02/2025;MENDERITA;JIWA;12; Rp- ;2025;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;08/02/2025;MENGUNGSI;JIWA;0; Rp- ;2025;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;08/02/2025;RUMAH RB;UNIT;0; Rp- ;2025;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;08/02/2025;RUMAH RS;UNIT;0; Rp- ;2025;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;08/02/2025;RUMAH RR;UNIT;0; Rp- ;2025;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;08/02/2025;RUMAH TERENDAM;UNIT;0; Rp- ;2025;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;08/02/2025;SARANA PENDIDIKAN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;08/02/2025;SARANA IBADAH;UNIT;0; Rp- ;2025;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;08/02/2025;SARANA KESEHATAN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;08/02/2025;PERKANTORAN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;08/02/2025;BANGUNAN LAIN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;08/02/2025;JEMBATAN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1501;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;08/02/2025;JALAN;KM;0; Rp- ;2025;;
;15;JAMBI;1501;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;08/02/2025;SAWAH;HA;0; Rp- ;2025;;
;15;JAMBI;1501;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;08/02/2025;KEBUN/HUTAN;HA;0; Rp- ;2025;;
;15;JAMBI;1501;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;08/02/2025;KOLAM;HA;0; Rp- ;2025;;
;15;JAMBI;1501;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;08/02/2025;IRIGASI;HA;0; Rp- ;2025;;
;15;JAMBI;1501;KERINCI;150116;SIULAK;22/02/2025;JIWA;JIWA;0; Rp- ;2025;;
;15;JAMBI;1501;KERINCI;150116;SIULAK;22/02/2025;HILANG;JIWA;0; Rp- ;2025;;
;15;JAMBI;1501;KERINCI;150116;SIULAK;22/02/2025;LUKA;JIWA;0; Rp- ;2025;;
;15;JAMBI;1501;KERINCI;150116;SIULAK;22/02/2025;MENDERITA;JIWA;6; Rp- ;2025;;
;15;JAMBI;1501;KERINCI;150116;SIULAK;22/02/2025;MENGUNGSI;JIWA;0; Rp- ;2025;;
;15;JAMBI;1501;KERINCI;150116;SIULAK;22/02/2025;RUMAH RB;UNIT;0; Rp- ;2025;;
;15;JAMBI;1501;KERINCI;150116;SIULAK;22/02/2025;RUMAH RS;UNIT;0; Rp- ;2025;;
;15;JAMBI;1501;KERINCI;150116;SIULAK;22/02/2025;RUMAH RR;UNIT;0; Rp- ;2025;;
;15;JAMBI;1501;KERINCI;150116;SIULAK;22/02/2025;RUMAH TERENDAM;UNIT;1; Rp- ;2025;;
;15;JAMBI;1501;KERINCI;150116;SIULAK;22/02/2025;SARANA PENDIDIKAN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1501;KERINCI;150116;SIULAK;22/02/2025;SARANA IBADAH;UNIT;0; Rp- ;2025;;
;15;JAMBI;1501;KERINCI;150116;SIULAK;22/02/2025;SARANA KESEHATAN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1501;KERINCI;150116;SIULAK;22/02/2025;PERKANTORAN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1501;KERINCI;150116;SIULAK;22/02/2025;BANGUNAN LAIN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1501;KERINCI;150116;SIULAK;22/02/2025;JEMBATAN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1505;KERINCI;150116;SIULAK;22/02/2025;JALAN;KM;0; Rp- ;2025;;
;15;JAMBI;1505;KERINCI;150116;SIULAK;22/02/2025;SAWAH;HA;0; Rp- ;2025;;
;15;JAMBI;1505;KERINCI;150116;SIULAK;22/02/2025;KEBUN/HUTAN;HA;0; Rp- ;2025;;
;15;JAMBI;1505;KERINCI;150116;SIULAK;22/02/2025;KOLAM;HA;0; Rp- ;2025;;
;15;JAMBI;1505;KERINCI;150116;SIULAK;22/02/2025;IRIGASI;HA;0; Rp- ;2025;;
;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;04/02/2025;JIWA;JIWA;0; Rp- ;2025;;
;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;04/02/2025;HILANG;JIWA;0; Rp- ;2025;;
;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;04/02/2025;LUKA;JIWA;0; Rp- ;2025;;
;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;04/02/2025;MENDERITA;JIWA;0; Rp- ;2025;;
;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;04/02/2025;MENGUNGSI;JIWA;0; Rp- ;2025;;
;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;04/02/2025;RUMAH RB;UNIT;0; Rp- ;2025;;
;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;04/02/2025;RUMAH RS;UNIT;0; Rp- ;2025;;
;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;04/02/2025;RUMAH RR;UNIT;0; Rp- ;2025;;
;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;04/02/2025;RUMAH TERENDAM;UNIT;0; Rp- ;2025;;
;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;04/02/2025;SARANA PENDIDIKAN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;04/02/2025;SARANA IBADAH;UNIT;0; Rp- ;2025;;
;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;04/02/2025;SARANA KESEHATAN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;04/02/2025;PERKANTORAN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;04/02/2025;BANGUNAN LAIN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;04/02/2025;JEMBATAN;UNIT;0; Rp- ;2025;;
;15;JAMBI;1507;MUARO JAMBI;150502;SEKERNAN;04/02/2025;JALAN;KM;0; Rp- ;2025;;
;15;JAMBI;1507;MUARO JAMBI;150502;SEKERNAN;04/02/2025;SAWAH;HA;0; Rp- ;2025;;
;15;JAMBI;1507;MUARO JAMBI;150502;SEKERNAN;04/02/2025;KEBUN/HUTAN;HA;"8
Tumbu k"; Rp- ;2025;;
;15;JAMBI;1507;MUARO JAMBI;150502;SEKERNAN;04/02/2025;KOLAM;HA;0; Rp- ;2025;;
;15;JAMBI;1507;MUARO JAMBI;150502;SEKERNAN;04/02/2025;IRIGASI;HA;0; Rp- ;2025;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;28/03/2025;MENINGGAL ;JIWA ;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;28/03/2025;HILANG;JIWA;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;28/03/2025;LUKA;JIWA;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;28/03/2025;MENDERITA;JIWA;2;2;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;28/03/2025;MENGUNGSI;JIWA;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;28/03/2025;RUMAH RB;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;28/03/2025;RUMAH RS;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;28/03/2025;RUMAH RR;UNIT;1;1;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;28/03/2025;RUMAH TERENDAM;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;28/03/2025;SARANA PENDIDIKAN;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;28/03/2025;SARANA IBADAH;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;28/03/2025;SARANA KESEHATAN;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;28/03/2025;PERKANTORAN;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;28/03/2025;BANGUNAN LAIN;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;28/03/2025;JEMBATAN;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;28/03/2025;JALAN;KM;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;28/03/2025;SAWAH;HA;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;28/03/2025;KEBUN/HUTAN;HA;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;28/03/2025;KOLAM;HA;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;28/03/2025;IRIGASI;HA;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;157201;SUNGAI PENUH;23/03/2025;MENINGGAL;JIWA;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;157201;SUNGAI PENUH;23/03/2025;HILANG;JIWA;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;157201;SUNGAI PENUH;23/03/2025;LUKA;JIWA;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;157201;SUNGAI PENUH;23/03/2025;MENDERITA;JIWA;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;157201;SUNGAI PENUH;23/03/2025;MENGUNGSI;JIWA;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;157201;SUNGAI PENUH;23/03/2025;RUMAH RB;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;157201;SUNGAI PENUH;23/03/2025;RUMAH RS;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;157201;SUNGAI PENUH;23/03/2025;RUMAH RR;UNIT;1;1;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;157201;SUNGAI PENUH;23/03/2025;RUMAH TERENDAM;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;157201;SUNGAI PENUH;23/03/2025;SARANA PENDIDIKAN;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;157201;SUNGAI PENUH;23/03/2025;SARANA IBADAH;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;157201;SUNGAI PENUH;23/03/2025;SARANA KESEHATAN;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;157201;SUNGAI PENUH;23/03/2025;PERKANTORAN;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;157201;SUNGAI PENUH;23/03/2025;BANGUNAN LAIN;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;157201;SUNGAI PENUH;23/03/2025;JEMBATAN;UNIT;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;157201;SUNGAI PENUH;23/03/2025;JALAN;KM;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;157201;SUNGAI PENUH;23/03/2025;SAWAH;HA;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;157201;SUNGAI PENUH;23/03/2025;KEBUN/HUTAN;HA;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;157201;SUNGAI PENUH;23/03/2025;KOLAM;HA;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;157201;SUNGAI PENUH;23/03/2025;IRIGASI;HA;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150605;MERLUNG;11/03/2025;MENINGGAL;JIWA;0;0;0;;
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150605;MERLUNG;11/03/2025;HILANG;JIWA;0;0;0;;
