no;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;nama_perusahaan;nib;Day of tanggal_terbit_oss;status_penanaman_modal;flag_umk;uraian_jenis_perusahaan;alamat_perusahaan
249;15;JAMBI;1572;KOTA SUNGAI PENUH;TUNDENG JAYA ABADI;2503230032318;03/25/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Mh.Thamrin, Rukun Tetangga 005
250;15;JAMBI;1505;MUARO JAMBI;ASRI ANUGERAH MADANI;2803230002456;03/28/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Perumahan Vila Garden 9
251;15;JAMBI;1506;TANJUNG JABUNG BARAT;USAHA BERKAT GEMILANG JAYA;2803230012207;03/28/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Sungai Rambai
252;15;JAMBI;1571;KOTA JAMBI;LOYAL KONSTRUKSI JAMBI;2803230042901;03/28/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Gong 2000 
253;15;JAMBI;1571;KOTA JAMBI;BERKAT ANUGRAH INDAH BERSAMA;2803230044962;03/28/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Lr Sepakat
254;15;JAMBI;1504;BATANGHARI;SINAR USAHA NYOLALA;2903230018062;03/29/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Pramuka Perumnas
255;15;JAMBI;1571;KOTA JAMBI;HALIA MULTI KONSTRUKSI;2903230030965;03/29/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl Serma Husin Effendi, No 19
256;15;JAMBI;1504;BATANGHARI;GEDUNG PUTIH BERLIAN;2903230059543;03/29/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Gajah Mada Lorong Dua Putra
257;15;JAMBI;1505;MUARO JAMBI;DUA PUTRI DI;2903230061519;03/29/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Muara Kumpe
258;15;JAMBI;1571;KOTA JAMBI;LAZUARDI SENTOSA;2903230066089;03/29/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Kol. Abunjani No. 76
259;15;JAMBI;1504;BATANGHARI;DAFIN SAKTI;2903230074705;03/29/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Simpang Sungai Rengas
260;15;JAMBI;1571;KOTA JAMBI;RAYA CIPTA UTAMA;3003230002658;03/30/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Premix Perumahan Griya Sejahtera 3 Blok A Nomor 20
261;15;JAMBI;1571;KOTA JAMBI;PUTRA PASIR PUTIH;3003230019481;03/30/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Abd Chatab, Lorong Angkasa Puri
262;15;JAMBI;1505;MUARO JAMBI;RANK KAYO HITAM;3003230042778;03/30/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Lintas Jambi Muara Bulian Km.13 
263;15;JAMBI;1505;MUARO JAMBI;KEMBANG TANDJOENG;3003230043847;03/30/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Keramat Putri Gadis
264;15;JAMBI;1506;TANJUNG JABUNG BARAT;BUMI LAWAS SEJAHTERA;3003230045761;03/30/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Pemda Tanjung Bojo Lubuk Lawas
265;15;JAMBI;1509;TEBO;SATU PUTRA MAKMUR;3003230056436;03/30/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Ketalo Kecil
266;15;JAMBI;1571;KOTA JAMBI;SAMUDRA MITRA LESTARI;3003230077406;03/30/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Prof. Dr. Sumantri Brojonegoro
267;15;JAMBI;1571;KOTA JAMBI;AURDURI INDAH TRAVEL;3103230009749;03/31/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jln. Hos Cokroaminoto Simpang Kawat Lrg Puskesmas
268;15;JAMBI;1571;KOTA JAMBI;GIAT UTAMA;3103230012188;03/31/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Hayam Wuruk
269;15;JAMBI;1502;MERANGIN;MUDA KARYA MAJU;3103230024226;03/31/2023;PMDN;Non UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Desa Lantak Seribu
270;15;JAMBI;1505;MUARO JAMBI;ANUGERAH BERKAH AZZAHRA;3103230033746;03/31/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Perum Permindo Asro, Blok F
271;15;JAMBI;1571;KOTA JAMBI;WIRA KARYA;3103230035366;03/31/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Jend. Sudirman
272;15;JAMBI;1507;TANJUNG JABUNG TIMUR;YAZID RIZKI BAROKAH;3103230043058;03/31/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Dusun Mekar Jaya
273;15;JAMBI;1571;KOTA JAMBI;AZKA CIPTA KONSTRUKSI;0104230002229;04/01/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Kopral Kahar Nomor Blok C 08
274;15;JAMBI;1503;SAROLANGUN;OSMAN JAYA MINERAL;0204230009138;04/02/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Sungai Gedang
275;15;JAMBI;1571;KOTA JAMBI;GEMILANG BERSAMA UTAMA PLANTATION;0304230062669;04/03/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Mayor A Marzuki 
276;15;JAMBI;1504;BATANGHARI;SULTAN KASEM MUDO;0404230007366;04/04/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Desa Sengkati Baru
277;15;JAMBI;1571;KOTA JAMBI;ZIZI CAHAYA ANUGRAH;0404230008907;04/04/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Multatuli Lorong Sejahtera Family
278;15;JAMBI;1508;BUNGO;ARION TORUS MAKMUR;0404230053683;04/04/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Gotong Royong 
279;15;JAMBI;1502;MERANGIN;YUARBI TRANS JAYA;0604230020427;04/06/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Yudistira
280;15;JAMBI;1571;KOTA JAMBI;REZKI FA;0604230052076;04/06/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Halim Perdana Kusuma No 02
281;15;JAMBI;1571;KOTA JAMBI;GEMILANG BERSAMA UTAMA FARM;0604230079032;04/06/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Mayor A Marzuki
282;15;JAMBI;1571;KOTA JAMBI;BAHTERA SELARAS PEMBANGUNAN;0604230080718;04/06/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl Brigjen Katamso
283;15;JAMBI;1571;KOTA JAMBI;PLAZA DEKOR;0604230082283;04/06/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. M. Husni Thamrin No. 24
284;15;JAMBI;1505;MUARO JAMBI;WIBI KARYA USAHA;0704230004579;04/07/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Kilo Meter 13 Purwodadi
285;15;JAMBI;1509;TEBO;MITRA TRANS;0904230017813;04/09/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Dahlia
286;15;JAMBI;1571;KOTA JAMBI;USAHA KITA SEJAHTERA;1004230031222;04/10/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Raden Ajeng Kartini No. 2-032
287;15;JAMBI;1501;KERINCI;GEMILANG CAHAYA PERMATA;1004230032888;04/10/2023;PMDN;Non UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Kelurahan Lempur Tengah, Kecamatan Gunung Raya, Kabupaten Kerinci, Provinsi Jambi
288;15;JAMBI;1571;KOTA JAMBI;PERMATA AMALIA SARI;1004230033913;04/10/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Prof. Dr. Yamin,Sh,
289;15;JAMBI;1572;KOTA SUNGAI PENUH;SINAR ABADI DISTRIBUTORINDO;1004230040738;04/10/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Koto Keras
290;15;JAMBI;1504;BATANGHARI;GRAHA PUTRA KONSTRUKSI;1004230041787;04/10/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Jendral Sudirman
291;15;JAMBI;1571;KOTA JAMBI;BOSTON'S INTI PERKASA;1004230044825;04/10/2023;PMDN;Non UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Jend. Sudirman 
292;15;JAMBI;1571;KOTA JAMBI;ANGGREK;1104230035905;04/11/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Lintas Timur
293;15;JAMBI;1571;KOTA JAMBI;PERMATA MULIA JAMBI;1204230017952;04/12/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Perumahan Villa Sejahtera Nomor A-8
294;15;JAMBI;1502;MERANGIN;NY EXPRES;1204230044917;04/12/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Pulau Rengas Ulu
295;15;JAMBI;1504;BATANGHARI;ANAK BUJANG TRANSPORT;1304230049532;04/13/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Talang Inuman, Perumahan Bulian Baru Nomor B4, Regency 1
296;15;JAMBI;1571;KOTA JAMBI;BENGKEL MAJUGO;1304230057349;04/13/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Lingkar Selatan No 18
297;15;JAMBI;1571;KOTA JAMBI;MITRA PANGAN JAMBI;1304230067756;04/13/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Marsda Surya Dharma
298;15;JAMBI;1571;KOTA JAMBI;AGRO PANORAMA ASRI;1404230017309;04/14/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Mr. Moh Roem No. 41
299;15;JAMBI;1571;KOTA JAMBI;ALFATHUR PROPERTINDO;1404230028473;04/14/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Griya Mayang Asri Blok B
300;15;JAMBI;1502;MERANGIN;MUARA PANGI BERSINAR;1404230035695;04/14/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Simpang Parit
301;15;JAMBI;1503;SAROLANGUN;MANDIANGIN PERKASA;1404230041126;04/14/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Pembangunan Rt. 007 Rw. 002
302;15;JAMBI;1508;BUNGO;JIFA SUKSES DANANJAYA;1404230054156;04/14/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Jaya Setia
303;15;JAMBI;1503;SAROLANGUN;FITRA MANDIRI;1504230011102;04/15/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Kampung Mesjid
304;15;JAMBI;1505;MUARO JAMBI;DUA SAHABAT MANDIRI SUKSES;1604230006875;04/16/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Haji Sidik
305;15;JAMBI;1505;MUARO JAMBI;JAYA ASHARI ABADI;1604230016461;04/16/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Lintas Timur
306;15;JAMBI;1501;KERINCI;TIGO RAJOWALI DUTA;1704230001147;04/17/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Puskesmas Semurup
307;15;JAMBI;1504;BATANGHARI;BERUMBUNG KUNING;1704230009894;04/17/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Selat
308;15;JAMBI;1503;SAROLANGUN;ZIFA BERSAUDARA;1704230012579;04/17/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Perumahan Villa Gading Blok G 18
309;15;JAMBI;1571;KOTA JAMBI;BINTANG SENJA PRATAMA;1704230015393;04/17/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Sultan Taha Nomor 65
310;15;JAMBI;1571;KOTA JAMBI;LEO PUTRA;1704230029319;04/17/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl Serunai Malam Ii
311;15;JAMBI;1571;KOTA JAMBI;TIRTA SYNERGI UTAMA;1704230047635;04/17/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Skrd. Syahbudin Gg. Alamanda I No. 79
312;15;JAMBI;1503;SAROLANGUN;CAHAYA INDAH KARYA;1804230040526;04/18/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Dusun Limau Kapas
313;15;JAMBI;1509;TEBO;JAYA ROBI MANDIRI;1804230066233;04/18/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Betung Bedarah Timur
314;15;JAMBI;1571;KOTA JAMBI;LETARE FARMA;1904230005258;04/19/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Sumatera No 134
315;15;JAMBI;1571;KOTA JAMBI;KAWI TEHNIK;2704230039099;04/27/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Sultan Taha
316;15;JAMBI;1571;KOTA JAMBI;IZORA JAYA MANDIRI;2804230000444;04/28/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Pal 8 Depan Smp 18, Lorong Pertamina 3, Perumahan Kedaton Asri Blok E Nomor 4
317;15;JAMBI;1571;KOTA JAMBI;RAJO PANEL BETON;2804230056551;04/28/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Lingkar Barat Iii, Perum Inezia Blok A 2
318;15;JAMBI;1571;KOTA JAMBI;CAHAYA PADU BERSAMA;2804230085619;04/28/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl Surya Dharma .Rt.006
319;15;JAMBI;1571;KOTA JAMBI;CIPTA KARYA PRAKASA;0305230049262;05/03/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Bangau 3 Nomor 58
320;15;JAMBI;1504;BATANGHARI;KARYA BARU FURNITURE;0405230006228;05/04/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Kol. Pol. M Thaher
321;15;JAMBI;1571;KOTA JAMBI;GLOBAL JAMBI DISTRIBUSI;0505230073103;05/05/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Erlangga Gang Lama Nomor 8A-1
322;15;JAMBI;1506;TANJUNG JABUNG BARAT;SYAUQINA MANDALA WANGI;0605230014334;05/06/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Harapan Jaya Jl. Lintas Kuala Tungkal-Jambi Rt. 01
323;15;JAMBI;1508;BUNGO;CEMIRA CERIA FAMILI;0605230026019;05/06/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl Teuku Umar
324;15;JAMBI;1508;BUNGO;ZAHARA PUTRI MANDIRI;0705230006358;05/07/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Punti Luhur
325;15;JAMBI;1506;TANJUNG JABUNG BARAT;KARONA BIAK JAYA;0805230037444;05/08/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Lintas Sumatera
326;15;JAMBI;1504;BATANGHARI;EMLY MAJU SEJAHTERA;0805230048121;05/08/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Raden Mat Taher Nomor 03, Kelurahan Rengas Condong
327;15;JAMBI;1571;KOTA JAMBI;REZEKI ANUGRAH MULIA;0905230017162;05/09/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Depati Purbo
328;15;JAMBI;1507;TANJUNG JABUNG TIMUR;AR RAYYAN KONSTRUKSI MUARA SABAK;0905230041675;05/09/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Paduka Berhala
329;15;JAMBI;1571;KOTA JAMBI;SURYA KAMI YASHKA;0905230049156;05/09/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Sk Rd Syahbudin Lorong Teratai Nomor 08
330;15;JAMBI;1571;KOTA JAMBI;CAHAYA LINTAS SEJAHTERA;0905230056898;05/09/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Lingkar Selatan Ii
331;15;JAMBI;1571;KOTA JAMBI;PUTRA BUNGSU MAKMUR;0905230069487;05/09/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Perumahan Aurduri 1 Blok D 03, Rt 14
332;15;JAMBI;1508;BUNGO;KILAU INDAH NUSANTARA GROUP;0905230087274;05/09/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Lrg. Hikmah
333;15;JAMBI;1571;KOTA JAMBI;GEZ MOTORS;1005230022245;05/10/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jln Ternate, No 38
334;15;JAMBI;1571;KOTA JAMBI;SENJA PESONA PAAL MERAH;1005230026951;05/10/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Perumahan Artauli Ii, No 39, Blok F
335;15;JAMBI;1506;TANJUNG JABUNG BARAT;SAH ABADI JAYA;1005230064064;05/10/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Lintas Tungkal - Jambi
336;15;JAMBI;1571;KOTA JAMBI;MAULIDIA CONVENTION CENTRE;1005230066729;05/10/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jln Depati Parbo
337;15;JAMBI;1571;KOTA JAMBI;INDO MITRA SUKSES;1005230095755;05/10/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Jalak Raya
338;15;JAMBI;1506;TANJUNG JABUNG BARAT;KURNIA GUDANG;1105230014565;05/11/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Lintas Kuala Tungkal - Jambi 
339;15;JAMBI;1505;MUARO JAMBI;WINDU ANUGERAH GEMILANG;1105230070556;05/11/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Lintas Talang Belido, No. 88, Dusun Iv
340;15;JAMBI;1571;KOTA JAMBI;DANAKIRTI NUSA CONTRACTOR;1105230073379;05/11/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Hutan Kota 
341;15;JAMBI;1501;KERINCI;SYAUQINA ALMAHYRA;1105230096138;05/11/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Rt 001, Desa Kubang Gedang, Kecamatan Depati Tujuh, Kabupaten Kerinci, Provinsi Jambi
342;15;JAMBI;1571;KOTA JAMBI;LIBERTY STORE;1105230105169;05/11/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Kol Abunjani
343;15;JAMBI;1505;MUARO JAMBI;GEMILANG KREATIF;1205230048792;05/12/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Muhajirin
344;15;JAMBI;1571;KOTA JAMBI;PUTRI DECORATION DAN CATERING;1205230054537;05/12/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Kol. Amir Hamzah
345;15;JAMBI;1508;BUNGO;VANESSA KATHLEEN;1305230020055;05/13/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Lintas Sumatera
346;15;JAMBI;1506;TANJUNG JABUNG BARAT;RIZKY KARUNIA MAJU;1605230000879;05/16/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Panglima H. Saman Rt. 01
347;15;JAMBI;1504;BATANGHARI;RADIB GRAHA;1605230094731;05/16/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Sungai Lingkar
348;15;JAMBI;1505;MUARO JAMBI;DSD SUKSES MANDIRI;1705230089747;05/17/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Perumahan Bumi Mendalo Asri
349;15;JAMBI;1571;KOTA JAMBI;PURNAMA JAYA MANDIRI;1705230094631;05/17/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Lingkar Selatan Ii
350;15;JAMBI;1571;KOTA JAMBI;RODA SUKSES BERSATU;1805230016374;05/18/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Ko. Perum Puri Selincah
351;15;JAMBI;1502;MERANGIN;PUTRA MANDIRI;2005230036569;05/20/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan A.Rahman Syukur
352;15;JAMBI;1571;KOTA JAMBI;PUTRA SEBERANG JAMBI;2105230004337;05/21/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap); Jalan Mayor Jenderal Hm. J.Singedekane No. 12 
353;15;JAMBI;1508;BUNGO;SOBAT LINTAS TRAVELINDO;2105230038225;05/21/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Abdullah Umar
354;15;JAMBI;1508;BUNGO;SINAR SENTOSA UTAMA;2205230025547;05/22/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Sungai Kerjan
355;15;JAMBI;1571;KOTA JAMBI;YUVA CORP;2205230076162;05/22/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Kolonel Abunjani Nomor 10
356;15;JAMBI;1571;KOTA JAMBI;BERKAH BUMI PASUNDAN;2205230081821;05/22/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Sentot Ali Basa Komplek Taman Pasar Baru Blok. B 27
357;15;JAMBI;1571;KOTA JAMBI;AKA CIPTA JAYA;2205230082359;05/22/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jln. Kh Ahmad Samad
358;15;JAMBI;1501;KERINCI;PURNA JAYA SAKTI;2305230057794;05/23/2023;PMDN;Non UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Desa Balai
359;15;JAMBI;1505;MUARO JAMBI;ALPA PHOENIK;2305230109439;05/23/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Perum. Bangun Raya Kenali Blok B 14
360;15;JAMBI;1571;KOTA JAMBI;DEWA RUCCI PERKASA;2305230112343;05/23/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Ismail Malik
361;15;JAMBI;1571;KOTA JAMBI;ANUGRAH HASIL KARYA SEJATI;2405230040149;05/24/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. H.O.S Cokroaminoto, Nomor 170, Rt.007
362;15;JAMBI;1571;KOTA JAMBI;ARKA BERKAH MULIA;2405230054691;05/24/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Pelangi I Nomor 26
363;15;JAMBI;1571;KOTA JAMBI;BATU ALAM MULIA SEMESTA;2405230097009;05/24/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Komisaris Polisi Zainal Abidin No. 95, Rt. 014
364;15;JAMBI;1506;TANJUNG JABUNG BARAT;OMERA KARYA ABADI;2405230107618;05/24/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Komplek Perumnas 
365;15;JAMBI;1571;KOTA JAMBI;YUDERA UTAMA;2405230117781;05/24/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Komplek Villa Kenali Permai
366;15;JAMBI;1508;BUNGO;QOBAR JAYA MANDIRI;2505230034743;05/25/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Sirih Sekapur
367;15;JAMBI;1505;MUARO JAMBI;MUSTOFA MARUF GROUP;2505230042911;05/25/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Rejo Mulyo Lrg Bangsal
368;15;JAMBI;1571;KOTA JAMBI;BETUNG DUA RIBU;2505230046772;05/25/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Guru Mucthar
369;15;JAMBI;1572;KOTA SUNGAI PENUH;CASIAVERA SUMBER BERKAH;2505230096981;05/25/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Depati Parbo
370;15;JAMBI;1507;TANJUNG JABUNG TIMUR;AYCEL JAYA;2505230106539;05/25/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Parit Culum Ii
371;15;JAMBI;1502;MERANGIN;MODAL KREATIF MEDIA;2605230059621;05/26/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Haji Imam Bonjol
372;15;JAMBI;1571;KOTA JAMBI;PUTRI SOLEHA;2705230010149;05/27/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Utama
373;15;JAMBI;1506;TANJUNG JABUNG BARAT;FIKHANZO;2905230006566;05/29/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Sidodadi
374;15;JAMBI;1505;MUARO JAMBI;LAPAN BINTANG;2905230035965;05/29/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Lintas Timur
375;15;JAMBI;1508;BUNGO;BUNGO BERKAH JAYA;2905230070784;05/29/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Purwo Bakti
376;15;JAMBI;1571;KOTA JAMBI;GARIS LIMA SORE;2905230081764;05/29/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl Kebun Daging
377;15;JAMBI;1501;KERINCI;ANNAFI KARYA;2905230114318;05/29/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Desa Siulak Deras Mudik, Kecamatan Gunung Kerinci, Kabupaten Kerinci, Provinsi Jambi
378;15;JAMBI;1504;BATANGHARI;NABILA UTAMA BAROKAH;3005230050623;05/30/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Pramuka Nomor 09 Perumnas
379;15;JAMBI;1571;KOTA JAMBI;BAYU ADHI RAJASA;3005230067734;05/30/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Lingkar Selatan Ii
