no;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;nama_perusahaan;nib;Day of tanggal_terbit_oss;status_penanaman_modal;flag_umk;uraian_jenis_perusahaan;alamat_perusahaan
120;15;JAMBI;1507;TANJUNG JABUNG TIMUR;SARI CAHAYA JAYA;0702230073282;02/07/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Dusun Margoyoso Desa Pandan Lagan 
121;15;JAMBI;1571;KOTA JAMBI;ARCHIS VISTA PRAMA;0702230075306;02/07/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Bintan
122;15;JAMBI;1506;TANJUNG JABUNG BARAT;MERAKI KONSULTAN;0802230026933;02/08/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl.Kesejahteraan
123;15;JAMBI;1506;TANJUNG JABUNG BARAT;TIGA SAUDARA MINERAL;0902230053372;02/09/2023;PMDN;Non UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jln. Lintas Merlung-Simpang Niam 
124;15;JAMBI;1571;KOTA JAMBI;ANANG FAHMY JAYA;0902230064644;02/09/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Kiayi Haji Saleh
125;15;JAMBI;1503;SAROLANGUN;TUNAS MANDIRI SMKM;0902230065217;02/09/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Singkut 7 Blok B
126;15;JAMBI;1571;KOTA JAMBI;BARRA KARYA MANDIRI;0902230069888;02/09/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Adam Malik Lorong Beringin Utama Nomor 120
127;15;JAMBI;1571;KOTA JAMBI;ALAM GUNA SEJAHTERA;0902230077121;02/09/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Rt.23, Kelurahan Legok, Kecamatan Danau Sipin , Kota Jambi, Provinsi Jambi.
128;15;JAMBI;1503;SAROLANGUN;EKA SUNARYO MANCER;0902230079246;02/09/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Pasar Singkut
129;15;JAMBI;1503;SAROLANGUN;PAUH RIMBA ABADI;1002230002677;02/10/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl Raya Simpang Pitco Km.02
130;15;JAMBI;1502;MERANGIN;CENTRAL BATU TABIR RAYA;1002230003783;02/10/2023;PMDN;Non UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Desa Koto Baru 
131;15;JAMBI;1505;MUARO JAMBI;HIDAYAH SAWIT UTAMA;1002230019948;02/10/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Petaling 
132;15;JAMBI;1504;BATANGHARI;MUTIARA CAHAYA VALINA;1002230040863;02/10/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Poros, Desa Jangga Baru
133;15;JAMBI;1571;KOTA JAMBI;SUMBER DAMAI SEJAHTERA CORP;1002230066838;02/10/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Ir H Juanda Lorong Bersama Perumahan Pamalayu Asri Nomor 10
134;15;JAMBI;1571;KOTA JAMBI;AKAR LANGIT MAHATECH;1102230028317;02/11/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl.Gajah Mada
135;15;JAMBI;1502;MERANGIN;DAFFA MERANGIN KONSTRUKSI;1202230003546;02/12/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Bangko Tinggi
136;15;JAMBI;1571;KOTA JAMBI;DAKARA JAYA SANTOSHA;1302230017736;02/13/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Dharma Karya Perumaha Edelweis Regency
137;15;JAMBI;1571;KOTA JAMBI;UNIVERSAL MULTI DESAIN;1302230031743;02/13/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Kaca Piring Ii No. 20
138;15;JAMBI;1507;TANJUNG JABUNG TIMUR;BERKAH REZEKI NAURAH;1402230089412;02/14/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);"Perum Edelweis Regency 3, Jalan Wr	 Supratman Blok I Nomor 13"
139;15;JAMBI;1571;KOTA JAMBI;DANAU SIPIN AUTO SERVICE;1402230108409;02/14/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Kamboja Iii
140;15;JAMBI;1571;KOTA JAMBI;EKO;1502230090403;02/15/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl Hayam Wuruk No 29
141;15;JAMBI;1571;KOTA JAMBI;INTAN BERKAH;1502230117638;02/15/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Majapahit
142;15;JAMBI;1571;KOTA JAMBI;KANAYYA PUTRI BONE;1602230004544;02/16/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Abdul Muis
143;15;JAMBI;1571;KOTA JAMBI;GENCHAR BARAKATUNA JAYA;1602230007593;02/16/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl Kapt Dirhan, Lrg Widuri I, No 81
144;15;JAMBI;1571;KOTA JAMBI;GALAKSI BAROKAH ABADI;1602230027404;02/16/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Perumahan Alam Citra 1 No. 06
145;15;JAMBI;1571;KOTA JAMBI;TUJUH ANGSANA SAMUDRA;1602230038046;02/16/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Perumahan Bumi Mayang Mangurai Blok Widuri 03
146;15;JAMBI;1571;KOTA JAMBI;DEAN ZAHIRA;1602230063461;02/16/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Lrg. Perjuangan
147;15;JAMBI;1503;SAROLANGUN;ABINAYA KHAIRA BARA PERKASA;1602230068163;02/16/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Rangkiling Simpang
148;15;JAMBI;1571;KOTA JAMBI;NUSANTARA PRODUCTION;1602230074046;02/16/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Depati Purbo
149;15;JAMBI;1501;KERINCI;SEMIOTIKA DC;1602230113556;02/16/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Desa Koto Baru, Kecamatan Air Hangat, Kabupaten Kerinci, Provinsi Jambi
150;15;JAMBI;1571;KOTA JAMBI;BERKAH AMINAH;1702230009629;02/17/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Puri Mayang Casablanca Blok A.79
151;15;JAMBI;1507;TANJUNG JABUNG TIMUR;PERMANA TEKNIK CONSULTANT;1702230046114;02/17/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Teuku Umar
152;15;JAMBI;1508;BUNGO;PESONA WANITA INDONESIA;1702230048061;02/17/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Diponegoro Nomor 7
153;15;JAMBI;1505;MUARO JAMBI;MAHAPATIH JAYA GRUP;1702230051672;02/17/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Perumahan Javana Cozy Corner Blok Jr 15
154;15;JAMBI;1506;TANJUNG JABUNG BARAT;SAWERIGADING UTAMA SAKTI;1702230063168;02/17/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Bawal
155;15;JAMBI;1571;KOTA JAMBI;ANUGERAH PERMAI MANDIRI;1702230064182;02/17/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Muhammad Husni Thamrin Nomor 12B
156;15;JAMBI;1505;MUARO JAMBI;CAHAYO NEGRI CONSULTANT;1702230071382;02/17/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Perumahan Javana Cozy Corner Blok Jr 15
157;15;JAMBI;1571;KOTA JAMBI;LAKSANA KIKATRA;1802230000283;02/18/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl Tp Sriwijaya, Gg Pabean , No 49
158;15;JAMBI;1572;KOTA SUNGAI PENUH;ZHIORY;1802230009114;02/18/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Ade Irma Suryani, Desa Sumur Anyir, Kecamatan Sungai Bungkal, Kota Sungai Penuh, Provinsi Jambi
159;15;JAMBI;1504;BATANGHARI;LANGIT BUMI BERJAYA;2002230024495;02/20/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Mersam
160;15;JAMBI;1571;KOTA JAMBI;INDO GRIN PERSADA;2002230068652;02/20/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jln. Kolonel Abunjani Lrg. Cemara Iii
161;15;JAMBI;1571;KOTA JAMBI;PULPEN JAYA ABADI;2002230109826;02/20/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Karya Maju, Lorong Kayu Manis 2 Nomor 48 Rt 014
162;15;JAMBI;1571;KOTA JAMBI;ZADIR HIJAB COLLECTION;2102230054848;02/21/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl.H.Agus Salim
163;15;JAMBI;1571;KOTA JAMBI;ZAFIRAH AGUNG PERDANA;2202230036491;02/22/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Ko. Perum Alamanda Asri 2 F/11 
164;15;JAMBI;1503;SAROLANGUN;MAJU KARYA BERSAMA;2202230041654;02/22/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Simpang Bukit
165;15;JAMBI;1507;TANJUNG JABUNG TIMUR;AL UTRA KENCANA MAKMUR;2202230073907;02/22/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Talang Babat
166;15;JAMBI;1504;BATANGHARI;ASHY BANGUN UTAMA;2202230074739;02/22/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Lintas Muara Tembesi-Sarolangun
167;15;JAMBI;1571;KOTA JAMBI;LENTERA SIGINJAI BERSAMA;2202230086384;02/22/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl.Pangeran Hidayat Lrg Siswa
168;15;JAMBI;1508;BUNGO;ALEABHI DZAHIN HARAHAP;2202230086871;02/22/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. H. A. Manap
169;15;JAMBI;1571;KOTA JAMBI;KOMPEJ JAYA KONSTRUKSI;2202230087093;02/22/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jln. Sri Rezeki
170;15;JAMBI;1571;KOTA JAMBI;MANDIRI GLOBAL SUKSES SEJAHTERA;2202230094993;02/22/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl.Bengkulu No.124
171;15;JAMBI;1571;KOTA JAMBI;BASKARA TIRTA BENTALA;2302230071096;02/23/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Hayam Wuruk
172;15;JAMBI;1501;KERINCI;PUSTAKA RIYADZ;2302230075109;02/23/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Dusun Pemancar Nomor 50
173;15;JAMBI;1571;KOTA JAMBI;RANIA JAYA ABADI;2302230090885;02/23/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Pertanian
174;15;JAMBI;1571;KOTA JAMBI;FAMILY AMANAH TRANS;2302230113236;02/23/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Sumberejo Perumahan Griya Assalam Blok H No. 04
175;15;JAMBI;1507;TANJUNG JABUNG TIMUR;BARRACUDA JAYA ENERGI;2402230041678;02/24/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Parit Culum 1
176;15;JAMBI;1505;MUARO JAMBI;TUNAS BARU UTAMA;2402230049554;02/24/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Kemenyan Jaya
177;15;JAMBI;1501;KERINCI;IFDHAL NAUFALDHI GROUP;2402230068206;02/24/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Wisata Air Panas, Rt. 003 Rw. 000
178;15;JAMBI;1508;BUNGO;HIJRAH JAYA;2502230014036;02/25/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Bukit Telogo
179;15;JAMBI;1571;KOTA JAMBI;BERKAH DASAR USAHA;2702230025628;02/27/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Gardenia Asri Blok E 12
180;15;JAMBI;1571;KOTA JAMBI;PERIGI LOKA;2702230039929;02/27/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl Prabu Siliwangi Rt 23 No 40 B
181;15;JAMBI;1505;MUARO JAMBI;KLINIK PRATAMA RIZKY;2702230043922;02/27/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Jambi - Suak Kandis Km. 13
182;15;JAMBI;1571;KOTA JAMBI;TRIS BERKAH JAYA;2702230048997;02/27/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Ir. Juanda Lorong Sma 4
183;15;JAMBI;1503;SAROLANGUN;KARLINA JAYA;2702230083974;02/27/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Bangun Makmur
184;15;JAMBI;1508;BUNGO;DEHA;2702230086424;02/27/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl Ibrahim Syamsir
185;15;JAMBI;1509;TEBO;RIMBO BERKAH SEJAHTERA;2802230018104;02/28/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Bali, Rt 004, Rw 004, Desa Giri Purno, Kecamatan Rimbo Ilir
186;15;JAMBI;1508;BUNGO;DZAKY CIPTA PRODUCTION;2802230035327;02/28/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap); Perantian Balai 
187;15;JAMBI;1571;KOTA JAMBI;ANUGERAH MULIA KENCANA;0103230031423;03/01/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Layang Layang 
188;15;JAMBI;1571;KOTA JAMBI;PURI ANGGREK;0103230054608;03/01/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl Sumatra Lrg. Muria
189;15;JAMBI;1571;KOTA JAMBI;DUO BERSAUDARA;0203230047694;03/02/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Perumahan Teguh Permai V Blok C No. 9 Rt. 015
190;15;JAMBI;1571;KOTA JAMBI;THIRAH ENGINEERING;0203230087882;03/02/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Raja Yamin No 80
191;15;JAMBI;1571;KOTA JAMBI;JD PUTRA JAYA;0303230009895;03/03/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Lingkar Timur
192;15;JAMBI;1571;KOTA JAMBI;KITA GABE JAYA;0303230064672;03/03/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Sunan Kali Jaga Lorong Delima No. 67
193;15;JAMBI;1506;TANJUNG JABUNG BARAT;ANUGRAH BETARA;0403230018694;03/04/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Dusun Kampung Tengah
194;15;JAMBI;1501;KERINCI;KIWA GROUP;0603230002485;03/06/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Desa Pasar Kerman
195;15;JAMBI;1509;TEBO;ALKA MANDIRI JAYA;0603230023433;03/06/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Padang Lamo Km. 11
196;15;JAMBI;1502;MERANGIN;RUMAH KARYA MERANGIN;0603230029428;03/06/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Kel. Dusun Baru
197;15;JAMBI;1502;MERANGIN;KARYA ALAM SUMATERA;0603230080017;03/06/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Eks.Salestera
198;15;JAMBI;1507;TANJUNG JABUNG TIMUR;GARUDA SAKTI PRATAMA;0603230082146;03/06/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Yogyakarta
199;15;JAMBI;1505;MUARO JAMBI;AFSHE BINTANG CAKRAWALA;0603230098383;03/06/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Perumahan Mutiara Zahra Iii Blok B No. 11
200;15;JAMBI;1571;KOTA JAMBI;DS BERKAH ABADI;0603230104047;03/06/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Perumahan Puri Berlian
201;15;JAMBI;1571;KOTA JAMBI;PELITA MAJU MOTOR'S;0703230014509;03/07/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Abdul Chatab 
202;15;JAMBI;1506;TANJUNG JABUNG BARAT;MUHAMMAD RIO;0703230022861;03/07/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Nusa Indah
203;15;JAMBI;1571;KOTA JAMBI;CITRA MUDA NUSANTARA;0703230050153;03/07/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. A. Bakarudin No. 10
204;15;JAMBI;1571;KOTA JAMBI;PASIR MUTIARA PERENTAK;0703230065861;03/07/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Mayang Raya Komplek Puri Mayang Claster Raflesia Mr-137
205;15;JAMBI;1507;TANJUNG JABUNG TIMUR;CORE TEKNOLOGI INDONESIA;0703230069244;03/07/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Imam Bonjol 
206;15;JAMBI;1571;KOTA JAMBI;GILANG RAYA;0703230076815;03/07/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl Kutilang I, No 70
207;15;JAMBI;1571;KOTA JAMBI;PERSADA JAYA PUTRA;0703230077943;03/07/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Ko. Perum Alamanda Asri 2 F/11
208;15;JAMBI;1571;KOTA JAMBI;MARGFIROH SUKSES BERSAMA;0803230064701;03/08/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Kolonel Amir Hamzah, No. 02
209;15;JAMBI;1571;KOTA JAMBI;SOEMPURNA JAYA ABADI;0803230086018;03/08/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl.Kh.Abu Bakar Olak Kemang
210;15;JAMBI;1571;KOTA JAMBI;SHAMROCK ROVERS;0803230088516;03/08/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Hayam Wuruk No. 28
211;15;JAMBI;1571;KOTA JAMBI;NUSANTARA EDUKASI ZD;0803230091872;03/08/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Perumahan Pesona Kenali Asri
212;15;JAMBI;1508;BUNGO;GEMA INSANI PUSTAKA BUNGO;0803230093073;03/08/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan H.A Manap Lorong Doa
213;15;JAMBI;1571;KOTA JAMBI;CAHAYA ARAFAH MULIA;0903230051685;03/09/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Yulius Usman
214;15;JAMBI;1508;BUNGO;NASAVA GRIYA MEDIKA;0903230079146;03/09/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Amarta, Nomor 223
215;15;JAMBI;1506;TANJUNG JABUNG BARAT;BAMELL BROTHERS;0903230083391;03/09/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl.Ariyan 
216;15;JAMBI;1571;KOTA JAMBI;SUMATRA BERKARYA BERSAMA;0903230091713;03/09/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jln. Sunan Gunung Jati Peurm Splatur Blok K 5
217;15;JAMBI;1507;TANJUNG JABUNG TIMUR;SATRIA MUDA GEMILANG;0903230104807;03/09/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Perum Sabak Regency Blok F No. 13, Rt 013/001, Kel. Talang Babat, Kec. Muara Sabak Barat, Kab. Tanjung Jabung Timur, Jambi
218;15;JAMBI;1571;KOTA JAMBI;JAMBI MARKA MANDIRI;1003230075218;03/10/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Letmud Sarniem, Komplek Ruko Perumahan Bukit Asri R.13
219;15;JAMBI;1505;MUARO JAMBI;KARO TELU SEMBUYAK;1303230027964;03/13/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Simpang Yanto Unit I
220;15;JAMBI;1505;MUARO JAMBI;TIANG BERKAH ABADI;1303230028245;03/13/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Mendalo Indah
221;15;JAMBI;1571;KOTA JAMBI;ABAH TIGA PUTRI;1303230046076;03/13/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Lingkar Selatan I No. 56
222;15;JAMBI;1571;KOTA JAMBI;LENTERA KASIH ABADI;1303230064313;03/13/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Ir. H. Juanda Lorong Harapan No. 86
223;15;JAMBI;1505;MUARO JAMBI;BIMA KARYA KONSTRUKSI;1303230096149;03/13/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Perum Anugrah Batara 1 Nomor 50
224;15;JAMBI;1571;KOTA JAMBI;PUTRA MAHKOTA JAMBI;1403230058532;03/14/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl Swadaya Raya
225;15;JAMBI;1571;KOTA JAMBI;BINTANG CEMERLANG SELAMANYA;1403230091246;03/14/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Abdul Muis Perumahan Vidia Indah 2 Blok F
226;15;JAMBI;1502;MERANGIN;KIRANA CITRA LESTARI;1503230023591;03/15/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan H.Maulana 
227;15;JAMBI;1505;MUARO JAMBI;ARKENZIE RAFANDRA;1503230037192;03/15/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Desa Tanjung Pauh Km.32
228;15;JAMBI;1503;SAROLANGUN;JAYA PUTRA AEK BILA;1503230049421;03/15/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Dusun Hilir
229;15;JAMBI;1571;KOTA JAMBI;ROMI JAYA ANUGRAH;1503230049682;03/15/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Matahari I
230;15;JAMBI;1508;BUNGO;CINDY RAKEL MANDIRI;1503230053695;03/15/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Pasar Rantau Keloyang
231;15;JAMBI;1571;KOTA JAMBI;JAMBI ENERGI TRANSPORT;1503230071346;03/15/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl.Haji Kamil No.3
232;15;JAMBI;1571;KOTA JAMBI;LAJA;1503230092272;03/15/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl Fatahlaside No 031
233;15;JAMBI;1571;KOTA JAMBI;RN GALERY;1503230094926;03/15/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl Sumatera
234;15;JAMBI;1571;KOTA JAMBI;SHINTIA BEAUTY CLINIC;1603230021024;03/16/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Pangeran Hidayat No. 28
235;15;JAMBI;1571;KOTA JAMBI;SINAR BERSAUDARA;1603230022073;03/16/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Adam Malik, Perumahan Citra Beringin Regency Blok C Nomor 10
236;15;JAMBI;1509;TEBO;XTRONIK DIGITAL;1603230056172;03/16/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Pahlawan
237;15;JAMBI;1571;KOTA JAMBI;DUTA MOTOR INDONESIA;1603230061368;03/16/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan D.I. Panjaitan Nomor 34 
238;15;JAMBI;1502;MERANGIN;BERKAH SAHABAT KARYA MANDIRI;1603230082542;03/16/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Belakang Pasar Rakyat Bangko
239;15;JAMBI;1571;KOTA JAMBI;MENDALO INDAH;1603230091946;03/16/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl.Kh.Wahid Hasyim
240;15;JAMBI;1509;TEBO;RAYYAN PERKASA;1903230005246;03/19/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Teluk Kuali
241;15;JAMBI;1508;BUNGO;NOCSH SEKAWAN;2003230074749;03/20/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Profesor Doktor Sri Soedewi Sarjana Hukum
242;15;JAMBI;1571;KOTA JAMBI;ARUM LESTARI JAYA;2003230099916;03/20/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl Hayam Wuruk No 29
243;15;JAMBI;1571;KOTA JAMBI;ARTOSEN;2103230061713;03/21/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Lorong Bukit Beliung
244;15;JAMBI;1571;KOTA JAMBI;REFTO AUTO;2103230078508;03/21/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Hos Cokro Aminoto Nomor 1D
245;15;JAMBI;1504;BATANGHARI;RAFKA JAYA;2103230101276;03/21/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Lintas Jambi-Muara Bulian
246;15;JAMBI;1571;KOTA JAMBI;ADREENA IRGI;2203230020007;03/22/2023;PMDN;Non UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jl. Depati Parbo No. 64
247;15;JAMBI;1507;TANJUNG JABUNG TIMUR;FCZ AMNUR;2303230016419;03/23/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Dusun I
248;15;JAMBI;1508;BUNGO;TOP OTOMOTIF PARTS;2403230035381;03/24/2023;PMDN;UMK;Persekutuan Komanditer (CV / Commanditaire Vennootschap);Jalan Pinang Mas
