id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;tanggal_kejadian;kategori_terdampak_bencana;keterangan;satuan;jumlah_kejadian; jumlah_kerugian 
19;15;JAMBI;1572;157208;20/01/2022;FASILITAS UMUM;JALAN;TITIK;1; Rp- 
20;15;JAMBI;1572;157208;20/01/2022;FASILITAS UMUM;JALAN;KM;50; Rp- 
21;15;JAMBI;1572;157208;20/01/2022;FASILITAS UMUM;IRIGASI;HA;0; Rp- 
22;15;JAMBI;1572;157208;20/01/2022;LAHAN;KEBUN;HEKTAR;0; Rp- 
23;15;JAMBI;1572;157208;20/01/2022;LAHAN;KOLAM;HA;0; Rp- 
24;15;JAMBI;1572;157208;20/01/2022;LAHAN;SAWAH;HA;0; Rp- 
25;15;JAMBI;1572;157208;20/01/2022;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp- 
26;15;JAMBI;1504;150405;24/01/2022;MANUSIA;MENINGGAL DUNIA;JIWA;0; Rp20.000.000 
27;15;JAMBI;1504;150405;24/01/2022;MANUSIA;LUKA BERAT;JIWA;0; Rp20.000.000 
28;15;JAMBI;1504;150405;24/01/2022;MANUSIA;LUKA RINGAN;JIWA;0; Rp20.000.000 
29;15;JAMBI;1504;150405;24/01/2022;RUMAH;RUSAK TOTAL;UNIT;1; Rp20.000.000 
30;15;JAMBI;1504;150405;24/01/2022;RUMAH;RUMAH RUSAK BERAT;UNIT;0; Rp20.000.000 
31;15;JAMBI;1504;150405;24/01/2022;RUMAH;RUMAH RUSAK RINGAN;UNIT;0; Rp20.000.000 
32;15;JAMBI;1504;150405;24/01/2022;RUMAH;TERGENANG;UNIT;0; Rp20.000.000 
33;15;JAMBI;1504;150405;24/01/2022;RUMAH;TERENDAM;UNIT;0; Rp20.000.000 
34;15;JAMBI;1504;150405;24/01/2022;RUMAH;KIOS;UNIT;0; Rp20.000.000 
35;15;JAMBI;1504;150405;24/01/2022;RUMAH;BANGUNAN LAIN;UNIT;0; Rp20.000.000 
36;15;JAMBI;1504;150405;24/01/2022;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;1; Rp20.000.000 
37;15;JAMBI;1504;150405;24/01/2022;MENDERITA DAN MENGUNGSI;JIWA;JIWA;5; Rp20.000.000 
38;15;JAMBI;1504;150405;24/01/2022;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp20.000.000 
39;15;JAMBI;1504;150405;24/01/2022;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp20.000.000 
40;15;JAMBI;1504;150405;24/01/2022;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp20.000.000 
41;15;JAMBI;1504;150405;24/01/2022;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp20.000.000 
42;15;JAMBI;1504;150405;24/01/2022;FASILITAS UMUM;PASAR;UNIT;0; Rp20.000.000 
43;15;JAMBI;1504;150405;24/01/2022;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp20.000.000 
44;15;JAMBI;1504;150405;24/01/2022;FASILITAS UMUM;JALAN;TITIK;0; Rp20.000.000 
45;15;JAMBI;1504;150405;24/01/2022;FASILITAS UMUM;JALAN;KM;0; Rp20.000.000 
46;15;JAMBI;1504;150405;24/01/2022;FASILITAS UMUM;IRIGASI;HA;0; Rp20.000.000 
47;15;JAMBI;1504;150405;24/01/2022;LAHAN;KEBUN;HEKTAR;0; Rp20.000.000 
48;15;JAMBI;1504;150405;24/01/2022;LAHAN;KOLAM;HA;0; Rp20.000.000 
49;15;JAMBI;1504;150405;24/01/2022;LAHAN;SAWAH;HA;0; Rp20.000.000 
50;15;JAMBI;1504;150405;24/01/2022;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp20.000.000 
51;15;JAMBI;1508;150810;14/02/2022;MANUSIA;MENINGGAL DUNIA;JIWA;0; Rp- 
52;15;JAMBI;1508;150810;14/02/2022;MANUSIA;LUKA BERAT;JIWA;0; Rp- 
53;15;JAMBI;1508;150810;14/02/2022;MANUSIA;LUKA RINGAN;JIWA;0; Rp- 
54;15;JAMBI;1508;150810;14/02/2022;RUMAH;RUSAK TOTAL;UNIT;0; Rp- 
55;15;JAMBI;1508;150810;14/02/2022;RUMAH;RUMAH RUSAK BERAT;UNIT;0; Rp- 
56;15;JAMBI;1508;150810;14/02/2022;RUMAH;RUMAH RUSAK RINGAN;UNIT;8; Rp- 
57;15;JAMBI;1508;150810;14/02/2022;RUMAH;TERGENANG;UNIT;0; Rp- 
58;15;JAMBI;1508;150810;14/02/2022;RUMAH;TERENDAM;UNIT;0; Rp- 
59;15;JAMBI;1508;150810;14/02/2022;RUMAH;KIOS;UNIT;0; Rp- 
60;15;JAMBI;1508;150810;14/02/2022;RUMAH;BANGUNAN LAIN;UNIT;0; Rp- 
61;15;JAMBI;1508;150810;14/02/2022;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;8; Rp- 
62;15;JAMBI;1508;150810;14/02/2022;MENDERITA DAN MENGUNGSI;JIWA;JIWA;24; Rp- 
63;15;JAMBI;1508;150810;14/02/2022;FASILITAS SOSIAL;SEKOLAH;UNIT;1; Rp- 
64;15;JAMBI;1508;150810;14/02/2022;FASILITAS SOSIAL;KANTOR;UNIT;1; Rp- 
65;15;JAMBI;1508;150810;14/02/2022;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp- 
66;15;JAMBI;1508;150810;14/02/2022;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp- 
67;15;JAMBI;1508;150810;14/02/2022;FASILITAS UMUM;PASAR;UNIT;0; Rp- 
68;15;JAMBI;1508;150810;14/02/2022;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp- 
69;15;JAMBI;1508;150810;14/02/2022;FASILITAS UMUM;JALAN;TITIK;0; Rp- 
70;15;JAMBI;1508;150810;14/02/2022;FASILITAS UMUM;JALAN;KM;0; Rp- 
71;15;JAMBI;1508;150810;14/02/2022;FASILITAS UMUM;IRIGASI;HA;0; Rp- 
72;15;JAMBI;1508;150810;14/02/2022;LAHAN;KEBUN;HEKTAR;0; Rp- 
73;15;JAMBI;1508;150810;14/02/2022;LAHAN;KOLAM;HA;0; Rp- 
74;15;JAMBI;1508;150810;14/02/2022;LAHAN;SAWAH;HA;0; Rp- 
75;15;JAMBI;1508;150810;14/02/2022;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp- 
76;15;JAMBI;1502;150204;18/02/2022;MANUSIA;MENINGGAL DUNIA;JIWA;0; Rp70.000.000 
77;15;JAMBI;1502;150204;18/02/2022;MANUSIA;LUKA BERAT;JIWA;0; Rp70.000.000 
78;15;JAMBI;1502;150204;18/02/2022;MANUSIA;LUKA RINGAN;JIWA;0; Rp70.000.000 
79;15;JAMBI;1502;150204;18/02/2022;RUMAH;RUSAK TOTAL;UNIT;0; Rp70.000.000 
80;15;JAMBI;1502;150204;18/02/2022;RUMAH;RUMAH RUSAK BERAT;UNIT;0; Rp70.000.000 
81;15;JAMBI;1502;150204;18/02/2022;RUMAH;RUMAH RUSAK RINGAN;UNIT;0; Rp70.000.000 
82;15;JAMBI;1502;150204;18/02/2022;RUMAH;TERGENANG;UNIT;0; Rp70.000.000 
83;15;JAMBI;1502;150204;18/02/2022;RUMAH;TERENDAM;UNIT;0; Rp70.000.000 
84;15;JAMBI;1502;150204;18/02/2022;RUMAH;KIOS;UNIT;0; Rp70.000.000 
85;15;JAMBI;1502;150204;18/02/2022;RUMAH;BANGUNAN LAIN;UNIT;0; Rp70.000.000 
86;15;JAMBI;1502;150204;18/02/2022;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;0; Rp70.000.000 
87;15;JAMBI;1502;150204;18/02/2022;MENDERITA DAN MENGUNGSI;JIWA;JIWA;0; Rp70.000.000 
88;15;JAMBI;1502;150204;18/02/2022;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp70.000.000 
89;15;JAMBI;1502;150204;18/02/2022;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp70.000.000 
90;15;JAMBI;1502;150204;18/02/2022;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp70.000.000 
91;15;JAMBI;1502;150204;18/02/2022;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;1; Rp70.000.000 
92;15;JAMBI;1502;150204;18/02/2022;FASILITAS UMUM;PASAR;UNIT;0; Rp70.000.000 
93;15;JAMBI;1502;150204;18/02/2022;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp70.000.000 
94;15;JAMBI;1502;150204;18/02/2022;FASILITAS UMUM;JALAN;TITIK;0; Rp70.000.000 
95;15;JAMBI;1502;150204;18/02/2022;FASILITAS UMUM;JALAN;KM;0; Rp70.000.000 
96;15;JAMBI;1502;150204;18/02/2022;FASILITAS UMUM;IRIGASI;HA;0; Rp70.000.000 
97;15;JAMBI;1502;150204;18/02/2022;LAHAN;KEBUN;HEKTAR;0; Rp70.000.000 
98;15;JAMBI;1502;150204;18/02/2022;LAHAN;KOLAM;HA;0; Rp70.000.000 
99;15;JAMBI;1502;150204;18/02/2022;LAHAN;SAWAH;HA;0; Rp70.000.000 
100;15;JAMBI;1502;150204;18/02/2022;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp70.000.000 
101;15;JAMBI;1502;150210;18/02/2022;MANUSIA;MENINGGAL DUNIA;JIWA;0; Rp30.000.000 
102;15;JAMBI;1502;150210;18/02/2022;MANUSIA;LUKA BERAT;JIWA;0; Rp30.000.000 
103;15;JAMBI;1502;150210;18/02/2022;MANUSIA;LUKA RINGAN;JIWA;0; Rp30.000.000 
104;15;JAMBI;1502;150210;18/02/2022;RUMAH;RUSAK TOTAL;UNIT;0; Rp30.000.000 
105;15;JAMBI;1502;150210;18/02/2022;RUMAH;RUMAH RUSAK BERAT;UNIT;1; Rp30.000.000 
106;15;JAMBI;1502;150210;18/02/2022;RUMAH;RUMAH RUSAK RINGAN;UNIT;0; Rp30.000.000 
107;15;JAMBI;1502;150210;18/02/2022;RUMAH;TERGENANG;UNIT;0; Rp30.000.000 
108;15;JAMBI;1502;150210;18/02/2022;RUMAH;TERENDAM;UNIT;0; Rp30.000.000 
109;15;JAMBI;1502;150210;18/02/2022;RUMAH;KIOS;UNIT;0; Rp30.000.000 
110;15;JAMBI;1502;150210;18/02/2022;RUMAH;BANGUNAN LAIN;UNIT;0; Rp30.000.000 
111;15;JAMBI;1502;150210;18/02/2022;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;0; Rp30.000.000 
112;15;JAMBI;1502;150210;18/02/2022;MENDERITA DAN MENGUNGSI;JIWA;JIWA;0; Rp30.000.000 
113;15;JAMBI;1502;150210;18/02/2022;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp30.000.000 
114;15;JAMBI;1502;150210;18/02/2022;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp30.000.000 
115;15;JAMBI;1502;150210;18/02/2022;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp30.000.000 
116;15;JAMBI;1502;150210;18/02/2022;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp30.000.000 
117;15;JAMBI;1502;150210;18/02/2022;FASILITAS UMUM;PASAR;UNIT;0; Rp30.000.000 
118;15;JAMBI;1502;150210;18/02/2022;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp30.000.000 
119;15;JAMBI;1502;150210;18/02/2022;FASILITAS UMUM;JALAN;TITIK;0; Rp30.000.000 
120;15;JAMBI;1502;150210;18/02/2022;FASILITAS UMUM;JALAN;KM;0; Rp30.000.000 
121;15;JAMBI;1502;150210;18/02/2022;FASILITAS UMUM;IRIGASI;HA;0; Rp30.000.000 
122;15;JAMBI;1502;150210;18/02/2022;LAHAN;KEBUN;HEKTAR;0; Rp30.000.000 
123;15;JAMBI;1502;150210;18/02/2022;LAHAN;KOLAM;HA;0; Rp30.000.000 
124;15;JAMBI;1502;150210;18/02/2022;LAHAN;SAWAH;HA;0; Rp30.000.000 
125;15;JAMBI;1502;150210;18/02/2022;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp30.000.000 
126;15;JAMBI;1501;150102;21/02/2022;MANUSIA;MENINGGAL DUNIA;JIWA;0; Rp- 
127;15;JAMBI;1501;150102;21/02/2022;MANUSIA;LUKA BERAT;JIWA;0; Rp- 
128;15;JAMBI;1501;150102;21/02/2022;MANUSIA;LUKA RINGAN;JIWA;0; Rp- 
129;15;JAMBI;1501;150102;21/02/2022;RUMAH;RUSAK TOTAL;UNIT;0; Rp- 
130;15;JAMBI;1501;150102;21/02/2022;RUMAH;RUMAH RUSAK BERAT;UNIT;0; Rp- 
131;15;JAMBI;1501;150102;21/02/2022;RUMAH;RUMAH RUSAK RINGAN;UNIT;15; Rp- 
132;15;JAMBI;1501;150102;21/02/2022;RUMAH;TERGENANG;UNIT;0; Rp- 
133;15;JAMBI;1501;150102;21/02/2022;RUMAH;TERENDAM;UNIT;0; Rp- 
134;15;JAMBI;1501;150102;21/02/2022;RUMAH;KIOS;UNIT;0; Rp- 
135;15;JAMBI;1501;150102;21/02/2022;RUMAH;BANGUNAN LAIN;UNIT;0; Rp- 
136;15;JAMBI;1501;150102;21/02/2022;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;15; Rp- 
137;15;JAMBI;1501;150102;21/02/2022;MENDERITA DAN MENGUNGSI;JIWA;JIWA;61; Rp- 
138;15;JAMBI;1501;150102;21/02/2022;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp- 
139;15;JAMBI;1501;150102;21/02/2022;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp- 
140;15;JAMBI;1501;150102;21/02/2022;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;1; Rp- 
141;15;JAMBI;1501;150102;21/02/2022;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp- 
142;15;JAMBI;1501;150102;21/02/2022;FASILITAS UMUM;PASAR;UNIT;0; Rp- 
143;15;JAMBI;1501;150102;21/02/2022;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp- 
144;15;JAMBI;1501;150102;21/02/2022;FASILITAS UMUM;JALAN;TITIK;0; Rp- 
145;15;JAMBI;1501;150102;21/02/2022;FASILITAS UMUM;JALAN;KM;0; Rp- 
146;15;JAMBI;1501;150102;21/02/2022;FASILITAS UMUM;IRIGASI;HA;0; Rp- 
147;15;JAMBI;1501;150102;21/02/2022;LAHAN;KEBUN;HEKTAR;0; Rp- 
148;15;JAMBI;1501;150102;21/02/2022;LAHAN;KOLAM;HA;0; Rp- 
149;15;JAMBI;1501;150102;21/02/2022;LAHAN;SAWAH;HA;0; Rp- 
150;15;JAMBI;1501;150102;21/02/2022;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp- 
151;15;JAMBI;1501;150102;23/02/2022;MANUSIA;MENINGGAL DUNIA;JIWA;0; Rp7.000.000 
152;15;JAMBI;1501;150102;23/02/2022;MANUSIA;LUKA BERAT;JIWA;0; Rp7.000.000 
153;15;JAMBI;1501;150102;23/02/2022;MANUSIA;LUKA RINGAN;JIWA;0; Rp7.000.000 
154;15;JAMBI;1501;150102;23/02/2022;RUMAH;RUSAK TOTAL;UNIT;0; Rp7.000.000 
155;15;JAMBI;1501;150102;23/02/2022;RUMAH;RUMAH RUSAK BERAT;UNIT;0; Rp7.000.000 
156;15;JAMBI;1501;150102;23/02/2022;RUMAH;RUMAH RUSAK RINGAN;UNIT;5; Rp7.000.000 
157;15;JAMBI;1501;150102;23/02/2022;RUMAH;TERGENANG;UNIT;0; Rp7.000.000 
158;15;JAMBI;1501;150102;23/02/2022;RUMAH;TERENDAM;UNIT;0; Rp7.000.000 
159;15;JAMBI;1501;150102;23/02/2022;RUMAH;KIOS;UNIT;0; Rp7.000.000 
160;15;JAMBI;1501;150102;23/02/2022;RUMAH;BANGUNAN LAIN;UNIT;0; Rp7.000.000 
161;15;JAMBI;1501;150102;23/02/2022;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;5; Rp7.000.000 
162;15;JAMBI;1501;150102;23/02/2022;MENDERITA DAN MENGUNGSI;JIWA;JIWA;19; Rp7.000.000 
163;15;JAMBI;1501;150102;23/02/2022;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp7.000.000 
164;15;JAMBI;1501;150102;23/02/2022;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp7.000.000 
165;15;JAMBI;1501;150102;23/02/2022;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;1; Rp7.000.000 
166;15;JAMBI;1501;150102;23/02/2022;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp7.000.000 
167;15;JAMBI;1501;150102;23/02/2022;FASILITAS UMUM;PASAR;UNIT;0; Rp7.000.000 
168;15;JAMBI;1501;150102;23/02/2022;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp7.000.000 
169;15;JAMBI;1501;150102;23/02/2022;FASILITAS UMUM;JALAN;TITIK;0; Rp7.000.000 
170;15;JAMBI;1501;150102;23/02/2022;FASILITAS UMUM;JALAN;KM;0; Rp7.000.000 
171;15;JAMBI;1501;150102;23/02/2022;FASILITAS UMUM;IRIGASI;HA;0; Rp7.000.000 
172;15;JAMBI;1501;150102;23/02/2022;LAHAN;KEBUN;HEKTAR;0; Rp7.000.000 
173;15;JAMBI;1501;150102;23/02/2022;LAHAN;KOLAM;HA;0; Rp7.000.000 
174;15;JAMBI;1501;150102;23/02/2022;LAHAN;SAWAH;HA;0; Rp7.000.000 
175;15;JAMBI;1501;150102;23/02/2022;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp7.000.000 
176;15;JAMBI;1507;150706;23/02/2022;MANUSIA;MENINGGAL DUNIA;JIWA;0; Rp- 
177;15;JAMBI;1507;150706;23/02/2022;MANUSIA;LUKA BERAT;JIWA;0; Rp- 
178;15;JAMBI;1507;150706;23/02/2022;MANUSIA;LUKA RINGAN;JIWA;0; Rp- 
179;15;JAMBI;1507;150706;23/02/2022;RUMAH;RUSAK TOTAL;UNIT;0; Rp- 
180;15;JAMBI;1507;150706;23/02/2022;RUMAH;RUMAH RUSAK BERAT;UNIT;2; Rp- 
181;15;JAMBI;1507;150706;23/02/2022;RUMAH;RUMAH RUSAK RINGAN;UNIT;6; Rp- 
182;15;JAMBI;1507;150706;23/02/2022;RUMAH;TERGENANG;UNIT;0; Rp- 
183;15;JAMBI;1507;150706;23/02/2022;RUMAH;TERENDAM;UNIT;0; Rp- 
184;15;JAMBI;1507;150706;23/02/2022;RUMAH;KIOS;UNIT;0; Rp- 
185;15;JAMBI;1507;150706;23/02/2022;RUMAH;BANGUNAN LAIN;UNIT;0; Rp- 
186;15;JAMBI;1507;150706;23/02/2022;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;31; Rp- 
187;15;JAMBI;1507;150706;23/02/2022;MENDERITA DAN MENGUNGSI;JIWA;JIWA;8; Rp- 
188;15;JAMBI;1507;150706;23/02/2022;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp- 
189;15;JAMBI;1507;150706;23/02/2022;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp- 
190;15;JAMBI;1507;150706;23/02/2022;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp- 
191;15;JAMBI;1507;150706;23/02/2022;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp- 
192;15;JAMBI;1507;150706;23/02/2022;FASILITAS UMUM;PASAR;UNIT;0; Rp- 
193;15;JAMBI;1507;150706;23/02/2022;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp- 
194;15;JAMBI;1507;150706;23/02/2022;FASILITAS UMUM;JALAN;TITIK;0; Rp- 
195;15;JAMBI;1507;150706;23/02/2022;FASILITAS UMUM;JALAN;KM;0; Rp- 
196;15;JAMBI;1507;150706;23/02/2022;FASILITAS UMUM;IRIGASI;HA;0; Rp- 
197;15;JAMBI;1507;150706;23/02/2022;LAHAN;KEBUN;HEKTAR;0; Rp- 
198;15;JAMBI;1507;150706;23/02/2022;LAHAN;KOLAM;HA;0; Rp- 
199;15;JAMBI;1507;150706;23/02/2022;LAHAN;SAWAH;HA;0; Rp- 
200;15;JAMBI;1507;150706;23/02/2022;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp- 
201;15;JAMBI;1504;150403;27/02/2022;MANUSIA;MENINGGAL DUNIA;JIWA;0; Rp- 
202;15;JAMBI;1504;150403;27/02/2022;MANUSIA;LUKA BERAT;JIWA;0; Rp- 
203;15;JAMBI;1504;150403;27/02/2022;MANUSIA;LUKA RINGAN;JIWA;0; Rp- 
204;15;JAMBI;1504;150403;27/02/2022;RUMAH;RUSAK TOTAL;UNIT;0; Rp- 
205;15;JAMBI;1504;150403;27/02/2022;RUMAH;RUMAH RUSAK BERAT;UNIT;2; Rp- 
206;15;JAMBI;1504;150403;27/02/2022;RUMAH;RUMAH RUSAK RINGAN;UNIT;6; Rp- 
207;15;JAMBI;1504;150403;27/02/2022;RUMAH;TERGENANG;UNIT;0; Rp- 
208;15;JAMBI;1504;150403;27/02/2022;RUMAH;TERENDAM;UNIT;0; Rp- 
209;15;JAMBI;1504;150403;27/02/2022;RUMAH;KIOS;UNIT;0; Rp- 
210;15;JAMBI;1504;150403;27/02/2022;RUMAH;BANGUNAN LAIN;UNIT;0; Rp- 
211;15;JAMBI;1504;150403;27/02/2022;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;7; Rp- 
212;15;JAMBI;1504;150403;27/02/2022;MENDERITA DAN MENGUNGSI;JIWA;JIWA;0; Rp- 
213;15;JAMBI;1504;150403;27/02/2022;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp- 
214;15;JAMBI;1504;150403;27/02/2022;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp- 
215;15;JAMBI;1504;150403;27/02/2022;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp- 
216;15;JAMBI;1504;150403;27/02/2022;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp- 
217;15;JAMBI;1504;150403;27/02/2022;FASILITAS UMUM;PASAR;UNIT;0; Rp- 
218;15;JAMBI;1504;150403;27/02/2022;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp- 
219;15;JAMBI;1504;150403;27/02/2022;FASILITAS UMUM;JALAN;TITIK;0; Rp- 
220;15;JAMBI;1504;150403;27/02/2022;FASILITAS UMUM;JALAN;KM;0; Rp- 
221;15;JAMBI;1504;150403;27/02/2022;FASILITAS UMUM;IRIGASI;HA;0; Rp- 
222;15;JAMBI;1504;150403;27/02/2022;LAHAN;KEBUN;HEKTAR;0; Rp- 
223;15;JAMBI;1504;150403;27/02/2022;LAHAN;KOLAM;HA;0; Rp- 
224;15;JAMBI;1504;150403;27/02/2022;LAHAN;SAWAH;HA;0; Rp- 
225;15;JAMBI;1504;150403;27/02/2022;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp- 
226;15;JAMBI;1504;150403;01/03/2022;MANUSIA;MENINGGAL DUNIA;JIWA;0; Rp- 
227;15;JAMBI;1504;150403;01/03/2022;MANUSIA;LUKA BERAT;JIWA;0; Rp- 
228;15;JAMBI;1504;150403;01/03/2022;MANUSIA;LUKA RINGAN;JIWA;0; Rp- 
229;15;JAMBI;1504;150403;01/03/2022;RUMAH;RUSAK TOTAL;UNIT;0; Rp- 
230;15;JAMBI;1504;150403;01/03/2022;RUMAH;RUMAH RUSAK BERAT;UNIT;1; Rp- 
231;15;JAMBI;1504;150403;01/03/2022;RUMAH;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
232;15;JAMBI;1504;150403;01/03/2022;RUMAH;TERGENANG;UNIT;0; Rp- 
233;15;JAMBI;1504;150403;01/03/2022;RUMAH;TERENDAM;UNIT;0; Rp- 
234;15;JAMBI;1504;150403;01/03/2022;RUMAH;KIOS;UNIT;0; Rp- 
235;15;JAMBI;1504;150403;01/03/2022;RUMAH;BANGUNAN LAIN;UNIT;0; Rp- 
236;15;JAMBI;1504;150403;01/03/2022;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;1; Rp- 
237;15;JAMBI;1504;150403;01/03/2022;MENDERITA DAN MENGUNGSI;JIWA;JIWA;3; Rp- 
238;15;JAMBI;1504;150403;01/03/2022;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp- 
239;15;JAMBI;1504;150403;01/03/2022;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp- 
240;15;JAMBI;1504;150403;01/03/2022;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp- 
241;15;JAMBI;1504;150403;01/03/2022;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp- 
242;15;JAMBI;1504;150403;01/03/2022;FASILITAS UMUM;PASAR;UNIT;0; Rp- 
243;15;JAMBI;1504;150403;01/03/2022;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp- 
244;15;JAMBI;1504;150403;01/03/2022;FASILITAS UMUM;JALAN;TITIK;0; Rp- 
245;15;JAMBI;1504;150403;01/03/2022;FASILITAS UMUM;JALAN;KM;0; Rp- 
246;15;JAMBI;1504;150403;01/03/2022;FASILITAS UMUM;IRIGASI;HA;0; Rp- 
247;15;JAMBI;1504;150403;01/03/2022;LAHAN;KEBUN;HEKTAR;0; Rp- 
248;15;JAMBI;1504;150403;01/03/2022;LAHAN;KOLAM;HA;0; Rp- 
249;15;JAMBI;1504;150403;01/03/2022;LAHAN;SAWAH;HA;0; Rp- 
