NO;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kategori;jenis_psks;jumlah;satuan;tahun
185;15;JAMBI;1503;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;57;ORANG;2022
186;15;JAMBI;1504;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;56;ORANG;2022
187;15;JAMBI;1505;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;11;ORANG;2022
188;15;JAMBI;1506;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;18;ORANG;2022
189;15;JAMBI;1507;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;6;ORANG;2022
190;15;JAMBI;1508;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;56;ORANG;2022
191;15;JAMBI;1509;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;39;ORANG;2022
192;15;JAMBI;1571;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;62;ORANG;2022
193;15;JAMBI;1572;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;17;ORANG;2022
194;15;JAMBI;1501;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;37;ORANG;2023
195;15;JAMBI;1503;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;57;ORANG;2023
196;15;JAMBI;1504;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;56;ORANG;2023
197;15;JAMBI;1505;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;11;ORANG;2023
198;15;JAMBI;1506;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;18;ORANG;2023
199;15;JAMBI;1508;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;56;ORANG;2023
200;15;JAMBI;1509;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;39;ORANG;2023
201;15;JAMBI;1571;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;68;ORANG;2023
202;15;JAMBI;1572;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;17;ORANG;2023
203;15;JAMBI;1501;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;35;ORANG;2024
204;15;JAMBI;1503;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;57;ORANG;2024
205;15;JAMBI;1504;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;55;ORANG;2024
206;15;JAMBI;1505;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;11;ORANG;2024
207;15;JAMBI;1506;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;18;ORANG;2024
208;15;JAMBI;1509;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;39;ORANG;2024
209;15;JAMBI;1571;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;62;ORANG;2024
210;15;JAMBI;1572;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;17;ORANG;2024
