id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;data_pokok;satuan;tahun_ajaran;status;bidang_pendidikan;jumlah
1;15;JAMBI;1501;150105;DATA SEKOLAH;UNIT;2022/2023 GENAP;NEGERI;TK;2
2;15;JAMBI;1501;150105;DATA SEKOLAH;UNIT;2022/2023 GENAP;NEGERI;KB;0
3;15;JAMBI;1501;150105;DATA SEKOLAH;UNIT;2022/2023 GENAP;NEGERI;TPA;0
4;15;JAMBI;1501;150105;DATA SEKOLAH;UNIT;2022/2023 GENAP;NEGERI;SPS;0
5;15;JAMBI;1501;150105;DATA SEKOLAH;UNIT;2022/2023 GENAP;NEGERI;PKBM;0
6;15;JAMBI;1501;150105;DATA SEKOLAH;UNIT;2022/2023 GENAP;NEGERI;SKB;1
7;15;JAMBI;1501;150105;DATA SEKOLAH;UNIT;2022/2023 GENAP;NEGERI;SD;10
8;15;JAMBI;1501;150105;DATA SEKOLAH;UNIT;2022/2023 GENAP;NEGERI;SMP;1
9;15;JAMBI;1501;150105;DATA SEKOLAH;UNIT;2022/2023 GENAP;NEGERI;SMA;0
10;15;JAMBI;1501;150105;DATA SEKOLAH;UNIT;2022/2023 GENAP;NEGERI;SMK;0
11;15;JAMBI;1501;150105;DATA SEKOLAH;UNIT;2022/2023 GENAP;NEGERI;SLB;0
12;15;JAMBI;1501;150121;DATA SEKOLAH;UNIT;2022/2023 GENAP;NEGERI;TK;1
13;15;JAMBI;1501;150121;DATA SEKOLAH;UNIT;2022/2023 GENAP;NEGERI;KB;0
14;15;JAMBI;1501;150121;DATA SEKOLAH;UNIT;2022/2023 GENAP;NEGERI;TPA;0
15;15;JAMBI;1501;150121;DATA SEKOLAH;UNIT;2022/2023 GENAP;NEGERI;SPS;0
16;15;JAMBI;1501;150121;DATA SEKOLAH;UNIT;2022/2023 GENAP;NEGERI;PKBM;0
17;15;JAMBI;1501;150121;DATA SEKOLAH;UNIT;2022/2023 GENAP;NEGERI;SKB;0
18;15;JAMBI;1501;150121;DATA SEKOLAH;UNIT;2022/2023 GENAP;NEGERI;SD;9
19;15;JAMBI;1501;150121;DATA SEKOLAH;UNIT;2022/2023 GENAP;NEGERI;SMP;1
20;15;JAMBI;1501;150121;DATA SEKOLAH;UNIT;2022/2023 GENAP;NEGERI;SMA;1
