NO;kode_provinsi;nama_provinsi;kode_kabupaten;nama_kabupaten;komoditi;produksi;satuan;tahun
1;15;JAMBI;1509;TEBO;NILAM;19;TON;2022
2;15;JAMBI;1502;MERANGIN;NILAM;132;TON;2022
3;15;JAMBI;1503;SAROLANGUN;NILAM;19;TON;2022
4;15;JAMBI;1509;TEBO;NILAM;17;TON;2023
5;15;JAMBI;1502;MERANGIN;NILAM;113;TON;2023
6;15;JAMBI;1503;SAROLANGUN;NILAM;0;TON;2023
