NO;kode_provinsi;nama_provinsi;kode_kabupaten;nama_kabupaten;komoditi;produktivitas;satuan;tahun
1;15;JAMBI;1502;MERANGIN;TEMBAKAU; 500 ;KG/HA;2022
2;15;JAMBI;1501;KERINCI;TEMBAKAU; 594 ;KG/HA;2022
3;15;JAMBI;1572;SUNGAI PENUH;TEMBAKAU; 429 ;KG/HA;2022
