kode_provinsi;nama_provinsi;kode_kabupaten_kota;kategori;jenis_psks;jumlah;satuan;tahun
15;JAMBI;1502;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;215;ORANG;2022
15;JAMBI;1503;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;57;ORANG;2022
15;JAMBI;1504;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;56;ORANG;2022
15;JAMBI;1505;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;11;ORANG;2022
15;JAMBI;1506;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;18;ORANG;2022
15;JAMBI;1507;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;6;ORANG;2022
15;JAMBI;1508;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;56;ORANG;2022
15;JAMBI;1509;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;39;ORANG;2022
15;JAMBI;1571;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;62;ORANG;2022
15;JAMBI;1572;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;17;ORANG;2022
15;JAMBI;1501;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;37;ORANG;2023
15;JAMBI;1503;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;57;ORANG;2023
15;JAMBI;1504;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;56;ORANG;2023
15;JAMBI;1505;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;11;ORANG;2023
15;JAMBI;1506;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;18;ORANG;2023
15;JAMBI;1508;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;56;ORANG;2023
15;JAMBI;1509;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;39;ORANG;2023
15;JAMBI;1571;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;68;ORANG;2023
15;JAMBI;1572;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;17;ORANG;2023
15;JAMBI;1501;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;35;ORANG;2024
15;JAMBI;1503;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;57;ORANG;2024
15;JAMBI;1504;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;55;ORANG;2024
15;JAMBI;1505;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;11;ORANG;2024
15;JAMBI;1506;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;18;ORANG;2024
15;JAMBI;1509;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;39;ORANG;2024
15;JAMBI;1571;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;62;ORANG;2024
15;JAMBI;1572;POTENSI DAN SUMBER KESEJAHTERAAN SOSIAL;PEKERJA SOSIAL MASYARAKAT;17;ORANG;2024
