kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;kode_kecamatan;nama_kecamatan;jenis_bencana;tanggal_kejadian;kategori_terdampak_bencana;keterangan;satuan;jumlah_kejadian; jumlah_kerugian 
15;JAMBI;1502;MERANGIN;150202;BANGKO;KEBAKARAN PEMUKIMAN;17/01/2022;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp600.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;KEBAKARAN PEMUKIMAN;17/01/2022;FASILITAS UMUM;PASAR;UNIT;0; Rp600.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;KEBAKARAN PEMUKIMAN;17/01/2022;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp600.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;KEBAKARAN PEMUKIMAN;17/01/2022;FASILITAS UMUM;JALAN;TITIK;0; Rp600.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;KEBAKARAN PEMUKIMAN;17/01/2022;FASILITAS UMUM;JALAN;METER;0; Rp600.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;KEBAKARAN PEMUKIMAN;17/01/2022;FASILITAS UMUM;IRIGASI;UNIT;0; Rp600.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;KEBAKARAN PEMUKIMAN;17/01/2022;LAHAN;KEBUN;HEKTAR;0; Rp600.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;KEBAKARAN PEMUKIMAN;17/01/2022;LAHAN;KOLAM;HEKTAR;0; Rp600.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;KEBAKARAN PEMUKIMAN;17/01/2022;LAHAN;SAWAH;HEKTAR;0; Rp600.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;KEBAKARAN PEMUKIMAN;17/01/2022;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp600.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;MANUISIA;MENINGGAL DUNIA;JIWA;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;MANUISIA;LUKA BERAT;JIWA;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;MANUISIA;LUKA RINGAN;JIWA;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;RUMAH;RUSAK TOTAL;UNIT;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;RUMAH;RUSAK BERAT;UNIT;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;RUMAH;RUSAK RINGAN;UNIT;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;RUMAH;TERGENANG;UNIT;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;RUMAH;TERENDAM;UNIT;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;RUMAH;KIOS;UNIT;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;RUMAH;BANGUNAN LAIN;UNIT;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;MENDERITA DAN MENGUNGSI;JIWA;JIWA;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;FASILITAS UMUM;PASAR;UNIT;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;FASILITAS UMUM;JALAN;TITIK;1; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;FASILITAS UMUM;JALAN;METER;10; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;FASILITAS UMUM;IRIGASI;UNIT;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;LAHAN;KEBUN;HEKTAR;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;LAHAN;KOLAM;HEKTAR;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;LAHAN;SAWAH;HEKTAR;0; Rp20.000.000 
15;JAMBI;1502;MERANGIN;150202;BANGKO;TANAH LONGSOR;22/01/2022;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp20.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;MANUISIA;MENINGGAL DUNIA;JIWA;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;MANUISIA;LUKA BERAT;JIWA;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;MANUISIA;LUKA RINGAN;JIWA;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;RUMAH;RUSAK TOTAL;UNIT;1; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;RUMAH;RUSAK BERAT;UNIT;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;RUMAH;RUSAK RINGAN;UNIT;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;RUMAH;TERGENANG;UNIT;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;RUMAH;TERENDAM;UNIT;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;RUMAH;KIOS;UNIT;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;RUMAH;BANGUNAN LAIN;UNIT;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;1; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;MENDERITA DAN MENGUNGSI;JIWA;JIWA;2; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;FASILITAS UMUM;PASAR;UNIT;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;FASILITAS UMUM;JALAN;TITIK;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;FASILITAS UMUM;JALAN;METER;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;FASILITAS UMUM;IRIGASI;UNIT;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;LAHAN;KEBUN;HEKTAR;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;LAHAN;KOLAM;HEKTAR;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;LAHAN;SAWAH;HEKTAR;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;KEBAKARAN PEMUKIMAN;29/01/2022;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp50.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;MANUISIA;MENINGGAL DUNIA;JIWA;0; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;MANUISIA;LUKA BERAT;JIWA;0; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;MANUISIA;LUKA RINGAN;JIWA;8; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;RUMAH;RUSAK TOTAL;UNIT;14; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;RUMAH;RUSAK BERAT;UNIT;0; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;RUMAH;RUSAK RINGAN;UNIT;6; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;RUMAH;TERGENANG;UNIT;0; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;RUMAH;TERENDAM;UNIT;0; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;RUMAH;KIOS;UNIT;0; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;RUMAH;BANGUNAN LAIN;UNIT;0; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;20; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;MENDERITA DAN MENGUNGSI;JIWA;JIWA;58; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;FASILITAS UMUM;PASAR;UNIT;0; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;FASILITAS UMUM;JALAN;TITIK;0; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;FASILITAS UMUM;JALAN;METER;0; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;FASILITAS UMUM;IRIGASI;UNIT;0; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;LAHAN;KEBUN;HEKTAR;0; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;LAHAN;KOLAM;HEKTAR;0; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;LAHAN;SAWAH;HEKTAR;0; Rp1.000.000 
15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;KEBAKARAN PEMUKIMAN;31/01/2022;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp1.000.000 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;MANUISIA;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;MANUISIA;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;MANUISIA;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;RUMAH;RUSAK TOTAL;UNIT;0; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;RUMAH;RUSAK BERAT;UNIT;0; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;RUMAH;RUSAK RINGAN;UNIT;8; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;RUMAH;TERGENANG;UNIT;0; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;RUMAH;TERENDAM;UNIT;0; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;RUMAH;KIOS;UNIT;0; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;RUMAH;BANGUNAN LAIN;UNIT;0; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;30; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;MENDERITA DAN MENGUNGSI;JIWA;JIWA;10; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;FASILITAS UMUM;PASAR;UNIT;0; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;FASILITAS UMUM;JALAN;TITIK;0; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;FASILITAS UMUM;JALAN;METER;0; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;FASILITAS UMUM;IRIGASI;UNIT;0; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;LAHAN;KEBUN;HEKTAR;0; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;LAHAN;KOLAM;HEKTAR;0; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;LAHAN;SAWAH;HEKTAR;0; Rp- 
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;KEBAKARAN PEMUKIMAN;19/01/2022;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp- 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;MANUISIA;MENINGGAL DUNIA;JIWA;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;MANUISIA;LUKA BERAT;JIWA;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;MANUISIA;LUKA RINGAN;JIWA;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;RUMAH;RUSAK TOTAL;UNIT;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;RUMAH;RUSAK BERAT;UNIT;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;RUMAH;RUSAK RINGAN;UNIT;1; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;RUMAH;TERGENANG;UNIT;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;RUMAH;TERENDAM;UNIT;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;RUMAH;KIOS;UNIT;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;RUMAH;BANGUNAN LAIN;UNIT;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;1; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;MENDERITA DAN MENGUNGSI;JIWA;JIWA;2; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;FASILITAS UMUM;PASAR;UNIT;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;FASILITAS UMUM;JALAN;TITIK;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;FASILITAS UMUM;JALAN;METER;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;FASILITAS UMUM;IRIGASI;UNIT;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;LAHAN;KEBUN;HEKTAR;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;LAHAN;KOLAM;HEKTAR;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;LAHAN;SAWAH;HEKTAR;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;KEBAKARAN PEMUKIMAN;07/01/2022;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp15.000.000 
15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;BANJIR;16/01/2022;MANUISIA;MENINGGAL DUNIA;JIWA;0; Rp3.000.000 
15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;BANJIR;16/01/2022;MANUISIA;LUKA BERAT;JIWA;0; Rp3.000.000 
15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;BANJIR;16/01/2022;MANUISIA;LUKA RINGAN;JIWA;0; Rp3.000.000 
15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;BANJIR;16/01/2022;RUMAH;RUSAK TOTAL;UNIT;0; Rp3.000.000 
15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;BANJIR;16/01/2022;RUMAH;RUSAK BERAT;UNIT;0; Rp3.000.000 
15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;BANJIR;16/01/2022;RUMAH;RUSAK RINGAN;UNIT;0; Rp3.000.000 
15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;BANJIR;16/01/2022;RUMAH;TERGENANG;UNIT;3; Rp3.000.000 
15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;BANJIR;16/01/2022;RUMAH;TERENDAM;UNIT;0; Rp3.000.000 
15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;BANJIR;16/01/2022;RUMAH;KIOS;UNIT;0; Rp3.000.000 
15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;BANJIR;16/01/2022;RUMAH;BANGUNAN LAIN;UNIT;0; Rp3.000.000 
15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;BANJIR;16/01/2022;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;3; Rp3.000.000 
15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;BANJIR;16/01/2022;MENDERITA DAN MENGUNGSI;JIWA;JIWA;10; Rp3.000.000 
15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;BANJIR;16/01/2022;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp3.000.000 
15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;BANJIR;16/01/2022;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp3.000.000 
15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;BANJIR;16/01/2022;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp3.000.000 
15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;BANJIR;16/01/2022;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp3.000.000 
15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;BANJIR;16/01/2022;FASILITAS UMUM;PASAR;UNIT;0; Rp3.000.000 
