NO ;KODE PROVINSI;NAMA PROVINSI;KODE KABUPATEN/KOTA;KODE KECAMATAN;KODE DESA;NILAI IDM;STATUS IDM
461;15;JAMBI;1509;150906;1509062013;0,7727;MAJU
462;15;JAMBI;1509;150906;1509062014;0,7537;MAJU
463;15;JAMBI;1509;150906;1509062015;0,8111;MAJU
464;15;JAMBI;1509;150906;1509062016;0,7137;MAJU
465;15;JAMBI;1509;150907;1509072002;0,7397;MAJU
466;15;JAMBI;1509;150907;1509072004;0,7448;MAJU
467;15;JAMBI;1509;150908;1509082001;0,7706;MAJU
468;15;JAMBI;1509;150908;1509082003;0,7208;MAJU
469;15;JAMBI;1509;150908;1509082005;0,7281;MAJU
470;15;JAMBI;1509;150908;1509082006;0,7673;MAJU
471;15;JAMBI;1509;150908;1509082007;0,7186;MAJU
472;15;JAMBI;1509;150908;1509082008;0,7687;MAJU
473;15;JAMBI;1509;150908;1509082009;0,7281;MAJU
474;15;JAMBI;1509;150909;1509092001;0,7151;MAJU
475;15;JAMBI;1509;150909;1509092002;0,7084;MAJU
476;15;JAMBI;1509;150909;1509092004;0,7113;MAJU
477;15;JAMBI;1509;150909;1509092005;0,7284;MAJU
478;15;JAMBI;1509;150910;1509102002;0,7244;MAJU
479;15;JAMBI;1509;150911;1509112001;0,7076;MAJU
480;15;JAMBI;1509;150911;1509112003;0,7651;MAJU
481;15;JAMBI;1509;150911;1509112004;0,7465;MAJU
482;15;JAMBI;1509;150911;1509112005;0,7721;MAJU
483;15;JAMBI;1509;150912;1509122005;0,7183;MAJU
484;15;JAMBI;1509;150912;1509122008;0,7243;MAJU
485;15;JAMBI;1572;157205;1572052007;0,7398;MAJU
