id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kode_kelurahan_desa;koperasi;tanggal badan hukum;aktif;bentuk koperasi;jenis koperasi;kelompok koperasi;sektor usaha;klasifikasi;kesehatan;anggota pria;anggota wanita;tahun_industri_usaha;bulan
934;15;JAMBI;1504;150406;1504062005;KOPERASI SUNGAI AUR INDAH;8/20/2007;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
935;15;JAMBI;1504;150406;1504061014;KOPERASI RENGAS MANDIRI;12/5/2008;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
936;15;JAMBI;1504;150406;1504061014;KOPERASI PRODUSEN EMPAT PILAR PUTRA;3/18/2014;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;AKTIVITAS PENYEWAAN DAN SEWA GUNA USAHA TANPA HAK OPSI MESIN DAN PERALATAN KONSTRUKSI DAN TEKNIK SIPIL;Cukup Berkualitas (CB);Cukup Sehat;49;23;2021;JUNI
937;15;JAMBI;1504;150406;1504061014;KOPERASI PRODUSEN RENGAS JAYA SEJAHTERA;10/10/2022;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;PERDAGANGAN ECERAN PUPUK DAN PEMBERANTAS HAMA;-;-;0;0;-;JUNI
938;15;JAMBI;1504;150406;1504062011;KOPERASI TUMENGGUNG HAKIM;6/15/2015;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
939;15;JAMBI;1504;150406;1504062011;KOPERASI RADEN INTAN LESTARI;4/24/2015;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
940;15;JAMBI;1504;150406;1504062011;KOPERASI PRODUSEN TEMENGGUNG SUKO BARAJO;7/5/2022;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;AKTIVITAS PENYEWAAN DAN SEWA GUNA TANPA HAK OPSI MESIN PERTAMBANGAN DAN ENERGI SERTA PERALATANNYA;-;-;0;0;-;JUNI
941;15;JAMBI;1504;150406;1504062012;KOPERASI RUAN PUTRA JAYA;9/18/2017;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
942;15;JAMBI;1504;150406;1504062012;KOPERASI PRODUSEN KEMIS MANDIRI BERSAMA;4/30/2024;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
943;15;JAMBI;1504;150406;1501022005;KOPERASI TEBING INDAH;4/30/2004;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
944;15;JAMBI;1504;150406;1501022005;KOPERASI SERUMPUN TANI;9/25/2008;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
945;15;JAMBI;1504;150406;1501022005;KOPERASI KARTIKO MUKTI;7/21/2010;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
946;15;JAMBI;1504;150406;1501022005;KOPERASI BMT MARSUDI MULYA UPT;12/22/2010;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
947;15;JAMBI;1504;150406;1504062003;KOPERASI BANGUN MITRA;11/15/1999;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
948;15;JAMBI;1504;150406;1504062003;KOPERASI PRODUSEN LEBAN RINDANG SAKTI;3/31/2008;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
949;15;JAMBI;1504;150406;1504062003;KOPERASI PRODUSEN NUSA INDAH BERSAMA;3/7/2023;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;AKTIVITAS PENYEDIAAN TENAGA KERJA WAKTU TERTENTU;-;-;0;0;-;JUNI
950;15;JAMBI;1504;150404;1504041012;KOPERASI AGUNG;3/22/1996;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
951;15;JAMBI;1504;150404;1504042001;KOPERASI UNIT DESA HARAPAN SEJAHTERA;9/27/1999;FALSE;Primer Kabupaten/Kota;Produsen;KUD;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;JUNI
952;15;JAMBI;1504;150404;1504042015;KOPERASI UNIT DESA HATSARI;8/27/1996;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
953;15;JAMBI;1504;150404;1504042015;KOPERASI BANGUN PUTRA;10/11/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
954;15;JAMBI;1504;150404;1504042007;KOPERASI BATIN JAYA;5/28/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
955;15;JAMBI;1504;150404;1504042005;KOPERASI EMPAT SEKATO;2/28/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
956;15;JAMBI;1504;150404;1504042013;KOPERASI HARAPAN MAKMUR;6/23/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
957;15;JAMBI;1504;150404;1504042006;KOPERASI IKATAN PETANI BATIN XXIV;10/6/2000;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
958;15;JAMBI;1504;150404;1504042004;KOPERASI TANI BAROKAH;5/8/1999;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
959;15;JAMBI;1504;150404;1504041003;KOPERASI RUAP JAYA;4/20/2001;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
960;15;JAMBI;1504;150404;1504042013;KOPERASI KARYAWAN PTPN VI DURIAN LUNCUK;2/26/1995;FALSE;Primer Kabupaten/Kota;Konsumen;Kopkar;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;JUNI
961;15;JAMBI;1504;150404;1504042001;KOPERASI PEGAWAI NEGERI MEKAR INDAH;9/23/1996;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
962;15;JAMBI;1504;150404;0;KOPERASI RUKUN MAKMUR;11/22/1996;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
963;15;JAMBI;1504;150404;1504042007;KOPERASI SMA MATA GUAL;9/30/1996;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
964;15;JAMBI;1504;150404;1504042013;KOPERASI USAHA BARU;2/21/1995;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
965;15;JAMBI;1504;150404;1504042002;KOPERASI UNIT DESA ALAM SEJATI;7/2/2003;FALSE;Primer Kabupaten/Kota;Produsen;KUD;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
966;15;JAMBI;1504;150404;1504042010;KOPERASI PERKEBUNAN REZEKI;8/17/1945;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
967;15;JAMBI;1504;150404;1504042010;KOPERASI SIMPAN PINJAM BERSAMA MANDIRI;2/1/2005;FALSE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
968;15;JAMBI;1504;150404;1504042010;KOPERASI UNIT DESA SADAR;1/3/1977;FALSE;Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;0;0;-;JUNI
969;15;JAMBI;1504;150404;1504042010;KOPERASI SERUMPUN JAYA;2/27/2009;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
970;15;JAMBI;1504;150404;1504042004;KOPERASI PONDOK PESANTREN MIFTAHUSSALAM;3/9/2004;FALSE;Primer Kabupaten/Kota;Konsumen;Koppontren;JASA LAINNYA;-;-;0;0;-;JUNI
971;15;JAMBI;1504;150404;1504041003;KOPERASI DUSUN TUO JAYA;6/8/2009;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
972;15;JAMBI;1504;150404;1504042002;KOPERASI KEMANG JAYA;3/1/2010;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
973;15;JAMBI;1504;150404;1504042001;KOPERASI PERKEBUNAN JELUTIH MAKMUR;12/27/2010;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
974;15;JAMBI;1504;150404;1504042004;KOPERASI DANAU UGO;5/20/2013;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
975;15;JAMBI;1504;150404;1504042004;KOPERASI PABRIK KELAPA SAWIT AUR GADING;6/16/2014;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
976;15;JAMBI;1504;150404;1504041003;KOPERASI PRODUSEN SERBA USAHA INNA;9/3/2020;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INDUSTRI KERUPUK, KERIPIK, PEYEK DAN SEJENISNYA;-;-;0;0;-;JUNI
977;15;JAMBI;1504;150404;1504041003;KOPERASI KARYAWAN PT KEDATON MULIA PRIMA;2/18/2011;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
978;15;JAMBI;1504;150404;1504041003;KOPERASI SIMPAN PINJAM BERKAH SUNGAI RUAB;6/16/2022;FALSE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Lainnya;KOPERASI SIMPAN PINJAM PRIMER (KSP PRIMER);-;-;0;0;-;JUNI
979;15;JAMBI;1504;150404;1504041003;KOPERASI PERKEBUNAN SAWIT BIRING KUNING;7/4/2008;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;34;12;2021;JUNI
980;15;JAMBI;1504;150404;1504042006;KOPERASI SERENGAM MANDIRI;5/20/2013;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
981;15;JAMBI;1504;150404;1504042008;KOPERASI YAMATERA;12/31/2014;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
982;15;JAMBI;1504;150404;1504042008;KOPERASI KARYAWAN BROTHER SEJAHTERA;12/31/2014;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
983;15;JAMBI;1504;150404;1504042008;KOPERASI AUR JAYA;12/18/2006;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
984;15;JAMBI;1504;150404;1504042009;KOPERASI JASA KOTO BOYO HARAPAN BARU;11/21/2020;TRUE;Primer Kabupaten/Kota;Jasa;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
985;15;JAMBI;1504;150404;1504042009;KOPERASI USAHA JAYA;12/18/2006;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
986;15;JAMBI;1504;150404;1504041012;KOPERASI SIMPAN PINJAM SUKSES ABADI SEJAHTERA;7/15/2023;TRUE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
987;15;JAMBI;1504;150404;1504042001;KOPERASI PERKEBUNAN KELAPA SAWIT TEKAD BERSAMA;7/4/2008;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;58;27;-;JUNI
988;15;JAMBI;1504;150404;1504042001;KOPERASI MAJU JAYA BERSAMA MANDIRI;1/23/2019;FALSE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
989;15;JAMBI;1504;150404;1504042014;KOPERASI PETANI SAWIT TERENTANG JAYA;1/4/2018;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
990;15;JAMBI;1504;150404;1504042014;KOPERASI SIMPAN PINJAM HARAPAN JAYA;11/11/2014;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
991;15;JAMBI;1504;150402;1504042014;KOPERSI PEGAWAI NEGERI BINA SEJAHTERA;9/28/1996;TRUE;Primer Kabupaten/Kota;Konsumen;Koppontren;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
992;15;JAMBI;1504;150402;1501192014;KOPERASI UNIT DESA HANURA;2/1/1976;FALSE;Primer Kabupaten/Kota;Konsumen;KUD;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
993;15;JAMBI;1504;150402;1501192014;KOPERASI BATU BATA MANDIRI;6/4/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
994;15;JAMBI;1504;150402;1504022006;KOPERASI HARAPAN MAJU;9/21/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
995;15;JAMBI;1504;150402;1504022011;KOPERASI JELITA;5/5/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Kepolisian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
996;15;JAMBI;1504;150402;1504022006;KOPERASI KEMBANG MALAKO KECIL;6/15/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
997;15;JAMBI;1504;150402;1504022006;KOPERASI PERK AMANAT PERJUANGAN;5/8/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
998;15;JAMBI;1504;150402;1504022008;KOPERASI SAWIT TIGA DAYA;3/22/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
999;15;JAMBI;1504;150402;1504022006;KOPERASI SEMOGA JAYA;7/22/1999;FALSE;Primer Kabupaten/Kota;Produsen;Kopinkra;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1000;15;JAMBI;1504;150402;1504022006;KOPERASI TANHUT CAHAYA BARU;7/22/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1001;15;JAMBI;1504;150402;1504022006;KOPERASI PRODUSEN TANI JAYA REFORMASI;5/5/1999;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;30;20;2022;JUNI
1002;15;JAMBI;1504;150402;1501192014;KOPERASI TANI MAJU;12/6/1999;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1003;15;JAMBI;1504;150402;1504022004;KOPERASI TANI SUKA JADI;5/5/1999;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1004;15;JAMBI;1504;150402;1501192014;KOPERASI TANI SUMBER WARAS;12/11/1999;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;JASA LAINNYA;-;-;0;0;-;JUNI
1005;15;JAMBI;1504;150402;1501192014;KOPERASI TUNAS HARAPAN DAMAI;9/30/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1006;15;JAMBI;1504;150402;1504022006;KOPERASI INDUSTRI KERAJINAN RAKYAT KOPINKRA BINA KARYA;8/2/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
1007;15;JAMBI;1504;150402;1504021002;KOPERASI PEGAWAI NEGERI SLTP NEGERI MUARA TEMBESI;7/4/1991;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1008;15;JAMBI;1504;150402;1504022006;KOPERASI TUNAS JAYA;2/22/1990;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1009;15;JAMBI;1504;150402;1504022005;KOPERASI PERKEBUNAN KELAPA SAWIT USAHA BERSAMA;8/14/2008;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1010;15;JAMBI;1504;150402;1504022005;KOPERASI SUKSES SEJAHTERA;5/21/2009;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
1011;15;JAMBI;1504;150402;1504022005;KOPERASI PONDOK PESANTREN NURUL JADID;5/14/2014;FALSE;Primer Kabupaten/Kota;Konsumen;Koppontren;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1012;15;JAMBI;1504;150402;1504022005;KOPERASI PRODUSEN TIGA SEKAWAN;1/29/2013;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;ANGKUTAN BERMOTOR UNTUK BARANG UMUM;-;-;0;0;-;JUNI
1013;15;JAMBI;1504;150402;0;KOPERASI SENAMI INDAH JAYA;4/22/2019;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
1014;15;JAMBI;1504;150402;1501192014;KOPERASI REZEKI MAKMUR JAYA;10/23/2012;TRUE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Simpan Pinjam;JASA KEUANGAN DAN ASURANSI;Berkualitas (B);Cukup Sehat;91;24;2022;JUNI
1015;15;JAMBI;1504;150402;1501192014;KOPERASI ANGKUTAN THD;7/18/1994;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
1016;15;JAMBI;1504;150402;1501192014;KOPERASI SIMPAN PINJAM MATA MAKMUR;12/17/2010;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
1017;15;JAMBI;1504;150402;1501192014;KOPERASI PEGAWAI NEGERI JAYA BERSAMA;8/8/1989;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;129;132;2022;JUNI
1018;15;JAMBI;1504;150402;1501192014;KOPERASI SIMPAN PINJAM LAMSIAR JAYA BERSAMA;1/27/2022;FALSE;Primer Kabupaten/Kota;Simpan Pinjam;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
1019;15;JAMBI;1504;150402;1504022013;KOPERASI BUKIT BERBUNGA;12/2/2010;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
1020;15;JAMBI;1504;150402;1504022011;KOPERASI KONSUMEN TEMBESI RUKUN SEJAHTERA;3/2/2021;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;PERDAGANGAN ECERAN GAS ELPIJI;-;-;0;0;-;JUNI
1021;15;JAMBI;1504;150402;1504022011;KOPERASI PRODUSEN RUNDUK PADI JAYA;3/23/2021;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;PERDAGANGAN ECERAN GAS ELPIJI;-;-;0;0;-;JUNI
1022;15;JAMBI;1504;150402;1504022011;KOPERASI HARAPAN MANDIRI;4/19/2005;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
1023;15;JAMBI;1504;150402;1504022011;KOPERASI PEGAWAI NEGERI SMA NEGERI 2 BATANG HARI;8/13/1987;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
1024;15;JAMBI;1504;150403;1504022011;KOPERASI ARO PLY;3/24/1994;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1025;15;JAMBI;1504;150403;1504022011;KOPERASI BINA PENDIDIKAN;6/24/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
1026;15;JAMBI;1504;150403;1504031001;KOPERASI PASAR BULIAN JAYA;1/17/1995;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1027;15;JAMBI;1504;150403;1504031001;KOPERASI BULIAN SAKTI;7/8/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1028;15;JAMBI;1504;150403;1504031001;KOPERASI DISKANRI;3/26/1990;FALSE;Primer Kabupaten/Kota;Konsumen;Koppontren;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1029;15;JAMBI;1504;150403;1504031003;KOPERASI DARUL QURAN;9/9/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1030;15;JAMBI;1504;150403;1504031003;KOPERASI IFA SEJAHTERA;10/6/1997;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1031;15;JAMBI;1504;150403;1504032016;KOPERASI BAJUBANG LAUT PERMAI;1/1/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1032;15;JAMBI;1504;150403;1504031001;KOPERASI BAITUL MAAL WATTAMWIL BMT AL-IKHSAN;12/8/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1033;15;JAMBI;1504;150403;1504031005;KOPERASI EKONOMI PENDANAAN RAKYAT CILIK EPRC;1/26/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
1034;15;JAMBI;1504;150403;1504031001;KOPERSI IKATAN KELUARGA PESISIR SELATAN;11/16/2000;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1035;15;JAMBI;1504;150403;1504031001;KOPERASI WANITA IWAPI;7/6/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Wanita;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1036;15;JAMBI;1504;150403;1504032018;KOPERASI KARYA BERSAMA;4/21/2001;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1037;15;JAMBI;1504;150403;1504031001;KOPERASI KARYA IBU;10/8/1987;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1038;15;JAMBI;1504;150403;1504031001;KOPERASI KOWAKI;4/9/1994;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1039;15;JAMBI;1504;150403;1504031005;KOPERASI MAYANG MENGURAI;4/7/1999;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1040;15;JAMBI;1504;150403;1504032011;KOPERASI MELAKO INTAN;10/18/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1041;15;JAMBI;1504;150403;1504031001;KOPERASI MORO DADI;11/13/1996;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
1042;15;JAMBI;1504;150403;1504032020;KOPERASI NUSA HARAPAN;7/16/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;JASA LAINNYA;-;-;0;0;-;JUNI
1043;15;JAMBI;1504;150403;1504031001;KOPERASI PEMUDA MANDIRI;9/20/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pemuda;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1044;15;JAMBI;1504;150403;1504031001;KOPERASI PEMUDA MUARO LAMO;12/6/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pemuda;JASA LAINNYA;-;-;0;0;-;JUNI
1045;15;JAMBI;1504;150403;1504032016;KOPERASI MINA SEJAHTERA;5/31/1999;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Nelayan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1046;15;JAMBI;1504;150403;1504031001;KOPERASI PERSATUAN IBU PLN;5/30/2001;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1047;15;JAMBI;1504;150403;1504032019;KOPERASI PINANG MASAK;10/14/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
