id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kode_kelurahan_desa;koperasi;tanggal badan hukum;aktif;bentuk koperasi;jenis koperasi;kelompok koperasi;sektor usaha;klasifikasi;kesehatan;anggota pria;anggota wanita;tahun_industri_usaha;bulan
1589;15;JAMBI;1505;150503;1505032006;KOP HARAPAN JAYA;5/7/2008;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Perkebunan;PERKEBUNAN BUAH KELAPA SAWIT;Cukup Berkualitas (CB);Cukup Sehat;402;0;2022;JUNI
1590;15;JAMBI;1505;150503;1505032004;KOPERASI SILVIA LESTARI;6/2/1997;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1591;15;JAMBI;1505;150503;0;KOPERASI BAJOLO;12/20/1997;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1592;15;JAMBI;1505;150511;1505112009;KOPERASI PERMATA;6/4/1997;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1593;15;JAMBI;1505;150501;1505012006;KOPERASI CEMPAKA;12/31/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;JUNI
1594;15;JAMBI;1505;150501;1505011003;KOPERASI VISTAMA WAHANA;12/9/1997;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1595;15;JAMBI;1505;150502;1505022013;KOPERASI PEGAWAI NEGRI KB KESSOS DAN PP;7/8/2004;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;JUNI
1596;15;JAMBI;1505;150502;1505022013;KOPERASI KIRANA SEKERNAN;10/14/1996;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pemuda;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1597;15;JAMBI;1505;150502;1505022014;KOPERASI SERBA USAHA SIDO RUKUN;8/11/2004;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;JUNI
1598;15;JAMBI;1505;150502;1505021010;KOPERASI WAHANA LESTARI;6/28/2008;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;JUNI
1599;15;JAMBI;1505;150502;1505021010;KOPERASI KELUARGA USAHA BERSAMA;3/20/2012;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;JUNI
1600;15;JAMBI;1505;150502;1505021010;KOPERASI KBMJ;8/14/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
1601;15;JAMBI;1505;150502;1505021010;KOPERASI PASAR SENGETI;5/29/2001;FALSE;Primer Kabupaten/Kota;Pemasaran;Kop. Pasar;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;JUNI
1602;15;JAMBI;1505;150508;1505082005;KOPERASI WANITA PENGRAJIN BATU BATA SIDO MUNCUL;12/28/2007;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Wanita;JASA LAINNYA;-;-;0;0;-;JUNI
1603;15;JAMBI;1505;150508;1505082007;KOPERASI PRODUSEN PERISAI SINAR JAYA SUNGAI GELAM;6/8/2005;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
1604;15;JAMBI;1505;150508;1505082007;KOPERASI PERKEBUNAN USAHA SEJAHTERA;5/30/2007;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;INFORMASI DAN KOMUNIKASI;-;-;0;0;-;JUNI
1605;15;JAMBI;1507;150703;1507031002;BERKAH TIMUR ILIR;5/28/2018;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Wanita;JASA LAINNYA;-;-;0;41;2022;JUNI
1606;15;JAMBI;1507;150703;1507101010;KOPERASI HARUM WANGI;8/9/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1607;15;JAMBI;1507;150703;0;KOPERASI HIKMA;5/2/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
1608;15;JAMBI;1507;150703;1507031002;KOPERASI BINA USAHA TANI;3/14/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1609;15;JAMBI;1507;150703;1507102007;KOPERASI BINA WARGA;6/17/2002;FALSE;Primer Kabupaten/Kota;Jasa;Kop. Angkutan Darat;TRANSPORTASI DAN PERGUDANGAN;-;-;0;0;-;JUNI
1610;15;JAMBI;1507;150703;1507091001;KOPERASI BUKIT NAGA;7/7/2001;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1611;15;JAMBI;1507;150703;1507031002;KOPERASI BUNGA PINANG;3/14/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1612;15;JAMBI;1507;150703;0;KOPERASI BUNGA SEROJA;11/12/1996;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1613;15;JAMBI;1507;150703;1507031002;KOPERASI CAHAYA ABADI;10/21/2001;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
1614;15;JAMBI;1507;150703;1507071006;KOPERASI HARAPAN BERKAH;4/7/2000;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1615;15;JAMBI;1507;150703;0;KOPERASI MEGA GOTONG;1/4/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
1616;15;JAMBI;1507;150703;1507081001;KOPERASI MEGA INDAH PERKASA;12/11/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
1617;15;JAMBI;1507;150703;1507032007;KOPERASI MELATI JAYA;11/4/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1618;15;JAMBI;1507;150703;1507032007;KOPERASI MITRA ABADI;3/29/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pemuda;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1619;15;JAMBI;1507;150703;1507081001;KOPERASI NELAYAN SEJAHTERA;3/25/1999;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Nelayan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1620;15;JAMBI;1507;150703;1507031002;KOPERASI MUTIARA MENDAHARA;2/2/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1621;15;JAMBI;1507;150703;1507071006;KOPERASI P. ELANG LAUT LESTARI;10/2/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
1622;15;JAMBI;1507;150703;1507031002;KOPERASI REZEKI LAUT;3/12/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
1623;15;JAMBI;1507;150703;0;KOPERASI P. USAHA BERSAMA;2/20/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1624;15;JAMBI;1507;150703;1507032003;KOPERASI SRI REZEKI;7/17/2001;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
1625;15;JAMBI;1507;150703;1507032001;KOPERASI TAMBAK KARYA;4/5/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pemuda;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1626;15;JAMBI;1507;150703;1507101010;KOPERASI USAHA HIKMA;5/2/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1627;15;JAMBI;1507;150703;1507011013;KOPERASI USAHA MANDIN;2/7/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1628;15;JAMBI;1507;150703;1507012001;KOPERASI PERIKANAN BANDENG;10/6/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1629;15;JAMBI;1507;150703;1507032003;KOPERASI ABACA;10/7/1998;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
1630;15;JAMBI;1507;150703;0;KOPERASI SINAR MEKAR;1/16/2001;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1631;15;JAMBI;1507;150703;1507012004;KOPERASI TAMBAK KURNIA;4/20/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1632;15;JAMBI;1507;150703;1507032003;KOPERASI KARYA BERSAMA;4/6/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
1633;15;JAMBI;1507;150703;1507101010;KOPERASI KARYA NUSANTARA;8/2/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1634;15;JAMBI;1507;150703;1507102004;KOPERASI KARYA TANI PA;9/30/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1635;15;JAMBI;1507;150703;1507012004;KOPERASI WINDU JAYA;11/26/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1636;15;JAMBI;1507;150703;1507032003;KOPERASI PINANG MAS LESTARI;4/21/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1637;15;JAMBI;1507;150703;1507031002;KOPERASI PL. USAHA BERSAMA;11/26/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
1638;15;JAMBI;1507;150703;1507102007;KOPERASI TERNAK BURAS UTAMA;8/9/2002;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Peternakan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1639;15;JAMBI;1507;150703;1507102007;KOPERASI KOTA BARU;3/27/1996;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1640;15;JAMBI;1507;150703;1507102007;KOPERASI MANUNGGAL;5/11/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Wredatama;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1641;15;JAMBI;1507;150703;1507032003;KOPERASI MITRA USAHA;7/14/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1642;15;JAMBI;1507;150703;1507102008;KOPERASI MUGI RAHAYU;6/10/1999;FALSE;Primer Kabupaten/Kota;Jasa;Kop. Angkutan Darat;TRANSPORTASI DAN PERGUDANGAN;-;-;0;0;-;JUNI
1643;15;JAMBI;1507;150703;1507101010;KOPERASI PANDAN SARI;7/31/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pemuda;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1644;15;JAMBI;1507;150703;0;KOPERASI PANDAN WANGI;7/31/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pemuda;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1645;15;JAMBI;1507;150703;1507032003;KOPERASI R. MUTAQIN;3/27/1996;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1646;15;JAMBI;1507;150703;1507102008;KOPERASI SABUK KARYA;9/4/1996;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1647;15;JAMBI;1507;150703;1507031002;KOPERASI SUKA MAJU;10/28/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
1648;15;JAMBI;1507;150703;1503112005;KOPERASI TERBIT;9/4/1996;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1649;15;JAMBI;1507;150703;1507032001;KOPERASI TERPADU;6/10/1997;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1650;15;JAMBI;1507;150703;1507112003;KOPERASI ANUGERAH;7/2/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1651;15;JAMBI;1507;150703;1507012001;KOPERASI CAGAR ALAM BAKAU;7/15/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
1652;15;JAMBI;1507;150703;1507071002;KOPERASI KATA SEPAKAT;7/6/1999;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1653;15;JAMBI;1507;150703;1507012004;KOPERASI MINA HRP. NELAYAN;4/26/2000;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Nelayan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1654;15;JAMBI;1507;150703;1507081001;KOPERASI NELAYAN MARANTI;1/4/2000;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Nelayan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1655;15;JAMBI;1507;150703;1507012001;KOPERASI P. PURNAMA LESTARI;10/7/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Veteran;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1656;15;JAMBI;1507;150703;1507012012;KOPERASI NELAYAN PANTAI TIMUR;7/21/2001;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Nelayan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1657;15;JAMBI;1507;150703;1507012004;KOPERASI PEMRA KARSA (KPK);5/27/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
1658;15;JAMBI;1507;150703;1507081001;KOPERASI TAMBAK OSI;7/3/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pemuda;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1659;15;JAMBI;1507;150703;1507012001;KOPERASI TAMBAK WINDU;2/15/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pemuda;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1660;15;JAMBI;1507;150703;0;KOPERASI TANI JAYA;4/15/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1661;15;JAMBI;1507;150703;1507012002;KOPERASI KOPKAL SEDERHANA;3/16/1996;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
1662;15;JAMBI;1507;150703;1507052001;KOPERASI NELAYAN TAMBAK UDANG WINDU;3/20/2000;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Nelayan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1663;15;JAMBI;1507;150703;0;MENDAHARA MAKMUR SEJAHTERA;12/3/2018;TRUE;Primer Kabupaten/Kota;Jasa;Kop. Perkebunan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;34;0;2021;JUNI
1664;15;JAMBI;1507;150703;1507102005;KOPERASI BERKAH SAUDARA;9/2/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1665;15;JAMBI;1507;150703;1507031002;KOPERASI DESA MENDAHARA;5/22/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Koppontren;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1666;15;JAMBI;1507;150703;1507032003;KOPERASI KARYA HASANAH;12/20/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1667;15;JAMBI;1507;150703;1507031002;KOPERASI LUMBA-LAUT;2/20/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1668;15;JAMBI;1507;150703;1507031002;KOPERASI MINA UDANG PUTIH;2/23/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Nelayan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1669;15;JAMBI;1507;150703;1507032001;KOPERASI MITRA MINA TANI SEJH.;3/3/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pemuda;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1670;15;JAMBI;1507;150703;1503112005;KOPERASI SEPAKAT JAYA;8/14/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
1671;15;JAMBI;1507;150703;1507032001;KOPERASI SUNGAI AYAM JAYA;5/20/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1672;15;JAMBI;1507;150703;1507031002;KOPERASI TAMBAK MARINA;2/24/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pemuda;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1673;15;JAMBI;1507;150703;1507031002;KOPERASI TULI MASIDI;10/27/2001;FALSE;Primer Kabupaten/Kota;Konsumen;Koppontren;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1674;15;JAMBI;1507;150703;1507092003;KOPERASI YUBEJ MASSEPE;7/17/2000;FALSE;Primer Kabupaten/Kota;Pemasaran;Kop. Pasar;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;JUNI
1675;15;JAMBI;1507;150703;1507031002;KOPERASI BAROKAH JAYA;4/28/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pemuda;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1676;15;JAMBI;1507;150703;1507031002;KOPERASI BELIBIS LAUT;4/14/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1677;15;JAMBI;1507;150703;0;KOPERASI COMPIT INDAH;9/9/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1678;15;JAMBI;1507;150703;1507031002;KOPERASI MINA BERSAUDARA;3/4/2000;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Nelayan;JASA LAINNYA;-;-;0;0;-;JUNI
1679;15;JAMBI;1507;150703;1507032003;KOPERASI NYIUR UTAMA;2/15/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
1680;15;JAMBI;1507;150703;1507031002;KOPERASI PERTANIAN NELAYAN BANGAU LT;11/26/2002;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1681;15;JAMBI;1507;150703;1507031002;KOPERASI UNIT DESA MENDAHARA;3/26/1996;FALSE;Primer Kabupaten/Kota;Produsen;KUD;JASA LAINNYA;-;-;0;0;-;JUNI
1682;15;JAMBI;1507;150703;1507032017;USAHA BERSAMA;11/5/2000;TRUE;Primer Kabupaten/Kota;Produsen;Kop. Lainnya;JASA LAINNYA;-;-;0;0;-;JUNI
1683;15;JAMBI;1507;150703;1507032001;ANDESPA MAJU BERSAMA;10/19/2017;TRUE;Primer Kabupaten/Kota;Konsumen;Kop. Pertanian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;6;28;2022;JUNI
1684;15;JAMBI;1507;150701;1507081001;KOPERASI PERIKANAN AMANAT BERSAMA;7/10/2000;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Nelayan;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1685;15;JAMBI;1507;150701;1507012012;KOPERASI WANITA CAHAYA BHAKTI;2/3/2004;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Wanita;JASA LAINNYA;-;-;0;0;-;JUNI
1686;15;JAMBI;1507;150701;1507011010;KOPERASI PEGAWAI NEGERI KARYAWAN PENDIDIKAN;9/16/1976;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1687;15;JAMBI;1507;150701;1507012011;KOPERASI DESA LAMBUR;9/25/2001;FALSE;Primer Kabupaten/Kota;Konsumen;Kopkar;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1688;15;JAMBI;1507;150701;1507011010;KOPERASI FAJAR KARYA;2/9/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
1689;15;JAMBI;1507;150701;1507012012;KOPERASI PA DUA SAUDARA;3/5/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1690;15;JAMBI;1507;150701;1507012012;KOPERASI PA KARYA;3/5/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1691;15;JAMBI;1507;150701;1507012011;KOPERASI PA KARYA MAJU;3/5/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1692;15;JAMBI;1507;150701;1507012012;KOPERASI PA PANCA KARYA;3/5/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1693;15;JAMBI;1507;150701;1507012011;KOPERASI PA SINAR JAYA;3/5/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1694;15;JAMBI;1507;150701;1507011010;KOPERASI PERPADI UMAYA;5/5/1999;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pemuda;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1695;15;JAMBI;1507;150701;1507011010;KOPERASI POKMAS;2/15/2002;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1696;15;JAMBI;1507;150701;0;KOPERASI SABAK TRAVEL;3/7/2001;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pemuda;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1697;15;JAMBI;1507;150701;1507012012;KOPERASI MUTIARA LAMBUR;8/30/1997;FALSE;Primer Kabupaten/Kota;Konsumen;Koppontren;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1698;15;JAMBI;1507;150701;1507011010;PRIMER KOPERASI POLISI J K A MD;9/3/1998;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Kepolisian;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1699;15;JAMBI;1507;150701;1507102008;KOPERASI SABUK KARYA;11/24/1990;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pemuda;PERTANIAN, KEHUTANAN DAN PERIKANAN;-;-;0;0;-;JUNI
1700;15;JAMBI;1507;150701;1507081001;KOPERASI SEDERHANA;12/18/2000;FALSE;Primer Kabupaten/Kota;Simpan Pinjam;K.B.P.R;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1701;15;JAMBI;1507;150701;1507012004;KOPERASI SIMBUR NAIK;5/31/1996;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Lainnya;JASA KEUANGAN DAN ASURANSI;-;-;0;0;-;JUNI
1702;15;JAMBI;1507;150701;0;KOPERASI SMPN S. NAIK;7/18/1995;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Pegawai Negeri (KPRI);JASA LAINNYA;-;-;0;0;-;JUNI
1703;15;JAMBI;1507;150701;1507011010;KOPERASI KP MUARA SABAK;6/18/1996;FALSE;Primer Kabupaten/Kota;Konsumen;Kop. Serba Usaha;PENYEDIAAN AKOMODASI DAN MAKAN MINUM;-;-;0;0;-;JUNI
1704;15;JAMBI;1507;150701;1507011010;KOPPAS UMAYA;10/22/1999;FALSE;Primer Kabupaten/Kota;Produsen;Kop. Pasar;JASA LAINNYA;-;-;0;0;-;JUNI
