NO;kode_provinsi;nama_provinsi;kode_kabupaten_kota;komoditi;produktivitas;satuan;tahun
1;15;JAMBI;1506;KOPI LIBERIKA;555;KG/HA;2024
2;15;JAMBI;1507;KOPI LIBERIKA;543;KG/HA;2024
3;15;JAMBI;1506;KOPI LIBERIKA;565;KG/HA;2023
4;15;JAMBI;1507;KOPI LIBERIKA;543;KG/HA;2023
5;15;JAMBI;1506;KOPI LIBERIKA;575;KG/HA;2022
6;15;JAMBI;1507;KOPI LIBERIKA;543;KG/HA;2022
