kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;nama_ruas_jalan;kondisi;panjang_jalan;satuan;tahun
15;JAMBI;1507;TANJUNG JABUNG TIMUR;SUAK KANDIS 0 DESA SIMPANG/BERBAK;RUSAK BERAT;3,4;KILOMETER;2023
15;JAMBI;1507;TANJUNG JABUNG TIMUR;DESA SIMPANG/BERBAK - SIMP. JEMBATAN MUARA SABAK;RUSAK BERAT;6;KILOMETER;2023
15;JAMBI;1507;TANJUNG JABUNG TIMUR;SP. LAGAN - SP. PELABI/ ZONA V;RUSAK BERAT;0,4;KILOMETER;2023
15;JAMBI;1505;MUARO JAMBI;SIMPANG TALANG PUDAK - SUAK KANDIS;RUSAK BERAT;9,22;KILOMETER;2023
15;JAMBI;1505;MUARO JAMBI;SUNGAI DUREN - SUNGAI BULUH;RUSAK BERAT;0,2;KILOMETER;2023
15;JAMBI;1505;MUARO JAMBI;TEMPINO - BTS. KAB. MA. JAMBI/BTS. BATANGHARI;RUSAK BERAT;0,4;KILOMETER;2023
15;JAMBI;1505;MUARO JAMBI;SIMP. AHOK (KOTA JAMBI) - SIMP. PASAR BUPER - BUMI PERKEMAHAN PRAMUKA;RUSAK BERAT;1,8;KILOMETER;2023
15;JAMBI;1505;MUARO JAMBI;SIMP. SUKA MAKMUR/SUNGAI BAHAR - DESA NYOGAN - SIMP. SUKA DAMAI ;RUSAK BERAT;8,51;KILOMETER;2023
15;JAMBI;1509;TEBO;MUARA TEBO - SIMP. LOGPON;RUSAK BERAT;6;KILOMETER;2023
15;JAMBI;1509;TEBO;SIMP. LOGPON - TANJUNG/BTS. SUMBAR;RUSAK BERAT;1,4;KILOMETER;2023
15;JAMBI;1509;TEBO;SIMP. SAWMIL - SIMP. LOGPON ;RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1509;TEBO;SIMP. SUKA MAKMUR/SUNGAI BAHAR - DESA NYOGAN - SIMP. SUKA DAMAI ;RUSAK BERAT;15,8;KILOMETER;2023
15;JAMBI;1508;BUNGO;MA. BUNGO - PENINJAUAN - JUNCTION;RUSAK BERAT;0,4;KILOMETER;2023
15;JAMBI;1508;BUNGO;PENINJAUAN - LBK MENGKUANG - TKA ( BTS. SUMBAR );RUSAK BERAT;0,4;KILOMETER;2023
15;JAMBI;1508;BUNGO; JALAN LINGKAR MUARA BUNGO (SEI. MENGKUANG - SIMP. SEI. BULUH - SIMP. TANJUNG MENANTI - SIMP. TERMINAL/PTP - SEI. BINJAI);RUSAK BERAT;0,4;KILOMETER;2023
15;JAMBI;1508;BUNGO;BTS. KAB. TEBO/BTS. KAB. BUNGO - KUAMANG KUNING - SIMP. KUAMANG (MERANGIN);RUSAK BERAT;11;KILOMETER;2023
15;JAMBI;1504;BATANGHARI;BTS. KAB. MA. JAMBI/KAB. BATANGHARI - BTS. KOTA MUARA BULIAN;RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1504;BATANGHARI;JL. SUDIRMAN (MA.BULIAN);RUSAK BERAT;0,2;KILOMETER;2023
15;JAMBI;1504;BATANGHARI;SIMP. PENEROKAN - SIMP. SUKA MAKMUR/SUNGAI BAHAR;RUSAK BERAT;0,8;KILOMETER;2023
15;JAMBI;1501;KERINCI;SANGGARAN AGUNG - JUJUN;RUSAK BERAT;0,4;KILOMETER;2023
15;JAMBI;1501;KERINCI;JUJUN - LEMPUR;RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1501;KERINCI;JUJUN - BTS. KAB. KERINCI/BTS. KOTA SUNGAI PENUH;RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1501;KERINCI;KELOK SAGO - SANGGARAN AGUNG;RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1501;KERINCI;JALAN SEKUNGKUNG - BTS. KAB. KERINCI/ BTS. SUNGAI PENUH  BATU KURIK;RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1572;KOTA SUNGAI PENUH;JALAN DEPATI PARBO (SUNGAI PENUH);RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1572;KOTA SUNGAI PENUH;SIMP. DEBAI - DUSUN BARU - BATAS KOTA SUNGAI PENUH - SIMP. 4. SEBUKAR;RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1502;MERANGIN;SIMP. MARGOYOSO - SUMBER AGUNG - AIR HITAM/SIMP. MENTAWAK;RUSAK BERAT;6,8;KILOMETER;2023
15;JAMBI;1502;MERANGIN;SIMP. PULAU. RENGAS -  MUARA SIAU;RUSAK BERAT;0,8;KILOMETER;2023
15;JAMBI;1502;MERANGIN;MUARA SIAU - DUSUN TUO ;RUSAK BERAT;2,2;KILOMETER;2023
15;JAMBI;1502;MERANGIN;DUSUN TUO - JANGKAT ;RUSAK BERAT;0,202;KILOMETER;2023
15;JAMBI;1502;MERANGIN;SIMPANG MASURAI - KOTO TAPUS;RUSAK BERAT;1,35;KILOMETER;2023
15;JAMBI;1503;SAROLANGUN;SIMP. PELAWAN - SEI. SALAK ;RUSAK BERAT;13,7;KILOMETER;2023
15;JAMBI;1503;SAROLANGUN;SEI. SALAK - PEKAN GEDANG/ BATANG ASAI;RUSAK BERAT;3,2;KILOMETER;2023
15;JAMBI;1503;SAROLANGUN;PEKAN GEDANG/BATANG ASAI - MA. TALANG - JANGKAT   ;RUSAK BERAT;7,8;KILOMETER;2023
15;JAMBI;1503;SAROLANGUN;SIMP. PAUH - AIR HITAM/SIMP. MENTAWAK;RUSAK BERAT;2,2;KILOMETER;2023
15;JAMBI;1571;KOTA JAMBI;JLN. RADEN MATTAHER;RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1571;KOTA JAMBI;JLN. RANGKAYO HITAM - JL. ABDUL KARTAWIRANA - JL. RANGKAYO PINGAI - JL. SENTOT ALIBASA;RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1571;KOTA JAMBI;JLN. DR. SETIA BUDI - JLN. KH. HASIM ASHARI - JLN. PANGERAN DIPONEGORO;RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1571;KOTA JAMBI;JLN. GAJAH MADA - JLN. HAYAM WURUK;RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1571;KOTA JAMBI;JLN.KOL. POLISI M. TAHER - JLN. GR. DJAMIN DT. BAGINDO - JLN. KOL. POL.AHMAD BASTARI - JLN. BRIGJEND.KATAMSO;RUSAK BERAT;0,069;KILOMETER;2023
15;JAMBI;1571;KOTA JAMBI;JLN. HOS COKRO AMINOTO;RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1571;KOTA JAMBI;JLN. SLAMET RIYADI - JLN. URIP SUMOHARJO;RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1571;KOTA JAMBI;JLN. PROF.DR.SRI SOEDEWI, MS - JLN. YUSUF SINGEDEKANE - JLN. H.A.MANAP - JL. ARIEF RAHMAN HAKIM;RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1571;KOTA JAMBI;JLN. JEND.A. YANI - JLN. JEND.MT. HARYONO - JLN. MAYJEND SUTOYO;RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1571;KOTA JAMBI;JLN. ADE IRMA SURYANI - JLN. DR.SIWABESI - JLN. KH. ABDUL MALIK JAMBI;RUSAK BERAT;0,2;KILOMETER;2023
15;JAMBI;1571;KOTA JAMBI;JLN. JEND. BASUKI RAHMAT - JLN. H. AGUS SALIM - JLN. H. ADAM MALIK;RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1571;KOTA JAMBI;JLN.ABDUL RAHMAN SALEH;RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1571;KOTA JAMBI;JLN. KAPTEN PATTIMURA - JLN. KAPTEN BAKARUDDIN;RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1571;KOTA JAMBI;JLN. KOL. ABUNJANI - JLN. SUMANTRI BROJONEGORO;RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1571;KOTA JAMBI;JLN. SUKARNO HATTA;RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1571;KOTA JAMBI;JLN. BANDARA SULTAN THAHA SYAIFUDDIN - LINGKAR TIMUR;RUSAK BERAT;0;KILOMETER;2023
15;JAMBI;1571;KOTA JAMBI;JLN.HJ. NURIJAH/JALAN JEPANG - JALAN LINGKAR UTARA KOTA JAMBI;RUSAK BERAT;4,412;KILOMETER;2023
