NO;kode_provinsi;nama_provinsi;kode_kabupaten;nama_kabupaten;komoditi;produksi;satuan;tahun
1;15;JAMBI;1506;TANJAB BARAT;KOPI LIBERIKA;1128;TON;2024
2;15;JAMBI;1507;TANJAB TIMUR;KOPI LIBERIKA;1237;TON;2024
3;15;JAMBI;1506;TANJAB BARAT;KOPI LIBERIKA;1140;TON;2023
4;15;JAMBI;1507;TANJAB TIMUR;KOPI LIBERIKA;1237;TON;2023
5;15;JAMBI;1506;TANJAB BARAT;KOPI LIBERIKA;1144;TON;2022
6;15;JAMBI;1507;TANJAB TIMUR;KOPI LIBERIKA;1237;TON;2022
