NO;kode_provinsi;kode_kabupaten_kota;kategori;uraian;jumlah;satuan;tahun
374;15;1571;TERNAK BESAR;SAPI PERAH;11;EKOR;2022
375;15;1571;TERNAK BESAR;KERBAU;166;EKOR;2022
376;15;1571;TERNAK BESAR;KUDA;5;EKOR;2022
377;15;1571;TERNAK KECIL;KAMBING;7.934;EKOR;2022
378;15;1571;TERNAK KECIL;DOMBA;987;EKOR;2022
379;15;1571;TERNAK KECIL;BABI;297;EKOR;2022
380;15;1571;TERNAK UNGGAS;AYAM BURAS;96.503;EKOR;2022
381;15;1571;TERNAK UNGGAS;AYAM RAS PETELUR;12.118;EKOR;2022
382;15;1571;TERNAK UNGGAS;AYAM BROILER;2.717.772;EKOR;2022
383;15;1571;TERNAK UNGGAS;ITIK;8.321;EKOR;2022
384;15;1571;TERNAK UNGGAS;ITIK MANILA;0;EKOR;2022
385;15;1572;TERNAK BESAR;SAPI POTONG;3.936;EKOR;2022
386;15;1572;TERNAK BESAR;SAPI PERAH;0;EKOR;2022
387;15;1572;TERNAK BESAR;KERBAU;344;EKOR;2022
388;15;1572;TERNAK BESAR;KUDA;66;EKOR;2022
389;15;1572;TERNAK KECIL;KAMBING;9.622;EKOR;2022
390;15;1572;TERNAK KECIL;DOMBA;2.865;EKOR;2022
391;15;1572;TERNAK KECIL;BABI;0;EKOR;2022
392;15;1572;TERNAK UNGGAS;AYAM BURAS;401.316;EKOR;2022
393;15;1572;TERNAK UNGGAS;AYAM RAS PETELUR;141.887;EKOR;2022
394;15;1572;TERNAK UNGGAS;AYAM BROILER;335.192;EKOR;2022
395;15;1572;TERNAK UNGGAS;ITIK;66.299;EKOR;2022
396;15;1572;TERNAK UNGGAS;ITIK MANILA;0;EKOR;2022
