id;kode_provinsi;nama_provinsi;kode_kabupaten;nama_kabupaten_kota;komoditi;jumlah_petani;satuan;tahun
1;15;JAMBI;1504;BATANGHARI;KOPI ROBUSTA;25;KEPALA KELUARGA;2022
2;15;JAMBI;1505;MUARO JAMBI;KOPI ROBUSTA;612;KEPALA KELUARGA;2022
3;15;JAMBI;1508;BUNGO;KOPI ROBUSTA;676;KEPALA KELUARGA;2022
4;15;JAMBI;1509;TEBO;KOPI ROBUSTA;264;KEPALA KELUARGA;2022
5;15;JAMBI;1502;MERANGIN;KOPI ROBUSTA;9513;KEPALA KELUARGA;2022
6;15;JAMBI;1503;SAROLANGUN;KOPI ROBUSTA;991;KEPALA KELUARGA;2022
7;15;JAMBI;1501;KERINCI;KOPI ROBUSTA;7568;KEPALA KELUARGA;2022
8;15;JAMBI;1572;KOTA SUNGAI PENUH;KOPI ROBUSTA;520;KEPALA KELUARGA;2022
