id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;jenis_kelamin;jumlah;bulan;tahun
190;15;JAMBI;1509;PEREMPUAN;0;JUNI;2023
191;15;JAMBI;1508;PEREMPUAN;5;JUNI;2023
192;15;JAMBI;1502;PEREMPUAN;0;JUNI;2023
193;15;JAMBI;1503;PEREMPUAN;1;JUNI;2023
194;15;JAMBI;1501;PEREMPUAN;0;JUNI;2023
195;15;JAMBI;1572;PEREMPUAN;0;JUNI;2023
196;15;JAMBI;1505;PEREMPUAN;0;JUNI;2023
197;15;JAMBI;1506;PEREMPUAN;0;JUNI;2023
198;15;JAMBI;1507;PEREMPUAN;0;JUNI;2023
199;15;JAMBI;1571;PEREMPUAN;28;JULI;2023
200;15;JAMBI;1504;PEREMPUAN;0;JULI;2023
201;15;JAMBI;1509;PEREMPUAN;0;JULI;2023
202;15;JAMBI;1508;PEREMPUAN;6;JULI;2023
203;15;JAMBI;1502;PEREMPUAN;0;JULI;2023
204;15;JAMBI;1503;PEREMPUAN;1;JULI;2023
205;15;JAMBI;1501;PEREMPUAN;0;JULI;2023
206;15;JAMBI;1572;PEREMPUAN;0;JULI;2023
207;15;JAMBI;1505;PEREMPUAN;0;JULI;2023
208;15;JAMBI;1506;PEREMPUAN;0;JULI;2023
209;15;JAMBI;1507;PEREMPUAN;0;JULI;2023
210;15;JAMBI;1571;PEREMPUAN;28;AGUSTUS;2023
211;15;JAMBI;1504;PEREMPUAN;0;AGUSTUS;2023
212;15;JAMBI;1509;PEREMPUAN;0;AGUSTUS;2023
213;15;JAMBI;1508;PEREMPUAN;3;AGUSTUS;2023
214;15;JAMBI;1502;PEREMPUAN;0;AGUSTUS;2023
215;15;JAMBI;1503;PEREMPUAN;12;AGUSTUS;2023
216;15;JAMBI;1501;PEREMPUAN;0;AGUSTUS;2023
217;15;JAMBI;1572;PEREMPUAN;0;AGUSTUS;2023
218;15;JAMBI;1505;PEREMPUAN;0;AGUSTUS;2023
219;15;JAMBI;1506;PEREMPUAN;4;AGUSTUS;2023
220;15;JAMBI;1507;PEREMPUAN;0;AGUSTUS;2023
221;15;JAMBI;1571;PEREMPUAN;36;SEPTEMBER;2023
222;15;JAMBI;1504;PEREMPUAN;0;SEPTEMBER;2023
223;15;JAMBI;1509;PEREMPUAN;0;SEPTEMBER;2023
224;15;JAMBI;1508;PEREMPUAN;6;SEPTEMBER;2023
225;15;JAMBI;1502;PEREMPUAN;0;SEPTEMBER;2023
226;15;JAMBI;1503;PEREMPUAN;1;SEPTEMBER;2023
227;15;JAMBI;1501;PEREMPUAN;0;SEPTEMBER;2023
228;15;JAMBI;1572;PEREMPUAN;0;SEPTEMBER;2023
229;15;JAMBI;1505;PEREMPUAN;0;SEPTEMBER;2023
230;15;JAMBI;1506;PEREMPUAN;3;SEPTEMBER;2023
231;15;JAMBI;1507;PEREMPUAN;0;SEPTEMBER;2023
232;15;JAMBI;1571;PEREMPUAN;106;OKTOBER;2023
233;15;JAMBI;1504;PEREMPUAN;24;OKTOBER;2023
234;15;JAMBI;1509;PEREMPUAN;0;OKTOBER;2023
235;15;JAMBI;1508;PEREMPUAN;4;OKTOBER;2023
236;15;JAMBI;1502;PEREMPUAN;0;OKTOBER;2023
237;15;JAMBI;1503;PEREMPUAN;1;OKTOBER;2023
238;15;JAMBI;1501;PEREMPUAN;3;OKTOBER;2023
239;15;JAMBI;1572;PEREMPUAN;0;OKTOBER;2023
240;15;JAMBI;1505;PEREMPUAN;0;OKTOBER;2023
241;15;JAMBI;1506;PEREMPUAN;37;OKTOBER;2023
242;15;JAMBI;1507;PEREMPUAN;0;OKTOBER;2023
243;15;JAMBI;1571;PEREMPUAN;58;NOVEMBER;2023
244;15;JAMBI;1504;PEREMPUAN;11;NOVEMBER;2023
245;15;JAMBI;1509;PEREMPUAN;0;NOVEMBER;2023
246;15;JAMBI;1508;PEREMPUAN;1;NOVEMBER;2023
247;15;JAMBI;1502;PEREMPUAN;0;NOVEMBER;2023
248;15;JAMBI;1503;PEREMPUAN;1;NOVEMBER;2023
249;15;JAMBI;1501;PEREMPUAN;0;NOVEMBER;2023
250;15;JAMBI;1572;PEREMPUAN;0;NOVEMBER;2023
251;15;JAMBI;1505;PEREMPUAN;0;NOVEMBER;2023
252;15;JAMBI;1506;PEREMPUAN;55;NOVEMBER;2023
253;15;JAMBI;1507;PEREMPUAN;0;NOVEMBER;2023
254;15;JAMBI;1571;PEREMPUAN;45;DESEMBER;2023
255;15;JAMBI;1504;PEREMPUAN;0;DESEMBER;2023
256;15;JAMBI;1509;PEREMPUAN;0;DESEMBER;2023
257;15;JAMBI;1508;PEREMPUAN;15;DESEMBER;2023
258;15;JAMBI;1502;PEREMPUAN;0;DESEMBER;2023
259;15;JAMBI;1503;PEREMPUAN;8;DESEMBER;2023
260;15;JAMBI;1501;PEREMPUAN;0;DESEMBER;2023
261;15;JAMBI;1572;PEREMPUAN;0;DESEMBER;2023
262;15;JAMBI;1505;PEREMPUAN;0;DESEMBER;2023
263;15;JAMBI;1506;PEREMPUAN;22;DESEMBER;2023
264;15;JAMBI;1507;PEREMPUAN;0;DESEMBER;2023
