NO;kode_provinsi;nama_provinsi;kode_kabupaten;nama_kabupaten;komoditi;produktivitas;satuan;tahun
1;15;JAMBI;1504;BATANGHARI;KARET;893;KG/HA;2022
2;15;JAMBI;1505;MUARO JAMBI;KARET;975;KG/HA;2022
3;15;JAMBI;1508;BUNGO;KARET;1032;KG/HA;2022
4;15;JAMBI;1509;TEBO;KARET;798;KG/HA;2022
5;15;JAMBI;1502;MERANGIN;KARET;945;KG/HA;2022
6;15;JAMBI;1503;SAROLANGUN;KARET;916;KG/HA;2022
7;15;JAMBI;1506;TANJAB BARAT;KARET;526;KG/HA;2022
8;15;JAMBI;1507;TANJAB TIMUR;KARET;957;KG/HA;2022
9;15;JAMBI;1501;KERINCI;KARET;688;KG/HA;2022
