NO;kode_provinsi;nama_provinsi;kode_kabupaten_kota;komoditi;jumlah_petani;satuan;tahun
1;15;JAMBI;1506;KOPI LIBERIKA;2441;KEPALA KELUARGA;2022
2;15;JAMBI;1507;KOPI LIBERIKA;2762;KEPALA KELUARGA;2022
3;15;JAMBI;1506;KOPI LIBERIKA;2432;KEPALA KELUARGA;2023
4;15;JAMBI;1507;KOPI LIBERIKA;2697;KEPALA KELUARGA;2023
