no;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;tanggal_kejadian;kondisi_korban;satuan;jumlah_kejadian; jumlah_kerugian ;tahun
278;15;JAMBI;1509;150909;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
279;15;JAMBI;1509;150909;01/01/2024;MENGUNGSI;JIWA;1445; Rp-   ;2024
280;15;JAMBI;1509;150909;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
281;15;JAMBI;1509;150909;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
282;15;JAMBI;1509;150909;01/01/2024;MENGUNGSI;JIWA;907; Rp-   ;2024
283;15;JAMBI;1509;150909;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
284;15;JAMBI;1509;150909;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
285;15;JAMBI;1509;150909;01/01/2024;MENGUNGSI;JIWA;211; Rp-   ;2024
286;15;JAMBI;1509;150909;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
287;15;JAMBI;1509;150909;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
288;15;JAMBI;1509;150909;01/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
289;15;JAMBI;1509;150902;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
290;15;JAMBI;1509;150902;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
291;15;JAMBI;1509;150902;01/01/2024;MENGUNGSI;JIWA;1364; Rp-   ;2024
292;15;JAMBI;1509;150902;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
293;15;JAMBI;1509;150902;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
294;15;JAMBI;1509;150902;01/01/2024;MENGUNGSI;JIWA;457; Rp-   ;2024
295;15;JAMBI;1509;150902;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
296;15;JAMBI;1509;150902;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
297;15;JAMBI;1509;150902;01/01/2024;MENGUNGSI;JIWA;15; Rp-   ;2024
298;15;JAMBI;1509;150902;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
299;15;JAMBI;1509;150902;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
300;15;JAMBI;1509;150902;01/01/2024;MENGUNGSI;JIWA;800; Rp-   ;2024
301;15;JAMBI;1509;150902;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
302;15;JAMBI;1509;150902;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
303;15;JAMBI;1509;150902;01/01/2024;MENGUNGSI;JIWA;933; Rp-   ;2024
304;15;JAMBI;1509;150902;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
305;15;JAMBI;1509;150902;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
306;15;JAMBI;1509;150902;01/01/2024;MENGUNGSI;JIWA;879; Rp-   ;2024
307;15;JAMBI;1509;150902;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
308;15;JAMBI;1509;150902;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
309;15;JAMBI;1509;150902;01/01/2024;MENGUNGSI;JIWA;1621; Rp-   ;2024
310;15;JAMBI;1509;150902;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
311;15;JAMBI;1509;150902;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
312;15;JAMBI;1509;150902;01/01/2024;MENGUNGSI;JIWA;688; Rp-   ;2024
313;15;JAMBI;1509;150902;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
314;15;JAMBI;1509;150902;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
315;15;JAMBI;1509;150902;01/01/2024;MENGUNGSI;JIWA;1256; Rp-   ;2024
316;15;JAMBI;1509;150902;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
317;15;JAMBI;1509;150902;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
318;15;JAMBI;1509;150902;01/01/2024;MENGUNGSI;JIWA;499; Rp-   ;2024
319;15;JAMBI;1509;150902;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
320;15;JAMBI;1509;150902;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
321;15;JAMBI;1509;150902;01/01/2024;MENGUNGSI;JIWA;1717; Rp-   ;2024
322;15;JAMBI;1509;150912;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
323;15;JAMBI;1509;150912;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
324;15;JAMBI;1509;150912;01/01/2024;MENGUNGSI;JIWA;412; Rp-   ;2024
325;15;JAMBI;1509;150912;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
326;15;JAMBI;1509;150912;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
327;15;JAMBI;1509;150912;01/01/2024;MENGUNGSI;JIWA;490; Rp-   ;2024
328;15;JAMBI;1509;150912;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
329;15;JAMBI;1509;150912;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
330;15;JAMBI;1509;150912;01/01/2024;MENGUNGSI;JIWA;556; Rp-   ;2024
331;15;JAMBI;1509;150912;01/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
332;15;JAMBI;1509;150912;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
333;15;JAMBI;1509;150912;01/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
334;15;JAMBI;1509;150906;01/01/2024;MENINGGAL DUNIA;JIWA;1; Rp-   ;2024
335;15;JAMBI;1509;150906;01/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
336;15;JAMBI;1509;150906;01/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
337;15;JAMBI;1509;150906;02/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
338;15;JAMBI;1509;150906;02/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
339;15;JAMBI;1509;150906;02/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
340;15;JAMBI;1506;150607;02/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
341;15;JAMBI;1506;150607;02/01/2024;MENDERITA;JIWA;290; Rp-   ;2024
342;15;JAMBI;1506;150607;02/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
343;15;JAMBI;1506;150607;02/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
344;15;JAMBI;1506;150607;02/01/2024;MENDERITA;JIWA;314; Rp-   ;2024
345;15;JAMBI;1506;150607;02/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
346;15;JAMBI;1506;150601;02/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
347;15;JAMBI;1506;150601;02/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
348;15;JAMBI;1506;150601;02/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
349;15;JAMBI;1572;157205;03/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
350;15;JAMBI;1572;157205;03/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
351;15;JAMBI;1572;157205;03/01/2024;MENGUNGSI;JIWA;1799; Rp-   ;2024
352;15;JAMBI;1572;157207;03/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
353;15;JAMBI;1572;157207;03/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
354;15;JAMBI;1572;157207;03/01/2024;MENGUNGSI;JIWA;3044; Rp-   ;2024
355;15;JAMBI;1572;157201;03/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
356;15;JAMBI;1572;157201;03/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
357;15;JAMBI;1572;157201;03/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
358;15;JAMBI;1572;157207;04/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
359;15;JAMBI;1572;157207;04/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
360;15;JAMBI;1572;157207;04/01/2024;MENGUNGSI;JIWA;3044; Rp-   ;2024
361;15;JAMBI;1502;150216;05/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
362;15;JAMBI;1502;150216;05/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
363;15;JAMBI;1502;150216;05/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
364;15;JAMBI;1505;150503;07/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
365;15;JAMBI;1505;150503;07/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
366;15;JAMBI;1505;150503;07/01/2024;MENGUNGSI;JIWA;113; Rp-   ;2024
367;15;JAMBI;1572;157208;10/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
368;15;JAMBI;1572;157208;10/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
369;15;JAMBI;1572;157208;10/01/2024;MENGUNGSI;JIWA;23; Rp-   ;2024
370;15;JAMBI;1572;157208;10/01/2024;MENINGGAL DUNIA;JIWA;0;Rp150,000,000;2024
371;15;JAMBI;1572;157208;10/01/2024;MENDERITA;JIWA;0;Rp150,000,000;2024
372;15;JAMBI;1572;157208;10/01/2024;MENGUNGSI;JIWA;0;Rp150,000,000;2024
373;15;JAMBI;1505;150501;10/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
374;15;JAMBI;1505;150501;10/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
375;15;JAMBI;1505;150501;10/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
376;15;JAMBI;1505;150511;10/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
377;15;JAMBI;1505;150511;10/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
378;15;JAMBI;1505;150511;10/01/2024;MENGUNGSI;JIWA;92; Rp-   ;2024
379;15;JAMBI;1505;150502;11/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
380;15;JAMBI;1505;150502;11/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
381;15;JAMBI;1505;150502;11/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
382;15;JAMBI;1505;150506;11/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
383;15;JAMBI;1505;150506;11/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
384;15;JAMBI;1505;150506;11/01/2024;MENGUNGSI;JIWA;7; Rp-   ;2024
385;15;JAMBI;1504;150402;11/01/2024;MENINGGAL DUNIA;JIWA;0;Rp35,000,000;2024
386;15;JAMBI;1504;150402;11/01/2024;MENDERITA;JIWA;0;Rp35,000,000;2024
387;15;JAMBI;1504;150402;11/01/2024;MENGUNGSI;JIWA;1;Rp35,000,000;2024
388;15;JAMBI;1503;150301;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
389;15;JAMBI;1503;150301;12/01/2024;MENDERITA;JIWA;229; Rp-   ;2024
390;15;JAMBI;1503;150301;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
391;15;JAMBI;1503;150310;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
392;15;JAMBI;1503;150310;12/01/2024;MENDERITA;JIWA;4944; Rp-   ;2024
393;15;JAMBI;1503;150310;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
394;15;JAMBI;1503;150302;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
395;15;JAMBI;1503;150302;12/01/2024;MENDERITA;JIWA;2388; Rp-   ;2024
396;15;JAMBI;1503;150302;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
397;15;JAMBI;1503;150303;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
398;15;JAMBI;1503;150303;12/01/2024;MENDERITA;JIWA;8074; Rp-   ;2024
399;15;JAMBI;1503;150303;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
400;15;JAMBI;1503;150305;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
401;15;JAMBI;1503;150305;12/01/2024;MENDERITA;JIWA;460; Rp-   ;2024
402;15;JAMBI;1503;150305;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
403;15;JAMBI;1503;150308;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
404;15;JAMBI;1503;150308;12/01/2024;MENDERITA;JIWA;1062; Rp-   ;2024
405;15;JAMBI;1503;150308;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
406;15;JAMBI;1502;150202;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
407;15;JAMBI;1502;150202;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
408;15;JAMBI;1502;150202;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
409;15;JAMBI;1502;150202;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
410;15;JAMBI;1502;150202;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
411;15;JAMBI;1502;150202;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
412;15;JAMBI;1502;150202;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
413;15;JAMBI;1502;150202;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
414;15;JAMBI;1502;150202;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
415;15;JAMBI;1502;150202;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
416;15;JAMBI;1502;150202;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
417;15;JAMBI;1502;150202;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
418;15;JAMBI;1502;150202;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
419;15;JAMBI;1502;150202;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
420;15;JAMBI;1502;150202;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
421;15;JAMBI;1502;150210;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
422;15;JAMBI;1502;150210;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
423;15;JAMBI;1502;150210;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
424;15;JAMBI;1502;150210;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
425;15;JAMBI;1502;150210;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
426;15;JAMBI;1502;150210;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
427;15;JAMBI;1502;150210;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
428;15;JAMBI;1502;150210;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
429;15;JAMBI;1502;150210;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
430;15;JAMBI;1502;150212;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
431;15;JAMBI;1502;150212;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
432;15;JAMBI;1502;150212;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
433;15;JAMBI;1502;150213;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
434;15;JAMBI;1502;150213;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
435;15;JAMBI;1502;150213;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
436;15;JAMBI;1502;150213;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
437;15;JAMBI;1502;150213;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
438;15;JAMBI;1502;150213;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
439;15;JAMBI;1502;150213;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
440;15;JAMBI;1502;150213;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
441;15;JAMBI;1502;150213;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
442;15;JAMBI;1502;150213;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
443;15;JAMBI;1502;150213;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
444;15;JAMBI;1502;150213;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
445;15;JAMBI;1502;150213;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
446;15;JAMBI;1502;150213;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
447;15;JAMBI;1502;150213;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
448;15;JAMBI;1502;150224;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
449;15;JAMBI;1502;150224;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
450;15;JAMBI;1502;150224;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
451;15;JAMBI;1502;150224;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
452;15;JAMBI;1502;150224;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
453;15;JAMBI;1502;150224;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
454;15;JAMBI;1502;150203;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
455;15;JAMBI;1502;150203;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
456;15;JAMBI;1502;150203;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
457;15;JAMBI;1502;150203;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
458;15;JAMBI;1502;150203;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
459;15;JAMBI;1502;150203;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
460;15;JAMBI;1502;150203;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
461;15;JAMBI;1502;150203;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
462;15;JAMBI;1502;150203;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
463;15;JAMBI;1502;150203;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
464;15;JAMBI;1502;150203;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
465;15;JAMBI;1502;150203;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
466;15;JAMBI;1502;150220;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
467;15;JAMBI;1502;150220;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
468;15;JAMBI;1502;150220;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
469;15;JAMBI;1502;150209;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
470;15;JAMBI;1502;150209;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
471;15;JAMBI;1502;150209;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
472;15;JAMBI;1502;150209;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
473;15;JAMBI;1502;150209;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
474;15;JAMBI;1502;150209;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
475;15;JAMBI;1502;150209;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
476;15;JAMBI;1502;150209;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
477;15;JAMBI;1502;150209;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
478;15;JAMBI;1502;150209;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
479;15;JAMBI;1502;150209;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
480;15;JAMBI;1502;150209;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
481;15;JAMBI;1502;150201;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
482;15;JAMBI;1502;150201;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
483;15;JAMBI;1502;150201;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
484;15;JAMBI;1502;150216;12/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
485;15;JAMBI;1502;150216;12/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
486;15;JAMBI;1502;150216;12/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
487;15;JAMBI;1502;150206;13/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
488;15;JAMBI;1502;150206;13/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
489;15;JAMBI;1502;150206;13/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
490;15;JAMBI;1502;150206;13/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
491;15;JAMBI;1502;150206;13/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
492;15;JAMBI;1502;150206;13/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
493;15;JAMBI;1502;150206;13/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
494;15;JAMBI;1502;150206;13/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
495;15;JAMBI;1502;150206;13/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
496;15;JAMBI;1502;150206;13/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
497;15;JAMBI;1502;150206;13/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
498;15;JAMBI;1502;150206;13/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
499;15;JAMBI;1502;150206;13/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
500;15;JAMBI;1502;150206;13/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
501;15;JAMBI;1502;150206;13/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
502;15;JAMBI;1502;150206;13/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
503;15;JAMBI;1502;150206;13/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
504;15;JAMBI;1502;150206;13/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
505;15;JAMBI;1502;150206;13/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
506;15;JAMBI;1502;150206;13/01/2024;MENDERITA;JIWA;0; Rp-   ;2024
507;15;JAMBI;1502;150206;13/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
508;15;JAMBI;1503;150304;14/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
509;15;JAMBI;1503;150304;14/01/2024;MENDERITA;JIWA;3491; Rp-   ;2024
510;15;JAMBI;1503;150304;14/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
511;15;JAMBI;1503;150306;15/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
512;15;JAMBI;1503;150306;15/01/2024;MENDERITA;JIWA;4604; Rp-   ;2024
513;15;JAMBI;1503;150306;15/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
514;15;JAMBI;1507;150711;15/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
515;15;JAMBI;1507;150711;15/01/2024;MENDERITA;JIWA;2433; Rp-   ;2024
516;15;JAMBI;1507;150711;15/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
517;15;JAMBI;1507;150711;15/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
518;15;JAMBI;1507;150711;15/01/2024;MENDERITA;JIWA;492; Rp-   ;2024
519;15;JAMBI;1507;150711;15/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
520;15;JAMBI;1507;150711;15/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
521;15;JAMBI;1507;150711;15/01/2024;MENDERITA;JIWA;771; Rp-   ;2024
522;15;JAMBI;1507;150711;15/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
523;15;JAMBI;1507;150711;15/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
524;15;JAMBI;1507;150711;15/01/2024;MENDERITA;JIWA;45; Rp-   ;2024
525;15;JAMBI;1507;150711;15/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
526;15;JAMBI;1507;150711;15/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
527;15;JAMBI;1507;150711;15/01/2024;MENDERITA;JIWA;103; Rp-   ;2024
528;15;JAMBI;1507;150711;15/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
529;15;JAMBI;1507;150711;15/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
530;15;JAMBI;1507;150711;15/01/2024;MENDERITA;JIWA;1500; Rp-   ;2024
531;15;JAMBI;1507;150711;15/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
532;15;JAMBI;1507;150704;15/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
533;15;JAMBI;1507;150704;15/01/2024;MENDERITA;JIWA;99; Rp-   ;2024
534;15;JAMBI;1507;150704;15/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
535;15;JAMBI;1507;150704;15/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
536;15;JAMBI;1507;150704;15/01/2024;MENDERITA;JIWA;102; Rp-   ;2024
537;15;JAMBI;1507;150704;15/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
538;15;JAMBI;1507;150704;15/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
539;15;JAMBI;1507;150704;15/01/2024;MENDERITA;JIWA;231; Rp-   ;2024
540;15;JAMBI;1507;150704;15/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
541;15;JAMBI;1507;150704;15/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
542;15;JAMBI;1507;150704;15/01/2024;MENDERITA;JIWA;252; Rp-   ;2024
543;15;JAMBI;1507;150704;15/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
544;15;JAMBI;1507;150704;15/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
545;15;JAMBI;1507;150704;15/01/2024;MENDERITA;JIWA;480; Rp-   ;2024
546;15;JAMBI;1507;150704;15/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
547;15;JAMBI;1507;150704;15/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
548;15;JAMBI;1507;150704;15/01/2024;MENDERITA;JIWA;33; Rp-   ;2024
549;15;JAMBI;1507;150704;15/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
550;15;JAMBI;1507;150704;15/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
551;15;JAMBI;1507;150704;15/01/2024;MENDERITA;JIWA;246; Rp-   ;2024
552;15;JAMBI;1507;150704;15/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
553;15;JAMBI;1507;150704;15/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
554;15;JAMBI;1507;150704;15/01/2024;MENDERITA;JIWA;15; Rp-   ;2024
555;15;JAMBI;1507;150704;15/01/2024;MENGUNGSI;JIWA;0; Rp-   ;2024
556;15;JAMBI;1507;150704;15/01/2024;MENINGGAL DUNIA;JIWA;0; Rp-   ;2024
