id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;tanggal_kejadian;kondisi_korban;satuan;jumlah_kejadian
389;;JAMBI;;;23/10/2022;KANTOR;UNIT;0
390;;JAMBI;;;23/10/2022;TEMPAT IBADAH;JIWA;0
391;;JAMBI;;;23/10/2022;SARANA KESEHATAN;UNIT;0
392;;JAMBI;;;23/10/2022;PASAR;UNIT;0
393;;JAMBI;;;23/10/2022;JEMBATAN;UNIT;1
394;;JAMBI;;;23/10/2022;JALAN;TITIK;0
395;;JAMBI;;;23/10/2022;JALAN;KM;0
396;;JAMBI;;;23/10/2022;IRIGASI;HA;0
397;;JAMBI;;;23/10/2022;KEBUN;HEKTAR;0
398;;JAMBI;;;23/10/2022;KOLAM;HA;0
399;;JAMBI;;;23/10/2022;SAWAH;HA;0
400;;JAMBI;;;23/10/2022;LAHAN TIDUR;HEKTAR;0
401;;JAMBI;;;23/10/2022;MENINGGAL DUNIA;JIWA;0
402;;JAMBI;;;23/10/2022;LUKA BERAT;JIWA;0
403;;JAMBI;;;23/10/2022;LUKA RINGAN;JIWA;0
404;;JAMBI;;;23/10/2022;RUSAK TOTAL;UNIT;0
405;;JAMBI;;;23/10/2022;RUMAH RUSAK BERAT;UNIT;0
406;;JAMBI;;;23/10/2022;RUMAH RUSAK RINGAN;UNIT;0
407;;JAMBI;;;23/10/2022;TERGENANG;UNIT;0
408;;JAMBI;;;23/10/2022;TERENDAM;UNIT;0
409;;JAMBI;;;23/10/2022;KIOS;UNIT;0
410;;JAMBI;;;23/10/2022;BANGUNAN LAIN;UNIT;0
411;;JAMBI;;;23/10/2022;KEPALA KELUARGA;JIWA;0
412;;JAMBI;;;23/10/2022;JIWA;JIWA;0
413;;JAMBI;;;23/10/2022;SEKOLAH;UNIT;0
414;;JAMBI;;;23/10/2022;KANTOR;UNIT;0
415;;JAMBI;;;23/10/2022;TEMPAT IBADAH;JIWA;0
416;;JAMBI;;;23/10/2022;SARANA KESEHATAN;UNIT;0
417;;JAMBI;;;23/10/2022;PASAR;UNIT;0
418;;JAMBI;;;23/10/2022;JEMBATAN;UNIT;0
419;;JAMBI;;;23/10/2022;JALAN;TITIK;1
420;;JAMBI;;;23/10/2022;JALAN;KM;10
421;;JAMBI;;;23/10/2022;IRIGASI;HA;0
422;;JAMBI;;;23/10/2022;KEBUN;HEKTAR;0
423;;JAMBI;;;23/10/2022;KOLAM;HA;0
424;;JAMBI;;;23/10/2022;SAWAH;HA;0
425;;JAMBI;;;23/10/2022;LAHAN TIDUR;HEKTAR;0
426;;JAMBI;;;24/10/2022;MENINGGAL DUNIA;JIWA;0
427;;JAMBI;;;24/10/2022;LUKA BERAT;JIWA;0
428;;JAMBI;;;24/10/2022;LUKA RINGAN;JIWA;0
429;;JAMBI;;;24/10/2022;RUSAK TOTAL;UNIT;0
430;;JAMBI;;;24/10/2022;RUMAH RUSAK BERAT;UNIT;0
431;;JAMBI;;;24/10/2022;RUMAH RUSAK RINGAN;UNIT;1
432;;JAMBI;;;24/10/2022;TERGENANG;UNIT;0
433;;JAMBI;;;24/10/2022;TERENDAM;UNIT;0
434;;JAMBI;;;24/10/2022;KIOS;UNIT;0
435;;JAMBI;;;24/10/2022;BANGUNAN LAIN;UNIT;0
436;;JAMBI;;;24/10/2022;KEPALA KELUARGA;JIWA;0
437;;JAMBI;;;24/10/2022;JIWA;JIWA;0
438;;JAMBI;;;24/10/2022;SEKOLAH;UNIT;0
439;;JAMBI;;;24/10/2022;KANTOR;UNIT;0
440;;JAMBI;;;24/10/2022;TEMPAT IBADAH;JIWA;0
441;;JAMBI;;;24/10/2022;SARANA KESEHATAN;UNIT;0
442;;JAMBI;;;24/10/2022;PASAR;UNIT;0
443;;JAMBI;;;24/10/2022;JEMBATAN;UNIT;0
444;;JAMBI;;;24/10/2022;JALAN;TITIK;0
445;;JAMBI;;;24/10/2022;JALAN;KM;0
446;;JAMBI;;;24/10/2022;IRIGASI;HA;0
447;;JAMBI;;;24/10/2022;KEBUN;HEKTAR;0
448;;JAMBI;;;24/10/2022;KOLAM;HA;0
449;;JAMBI;;;24/10/2022;SAWAH;HA;0
450;;JAMBI;;;24/10/2022;LAHAN TIDUR;HEKTAR;0
451;;JAMBI;;;24/10/2022;MENINGGAL DUNIA;JIWA;0
452;;JAMBI;;;24/10/2022;LUKA BERAT;JIWA;0
453;;JAMBI;;;24/10/2022;LUKA RINGAN;JIWA;0
454;;JAMBI;;;24/10/2022;RUSAK TOTAL;UNIT;0
455;;JAMBI;;;24/10/2022;RUMAH RUSAK BERAT;UNIT;0
456;;JAMBI;;;24/10/2022;RUMAH RUSAK RINGAN;UNIT;0
457;;JAMBI;;;24/10/2022;TERGENANG;UNIT;0
458;;JAMBI;;;24/10/2022;TERENDAM;UNIT;0
459;;JAMBI;;;24/10/2022;KIOS;UNIT;0
460;;JAMBI;;;24/10/2022;BANGUNAN LAIN;UNIT;0
461;;JAMBI;;;24/10/2022;KEPALA KELUARGA;JIWA;0
462;;JAMBI;;;24/10/2022;JIWA;JIWA;0
463;;JAMBI;;;24/10/2022;SEKOLAH;UNIT;0
464;;JAMBI;;;24/10/2022;KANTOR;UNIT;0
465;;JAMBI;;;24/10/2022;TEMPAT IBADAH;JIWA;0
466;;JAMBI;;;24/10/2022;SARANA KESEHATAN;UNIT;0
467;;JAMBI;;;24/10/2022;PASAR;UNIT;0
468;;JAMBI;;;24/10/2022;JEMBATAN;UNIT;0
469;;JAMBI;;;24/10/2022;JALAN;TITIK;1
470;;JAMBI;;;24/10/2022;JALAN;KM;10
471;;JAMBI;;;24/10/2022;IRIGASI;HA;0
472;;JAMBI;;;24/10/2022;KEBUN;HEKTAR;0
473;;JAMBI;;;24/10/2022;KOLAM;HA;0
474;;JAMBI;;;24/10/2022;SAWAH;HA;0
475;;JAMBI;;;24/10/2022;LAHAN TIDUR;HEKTAR;0
476;;JAMBI;;;24/10/2022;MENINGGAL DUNIA;JIWA;0
477;;JAMBI;;;24/10/2022;LUKA BERAT;JIWA;0
478;;JAMBI;;;24/10/2022;LUKA RINGAN;JIWA;0
479;;JAMBI;;;24/10/2022;RUSAK TOTAL;UNIT;0
480;;JAMBI;;;24/10/2022;RUMAH RUSAK BERAT;UNIT;1
481;;JAMBI;;;24/10/2022;RUMAH RUSAK RINGAN;UNIT;0
482;;JAMBI;;;24/10/2022;TERGENANG;UNIT;0
483;;JAMBI;;;24/10/2022;TERENDAM;UNIT;0
484;;JAMBI;;;24/10/2022;KIOS;UNIT;0
485;;JAMBI;;;24/10/2022;BANGUNAN LAIN;UNIT;0
486;;JAMBI;;;24/10/2022;KEPALA KELUARGA;JIWA;0
487;;JAMBI;;;24/10/2022;JIWA;JIWA;0
488;;JAMBI;;;24/10/2022;SEKOLAH;UNIT;0
489;;JAMBI;;;24/10/2022;KANTOR;UNIT;0
490;;JAMBI;;;24/10/2022;TEMPAT IBADAH;JIWA;0
491;;JAMBI;;;24/10/2022;SARANA KESEHATAN;UNIT;0
492;;JAMBI;;;24/10/2022;PASAR;UNIT;0
493;;JAMBI;;;24/10/2022;JEMBATAN;UNIT;0
494;;JAMBI;;;24/10/2022;JALAN;TITIK;0
495;;JAMBI;;;24/10/2022;JALAN;KM;0
496;;JAMBI;;;24/10/2022;IRIGASI;HA;0
497;;JAMBI;;;24/10/2022;KEBUN;HEKTAR;0
498;;JAMBI;;;24/10/2022;KOLAM;HA;0
499;;JAMBI;;;24/10/2022;SAWAH;HA;0
500;;JAMBI;;;24/10/2022;LAHAN TIDUR;HEKTAR;0
501;;JAMBI;;;24/10/2022;MENINGGAL DUNIA;JIWA;0
502;;JAMBI;;;24/10/2022;LUKA BERAT;JIWA;0
503;;JAMBI;;;24/10/2022;LUKA RINGAN;JIWA;0
504;;JAMBI;;;24/10/2022;RUSAK TOTAL;UNIT;0
505;;JAMBI;;;24/10/2022;RUMAH RUSAK BERAT;UNIT;0
506;;JAMBI;;;24/10/2022;RUMAH RUSAK RINGAN;UNIT;0
507;;JAMBI;;;24/10/2022;TERGENANG;UNIT;0
508;;JAMBI;;;24/10/2022;TERENDAM;UNIT;0
509;;JAMBI;;;24/10/2022;KIOS;UNIT;0
510;;JAMBI;;;24/10/2022;BANGUNAN LAIN;UNIT;0
511;;JAMBI;;;24/10/2022;KEPALA KELUARGA;JIWA;0
512;;JAMBI;;;24/10/2022;JIWA;JIWA;0
513;;JAMBI;;;24/10/2022;SEKOLAH;UNIT;0
514;;JAMBI;;;24/10/2022;KANTOR;UNIT;0
515;;JAMBI;;;24/10/2022;TEMPAT IBADAH;JIWA;0
516;;JAMBI;;;24/10/2022;SARANA KESEHATAN;UNIT;0
517;;JAMBI;;;24/10/2022;PASAR;UNIT;0
518;;JAMBI;;;24/10/2022;JEMBATAN;UNIT;1
519;;JAMBI;;;24/10/2022;JALAN;TITIK;0
520;;JAMBI;;;24/10/2022;JALAN;KM;0
521;;JAMBI;;;24/10/2022;IRIGASI;HA;0
522;;JAMBI;;;24/10/2022;KEBUN;HEKTAR;0
523;;JAMBI;;;24/10/2022;KOLAM;HA;0
524;;JAMBI;;;24/10/2022;SAWAH;HA;0
525;;JAMBI;;;24/10/2022;LAHAN TIDUR;HEKTAR;0
526;;JAMBI;;;26/10/2022;MENINGGAL DUNIA;JIWA;0
527;;JAMBI;;;26/10/2022;LUKA BERAT;JIWA;0
528;;JAMBI;;;26/10/2022;LUKA RINGAN;JIWA;0
529;;JAMBI;;;26/10/2022;RUSAK TOTAL;UNIT;0
530;;JAMBI;;;26/10/2022;RUMAH RUSAK BERAT;UNIT;0
531;;JAMBI;;;26/10/2022;RUMAH RUSAK RINGAN;UNIT;0
532;;JAMBI;;;26/10/2022;TERGENANG;UNIT;0
533;;JAMBI;;;26/10/2022;TERENDAM;UNIT;0
534;;JAMBI;;;26/10/2022;KIOS;UNIT;0
535;;JAMBI;;;26/10/2022;BANGUNAN LAIN;UNIT;0
536;;JAMBI;;;26/10/2022;KEPALA KELUARGA;JIWA;0
537;;JAMBI;;;26/10/2022;JIWA;JIWA;0
538;;JAMBI;;;26/10/2022;SEKOLAH;UNIT;0
539;;JAMBI;;;26/10/2022;KANTOR;UNIT;0
540;;JAMBI;;;26/10/2022;TEMPAT IBADAH;JIWA;0
541;;JAMBI;;;26/10/2022;SARANA KESEHATAN;UNIT;0
542;;JAMBI;;;26/10/2022;PASAR;UNIT;0
543;;JAMBI;;;26/10/2022;JEMBATAN;UNIT;0
544;;JAMBI;;;26/10/2022;JALAN;TITIK;5
545;;JAMBI;;;26/10/2022;JALAN;KM;50
546;;JAMBI;;;26/10/2022;IRIGASI;HA;0
547;;JAMBI;;;26/10/2022;KEBUN;HEKTAR;0
548;;JAMBI;;;26/10/2022;KOLAM;HA;0
549;;JAMBI;;;26/10/2022;SAWAH;HA;0
550;;JAMBI;;;26/10/2022;LAHAN TIDUR;HEKTAR;0
551;;JAMBI;;;05/11/2022;MENINGGAL DUNIA;JIWA;0
552;;JAMBI;;;05/11/2022;LUKA BERAT;JIWA;0
553;;JAMBI;;;05/11/2022;LUKA RINGAN;JIWA;0
554;;JAMBI;;;05/11/2022;RUSAK TOTAL;UNIT;0
555;;JAMBI;;;05/11/2022;RUMAH RUSAK BERAT;UNIT;0
556;;JAMBI;;;05/11/2022;RUMAH RUSAK RINGAN;UNIT;0
557;;JAMBI;;;05/11/2022;TERGENANG;UNIT;0
558;;JAMBI;;;05/11/2022;TERENDAM;UNIT;0
559;;JAMBI;;;05/11/2022;KIOS;UNIT;0
560;;JAMBI;;;05/11/2022;BANGUNAN LAIN;UNIT;0
561;;JAMBI;;;05/11/2022;KEPALA KELUARGA;JIWA;0
562;;JAMBI;;;05/11/2022;JIWA;JIWA;0
563;;JAMBI;;;05/11/2022;SEKOLAH;UNIT;0
564;;JAMBI;;;05/11/2022;KANTOR;UNIT;0
565;;JAMBI;;;05/11/2022;TEMPAT IBADAH;JIWA;0
566;;JAMBI;;;05/11/2022;SARANA KESEHATAN;UNIT;0
567;;JAMBI;;;05/11/2022;PASAR;UNIT;0
568;;JAMBI;;;05/11/2022;JEMBATAN;UNIT;0
569;;JAMBI;;;05/11/2022;JALAN;TITIK;1
570;;JAMBI;;;05/11/2022;JALAN;KM;0
571;;JAMBI;;;05/11/2022;IRIGASI;HA;0
572;;JAMBI;;;05/11/2022;KEBUN;HEKTAR;0
573;;JAMBI;;;05/11/2022;KOLAM;HA;0
574;;JAMBI;;;05/11/2022;SAWAH;HA;0
575;;JAMBI;;;05/11/2022;LAHAN TIDUR;HEKTAR;0
576;;JAMBI;;;08/11/2022;MENINGGAL DUNIA;JIWA;0
577;;JAMBI;;;08/11/2022;LUKA BERAT;JIWA;0
578;;JAMBI;;;08/11/2022;LUKA RINGAN;JIWA;0
579;;JAMBI;;;08/11/2022;RUSAK TOTAL;UNIT;0
580;;JAMBI;;;08/11/2022;RUMAH RUSAK BERAT;UNIT;0
581;;JAMBI;;;08/11/2022;RUMAH RUSAK RINGAN;UNIT;0
582;;JAMBI;;;08/11/2022;TERGENANG;UNIT;0
583;;JAMBI;;;08/11/2022;TERENDAM;UNIT;0
584;;JAMBI;;;08/11/2022;KIOS;UNIT;0
585;;JAMBI;;;08/11/2022;BANGUNAN LAIN;UNIT;0
586;;JAMBI;;;08/11/2022;KEPALA KELUARGA;JIWA;0
587;;JAMBI;;;08/11/2022;JIWA;JIWA;0
588;;JAMBI;;;08/11/2022;SEKOLAH;UNIT;0
589;;JAMBI;;;08/11/2022;KANTOR;UNIT;0
590;;JAMBI;;;08/11/2022;TEMPAT IBADAH;JIWA;0
591;;JAMBI;;;08/11/2022;SARANA KESEHATAN;UNIT;0
592;;JAMBI;;;08/11/2022;PASAR;UNIT;0
593;;JAMBI;;;08/11/2022;JEMBATAN;UNIT;0
594;;JAMBI;;;08/11/2022;JALAN;TITIK;1
595;;JAMBI;;;08/11/2022;JALAN;KM;80
596;;JAMBI;;;08/11/2022;IRIGASI;HA;0
597;;JAMBI;;;08/11/2022;KEBUN;HEKTAR;0
598;;JAMBI;;;08/11/2022;KOLAM;HA;0
599;;JAMBI;;;08/11/2022;SAWAH;HA;0
600;;JAMBI;;;08/11/2022;LAHAN TIDUR;HEKTAR;0
601;;JAMBI;;;17/11/2022;MENINGGAL DUNIA;JIWA;0
602;;JAMBI;;;17/11/2022;LUKA BERAT;JIWA;0
603;;JAMBI;;;17/11/2022;LUKA RINGAN;JIWA;0
604;;JAMBI;;;17/11/2022;RUSAK TOTAL;UNIT;0
605;;JAMBI;;;17/11/2022;RUMAH RUSAK BERAT;UNIT;0
606;;JAMBI;;;17/11/2022;RUMAH RUSAK RINGAN;UNIT;1
607;;JAMBI;;;17/11/2022;TERGENANG;UNIT;0
608;;JAMBI;;;17/11/2022;TERENDAM;UNIT;0
609;;JAMBI;;;17/11/2022;KIOS;UNIT;0
610;;JAMBI;;;17/11/2022;BANGUNAN LAIN;UNIT;0
611;;JAMBI;;;17/11/2022;KEPALA KELUARGA;JIWA;0
612;;JAMBI;;;17/11/2022;JIWA;JIWA;0
613;;JAMBI;;;17/11/2022;SEKOLAH;UNIT;0
614;;JAMBI;;;17/11/2022;KANTOR;UNIT;0
615;;JAMBI;;;17/11/2022;TEMPAT IBADAH;JIWA;0
616;;JAMBI;;;17/11/2022;SARANA KESEHATAN;UNIT;0
617;;JAMBI;;;17/11/2022;PASAR;UNIT;0
618;;JAMBI;;;17/11/2022;JEMBATAN;UNIT;0
619;;JAMBI;;;17/11/2022;JALAN;TITIK;0
620;;JAMBI;;;17/11/2022;JALAN;KM;0
621;;JAMBI;;;17/11/2022;IRIGASI;HA;0
622;;JAMBI;;;17/11/2022;KEBUN;HEKTAR;0
623;;JAMBI;;;17/11/2022;KOLAM;HA;0
624;;JAMBI;;;17/11/2022;SAWAH;HA;0
625;;JAMBI;;;17/11/2022;LAHAN TIDUR;HEKTAR;0
626;;JAMBI;;;05/01/2023;MENINGGAL DUNIA;JIWA;0
627;;JAMBI;;;05/01/2023;LUKA BERAT;JIWA;0
628;;JAMBI;;;05/01/2023;LUKA RINGAN;JIWA;0
629;;JAMBI;;;05/01/2023;RUSAK TOTAL;UNIT;0
630;;JAMBI;;;05/01/2023;RUMAH RUSAK BERAT;UNIT;0
631;;JAMBI;;;05/01/2023;RUMAH RUSAK RINGAN;UNIT;0
632;;JAMBI;;;05/01/2023;TERGENANG;UNIT;0
633;;JAMBI;;;05/01/2023;TERENDAM;UNIT;0
634;;JAMBI;;;05/01/2023;KIOS;UNIT;0
635;;JAMBI;;;05/01/2023;BANGUNAN LAIN;UNIT;0
636;;JAMBI;;;05/01/2023;KEPALA KELUARGA;JIWA;2
637;;JAMBI;;;05/01/2023;JIWA;JIWA;4
638;;JAMBI;;;05/01/2023;SEKOLAH;UNIT;0
639;;JAMBI;;;05/01/2023;KANTOR;UNIT;0
640;;JAMBI;;;05/01/2023;TEMPAT IBADAH;JIWA;0
641;;JAMBI;;;05/01/2023;SARANA KESEHATAN;UNIT;0
642;;JAMBI;;;05/01/2023;PASAR;UNIT;0
643;;JAMBI;;;05/01/2023;JEMBATAN;UNIT;0
644;;JAMBI;;;05/01/2023;JALAN;TITIK;0
645;;JAMBI;;;05/01/2023;JALAN;KM;0
646;;JAMBI;;;05/01/2023;IRIGASI;HA;0
647;;JAMBI;;;05/01/2023;KEBUN;HEKTAR;0
648;;JAMBI;;;05/01/2023;KOLAM;HA;0
649;;JAMBI;;;05/01/2023;SAWAH;HA;0
650;;JAMBI;;;05/01/2023;LAHAN TIDUR;HEKTAR;0
651;;JAMBI;;;21/02/2023;MENINGGAL DUNIA;JIWA;0
652;;JAMBI;;;21/02/2023;LUKA BERAT;JIWA;0
653;;JAMBI;;;21/02/2023;LUKA RINGAN;JIWA;0
654;;JAMBI;;;21/02/2023;RUSAK TOTAL;UNIT;0
655;;JAMBI;;;21/02/2023;RUMAH RUSAK BERAT;UNIT;0
656;;JAMBI;;;21/02/2023;RUMAH RUSAK RINGAN;UNIT;0
657;;JAMBI;;;21/02/2023;TERGENANG;UNIT;0
658;;JAMBI;;;21/02/2023;TERENDAM;UNIT;0
659;;JAMBI;;;21/02/2023;KIOS;UNIT;0
660;;JAMBI;;;21/02/2023;BANGUNAN LAIN;UNIT;0
661;;JAMBI;;;21/02/2023;KEPALA KELUARGA;JIWA;1
662;;JAMBI;;;21/02/2023;JIWA;JIWA;5
663;;JAMBI;;;21/02/2023;SEKOLAH;UNIT;0
664;;JAMBI;;;21/02/2023;KANTOR;UNIT;0
665;;JAMBI;;;21/02/2023;TEMPAT IBADAH;JIWA;0
666;;JAMBI;;;21/02/2023;SARANA KESEHATAN;UNIT;0
667;;JAMBI;;;21/02/2023;PASAR;UNIT;0
668;;JAMBI;;;21/02/2023;JEMBATAN;UNIT;0
669;;JAMBI;;;21/02/2023;JALAN;TITIK;0
670;;JAMBI;;;21/02/2023;JALAN;KM;0
671;;JAMBI;;;21/02/2023;IRIGASI;HA;0
672;;JAMBI;;;21/02/2023;KEBUN;HEKTAR;0
673;;JAMBI;;;21/02/2023;KOLAM;HA;0
674;;JAMBI;;;21/02/2023;SAWAH;HA;0
675;;JAMBI;;;21/02/2023;LAHAN TIDUR;HEKTAR;0
676;;JAMBI;;;13/03/2023;MENINGGAL DUNIA;JIWA;0
677;;JAMBI;;;13/03/2023;LUKA BERAT;JIWA;0
678;;JAMBI;;;13/03/2023;LUKA RINGAN;JIWA;0
679;;JAMBI;;;13/03/2023;RUSAK TOTAL;UNIT;0
680;;JAMBI;;;13/03/2023;RUMAH RUSAK BERAT;UNIT;0
681;;JAMBI;;;13/03/2023;RUMAH RUSAK RINGAN;UNIT;1
682;;JAMBI;;;13/03/2023;TERGENANG;UNIT;0
683;;JAMBI;;;13/03/2023;TERENDAM;UNIT;0
684;;JAMBI;;;13/03/2023;KIOS;UNIT;0
685;;JAMBI;;;13/03/2023;BANGUNAN LAIN;UNIT;0
686;;JAMBI;;;13/03/2023;KEPALA KELUARGA;JIWA;4
687;;JAMBI;;;13/03/2023;JIWA;JIWA;8
688;;JAMBI;;;13/03/2023;SEKOLAH;UNIT;0
689;;JAMBI;;;13/03/2023;KANTOR;UNIT;0
690;;JAMBI;;;13/03/2023;TEMPAT IBADAH;JIWA;0
691;;JAMBI;;;13/03/2023;SARANA KESEHATAN;UNIT;0
692;;JAMBI;;;13/03/2023;PASAR;UNIT;0
693;;JAMBI;;;13/03/2023;JEMBATAN;UNIT;0
694;;JAMBI;;;13/03/2023;JALAN;TITIK;0
695;;JAMBI;;;13/03/2023;JALAN;KM;0
696;;JAMBI;;;13/03/2023;IRIGASI;HA;0
697;;JAMBI;;;13/03/2023;KEBUN;HEKTAR;0
698;;JAMBI;;;13/03/2023;KOLAM;HA;0
699;;JAMBI;;;13/03/2023;SAWAH;HA;0
700;;JAMBI;;;13/03/2023;LAHAN TIDUR;HEKTAR;0
701;;JAMBI;;;13/03/2023;MENINGGAL DUNIA;JIWA;0
702;;JAMBI;;;13/03/2023;LUKA BERAT;JIWA;0
703;;JAMBI;;;13/03/2023;LUKA RINGAN;JIWA;0
704;;JAMBI;;;13/03/2023;RUSAK TOTAL;UNIT;0
705;;JAMBI;;;13/03/2023;RUMAH RUSAK BERAT;UNIT;0
706;;JAMBI;;;13/03/2023;RUMAH RUSAK RINGAN;UNIT;0
707;;JAMBI;;;13/03/2023;TERGENANG;UNIT;0
708;;JAMBI;;;13/03/2023;TERENDAM;UNIT;0
709;;JAMBI;;;13/03/2023;KIOS;UNIT;0
710;;JAMBI;;;13/03/2023;BANGUNAN LAIN;UNIT;0
711;;JAMBI;;;13/03/2023;KEPALA KELUARGA;JIWA;120
712;;JAMBI;;;13/03/2023;JIWA;JIWA;0
713;;JAMBI;;;13/03/2023;SEKOLAH;UNIT;0
714;;JAMBI;;;13/03/2023;KANTOR;UNIT;0
715;;JAMBI;;;13/03/2023;TEMPAT IBADAH;JIWA;0
716;;JAMBI;;;13/03/2023;SARANA KESEHATAN;UNIT;0
717;;JAMBI;;;13/03/2023;PASAR;UNIT;0
718;;JAMBI;;;13/03/2023;JEMBATAN;UNIT;0
719;;JAMBI;;;13/03/2023;JALAN;TITIK;0
720;;JAMBI;;;13/03/2023;JALAN;KM;0
721;;JAMBI;;;13/03/2023;IRIGASI;HA;0
722;;JAMBI;;;13/03/2023;KEBUN;HEKTAR;0
723;;JAMBI;;;13/03/2023;KOLAM;HA;0
724;;JAMBI;;;13/03/2023;SAWAH;HA;0
725;;JAMBI;;;13/03/2023;LAHAN TIDUR;HEKTAR;0
726;;JAMBI;;;12/03/2023;MENINGGAL DUNIA;JIWA;0
727;;JAMBI;;;12/03/2023;LUKA BERAT;JIWA;0
728;;JAMBI;;;12/03/2023;LUKA RINGAN;JIWA;0
729;;JAMBI;;;12/03/2023;RUSAK TOTAL;UNIT;0
730;;JAMBI;;;12/03/2023;RUMAH RUSAK BERAT;UNIT;0
731;;JAMBI;;;12/03/2023;RUMAH RUSAK RINGAN;UNIT;1
732;;JAMBI;;;12/03/2023;TERGENANG;UNIT;0
733;;JAMBI;;;12/03/2023;TERENDAM;UNIT;0
734;;JAMBI;;;12/03/2023;KIOS;UNIT;0
735;;JAMBI;;;12/03/2023;BANGUNAN LAIN;UNIT;0
736;;JAMBI;;;12/03/2023;KEPALA KELUARGA;JIWA;1
737;;JAMBI;;;12/03/2023;JIWA;JIWA;0
738;;JAMBI;;;12/03/2023;SEKOLAH;UNIT;0
739;;JAMBI;;;12/03/2023;KANTOR;UNIT;0
740;;JAMBI;;;12/03/2023;TEMPAT IBADAH;JIWA;0
741;;JAMBI;;;12/03/2023;SARANA KESEHATAN;UNIT;0
742;;JAMBI;;;12/03/2023;PASAR;UNIT;0
743;;JAMBI;;;12/03/2023;JEMBATAN;UNIT;0
744;;JAMBI;;;12/03/2023;JALAN;TITIK;0
745;;JAMBI;;;12/03/2023;JALAN;KM;0
746;;JAMBI;;;12/03/2023;IRIGASI;HA;0
747;;JAMBI;;;12/03/2023;KEBUN;HEKTAR;0
748;;JAMBI;;;12/03/2023;KOLAM;HA;0
749;;JAMBI;;;12/03/2023;SAWAH;HA;0
750;;JAMBI;;;12/03/2023;LAHAN TIDUR;HEKTAR;0
751;;JAMBI;;;08/03/2023;MENINGGAL DUNIA;JIWA;0
752;;JAMBI;;;08/03/2023;LUKA BERAT;JIWA;0
753;;JAMBI;;;08/03/2023;LUKA RINGAN;JIWA;0
754;;JAMBI;;;08/03/2023;RUSAK TOTAL;UNIT;0
755;;JAMBI;;;08/03/2023;RUMAH RUSAK BERAT;UNIT;0
756;;JAMBI;;;08/03/2023;RUMAH RUSAK RINGAN;UNIT;1
757;;JAMBI;;;08/03/2023;TERGENANG;UNIT;0
758;;JAMBI;;;08/03/2023;TERENDAM;UNIT;0
759;;JAMBI;;;08/03/2023;KIOS;UNIT;0
760;;JAMBI;;;08/03/2023;BANGUNAN LAIN;UNIT;0
761;;JAMBI;;;08/03/2023;KEPALA KELUARGA;JIWA;19
762;;JAMBI;;;08/03/2023;JIWA;JIWA;0
763;;JAMBI;;;08/03/2023;SEKOLAH;UNIT;0
764;;JAMBI;;;08/03/2023;KANTOR;UNIT;0
765;;JAMBI;;;08/03/2023;TEMPAT IBADAH;JIWA;4
766;;JAMBI;;;08/03/2023;SARANA KESEHATAN;UNIT;0
767;;JAMBI;;;08/03/2023;PASAR;UNIT;0
768;;JAMBI;;;08/03/2023;JEMBATAN;UNIT;0
769;;JAMBI;;;08/03/2023;JALAN;TITIK;0
770;;JAMBI;;;08/03/2023;JALAN;KM;0
771;;JAMBI;;;08/03/2023;IRIGASI;HA;0
772;;JAMBI;;;08/03/2023;KEBUN;HEKTAR;0
773;;JAMBI;;;08/03/2023;KOLAM;HA;0
774;;JAMBI;;;08/03/2023;SAWAH;HA;0
775;;JAMBI;;;08/03/2023;LAHAN TIDUR;HEKTAR;0
776;;JAMBI;;;11/03/2023;MENINGGAL DUNIA;JIWA;0
777;;JAMBI;;;11/03/2023;LUKA BERAT;JIWA;0
778;;JAMBI;;;11/03/2023;LUKA RINGAN;JIWA;0
779;;JAMBI;;;11/03/2023;RUSAK TOTAL;UNIT;0
780;;JAMBI;;;11/03/2023;RUMAH RUSAK BERAT;UNIT;0
781;;JAMBI;;;11/03/2023;RUMAH RUSAK RINGAN;UNIT;0
782;;JAMBI;;;11/03/2023;TERGENANG;UNIT;0
783;;JAMBI;;;11/03/2023;TERENDAM;UNIT;0
784;;JAMBI;;;11/03/2023;KIOS;UNIT;0
785;;JAMBI;;;11/03/2023;BANGUNAN LAIN;UNIT;0
786;;JAMBI;;;11/03/2023;KEPALA KELUARGA;JIWA;0
787;;JAMBI;;;11/03/2023;JIWA;JIWA;0
788;;JAMBI;;;11/03/2023;SEKOLAH;UNIT;0
789;;JAMBI;;;11/03/2023;KANTOR;UNIT;0
790;;JAMBI;;;11/03/2023;TEMPAT IBADAH;JIWA;8
791;;JAMBI;;;11/03/2023;SARANA KESEHATAN;UNIT;0
792;;JAMBI;;;11/03/2023;PASAR;UNIT;0
793;;JAMBI;;;11/03/2023;JEMBATAN;UNIT;0
794;;JAMBI;;;11/03/2023;JALAN;TITIK;0
795;;JAMBI;;;11/03/2023;JALAN;KM;0
796;;JAMBI;;;11/03/2023;IRIGASI;HA;0
797;;JAMBI;;;11/03/2023;KEBUN;HEKTAR;0
798;;JAMBI;;;11/03/2023;KOLAM;HA;0
799;;JAMBI;;;11/03/2023;SAWAH;HA;0
800;;JAMBI;;;11/03/2023;LAHAN TIDUR;HEKTAR;0
801;;JAMBI;;;11/03/2023;MENINGGAL DUNIA;JIWA;0
802;;JAMBI;;;11/03/2023;LUKA BERAT;JIWA;0
