id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;tanggal_kejadian;kondisi_korban;satuan;jumlah_kejadian
354;;JAMBI;;;22/10/2022;RUSAK TOTAL;UNIT;0
355;;JAMBI;;;22/10/2022;RUMAH RUSAK BERAT;UNIT;0
356;;JAMBI;;;22/10/2022;RUMAH RUSAK RINGAN;UNIT;0
357;;JAMBI;;;22/10/2022;TERGENANG;UNIT;0
358;;JAMBI;;;22/10/2022;TERENDAM;UNIT;0
359;;JAMBI;;;22/10/2022;KIOS;UNIT;0
360;;JAMBI;;;22/10/2022;BANGUNAN LAIN;UNIT;0
361;;JAMBI;;;22/10/2022;KEPALA KELUARGA;JIWA;0
362;;JAMBI;;;22/10/2022;JIWA;JIWA;0
363;;JAMBI;;;22/10/2022;SEKOLAH;UNIT;0
364;;JAMBI;;;22/10/2022;KANTOR;UNIT;0
365;;JAMBI;;;22/10/2022;TEMPAT IBADAH;JIWA;0
366;;JAMBI;;;22/10/2022;SARANA KESEHATAN;UNIT;0
367;;JAMBI;;;22/10/2022;PASAR;UNIT;0
368;;JAMBI;;;22/10/2022;JEMBATAN;UNIT;0
369;;JAMBI;;;22/10/2022;JALAN;TITIK;1
370;;JAMBI;;;22/10/2022;JALAN;KM;0
371;;JAMBI;;;22/10/2022;IRIGASI;HA;0
372;;JAMBI;;;22/10/2022;KEBUN;HEKTAR;0
373;;JAMBI;;;22/10/2022;KOLAM;HA;0
374;;JAMBI;;;22/10/2022;SAWAH;HA;0
375;;JAMBI;;;22/10/2022;LAHAN TIDUR;HEKTAR;0
376;;JAMBI;;;23/10/2022;MENINGGAL DUNIA;JIWA;0
377;;JAMBI;;;23/10/2022;LUKA BERAT;JIWA;0
378;;JAMBI;;;23/10/2022;LUKA RINGAN;JIWA;0
379;;JAMBI;;;23/10/2022;RUSAK TOTAL;UNIT;0
380;;JAMBI;;;23/10/2022;RUMAH RUSAK BERAT;UNIT;0
381;;JAMBI;;;23/10/2022;RUMAH RUSAK RINGAN;UNIT;0
382;;JAMBI;;;23/10/2022;TERGENANG;UNIT;0
383;;JAMBI;;;23/10/2022;TERENDAM;UNIT;0
384;;JAMBI;;;23/10/2022;KIOS;UNIT;0
385;;JAMBI;;;23/10/2022;BANGUNAN LAIN;UNIT;0
386;;JAMBI;;;23/10/2022;KEPALA KELUARGA;JIWA;46
387;;JAMBI;;;23/10/2022;JIWA;JIWA;116
388;;JAMBI;;;23/10/2022;SEKOLAH;UNIT;0
