id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;tanggal_kejadian;keterangan;satuan;jumlah_kejadian; jumlah_kerugian ;tahun
49;15;JAMBI;1502;150216;05/01/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
50;15;JAMBI;1502;150216;05/01/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
51;15;JAMBI;1502;150216;05/01/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
52;15;JAMBI;1502;150216;05/01/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
53;15;JAMBI;1502;150216;05/01/2024;PERKANTORAN;UNIT;0; Rp- ;2024
54;15;JAMBI;1502;150216;05/01/2024;BANGUNAN LAIN;UNIT;0; Rp- ;2024
55;15;JAMBI;1502;150216;05/01/2024;JEMBATAN;UNIT;0; Rp- ;2024
56;15;JAMBI;1502;150216;05/01/2024;JALAN;KM;18; Rp- ;2024
57;15;JAMBI;1502;150216;05/01/2024;SAWAH;HA;0; Rp- ;2024
58;15;JAMBI;1502;150216;05/01/2024;KEBUN;HEKTAR;0; Rp- ;2024
59;15;JAMBI;1502;150216;05/01/2024;KOLAM;HA;0; Rp- ;2024
60;15;JAMBI;1502;150216;05/01/2024;IRIGASI;HA;0; Rp- ;2024
61;15;JAMBI;1572;157208;10/01/2024;MENINGGAL DUNIA;JIWA;0; Rp- ;2024
62;15;JAMBI;1572;157208;10/01/2024;HILANG;JIWA;0; Rp- ;2024
63;15;JAMBI;1572;157208;10/01/2024;LUKA;JIWA;0; Rp- ;2024
64;15;JAMBI;1572;157208;10/01/2024;MENDERITA;JIWA;0; Rp- ;2024
65;15;JAMBI;1572;157208;10/01/2024;MENGUNGSI;JIWA;0; Rp- ;2024
66;15;JAMBI;1572;157208;10/01/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
67;15;JAMBI;1572;157208;10/01/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
68;15;JAMBI;1572;157208;10/01/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
69;15;JAMBI;1572;157208;10/01/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
70;15;JAMBI;1572;157208;10/01/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
71;15;JAMBI;1572;157208;10/01/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
72;15;JAMBI;1572;157208;10/01/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
73;15;JAMBI;1572;157208;10/01/2024;PERKANTORAN;UNIT;0; Rp- ;2024
74;15;JAMBI;1572;157208;10/01/2024;BANGUNAN LAIN;UNIT;0; Rp- ;2024
75;15;JAMBI;1572;157208;10/01/2024;JEMBATAN;UNIT;0; Rp- ;2024
76;15;JAMBI;1572;157208;10/01/2024;JALAN;KM;0; Rp- ;2024
77;15;JAMBI;1572;157208;10/01/2024;SAWAH;HA;0; Rp- ;2024
78;15;JAMBI;1572;157208;10/01/2024;KEBUN;HEKTAR;0; Rp- ;2024
79;15;JAMBI;1572;157208;10/01/2024;KOLAM;HA;0; Rp- ;2024
80;15;JAMBI;1572;157208;10/01/2024;IRIGASI;HA;0; Rp- ;2024
81;15;JAMBI;1572;157208;23/01/2024;MENINGGAL DUNIA;JIWA;0; Rp- ;2024
82;15;JAMBI;1572;157208;23/01/2024;HILANG;JIWA;0; Rp- ;2024
83;15;JAMBI;1572;157208;23/01/2024;LUKA;JIWA;0; Rp- ;2024
84;15;JAMBI;1572;157208;23/01/2024;MENDERITA;JIWA;0; Rp- ;2024
85;15;JAMBI;1572;157208;23/01/2024;MENGUNGSI;JIWA;0; Rp- ;2024
86;15;JAMBI;1572;157208;23/01/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
87;15;JAMBI;1572;157208;23/01/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
88;15;JAMBI;1572;157208;23/01/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
89;15;JAMBI;1572;157208;23/01/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
90;15;JAMBI;1572;157208;23/01/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
91;15;JAMBI;1572;157208;23/01/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
92;15;JAMBI;1572;157208;23/01/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
93;15;JAMBI;1572;157208;23/01/2024;PERKANTORAN;UNIT;0; Rp- ;2024
94;15;JAMBI;1572;157208;23/01/2024;BANGUNAN LAIN;UNIT;0; Rp- ;2024
95;15;JAMBI;1572;157208;23/01/2024;JEMBATAN;UNIT;0; Rp- ;2024
96;15;JAMBI;1572;157208;23/01/2024;JALAN;KM;500; Rp- ;2024
97;15;JAMBI;1572;157208;23/01/2024;SAWAH;HA;0; Rp- ;2024
98;15;JAMBI;1572;157208;23/01/2024;KEBUN;HEKTAR;0; Rp- ;2024
99;15;JAMBI;1572;157208;23/01/2024;KOLAM;HA;0; Rp- ;2024
100;15;JAMBI;1572;157208;23/01/2024;IRIGASI;HA;0; Rp- ;2024
101;15;JAMBI;1503;150305;30/01/2024;MENINGGAL DUNIA;JIWA;0; Rp- ;2024
102;15;JAMBI;1503;150305;30/01/2024;HILANG;JIWA;0; Rp- ;2024
103;15;JAMBI;1503;150305;30/01/2024;LUKA;JIWA;0; Rp- ;2024
104;15;JAMBI;1503;150305;30/01/2024;MENDERITA;JIWA;0; Rp- ;2024
105;15;JAMBI;1503;150305;30/01/2024;MENGUNGSI;JIWA;0; Rp- ;2024
106;15;JAMBI;1503;150305;30/01/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
107;15;JAMBI;1503;150305;30/01/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
108;15;JAMBI;1503;150305;30/01/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
109;15;JAMBI;1503;150305;30/01/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
110;15;JAMBI;1503;150305;30/01/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
111;15;JAMBI;1503;150305;30/01/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
112;15;JAMBI;1503;150305;30/01/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
113;15;JAMBI;1503;150305;30/01/2024;PERKANTORAN;UNIT;0; Rp- ;2024
114;15;JAMBI;1503;150305;30/01/2024;BANGUNAN LAIN;UNIT;0; Rp- ;2024
115;15;JAMBI;1503;150305;30/01/2024;JEMBATAN;UNIT;0; Rp- ;2024
116;15;JAMBI;1503;150305;30/01/2024;JALAN;KM;1; Rp- ;2024
117;15;JAMBI;1503;150305;30/01/2024;SAWAH;HA;0; Rp- ;2024
118;15;JAMBI;1503;150305;30/01/2024;KEBUN;HEKTAR;0; Rp- ;2024
119;15;JAMBI;1503;150305;30/01/2024;KOLAM;HA;0; Rp- ;2024
120;15;JAMBI;1503;150305;30/01/2024;IRIGASI;HA;0; Rp- ;2024
121;15;JAMBI;1503;150303;31/01/2024;MENINGGAL DUNIA;JIWA;0; Rp- ;2024
122;15;JAMBI;1503;150303;31/01/2024;HILANG;JIWA;0; Rp- ;2024
123;15;JAMBI;1503;150303;31/01/2024;LUKA;JIWA;0; Rp- ;2024
124;15;JAMBI;1503;150303;31/01/2024;MENDERITA;JIWA;0; Rp- ;2024
125;15;JAMBI;1503;150303;31/01/2024;MENGUNGSI;JIWA;0; Rp- ;2024
126;15;JAMBI;1503;150303;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
127;15;JAMBI;1503;150303;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
128;15;JAMBI;1503;150303;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
129;15;JAMBI;1503;150303;31/01/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
130;15;JAMBI;1503;150303;31/01/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
131;15;JAMBI;1503;150303;31/01/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
132;15;JAMBI;1503;150303;31/01/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
133;15;JAMBI;1503;150303;31/01/2024;PERKANTORAN;UNIT;0; Rp- ;2024
134;15;JAMBI;1503;150303;31/01/2024;BANGUNAN LAIN;UNIT;0; Rp- ;2024
135;15;JAMBI;1503;150303;31/01/2024;JEMBATAN;UNIT;1; Rp- ;2024
136;15;JAMBI;1503;150303;31/01/2024;JALAN;KM;0; Rp- ;2024
137;15;JAMBI;1503;150303;31/01/2024;SAWAH;HA;0; Rp- ;2024
138;15;JAMBI;1503;150303;31/01/2024;KEBUN;HEKTAR;0; Rp- ;2024
139;15;JAMBI;1503;150303;31/01/2024;KOLAM;HA;0; Rp- ;2024
140;15;JAMBI;1503;150303;31/01/2024;IRIGASI;HA;0; Rp- ;2024
141;15;JAMBI;1502;150202;20/02/2024;MENINGGAL DUNIA;JIWA;0; Rp- ;2024
142;15;JAMBI;1502;150202;20/02/2024;HILANG;JIWA;0; Rp- ;2024
143;15;JAMBI;1502;150202;20/02/2024;LUKA;JIWA;0; Rp- ;2024
144;15;JAMBI;1502;150202;20/02/2024;MENDERITA;JIWA;0; Rp- ;2024
145;15;JAMBI;1502;150202;20/02/2024;MENGUNGSI;JIWA;0; Rp- ;2024
146;15;JAMBI;1502;150202;20/02/2024;RUMAH TERENDAM;UNIT;13; Rp- ;2024
147;15;JAMBI;1502;150202;20/02/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
148;15;JAMBI;1502;150202;20/02/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
149;15;JAMBI;1502;150202;20/02/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
150;15;JAMBI;1502;150202;20/02/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
151;15;JAMBI;1502;150202;20/02/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
152;15;JAMBI;1502;150202;20/02/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
153;15;JAMBI;1502;150202;20/02/2024;PERKANTORAN;UNIT;0; Rp- ;2024
154;15;JAMBI;1502;150202;20/02/2024;BANGUNAN LAIN;UNIT;0; Rp- ;2024
155;15;JAMBI;1502;150202;20/02/2024;JEMBATAN;UNIT;0; Rp- ;2024
156;15;JAMBI;1502;150202;20/02/2024;JALAN;KM;0; Rp- ;2024
157;15;JAMBI;1502;150202;20/02/2024;SAWAH;HA;0; Rp- ;2024
158;15;JAMBI;1502;150202;20/02/2024;KEBUN;HEKTAR;0; Rp- ;2024
159;15;JAMBI;1502;150202;20/02/2024;KOLAM;HA;0; Rp- ;2024
160;15;JAMBI;1502;150202;20/02/2024;IRIGASI;HA;0; Rp- ;2024
161;15;JAMBI;1508;150804;27/02/2024;MENINGGAL DUNIA;JIWA;0; Rp- ;2024
162;15;JAMBI;1508;150804;27/02/2024;HILANG;JIWA;0; Rp- ;2024
163;15;JAMBI;1508;150804;27/02/2024;LUKA;JIWA;0; Rp- ;2024
164;15;JAMBI;1508;150804;27/02/2024;MENDERITA;JIWA;0; Rp- ;2024
165;15;JAMBI;1508;150804;27/02/2024;MENGUNGSI;JIWA;0; Rp- ;2024
166;15;JAMBI;1508;150804;27/02/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
167;15;JAMBI;1508;150804;27/02/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
168;15;JAMBI;1508;150804;27/02/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
169;15;JAMBI;1508;150804;27/02/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
170;15;JAMBI;1508;150804;27/02/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
171;15;JAMBI;1508;150804;27/02/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
172;15;JAMBI;1508;150804;27/02/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
173;15;JAMBI;1508;150804;27/02/2024;PERKANTORAN;UNIT;0; Rp- ;2024
174;15;JAMBI;1508;150804;27/02/2024;BANGUNAN LAIN;UNIT;0; Rp- ;2024
175;15;JAMBI;1508;150804;27/02/2024;JEMBATAN;UNIT;0; Rp- ;2024
176;15;JAMBI;1508;150804;27/02/2024;JALAN;KM;30; Rp- ;2024
177;15;JAMBI;1508;150804;27/02/2024;SAWAH;HA;0; Rp- ;2024
178;15;JAMBI;1508;150804;27/02/2024;KEBUN;HEKTAR;0; Rp- ;2024
179;15;JAMBI;1508;150804;27/02/2024;KOLAM;HA;0; Rp- ;2024
180;15;JAMBI;1508;150804;27/02/2024;IRIGASI;HA;0; Rp- ;2024
181;15;JAMBI;1508;150802;27/02/2024;MENINGGAL DUNIA;JIWA;0; Rp- ;2024
182;15;JAMBI;1508;150802;27/02/2024;HILANG;JIWA;0; Rp- ;2024
183;15;JAMBI;1508;150802;27/02/2024;LUKA;JIWA;0; Rp- ;2024
184;15;JAMBI;1508;150802;27/02/2024;MENDERITA;JIWA;0; Rp- ;2024
185;15;JAMBI;1508;150802;27/02/2024;MENGUNGSI;JIWA;0; Rp- ;2024
186;15;JAMBI;1508;150802;27/02/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
187;15;JAMBI;1508;150802;27/02/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
188;15;JAMBI;1508;150802;27/02/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
189;15;JAMBI;1508;150802;27/02/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
190;15;JAMBI;1508;150802;27/02/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
191;15;JAMBI;1508;150802;27/02/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
192;15;JAMBI;1508;150802;27/02/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
193;15;JAMBI;1508;150802;27/02/2024;PERKANTORAN;UNIT;0; Rp- ;2024
194;15;JAMBI;1508;150802;27/02/2024;BANGUNAN LAIN;UNIT;0; Rp- ;2024
195;15;JAMBI;1508;150802;27/02/2024;JEMBATAN;UNIT;0; Rp- ;2024
196;15;JAMBI;1508;150802;27/02/2024;JALAN;KM;40; Rp- ;2024
197;15;JAMBI;1508;150802;27/02/2024;SAWAH;HA;0; Rp- ;2024
198;15;JAMBI;1508;150802;27/02/2024;KEBUN;HEKTAR;0; Rp- ;2024
199;15;JAMBI;1508;150802;27/02/2024;KOLAM;HA;0; Rp- ;2024
200;15;JAMBI;1508;150802;27/02/2024;IRIGASI;HA;0; Rp- ;2024
201;15;JAMBI;1502;150216;02/03/2024;MENINGGAL DUNIA;JIWA;0; Rp- ;2024
202;15;JAMBI;1502;150216;02/03/2024;HILANG;JIWA;0; Rp- ;2024
203;15;JAMBI;1502;150216;02/03/2024;LUKA;JIWA;0; Rp- ;2024
204;15;JAMBI;1502;150216;02/03/2024;MENDERITA;JIWA;0; Rp- ;2024
205;15;JAMBI;1502;150216;02/03/2024;MENGUNGSI;JIWA;0; Rp- ;2024
206;15;JAMBI;1502;150216;02/03/2024;RUMAH RUSAK BERAT;UNIT;0; Rp- ;2024
207;15;JAMBI;1502;150216;02/03/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp- ;2024
208;15;JAMBI;1502;150216;02/03/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp- ;2024
209;15;JAMBI;1502;150216;02/03/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
210;15;JAMBI;1502;150216;02/03/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
211;15;JAMBI;1502;150216;02/03/2024;SARANA IBADAH;UNIT;0; Rp- ;2024
212;15;JAMBI;1502;150216;02/03/2024;SARANA KESEHATAN;UNIT;0; Rp- ;2024
213;15;JAMBI;1502;150216;02/03/2024;PERKANTORAN;UNIT;0; Rp- ;2024
214;15;JAMBI;1502;150216;02/03/2024;BANGUNAN LAIN;UNIT;0; Rp- ;2024
215;15;JAMBI;1502;150216;02/03/2024;JEMBATAN;UNIT;0; Rp- ;2024
216;15;JAMBI;1502;150216;02/03/2024;JALAN;KM;1; Rp- ;2024
217;15;JAMBI;1502;150216;02/03/2024;SAWAH;HA;0; Rp- ;2024
218;15;JAMBI;1502;150216;02/03/2024;KEBUN/HUTAN;HA;0; Rp- ;2024
219;15;JAMBI;1502;150216;02/03/2024;KOLAM;HA;0; Rp- ;2024
220;15;JAMBI;1502;150216;02/03/2024;IRIGASI;HA;0; Rp- ;2024
221;15;JAMBI;1501;150107;04/03/2024;MENINGGAL DUNIA;JIWA;0; Rp- ;2024
222;15;JAMBI;1501;150107;04/03/2024;HILANG;JIWA;0; Rp- ;2024
223;15;JAMBI;1501;150107;04/03/2024;LUKA;JIWA;0; Rp- ;2024
224;15;JAMBI;1501;150107;04/03/2024;MENDERITA;JIWA;0; Rp- ;2024
225;15;JAMBI;1501;150107;04/03/2024;MENGUNGSI;JIWA;0; Rp- ;2024
226;15;JAMBI;1501;150107;04/03/2024;RUMAH RUSAK BERAT;UNIT;0; Rp- ;2024
227;15;JAMBI;1501;150107;04/03/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp- ;2024
228;15;JAMBI;1501;150107;04/03/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp- ;2024
229;15;JAMBI;1501;150107;04/03/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
230;15;JAMBI;1501;150107;04/03/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
231;15;JAMBI;1501;150107;04/03/2024;SARANA IBADAH;UNIT;0; Rp- ;2024
232;15;JAMBI;1501;150107;04/03/2024;SARANA KESEHATAN;UNIT;0; Rp- ;2024
233;15;JAMBI;1501;150107;04/03/2024;PERKANTORAN;UNIT;0; Rp- ;2024
234;15;JAMBI;1501;150107;04/03/2024;BANGUNAN LAIN;UNIT;0; Rp- ;2024
235;15;JAMBI;1501;150107;04/03/2024;JEMBATAN;UNIT;0; Rp- ;2024
236;15;JAMBI;1501;150107;04/03/2024;JALAN;KM;0; Rp- ;2024
237;15;JAMBI;1501;150107;04/03/2024;SAWAH;HA;0; Rp- ;2024
238;15;JAMBI;1501;150107;04/03/2024;KEBUN/HUTAN;HA;0; Rp- ;2024
239;15;JAMBI;1501;150107;04/03/2024;KOLAM;HA;0; Rp- ;2024
240;15;JAMBI;1501;150107;04/03/2024;IRIGASI;HA;0; Rp- ;2024
241;15;JAMBI;1502;150224;04/03/2024;MENINGGAL DUNIA;JIWA;0; Rp- ;2024
242;15;JAMBI;1502;150224;04/03/2024;HILANG;JIWA;0; Rp- ;2024
243;15;JAMBI;1502;150224;04/03/2024;LUKA;JIWA;0; Rp- ;2024
244;15;JAMBI;1502;150224;04/03/2024;MENDERITA;JIWA;0; Rp- ;2024
245;15;JAMBI;1502;150224;04/03/2024;MENGUNGSI;JIWA;0; Rp- ;2024
246;15;JAMBI;1502;150224;04/03/2024;RUMAH RUSAK BERAT;UNIT;0; Rp- ;2024
247;15;JAMBI;1502;150224;04/03/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp- ;2024
248;15;JAMBI;1502;150224;04/03/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp- ;2024
249;15;JAMBI;1502;150224;04/03/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
250;15;JAMBI;1502;150224;04/03/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
251;15;JAMBI;1502;150224;04/03/2024;SARANA IBADAH;UNIT;0; Rp- ;2024
252;15;JAMBI;1502;150224;04/03/2024;SARANA KESEHATAN;UNIT;0; Rp- ;2024
253;15;JAMBI;1502;150224;04/03/2024;PERKANTORAN;UNIT;0; Rp- ;2024
254;15;JAMBI;1502;150224;04/03/2024;BANGUNAN LAIN;UNIT;0; Rp- ;2024
255;15;JAMBI;1502;150224;04/03/2024;JEMBATAN;UNIT;0; Rp- ;2024
256;15;JAMBI;1502;150224;04/03/2024;JALAN;KM;1; Rp- ;2024
257;15;JAMBI;1502;150224;04/03/2024;SAWAH;HA;0; Rp- ;2024
258;15;JAMBI;1502;150224;04/03/2024;KEBUN/HUTAN;HA;0; Rp- ;2024
259;15;JAMBI;1502;150224;04/03/2024;KOLAM;HA;0; Rp- ;2024
260;15;JAMBI;1502;150224;04/03/2024;IRIGASI;HA;0; Rp- ;2024
261;15;JAMBI;1502;150218;07/03/2024;MENINGGAL DUNIA;JIWA;0; Rp- ;2024
262;15;JAMBI;1502;150218;07/03/2024;HILANG;JIWA;0; Rp- ;2024
263;15;JAMBI;1502;150218;07/03/2024;LUKA;JIWA;0; Rp- ;2024
264;15;JAMBI;1502;150218;07/03/2024;MENDERITA;JIWA;0; Rp- ;2024
265;15;JAMBI;1502;150218;07/03/2024;MENGUNGSI;JIWA;0; Rp- ;2024
266;15;JAMBI;1502;150218;07/03/2024;RUMAH RUSAK BERAT;UNIT;0; Rp- ;2024
267;15;JAMBI;1502;150218;07/03/2024;RUMAH RUSAK SEDANG;UNIT;0; Rp- ;2024
268;15;JAMBI;1502;150218;07/03/2024;RUMAH RUSAK RINGAN;UNIT;0; Rp- ;2024
269;15;JAMBI;1502;150218;07/03/2024;RUMAH TERENDAM;UNIT;0; Rp- ;2024
270;15;JAMBI;1502;150218;07/03/2024;SARANA PENDIDIKAN;UNIT;0; Rp- ;2024
271;15;JAMBI;1502;150218;07/03/2024;SARANA IBADAH;UNIT;0; Rp- ;2024
272;15;JAMBI;1502;150218;07/03/2024;SARANA KESEHATAN;UNIT;0; Rp- ;2024
273;15;JAMBI;1502;150218;07/03/2024;PERKANTORAN;UNIT;0; Rp- ;2024
274;15;JAMBI;1502;150218;07/03/2024;BANGUNAN LAIN;UNIT;0; Rp- ;2024
275;15;JAMBI;1502;150218;07/03/2024;JEMBATAN;UNIT;0; Rp- ;2024
276;15;JAMBI;1502;150218;07/03/2024;JALAN;KM;1; Rp- ;2024
277;15;JAMBI;1502;150218;07/03/2024;SAWAH;HA;0; Rp- ;2024
278;15;JAMBI;1502;150218;07/03/2024;KEBUN/HUTAN;HA;0; Rp- ;2024
279;15;JAMBI;1502;150218;07/03/2024;KOLAM;HA;0; Rp- ;2024
280;15;JAMBI;1502;150218;07/03/2024;IRIGASI;HA;0; Rp- ;2024
281;15;JAMBI;1501;150116;12/03/2024;MENINGGAL DUNIA;JIWA;0; Rp- ;2024
282;15;JAMBI;1501;150116;12/03/2024;HILANG;JIWA;0; Rp- ;2024
283;15;JAMBI;1501;150116;12/03/2024;LUKA;JIWA;0; Rp- ;2024
284;15;JAMBI;1501;150116;12/03/2024;MENDERITA;JIWA;0; Rp- ;2024
285;15;JAMBI;1501;150116;12/03/2024;MENGUNGSI;JIWA;0; Rp- ;2024
286;15;JAMBI;1501;150116;12/03/2024;RUMAH RUSAK BERAT;UNIT;0; Rp- ;2024
