NO;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kategori;data;satuan;semester;jumlah_penduduk;tahun
151;15;JAMBI;1502;150213;PEREKAMAN KTP;WAJIB KTP;JIWA;1;12757;2022
152;15;JAMBI;1502;150213;PEREKAMAN KTP;REKAM KTP;JIWA;1;12607;2022
153;15;JAMBI;1502;150213;PEREKAMAN KTP;BELUM REKAM;JIWA;1;150;2022
154;15;JAMBI;1502;150213;PEREKAMAN KTP;WAJIB KTP;JIWA;2;13164;2022
155;15;JAMBI;1502;150213;PEREKAMAN KTP;REKAM KTP;JIWA;2;12885;2022
156;15;JAMBI;1502;150214;PEREKAMAN KTP;WAJIB KTP;JIWA;1;6694;2022
157;15;JAMBI;1502;150214;PEREKAMAN KTP;REKAM KTP;JIWA;1;6619;2022
158;15;JAMBI;1502;150214;PEREKAMAN KTP;BELUM REKAM;JIWA;1;75;2022
159;15;JAMBI;1502;150214;PEREKAMAN KTP;WAJIB KTP;JIWA;2;7049;2022
160;15;JAMBI;1502;150214;PEREKAMAN KTP;REKAM KTP;JIWA;2;6899;2022
161;15;JAMBI;1502;150215;PEREKAMAN KTP;WAJIB KTP;JIWA;1;5684;2022
162;15;JAMBI;1502;150215;PEREKAMAN KTP;REKAM KTP;JIWA;1;5610;2022
163;15;JAMBI;1502;150215;PEREKAMAN KTP;BELUM REKAM;JIWA;1;74;2022
164;15;JAMBI;1502;150215;PEREKAMAN KTP;WAJIB KTP;JIWA;2;5929;2022
165;15;JAMBI;1502;150215;PEREKAMAN KTP;REKAM KTP;JIWA;2;5792;2022
166;15;JAMBI;1502;150216;PEREKAMAN KTP;WAJIB KTP;JIWA;1;9340;2022
