no;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_rumah _makan;satuan;Alamat;Fasilitas;jumlah_tenaga_kerja;meja;Kursi
703;15;JAMBI;1508;Ayam Geprek Kang Bungsu;UNIT;Jl. Prof . M, Yamin No.36 Pasar Seroja Muaro Bungo;1,3,5;1;4;16
704;15;JAMBI;1508;Ampera Samudera;UNIT;Jl. Prof . M, Yamin No.36 Pasar Seroja Muaro Bungo;1,3,5;2;5;20
705;15;JAMBI;1508;Nasi Goreng Pondok Sehati;UNIT;Jl. Prof . M, Yamin No.36 Pasar Seroja Muaro Bungo;1,3,5;1;4;16
706;15;JAMBI;1508;Martabak Mesir India;UNIT;Jl. Prof . M, Yamin No.36 Pasar Seroja Muaro Bungo;1,3,5;1;4;16
707;15;JAMBI;1508;RM. Sabana;UNIT;Jl. Km.0 Pasar Atas;1,3,5;2;5;20
708;15;JAMBI;1508;Sate Padang Kacang Buyung Hitam';UNIT;Jl. Km.0 Pasar Atas;1,3,5;1;4;16
709;15;JAMBI;1508;Podomoro;UNIT;Jl. Km.0 Pasar Atas;1,3,5;2;6;24
710;15;JAMBI;1508;Waroenk Iga & Steak HW;UNIT;Jl. Km.0 Pasar Atas;1,3,5;3;6;24
711;15;JAMBI;1508;2Dbes Steamboat;UNIT;Jl. Km.0 Pasar Atas;1,3,5;2;5;20
712;15;JAMBI;1508;Pecel Lele Jasum;UNIT;Jl. Km.0 Pasar Atas;1,3,5;1;4;16
713;15;JAMBI;1508;Arya Cake;UNIT;Jl. Km.0 Pasar Atas;1,3,5;1;4;16
714;15;JAMBI;1508;Hidangan Reta Kantin;UNIT;Jl, Lintas Sumatra Simpang PU, Muaro Bungo;1,3,5;2;4;16
715;15;JAMBI;1508;RM. Dendeng Batokok;UNIT;Jl, Lintas Sumatra Simpang PU, Muaro Bungo;1,3,5;2;6;24
716;15;JAMBI;1508;Sate Citra;UNIT;Jl, Lintas Sumatra Simpang PU, Muaro Bungo;1,3,5;2;5;20
717;15;JAMBI;1508;Cafe Mawar;UNIT;Jl, Lintas Sumatra Simpang PU, Muaro Bungo;1,3,5;3;6;24
718;15;JAMBI;1508;RM. Samudera;UNIT;Jl, Lintas Sumatra Simpang PU, Muaro Bungo;1,3,5;2;6;24
719;15;JAMBI;1508;Ayam Penyet;UNIT;Jl, Lintas Sumatra Simpang PU, Muaro Bungo;1,3,5;2;6;24
720;15;JAMBI;1508;Ketan Talam Durian;UNIT;Jl, Lintas Sumatra Simpang PU, Muaro Bungo;1,3,5;4;7;28
721;15;JAMBI;1508;Ayam Penyert Nasrul;UNIT;Jl. Jambi-Muara Bungo Desa Sekati Mudo;1,3,5;3;6;24
722;15;JAMBI;1508;Mie Ayam Bakso Bina Ria;UNIT;Depan SMA 1 Muaro Bungo;1,3,5;1;4;16
723;15;JAMBI;1508;Mie Aceh Mangat;UNIT;Jl. Sultan thaha;1,3,5;1;4;16
724;15;JAMBI;1508;Ayam Penyet, Pecel Lele Putra Lumajang ;UNIT;Jl. Sultan thaha;1,3,5;5;10;40
725;15;JAMBI;1508;Mutya Cake & Bakery;UNIT;Jl. Sultan thaha;1,3,4,5;6;15;60
726;15;JAMBI;1508;Ampera Rang Pariaman;UNIT;Jl. Sultan thaha;1,3,5;6;10;40
727;15;JAMBI;1508;Cafe Taria;UNIT;Jl. Sultan thaha;1,3,5;2;6;24
728;15;JAMBI;1508;Ampera Permata 2;UNIT;Jl. Sultan thaha;1,3,5;2;5;20
729;15;JAMBI;1508;Ampera Bukik Tinggi;UNIT;Jl. Sultan thaha;1,3,5;1;4;16
730;15;JAMBI;1508;Taragak Salero;UNIT;Simpang Bungo-Bungo;1,3,5;3;7;28
731;15;JAMBI;1508;RM. Wanita Baru;UNIT;Jl. Prof. M. Yamin;1,3,5;4;8;32
732;15;JAMBI;1508;Ayam Penyet Surabaya;UNIT;Jl. Prof. M. Yamin;1,3,5;4;8;32
733;15;JAMBI;1508;Ampera Pondok Dika;UNIT;Jl. Prof. M. Yamin;1,3,5;3;8;32
734;15;JAMBI;1508;Pempek Palembang Lia;UNIT;Jl. Prof. M. Yamin;1,3,5;2;4;16
735;15;JAMBI;1508;Ampera Beringin;UNIT;Jl. Prof. M. Yamin;1,3,5;2;6;24
736;15;JAMBI;1508;Mie Pangsit Alam;UNIT;Jl. Prof. M. Yamin;1,3,5;3;6;24
737;15;JAMBI;1508;Donat Madu;UNIT;Jl. Lintas Sumatra, KM. 0;1,3,5;3;7;28
738;15;JAMBI;1508;Ampera Bungo Minang;UNIT;Jl. Lintas Sumatra Km. 0 No. 51 Ma Bungo;1,3,5;3;7;28
739;15;JAMBI;1508;Ayam Penyet Ampera;UNIT;Jl. Lintas Sumatra Km. 0 No. 51 Ma Bungo;1,3,5;1;4;16
740;15;JAMBI;1508;RM. Pariaman Laweh;UNIT;Jl. Lebay Hasan, Sei. Pinang Muaro Bungo;1,3,5;1;4;16
741;15;JAMBI;1508;Ayam Bakar;UNIT;Jl. Lebay Hasan, Sei. Pinang Muaro Bungo;1,3,5;2;6;24
742;15;JAMBI;1508;Nasi Tim Asiung Lo Mie;UNIT;Jl. Lebay Hasan, Sei. Pinang Muaro Bungo;1,3,5;4;9;36
743;15;JAMBI;1508;Ampera Permata 3;UNIT;Jl. Lebay Hasan, Sei. Pinang Muaro Bungo;1,3,5;2;6;24
744;15;JAMBI;1508;Ampera Saiyo;UNIT;Jl. Lebay Hasan, Sei. Pinang Muaro Bungo;1,3,5;4;8;32
745;15;JAMBI;1508;Ayam Bakar Wong Sumatra;UNIT;Jl. Lebay Hasan, Sei. Pinang Muaro Bungo;1,3,5;3;7;28
746;15;JAMBI;1508;Putri Tunggal 2;UNIT;Jl. Lebay Hasan, Sei. Pinang Muaro Bungo;1,3,5;2;6;24
747;15;JAMBI;1508;Ampera;UNIT;Jl. Lebay Hasan, Sei. Pinang Muaro Bungo;1,3,5;3;8;32
748;15;JAMBI;1508;Numpang Ngopi;UNIT;Jl. Lebay Hasan, Sei. Pinang Muaro Bungo;1,3,5;2;6;24
749;15;JAMBI;1508;Angkringan 45 Nasi Rakyat;UNIT;Jl. Lebay Hasan, Sei. Pinang Muaro Bungo;1,3,5;2;4;16
750;15;JAMBI;1508;Cafe Dan Lounge;UNIT;Jl. Lebay Hasan, Sei. Pinang Muaro Bungo;1,3,5;2;4;16
751;15;JAMBI;1508;Lemak Nian;UNIT;Jl. Lebay Hasan, Sei. Pinang Muaro Bungo;1,3,5;2;4;16
752;15;JAMBI;1508;Ampera Samudera;UNIT;Jl. Diponegoro No. 2 Simpang Drum, Pasar Muaro Bungo;1,3,5;3;6;24
753;15;JAMBI;1508;Ampera Sederhana;UNIT;Jl. Diponegoro No. 2 Simpang Drum, Pasar Muaro Bungo;1,3,5;5;10;40
754;15;JAMBI;1508;Al-Fazza Cafe;UNIT;Jl. Diponegoro No. 2 Simpang Drum, Pasar Muaro Bungo;1,3,5;4;10;40
755;15;JAMBI;1508;Kantin Dan Toko Bang Am;UNIT;Jl. Diponegoro No. 2 Simpang Drum, Pasar Muaro Bungo;1,3,5;3;6;24
756;15;JAMBI;1508;Steak On You;UNIT;Jl. Diponegoro No. 2 Simpang Drum, Pasar Muaro Bungo;1,3,5;2;5;20
757;15;JAMBI;1508;Pempek Palembang Asli Cabang Olivia;UNIT;Jl. Imam Bonjol Rt 11/Rw 04 Kel. Pasir PutihKec. Rimbo Tengah;1,3,5;3;6;24
758;15;JAMBI;1508;Magozai;UNIT;Jl. Imam Bonjol Rt 11/Rw 04 Kel. Pasir PutihKec. Rimbo Tengah;1,3,5;6;15;60
759;15;JAMBI;1508;Coffe Barbershop;UNIT;Jl. Imam Bonjol Rt 11/Rw 04 Kel. Pasir PutihKec. Rimbo Tengah;1,3,5;3;6;24
760;15;JAMBI;1508;Sarapan Pagi teh Nunung;UNIT;Jl. Imam Bonjol Rt 11/Rw 04 Kel. Pasir PutihKec. Rimbo Tengah;1,3,5;5;10;40
761;15;JAMBI;1508;Sarapan Pagi Uni Pasisia;UNIT;Jl. Imam Bonjol Rt 11/Rw 04 Kel. Pasir PutihKec. Rimbo Tengah;1,3,5;2;5;20
762;15;JAMBI;1508;Ampera Minang Menanti;UNIT;Jl. Teuku Umar Muaro Bungo;1,3,5;2;4;16
763;15;JAMBI;1508;Warkop Desi;UNIT;Jl. Teuku Umar Muaro Bungo;1,3,5;2;5;20
764;15;JAMBI;1508;Warung Ita;UNIT;Jl. Teuku Umar Muaro Bungo;1,3,5;2;5;20
765;15;JAMBI;1508;  Ampera Adinda;UNIT;Jl. Teuku Umar Muaro Bungo;1,3,5;3;5;20
766;15;JAMBI;1508;Mie Ayam Bakso Azizah;UNIT;Jl. Teuku Umar Muaro Bungo;1,3,5;2;4;16
767;15;JAMBI;1508; RM. Keluarga Minang;UNIT;Jl. Kecubung Pasar Bawah Muaro Bungo;1,3,5;2;4;16
768;15;JAMBI;1508;Sarapan Pagi Jaso Mandeh;UNIT;Jl. Kecubung Pasar Bawah Muaro Bungo;1,3,5;2;4;16
769;15;JAMBI;1571;Restoran Shang Ratu;UNIT;Jl. Slamet Riyadi Kel. Solok Sipin Kec. Danau Sipin;1,3,5;1;3;12
770;15;JAMBI;1571;"Restoran ""Hotel Pundi Rezeki""";UNIT;Jl. Jend. Sudirman No.15 Kel. Pakuan Baru Kec. Jambi Selatan;1,3,5;5;8;32
771;15;JAMBI;1571;"Restoran ""Dine And Chat Wtc""";UNIT;Jl. Sultan Thaha (Komp. Wtc) Kel. Pasar Jambi Kec. Pasar jambi;1,3,5;3;6;24
772;15;JAMBI;1571;"Restoran ""Soerabi Bandung Enhaii""";UNIT;Jl. Jend. Sudirman Kel. Tambak Sari Kec. Jambi Selatan;1,3,5;2;4;16
773;15;JAMBI;1571;"Restoran ""Kapulaga Food And Soul""";UNIT;Jl. Nias Kel. Kebun Handil Kec. Jelutung;1,3,5;2;6;24
774;15;JAMBI;1571;"Restoran ""My Resto""";UNIT;Jl. Lombok Kel. Kebun Handil Kec. Jelutung;1,3,5;3;5;20
775;15;JAMBI;1571;"Restoran ""Dunkin Donut's""";UNIT;Jl. KaPT. A. Bakaruddin No.88 (Jamtos) Kel. Beliung Kec. Alam Barajo;1,3,5;2;6;24
776;15;JAMBI;1571;"Restoran ""Waroeng Tekko""";UNIT;Jl. KaPT. A. Bakaruddin No.88 (Jamtos) Kel. Beliung Kec. Alam Barajo;1,3,5;3;6;24
777;15;JAMBI;1571;"Restoran ""Kfc""";UNIT;Jl. Prof. Dr. Soemantri Brodjonegoro Kel. Selamat Kec. Danau Sipin;1,3,5;2;5;20
778;15;JAMBI;1571;"Restoran ""Simon And Sons""";UNIT;Jl. Gajah Mada Kel. Jelutung Kec. Jelutung;1,3,5;1;4;16
779;15;JAMBI;1571;"Restoran ""Kfc""";UNIT;Jl. Jend. Sudirman ( Trona ) Kel. Talang Jauh Kec. Jelutung;1,3,5;2;4;16
780;15;JAMBI;1571;"Restoran ""Terkenal""";UNIT;Jl. Mr. Assaat No.124 Kel. Sungai Asam Kec. Pasar Jambi;1,3,5;2;4;16
781;15;JAMBI;1571;"Restoran ""Royal Garden""";UNIT;Jl. Marsda Surya Darma No.99 Kel. Kenali Asam Bawah Kec. Kotabaru;1,3,5;3;6;24
782;15;JAMBI;1571;"Restoran ""Bumbu Desa Dan The Classio";UNIT;Jl. Jend. Gatot Subroto Kel. Sungai Asam Kec. Pasar Jambi;1,3,5;3;6;24
783;15;JAMBI;1571;"Restoran ""Pizza Hut""";UNIT;Jl. Jend. Gatot Subroto (Matahari) Kel. Sungai Asam Kec. Pasar Jambi;1,3,5;1;3;12
784;15;JAMBI;1571;"Restoran ""Hang Out Cafe And Resto""";UNIT;Jl. Hayam Wuruk Kel. Cempaka Putih Kec. Jelutung;1,3,5;3;7;28
785;15;JAMBI;1571;"Restoran ""Ayam Penyet Jakarta""";UNIT;Jl. Kol. Abunjani Kel. Selamat Kec. Danau Sipin;1,3,5;2;6;24
786;15;JAMBI;1571;California Fried Chicken (Cfc);UNIT;Jl. Jend. Gatot Subroto Komp. Ruko Abadi Kel. Sungai Asam Kec. Pasar Jambi;1,3,5;2;5;20
787;15;JAMBI;1571;Restoran Dan Cafe Dine And Chat;UNIT;Jl. Prof. Dr. Soemantri Brodjonegoro Kel. Payo Lebar Kec. Jelutung;1,3,5;2;4;16
788;15;JAMBI;1571;"Restoran ""Dapur Kito""";UNIT;Jl. Serma Ishak Ahmad Kel. Mayang Mangurai Kec. Alam Barajo;1,3,5;2;6;24
789;15;JAMBI;1571;"Restoran ""Internasional""";UNIT;Jl. Mr. Assaat No.34 Kel. Orang Kayo Hitam Kec. Pasar Jambi;1,3,5;3;6;24
790;15;JAMBI;1571;"Restoran ""Abadi Suite Tower""";UNIT;Jl. Jend. Gatot Subroto No.111 Kel. Sungai Asam Kec. Pasar Jambi;1,3,5;2;6;24
791;15;JAMBI;1571;"Restoran ""Dapur Iga""";UNIT;Jl. Sultan Thaha (Wtc) Kel. Pasar Jambi Kec. Pasar Jambi;1,3,5;3;6;24
792;15;JAMBI;1571;"Restoran ""Cls Ramayana""";UNIT;Jl. Sultan Thaha Kel. Pasar Jambi Kec. Pasar Jambi;1,3,5;2;6;24
793;15;JAMBI;1571;"Restoran ""Excelso""";UNIT;Jl. Sultan Thaha No.17 (Komp. Wtc) Kel. Pasar Jambi Kec. Pasar Jambi;1,3,5;2;5;20
794;15;JAMBI;1571;"Restoran ""Solaria""";UNIT;Jl. Sultan Thaha ( Wtc ) Kel. Pasar Jambi Kec. Pasar jambi;1,3,5;4;8;32
795;15;JAMBI;1571;"Restoran ""Jambi Tepian Ratu""";UNIT;Jl. Slamet Riyadi Kel. Sungai Putri Kec. Danau Sipin;1,3,5;2;4;16
796;15;JAMBI;1571;"Restoran ""Dunkin Donut's""";UNIT;Jl. Jend. Sudirman No.91 Kel. Talang Jauh Kec. Jelutung;1,3,5;2;6;24
797;15;JAMBI;1571;Puja Sera Jelutung Corner;UNIT;Jl. Hayam Wuruk Kel. Jelutung Kec. Jelutung;1,3,5;2;6;24
798;15;JAMBI;1571;"Restoran ""Abadi""";UNIT;Jl. Jend. Gatot Subroto Kel. Sungai Asam Kec. Pasar Jambi;1,3,5;3;6;24
799;15;JAMBI;1571;"Restoran/Coffee ""Shop Golden Resto""";UNIT;Jl. KaPT. Pattimura No.65 Kel. Kenali Besar Kec. Alam Barajo;1,3,5;1;3;12
800;15;JAMBI;1571;"Restoran ""Kfc""";UNIT;Jl. KaPT. A. Bakaruddin No.88 (Jamtos) Kel. Beliung Kec. Alam Barajo;1,3,5;2;5;20
801;15;JAMBI;1571;"Restoran ""Food Court Jpm""";UNIT;Jl. Jend. Sudirman (Trona) Kel. Talang Jauh Kec. Jelutung;1,3,5;1;4;16
802;15;JAMBI;1571;"Restoran ""Sushi Marru""";UNIT;Jl. Panglima Polim Kel. Tanjung Pinang Kec. Jambi Timur;1,3,5;1;3;12
803;15;JAMBI;1571;"Restoran ""Inul Vizta""";UNIT;Jl. Sultan Thaha Blok B No.61 Komp. Ruko Wtc Kel. Pasar Jambi Kec. Pasar jambi;1,3,5;3;8;32
804;15;JAMBI;1571;"Restoran / Coffee Shop ""Novita""";UNIT;Jl. Jend. Gatot Subroto Kel. Sungai Asam Kec. Pasar Jambi;1,3,5;2;6;24
805;15;JAMBI;1571;"Restoran ""A Dan W""";UNIT;Jl. Sultan Thaha ( Wtc ) Kel. Pasar Jambi Kec. Pasar jambi;1,3,5;3;6;24
806;15;JAMBI;1571;"Restoran ""Nirwana""";UNIT;Jl. Prof. Dr. M. Yamin Kel. Payo Lebar Kec. Jelutung;1,3,5;2;4;16
807;15;JAMBI;1571;Jamtos Food Court;UNIT;Jl. KaPT. A. Bakaruddin No.88 (Jamtos) Kel. Beliung Kec. Alam Barajo;1,3,5;2;6;24
808;15;JAMBI;1571;"Restoran ""Rumah Kito""";UNIT;Jl. Serma Ishak Ahmad (Belakang Rs Abdul Manap) Kel. Mayang Mangurai Kec. Alam Barajo;1,3,5;2;5;20
809;15;JAMBI;1571;"Restoran ""Cosmo""";UNIT;Jl. Soekarno Hatta Kel. Pasir Putih Kec. Jambi Selatan;1,3,5;1;4;16
810;15;JAMBI;1571;"Restoran ""Aston Jambi""";UNIT;Jl. Sultan Agung Kel. Murni Kec. Danau Sipin;1,3,5;1;4;16
811;15;JAMBI;1571;"Restoran ""Saimen""";UNIT;Jl. Kol. Abunjani Kel. Selamat Kec. Danau Sipin;1,3,5;2;6;24
812;15;JAMBI;1571;"Restoran ""Nusa Wijaya""";UNIT;Jl. Kol. Abunjani No. 14 Kel. Selamat Kec. Danau Sipin;1,3,5;2;4;16
813;15;JAMBI;1571;"Restoran ""Kopi Oey""";UNIT;Jl. Sultan Thaha Kel. Beringin Kec. Pasar Jambi;1,3,5;3;7;28
814;15;JAMBI;1571;"Restoran ""Grand""";UNIT;Jl. KaPT. A. Bakaruddin Kel. Simp. Iv Sipin Kec. Telanaipura;1,3,5;2;6;24
815;15;JAMBI;1571;"Restoran ""Victoria""";UNIT;Jl. H. Muhammad Bafadhal Kel. Cempaka Putih Kec. Jelutung;1,3,5;2;4;16
816;15;JAMBI;1571;"Restoran ""Hotel Grand Malioboro""";UNIT;Jl. Iskandar Muda No.168 Kel. Pasar Jambi Kec. Pasar Jambi;1,3,5;2;6;24
817;15;JAMBI;1571;"Restoran ""Kfc""";UNIT;Jl. Sultan Thaha ( Wtc ) Kel. Pasar Jambi Kec. Pasar jambi;1,3,5;1;4;16
818;15;JAMBI;1571;"Restoran ""Pundi Rezeki""";UNIT;Jl. Iskandar Muda No.68 Kel. Sungai Asam Kec. Pasar jambi;1,3,5;2;6;24
819;15;JAMBI;1571;"Restoran ""Pundi Rezeki 3""";UNIT;Jl. Jend. Gatot Subroto Kel. Sungai Asam Kec. Pasar Jambi;1,3,5;2;5;20
820;15;JAMBI;1571;"Restoran ""Holala""";UNIT;Jl. Mr. Assaat No.8 Kel. Sungai Asam Kec. Pasar Jambi;1,3,5;2;6;24
821;15;JAMBI;1571;"Restoran ""Pizza Hut"" Sipin";UNIT;Jl. Kol. Abunjani Kel. Selamat Kec. Danau Sipin;1,3,5;2;4;16
822;15;JAMBI;1571;"Restoran ""Banda Rasa""";UNIT;Jl. Soekarno Hatta No.8 A Kel. Paal Merah Kec. Paal Merah;1,3,5;2;4;16
823;15;JAMBI;1571;Cwie Mie Malang;UNIT;Jl. Sri Soedewi No.64 Kel. Sungai Putri Kec. Danau Sipin;1,3,5;2;6;24
824;15;JAMBI;1571;"Restoran ""Sendok Garpu"" (Food Court Center WTC)";UNIT;Jl. Sultan Thaha (Komp. Wtc) Kel. Pasar Jambi Kec. Pasar jambi;1,3,5;1;4;16
825;15;JAMBI;1571;"Restoran ""Pinang Masak""";UNIT;Jl. Sultan Agung Kel. Lebak Bandung Kec. Jelutung;1,3,5;2;6;24
826;15;JAMBI;1571;PT. J Co Donuts Dan Coffe Restoran;UNIT;Jl. Sultan Thaha No.07 Kel. Pasar Jambi Kec. Pasar Jambi;1,3,5;2;6;24
827;15;JAMBI;1571;"Restoran ""D'cost""";UNIT;Jl. Jend. Sudirman (Trona) Kel. Talang Jauh Kec. Jelutung;1,3,5;2;4;16
828;15;JAMBI;1571;"Restoran ""Cfc""";UNIT;Jl. Sultan Thaha ( Wtc ) Kel. Pasar Jambi Kec. Pasar jambi;1,3,5;3;6;24
829;15;JAMBI;1571;"Restoran ""Cfc""";UNIT;Jl. Kol. Abunjani (Swalayan Enha) Kel. Selamat Kec. Danau Sipin;1,3,5;3;6;24
830;15;JAMBI;1571;"Restoran ""Jambi Food Center""";UNIT;Jl. Mayor Abdul Kartawirana No.18 A Kel. Sulanjana Kec. Jambi Timur;1,3,5;1;3;12
831;15;JAMBI;1571;Sin Sin Resto;UNIT;Jl. Lombok Kel. Kebun Handil Kec. Jelutung;1,3,5;1;3;12
832;15;JAMBI;1571;"Restoran ""Food Capital""";UNIT;Jl. Jend. Sudirman Kel. Talang Jauh Kec. Jelutung;1,3,5;2;4;16
833;15;JAMBI;1571;"Restoran ""Pondok Kelapo""";UNIT;Jl. Hayam Wuruk Kel. Jelutung Kec. Jelutung;1,3,5;2;6;24
834;15;JAMBI;1571;"Restoran ""Wing Resto And Coffee""";UNIT;Jl. Jend. Sudirman Kel. Tambak Sari Kec. Jambi Selatan;1,3,5;2;6;24
835;15;JAMBI;1571;"Restoran ""Prancis Fried Chiken""";UNIT;Jl. Raden Mattaher No.51 Kel. Sungai Asam Kec. Pasar Jambi;1,3,5;2;4;16
836;15;JAMBI;1571;"Restoran ""Solaria""";UNIT;Jl. KaPT. A. Bakaruddin No.88 (Jamtos) Kel. Beliung Kec. Alam Barajo;1,3,5;2;6;24
837;15;JAMBI;1571;"Restoran Karaoke ""De'tones By Afgan""";UNIT;Jl. Hos Cokroaminoto No.02 Kel. Simp. Iii Sipin Kec. Kota Baru;1,3,5;1;3;12
838;15;JAMBI;1571;Restoran V Hotel;UNIT;Jl. KaPT. Pattimura No.65 Kel. Kenali Besar Kec. Alam Barajo;1,3,5;1;3;12
839;15;JAMBI;1571;Resto Dan Cafe Ziri;UNIT;Jl. Hayam Wuruk No.171 Kel. Jelutung Kec. Jelutung;1,3,5;1;3;12
840;15;JAMBI;1571;Restoran Swiss Cafe;UNIT;Jl. Prof. Dr. Soemantri Brodjonegoro Kel. Solok Sipin Kec. Danau Sipin;1,3,5;2;5;20
841;15;JAMBI;1571;Resto Dan Cafe Damiatim;UNIT;Jl. H. Agus Salim No.71 Kel. Handil Jaya Kec. Jelutung;1,3,5;1;3;12
842;15;JAMBI;1571;Restoran Dapur Tempur;UNIT;Jl. Sultan Thaha (Wtc) Kel. Pasar Jambi Kec. Pasar Jambi;1,3,5;1;3;12
843;15;JAMBI;1571;Restoran Dunkin Donuts (Lippo Mall);UNIT;Jl. Mayor Abdul Kartawirana Kel. Budiman Kec. Jambi Timur;1,3,5;1;3;12
844;15;JAMBI;1571;Restoran Uncle K / PT. Aroma Sentosa Primarasa (lippo Mall);UNIT;Jl. Mayor Abdul Kartawirana Kel. Budiman Kec. Jambi Timur;1,3,5;1;2;8
845;15;JAMBI;1571;Restoran Hotel Odua Weston (Rick's Kitchen);UNIT;Jl. Jend. Gatot Subroto Kel. Sungai Asam Kec. Pasar Jambi;1,3,5;2;4;16
846;15;JAMBI;1571;Restoran Octopuss Wellness;UNIT;Jl. M. Husni Thamrin Kel. Beringin Kec. Pasar Jambi;1,3,5;1;3;12
847;15;JAMBI;1571;Restoran Selera Wisata;UNIT;Jl. Gr. Djamin Dt. Bagindo Kel. Talang Banjar Kec. Jambi Timur;1,3,5;2;4;16
848;15;JAMBI;1571;The View (Swiss-Bel Hotel);UNIT;Jl. Prof. Dr. Soemantri Brodjonegoro Kel. Solok Sipin Kec. Danau Sipin;1,3,5;3;6;24
849;15;JAMBI;1571;Restoran Port Of Destination;UNIT;Jl. Kol. Pol. M. Thaher Kel. Pakuan Baru Kec. Jambi selatan;1,3,5;2;4;16
850;15;JAMBI;1571;Restoran Will House;UNIT;Jl. Prof. Dr. Soemantri Brodjonegoro Kel. Solok Sipin Kec. Danau Sipin;1,3,5;2;4;16
851;15;JAMBI;1571;Restoran Anggrek Executive Lounge;UNIT;Jl. Exs Arena Mtq (Dalam Bandara) Kel. Talang Bakung Kec. Paal Merah;1,3,5;3;6;24
852;15;JAMBI;1571;Restoran Cfc;UNIT;Jl. Mayor Abdul Kartawirana Kel. Budiman Kec. Jambi Timur;1,3,5;2;4;16
853;15;JAMBI;1571;Restoran Ichiban Sushi;UNIT;Jl. Sultan Thaha (Wtc Batanghari Lt. 1) Kel. Pasar Jambi Kec. Pasar Jambi;1,3,5;4;8;32
854;15;JAMBI;1571;Restoran Hotel Luminor;UNIT;Jl. Empu Gandring Kel. Solok Sipin Kec. Danau Sipin;1,3,5;2;4;16
855;15;JAMBI;1571;Restoran Uncle K / PT. Aroma Sentosa Primarasa (lippo Mall);UNIT;Jl. KaPT. A. Bakaruddin No. 88 Kel. Beliung Kec. Alam Barajo;1,3,5;2;4;16
856;15;JAMBI;1571;Restoran Dan Cafe Simon And Sons / PT. Anugrah Inti Rasa (Jamtos);UNIT;Jl. KaPT. A. Bakaruddin No.88 Kel. Beliung Kec. Alam Barajo;1,3,5;3;6;24
857;15;JAMBI;1571;Restoran Panties Pizza (Jamtos);UNIT;Jl. KaPT. A. Bakaruddin No.88 Kel. Beliung Kec. Alam Barajo;1,3,5;4;8;32
858;15;JAMBI;1571;Resto Dan Cafe Bram And Roses;UNIT;Jl. Pangeran Diponegoro No.81 Kel. Sulanjana Kec. Jambi Timur;1,3,5;4;8;32
859;15;JAMBI;1571;Buzz Cafe & Resto;UNIT;Jl. H. Syamsudin Uban No.30 Kel. Tambak Sari Kec. Jambi Selatan;1,3,5;4;8;32
860;15;JAMBI;1571;Resto Sajian Sambara;UNIT;Jl. KaPT. A. Bakaruddin No.88 (Jamtos) Kel. Beliung Kec. Alam Barajo;1,3,5;4;8;32
861;15;JAMBI;1571;"Restoran ""Infinity Hotel""";UNIT;Jl. Sultan Thaha No. 60 Kel. Pasar Jambi Kec. Pasar Jambi;1,3,5;2;4;16
862;15;JAMBI;1571;Resto & Cafe (Gentaranish Blues & Rock N Roll;UNIT;Jl. Hos Cokroaminoto Kel. Simp. Iii Sipin Kec. Kota Baru;1,3,5;3;6;24
863;15;JAMBI;1571;Restoran Plate & Stone / PT. Perdana Selaras Perkasa (Lippo Plaza);UNIT;Jl. Mayor Abdul Kartawirana Kel. Budiman Kec. Jambi Timur;1,3,5;2;4;16
864;15;JAMBI;1571;Shabu Bbq;UNIT;Jl. Panglima Polim No.03 Kel. Tanjung Pinang Kec. Jambi Timur;1,3,5;4;8;32
865;15;JAMBI;1571;Restoran Kfc;UNIT;Jl. KaPT. Pattimura (Trona Ekspress) Kel. Kenali Besar Kec. Alam Barajo;1,3,5;2;4;16
866;15;JAMBI;1571;Restoran Rich Fried Chicken / Cv.  Rich Food Indonesia;UNIT;Jl. KaPT. Bakaruddin Kel. Selamat Kec. Danau Sipin;1,3,5;4;8;32
867;15;JAMBI;1571;Restoran A Dan W;UNIT;Jl. KaPT. A. Bakaruddin No.88 (Jamtos) Kel. Beliung Kec. Alam Barajo;1,3,5;3;6;24
868;15;JAMBI;1571;Restoran Kfc;UNIT;Jl. Sentot Alibasa (Tropi Mart Selincah) Kel. Payo selincah Kec. Paal Merah;1,3,5;3;6;24
869;15;JAMBI;1571;"Restoran ""Ceria Hotel""";UNIT;Jl. M. Husni Thamrin No.18 Kel. Beringin Kec. Pasar Jambi;1,3,5;3;6;24
870;15;JAMBI;1571;Restoran Suteki Sushi;UNIT;Jl. Orang Kayo Hitam Kel. Budiman Kec. Jambi Timur;1,3,5;4;8;32
871;15;JAMBI;1571;Restoran & Bakery Saimen / PT.  Chirsky Vetarindo;UNIT;Jl. KaPT. Pattimura No.27 Kel. Kenali Besar Kec. Alam Barajo;1,3,5;3;6;24
872;15;JAMBI;1571;"Restoran ""Cfc""";UNIT;Jl. KaPT. A. Bakaruddin (Jamtos) No.88 Kel. Beliung Kec. Alam Barajo;1,3,5;3;6;24
873;15;JAMBI;1571;Saoenk Kito;UNIT;Jl. Prof. Dr. Soemantro Brodjonegoro Kel. Solok Sipin Kec. Danau Sipin;1,3,5;3;6;24
874;15;JAMBI;1571;Restoran Saimen / PT. Chirsky Vetarindo Jaya;UNIT;Jl. Sultan Hasanuddin Kel. Talang Bakung Kec. Paal Merah;1,3,5;3;6;24
875;15;JAMBI;1571;Nicks's Steak & Resto;UNIT;Jl. Orang Kayo Hitam Kel. Sulanjana Kec. Jambi Timur  ;1,3,5;3;6;24
