no;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_rumah _makan;satuan;Alamat;Fasilitas;jumlah_tenaga_kerja;meja;Kursi
876;15;JAMBI;1571;Restoran Bw Luxury Jambi;UNIT;Jl. Soekarno-Hatta No.40 Kel. Pasir Putih Kec. Jambi Selatan;1,3,5;2;4;16
877;15;JAMBI;1571;"Rumah Makan ""Cindy""";UNIT;Jl. Gr. Djamin Dt. Bagindo No.7 Kel. Budiman Kec. Jambi Timur;1,3,5;3;6;24
878;15;JAMBI;1571;"Rumah Makan ""Pawon Pasundan""";UNIT;Jl. Nias No.63 Kel. Kebun Handil Kec. Jelutung;1,3,5;2;4;16
879;15;JAMBI;1571;"Rumah Makan ""Aroma Baru""";UNIT;Jl. H. Adam Malik Kel. Kebun Handil Kec. Jelutung;1,3,5;2;4;16
880;15;JAMBI;1571;"Rumah Makan ""Sederhana""";UNIT;Jl. Soekarno Hatta Kel. Pasir Putih Kec. Jambi Selatan;1,3,5;3;6;24
881;15;JAMBI;1571;"Warung Nasi ""Salero Kito""";UNIT;Jl. Samsudin Uban Kel. Jelutung Kec. Jelutung;1,3,5;2;4;16
882;15;JAMBI;1571;"Rumah Makan ""Warung Sop Mega Rasa"" ";UNIT;Jl. Amir Hamzah Kel. Telanaipura Kec. Telanaipura;1,3,5;2;4;16
883;15;JAMBI;1571;"Rumah Makan ""Simpang Raya Group""";UNIT;Jl. KaPT. A. Bakaruddin Kel. Simp. Iii Sipin Kec. Kota Baru;1,3,5;3;6;24
884;15;JAMBI;1571;"Warung Nasi ""Manegang""";UNIT;Jl. Kol. Pol. Zainal Abidin Sip.Iv Kel. Talang Banjar Kec. Jambi Timur;1,3,5;2;4;16
885;15;JAMBI;1571;"Rumah Makan ""Safari""";UNIT;Jl. Jend. Sudirman No.8 Kel. Thehok Kec. Jambi Selatan;1,3,5;3;6;24
886;15;JAMBI;1571;"Rumah Makan ""Bunda Jaya""";UNIT;Jl. Jalak Raya Kel. Kebun Handil Kec. Jelutung;1,3,5;2;4;16
887;15;JAMBI;1571;"Rumah Makan ""Ekri""";UNIT;Jl. Elang No.70 Kel. Talang Jauh Kec. Jelutung;1,3,5;3;6;24
888;15;JAMBI;1571;"Rumah Makan ""Bareh Solok""";UNIT;Jl. Gajah Mada Kel. Lebak Bandung Kec. Jelutung;1,3,5;3;6;24
889;15;JAMBI;1571;"Rumah Makan ""Simpang Alay""";UNIT;Jl. KaPT. A. Bakaruddin Kel. Simp. Iii Sipin Kec. Kota Baru;1,3,5;2;4;16
890;15;JAMBI;1571;"Rumah Makan ""Gantino Baru""";UNIT;Jl. Jend. Sudirman No.2 Rt.16/05 Kel. Tambak Sari Kec. Jambi Selatan;1,3,5;4;8;32
891;15;JAMBI;1571;"Rumah Makan ""Sederhana""";UNIT;Jl. Jend. Gatot Subroto Kel. Cempaka Putih Kec. Jelutung;1,3,5;3;6;24
892;15;JAMBI;1571;"Rumah Makan ""Wong Djogja""";UNIT;Jl. Gr. Djamin Dt. Bagindo Simp.Iv Talang Banjar Kel. Talang Banjar Kec. Jambi Timur;1,3,5;3;6;24
893;15;JAMBI;1571;"Rumah Makan ""Aroma Cempaka""";UNIT;Jl. Hmo. Bafadhal Kel. Cempaka Putih Kec. Jelutung;1,3,5;3;6;24
894;15;JAMBI;1571;"Warung Nasi ""Kapau Jaya""";UNIT;Terminal Rawasari Kel. Pasar Jambi Kec. Pasar Jambi;1,3,5;4;8;32
895;15;JAMBI;1571;"Rumah Makan ""Mak Datuak""";UNIT;Jl. Kol. Pol. M. Thaher Kel. Talang Banjar Kec. Jambi Timur;1,3,5;3;6;24
896;15;JAMBI;1571;"Rumah Makan ""Suka Damai""";UNIT;Jl. KaPT. A. Bakaruddin No. 38 Kel. Rawa Sari Kec. Alam Barajo;1,3,5;2;4;16
897;15;JAMBI;1571;"Rumah Makan ""Permata Minang""";UNIT;Jl. Sultan Thaha ( Depan Wtc ) Kel. Pasar Jambi Kec. Pasar Jambi;1,3,5;3;6;24
898;15;JAMBI;1571;"Rumah Makan ""Aneka Sari""";UNIT;Jl. H. Adam Malik No.26 Kel. Kebun Handil Kec. Jelutung;1,3,5;2;4;16
899;15;JAMBI;1571;"Rumah Makan ""Bu Tentrem""";UNIT;Jl. KaPT. A. Bakaruddin Kel. Simp. Iii Sipin Kec. Kota Baru;1,3,5;3;6;24
900;15;JAMBI;1571;"Rumah Makan ""Indonesia""";UNIT;Jl. Samratulangi No.109 Kel. Pasar Jambi Kec. Pasar Jambi;1,3,5;3;6;24
901;15;JAMBI;1571;"Rumah Makan ""Putra Tanjung""";UNIT;Jl. Rb.Siagian Kel. Pasir Putih Kec. Jambi Selatan;1,3,5;3;6;24
902;15;JAMBI;1571;"Rumah Makan ""Puri Minang""";UNIT;Jl. KaPT. Pattimura No.02-03 Kel. Kenali Besar Kec. Alam Barajo;1,3,5;3;6;24
903;15;JAMBI;1571;Warung Mandeh;UNIT;Jl. Mulawarman Kel. Jelmu Kec. Pelayangan;1,3,5;3;6;24
904;15;JAMBI;1571;"Rumah Makan ""Rasa Nikmat""";UNIT;Jl. Kol. Pol. Zainal Abidin No.24 Kel. Budiman Kec. Jambi Timur;1,3,5;4;8;32
905;15;JAMBI;1571;"Rumah Makan ""Mitra Bersama""";UNIT;Jl. Rw. Mongonsidi Kel. Orang Kayo Hitam Kec. Pasar Jambi;1,3,5;10;20;80
906;15;JAMBI;1571;"Rumah Makan ""Bebek Goreng  H. Slamet";UNIT;Jl. Yusuf Singadekane No.51 Kel. Telanaipura Kec. Telanaipura;1,3,5;4;8;32
907;15;JAMBI;1571;"Rumah Makan ""Bebek Pak Ndut""";UNIT;Jl. Empu Gandring (Depan Rs Arafah) Kel. Solok Sipin Kec. Danau Sipin;1,3,5;6;12;48
908;15;JAMBI;1571;"Rumah Makan ""Taraso""";UNIT;Jl. Kol. Amir Hamzah Kel. Telanaipura Kec. Telanaipura;1,3,5;6;12;48
909;15;JAMBI;1571;"Warung Nasi ""Pertemuan""";UNIT;Jl. Mayor A. Marzuki Kel. Paal Lima Kec. Kota Baru;1,3,5;3;6;24
910;15;JAMBI;1571;"Rm. ""Mamak Kitchen""";UNIT;Jl. Di. Panjaitan No.16-A Kel. Handil Jaya Kec. Jelutung;1,3,5;3;6;24
911;15;JAMBI;1571;"Rumah Makan ""Pecel Lele""";UNIT;Jl. Mayor A. Marzuki No.20 Kel. Suka Karya Kec. Kota Baru;1,3,5;3;6;24
912;15;JAMBI;1571;"Rumah Makan ""Sederhana""";UNIT;Jl. Prof. Dr. Soemantri Brodjonegoro Kel. Payo Lebar Kec. Jelutung;1,3,5;5;10;40
913;15;JAMBI;1571;"Rumah Makan ""Cahaya Minang""";UNIT;Jl. Sumatera Kel. Jelutung Kec. Jelutung;1,3,5;5;10;40
914;15;JAMBI;1571;"Rumah Makan ""Nasi Ibu""";UNIT;Jl. Hos Cokroaminoto Kel. Suka Karya Kec. Kota Baru;1,3,5;3;6;24
915;15;JAMBI;1571;"Rumah Makan ""Ranah Minang""";UNIT;Jl. Rb. Siagian Kel. Pasir Putih Kec. Jambi Selatan;1,3,5;2;4;16
916;15;JAMBI;1571;"Rumah Makan ""Buyung Munir""";UNIT;Jl. Soekarno Hatta No.58 Kel. Pasir Putih Kec. Jambi Selatan;1,3,5;2;4;16
917;15;JAMBI;1571;"Rumah Makan ""Salero""";UNIT;Jl. Jend. Sudirman No.91 Kel. Tambak Sari Kec. Jambi Selatan;1,3,5;3;6;24
918;15;JAMBI;1571;"Rumah Makan ""Basuo""";UNIT;Jl. KaPT. A. Bakaruddin Kel. Simp. Iii Sipin Kec. Kota Baru;1,3,5;3;6;24
919;15;JAMBI;1571;"Rumah Makan ""Uwo Kito""";UNIT;Jl. Slamet Riyadi No.3 Kel. Sungai Putri Kec. Danau Sipin;1,3,5;5;10;40
920;15;JAMBI;1571;"Rumah Makan ""Citra Minang""";UNIT;Jl. Sultan Syahril Kel. Talang Bakung Kec. Paal Merah;1,3,5;4;8;32
921;15;JAMBI;1571;"Rumah Makan ""Mayang Indah""";UNIT;Jl. Ir. H. Juanda Kel. Simp. Iii Sipin Kec. Kota Baru;1,3,5;2;4;16
922;15;JAMBI;1571;"Rumah Makan ""Alam Raya""";UNIT;Jl. Kh. Wahid Hasyim No.29 Kel. Pasar Jambi Kec. Pasar Jambi;1,3,5;3;6;24
923;15;JAMBI;1571;"Rumah Makan ""Nan Tongga""";UNIT;Jl. H. Agus Salim Kel. Handil Jaya Kec. Jelutung;1,3,5;4;8;32
924;15;JAMBI;1571;"Rumah Makan ""Salero Baru""";UNIT;Jl. Mayjen Sutoyo No.10 Kel. Telanaipura Kec. Telanaipura;1,3,5;3;6;24
925;15;JAMBI;1571;"Rumah Makan ""Ayam Bakar Simpang Gos""";UNIT;Jl. Amir Hamzah Kel. Telanaipura Kec. Telanaipura;1,3,5;5;10;40
926;15;JAMBI;1571;"Rumah Makan ""Sriwijaya""";UNIT;Jl. Jend. Sudirman No.10b Kel. Tambak Sari Kec. Jambi Selatan;1,3,5;2;4;16
927;15;JAMBI;1571;"Rumah Makan ""Jogya Java""";UNIT;Jl. Bangka Kel. Kebun Handil Kec. Jelutung;1,3,5;2;4;16
928;15;JAMBI;1571;"Rumah Makan ""Gantino Baru""";UNIT;Jl. Mr. Assaat Kel. Sungai Asam Kec. Pasar Jambi;1,3,5;2;4;16
929;15;JAMBI;1571;Warung Nasi;UNIT;Jl. Jalak Raya No.112 Kel. Handil Jaya Kec. Jelutung;1,3,5;4;8;32
930;15;JAMBI;1571;"Rumah Makan ""Pindang Meranjat""";UNIT;Jl. H. Agus Salim Kel. Handil Jaya Kec. Jelutung;1,3,5;3;6;24
931;15;JAMBI;1571;"Rumah Makan ""Perahu Nelayan""";UNIT;Jl. Panglima Polim Kel. Tanjung Pinang Kec. Jambi Timur;1,3,5;3;6;24
932;15;JAMBI;1571;"Rumah Makan ""Patamuan Baru""";UNIT;Jl. Fatahillah No.68 Kel. Eka Jaya Kec. Paal Merah;1,3,5;2;4;16
933;15;JAMBI;1571;"Rumah Makan ""Kiniko""";UNIT;Jl. Re. Martadinata No.42 Kel. Telanaipura Kec. Telanaipura;1,3,5;3;6;24
934;15;JAMBI;1571;"Warung Nasi ""Pendek""";UNIT;Jl. Abdurrahman Saleh Kel. Paal Merah Kec. Paal merah;1,3,5;3;6;24
935;15;JAMBI;1571;"Rumah Makan ""Aroma Cempaka""";UNIT;Jl. Jend. Sudirman Kel. Pakuan Baru Kec. Jambi Selatan;1,3,5;3;6;24
936;15;JAMBI;1571;"Rumah Makan ""Bu Salma""";UNIT;Jl. Yusuf Singadekane No.49 Kel. Solok Sipin Kec. Danau Sipin;1,3,5;4;8;32
937;15;JAMBI;1571;"Warung Nasi ""Dolog""";UNIT;Jl. Sultan Syahril Kel. Pasir Putih Kec. Jambi Selatan;1,3,5;3;6;24
938;15;JAMBI;1571;"Rumah Makan ""Dendeng Batokok  satu""";UNIT;Jl. Baru / Ikes Bawah Kel. Telanaipura Kec. Telanaipura;1,3,5;2;4;16
939;15;JAMBI;1571;"Rumah Makan ""Pagi Sore""";UNIT;Jl. Kol. Abunjani Kel. Selamat Kec. Danau Sipin;1,3,5;2;4;16
940;15;JAMBI;1571;"Rumah Makan ""Saung Purnama""";UNIT;Jl. KaPT.Pattimura Kel. Kenali Besar Kec. Alam Barajo;1,3,5;5;10;40
941;15;JAMBI;1571;"Rumah Makan ""Simpang Raya Wisata""";UNIT;Jl. Dr. Wahidin No.118 Kel. Pasar Jambi Kec. Pasar Jambi;1,3,5;3;6;24
942;15;JAMBI;1571;"Rumah Makan ""Aneka Rasa""";UNIT;Jl. Empu Gandring Kel. Solok Sipin Kec. Danau Sipin;1,3,5;4;8;32
943;15;JAMBI;1571;"Warung Nasi ""Tiga Saudara""";UNIT;Jl. Yunus Sanis No.84 Rt.5 Kel. Kebun Handil Kec. Jelutung;1,3,5;3;6;24
944;15;JAMBI;1571;"Rumah Makan ""Mayang""";UNIT;Jl. Ir. H. Juanda No.38 Kel. Simp. Iii Sipin Kec. Kota Baru;1,3,5;3;6;24
945;15;JAMBI;1571;"Rumah Makan ""Ayam Kremes Semar";UNIT;Jl. Hayam Wuruk No.46 Kel. Jelutung Kec. Jelutung;1,3,5;4;8;32
946;15;JAMBI;1571;"Rumah Makan ""Duck Tale""";UNIT;Jl. Pratu Safir Kel. Thehok Kec. Jambi Selatan;1,3,5;3;6;24
947;15;JAMBI;1571;"Rumah Makan ""Segar""";UNIT;Jl. Orang Kayo Hitam Kel. Talang Banjar Kec. Jambi Timur;1,3,5;4;8;32
948;15;JAMBI;1571;"Warung Nasi ""Kapau Uni Evi""";UNIT;Jl. KaPT. Pattimura Kel. Simp. Iii Sipin Kec. Kota Baru;1,3,5;5;10;40
949;15;JAMBI;1571;"Rumah Makan ""Pusako 6""";UNIT;Jl. Jalak Raya No.112 Kel. Handil Jaya Kec. Jelutung;1,3,5;4;8;32
950;15;JAMBI;1571;"Rumah Makan ""Uni Jas""";UNIT;Jl. Patalaside Kel. Thehok Kec. Jambi Selatan;1,3,5;3;6;24
951;15;JAMBI;1571;"Rumah Makan ""Pusako 7""";UNIT;Jl. Jend Sudirman Kel. Pasir Putih Kec. Jambi Selatan;1,3,5;4;8;32
952;15;JAMBI;1571;"Rumah Makan ""Harapan Baru""";UNIT;Jl. Ir. H. Juanda Depan Villa Gading Kel. Simp. Iii Sipin Kec. Kota Baru;1,3,5;4;8;32
953;15;JAMBI;1571;"Rumah Makan ""Mama""";UNIT;Jl. Prof. Dr. Soemantri Brodjonegoro Kel. Payo Lebar Kec. Jelutung;1,3,5;2;4;16
954;15;JAMBI;1571;Warung Nasi B. Sihombing;UNIT;Jl. Sultan Agung No.15 Kel. Beringin Kec. Pasar Jambi;1,3,5;3;6;24
955;15;JAMBI;1571;"Rumah Makan ""Rindu Alam""";UNIT;Jl. Sumatera Perumnas Kel. Handil Jaya Kec. Jelutung;1,3,5;5;10;40
956;15;JAMBI;1571;"Rumah Makan ""Pondok Daun""";UNIT;Jl. M. Husni Thamrin Kel. Beringin Kec. Pasar Jambi;1,3,5;4;8;32
957;15;JAMBI;1571;"Rumah Makan ""Kedai 1001""";UNIT;Jl. H. Adam Malik Kel. Kebun Handil Kec. Jelutung;1,3,5;6;12;48
958;15;JAMBI;1571;"Rumah Makan ""Sambal Lalap""";UNIT;Jl. A. Rahman Hakim Kel. Simp. Iv Sipin Kec. Telanaipura;1,3,5;2;4;16
959;15;JAMBI;1571;"Rumah Makan ""Pusako 2""";UNIT;Jl. Sri Soedewi (Samping Jasa Raharja) Kel. Solok Sipin Kec. Danau Sipin;1,3,5;3;6;24
960;15;JAMBI;1571;"Rumah Makan ""Wong Solo""";UNIT;Jl. Yusuf Singadekane No.2 Kel. Sungai Putri Kec. Danau Sipin;1,3,5;-;-;-
961;15;JAMBI;1571;"Rumah Makan ""Maulana 3""";UNIT;Jl. Pangeran Hidayat Kel. Suka Karya Kec. Kota Baru;1,3,5;-;-;-
962;15;JAMBI;1571;"Rumah Makan ""Leni Duo""";UNIT;Jl. Rd. Wijaya No.118 Kel. Thehok Kec. Jambi Selatan;1,3,5;-;-;-
963;15;JAMBI;1571;"Rumah Makan ""Ayam Goreng  Djogja""";UNIT;Jl. Hayam Wuruk Lrg. Kamboja No.24 Kel. Cempaka Putih Kec. Jelutung;1,3,5;-;-;-
964;15;JAMBI;1571;"Warung Nasi ""Sudi Mampir""";UNIT;Jl. Mayor A. Marzuki Kel. Suka Karya Kec. Kota Baru;1,3,5;-;-;-
965;15;JAMBI;1571;"Rumah Makan ""Aroma Cempaka Kota Baru";UNIT;Jl. Jend. Basuki Rahmat No.68 Kel. Paal Lima Kec. Kota Baru;1,3,5;-;-;-
966;15;JAMBI;1571;"Rumah Makan ""Putri Kembar""";UNIT;Jl. Abdurrahman Saleh Kel. Paal Merah Kec. Paal;1,3,5;-;-;-
967;15;JAMBI;1571;"Rumah Makan ""Sakban""";UNIT;Jl. Sentot Alibasa No. 115 Kel. Payo Selincah Kec. Paal;1,3,5;-;-;-
968;15;JAMBI;1571;"Rumah Makan ""Sari Raso""";UNIT;Jl. KaPT. Pattimura Kel. Simp. Iv Sipin Kec. Telanaipura;1,3,5;-;-;-
969;15;JAMBI;1571;"Warung Nasi Goreng ""Rajawali""";UNIT;Jl. Panglima Polim No.23 Kel. Rajawali Kec. Jambi Timur;1,3,5;-;-;-
970;15;JAMBI;1571;"Rumah Makan ""Simpang Raya Group""";UNIT;Jl. Prof. Dr. Soemantri Brodjonegoro (Depan Kedaung) Kel. Selamat Kec. Danau Sipin;1,3,5;-;-;-
971;15;JAMBI;1571;"Rumah Makan ""Simpang Raya Wisata""";UNIT;Jl. KaPT. A. Bakaruddin Kel. Simp. Iii Sipin Kec. Kota Baru;1,3,5;-;-;-
972;15;JAMBI;1571;"Rumah Makan ""Zul""";UNIT;Jl. R. Mongonsidi Kel. Pasar Jambi Kec. Pasar Jambi;1,3,5;-;-;-
973;15;JAMBI;1571;"Rumah Makan ""Multi Raya""";UNIT;Jl. Samratulangi No.83 Kel. Pasar Jambi Kec. Pasar Jambi;1,3,5;-;-;-
974;15;JAMBI;1571;"Rumah Makan "" Sinar Pagi""";UNIT;Jl. Kol. Abunjani Kel. Selamat Kec. Danau Sipin;1,3,5;-;-;-
975;15;JAMBI;1571;"Rumah Makan ""Juwita Sari""";UNIT;Jl. Di. Panjaitan Kel. Jelutung Kec. Jelutung;1,3,5;-;-;-
976;15;JAMBI;1571;Warung Nasi;UNIT;Jl. Rw. Mongonsidi Kel. Pasar Jambi Kec. Pasar Jambi;1,3,5;-;-;-
977;15;JAMBI;1571;"Rumah Makan ""Tirta Kencana""";UNIT;Jl. Jend. Sudirman Kel. Thehok Kec. Jambi Selatan;1,3,5;-;-;-
978;15;JAMBI;1571;"Rumah Makan ""Leni Tigo""";UNIT;Jl. Kol. Pol. M. Taher Kel. Wijaya Pura Kec. Jambi Selatan;1,3,5;-;-;-
979;15;JAMBI;1571;"Kedai Nasi ""Bumen Jaya""";UNIT;Jl. Jend. Sudirman No.12 Kel. Tambak Sari Kec. Jambi Selatan;1,3,5;-;-;-
980;15;JAMBI;1571;"Rumah Makan ""Pusako 1""";UNIT;Jl. Ar.Hakim (Depan Iain) Kel. Simp. Iv Sipin Kec. Telanaipura;1,3,5;-;-;-
981;15;JAMBI;1571;"Rumah Makan ""Munir 2""";UNIT;Jl. Jend. Sudirman Lrg.Pinang Sebatang Kel. Tambak Sari Kec. Jambi Selatan;1,3,5;-;-;-
982;15;JAMBI;1571;"Rumah Makan ""Nasya 2""";UNIT;Jl. Yos Sudarso Kel. Sijenjang Kec. Jambi Timur;1,3,5;-;-;-
983;15;JAMBI;1571;"Rumah Makan ""Ranah Minang""";UNIT;Jl. Slamet Riyadi Kel. Sungai Putri Kec. Danau Sipin;1,3,5;-;-;-
984;15;JAMBI;1571;"Rumah Makan ""Rindu Alam""";UNIT;Jl. Dr. Siwabessy Kel. Buluran Kenali Kec. Telanaipura;1,3,5;-;-;-
985;15;JAMBI;1571;"Warung Nasi ""Erni""";UNIT;Jl. Jend. Sudirman No.07 Kel. Tambak Sari Kec. Jambi Selatan;1,3,5;-;-;-
986;15;JAMBI;1571;"Rumah Makan ""Saung Bambu Kuning""";UNIT;Jl. Hayam Wuruk Kel. Jelutung Kec. Jelutung;1,3,5;-;-;-
987;15;JAMBI;1571;"Rumah Makan ""Rizky""";UNIT;Jl. Ir. H. Juanda No.08 Kel. Simp. Iii Sipin Kec. Kota Baru;1,3,5;-;-;-
988;15;JAMBI;1571;"Rumah Makan ""Warung Pindang Bi'cik";UNIT;Jl. Slamet Riyadi ( Depan Hotel Ratu ) Kel. Legok Kec. Danau Sipin;1,3,5;-;-;-
989;15;JAMBI;1571;"Rumah Makan ""Rindu Alam""";UNIT;Jl. H. Adam Malik Kel. Thehok Kec. Jambi Selatan;1,3,5;-;-;-
990;15;JAMBI;1571;"Rumah Makan ""Pagi Raya""";UNIT;Jl. Kh. Wahid Hasyim No.4 Kel. Pasar Jambi Kec. Pasar Jambi;1,3,5;-;-;-
991;15;JAMBI;1571;"Rumah Makan ""Dunia Baru""";UNIT;Jl. H. Adam Malik No.34 Kel. Thehok Kec. Jambi Selatan;1,3,5;-;-;-
992;15;JAMBI;1571;"Rumah Makan ""Cinto Minang 2""";UNIT;Jl. KaPT. Pattimura Kel. Kenali Besar Kec. Alam Barajo;1,3,5;-;-;-
993;15;JAMBI;1571;"Rumah Makan ""Pusako 4""";UNIT;Jl. Kol. Pol. M. Thaher Kel. Talang Banjar Kec. Jambi Timur;1,3,5;-;-;-
994;15;JAMBI;1571;"Rumah Makan "" Mega Sari Laut""";UNIT;Jl. Hasyim Azhari Kel. Rajawali Kec. Jambi Timur;1,3,5;-;-;-
995;15;JAMBI;1571;"Rumah Makan ""Salero Basamo""";UNIT;Jl. Jend. Sudirman Kel. Tambak Sari Kec. Jambi Selatan;1,3,5;-;-;-
996;15;JAMBI;1571;"Rumah Makan ""Sri Solo""";UNIT;Jl. Sultan Agung No.88 Kel. Murni Kec. Danau Sipin;1,3,5;-;-;-
997;15;JAMBI;1571;"Warung Nasi ""Gatot""";UNIT;Jl. Pangeran Diponegoro Kel. Sulanjana Kec. Jambi Timur;1,3,5;-;-;-
998;15;JAMBI;1571;"Rumah Makan ""Cempaka Sari""";UNIT;Jl. Jend. Sudirman No.19 Kel. Tambak Sari Kec. Jambi Selatan;1,3,5;-;-;-
999;15;JAMBI;1571;"Rumah Makan ""Nasi Sop Buntut Pak Kutar""";UNIT;Jl. Sunan Giri Kel. Simp. Iii Sipin Kec. Kota Baru;1,3,5;-;-;-
1000;15;JAMBI;1571;"Rumah Makan ""Simpati""";UNIT;Jl. KaPT. Pattimura Kel. Kenali Besar Kec. Alam Barajo;1,3,5;-;-;-
1001;15;JAMBI;1571;Rumah Makan Saoenk Kito;UNIT;Jl. Budiman Kel. Budiman Kec. Jambi Timur;1,3,5;-;-;-
1002;15;JAMBI;1571;Duo Nenek;UNIT;Jl. Hayam Wuruk No.23 Kel. Cempaka Putih Kec. Jelutung;1,3,5;-;-;-
1003;15;JAMBI;1571;Rumah Makan Dimsuki;UNIT;Jl. Hasyim Azhari Kel. Sulanjana Kec. Jambi Timur;1,3,5;-;-;-
1004;15;JAMBI;1571;Rumah Makan Ayam Penyet Surabaya;UNIT;Jl. Soekarno Hatta No.09 Kel. Thehok Kec. Jambi Selatan;1,3,5;-;-;-
1005;15;JAMBI;1571;Rumah Makan Rindu Alam 2;UNIT;Jl. Yos Sudarso Kel. Sijenjang Kec. Jambi Timur;1,3,5;-;-;-
1006;15;JAMBI;1571;Warung Makan Palembang;UNIT;Jl. H. Adam Malik Kel. Thehok Kec. Jambi Selatan;1,3,5;-;-;-
1007;15;JAMBI;1571;Rumah Makan Harapan Baru;UNIT;Jl. M. Nur Atmadibrata No.10 Kel. Pematang Sulur Kec.Telanaipura;1,3,5;-;-;-
1008;15;JAMBI;1571;Rumah Makan Kq 5;UNIT;Jl. H. Agus Salim Kel. Kebun Handil Kec. Jelutung;1,3,5;-;-;-
1009;15;JAMBI;1571;Popeye Seafood;UNIT;Jl. Panglima Polim Kel. Tanjung Pinang Kec. Jambi Timur;1,3,5;-;-;-
1010;15;JAMBI;1571;Rumah Makan Mak Dolet;UNIT;Jl. Tarmizi Kadir Kel. Pakuan Baru Kec. Jambi Selatan;1,3,5;-;-;-
1011;15;JAMBI;1571;Rumah Makan Pondok Langkisau;UNIT;Jl. Prof. Dr. M. Yamin Kel. Payo Lebar Kec. Jelutung;1,3,5;-;-;-
1012;15;JAMBI;1571;Rumah Makan Nan Kanduang;UNIT;Jl. Raden Pamuk No.01 Kel. Kasang Kec. Jambi Timur;1,3,5;-;-;-
1013;15;JAMBI;1571;Rumah Makan Sarang Kepiting;UNIT;Jl. Sultan Agung Kel. Beringin Kec. Pasar Jambi;1,3,5;-;-;-
1014;15;JAMBI;1571;Rumah Makan Rumah Kebon;UNIT;Jl. Lingkar Selatan Kel. Paal Merah Kec. Paal Merah Jl. Kol. Pol. M. Thaher Kel. Talang Banjar Kec. Jambi Timur;1,3,5;-;-;-
1015;15;JAMBI;1571;Rumah Makan Kopi Jambi Indah;UNIT;-;1,3,5;-;-;-
1016;15;JAMBI;1571;Rm. Pak Lek Ii;UNIT;Jl. Gr. Djamin Dt. Bagindo No.25 Kel. Talang Banjar Kec. Jambi Timur;1,3,5;-;-;-
1017;15;JAMBI;1571;Rm. Rindu Bundo;UNIT;Jl. Prof. Dr. M. Yamin Kel. Lebak Bandung Kec. Jelutung;1,3,5;-;-;-
1018;15;JAMBI;1571;Rm. Cempaka Sari;UNIT;Jl. Fatahillah Kel. Eka Jaya Kec. Paal Merah;1,3,5;-;-;-
1019;15;JAMBI;1571;Rm. Kelapo Gading;UNIT;Jl. Hayam Wuruk No.34-35 Kel. Jelutung Kec. Jelutung;1,3,5;-;-;-
1020;15;JAMBI;1571;Rumah Makan Kiniko Juo;UNIT;Jl. Sultan Agung Kel. Murni Kec. Danau Sipin;1,3,5;-;-;-
1021;15;JAMBI;1571;Rm. Bu Andre;UNIT;Jl. Ir. H. Juanda Kel. Simp. Iii Sipin Kec. Kota Baru;1,3,5;-;-;-
1022;15;JAMBI;1571;Rm. B. Sihombing Ii;UNIT;Jl. Lingkar Selatan Kel. Lingkar Selatan Kec. Paal Merah;1,3,5;-;-;-
1023;15;JAMBI;1571;Rumah Makan Hong Kitchen;UNIT;Jl. Pangeran Diponegoro No.31 Kel. Sungai Asam Kec. Pasar Jambi;1,3,5;-;-;-
1024;15;JAMBI;1571;Nasi Bakar Bebek Perintis;UNIT;Jl. Raden Wijaya Kel. Thehok Kec. Jambi Selatan;1,3,5;-;-;-
1025;15;JAMBI;1571;Rm. Ev Garden;UNIT;Jl. Ar. Saleh No.73 Kel. Paal Merah Kec. Paal Merah;1,3,5;-;-;-
1026;15;JAMBI;1571;Rm. Dendeng Basah Hj. Herni;UNIT;Jl. Slamet Riyadi Kel. Sungai Putri Kec. Danau Sipin;1,3,5;-;-;-
1027;15;JAMBI;1571;Warung Nasi Pak H. Munir;UNIT;Jl. Soekarno Hatta Kel. Thehok Kec. Jambi Selatan;1,3,5;-;-;-
1028;15;JAMBI;1571;"Pondok Dendeng Basah ""Hj. Herni""";UNIT;Jl. Arif Rahman Hakim Kel. Simp. Iv Sipin Kec. Telanaipura;1,3,5;-;-;-
1029;15;JAMBI;1571;"Rumah Makan ""Tapian Puthi""";UNIT;Jl. KaPT Sujono Kel. Handil Jaya Kec. Jelutung;1,3,5;-;-;-
1030;15;JAMBI;1571;Rm. Hj. Herni;UNIT;Jl. Merpati No. 17 Kel. Payo Lebar Kec. Jelutung;1,3,5;-;-;-
1031;15;JAMBI;1571;Rumah Makan Waroeng Aku;UNIT;Jl. Kol. Pol. M. Thaher No.04 Kel. Pakuan Baru Kec. Jambi Selatan;1,3,5;-;-;-
1032;15;JAMBI;1571;Warung Makan Dapur Bang H. Ubet;UNIT;Jl. Jawa No.13 Kel. Talang Bakung Kec. Paal Merah;1,3,5;-;-;-
1033;15;JAMBI;1571;Rm. Kota Baru;UNIT;Jl. Mayor A. Marzuki No.27 Kel. Paal Lima Kec. Kota Baru;1,3,5;-;-;-
1034;15;JAMBI;1571;Pecel Lele Remaja 275;UNIT;Jl. Orang Kayo Hitam Kel. Sulanjana Kec. Jambi Timur;1,3,5;-;-;-
1035;15;JAMBI;1571;Iwan Goreng-Goreng;UNIT;Jl. A. Bakar Kel. Pematang Sulur Kec. Telanaipura ;1,3,5;-;-;-
