id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kode_kecamatan,nama_kecamatan,kategori,data,satuan,semester,jumlah_penduduk,tahun
1334,15,JAMBI,1501,KERINCI,150104,SITINJAU LAUT,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,1563,2022
1335,15,JAMBI,1501,KERINCI,150116,SIULAK,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,3271,2022
1336,15,JAMBI,1501,KERINCI,150118,SIULAK MUKAI,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,1260,2022
1337,15,JAMBI,1501,KERINCI,150122,TANAH COGOK,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,1459,2022
1338,15,JAMBI,1571,KOTA JAMBI,157109,ALAM BARAJO,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,19607,2022
1339,15,JAMBI,1571,KOTA JAMBI,157110,DANAU SIPIN,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,6666,2022
1340,15,JAMBI,1571,KOTA JAMBI,157106,DANAU TELUK,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2552,2022
1341,15,JAMBI,1571,KOTA JAMBI,157102,JAMBI SELATAN,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,9651,2022
1342,15,JAMBI,1571,KOTA JAMBI,157103,JAMBI TIMUR,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,9751,2022
1343,15,JAMBI,1571,KOTA JAMBI,157108,JELUTUNG,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,9518,2022
1344,15,JAMBI,1571,KOTA JAMBI,157107,KOTA BARU,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,13780,2022
1345,15,JAMBI,1571,KOTA JAMBI,157111,PAAL MERAH,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,19573,2022
1346,15,JAMBI,1571,KOTA JAMBI,157104,PASAR JAMBI,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,1672,2022
1347,15,JAMBI,1571,KOTA JAMBI,157105,PELAYANGAN,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2485,2022
1348,15,JAMBI,1571,KOTA JAMBI,157101,TELANAIPURA,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,8092,2022
1349,15,JAMBI,1572,KOTA SUNGAI PENUH,157203,HAMPARAN RAWANG,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2769,2022
1350,15,JAMBI,1572,KOTA SUNGAI PENUH,157207,KOTO BARU,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2089,2022
1351,15,JAMBI,1572,KOTA SUNGAI PENUH,157205,KUMUN DEBAI,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,1806,2022
1352,15,JAMBI,1572,KOTA SUNGAI PENUH,157202,PESISIR BUKIT,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2268,2022
1353,15,JAMBI,1572,KOTA SUNGAI PENUH,157206,PONDOK TINGGI,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,3498,2022
1354,15,JAMBI,1572,KOTA SUNGAI PENUH,157208,SUNGAI BUNGKAL,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2062,2022
1355,15,JAMBI,1572,KOTA SUNGAI PENUH,157201,SUNGAI PENUH,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2016,2022
1356,15,JAMBI,1572,KOTA SUNGAI PENUH,157204,TANAH KAMPUNG,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,1863,2022
1357,15,JAMBI,1502,MERANGIN,150202,BANGKO,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,9315,2022
1358,15,JAMBI,1502,MERANGIN,150210,BANGKO BARAT,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2372,2022
1359,15,JAMBI,1502,MERANGIN,150212,BATANG MASUMAI,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2483,2022
1360,15,JAMBI,1502,MERANGIN,150201,JANGKAT,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2602,2022
1361,15,JAMBI,1502,MERANGIN,150218,JANGKAT TIMUR,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2679,2022
1362,15,JAMBI,1502,MERANGIN,150209,LEMBAH MASURAI,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,3938,2022
1363,15,JAMBI,1502,MERANGIN,150221,MARGO TABIR,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2493,2022
1364,15,JAMBI,1502,MERANGIN,150203,MUARA SIAU,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2118,2022
1365,15,JAMBI,1502,MERANGIN,150211,NALO TATAN,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,4470,2022
1366,15,JAMBI,1502,MERANGIN,150206,PAMENANG,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,6729,2022
1367,15,JAMBI,1502,MERANGIN,150213,PAMENANG BARAT,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,3543,2022
1368,15,JAMBI,1502,MERANGIN,150220,PAMENANG SELATAN,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2218,2022
1369,15,JAMBI,1502,MERANGIN,150217,PANGKALAN JAMBU,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,1532,2022
1370,15,JAMBI,1502,MERANGIN,150219,RENAH PAMENANG,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2918,2022
1371,15,JAMBI,1502,MERANGIN,150216,RENAH PEMBARAP,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,3326,2022
1372,15,JAMBI,1502,MERANGIN,150204,SUNGAI MANAU,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2847,2022
1373,15,JAMBI,1502,MERANGIN,150205,TABIR,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,7189,2022
1374,15,JAMBI,1502,MERANGIN,150223,TABIR BARAT,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2203,2022
1375,15,JAMBI,1502,MERANGIN,150214,TABIR ILIR,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2202,2022
1376,15,JAMBI,1502,MERANGIN,150222,TABIR LINTAS,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,1632,2022
1377,15,JAMBI,1502,MERANGIN,150208,TABIR SELATAN,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,4514,2022
1378,15,JAMBI,1502,MERANGIN,150215,TABIR TIMUR,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,1759,2022
1379,15,JAMBI,1502,MERANGIN,150207,TABIR ULU,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,1879,2022
1380,15,JAMBI,1502,MERANGIN,150224,TIANG PUMPUNG,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,977,2022
1381,15,JAMBI,1505,MUARO JAMBI,150510,BAHAR SELATAN,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,3031,2022
1382,15,JAMBI,1505,MUARO JAMBI,150509,BAHAR UTARA,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2651,2022
1383,15,JAMBI,1505,MUARO JAMBI,150501,JAMBI LUAR KOTA,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,18619,2022
1384,15,JAMBI,1505,MUARO JAMBI,150503,KUMPEH,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,6689,2022
1385,15,JAMBI,1505,MUARO JAMBI,150506,KUMPEH ULU,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,14304,2022
1386,15,JAMBI,1505,MUARO JAMBI,150504,MARO SEBO,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,5140,2022
1387,15,JAMBI,1505,MUARO JAMBI,150505,MESTONG,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,10818,2022
1388,15,JAMBI,1505,MUARO JAMBI,150502,SEKERNAN,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,11610,2022
1389,15,JAMBI,1505,MUARO JAMBI,150507,SUNGAI BAHAR,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,5640,2022
1390,15,JAMBI,1505,MUARO JAMBI,150508,SUNGAI GELAM,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,15010,2022
1391,15,JAMBI,1505,MUARO JAMBI,150511,TAMAN RAJO,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2785,2022
1392,15,JAMBI,1503,SAROLANGUN,150307,AIR HITAM,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,6231,2022
1393,15,JAMBI,1503,SAROLANGUN,150301,BATANG ASAI,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,4827,2022
1394,15,JAMBI,1503,SAROLANGUN,150308,BATHIN VIII,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,4929,2022
1395,15,JAMBI,1503,SAROLANGUN,150310,CERMIN NAN GEDANG,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,3830,2022
1396,15,JAMBI,1503,SAROLANGUN,150302,LIMUN,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,4695,2022
1397,15,JAMBI,1503,SAROLANGUN,150306,MANDIANGIN,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,6343,2022
1398,15,JAMBI,1503,SAROLANGUN,15030,MANDIANGIN TIMUR,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,3009,2022
1399,15,JAMBI,1503,SAROLANGUN,150304,PAUH,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,6605,2022
1400,15,JAMBI,1503,SAROLANGUN,150305,PELAWAN,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,8927,2022
1401,15,JAMBI,1503,SAROLANGUN,150303,SAROLANGUN,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,10353,2022
1402,15,JAMBI,1503,SAROLANGUN,150309,SINGKUT,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,10210,2022
1403,15,JAMBI,1506,TANJUNG JABUNG BARAT,150607,BATANG ASAM,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,9420,2022
1404,15,JAMBI,1506,TANJUNG JABUNG BARAT,150604,BETARA,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,7417,2022
1405,15,JAMBI,1506,TANJUNG JABUNG BARAT,150611,BRAM ITAM,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,4305,2022
1406,15,JAMBI,1506,TANJUNG JABUNG BARAT,150612,KUALA BETARA,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,3028,2022
1407,15,JAMBI,1506,TANJUNG JABUNG BARAT,150605,MERLUNG,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,3898,2022
1408,15,JAMBI,1506,TANJUNG JABUNG BARAT,150609,MUARA PAPALIK,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2456,2022
1409,15,JAMBI,1506,TANJUNG JABUNG BARAT,150603,PENGABUAN,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,5229,2022
1410,15,JAMBI,1506,TANJUNG JABUNG BARAT,150608,RENAH MENDALUH,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,3841,2022
1411,15,JAMBI,1506,TANJUNG JABUNG BARAT,150610,SEBERANG KOTA,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,1882,2022
1412,15,JAMBI,1506,TANJUNG JABUNG BARAT,150613,SENYERANG,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,4580,2022
1413,15,JAMBI,1506,TANJUNG JABUNG BARAT,150606,TEBING TINGGI,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,9095,2022
1414,15,JAMBI,1506,TANJUNG JABUNG BARAT,150602,TUNGKAL ILIR,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,13594,2022
1415,15,JAMBI,1506,TANJUNG JABUNG BARAT,150601,TUNGKAL ULU,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,3303,2022
1416,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150711,BERBAK,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2228,2022
1417,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150706,DENDANG,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2785,2022
1418,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150710,GERAGAI,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,5702,2022
1419,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150708,KUALA JAMBI,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2963,2022
1420,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150703,MENDAHARA,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,4197,2022
1421,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150709,MENDAHARA ULU,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,4638,2022
1422,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150707,MUARA SABAK BARAT,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,5637,2022
1423,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150701,MUARA SABAK TIMUR,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,6127,2022
1424,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150702,NIPAH PANJANG,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,6040,2022
1425,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150704,RANTAU RASAU,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,6345,2022
1426,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150705,S A D U,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2692,2022
1427,15,JAMBI,1509,TEBO,150912,MUARA TABIR,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,4216,2022
1428,15,JAMBI,1509,TEBO,150904,RIMBO BUJANG,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,12160,2022
1429,15,JAMBI,1509,TEBO,150908,RIMBO ILIR,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,3312,2022
1430,15,JAMBI,1509,TEBO,150907,RIMBO ULU,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,7285,2022
1431,15,JAMBI,1509,TEBO,150910,SERAI SERUMPUN,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,2194,2022
1432,15,JAMBI,1509,TEBO,150905,SUMAY,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,5977,2022
1433,15,JAMBI,1509,TEBO,150902,TEBO ILIR,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,6522,2022
1434,15,JAMBI,1509,TEBO,150901,TEBO TENGAH,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,8985,2022
1435,15,JAMBI,1509,TEBO,150903,TEBO ULU,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,7052,2022
1436,15,JAMBI,1509,TEBO,150909,TENGAH ILIR,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,6379,2022
1437,15,JAMBI,1509,TEBO,150906,VII KOTO,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,4037,2022
1438,15,JAMBI,1509,TEBO,150911,VII KOTO ILIR,KARTU IDENTITAS ANAK,BELUM MEMILIKI,JIWA,1,4019,2022
1439,15,JAMBI,1504,BATANGHARI,150407,BAJUBANG,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,11998,2022
1440,15,JAMBI,1504,BATANGHARI,150404,BATIN XXIV,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,9472,2022
1441,15,JAMBI,1504,BATANGHARI,150408,MARO SEBO ILIR,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,4356,2022
1442,15,JAMBI,1504,BATANGHARI,150406,MARO SEBO ULU,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,11681,2022
1443,15,JAMBI,1504,BATANGHARI,150401,MERSAM,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,9777,2022
1444,15,JAMBI,1504,BATANGHARI,150403,MUARA BULIAN,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,20289,2022
1445,15,JAMBI,1504,BATANGHARI,150402,MUARA TEMBESI,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,10740,2022
1446,15,JAMBI,1504,BATANGHARI,150405,PEMAYUNG,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,10978,2022
1447,15,JAMBI,1508,BUNGO,150815,BATHIN II PELAYANG,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,2848,2022
1448,15,JAMBI,1508,BUNGO,150811,BATHIN III,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,8617,2022
1449,15,JAMBI,1508,BUNGO,150814,BATHIN III ULU,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,3059,2022
1450,15,JAMBI,1508,BUNGO,150810,BATIN II BABEKO,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,4778,2022
1451,15,JAMBI,1508,BUNGO,150812,BUNGO DANI,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,8640,2022
1452,15,JAMBI,1508,BUNGO,150804,JUJUHAN,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,6174,2022
1453,15,JAMBI,1508,BUNGO,150816,JUJUHAN ILIR,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,2605,2022
1454,15,JAMBI,1508,BUNGO,150807,LIMBUR LUBUK MENGKUANG,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,5258,2022
1455,15,JAMBI,1508,BUNGO,150808,MUKO-MUKO BATHIN VII,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,5017,2022
1456,15,JAMBI,1508,BUNGO,150803,PASAR MUARO BUNGO,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,6668,2022
1457,15,JAMBI,1508,BUNGO,150806,PELEPAT,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,11677,2022
1458,15,JAMBI,1508,BUNGO,150809,PELEPAT ILIR,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,15674,2022
1459,15,JAMBI,1508,BUNGO,150802,RANTAU PANDAN,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,3331,2022
1460,15,JAMBI,1508,BUNGO,150813,RIMBO TENGAH,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,10977,2022
1461,15,JAMBI,1508,BUNGO,150805,TANAH SEPENGGAL,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,7300,2022
1462,15,JAMBI,1508,BUNGO,150817,TANAH SEPENGGAL LINTAS,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,7466,2022
1463,15,JAMBI,1508,BUNGO,150801,TANAH TUMBUH,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,4269,2022
1464,15,JAMBI,1501,KERINCI,150105,AIR HANGAT,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,2580,2022
1465,15,JAMBI,1501,KERINCI,150121,AIR HANGAT BARAT,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,2387,2022
1466,15,JAMBI,1501,KERINCI,150111,AIR HANGAT TIMUR,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,4609,2022
1467,15,JAMBI,1501,KERINCI,150107,BATANG MERANGIN,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,3466,2022
1468,15,JAMBI,1501,KERINCI,150120,BUKITKERMAN,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,3583,2022
1469,15,JAMBI,1501,KERINCI,150102,DANAU KERINCI,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,3656,2022
1470,15,JAMBI,1501,KERINCI,150123,DANAU KERINCI BARAT,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,2746,2022
1471,15,JAMBI,1501,KERINCI,150117,DEPATI TUJUH,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,4054,2022
1472,15,JAMBI,1501,KERINCI,150106,GUNUNG KERINCI,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,3729,2022
1473,15,JAMBI,1501,KERINCI,150101,GUNUNG RAYA,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,2215,2022
1474,15,JAMBI,1501,KERINCI,150115,GUNUNG TUJUH,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,4825,2022
1475,15,JAMBI,1501,KERINCI,150109,KAYU ARO,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,6262,2022
1476,15,JAMBI,1501,KERINCI,150119,KAYU ARO BARAT,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,6045,2022
1477,15,JAMBI,1501,KERINCI,150108,KELILING DANAU,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,3059,2022
1478,15,JAMBI,1501,KERINCI,150104,SITINJAU LAUT,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,2445,2022
1479,15,JAMBI,1501,KERINCI,150116,SIULAK,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,6158,2022
1480,15,JAMBI,1501,KERINCI,150118,SIULAK MUKAI,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,3003,2022
1481,15,JAMBI,1501,KERINCI,150122,TANAH COGOK,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,2127,2022
1482,15,JAMBI,1571,KOTA JAMBI,157109,ALAM BARAJO,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,33738,2022
1483,15,JAMBI,1571,KOTA JAMBI,157110,DANAU SIPIN,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,12344,2022
1484,15,JAMBI,1571,KOTA JAMBI,157106,DANAU TELUK,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,3834,2022
1485,15,JAMBI,1571,KOTA JAMBI,157102,JAMBI SELATAN,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,16317,2022
1486,15,JAMBI,1571,KOTA JAMBI,157103,JAMBI TIMUR,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,18329,2022
1487,15,JAMBI,1571,KOTA JAMBI,157108,JELUTUNG,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,16630,2022
1488,15,JAMBI,1571,KOTA JAMBI,157107,KOTA BARU,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,25520,2022
1489,15,JAMBI,1571,KOTA JAMBI,157111,PAAL MERAH,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,32579,2022
1490,15,JAMBI,1571,KOTA JAMBI,157104,PASAR JAMBI,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,3014,2022
1491,15,JAMBI,1571,KOTA JAMBI,157105,PELAYANGAN,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,4049,2022
1492,15,JAMBI,1571,KOTA JAMBI,157101,TELANAIPURA,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,14459,2022
1493,15,JAMBI,1572,KOTA SUNGAI PENUH,157203,HAMPARAN RAWANG,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,3748,2022
1494,15,JAMBI,1572,KOTA SUNGAI PENUH,157207,KOTO BARU,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,2634,2022
1495,15,JAMBI,1572,KOTA SUNGAI PENUH,157205,KUMUN DEBAI,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,2559,2022
1496,15,JAMBI,1572,KOTA SUNGAI PENUH,157202,PESISIR BUKIT,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,3293,2022
1497,15,JAMBI,1572,KOTA SUNGAI PENUH,157206,PONDOK TINGGI,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,5023,2022
1498,15,JAMBI,1572,KOTA SUNGAI PENUH,157208,SUNGAI BUNGKAL,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,2984,2022
1499,15,JAMBI,1572,KOTA SUNGAI PENUH,157201,SUNGAI PENUH,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,2799,2022
1500,15,JAMBI,1572,KOTA SUNGAI PENUH,157204,TANAH KAMPUNG,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,2431,2022
1501,15,JAMBI,1502,MERANGIN,150202,BANGKO,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,15915,2022
1502,15,JAMBI,1502,MERANGIN,150210,BANGKO BARAT,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,3365,2022
1503,15,JAMBI,1502,MERANGIN,150212,BATANG MASUMAI,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,3697,2022
1504,15,JAMBI,1502,MERANGIN,150201,JANGKAT,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,3423,2022
1505,15,JAMBI,1502,MERANGIN,150218,JANGKAT TIMUR,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,3357,2022
1506,15,JAMBI,1502,MERANGIN,150209,LEMBAH MASURAI,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,5055,2022
1507,15,JAMBI,1502,MERANGIN,150221,MARGO TABIR,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,3890,2022
1508,15,JAMBI,1502,MERANGIN,150203,MUARA SIAU,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,3219,2022
1509,15,JAMBI,1502,MERANGIN,150211,NALO TATAN,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,6433,2022
1510,15,JAMBI,1502,MERANGIN,150206,PAMENANG,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,10727,2022
1511,15,JAMBI,1502,MERANGIN,150213,PAMENANG BARAT,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,5303,2022
1512,15,JAMBI,1502,MERANGIN,150220,PAMENANG SELATAN,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,3387,2022
1513,15,JAMBI,1502,MERANGIN,150217,PANGKALAN JAMBU,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,2063,2022
1514,15,JAMBI,1502,MERANGIN,150219,RENAH PAMENANG,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,4217,2022
1515,15,JAMBI,1502,MERANGIN,150216,RENAH PEMBARAP,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,4410,2022
1516,15,JAMBI,1502,MERANGIN,150204,SUNGAI MANAU,KARTU IDENTITAS ANAK,UMUR 0-17,JIWA,1,3615,2022
