NO;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;kode_kecamatan;nama_kecamatan;tahun;jumlah_keluarga_risiko_stunting;peringkat_kesejahteraan_1;peringkat_kesejahteraan_2;peringkat_kesejahteraan_3;peringkat_kesejahteraan_4;peringkat_kesejahteraan_>4;peringkat_kesejahteraan_belum_diketahui
;15;JAMBI;1502;MERANGIN;150210;BANGKO BARAT;2024;668;132;78;129;106;213;10
;15;JAMBI;1502;MERANGIN;150212;BATANG MASUMAI;2024;432;68;28;50;61;197;28
;15;JAMBI;1502;MERANGIN;150201;JANGKAT;2024;302;38;13;24;31;79;117
;15;JAMBI;1502;MERANGIN;150218;JANGKAT TIMUR;2024;633;312;66;65;48;53;89
;15;JAMBI;1502;MERANGIN;150209;LEMBAH MASURAI;2024;465;199;43;43;34;94;52
;15;JAMBI;1502;MERANGIN;150221;MARGO TABIR;2024;537;137;40;96;76;143;45
;15;JAMBI;1502;MERANGIN;150203;MUARA SIAU;2024;300;126;34;40;18;61;21
;15;JAMBI;1502;MERANGIN;150211;NALO TANTAN;2024;436;39;32;27;53;285;0
;15;JAMBI;1502;MERANGIN;150206;PAMENANG;2024;991;143;79;138;174;428;29
;15;JAMBI;1502;MERANGIN;150213;PAMENANG BARAT;2024;459;92;35;57;59;196;20
;15;JAMBI;1502;MERANGIN;150220;PAMENANG SELATAN;2024;394;99;45;56;63;103;28
;15;JAMBI;1502;MERANGIN;150217;PANGKALAN JAMBU;2024;125;18;9;10;15;52;21
;15;JAMBI;1502;MERANGIN;150219;RENAH PAMENANG;2024;183;20;13;15;28;100;7
;15;JAMBI;1502;MERANGIN;150216;RENAH PEMBARAP;2024;504;157;50;74;56;157;10
;15;JAMBI;1502;MERANGIN;150204;SUNGAI MANAU;2024;567;186;62;70;48;178;23
;15;JAMBI;1502;MERANGIN;150205;TABIR;2024;2.054;646;245;269;283;559;52
;15;JAMBI;1502;MERANGIN;150223;TABIR BARAT;2024;582;230;92;82;67;103;8
;15;JAMBI;1502;MERANGIN;150214;TABIR ILIR;2024;440;164;66;43;53;89;25
;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;2024;276;48;42;36;40;101;9
;15;JAMBI;1502;MERANGIN;150208;TABIR SELATAN;2024;681;59;42;83;116;360;21
;15;JAMBI;1502;MERANGIN;150215;TABIR TIMUR;2024;526;115;56;87;80;159;29
;15;JAMBI;1502;MERANGIN;150207;TABIR ULU;2024;697;312;78;72;54;131;50
;15;JAMBI;1502;MERANGIN;150224;TIANG PUMPUNG;2024;114;43;11;14;12;26;8
;15;JAMBI;1503;SAROLANGUN;150307;AIR HITAM;2024;1.275;159;162;195;203;554;2
;15;JAMBI;1503;SAROLANGUN;150301;BATANG ASAI;2024;2.412;546;341;358;269;794;104
;15;JAMBI;1503;SAROLANGUN;150308;BATHIN VIII;2024;524;56;27;43;33;320;45
;15;JAMBI;1503;SAROLANGUN;150310;CERMIN NAN GEDANG;2024;395;95;54;33;37;124;52
;15;JAMBI;1503;SAROLANGUN;150302;LIMUN;2024;874;225;161;129;88;249;22
;15;JAMBI;1503;SAROLANGUN;150306;MANDIANGIN;2024;1.066;278;154;162;113;318;41
;15;JAMBI;1503;SAROLANGUN;150311;MANDIANGIN TIMUR;2024;245;70;34;34;22;62;23
;15;JAMBI;1503;SAROLANGUN;150304;PAUH;2024;1.135;280;170;167;133;372;13
;15;JAMBI;1503;SAROLANGUN;150305;PELAWAN;2024;1.050;231;143;129;107;377;63
;15;JAMBI;1503;SAROLANGUN;150303;SAROLANGUN;2024;1.745;147;127;178;149;1.097;47
;15;JAMBI;1503;SAROLANGUN;150309;SINGKUT;2024;894;219;125;110;73;333;34
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;2024;1.597;215;243;236;184;719;80
;15;JAMBI;1504;BATANGHARI;150404;BATIN XXIV;2024;1.322;241;207;184;175;489;26
;15;JAMBI;1504;BATANGHARI;150408;MARO SEBO ILIR;2024;456;62;74;50;51;206;13
;15;JAMBI;1504;BATANGHARI;150406;MARO SEBO ULU;2024;2.011;554;363;255;165;542;132
;15;JAMBI;1504;BATANGHARI;150401;MERSAM;2024;564;96;108;81;40;194;45
;15;JAMBI;1504;BATANGHARI;150403;MUARA BULIAN;2024;2.619;365;342;322;260;1.246;84
;15;JAMBI;1504;BATANGHARI;150402;MUARA TEMBESI;2024;1.221;232;205;147;126;437;74
;15;JAMBI;1504;BATANGHARI;150405;PEMAYUNG;2024;1.282;315;245;188;123;327;84
;15;JAMBI;1505;MUARO JAMBI;150510;BAHAR SELATAN;2024;402;85;43;25;55;179;15
;15;JAMBI;1505;MUARO JAMBI;150509;BAHAR UTARA;2024;310;46;23;19;54;141;27
;15;JAMBI;1505;MUARO JAMBI;150501;JAMBI LUAR KOTA;2024;2.450;272;164;151;313;1.477;73
;15;JAMBI;1505;MUARO JAMBI;150503;KUMPEH;2024;1.945;180;139;141;271;1.146;68
;15;JAMBI;1505;MUARO JAMBI;150506;KUMPEH ULU;2024;2.520;209;206;160;431;1.440;74
;15;JAMBI;1505;MUARO JAMBI;150504;MARO SEBO;2024;983;190;132;73;187;360;41
;15;JAMBI;1505;MUARO JAMBI;150505;MESTONG;2024;1.180;254;132;94;175;494;31
;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;2024;1.538;212;132;118;263;731;82
;15;JAMBI;1505;MUARO JAMBI;150507;SUNGAI BAHAR;2024;606;35;52;38;92;347;42
;15;JAMBI;1505;MUARO JAMBI;150508;SUNGAI GELAM;2024;2.219;184;159;141;346;1.366;23
;15;JAMBI;1505;MUARO JAMBI;150511;TAMAN RAJO;2024;553;94;44;40;76;286;13
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;2024;1.199;146;174;86;108;658;27
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150604;BETARA;2024;2.419;366;549;279;333;879;13
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150611;BRAM ITAM;2024;2.687;530;565;356;264;884;88
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150612;KUALA BETARA;2024;2.375;466;510;322;264;712;101
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150605;MERLUNG;2024;324;40;27;26;24;178;29
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150609;MUARA PAPALIK;2024;89;4;11;1;5;51;17
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150603;PENGABUAN;2024;4.324;1.006;1.039;574;564;1.060;81
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150608;RENAH MENDALUH;2024;653;98;101;68;72;295;19
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150610;SEBERANG KOTA;2024;1.458;344;331;178;157;415;33
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150613;SENYERANG;2024;3.901;811;970;556;545;863;156
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150606;TEBING TINGGI;2024;997;57;100;52;91;685;12
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;2024;5.114;989;892;533;453;2.184;63
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150601;TUNGKAL ULU;2024;241;17;41;29;23;124;7
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150711;BERBAK;2024;555;145;120;40;69;178;3
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150706;DENDANG;2024;1.004;185;141;91;148;410;29
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150710;GERAGAI;2024;978;109;106;64;119;562;18
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150708;KUALA JAMBI;2024;1.787;367;257;117;271;714;61
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;2024;3.235;690;656;333;538;968;50
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;2024;764;233;102;27;81;313;8
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;2024;794;70;83;44;86;505;6
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150701;MUARA SABAK TIMUR;2024;2.055;223;236;99;247;1.226;24
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150702;NIPAH PANJANG;2024;2.903;504;461;224;423;1.275;16
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150704;RANTAU RASAU;2024;541;59;57;64;65;289;7
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150705;S A D U;2024;1.118;150;131;74;134;572;57
;15;JAMBI;1508;BUNGO;150815;BATHIN II PELAYANG;2024;282;41;60;30;33;109;9
;15;JAMBI;1508;BUNGO;150811;BATHIN III;2024;911;79;102;49;109;551;21
;15;JAMBI;1508;BUNGO;150814;BATHIN III ULU;2024;740;197;163;49;79;137;115
;15;JAMBI;1508;BUNGO;150810;BATIN II BABEKO;2024;486;35;88;31;68;258;6
;15;JAMBI;1508;BUNGO;150812;BUNGO DANI;2024;1.024;50;83;51;112;723;5
;15;JAMBI;1508;BUNGO;150804;JUJUHAN;2024;456;41;70;43;52;208;42
;15;JAMBI;1508;BUNGO;150816;JUJUHAN ILIR;2024;161;22;34;9;16;77;3
;15;JAMBI;1508;BUNGO;150807;LIMBUR LUBUK MENGKUANG;2024;834;165;158;81;93;303;34
;15;JAMBI;1508;BUNGO;150808;MUKO-MUKO BATHIN VII;2024;835;156;166;71;76;339;27
;15;JAMBI;1508;BUNGO;150803;PASAR MUARO BUNGO;2024;584;56;51;21;52;394;10
;15;JAMBI;1508;BUNGO;150806;PELEPAT;2024;1.591;293;304;148;158;596;92
;15;JAMBI;1508;BUNGO;150809;PELEPAT ILIR;2024;1.383;115;181;92;206;735;54
;15;JAMBI;1508;BUNGO;150802;RANTAU PANDAN;2024;610;137;134;48;69;212;10
;15;JAMBI;1508;BUNGO;150813;RIMBO TENGAH;2024;566;12;22;12;32;477;11
;15;JAMBI;1508;BUNGO;150805;TANAH SEPENGGAL;2024;1.698;324;334;148;192;695;5
;15;JAMBI;1508;BUNGO;150817;TANAH SEPENGGAL LINTAS;2024;994;326;180;83;94;277;34
;15;JAMBI;1508;BUNGO;150801;TANAH TUMBUH;2024;680;126;186;53;77;209;29
;15;JAMBI;1509;TEBO;150912;MUARA TABIR;2024;1.242;197;181;168;159;494;43
;15;JAMBI;1509;TEBO;150904;RIMBO BUJANG;2024;1.528;152;219;165;162;788;42
;15;JAMBI;1509;TEBO;150908;RIMBO ILIR;2024;738;47;95;84;89;413;10
;15;JAMBI;1509;TEBO;150907;RIMBO ULU;2024;859;145;169;115;95;332;3
;15;JAMBI;1509;TEBO;150910;SERAI SERUMPUN;2024;338;58;46;32;20;168;14
;15;JAMBI;1509;TEBO;150905;SUMAY;2024;957;153;165;104;99;397;39
;15;JAMBI;1509;TEBO;150902;TEBO ILIR;2024;223;26;30;28;23;91;25
;15;JAMBI;1509;TEBO;150901;TEBO TENGAH;2024;921;85;104;71;59;536;66
;15;JAMBI;1509;TEBO;150903;TEBO ULU;2024;1.174;320;202;109;110;409;24
;15;JAMBI;1509;TEBO;150909;TENGAH ILIR;2024;501;79;94;41;74;203;10
;15;JAMBI;1509;TEBO;150906;VII KOTO;2024;632;129;97;77;63;249;17
;15;JAMBI;1509;TEBO;150911;VII KOTO ILIR;2024;795;232;135;112;64;221;31
;15;JAMBI;1571;KOTA JAMBI;157109;ALAM BARAJO;2024;1.885;80;86;132;129;1.428;30
;15;JAMBI;1571;KOTA JAMBI;157110;DANAU SIPIN;2024;396;83;56;36;45;159;17
;15;JAMBI;1571;KOTA JAMBI;157106;DANAU TELUK;2024;123;23;17;13;12;48;10
;15;JAMBI;1571;KOTA JAMBI;157102;JAMBI SELATAN;2024;1.213;116;123;144;120;706;4
;15;JAMBI;1571;KOTA JAMBI;157103;JAMBI TIMUR;2024;1.495;267;167;210;152;671;28
;15;JAMBI;1571;KOTA JAMBI;157108;JELUTUNG;2024;548;62;57;63;68;259;39
;15;JAMBI;1571;KOTA JAMBI;157107;KOTA BARU;2024;2.280;148;144;219;251;1.496;22
;15;JAMBI;1571;KOTA JAMBI;157111;PAAL MERAH;2024;2.715;237;214;276;285;1.598;105
;15;JAMBI;1571;KOTA JAMBI;157104;PASAR JAMBI;2024;148;37;16;17;16;53;9
;15;JAMBI;1571;KOTA JAMBI;157105;PELAYANGAN;2024;264;84;39;47;21;64;9
;15;JAMBI;1571;KOTA JAMBI;157101;TELANAIPURA;2024;810;86;57;65;64;500;38
;15;JAMBI;1572;KOTA SUNGAI PENUH;157203;HAMPARAN RAWANG;2024;355;44;38;47;30;192;4
;15;JAMBI;1572;KOTA SUNGAI PENUH;157207;KOTO BARU;2024;230;11;11;14;37;145;12
;15;JAMBI;1572;KOTA SUNGAI PENUH;157205;KUMUN DEBAI;2024;186;79;27;9;10;56;5
;15;JAMBI;1572;KOTA SUNGAI PENUH;157202;PESISIR BUKIT;2024;208;16;6;21;19;134;12
;15;JAMBI;1572;KOTA SUNGAI PENUH;157206;PONDOK TINGGI;2024;465;11;13;10;31;378;22
;15;JAMBI;1572;KOTA SUNGAI PENUH;157208;SUNGAI BUNGKAL;2024;236;3;5;6;11;203;8
;15;JAMBI;1572;KOTA SUNGAI PENUH;157201;SUNGAI PENUH;2024;165;5;3;15;17;111;14
;15;JAMBI;1572;KOTA SUNGAI PENUH;157204;TANAH KAMPUNG;2024;223;5;8;14;16;152;28
