kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;tanggal_kejadian;kondisi_korban;satuan;jumlah_kejadian; jumlah_kerugian 
15;JAMBI;1572;157208;20/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1572;157208;20/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1572;157208;20/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1572;157208;20/01/2022;KEPALA KELUARGA;JIWA;0; Rp- 
15;JAMBI;1572;157208;20/01/2022;JIWA;JIWA;0; Rp- 
15;JAMBI;1508;150807;01/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150807;01/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150807;01/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150807;01/01/2022;KEPALA KELUARGA;JIWA;0; Rp- 
15;JAMBI;1508;150807;01/01/2022;JIWA;JIWA;0; Rp- 
15;JAMBI;1508;150813;01/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150813;01/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150813;01/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150813;01/01/2022;KEPALA KELUARGA;JIWA;0; Rp- 
15;JAMBI;1508;150813;01/01/2022;JIWA;JIWA;0; Rp- 
15;JAMBI;1508;150806;01/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150806;01/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150806;01/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150806;01/01/2022;KEPALA KELUARGA;JIWA;20; Rp- 
15;JAMBI;1508;150806;01/01/2022;JIWA;JIWA;90; Rp- 
15;JAMBI;1508;150810;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150810;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150810;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150810;02/01/2022;KEPALA KELUARGA;JIWA;318; Rp- 
15;JAMBI;1508;150810;02/01/2022;JIWA;JIWA;1272; Rp- 
15;JAMBI;1508;150810;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150810;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150810;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150810;02/01/2022;KEPALA KELUARGA;JIWA;64; Rp- 
15;JAMBI;1508;150810;02/01/2022;JIWA;JIWA;206; Rp- 
15;JAMBI;1508;150810;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150810;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150810;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150810;02/01/2022;KEPALA KELUARGA;JIWA;39; Rp- 
15;JAMBI;1508;150810;02/01/2022;JIWA;JIWA;185; Rp- 
15;JAMBI;1508;150802;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150802;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150802;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150802;02/01/2022;KEPALA KELUARGA;JIWA;350; Rp- 
15;JAMBI;1508;150802;02/01/2022;JIWA;JIWA;1097; Rp- 
15;JAMBI;1508;150802;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150802;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150802;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150802;02/01/2022;KEPALA KELUARGA;JIWA;13; Rp- 
15;JAMBI;1508;150802;02/01/2022;JIWA;JIWA;53; Rp- 
15;JAMBI;1508;150814;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150814;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150814;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150814;02/01/2022;KEPALA KELUARGA;JIWA;0; Rp- 
15;JAMBI;1508;150814;02/01/2022;JIWA;JIWA;0; Rp- 
15;JAMBI;1508;150814;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150814;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150814;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150814;02/01/2022;KEPALA KELUARGA;JIWA;0; Rp- 
15;JAMBI;1508;150814;02/01/2022;JIWA;JIWA;0; Rp- 
15;JAMBI;1508;150809;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150809;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150809;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150809;02/01/2022;KEPALA KELUARGA;JIWA;120; Rp- 
15;JAMBI;1508;150809;02/01/2022;JIWA;JIWA;483; Rp- 
15;JAMBI;1508;150809;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150809;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150809;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150809;02/01/2022;KEPALA KELUARGA;JIWA;45; Rp- 
15;JAMBI;1508;150809;02/01/2022;JIWA;JIWA;87; Rp- 
15;JAMBI;1508;150809;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150809;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150809;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150809;02/01/2022;KEPALA KELUARGA;JIWA;103; Rp- 
15;JAMBI;1508;150809;02/01/2022;JIWA;JIWA;410; Rp- 
15;JAMBI;1508;150809;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150809;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150809;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150809;02/01/2022;KEPALA KELUARGA;JIWA;8; Rp- 
15;JAMBI;1508;150809;02/01/2022;JIWA;JIWA;38; Rp- 
15;JAMBI;1508;150809;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150809;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150809;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150809;02/01/2022;KEPALA KELUARGA;JIWA;6; Rp- 
15;JAMBI;1508;150809;02/01/2022;JIWA;JIWA;27; Rp- 
15;JAMBI;1508;150808;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150808;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150808;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150808;02/01/2022;KEPALA KELUARGA;JIWA;400; Rp- 
15;JAMBI;1508;150808;02/01/2022;JIWA;JIWA;1372; Rp- 
15;JAMBI;1508;150808;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150808;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150808;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150808;02/01/2022;KEPALA KELUARGA;JIWA;400; Rp- 
15;JAMBI;1508;150808;02/01/2022;JIWA;JIWA;1372; Rp- 
15;JAMBI;1508;150812;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150812;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150812;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150812;02/01/2022;KEPALA KELUARGA;JIWA;577; Rp- 
15;JAMBI;1508;150812;02/01/2022;JIWA;JIWA;2597; Rp- 
15;JAMBI;1508;150812;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150812;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150812;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150812;02/01/2022;KEPALA KELUARGA;JIWA;41; Rp- 
15;JAMBI;1508;150812;02/01/2022;JIWA;JIWA;185; Rp- 
15;JAMBI;1508;150803;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150803;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150803;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150803;02/01/2022;KEPALA KELUARGA;JIWA;1050; Rp- 
15;JAMBI;1508;150803;02/01/2022;JIWA;JIWA;4762; Rp- 
15;JAMBI;1508;150803;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150803;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150803;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150803;02/01/2022;KEPALA KELUARGA;JIWA;424; Rp- 
15;JAMBI;1508;150803;02/01/2022;JIWA;JIWA;1908; Rp- 
15;JAMBI;1508;150803;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150803;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150803;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150803;02/01/2022;KEPALA KELUARGA;JIWA;286; Rp- 
15;JAMBI;1508;150803;02/01/2022;JIWA;JIWA;1287; Rp- 
15;JAMBI;1508;150803;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150803;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150803;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150803;02/01/2022;KEPALA KELUARGA;JIWA;187; Rp- 
15;JAMBI;1508;150803;02/01/2022;JIWA;JIWA;842; Rp- 
15;JAMBI;1508;150811;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150811;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150811;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150811;02/01/2022;KEPALA KELUARGA;JIWA;580; Rp- 
15;JAMBI;1508;150811;02/01/2022;JIWA;JIWA;2515; Rp- 
15;JAMBI;1508;150811;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150811;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150811;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150811;02/01/2022;KEPALA KELUARGA;JIWA;657; Rp- 
15;JAMBI;1508;150811;02/01/2022;JIWA;JIWA;2021; Rp- 
15;JAMBI;1508;150811;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150811;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150811;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150811;02/01/2022;KEPALA KELUARGA;JIWA;507; Rp- 
15;JAMBI;1508;150811;02/01/2022;JIWA;JIWA;2598; Rp- 
15;JAMBI;1508;150811;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150811;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150811;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150811;02/01/2022;KEPALA KELUARGA;JIWA;254; Rp- 
15;JAMBI;1508;150811;02/01/2022;JIWA;JIWA;988; Rp- 
15;JAMBI;1508;150805;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150805;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150805;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150805;02/01/2022;KEPALA KELUARGA;JIWA;180; Rp- 
15;JAMBI;1508;150805;02/01/2022;JIWA;JIWA;810; Rp- 
15;JAMBI;1508;150805;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150805;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150805;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150805;02/01/2022;KEPALA KELUARGA;JIWA;50; Rp- 
15;JAMBI;1508;150805;02/01/2022;JIWA;JIWA;225; Rp- 
15;JAMBI;1508;150805;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150805;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150805;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150805;02/01/2022;KEPALA KELUARGA;JIWA;165; Rp- 
15;JAMBI;1508;150805;02/01/2022;JIWA;JIWA;743; Rp- 
15;JAMBI;1508;150805;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150805;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150805;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150805;02/01/2022;KEPALA KELUARGA;JIWA;73; Rp- 
15;JAMBI;1508;150805;02/01/2022;JIWA;JIWA;329; Rp- 
15;JAMBI;1508;150805;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150805;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150805;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150805;02/01/2022;KEPALA KELUARGA;JIWA;35; Rp- 
15;JAMBI;1508;150805;02/01/2022;JIWA;JIWA;158; Rp- 
15;JAMBI;1508;150805;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150805;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150805;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150805;02/01/2022;KEPALA KELUARGA;JIWA;11; Rp- 
15;JAMBI;1508;150805;02/01/2022;JIWA;JIWA;50; Rp- 
15;JAMBI;1508;150805;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150805;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150805;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150805;02/01/2022;KEPALA KELUARGA;JIWA;97; Rp- 
15;JAMBI;1508;150805;02/01/2022;JIWA;JIWA;437; Rp- 
15;JAMBI;1508;150804;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150804;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150804;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150804;02/01/2022;KEPALA KELUARGA;JIWA;35; Rp- 
15;JAMBI;1508;150804;02/01/2022;JIWA;JIWA;127; Rp- 
15;JAMBI;1508;150804;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150804;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150804;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150804;02/01/2022;KEPALA KELUARGA;JIWA;10; Rp- 
15;JAMBI;1508;150804;02/01/2022;JIWA;JIWA;32; Rp- 
15;JAMBI;1508;150804;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150804;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150804;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150804;02/01/2022;KEPALA KELUARGA;JIWA;7; Rp- 
15;JAMBI;1508;150804;02/01/2022;JIWA;JIWA;19; Rp- 
15;JAMBI;1508;150816;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150816;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150816;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150816;02/01/2022;KEPALA KELUARGA;JIWA;22; Rp- 
15;JAMBI;1508;150816;02/01/2022;JIWA;JIWA;99; Rp- 
15;JAMBI;1508;150801;02/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150801;02/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150801;02/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150801;02/01/2022;KEPALA KELUARGA;JIWA;80; Rp- 
15;JAMBI;1508;150801;02/01/2022;JIWA;JIWA;360; Rp- 
15;JAMBI;1508;150814;05/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150814;05/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150814;05/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150814;05/01/2022;KEPALA KELUARGA;JIWA;0; Rp- 
15;JAMBI;1508;150814;05/01/2022;JIWA;JIWA;0; Rp- 
15;JAMBI;1508;150814;05/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150814;05/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150814;05/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150814;05/01/2022;KEPALA KELUARGA;JIWA;0; Rp- 
15;JAMBI;1508;150814;05/01/2022;JIWA;JIWA;0; Rp- 
15;JAMBI;1502;150202;17/01/2022;MENINGGAL DUNIA;JIWA;0;Rp600.000.000
15;JAMBI;1502;150202;17/01/2022;LUKA BERAT;JIWA;2;Rp600.000.000
15;JAMBI;1502;150202;17/01/2022;LUKA RINGAN;JIWA;3;Rp600.000.000
15;JAMBI;1502;150202;17/01/2022;KEPALA KELUARGA;JIWA;0;Rp600.000.000
15;JAMBI;1502;150202;17/01/2022;JIWA;JIWA;5;Rp600.000.000
15;JAMBI;1502;150202;22/01/2022;MENINGGAL DUNIA;JIWA;0;Rp20.000.000
15;JAMBI;1502;150202;22/01/2022;LUKA BERAT;JIWA;0;Rp20.000.000
15;JAMBI;1502;150202;22/01/2022;LUKA RINGAN;JIWA;0;Rp20.000.000
15;JAMBI;1502;150202;22/01/2022;KEPALA KELUARGA;JIWA;0;Rp20.000.000
15;JAMBI;1502;150202;22/01/2022;JIWA;JIWA;0;Rp20.000.000
15;JAMBI;1506;150607;29/01/2022;MENINGGAL DUNIA;JIWA;0;Rp50.000
15;JAMBI;1506;150607;29/01/2022;LUKA BERAT;JIWA;0;Rp50.000
15;JAMBI;1506;150607;29/01/2022;LUKA RINGAN;JIWA;0;Rp50.000
15;JAMBI;1506;150607;29/01/2022;KEPALA KELUARGA;JIWA;1;Rp50.000
15;JAMBI;1506;150607;29/01/2022;JIWA;JIWA;2;Rp50.000
15;JAMBI;1506;150602;31/01/2022;MENINGGAL DUNIA;JIWA;0;Rp1.000.000
15;JAMBI;1506;150602;31/01/2022;LUKA BERAT;JIWA;0;Rp1.000.000
15;JAMBI;1506;150602;31/01/2022;LUKA RINGAN;JIWA;8;Rp1.000.000
15;JAMBI;1506;150602;31/01/2022;KEPALA KELUARGA;JIWA;20;Rp1.000.000
15;JAMBI;1506;150602;31/01/2022;JIWA;JIWA;58;Rp1.000.000
15;JAMBI;1507;150703;19/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1507;150703;19/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1507;150703;19/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1507;150703;19/01/2022;KEPALA KELUARGA;JIWA;30; Rp- 
15;JAMBI;1507;150703;19/01/2022;JIWA;JIWA;10; Rp- 
15;JAMBI;1501;150101;07/01/2022;MENINGGAL DUNIA;JIWA;0;Rp15.000.000
15;JAMBI;1501;150101;07/01/2022;LUKA BERAT;JIWA;0;Rp15.000.000
15;JAMBI;1501;150101;07/01/2022;LUKA RINGAN;JIWA;0;Rp15.000.000
15;JAMBI;1501;150101;07/01/2022;KEPALA KELUARGA;JIWA;1;Rp15.000.000
15;JAMBI;1501;150101;07/01/2022;JIWA;JIWA;2;Rp15.000.000
15;JAMBI;1501;150106;16/01/2022;MENINGGAL DUNIA;JIWA;0;Rp3.000.000
15;JAMBI;1501;150106;16/01/2022;LUKA BERAT;JIWA;0;Rp3.000.000
15;JAMBI;1501;150106;16/01/2022;LUKA RINGAN;JIWA;0;Rp3.000.000
15;JAMBI;1501;150106;16/01/2022;KEPALA KELUARGA;JIWA;3;Rp3.000.000
15;JAMBI;1501;150106;16/01/2022;JIWA;JIWA;10;Rp3.000.000
15;JAMBI;1501;150116;23/01/2022;MENINGGAL DUNIA;JIWA;0;Rp8.000.000
15;JAMBI;1501;150116;23/01/2022;LUKA BERAT;JIWA;0;Rp8.000.000
15;JAMBI;1501;150116;23/01/2022;LUKA RINGAN;JIWA;0;Rp8.000.000
15;JAMBI;1501;150116;23/01/2022;KEPALA KELUARGA;JIWA;2;Rp8.000.000
15;JAMBI;1501;150116;23/01/2022;JIWA;JIWA;8;Rp8.000.000
15;JAMBI;1504;150403;17/01/2022;MENINGGAL DUNIA;JIWA;0;Rp50.000.000
15;JAMBI;1504;150403;17/01/2022;LUKA BERAT;JIWA;0;Rp50.000.000
15;JAMBI;1504;150403;17/01/2022;LUKA RINGAN;JIWA;0;Rp50.000.000
15;JAMBI;1504;150403;17/01/2022;KEPALA KELUARGA;JIWA;1;Rp50.000.000
15;JAMBI;1504;150403;17/01/2022;JIWA;JIWA;1;Rp50.000.000
15;JAMBI;1504;150402;24/01/2022;MENINGGAL DUNIA;JIWA;0;Rp50.000.000
15;JAMBI;1504;150402;24/01/2022;LUKA BERAT;JIWA;0;Rp50.000.000
15;JAMBI;1504;150402;24/01/2022;LUKA RINGAN;JIWA;0;Rp50.000.000
15;JAMBI;1504;150402;24/01/2022;KEPALA KELUARGA;JIWA;2;Rp50.000.000
15;JAMBI;1504;150402;24/01/2022;JIWA;JIWA;7;Rp50.000.000
15;JAMBI;1504;150405;24/01/2022;MENINGGAL DUNIA;JIWA;0;Rp20.000.000
15;JAMBI;1504;150405;24/01/2022;LUKA BERAT;JIWA;0;Rp20.000.000
15;JAMBI;1504;150405;24/01/2022;LUKA RINGAN;JIWA;0;Rp20.000.000
15;JAMBI;1504;150405;24/01/2022;KEPALA KELUARGA;JIWA;1;Rp20.000.000
15;JAMBI;1504;150405;24/01/2022;JIWA;JIWA;5;Rp20.000.000
15;JAMBI;1505;150501;15/01/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1505;150501;15/01/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1505;150501;15/01/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1505;150501;15/01/2022;KEPALA KELUARGA;JIWA;1; Rp- 
15;JAMBI;1505;150501;15/01/2022;JIWA;JIWA;3; Rp- 
15;JAMBI;1501;150118;01/02/2022;MENINGGAL DUNIA;JIWA;0;Rp7.500.000
15;JAMBI;1501;150118;01/02/2022;LUKA BERAT;JIWA;0;Rp7.500.000
15;JAMBI;1501;150118;01/02/2022;LUKA RINGAN;JIWA;0;Rp7.500.000
15;JAMBI;1501;150118;01/02/2022;KEPALA KELUARGA;JIWA;3;Rp7.500.000
15;JAMBI;1501;150118;01/02/2022;JIWA;JIWA;10;Rp7.500.000
15;JAMBI;1501;150115;01/02/2022;MENINGGAL DUNIA;JIWA;0;Rp3.000.000
15;JAMBI;1501;150115;01/02/2022;LUKA BERAT;JIWA;0;Rp3.000.000
15;JAMBI;1501;150115;01/02/2022;LUKA RINGAN;JIWA;0;Rp3.000.000
15;JAMBI;1501;150115;01/02/2022;KEPALA KELUARGA;JIWA;3;Rp3.000.000
15;JAMBI;1501;150115;01/02/2022;JIWA;JIWA;8;Rp3.000.000
15;JAMBI;1572;157201;11/02/2022;MENINGGAL DUNIA;JIWA;0;Rp25.000.000
15;JAMBI;1572;157201;11/02/2022;LUKA BERAT;JIWA;0;Rp25.000.000
15;JAMBI;1572;157201;11/02/2022;LUKA RINGAN;JIWA;0;Rp25.000.000
15;JAMBI;1572;157201;11/02/2022;KEPALA KELUARGA;JIWA;0;Rp25.000.000
15;JAMBI;1572;157201;11/02/2022;JIWA;JIWA;0;Rp25.000.000
15;JAMBI;1501;150118;13/02/2022;MENINGGAL DUNIA;JIWA;0;Rp50.000.000
15;JAMBI;1501;150118;13/02/2022;LUKA BERAT;JIWA;0;Rp50.000.000
15;JAMBI;1501;150118;13/02/2022;LUKA RINGAN;JIWA;0;Rp50.000.000
15;JAMBI;1501;150118;13/02/2022;KEPALA KELUARGA;JIWA;0;Rp50.000.000
15;JAMBI;1501;150118;13/02/2022;JIWA;JIWA;0;Rp50.000.000
15;JAMBI;1508;150810;14/02/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1508;150810;14/02/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1508;150810;14/02/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1508;150810;14/02/2022;KEPALA KELUARGA;JIWA;8; Rp- 
15;JAMBI;1508;150810;14/02/2022;JIWA;JIWA;24; Rp- 
15;JAMBI;1501;150111;15/02/2022;MENINGGAL DUNIA;JIWA;0;Rp75.000.000
15;JAMBI;1501;150111;15/02/2022;LUKA BERAT;JIWA;0;Rp75.000.000
15;JAMBI;1501;150111;15/02/2022;LUKA RINGAN;JIWA;0;Rp75.000.000
15;JAMBI;1501;150111;15/02/2022;KEPALA KELUARGA;JIWA;0;Rp75.000.000
15;JAMBI;1501;150111;15/02/2022;JIWA;JIWA;0;Rp75.000.000
15;JAMBI;1501;150111;16/02/2022;MENINGGAL DUNIA;JIWA;0;Rp60.000.000
15;JAMBI;1501;150111;16/02/2022;LUKA BERAT;JIWA;0;Rp60.000.000
15;JAMBI;1501;150111;16/02/2022;LUKA RINGAN;JIWA;0;Rp60.000.000
15;JAMBI;1501;150111;16/02/2022;KEPALA KELUARGA;JIWA;0;Rp60.000.000
15;JAMBI;1501;150111;16/02/2022;JIWA;JIWA;0;Rp60.000.000
15;JAMBI;1507;150703;16/02/2022;MENINGGAL DUNIA;JIWA;0; Rp- 
15;JAMBI;1507;150703;16/02/2022;LUKA BERAT;JIWA;0; Rp- 
15;JAMBI;1507;150703;16/02/2022;LUKA RINGAN;JIWA;0; Rp- 
15;JAMBI;1507;150703;16/02/2022;KEPALA KELUARGA;JIWA;14; Rp- 
15;JAMBI;1507;150703;16/02/2022;JIWA;JIWA;5; Rp- 
15;JAMBI;1502;150204;18/02/2022;MENINGGAL DUNIA;JIWA;0;Rp70.000.000
15;JAMBI;1502;150204;18/02/2022;LUKA BERAT;JIWA;0;Rp70.000.000
