id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;jumlah_puting_beliung;tahun
176;15;JAMBI;;;;
177;15;JAMBI;;;;
178;15;JAMBI;;;;
179;15;JAMBI;;;;
180;15;JAMBI;;;;
181;15;JAMBI;;;;
182;15;JAMBI;;;;
183;15;JAMBI;;;;
184;15;JAMBI;;;;
185;15;JAMBI;;;;
186;15;JAMBI;;;;
187;15;JAMBI;;;;
188;15;JAMBI;;;;
189;15;JAMBI;;;;
190;15;JAMBI;;;;
191;15;JAMBI;;;;
192;15;JAMBI;;;;
193;15;JAMBI;;;;
194;15;JAMBI;;;;
195;15;JAMBI;;;;
196;15;JAMBI;;;;
197;15;JAMBI;;;;
198;15;JAMBI;;;;
199;15;JAMBI;;;;
200;15;JAMBI;;;;
201;15;JAMBI;;;;
202;15;JAMBI;;;;
203;15;JAMBI;;;;
204;15;JAMBI;;;;
205;15;JAMBI;;;;
206;15;JAMBI;;;;
207;15;JAMBI;;;;
208;15;JAMBI;;;;
209;15;JAMBI;;;;
210;15;JAMBI;;;;
211;15;JAMBI;;;;
212;15;JAMBI;;;;
213;15;JAMBI;;;;
214;15;JAMBI;;;;
215;15;JAMBI;;;;
216;15;JAMBI;;;;
217;15;JAMBI;;;;
218;15;JAMBI;;;;
219;15;JAMBI;;;;
220;15;JAMBI;;;;
221;15;JAMBI;;;;
222;15;JAMBI;;;;
223;15;JAMBI;;;;
224;15;JAMBI;;;;
225;15;JAMBI;;;;
226;15;JAMBI;;;;
227;15;JAMBI;;;;
228;15;JAMBI;;;;
229;15;JAMBI;;;;
230;15;JAMBI;;;;
231;15;JAMBI;;;;
232;15;JAMBI;;;;
233;15;JAMBI;;;;
234;15;JAMBI;;;;
235;15;JAMBI;;;;
236;15;JAMBI;;;;
237;15;JAMBI;;;;
238;15;JAMBI;;;;
239;15;JAMBI;;;;
240;15;JAMBI;;;;
241;15;JAMBI;;;;
242;15;JAMBI;;;;
243;15;JAMBI;;;;
244;15;JAMBI;;;;
245;15;JAMBI;;;;
246;15;JAMBI;;;;
247;15;JAMBI;;;;
248;15;JAMBI;;;;
249;15;JAMBI;;;;
250;15;JAMBI;;;;
251;15;JAMBI;;;;
252;15;JAMBI;;;;
253;15;JAMBI;;;;
254;15;JAMBI;;;;
255;15;JAMBI;;;;
256;15;JAMBI;;;;
257;15;JAMBI;;;;
258;15;JAMBI;;;;
259;15;JAMBI;;;;
260;15;JAMBI;;;;
261;15;JAMBI;;;;
262;15;JAMBI;;;;
263;15;JAMBI;;;;
264;15;JAMBI;;;;
265;15;JAMBI;;;;
266;15;JAMBI;;;;
267;15;JAMBI;;;;
268;15;JAMBI;;;;
269;15;JAMBI;;;;
270;15;JAMBI;;;;
271;15;JAMBI;;;;
272;15;JAMBI;;;;
273;15;JAMBI;;;;
274;15;JAMBI;;;;
275;15;JAMBI;;;;
276;15;JAMBI;;;;
277;15;JAMBI;;;;
278;15;JAMBI;;;;
279;15;JAMBI;;;;
280;15;JAMBI;;;;
281;15;JAMBI;;;;
282;15;JAMBI;;;;
283;15;JAMBI;;;;
284;15;JAMBI;;;;
285;15;JAMBI;;;;
286;15;JAMBI;;;;
287;15;JAMBI;;;;
288;15;JAMBI;;;;
289;15;JAMBI;;;;
290;15;JAMBI;;;;
291;15;JAMBI;;;;
292;15;JAMBI;;;;
293;15;JAMBI;;;;
294;15;JAMBI;;;;
295;15;JAMBI;;;;
296;15;JAMBI;;;;
297;15;JAMBI;;;;
298;15;JAMBI;;;;
299;15;JAMBI;;;;
300;15;JAMBI;;;;
301;15;JAMBI;;;;
302;15;JAMBI;;;;
303;15;JAMBI;;;;
304;15;JAMBI;;;;
305;15;JAMBI;;;;
306;15;JAMBI;;;;
307;15;JAMBI;;;;
308;15;JAMBI;;;;
309;15;JAMBI;;;;
310;15;JAMBI;;;;
311;15;JAMBI;;;;
312;15;JAMBI;;;;
313;15;JAMBI;;;;
314;15;JAMBI;;;;
315;15;JAMBI;;;;
316;15;JAMBI;;;;
317;15;JAMBI;;;;
318;15;JAMBI;;;;
319;15;JAMBI;;;;
320;15;JAMBI;;;;
321;15;JAMBI;;;;
322;15;JAMBI;;;;
323;15;JAMBI;;;;
324;15;JAMBI;;;;
325;15;JAMBI;;;;
326;15;JAMBI;;;;
327;15;JAMBI;;;;
328;15;JAMBI;;;;
329;15;JAMBI;;;;
330;15;JAMBI;;;;
331;15;JAMBI;;;;
332;15;JAMBI;;;;
333;15;JAMBI;;;;
334;15;JAMBI;;;;
335;15;JAMBI;;;;
336;15;JAMBI;;;;
337;15;JAMBI;;;;
338;15;JAMBI;;;;
339;15;JAMBI;;;;
340;15;JAMBI;;;;
341;15;JAMBI;;;;
342;15;JAMBI;;;;
343;15;JAMBI;;;;
344;15;JAMBI;;;;
345;15;JAMBI;;;;
346;15;JAMBI;;;;
347;15;JAMBI;;;;
348;15;JAMBI;;;;
349;15;JAMBI;;;;
350;15;JAMBI;;;;
351;15;JAMBI;;;;
352;15;JAMBI;;;;
353;15;JAMBI;;;;
354;15;JAMBI;;;;
355;15;JAMBI;;;;
356;15;JAMBI;;;;
357;15;JAMBI;;;;
358;15;JAMBI;;;;
359;15;JAMBI;;;;
360;15;JAMBI;;;;
361;15;JAMBI;;;;
362;15;JAMBI;;;;
363;15;JAMBI;;;;
364;15;JAMBI;;;;
365;15;JAMBI;;;;
366;15;JAMBI;;;;
367;15;JAMBI;;;;
368;15;JAMBI;;;;
369;15;JAMBI;;;;
370;15;JAMBI;;;;
371;15;JAMBI;;;;
372;15;JAMBI;;;;
373;15;JAMBI;;;;
374;15;JAMBI;;;;
375;15;JAMBI;;;;
376;15;JAMBI;;;;
377;15;JAMBI;;;;
378;15;JAMBI;;;;
379;15;JAMBI;;;;
380;15;JAMBI;;;;
381;15;JAMBI;;;;
382;15;JAMBI;;;;
383;15;JAMBI;;;;
384;15;JAMBI;;;;
385;15;JAMBI;;;;
386;15;JAMBI;;;;
387;15;JAMBI;;;;
388;15;JAMBI;;;;
389;15;JAMBI;;;;
390;15;JAMBI;;;;
391;15;JAMBI;;;;
392;15;JAMBI;;;;
393;15;JAMBI;;;;
394;15;JAMBI;;;;
395;15;JAMBI;;;;
396;15;JAMBI;;;;
397;15;JAMBI;;;;
398;15;JAMBI;;;;
399;15;JAMBI;;;;
400;15;JAMBI;;;;
401;15;JAMBI;;;;
402;15;JAMBI;;;;
403;15;JAMBI;;;;
404;15;JAMBI;;;;
405;15;JAMBI;;;;
406;15;JAMBI;;;;
407;15;JAMBI;;;;
408;15;JAMBI;;;;
409;15;JAMBI;;;;
410;15;JAMBI;;;;
411;15;JAMBI;;;;
412;15;JAMBI;;;;
413;15;JAMBI;;;;
414;15;JAMBI;;;;
415;15;JAMBI;;;;
416;15;JAMBI;;;;
417;15;JAMBI;;;;
418;15;JAMBI;;;;
419;15;JAMBI;;;;
420;15;JAMBI;;;;
421;15;JAMBI;;;;
422;15;JAMBI;;;;
423;15;JAMBI;;;;
424;15;JAMBI;;;;
425;15;JAMBI;;;;
426;15;JAMBI;;;;
427;15;JAMBI;;;;
428;15;JAMBI;;;;
429;15;JAMBI;;;;
430;15;JAMBI;;;;
431;15;JAMBI;;;;
432;15;JAMBI;;;;
433;15;JAMBI;;;;
434;15;JAMBI;;;;
435;15;JAMBI;;;;
436;15;JAMBI;;;;
437;15;JAMBI;;;;
438;15;JAMBI;;;;
439;15;JAMBI;;;;
440;15;JAMBI;;;;
441;15;JAMBI;;;;
442;15;JAMBI;;;;
443;15;JAMBI;;;;
444;15;JAMBI;;;;
445;15;JAMBI;;;;
446;15;JAMBI;;;;
447;15;JAMBI;;;;
448;15;JAMBI;;;;
449;15;JAMBI;;;;
450;15;JAMBI;;;;
451;15;JAMBI;;;;
452;15;JAMBI;;;;
453;15;JAMBI;;;;
454;15;JAMBI;;;;
455;15;JAMBI;;;;
456;15;JAMBI;;;;
457;15;JAMBI;;;;
458;15;JAMBI;;;;
459;15;JAMBI;;;;
460;15;JAMBI;;;;
461;15;JAMBI;;;;
462;15;JAMBI;;;;
463;15;JAMBI;;;;
464;15;JAMBI;;;;
465;15;JAMBI;;;;
466;15;JAMBI;;;;
467;15;JAMBI;;;;
468;15;JAMBI;;;;
469;15;JAMBI;;;;
470;15;JAMBI;;;;
471;15;JAMBI;;;;
472;15;JAMBI;;;;
473;15;JAMBI;;;;
474;15;JAMBI;;;;
475;15;JAMBI;;;;
476;15;JAMBI;;;;
477;15;JAMBI;;;;
478;15;JAMBI;;;;
479;15;JAMBI;;;;
480;15;JAMBI;;;;
481;15;JAMBI;;;;
482;15;JAMBI;;;;
483;15;JAMBI;;;;
484;15;JAMBI;;;;
485;15;JAMBI;;;;
486;15;JAMBI;;;;
487;15;JAMBI;;;;
488;15;JAMBI;;;;
489;15;JAMBI;;;;
490;15;JAMBI;;;;
491;15;JAMBI;;;;
492;15;JAMBI;;;;
493;15;JAMBI;;;;
494;15;JAMBI;;;;
495;15;JAMBI;;;;
496;15;JAMBI;;;;
497;15;JAMBI;;;;
498;15;JAMBI;;;;
499;15;JAMBI;;;;
500;15;JAMBI;;;;
501;15;JAMBI;;;;
502;15;JAMBI;;;;
503;15;JAMBI;;;;
504;15;JAMBI;;;;
505;15;JAMBI;;;;
506;15;JAMBI;;;;
507;15;JAMBI;;;;
508;15;JAMBI;;;;
509;15;JAMBI;;;;
510;15;JAMBI;;;;
511;15;JAMBI;;;;
512;15;JAMBI;;;;
513;15;JAMBI;;;;
514;15;JAMBI;;;;
515;15;JAMBI;;;;
516;15;JAMBI;;;;
517;15;JAMBI;;;;
518;15;JAMBI;;;;
519;15;JAMBI;;;;
520;15;JAMBI;;;;
521;15;JAMBI;;;;
522;15;JAMBI;;;;
523;15;JAMBI;;;;
524;15;JAMBI;;;;
525;15;JAMBI;;;;
526;15;JAMBI;;;;
527;15;JAMBI;;;;
528;15;JAMBI;;;;
529;15;JAMBI;;;;
530;15;JAMBI;;;;
531;15;JAMBI;;;;
532;15;JAMBI;;;;
533;15;JAMBI;;;;
534;15;JAMBI;;;;
535;15;JAMBI;;;;
536;15;JAMBI;;;;
537;15;JAMBI;;;;
538;15;JAMBI;;;;
539;15;JAMBI;;;;
540;15;JAMBI;;;;
541;15;JAMBI;;;;
542;15;JAMBI;;;;
543;15;JAMBI;;;;
544;15;JAMBI;;;;
545;15;JAMBI;;;;
546;15;JAMBI;;;;
547;15;JAMBI;;;;
548;15;JAMBI;;;;
549;15;JAMBI;;;;
550;15;JAMBI;;;;
551;15;JAMBI;;;;
552;15;JAMBI;;;;
553;15;JAMBI;;;;
554;15;JAMBI;;;;
555;15;JAMBI;;;;
556;15;JAMBI;;;;
557;15;JAMBI;;;;
558;15;JAMBI;;;;
559;15;JAMBI;;;;
560;15;JAMBI;;;;
561;15;JAMBI;;;;
562;15;JAMBI;;;;
563;15;JAMBI;;;;
564;15;JAMBI;;;;
565;15;JAMBI;;;;
566;15;JAMBI;;;;
567;15;JAMBI;;;;
568;15;JAMBI;;;;
569;15;JAMBI;;;;
570;15;JAMBI;;;;
571;15;JAMBI;;;;
572;15;JAMBI;;;;
573;15;JAMBI;;;;
574;15;JAMBI;;;;
575;15;JAMBI;;;;
576;15;JAMBI;;;;
577;15;JAMBI;;;;
578;15;JAMBI;;;;
579;15;JAMBI;;;;
580;15;JAMBI;;;;
581;15;JAMBI;;;;
582;15;JAMBI;;;;
583;15;JAMBI;;;;
584;15;JAMBI;;;;
585;15;JAMBI;;;;
586;15;JAMBI;;;;
587;15;JAMBI;;;;
588;15;JAMBI;;;;
589;15;JAMBI;;;;
590;15;JAMBI;;;;
591;15;JAMBI;;;;
592;15;JAMBI;;;;
593;15;JAMBI;;;;
594;15;JAMBI;;;;
595;15;JAMBI;;;;
596;15;JAMBI;;;;
597;15;JAMBI;;;;
598;15;JAMBI;;;;
599;15;JAMBI;;;;
600;15;JAMBI;;;;
601;15;JAMBI;;;;
602;15;JAMBI;;;;
603;15;JAMBI;;;;
604;15;JAMBI;;;;
605;15;JAMBI;;;;
606;15;JAMBI;;;;
607;15;JAMBI;;;;
608;15;JAMBI;;;;
609;15;JAMBI;;;;
610;15;JAMBI;;;;
611;15;JAMBI;;;;
612;15;JAMBI;;;;
613;15;JAMBI;;;;
614;15;JAMBI;;;;
615;15;JAMBI;;;;
616;15;JAMBI;;;;
617;15;JAMBI;;;;
618;15;JAMBI;;;;
619;15;JAMBI;;;;
620;15;JAMBI;;;;
621;15;JAMBI;;;;
622;15;JAMBI;;;;
623;15;JAMBI;;;;
624;15;JAMBI;;;;
625;15;JAMBI;;;;
626;15;JAMBI;;;;
627;15;JAMBI;;;;
628;15;JAMBI;;;;
629;15;JAMBI;;;;
630;15;JAMBI;;;;
631;15;JAMBI;;;;
632;15;JAMBI;;;;
633;15;JAMBI;;;;
634;15;JAMBI;;;;
635;15;JAMBI;;;;
636;15;JAMBI;;;;
637;15;JAMBI;;;;
638;15;JAMBI;;;;
639;15;JAMBI;;;;
640;15;JAMBI;;;;
641;15;JAMBI;;;;
642;15;JAMBI;;;;
643;15;JAMBI;;;;
644;15;JAMBI;;;;
645;15;JAMBI;;;;
646;15;JAMBI;;;;
647;15;JAMBI;;;;
648;15;JAMBI;;;;
649;15;JAMBI;;;;
650;15;JAMBI;;;;
651;15;JAMBI;;;;
652;15;JAMBI;;;;
653;15;JAMBI;;;;
654;15;JAMBI;;;;
655;15;JAMBI;;;;
656;15;JAMBI;;;;
657;15;JAMBI;;;;
658;15;JAMBI;;;;
659;15;JAMBI;;;;
660;15;JAMBI;;;;
661;15;JAMBI;;;;
662;15;JAMBI;;;;
663;15;JAMBI;;;;
664;15;JAMBI;;;;
665;15;JAMBI;;;;
666;15;JAMBI;;;;
667;15;JAMBI;;;;
668;15;JAMBI;;;;
669;15;JAMBI;;;;
670;15;JAMBI;;;;
671;15;JAMBI;;;;
672;15;JAMBI;;;;
673;15;JAMBI;;;;
674;15;JAMBI;;;;
675;15;JAMBI;;;;
676;15;JAMBI;;;;
677;15;JAMBI;;;;
678;15;JAMBI;;;;
679;15;JAMBI;;;;
680;15;JAMBI;;;;
681;15;JAMBI;;;;
682;15;JAMBI;;;;
683;15;JAMBI;;;;
684;15;JAMBI;;;;
685;15;JAMBI;;;;
686;15;JAMBI;;;;
687;15;JAMBI;;;;
688;15;JAMBI;;;;
689;15;JAMBI;;;;
690;15;JAMBI;;;;
691;15;JAMBI;;;;
692;15;JAMBI;;;;
693;15;JAMBI;;;;
694;15;JAMBI;;;;
695;15;JAMBI;;;;
696;15;JAMBI;;;;
697;15;JAMBI;;;;
698;15;JAMBI;;;;
699;15;JAMBI;;;;
700;15;JAMBI;;;;
701;15;JAMBI;;;;
702;15;JAMBI;;;;
703;15;JAMBI;;;;
704;15;JAMBI;;;;
705;15;JAMBI;;;;
706;15;JAMBI;;;;
707;15;JAMBI;;;;
708;15;JAMBI;;;;
709;15;JAMBI;;;;
710;15;JAMBI;;;;
711;15;JAMBI;;;;
712;15;JAMBI;;;;
713;15;JAMBI;;;;
714;15;JAMBI;;;;
715;15;JAMBI;;;;
716;15;JAMBI;;;;
717;15;JAMBI;;;;
718;15;JAMBI;;;;
719;15;JAMBI;;;;
720;15;JAMBI;;;;
721;15;JAMBI;;;;
722;15;JAMBI;;;;
723;15;JAMBI;;;;
724;15;JAMBI;;;;
725;15;JAMBI;;;;
726;15;JAMBI;;;;
727;15;JAMBI;;;;
728;15;JAMBI;;;;
729;15;JAMBI;;;;
730;15;JAMBI;;;;
731;15;JAMBI;;;;
732;15;JAMBI;;;;
733;15;JAMBI;;;;
734;15;JAMBI;;;;
735;15;JAMBI;;;;
736;15;JAMBI;;;;
737;15;JAMBI;;;;
738;15;JAMBI;;;;
739;15;JAMBI;;;;
740;15;JAMBI;;;;
741;15;JAMBI;;;;
742;15;JAMBI;;;;
743;15;JAMBI;;;;
744;15;JAMBI;;;;
745;15;JAMBI;;;;
746;15;JAMBI;;;;
747;15;JAMBI;;;;
748;15;JAMBI;;;;
749;15;JAMBI;;;;
750;15;JAMBI;;;;
751;15;JAMBI;;;;
752;15;JAMBI;;;;
753;15;JAMBI;;;;
754;15;JAMBI;;;;
755;15;JAMBI;;;;
756;15;JAMBI;;;;
757;15;JAMBI;;;;
758;15;JAMBI;;;;
759;15;JAMBI;;;;
760;15;JAMBI;;;;
761;15;JAMBI;;;;
762;15;JAMBI;;;;
763;15;JAMBI;;;;
764;15;JAMBI;;;;
765;15;JAMBI;;;;
766;15;JAMBI;;;;
767;15;JAMBI;;;;
768;15;JAMBI;;;;
769;15;JAMBI;;;;
770;15;JAMBI;;;;
771;15;JAMBI;;;;
772;15;JAMBI;;;;
773;15;JAMBI;;;;
774;15;JAMBI;;;;
775;15;JAMBI;;;;
776;15;JAMBI;;;;
777;15;JAMBI;;;;
778;15;JAMBI;;;;
779;15;JAMBI;;;;
780;15;JAMBI;;;;
781;15;JAMBI;;;;
782;15;JAMBI;;;;
783;15;JAMBI;;;;
784;15;JAMBI;;;;
785;15;JAMBI;;;;
786;15;JAMBI;;;;
787;15;JAMBI;;;;
788;15;JAMBI;;;;
789;15;JAMBI;;;;
790;15;JAMBI;;;;
791;15;JAMBI;;;;
792;15;JAMBI;;;;
793;15;JAMBI;;;;
794;15;JAMBI;;;;
795;15;JAMBI;;;;
796;15;JAMBI;;;;
797;15;JAMBI;;;;
798;15;JAMBI;;;;
799;15;JAMBI;;;;
800;15;JAMBI;;;;
801;15;JAMBI;;;;
802;15;JAMBI;;;;
803;15;JAMBI;;;;
804;15;JAMBI;;;;
805;15;JAMBI;;;;
806;15;JAMBI;;;;
807;15;JAMBI;;;;
808;15;JAMBI;;;;
809;15;JAMBI;;;;
810;15;JAMBI;;;;
811;15;JAMBI;;;;
812;15;JAMBI;;;;
813;15;JAMBI;;;;
814;15;JAMBI;;;;
815;15;JAMBI;;;;
816;15;JAMBI;;;;
817;15;JAMBI;;;;
818;15;JAMBI;;;;
819;15;JAMBI;;;;
820;15;JAMBI;;;;
821;15;JAMBI;;;;
822;15;JAMBI;;;;
823;15;JAMBI;;;;
824;15;JAMBI;;;;
825;15;JAMBI;;;;
826;15;JAMBI;;;;
827;15;JAMBI;;;;
828;15;JAMBI;;;;
829;15;JAMBI;;;;
830;15;JAMBI;;;;
831;15;JAMBI;;;;
832;15;JAMBI;;;;
833;15;JAMBI;;;;
834;15;JAMBI;;;;
835;15;JAMBI;;;;
836;15;JAMBI;;;;
837;15;JAMBI;;;;
838;15;JAMBI;;;;
839;15;JAMBI;;;;
840;15;JAMBI;;;;
841;15;JAMBI;;;;
842;15;JAMBI;;;;
843;15;JAMBI;;;;
844;15;JAMBI;;;;
845;15;JAMBI;;;;
846;15;JAMBI;;;;
847;15;JAMBI;;;;
848;15;JAMBI;;;;
849;15;JAMBI;;;;
850;15;JAMBI;;;;
851;15;JAMBI;;;;
852;15;JAMBI;;;;
853;15;JAMBI;;;;
854;15;JAMBI;;;;
855;15;JAMBI;;;;
856;15;JAMBI;;;;
857;15;JAMBI;;;;
858;15;JAMBI;;;;
859;15;JAMBI;;;;
860;15;JAMBI;;;;
861;15;JAMBI;;;;
862;15;JAMBI;;;;
863;15;JAMBI;;;;
864;15;JAMBI;;;;
865;15;JAMBI;;;;
866;15;JAMBI;;;;
867;15;JAMBI;;;;
868;15;JAMBI;;;;
869;15;JAMBI;;;;
870;15;JAMBI;;;;
871;15;JAMBI;;;;
872;15;JAMBI;;;;
873;15;JAMBI;;;;
874;15;JAMBI;;;;
875;15;JAMBI;;;;
876;15;JAMBI;;;;
877;15;JAMBI;;;;
878;15;JAMBI;;;;
879;15;JAMBI;;;;
880;15;JAMBI;;;;
881;15;JAMBI;;;;
882;15;JAMBI;;;;
883;15;JAMBI;;;;
884;15;JAMBI;;;;
885;15;JAMBI;;;;
886;15;JAMBI;;;;
887;15;JAMBI;;;;
888;15;JAMBI;;;;
889;15;JAMBI;;;;
890;15;JAMBI;;;;
891;15;JAMBI;;;;
892;15;JAMBI;;;;
893;15;JAMBI;;;;
894;15;JAMBI;;;;
895;15;JAMBI;;;;
896;15;JAMBI;;;;
897;15;JAMBI;;;;
898;15;JAMBI;;;;
899;15;JAMBI;;;;
900;15;JAMBI;;;;
901;15;JAMBI;;;;
902;15;JAMBI;;;;
903;15;JAMBI;;;;
904;15;JAMBI;;;;
905;15;JAMBI;;;;
906;15;JAMBI;;;;
907;15;JAMBI;;;;
908;15;JAMBI;;;;
909;15;JAMBI;;;;
910;15;JAMBI;;;;
911;15;JAMBI;;;;
912;15;JAMBI;;;;
913;15;JAMBI;;;;
914;15;JAMBI;;;;
915;15;JAMBI;;;;
916;15;JAMBI;;;;
917;15;JAMBI;;;;
918;15;JAMBI;;;;
919;15;JAMBI;;;;
920;15;JAMBI;;;;
921;15;JAMBI;;;;
922;15;JAMBI;;;;
923;15;JAMBI;;;;
924;15;JAMBI;;;;
925;15;JAMBI;;;;
926;15;JAMBI;;;;
927;15;JAMBI;;;;
928;15;JAMBI;;;;
929;15;JAMBI;;;;
930;15;JAMBI;;;;
931;15;JAMBI;;;;
932;15;JAMBI;;;;
933;15;JAMBI;;;;
934;15;JAMBI;;;;
935;15;JAMBI;;;;
