id;kode_provinsi;nama_provinsi;kode_kabupaten;nama_kabupaten_kota;komoditi;jumlah_petani;satuan;tahun
1;15;JAMBI;1508;BUNGO;CASSIAVERA;138;KEPALA KELUARGA;2022
2;15;JAMBI;1502;MERANGIN;CASSIAVERA;2326;KEPALA KELUARGA;2022
3;15;JAMBI;1503;SAROLANGUN;CASSIAVERA;424;KEPALA KELUARGA;2022
4;15;JAMBI;1501;KERINCI;CASSIAVERA;13030;KEPALA KELUARGA;2022
5;15;JAMBI;1572;KOTA SUNGAI PENUH;CASSIAVERA;377;KEPALA KELUARGA;2022
