id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;data_pokok;satuan;tahun_ajaran;status;bidang_pendidikan;jumlah
53;15;JAMBI;1501;150111;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMA;143
54;15;JAMBI;1501;150111;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMK;0
55;15;JAMBI;1501;150111;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SLB;86
56;15;JAMBI;1501;150111;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;TK;105
57;15;JAMBI;1501;150111;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;KB;277
58;15;JAMBI;1501;150111;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;TPA;0
59;15;JAMBI;1501;150111;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SPS;132
60;15;JAMBI;1501;150111;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;PKBM;30
61;15;JAMBI;1501;150111;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SKB;0
62;15;JAMBI;1501;150111;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SD;770
63;15;JAMBI;1501;150111;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMP;183
64;15;JAMBI;1501;150111;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMA;170
65;15;JAMBI;1501;150111;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SMK;0
66;15;JAMBI;1501;150111;PESERTA DIDIK;JIWA;2023/2024 GANJIL;P;SLB;46
67;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;TK;200
68;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;KB;362
69;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;TPA;0
70;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SPS;0
71;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;PKBM;146
72;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SKB;0
73;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SD;1.379
74;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMP;386
75;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMA;97
76;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SMK;190
77;15;JAMBI;1503;150307;PESERTA DIDIK;JIWA;2023/2024 GANJIL;L;SLB;0
