 ;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kode_kelurahan_desa;nama_perusahaan;nama_pemilik;badan_usaha;kbli_2020;jenis_industri;kategori_industri;jenis_produk;jumlah_produksi;satuan;status;tahun
381;15;JAMBI;1502;150210;1502102001;GELAMAI YUNANI;YUNANI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;5000;BUAH;AKTIF;2023
382;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;MIRA WATI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
383;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;AGUSNIAR;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
384;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;RIAWATI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
385;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;LINDAWATI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
386;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;SATRIHANA DEWI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
387;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;RAPIKOH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
388;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;HABIBAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
389;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;MARPUAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
390;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;LISAWATI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
391;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;FINA;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
392;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;PATIMAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
393;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;NURVITA;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
394;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;KOMARIAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
395;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;ZAINAP;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
396;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;JARIAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
397;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;NORAINI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
398;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;JUAIRIAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
399;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;PERAWATI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
400;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;MAISITOH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
401;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;ASMAWATI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
402;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;SITI PATIMAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
403;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;HALIMATUS SARO;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
404;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;FITRI YANTI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
405;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;WIDIA PUTRI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
406;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;RABIAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
407;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;JUAIRIAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
408;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;AZIZAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
409;15;JAMBI;1502;150204;1502042016;GELAMAI KAILA;KHUSNUL KHATIMAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
410;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;NURPITA;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
411;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;PERMAISURI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
412;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;ROSMI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
413;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;SITI ASIAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
414;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;MARDIANA;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
415;15;JAMBI;1502;150204;1502042016;GELAMAI SI KEMBAR;JAWARIAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
416;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;AFRILA WATI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
417;15;JAMBI;1502;150204;1502042016;GELAMAI BUK SRI;ROZANAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
418;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;NOPI INDRAWATI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
419;15;JAMBI;1502;150204;1502042016;DODOL GELAMAI;ELLYYANI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
420;15;JAMBI;1502;150204;1502042016;GELAMAI ASYIFA;ASYIFA;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
421;15;JAMBI;1502;150204;1502042016;GELAMAI MAK RIDHO;AMINAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;8400;BUNGKUS;AKTIF;2023
422;15;JAMBI;1502;150216;1502142003;GELAMAI GEOPARK;RAHMAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;GELAMAI UBI;7200;KG;AKTIF;2023
423;15;JAMBI;1502;150204;1502042016;GELAMAI AZA;SITI PATIMAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;1200;KG;AKTIF;2023
424;15;JAMBI;1502;150204;1502042016;TIA AISAH;YULIANA;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;1200;KG;AKTIF;2023
425;15;JAMBI;1502;150204;1502042016;GELAMAI PUTRA;SITI NURJANAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;720;KG;AKTIF;2023
426;15;JAMBI;1502;150204;1502042016;GELAMAI KAILA;KHUSNUL KHOTIMAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;960;KG;AKTIF;2023
427;15;JAMBI;1502;150204;1502042016;GELAMAI SYARIPA;SARIPAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;1080;KG;AKTIF;2023
428;15;JAMBI;1502;150204;1502042016;GELAMAI QISTI;RISMARIKA;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;960;KG;AKTIF;2023
429;15;JAMBI;1502;150204;1502042016;RAYSEL;ELLY YANI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;720;KG;AKTIF;2023
430;15;JAMBI;1502;150204;1502042016;LIA DAN LIZA;JUAIRIAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;720;KG;AKTIF;2023
431;15;JAMBI;1502;150204;1502042016;MAK INAL;SAUDAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;960;KG;AKTIF;2023
432;15;JAMBI;1502;150204;1502042016;RANIA GELAMAI;MUSNATUL HASANAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;960;KG;AKTIF;2023
433;15;JAMBI;1502;150204;1502042015;GELAMAI RPF KELUARGA;KUSAIMAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;3000;KG;AKTIF;2023
434;15;JAMBI;1502;150204;1502042015;GELAMAI IBU;MARDIANA;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;720;KG;AKTIF;2023
435;15;JAMBI;1502;150204;1502042016;INSANI JAYA;ROSMAWATI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;1200;KG;AKTIF;2023
436;15;JAMBI;1502;150204;1502042016;UNI LIS;LISA WATI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;1200;KG;AKTIF;2023
437;15;JAMBI;1502;150204;1502042016;GELAMAI RONI;SITI ASIAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;1200;KG;AKTIF;2023
438;15;JAMBI;1502;150204;1502042016;GELAMAI EMAK;LISA MAULIDA;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;780;KG;AKTIF;2023
439;15;JAMBI;1502;150204;1502042016;GELAMAI KEYZIA;NIKE ZUL FIKRI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;1200;KG;AKTIF;2023
440;15;JAMBI;1502;150204;1502042016;GELAMAI UNI MIRA H.;MIRA WATI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;3000;KG;AKTIF;2023
441;15;JAMBI;1502;150204;1502042016;GELAMAI PERA;PERAWATI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;2400;KG;AKTIF;2023
442;15;JAMBI;1502;150204;1502042016;GELAMAI BUNDA LK;LINDAWATI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;2400;KG;AKTIF;2023
443;15;JAMBI;1502;150204;1502042016;GELAMAI BUK SRI;ROZANAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;3000;KG;AKTIF;2023
444;15;JAMBI;1502;150204;1502042016;GELAMAI UMI SALSA;KOMARIAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;1200;KG;AKTIF;2023
445;15;JAMBI;1502;150204;1502042016;FAREL GELAMAI;RIAWATI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;2400;KG;AKTIF;2023
446;15;JAMBI;1502;150204;1502042016;GELAMAI SALBILA;JARIAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;2400;KG;AKTIF;2023
447;15;JAMBI;1502;150204;1502042016;GELAMAI SI KEMBAR;ROZALI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;2400;KG;AKTIF;2023
448;15;JAMBI;1502;150204;1502042016;GELAMAI AL FAHMI;RAPIKOH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;2400;KG;AKTIF;2023
449;15;JAMBI;1502;150204;1502042016;GELAMAI IBU FITRI;ZUL AFENDI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;2400;KG;AKTIF;2023
450;15;JAMBI;1502;150204;1502042016;HAPISA;NORAINI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;600;KG;AKTIF;2023
451;15;JAMBI;1502;150204;1502042016;GELAMAI DEWI GINA;SATRIHANA DEWI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;2400;KG;AKTIF;2023
452;15;JAMBI;1502;150204;1502042016;GELAMAI 2 SAUDARA;AZIZAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;2400;KG;AKTIF;2023
453;15;JAMBI;1502;150204;1502042016;GELAMAI HAWA;NURPITA;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;1200;KG;AKTIF;2023
454;15;JAMBI;1502;150204;1502042016;GELAMAI BILQIS;NOFI INDRAWATI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;1200;KG;AKTIF;2023
455;15;JAMBI;1502;150204;1502042016;GELAMAI KENZIE;AFRILAWATI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;1800;KG;AKTIF;2023
456;15;JAMBI;1502;150204;1502042016;GELAMAI IBU YUT;FITRIANA;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;2400;KG;AKTIF;2023
457;15;JAMBI;1502;150204;1502042016;GELAMAI 4 SAUDARA;FINA;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;720;KG;AKTIF;2023
458;15;JAMBI;1502;150204;1502042016;GELAMAI PARHAN;NUR PADILAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;2400;KG;AKTIF;2023
459;15;JAMBI;1502;150204;1502042016;GELAMAI MAK WO;PATIMAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;1800;KG;AKTIF;2023
460;15;JAMBI;1502;150217;1502172007;GELAMAI MAKDO;JASMA;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;1200;BUNGKUS;AKTIF;2023
461;15;JAMBI;1502;150217;1502082005;EKA GELAMAI;RUKSA EKA DEWI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;600;KG;AKTIF;2023
462;15;JAMBI;1502;150204;1502042010;GELAMAI MITA;MIFTAHUL JANNAH;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;3600;KG;AKTIF;2023
463;15;JAMBI;1502;150204;1502042016;GELAMAI FAHRI;FITRI NUR RAHMADANI;PO;10792;INDUSTRI KUE BASAH;INDUSTRI MAKANAN;DODOL GELAMAI;1200;KG;AKTIF;2023
464;15;JAMBI;1502;150213;1502132004;ABON IKAN;M.ISMAIL;PO;10219;INDUSTRI PENGOLAHAN DAN PENGAWETAN LAINNYA UNTUK IKAN;INDUSTRI MAKANAN;ABON IKAN;960;BUNGKUS;AKTIF;2023
465;15;JAMBI;1502;150211;1502112006;TUMINGIN;TUMINGIN;PO;10393;INDUSTRI PENGOLAHAN DAN PENGAWETAN KEDELAI DAN KACANG-KACANGAN LAINNYA SELAIN TAHU DAN TEMPE ;INDUSTRI MAKANAN;SUSU KEDELAI;200000;BUNGKUS;AKTIF;2023
466;15;JAMBI;1502;150211;1502112006;SUDIRMAN LUBIS;SUDIRMAN LUBIS;PO;10393;INDUSTRI PENGOLAHAN DAN PENGAWETAN KEDELAI DAN KACANG-KACANGAN LAINNYA SELAIN TAHU DAN TEMPE ;INDUSTRI MAKANAN;SUSU KEDELAI;72000;BUNGKUS;AKTIF;2023
467;15;JAMBI;1502;150202;1502021013;INTAN ALAMI;TRISNI FIRNA WANDANI;PO;10393;INDUSTRI PENGOLAHAN DAN PENGAWETAN KEDELAI DAN KACANG-KACANGAN LAINNYA SELAIN TAHU DAN TEMPE ;INDUSTRI MAKANAN;SUSU KEDELAI;36000;BUNGKUS;AKTIF;2023
468;15;JAMBI;1502;150213;1502132004;UP2K MAWAR;TARMI;PO;10393;INDUSTRI PENGOLAHAN DAN PENGAWETAN KEDELAI DAN KACANG-KACANGAN LAINNYA SELAIN TAHU DAN TEMPE ;INDUSTRI MAKANAN;SUSU KEDELAI;36000;BUNGKUS;AKTIF;2023
469;15;JAMBI;1502;150202;1502021013;HJ. AMIAR HADI;HJ. AMIAR HADI;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;610400; GALON ;AKTIF;2023
470;15;JAMBI;1502;150202;1502021013;DRIA PATRIAS;DRIA PATRIAS;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;288000; GALON ;AKTIF;2023
471;15;JAMBI;1502;150202;1502021013;HJ. KESMAWATI;HJ. KESMAWATI;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;3360; GALON ;AKTIF;2023
472;15;JAMBI;1502;150202;1502021013;ELSA WATER;EDISON;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;9000; GALON ;AKTIF;2023
473;15;JAMBI;1502;150202;1502021013;ANISA WATER;RAHMIA HARAHAP;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;14400; GALON ;AKTIF;2023
474;15;JAMBI;1502;150202;1502021010;WATER TREE 2;SALMAN, A.MD;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;15300; GALON ;AKTIF;2023
475;15;JAMBI;1502;150205;1502032018;ZAMMOYA;IBNU KISA;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;18000; GALON ;AKTIF;2023
476;15;JAMBI;1502;150202;1502021013;FRESH WATER;HJ. KESMAWATI;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;80000; GALON ;AKTIF;2023
477;15;JAMBI;1502;150202;1502021009;BENING AIR;DRS. H NURSALI G;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;18300; GALON ;AKTIF;2023
478;15;JAMBI;1502;150212;1502122002;DARSIAH;DARSIAH;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;2520; GALON ;AKTIF;2023
479;15;JAMBI;1502;150205;1502032018;SUHENDRA, SE;SUHENDRA, SE;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;144000;GALON;AKTIF;2023
480;15;JAMBI;1502;150221;1502212001;TAUFIK;TAUFIK;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;9000;GALON;AKTIF;2023
481;15;JAMBI;1502;150202;0;HUSNA TIRTA;ROHANIYAH;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;18000;GALON;AKTIF;2023
482;15;JAMBI;1502;150202;1502022004;ADE FRAIDYS;ADE FRAIDYS;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;12600;GALON;AKTIF;2023
483;15;JAMBI;1502;150202;1502021009;SALMAN;SALMAN;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;7200;GALON;AKTIF;2023
484;15;JAMBI;1502;150202;0;ANITA;ANITA;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;12600;GALON;AKTIF;2023
485;15;JAMBI;1502;150202;1502021013;AZAHRA;FATIMAH;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;2400;GALON;AKTIF;2023
486;15;JAMBI;1502;150202;1502021010;EFNAR SYAEHENDRI;EFNAR SYAEHENDRI;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;21600;GALON;AKTIF;2023
487;15;JAMBI;1502;150208;1502082003;SPC. WATER;ZULKIPLI IDRIS;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;10800;GALON;AKTIF;2023
488;15;JAMBI;1502;150206;1502061008;SANDRA WATER;AKMAL;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;10800;GALON;AKTIF;2023
489;15;JAMBI;1502;150202;1502021011;ERINA SARI;ERRINA SARI;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;22000;GALON;AKTIF;2023
490;15;JAMBI;1502;150210;1502102001;SUCI WATER;H.MARIO DONI;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;19200;GALON;AKTIF;2023
491;15;JAMBI;1502;150208;1502082003;DINI WATER;DINI;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;10800;GALON;AKTIF;2023
492;15;JAMBI;1502;150206;1502061008;VALENSI WATER;HENDRI;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;18000;GALON;AKTIF;2023
493;15;JAMBI;1502;150202;1502022024;H. RAMADHAN;H. RAMADHAN;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;10800;GALON;AKTIF;2023
494;15;JAMBI;1502;150202;1502021011;BUNGA WATER;SALMAN;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;18000;GALON;AKTIF;2023
495;15;JAMBI;1502;150202;1502021009;BUNGA WATER;SALMAN;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;21000;GALON;AKTIF;2023
496;15;JAMBI;1502;150221;1502212002;SUGIANTO;SUGIANTO;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;10800;GALON;AKTIF;2023
497;15;JAMBI;1502;150220;1502202001;AGUSS WATER;SUWARTI;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;3600;GALON;AKTIF;2023
498;15;JAMBI;1502;150206;1502061008;HENDRI;HENDRI;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;36000;GALON;AKTIF;2023
499;15;JAMBI;1502;150208;1502082003;TIRTO MAS;NOVAL DINI;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;5400;GALON;AKTIF;2023
500;15;JAMBI;1502;150208;1502082006;PUTRA SOLO;SUPAR;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;10400;GALON;AKTIF;2023
501;15;JAMBI;1502;150220;1502202001;SAM WATER;JOKO RUSMINTO;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;3600;GALON;AKTIF;2023
502;15;JAMBI;1502;150212;1502122002;M.YAMIN;M. YAMIN;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;10800;GALON;AKTIF;2023
503;15;JAMBI;1502;150210;1502102003;M. SUDARSONO;M. SUDARSONO;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;9000;GALON;AKTIF;2023
504;15;JAMBI;1502;150219;1502192002;SUWARDI;SUWARDI;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;10800;GALON;AKTIF;2023
505;15;JAMBI;1502;150202;1502021013;ZIZI WATER;NIA ULFA OKLANDA;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;3750; GALON ;AKTIF;2023
506;15;JAMBI;1502;150202;1502021013;BERKAH WATER;JIMI;PO;11050;INDUSTRI AIR MINUM DAN AIR MINERAL;INDUSTRI MINUMAN;AIR MINUM ISI ULANG;3000; GALON ;AKTIF;2023
