no;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;kategori;data;semester;jumlah;satuan;tahun
96;15;JAMBI;1505;150508;AKTA LAHIR;MEMILIKI;1;19015;JIWA;2022
97;15;JAMBI;1505;150511;AKTA LAHIR;MEMILIKI;1;3952;JIWA;2022
98;15;JAMBI;1503;150307;AKTA LAHIR;MEMILIKI;1;7252;JIWA;2022
99;15;JAMBI;1503;150301;AKTA LAHIR;MEMILIKI;1;5945;JIWA;2022
100;15;JAMBI;1503;150308;AKTA LAHIR;MEMILIKI;1;6141;JIWA;2022
101;15;JAMBI;1503;150310;AKTA LAHIR;MEMILIKI;1;4606;JIWA;2022
102;15;JAMBI;1503;150302;AKTA LAHIR;MEMILIKI;1;5858;JIWA;2022
103;15;JAMBI;1503;150306;AKTA LAHIR;MEMILIKI;1;7692;JIWA;2022
104;15;JAMBI;1503;15030;AKTA LAHIR;MEMILIKI;1;3737;JIWA;2022
105;15;JAMBI;1503;150304;AKTA LAHIR;MEMILIKI;1;7817;JIWA;2022
106;15;JAMBI;1503;150305;AKTA LAHIR;MEMILIKI;1;10928;JIWA;2022
107;15;JAMBI;1503;150303;AKTA LAHIR;MEMILIKI;1;18863;JIWA;2022
108;15;JAMBI;1503;150309;AKTA LAHIR;MEMILIKI;1;12324;JIWA;2022
109;15;JAMBI;1506;150607;AKTA LAHIR;MEMILIKI;1;9823;JIWA;2022
110;15;JAMBI;1506;150604;AKTA LAHIR;MEMILIKI;1;9110;JIWA;2022
111;15;JAMBI;1506;150611;AKTA LAHIR;MEMILIKI;1;5438;JIWA;2022
112;15;JAMBI;1506;150612;AKTA LAHIR;MEMILIKI;1;3845;JIWA;2022
113;15;JAMBI;1506;150605;AKTA LAHIR;MEMILIKI;1;4486;JIWA;2022
114;15;JAMBI;1506;150609;AKTA LAHIR;MEMILIKI;1;2848;JIWA;2022
115;15;JAMBI;1506;150603;AKTA LAHIR;MEMILIKI;1;6717;JIWA;2022
116;15;JAMBI;1506;150608;AKTA LAHIR;MEMILIKI;1;4375;JIWA;2022
117;15;JAMBI;1506;150610;AKTA LAHIR;MEMILIKI;1;2218;JIWA;2022
118;15;JAMBI;1506;150613;AKTA LAHIR;MEMILIKI;1;6417;JIWA;2022
