NO;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;indikator;sub_indikator;nama_indikator;terget;capaian;periode
;15;JAMBI;1572;KOTA SUNGAI PENUH;PILAR 2;PILAR 2B3;PERSENTASE LEMBAGA PENDIDIKAN ANAK USIA DINI (PAUD) YANG MENGEMBANGKAN PENDIDIKAN ANAK USIA DINI HOLISTIK INTEGRATIF (PAUD-HI);70;100;SEMESTER I (2024)
;15;JAMBI;1501;KERINCI;PILAR 4;PILAR 4B1;PERSENTASE PENGAWASAN PRODUK PANGAN FORTIFIKASI YANG DITINDAKLANJUTI OLEH PELAKU USAHA;75;65;SEMESTER I (2024)
;15;JAMBI;1502;MERANGIN;PILAR 4;PILAR 4B1;PERSENTASE PENGAWASAN PRODUK PANGAN FORTIFIKASI YANG DITINDAKLANJUTI OLEH PELAKU USAHA;75;90;SEMESTER I (2024)
;15;JAMBI;1503;SAROLANGUN;PILAR 4;PILAR 4B1;PERSENTASE PENGAWASAN PRODUK PANGAN FORTIFIKASI YANG DITINDAKLANJUTI OLEH PELAKU USAHA;75;0;SEMESTER I (2024)
;15;JAMBI;1504;BATANGHARI;PILAR 4;PILAR 4B1;PERSENTASE PENGAWASAN PRODUK PANGAN FORTIFIKASI YANG DITINDAKLANJUTI OLEH PELAKU USAHA;75;50;SEMESTER I (2024)
;15;JAMBI;1505;MUARO JAMBI;PILAR 4;PILAR 4B1;PERSENTASE PENGAWASAN PRODUK PANGAN FORTIFIKASI YANG DITINDAKLANJUTI OLEH PELAKU USAHA;75;0;SEMESTER I (2024)
;15;JAMBI;1506;TANJUNG JABUNG BARAT;PILAR 4;PILAR 4B1;PERSENTASE PENGAWASAN PRODUK PANGAN FORTIFIKASI YANG DITINDAKLANJUTI OLEH PELAKU USAHA;75;5;SEMESTER I (2024)
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;PILAR 4;PILAR 4B1;PERSENTASE PENGAWASAN PRODUK PANGAN FORTIFIKASI YANG DITINDAKLANJUTI OLEH PELAKU USAHA;75;100;SEMESTER I (2024)
;15;JAMBI;1508;BUNGO;PILAR 4;PILAR 4B1;PERSENTASE PENGAWASAN PRODUK PANGAN FORTIFIKASI YANG DITINDAKLANJUTI OLEH PELAKU USAHA;75;0;SEMESTER I (2024)
;15;JAMBI;1509;TEBO;PILAR 4;PILAR 4B1;PERSENTASE PENGAWASAN PRODUK PANGAN FORTIFIKASI YANG DITINDAKLANJUTI OLEH PELAKU USAHA;75;100;SEMESTER I (2024)
;15;JAMBI;1571;KOTA JAMBI;PILAR 4;PILAR 4B1;PERSENTASE PENGAWASAN PRODUK PANGAN FORTIFIKASI YANG DITINDAKLANJUTI OLEH PELAKU USAHA;75;100;SEMESTER I (2024)
;15;JAMBI;1572;KOTA SUNGAI PENUH;PILAR 4;PILAR 4B1;PERSENTASE PENGAWASAN PRODUK PANGAN FORTIFIKASI YANG DITINDAKLANJUTI OLEH PELAKU USAHA;75;0;SEMESTER I (2024)
;15;JAMBI;1501;KERINCI;SPESIFIK;SPESIFIK2;BUMIL KONSUMSI TTD MINIMAL 90 TABLET;80;87,1;TRIWULAN II (2024)
;15;JAMBI;1502;MERANGIN;SPESIFIK;SPESIFIK2;BUMIL KONSUMSI TTD MINIMAL 90 TABLET;80;75,5;TRIWULAN II (2024)
;15;JAMBI;1503;SAROLANGUN;SPESIFIK;SPESIFIK2;BUMIL KONSUMSI TTD MINIMAL 90 TABLET;80;68,5;TRIWULAN II (2024)
;15;JAMBI;1504;BATANGHARI;SPESIFIK;SPESIFIK2;BUMIL KONSUMSI TTD MINIMAL 90 TABLET;80;85,4;TRIWULAN II (2024)
;15;JAMBI;1505;MUARO JAMBI;SPESIFIK;SPESIFIK2;BUMIL KONSUMSI TTD MINIMAL 90 TABLET;80;76,3;TRIWULAN II (2024)
;15;JAMBI;1506;TANJUNG JABUNG BARAT;SPESIFIK;SPESIFIK2;BUMIL KONSUMSI TTD MINIMAL 90 TABLET;80;92,9;TRIWULAN II (2024)
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;SPESIFIK;SPESIFIK2;BUMIL KONSUMSI TTD MINIMAL 90 TABLET;80;86,3;TRIWULAN II (2024)
;15;JAMBI;1508;BUNGO;SPESIFIK;SPESIFIK2;BUMIL KONSUMSI TTD MINIMAL 90 TABLET;80;89,1;TRIWULAN II (2024)
;15;JAMBI;1509;TEBO;SPESIFIK;SPESIFIK2;BUMIL KONSUMSI TTD MINIMAL 90 TABLET;80;84,6;TRIWULAN II (2024)
;15;JAMBI;1571;KOTA JAMBI;SPESIFIK;SPESIFIK2;BUMIL KONSUMSI TTD MINIMAL 90 TABLET;80;95,9;TRIWULAN II (2024)
;15;JAMBI;1572;KOTA SUNGAI PENUH;SPESIFIK;SPESIFIK2;BUMIL KONSUMSI TTD MINIMAL 90 TABLET;80;87,7;TRIWULAN II (2024)
;15;JAMBI;1501;KERINCI;SPESIFIK;SPESIFIK4;BAYI <6 BULAN  ASI EKSKLUSIF;80;90,3;TRIWULAN II (2024)
;15;JAMBI;1502;MERANGIN;SPESIFIK;SPESIFIK4;BAYI <6 BULAN  ASI EKSKLUSIF;80;71,7;TRIWULAN II (2024)
;15;JAMBI;1503;SAROLANGUN;SPESIFIK;SPESIFIK4;BAYI <6 BULAN  ASI EKSKLUSIF;80;75,8;TRIWULAN II (2024)
;15;JAMBI;1504;BATANGHARI;SPESIFIK;SPESIFIK4;BAYI <6 BULAN  ASI EKSKLUSIF;80;84,6;TRIWULAN II (2024)
;15;JAMBI;1505;MUARO JAMBI;SPESIFIK;SPESIFIK4;BAYI <6 BULAN  ASI EKSKLUSIF;80;98;TRIWULAN II (2024)
;15;JAMBI;1506;TANJUNG JABUNG BARAT;SPESIFIK;SPESIFIK4;BAYI <6 BULAN  ASI EKSKLUSIF;80;73,1;TRIWULAN II (2024)
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;SPESIFIK;SPESIFIK4;BAYI <6 BULAN  ASI EKSKLUSIF;80;63,4;TRIWULAN II (2024)
;15;JAMBI;1508;BUNGO;SPESIFIK;SPESIFIK4;BAYI <6 BULAN  ASI EKSKLUSIF;80;81,2;TRIWULAN II (2024)
;15;JAMBI;1509;TEBO;SPESIFIK;SPESIFIK4;BAYI <6 BULAN  ASI EKSKLUSIF;80;74,8;TRIWULAN II (2024)
;15;JAMBI;1571;KOTA JAMBI;SPESIFIK;SPESIFIK4;BAYI <6 BULAN  ASI EKSKLUSIF;80;62,1;TRIWULAN II (2024)
;15;JAMBI;1572;KOTA SUNGAI PENUH;SPESIFIK;SPESIFIK4;BAYI <6 BULAN  ASI EKSKLUSIF;80;84,5;TRIWULAN II (2024)
;15;JAMBI;1501;KERINCI;SPESIFIK;SPESIFIK5;ANAK 6-23 BULAN MENDAPAT MP-ASI;80;80,2;TRIWULAN II (2024)
;15;JAMBI;1502;MERANGIN;SPESIFIK;SPESIFIK5;ANAK 6-23 BULAN MENDAPAT MP-ASI;80;98,4;TRIWULAN II (2024)
;15;JAMBI;1503;SAROLANGUN;SPESIFIK;SPESIFIK5;ANAK 6-23 BULAN MENDAPAT MP-ASI;80;71,1;TRIWULAN II (2024)
;15;JAMBI;1504;BATANGHARI;SPESIFIK;SPESIFIK5;ANAK 6-23 BULAN MENDAPAT MP-ASI;80;86,7;TRIWULAN II (2024)
;15;JAMBI;1505;MUARO JAMBI;SPESIFIK;SPESIFIK5;ANAK 6-23 BULAN MENDAPAT MP-ASI;80;98,3;TRIWULAN II (2024)
;15;JAMBI;1506;TANJUNG JABUNG BARAT;SPESIFIK;SPESIFIK5;ANAK 6-23 BULAN MENDAPAT MP-ASI;80;96,4;TRIWULAN II (2024)
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;SPESIFIK;SPESIFIK5;ANAK 6-23 BULAN MENDAPAT MP-ASI;80;96,5;TRIWULAN II (2024)
;15;JAMBI;1508;BUNGO;SPESIFIK;SPESIFIK5;ANAK 6-23 BULAN MENDAPAT MP-ASI;80;95,4;TRIWULAN II (2024)
;15;JAMBI;1509;TEBO;SPESIFIK;SPESIFIK5;ANAK 6-23 BULAN MENDAPAT MP-ASI;80;91,6;TRIWULAN II (2024)
;15;JAMBI;1571;KOTA JAMBI;SPESIFIK;SPESIFIK5;ANAK 6-23 BULAN MENDAPAT MP-ASI;80;84,5;TRIWULAN II (2024)
;15;JAMBI;1572;KOTA SUNGAI PENUH;SPESIFIK;SPESIFIK5;ANAK 6-23 BULAN MENDAPAT MP-ASI;80;100;TRIWULAN II (2024)
;15;JAMBI;1501;KERINCI;PILAR 3;PILAR 3A5;PERSENTASE DESA/KELURAHAN YANG MELAKUKAN KONVERGENSI PERCEPATAN PENURUNAN STUNTING;80;100;SEMESTER I (2024)
;15;JAMBI;1502;MERANGIN;PILAR 3;PILAR 3A5;PERSENTASE DESA/KELURAHAN YANG MELAKUKAN KONVERGENSI PERCEPATAN PENURUNAN STUNTING;80;100;SEMESTER I (2024)
;15;JAMBI;1503;SAROLANGUN;PILAR 3;PILAR 3A5;PERSENTASE DESA/KELURAHAN YANG MELAKUKAN KONVERGENSI PERCEPATAN PENURUNAN STUNTING;80;100;SEMESTER I (2024)
;15;JAMBI;1504;BATANGHARI;PILAR 3;PILAR 3A5;PERSENTASE DESA/KELURAHAN YANG MELAKUKAN KONVERGENSI PERCEPATAN PENURUNAN STUNTING;80;100;SEMESTER I (2024)
;15;JAMBI;1505;MUARO JAMBI;PILAR 3;PILAR 3A5;PERSENTASE DESA/KELURAHAN YANG MELAKUKAN KONVERGENSI PERCEPATAN PENURUNAN STUNTING;80;96,77;SEMESTER I (2024)
;15;JAMBI;1506;TANJUNG JABUNG BARAT;PILAR 3;PILAR 3A5;PERSENTASE DESA/KELURAHAN YANG MELAKUKAN KONVERGENSI PERCEPATAN PENURUNAN STUNTING;80;100;SEMESTER I (2024)
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;PILAR 3;PILAR 3A5;PERSENTASE DESA/KELURAHAN YANG MELAKUKAN KONVERGENSI PERCEPATAN PENURUNAN STUNTING;80;100;SEMESTER I (2024)
;15;JAMBI;1508;BUNGO;PILAR 3;PILAR 3A5;PERSENTASE DESA/KELURAHAN YANG MELAKUKAN KONVERGENSI PERCEPATAN PENURUNAN STUNTING;80;100;SEMESTER I (2024)
;15;JAMBI;1509;TEBO;PILAR 3;PILAR 3A5;PERSENTASE DESA/KELURAHAN YANG MELAKUKAN KONVERGENSI PERCEPATAN PENURUNAN STUNTING;80;100;SEMESTER I (2024)
;15;JAMBI;1571;KOTA JAMBI;PILAR 3;PILAR 3A5;PERSENTASE DESA/KELURAHAN YANG MELAKUKAN KONVERGENSI PERCEPATAN PENURUNAN STUNTING;80;100;SEMESTER I (2024)
;15;JAMBI;1572;KOTA SUNGAI PENUH;PILAR 3;PILAR 3A5;PERSENTASE DESA/KELURAHAN YANG MELAKUKAN KONVERGENSI PERCEPATAN PENURUNAN STUNTING;80;100;SEMESTER I (2024)
;15;JAMBI;1501;KERINCI;SPESIFIK;SPESIFIK1;IBU HAMIL KEK YANG MENDAPATKAN TAMBAHAN ASUPAN GIZI;90;64,6;TRIWULAN II (2024)
;15;JAMBI;1502;MERANGIN;SPESIFIK;SPESIFIK1;IBU HAMIL KEK YANG MENDAPATKAN TAMBAHAN ASUPAN GIZI;90;90,2;TRIWULAN II (2024)
;15;JAMBI;1503;SAROLANGUN;SPESIFIK;SPESIFIK1;IBU HAMIL KEK YANG MENDAPATKAN TAMBAHAN ASUPAN GIZI;90;95,3;TRIWULAN II (2024)
;15;JAMBI;1504;BATANGHARI;SPESIFIK;SPESIFIK1;IBU HAMIL KEK YANG MENDAPATKAN TAMBAHAN ASUPAN GIZI;90;83,9;TRIWULAN II (2024)
;15;JAMBI;1505;MUARO JAMBI;SPESIFIK;SPESIFIK1;IBU HAMIL KEK YANG MENDAPATKAN TAMBAHAN ASUPAN GIZI;90;93;TRIWULAN II (2024)
;15;JAMBI;1506;TANJUNG JABUNG BARAT;SPESIFIK;SPESIFIK1;IBU HAMIL KEK YANG MENDAPATKAN TAMBAHAN ASUPAN GIZI;90;98,1;TRIWULAN II (2024)
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;SPESIFIK;SPESIFIK1;IBU HAMIL KEK YANG MENDAPATKAN TAMBAHAN ASUPAN GIZI;90;73,6;TRIWULAN II (2024)
;15;JAMBI;1508;BUNGO;SPESIFIK;SPESIFIK1;IBU HAMIL KEK YANG MENDAPATKAN TAMBAHAN ASUPAN GIZI;90;70,1;TRIWULAN II (2024)
;15;JAMBI;1509;TEBO;SPESIFIK;SPESIFIK1;IBU HAMIL KEK YANG MENDAPATKAN TAMBAHAN ASUPAN GIZI;90;87,7;TRIWULAN II (2024)
;15;JAMBI;1571;KOTA JAMBI;SPESIFIK;SPESIFIK1;IBU HAMIL KEK YANG MENDAPATKAN TAMBAHAN ASUPAN GIZI;90;59,9;TRIWULAN II (2024)
;15;JAMBI;1572;KOTA SUNGAI PENUH;SPESIFIK;SPESIFIK1;IBU HAMIL KEK YANG MENDAPATKAN TAMBAHAN ASUPAN GIZI;90;100;TRIWULAN II (2024)
;15;JAMBI;1501;KERINCI;SPESIFIK;SPESIFIK6;BALITA GIZI BURUK DITATALAKSANA;90;88,9;TRIWULAN II (2024)
;15;JAMBI;1502;MERANGIN;SPESIFIK;SPESIFIK6;BALITA GIZI BURUK DITATALAKSANA;90;100;TRIWULAN II (2024)
;15;JAMBI;1503;SAROLANGUN;SPESIFIK;SPESIFIK6;BALITA GIZI BURUK DITATALAKSANA;90;91,3;TRIWULAN II (2024)
;15;JAMBI;1504;BATANGHARI;SPESIFIK;SPESIFIK6;BALITA GIZI BURUK DITATALAKSANA;90;26,7;TRIWULAN II (2024)
;15;JAMBI;1505;MUARO JAMBI;SPESIFIK;SPESIFIK6;BALITA GIZI BURUK DITATALAKSANA;90;89,1;TRIWULAN II (2024)
;15;JAMBI;1506;TANJUNG JABUNG BARAT;SPESIFIK;SPESIFIK6;BALITA GIZI BURUK DITATALAKSANA;90;100;TRIWULAN II (2024)
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;SPESIFIK;SPESIFIK6;BALITA GIZI BURUK DITATALAKSANA;90;100;TRIWULAN II (2024)
;15;JAMBI;1508;BUNGO;SPESIFIK;SPESIFIK6;BALITA GIZI BURUK DITATALAKSANA;90;100;TRIWULAN II (2024)
;15;JAMBI;1509;TEBO;SPESIFIK;SPESIFIK6;BALITA GIZI BURUK DITATALAKSANA;90;100;TRIWULAN II (2024)
;15;JAMBI;1571;KOTA JAMBI;SPESIFIK;SPESIFIK6;BALITA GIZI BURUK DITATALAKSANA;90;88,9;TRIWULAN II (2024)
;15;JAMBI;1572;KOTA SUNGAI PENUH;SPESIFIK;SPESIFIK6;BALITA GIZI BURUK DITATALAKSANA;90;100;TRIWULAN II (2024)
;15;JAMBI;1501;KERINCI;SPESIFIK;SPESIFIK7;BALITA DIPANTAU TUMBUH KEMBANG;90;79,1;TRIWULAN II (2024)
;15;JAMBI;1502;MERANGIN;SPESIFIK;SPESIFIK7;BALITA DIPANTAU TUMBUH KEMBANG;90;64,4;TRIWULAN II (2024)
;15;JAMBI;1503;SAROLANGUN;SPESIFIK;SPESIFIK7;BALITA DIPANTAU TUMBUH KEMBANG;90;73;TRIWULAN II (2024)
;15;JAMBI;1504;BATANGHARI;SPESIFIK;SPESIFIK7;BALITA DIPANTAU TUMBUH KEMBANG;90;46,2;TRIWULAN II (2024)
;15;JAMBI;1505;MUARO JAMBI;SPESIFIK;SPESIFIK7;BALITA DIPANTAU TUMBUH KEMBANG;90;72,4;TRIWULAN II (2024)
;15;JAMBI;1506;TANJUNG JABUNG BARAT;SPESIFIK;SPESIFIK7;BALITA DIPANTAU TUMBUH KEMBANG;90;54,6;TRIWULAN II (2024)
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;SPESIFIK;SPESIFIK7;BALITA DIPANTAU TUMBUH KEMBANG;90;67,9;TRIWULAN II (2024)
;15;JAMBI;1508;BUNGO;SPESIFIK;SPESIFIK7;BALITA DIPANTAU TUMBUH KEMBANG;90;55,3;TRIWULAN II (2024)
;15;JAMBI;1509;TEBO;SPESIFIK;SPESIFIK7;BALITA DIPANTAU TUMBUH KEMBANG;90;73,6;TRIWULAN II (2024)
;15;JAMBI;1571;KOTA JAMBI;SPESIFIK;SPESIFIK7;BALITA DIPANTAU TUMBUH KEMBANG;90;54,8;TRIWULAN II (2024)
;15;JAMBI;1572;KOTA SUNGAI PENUH;SPESIFIK;SPESIFIK7;BALITA DIPANTAU TUMBUH KEMBANG;90;80,4;TRIWULAN II (2024)
;15;JAMBI;1501;KERINCI;SPESIFIK;SPESIFIK8;BALITA GIZI KURANG DAPAT ASUPAN GIZI;90;54,9;TRIWULAN II (2024)
;15;JAMBI;1502;MERANGIN;SPESIFIK;SPESIFIK8;BALITA GIZI KURANG DAPAT ASUPAN GIZI;90;78;TRIWULAN II (2024)
;15;JAMBI;1503;SAROLANGUN;SPESIFIK;SPESIFIK8;BALITA GIZI KURANG DAPAT ASUPAN GIZI;90;72,8;TRIWULAN II (2024)
;15;JAMBI;1504;BATANGHARI;SPESIFIK;SPESIFIK8;BALITA GIZI KURANG DAPAT ASUPAN GIZI;90;76,4;TRIWULAN II (2024)
;15;JAMBI;1505;MUARO JAMBI;SPESIFIK;SPESIFIK8;BALITA GIZI KURANG DAPAT ASUPAN GIZI;90;86;TRIWULAN II (2024)
;15;JAMBI;1506;TANJUNG JABUNG BARAT;SPESIFIK;SPESIFIK8;BALITA GIZI KURANG DAPAT ASUPAN GIZI;90;100;TRIWULAN II (2024)
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;SPESIFIK;SPESIFIK8;BALITA GIZI KURANG DAPAT ASUPAN GIZI;90;96,7;TRIWULAN II (2024)
;15;JAMBI;1508;BUNGO;SPESIFIK;SPESIFIK8;BALITA GIZI KURANG DAPAT ASUPAN GIZI;90;81,7;TRIWULAN II (2024)
;15;JAMBI;1509;TEBO;SPESIFIK;SPESIFIK8;BALITA GIZI KURANG DAPAT ASUPAN GIZI;90;95,2;TRIWULAN II (2024)
;15;JAMBI;1571;KOTA JAMBI;SPESIFIK;SPESIFIK8;BALITA GIZI KURANG DAPAT ASUPAN GIZI;90;21,3;TRIWULAN II (2024)
;15;JAMBI;1572;KOTA SUNGAI PENUH;SPESIFIK;SPESIFIK8;BALITA GIZI KURANG DAPAT ASUPAN GIZI;90;100;TRIWULAN II (2024)
;15;JAMBI;1501;KERINCI;SPESIFIK;SPESIFIK9;BALITA IMUNISASI DASAR LENGKAP;90;83,35;TRIWULAN II (2024)
;15;JAMBI;1502;MERANGIN;SPESIFIK;SPESIFIK9;BALITA IMUNISASI DASAR LENGKAP;90;79,59;TRIWULAN II (2024)
;15;JAMBI;1503;SAROLANGUN;SPESIFIK;SPESIFIK9;BALITA IMUNISASI DASAR LENGKAP;90;86,53;TRIWULAN II (2024)
;15;JAMBI;1504;BATANGHARI;SPESIFIK;SPESIFIK9;BALITA IMUNISASI DASAR LENGKAP;90;77,77;TRIWULAN II (2024)
;15;JAMBI;1505;MUARO JAMBI;SPESIFIK;SPESIFIK9;BALITA IMUNISASI DASAR LENGKAP;90;80,69;TRIWULAN II (2024)
;15;JAMBI;1506;TANJUNG JABUNG BARAT;SPESIFIK;SPESIFIK9;BALITA IMUNISASI DASAR LENGKAP;90;76,77;TRIWULAN II (2024)
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;SPESIFIK;SPESIFIK9;BALITA IMUNISASI DASAR LENGKAP;90;79,99;TRIWULAN II (2024)
;15;JAMBI;1508;BUNGO;SPESIFIK;SPESIFIK9;BALITA IMUNISASI DASAR LENGKAP;90;74,84;TRIWULAN II (2024)
;15;JAMBI;1509;TEBO;SPESIFIK;SPESIFIK9;BALITA IMUNISASI DASAR LENGKAP;90;80,86;TRIWULAN II (2024)
;15;JAMBI;1571;KOTA JAMBI;SPESIFIK;SPESIFIK9;BALITA IMUNISASI DASAR LENGKAP;90;82,35;TRIWULAN II (2024)
;15;JAMBI;1572;KOTA SUNGAI PENUH;SPESIFIK;SPESIFIK9;BALITA IMUNISASI DASAR LENGKAP;90;88,28;TRIWULAN II (2024)
;15;JAMBI;1501;KERINCI;SENSITIF;SENSITIF3;CAKUPAN CALON PASANGAN USIA SUBUR (PUS) YANG MEMPEROLEH PEMERIKSAAN KESEHATAN SEBAGAI BAGIAN DARI PELAYANAN NIKAH;90;57,4;SEMESTER I (2024)
;15;JAMBI;1502;MERANGIN;SENSITIF;SENSITIF3;CAKUPAN CALON PASANGAN USIA SUBUR (PUS) YANG MEMPEROLEH PEMERIKSAAN KESEHATAN SEBAGAI BAGIAN DARI PELAYANAN NIKAH;90;93;SEMESTER I (2024)
;15;JAMBI;1503;SAROLANGUN;SENSITIF;SENSITIF3;CAKUPAN CALON PASANGAN USIA SUBUR (PUS) YANG MEMPEROLEH PEMERIKSAAN KESEHATAN SEBAGAI BAGIAN DARI PELAYANAN NIKAH;90;100;SEMESTER I (2024)
;15;JAMBI;1504;BATANGHARI;SENSITIF;SENSITIF3;CAKUPAN CALON PASANGAN USIA SUBUR (PUS) YANG MEMPEROLEH PEMERIKSAAN KESEHATAN SEBAGAI BAGIAN DARI PELAYANAN NIKAH;90;80,8;SEMESTER I (2024)
;15;JAMBI;1505;MUARO JAMBI;SENSITIF;SENSITIF3;CAKUPAN CALON PASANGAN USIA SUBUR (PUS) YANG MEMPEROLEH PEMERIKSAAN KESEHATAN SEBAGAI BAGIAN DARI PELAYANAN NIKAH;90;76,9;SEMESTER I (2024)
;15;JAMBI;1506;TANJUNG JABUNG BARAT;SENSITIF;SENSITIF3;CAKUPAN CALON PASANGAN USIA SUBUR (PUS) YANG MEMPEROLEH PEMERIKSAAN KESEHATAN SEBAGAI BAGIAN DARI PELAYANAN NIKAH;90;83,1;SEMESTER I (2024)
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;SENSITIF;SENSITIF3;CAKUPAN CALON PASANGAN USIA SUBUR (PUS) YANG MEMPEROLEH PEMERIKSAAN KESEHATAN SEBAGAI BAGIAN DARI PELAYANAN NIKAH;90;60,4;SEMESTER I (2024)
;15;JAMBI;1508;BUNGO;SENSITIF;SENSITIF3;CAKUPAN CALON PASANGAN USIA SUBUR (PUS) YANG MEMPEROLEH PEMERIKSAAN KESEHATAN SEBAGAI BAGIAN DARI PELAYANAN NIKAH;90;87;SEMESTER I (2024)
;15;JAMBI;1509;TEBO;SENSITIF;SENSITIF3;CAKUPAN CALON PASANGAN USIA SUBUR (PUS) YANG MEMPEROLEH PEMERIKSAAN KESEHATAN SEBAGAI BAGIAN DARI PELAYANAN NIKAH;90;51;SEMESTER I (2024)
;15;JAMBI;1571;KOTA JAMBI;SENSITIF;SENSITIF3;CAKUPAN CALON PASANGAN USIA SUBUR (PUS) YANG MEMPEROLEH PEMERIKSAAN KESEHATAN SEBAGAI BAGIAN DARI PELAYANAN NIKAH;90;80,8;SEMESTER I (2024)
;15;JAMBI;1572;KOTA SUNGAI PENUH;SENSITIF;SENSITIF3;CAKUPAN CALON PASANGAN USIA SUBUR (PUS) YANG MEMPEROLEH PEMERIKSAAN KESEHATAN SEBAGAI BAGIAN DARI PELAYANAN NIKAH;90;94,9;SEMESTER I (2024)
;15;JAMBI;1501;KERINCI;SENSITIF;SENSITIF7;CAKUPAN KELUARGA BERISIKO STUNTING YANG MEMPEROLEH PENDAMPINGAN;90;47,1;SEMESTER I (2024)
;15;JAMBI;1502;MERANGIN;SENSITIF;SENSITIF7;CAKUPAN KELUARGA BERISIKO STUNTING YANG MEMPEROLEH PENDAMPINGAN;90;41,59;SEMESTER I (2024)
;15;JAMBI;1503;SAROLANGUN;SENSITIF;SENSITIF7;CAKUPAN KELUARGA BERISIKO STUNTING YANG MEMPEROLEH PENDAMPINGAN;90;63,89;SEMESTER I (2024)
;15;JAMBI;1504;BATANGHARI;SENSITIF;SENSITIF7;CAKUPAN KELUARGA BERISIKO STUNTING YANG MEMPEROLEH PENDAMPINGAN;90;48,47;SEMESTER I (2024)
;15;JAMBI;1505;MUARO JAMBI;SENSITIF;SENSITIF7;CAKUPAN KELUARGA BERISIKO STUNTING YANG MEMPEROLEH PENDAMPINGAN;90;38,39;SEMESTER I (2024)
;15;JAMBI;1506;TANJUNG JABUNG BARAT;SENSITIF;SENSITIF7;CAKUPAN KELUARGA BERISIKO STUNTING YANG MEMPEROLEH PENDAMPINGAN;90;34,98;SEMESTER I (2024)
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;SENSITIF;SENSITIF7;CAKUPAN KELUARGA BERISIKO STUNTING YANG MEMPEROLEH PENDAMPINGAN;90;51,3;SEMESTER I (2024)
;15;JAMBI;1508;BUNGO;SENSITIF;SENSITIF7;CAKUPAN KELUARGA BERISIKO STUNTING YANG MEMPEROLEH PENDAMPINGAN;90;38,34;SEMESTER I (2024)
;15;JAMBI;1509;TEBO;SENSITIF;SENSITIF7;CAKUPAN KELUARGA BERISIKO STUNTING YANG MEMPEROLEH PENDAMPINGAN;90;41,06;SEMESTER I (2024)
;15;JAMBI;1571;KOTA JAMBI;SENSITIF;SENSITIF7;CAKUPAN KELUARGA BERISIKO STUNTING YANG MEMPEROLEH PENDAMPINGAN;90;43,4;SEMESTER I (2024)
;15;JAMBI;1572;KOTA SUNGAI PENUH;SENSITIF;SENSITIF7;CAKUPAN KELUARGA BERISIKO STUNTING YANG MEMPEROLEH PENDAMPINGAN;90;29,93;SEMESTER I (2024)
;15;JAMBI;1501;KERINCI;SENSITIF;SENSITIF11;PERSENTASE DESA/KELURAHAN STOP BUANG AIR BESAR SEMBARANGAN (BABS) ATAU OPEN DEFECATION FREE (ODF);90;55;SEMESTER I (2024)
;15;JAMBI;1502;MERANGIN;SENSITIF;SENSITIF11;PERSENTASE DESA/KELURAHAN STOP BUANG AIR BESAR SEMBARANGAN (BABS) ATAU OPEN DEFECATION FREE (ODF);90;48;SEMESTER I (2024)
;15;JAMBI;1503;SAROLANGUN;SENSITIF;SENSITIF11;PERSENTASE DESA/KELURAHAN STOP BUANG AIR BESAR SEMBARANGAN (BABS) ATAU OPEN DEFECATION FREE (ODF);90;100;SEMESTER I (2024)
;15;JAMBI;1504;BATANGHARI;SENSITIF;SENSITIF11;PERSENTASE DESA/KELURAHAN STOP BUANG AIR BESAR SEMBARANGAN (BABS) ATAU OPEN DEFECATION FREE (ODF);90;84;SEMESTER I (2024)
;15;JAMBI;1505;MUARO JAMBI;SENSITIF;SENSITIF11;PERSENTASE DESA/KELURAHAN STOP BUANG AIR BESAR SEMBARANGAN (BABS) ATAU OPEN DEFECATION FREE (ODF);90;86;SEMESTER I (2024)
;15;JAMBI;1506;TANJUNG JABUNG BARAT;SENSITIF;SENSITIF11;PERSENTASE DESA/KELURAHAN STOP BUANG AIR BESAR SEMBARANGAN (BABS) ATAU OPEN DEFECATION FREE (ODF);90;26;SEMESTER I (2024)
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;SENSITIF;SENSITIF11;PERSENTASE DESA/KELURAHAN STOP BUANG AIR BESAR SEMBARANGAN (BABS) ATAU OPEN DEFECATION FREE (ODF);90;44;SEMESTER I (2024)
;15;JAMBI;1508;BUNGO;SENSITIF;SENSITIF11;PERSENTASE DESA/KELURAHAN STOP BUANG AIR BESAR SEMBARANGAN (BABS) ATAU OPEN DEFECATION FREE (ODF);90;100;SEMESTER I (2024)
;15;JAMBI;1509;TEBO;SENSITIF;SENSITIF11;PERSENTASE DESA/KELURAHAN STOP BUANG AIR BESAR SEMBARANGAN (BABS) ATAU OPEN DEFECATION FREE (ODF);90;100;SEMESTER I (2024)
