kode_provinsi;nama_provinsi;kode_kabupaten;nama_kabupaten;kode_kecamatan;nama_kecamatan;data_pokok;tahun_ajaran;status;bidang_pendidikan;jumlah
15;JAMBI;1503;SAROLANGUN;150304;PAUH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SKB;0
15;JAMBI;1503;SAROLANGUN;150304;PAUH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SD;16
15;JAMBI;1503;SAROLANGUN;150304;PAUH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMP;5
15;JAMBI;1503;SAROLANGUN;150304;PAUH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMA;1
15;JAMBI;1503;SAROLANGUN;150304;PAUH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMK;1
15;JAMBI;1503;SAROLANGUN;150304;PAUH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SLB;0
15;JAMBI;1503;SAROLANGUN;150305;PELAWAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TK;0
15;JAMBI;1503;SAROLANGUN;150305;PELAWAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;KB;0
15;JAMBI;1503;SAROLANGUN;150305;PELAWAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TPA;0
15;JAMBI;1503;SAROLANGUN;150305;PELAWAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SPS;0
15;JAMBI;1503;SAROLANGUN;150305;PELAWAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;PKBM;0
15;JAMBI;1503;SAROLANGUN;150305;PELAWAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SKB;0
15;JAMBI;1503;SAROLANGUN;150305;PELAWAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SD;23
15;JAMBI;1503;SAROLANGUN;150305;PELAWAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMP;3
15;JAMBI;1503;SAROLANGUN;150305;PELAWAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMA;2
15;JAMBI;1503;SAROLANGUN;150305;PELAWAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMK;1
15;JAMBI;1503;SAROLANGUN;150305;PELAWAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SLB;0
15;JAMBI;1571;KOTA JAMBI;157105;PELAYANGAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TK;0
15;JAMBI;1571;KOTA JAMBI;157105;PELAYANGAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;KB;0
15;JAMBI;1571;KOTA JAMBI;157105;PELAYANGAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TPA;0
15;JAMBI;1571;KOTA JAMBI;157105;PELAYANGAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SPS;0
15;JAMBI;1571;KOTA JAMBI;157105;PELAYANGAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;PKBM;0
15;JAMBI;1571;KOTA JAMBI;157105;PELAYANGAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SKB;0
15;JAMBI;1571;KOTA JAMBI;157105;PELAYANGAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SD;4
15;JAMBI;1571;KOTA JAMBI;157105;PELAYANGAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMP;1
15;JAMBI;1571;KOTA JAMBI;157105;PELAYANGAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMA;0
15;JAMBI;1571;KOTA JAMBI;157105;PELAYANGAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMK;0
15;JAMBI;1571;KOTA JAMBI;157105;PELAYANGAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SLB;0
15;JAMBI;1508;BUNGO;150806;PELEPAT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TK;0
15;JAMBI;1508;BUNGO;150806;PELEPAT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;KB;0
15;JAMBI;1508;BUNGO;150806;PELEPAT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TPA;0
15;JAMBI;1508;BUNGO;150806;PELEPAT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SPS;0
15;JAMBI;1508;BUNGO;150806;PELEPAT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;PKBM;0
15;JAMBI;1508;BUNGO;150806;PELEPAT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SKB;0
15;JAMBI;1508;BUNGO;150806;PELEPAT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SD;26
15;JAMBI;1508;BUNGO;150806;PELEPAT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMP;6
15;JAMBI;1508;BUNGO;150806;PELEPAT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMA;1
15;JAMBI;1508;BUNGO;150806;PELEPAT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMK;3
15;JAMBI;1508;BUNGO;150806;PELEPAT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SLB;0
15;JAMBI;1508;BUNGO;150809;PELEPAT ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TK;0
15;JAMBI;1508;BUNGO;150809;PELEPAT ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;KB;0
15;JAMBI;1508;BUNGO;150809;PELEPAT ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TPA;0
15;JAMBI;1508;BUNGO;150809;PELEPAT ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SPS;0
15;JAMBI;1508;BUNGO;150809;PELEPAT ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;PKBM;0
15;JAMBI;1508;BUNGO;150809;PELEPAT ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SKB;0
15;JAMBI;1508;BUNGO;150809;PELEPAT ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SD;25
15;JAMBI;1508;BUNGO;150809;PELEPAT ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMP;6
15;JAMBI;1508;BUNGO;150809;PELEPAT ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMA;2
15;JAMBI;1508;BUNGO;150809;PELEPAT ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMK;2
15;JAMBI;1508;BUNGO;150809;PELEPAT ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SLB;0
15;JAMBI;1504;BATANGHARI;150405;PEMAYUNG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TK;1
15;JAMBI;1504;BATANGHARI;150405;PEMAYUNG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;KB;0
15;JAMBI;1504;BATANGHARI;150405;PEMAYUNG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TPA;0
15;JAMBI;1504;BATANGHARI;150405;PEMAYUNG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SPS;0
15;JAMBI;1504;BATANGHARI;150405;PEMAYUNG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;PKBM;0
15;JAMBI;1504;BATANGHARI;150405;PEMAYUNG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SKB;0
15;JAMBI;1504;BATANGHARI;150405;PEMAYUNG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SD;27
15;JAMBI;1504;BATANGHARI;150405;PEMAYUNG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMP;6
15;JAMBI;1504;BATANGHARI;150405;PEMAYUNG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMA;1
15;JAMBI;1504;BATANGHARI;150405;PEMAYUNG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMK;1
15;JAMBI;1504;BATANGHARI;150405;PEMAYUNG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SLB;0
15;JAMBI;1506;TANJUNG JABUNG BARAT;150603;PENGABUAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TK;0
15;JAMBI;1506;TANJUNG JABUNG BARAT;150603;PENGABUAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;KB;0
15;JAMBI;1506;TANJUNG JABUNG BARAT;150603;PENGABUAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TPA;0
15;JAMBI;1506;TANJUNG JABUNG BARAT;150603;PENGABUAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SPS;0
15;JAMBI;1506;TANJUNG JABUNG BARAT;150603;PENGABUAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;PKBM;0
15;JAMBI;1506;TANJUNG JABUNG BARAT;150603;PENGABUAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SKB;0
15;JAMBI;1506;TANJUNG JABUNG BARAT;150603;PENGABUAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SD;25
15;JAMBI;1506;TANJUNG JABUNG BARAT;150603;PENGABUAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMP;5
15;JAMBI;1506;TANJUNG JABUNG BARAT;150603;PENGABUAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMA;2
15;JAMBI;1506;TANJUNG JABUNG BARAT;150603;PENGABUAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMK;1
15;JAMBI;1506;TANJUNG JABUNG BARAT;150603;PENGABUAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SLB;0
15;JAMBI;1572;KOTA SUNGAI PENUH;157202;PESISIR BUKIT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TK;1
15;JAMBI;1572;KOTA SUNGAI PENUH;157202;PESISIR BUKIT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;KB;0
15;JAMBI;1572;KOTA SUNGAI PENUH;157202;PESISIR BUKIT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TPA;0
15;JAMBI;1572;KOTA SUNGAI PENUH;157202;PESISIR BUKIT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SPS;0
15;JAMBI;1572;KOTA SUNGAI PENUH;157202;PESISIR BUKIT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;PKBM;0
15;JAMBI;1572;KOTA SUNGAI PENUH;157202;PESISIR BUKIT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SKB;0
15;JAMBI;1572;KOTA SUNGAI PENUH;157202;PESISIR BUKIT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SD;8
15;JAMBI;1572;KOTA SUNGAI PENUH;157202;PESISIR BUKIT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMP;2
15;JAMBI;1572;KOTA SUNGAI PENUH;157202;PESISIR BUKIT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMA;0
15;JAMBI;1572;KOTA SUNGAI PENUH;157202;PESISIR BUKIT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMK;2
15;JAMBI;1572;KOTA SUNGAI PENUH;157202;PESISIR BUKIT;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SLB;0
15;JAMBI;1572;KOTA SUNGAI PENUH;157206;PONDOK TINGGI;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TK;1
15;JAMBI;1572;KOTA SUNGAI PENUH;157206;PONDOK TINGGI;DATA SEKOLAH;2022/2023 GENAP;NEGERI;KB;0
15;JAMBI;1572;KOTA SUNGAI PENUH;157206;PONDOK TINGGI;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TPA;0
15;JAMBI;1572;KOTA SUNGAI PENUH;157206;PONDOK TINGGI;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SPS;0
15;JAMBI;1572;KOTA SUNGAI PENUH;157206;PONDOK TINGGI;DATA SEKOLAH;2022/2023 GENAP;NEGERI;PKBM;0
15;JAMBI;1572;KOTA SUNGAI PENUH;157206;PONDOK TINGGI;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SKB;0
15;JAMBI;1572;KOTA SUNGAI PENUH;157206;PONDOK TINGGI;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SD;10
15;JAMBI;1572;KOTA SUNGAI PENUH;157206;PONDOK TINGGI;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMP;1
15;JAMBI;1572;KOTA SUNGAI PENUH;157206;PONDOK TINGGI;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMA;1
15;JAMBI;1572;KOTA SUNGAI PENUH;157206;PONDOK TINGGI;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMK;0
15;JAMBI;1572;KOTA SUNGAI PENUH;157206;PONDOK TINGGI;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SLB;0
15;JAMBI;1508;BUNGO;150802;RANTAU PANDAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TK;1
15;JAMBI;1508;BUNGO;150802;RANTAU PANDAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;KB;0
15;JAMBI;1508;BUNGO;150802;RANTAU PANDAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TPA;0
15;JAMBI;1508;BUNGO;150802;RANTAU PANDAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SPS;0
15;JAMBI;1508;BUNGO;150802;RANTAU PANDAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;PKBM;0
15;JAMBI;1508;BUNGO;150802;RANTAU PANDAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SKB;0
15;JAMBI;1508;BUNGO;150802;RANTAU PANDAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SD;10
15;JAMBI;1508;BUNGO;150802;RANTAU PANDAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMP;3
15;JAMBI;1508;BUNGO;150802;RANTAU PANDAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMA;1
15;JAMBI;1508;BUNGO;150802;RANTAU PANDAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMK;0
15;JAMBI;1508;BUNGO;150802;RANTAU PANDAN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SLB;0
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150704;RANTAU RASAU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TK;1
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150704;RANTAU RASAU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;KB;0
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150704;RANTAU RASAU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TPA;0
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150704;RANTAU RASAU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SPS;0
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150704;RANTAU RASAU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;PKBM;0
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150704;RANTAU RASAU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SKB;0
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150704;RANTAU RASAU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SD;29
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150704;RANTAU RASAU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMP;3
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150704;RANTAU RASAU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMA;1
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150704;RANTAU RASAU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMK;0
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150704;RANTAU RASAU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SLB;0
15;JAMBI;1506;TANJUNG JABUNG BARAT;150608;RENAH MENDALUH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TK;0
15;JAMBI;1506;TANJUNG JABUNG BARAT;150608;RENAH MENDALUH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;KB;0
15;JAMBI;1506;TANJUNG JABUNG BARAT;150608;RENAH MENDALUH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TPA;0
15;JAMBI;1506;TANJUNG JABUNG BARAT;150608;RENAH MENDALUH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SPS;0
15;JAMBI;1506;TANJUNG JABUNG BARAT;150608;RENAH MENDALUH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;PKBM;0
15;JAMBI;1506;TANJUNG JABUNG BARAT;150608;RENAH MENDALUH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SKB;0
15;JAMBI;1506;TANJUNG JABUNG BARAT;150608;RENAH MENDALUH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SD;11
15;JAMBI;1506;TANJUNG JABUNG BARAT;150608;RENAH MENDALUH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMP;4
15;JAMBI;1506;TANJUNG JABUNG BARAT;150608;RENAH MENDALUH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMA;2
15;JAMBI;1506;TANJUNG JABUNG BARAT;150608;RENAH MENDALUH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMK;1
15;JAMBI;1506;TANJUNG JABUNG BARAT;150608;RENAH MENDALUH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SLB;0
15;JAMBI;1502;MERANGIN;150219;RENAH PAMENANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TK;1
15;JAMBI;1502;MERANGIN;150219;RENAH PAMENANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;KB;0
15;JAMBI;1502;MERANGIN;150219;RENAH PAMENANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TPA;0
15;JAMBI;1502;MERANGIN;150219;RENAH PAMENANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SPS;0
15;JAMBI;1502;MERANGIN;150219;RENAH PAMENANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;PKBM;0
15;JAMBI;1502;MERANGIN;150219;RENAH PAMENANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SKB;0
15;JAMBI;1502;MERANGIN;150219;RENAH PAMENANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SD;8
15;JAMBI;1502;MERANGIN;150219;RENAH PAMENANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMP;3
15;JAMBI;1502;MERANGIN;150219;RENAH PAMENANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMA;1
15;JAMBI;1502;MERANGIN;150219;RENAH PAMENANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMK;1
15;JAMBI;1502;MERANGIN;150219;RENAH PAMENANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SLB;0
15;JAMBI;1502;MERANGIN;150216;RENAH PEMBARAP;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TK;0
15;JAMBI;1502;MERANGIN;150216;RENAH PEMBARAP;DATA SEKOLAH;2022/2023 GENAP;NEGERI;KB;0
15;JAMBI;1502;MERANGIN;150216;RENAH PEMBARAP;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TPA;0
15;JAMBI;1502;MERANGIN;150216;RENAH PEMBARAP;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SPS;0
15;JAMBI;1502;MERANGIN;150216;RENAH PEMBARAP;DATA SEKOLAH;2022/2023 GENAP;NEGERI;PKBM;0
15;JAMBI;1502;MERANGIN;150216;RENAH PEMBARAP;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SKB;0
15;JAMBI;1502;MERANGIN;150216;RENAH PEMBARAP;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SD;16
15;JAMBI;1502;MERANGIN;150216;RENAH PEMBARAP;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMP;4
15;JAMBI;1502;MERANGIN;150216;RENAH PEMBARAP;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMA;1
15;JAMBI;1502;MERANGIN;150216;RENAH PEMBARAP;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMK;0
15;JAMBI;1502;MERANGIN;150216;RENAH PEMBARAP;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SLB;0
15;JAMBI;1509;TEBO;150904;RIMBO BUJANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TK;1
15;JAMBI;1509;TEBO;150904;RIMBO BUJANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;KB;0
15;JAMBI;1509;TEBO;150904;RIMBO BUJANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TPA;0
15;JAMBI;1509;TEBO;150904;RIMBO BUJANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SPS;0
15;JAMBI;1509;TEBO;150904;RIMBO BUJANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;PKBM;0
15;JAMBI;1509;TEBO;150904;RIMBO BUJANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SKB;0
15;JAMBI;1509;TEBO;150904;RIMBO BUJANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SD;35
15;JAMBI;1509;TEBO;150904;RIMBO BUJANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMP;8
15;JAMBI;1509;TEBO;150904;RIMBO BUJANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMA;3
15;JAMBI;1509;TEBO;150904;RIMBO BUJANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMK;2
15;JAMBI;1509;TEBO;150904;RIMBO BUJANG;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SLB;1
15;JAMBI;1509;TEBO;150908;RIMBO ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TK;1
15;JAMBI;1509;TEBO;150908;RIMBO ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;KB;0
15;JAMBI;1509;TEBO;150908;RIMBO ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TPA;0
15;JAMBI;1509;TEBO;150908;RIMBO ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SPS;0
15;JAMBI;1509;TEBO;150908;RIMBO ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;PKBM;0
15;JAMBI;1509;TEBO;150908;RIMBO ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SKB;0
15;JAMBI;1509;TEBO;150908;RIMBO ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SD;14
15;JAMBI;1509;TEBO;150908;RIMBO ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMP;4
15;JAMBI;1509;TEBO;150908;RIMBO ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMA;2
15;JAMBI;1509;TEBO;150908;RIMBO ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMK;1
15;JAMBI;1509;TEBO;150908;RIMBO ILIR;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SLB;0
15;JAMBI;1508;BUNGO;150813;RIMBO TENGAH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TK;0
15;JAMBI;1508;BUNGO;150813;RIMBO TENGAH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;KB;0
15;JAMBI;1508;BUNGO;150813;RIMBO TENGAH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TPA;0
15;JAMBI;1508;BUNGO;150813;RIMBO TENGAH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SPS;0
15;JAMBI;1508;BUNGO;150813;RIMBO TENGAH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;PKBM;0
15;JAMBI;1508;BUNGO;150813;RIMBO TENGAH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SKB;0
15;JAMBI;1508;BUNGO;150813;RIMBO TENGAH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SD;12
15;JAMBI;1508;BUNGO;150813;RIMBO TENGAH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMP;3
15;JAMBI;1508;BUNGO;150813;RIMBO TENGAH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMA;3
15;JAMBI;1508;BUNGO;150813;RIMBO TENGAH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMK;0
15;JAMBI;1508;BUNGO;150813;RIMBO TENGAH;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SLB;1
15;JAMBI;1509;TEBO;150907;RIMBO ULU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TK;1
15;JAMBI;1509;TEBO;150907;RIMBO ULU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;KB;0
15;JAMBI;1509;TEBO;150907;RIMBO ULU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TPA;0
15;JAMBI;1509;TEBO;150907;RIMBO ULU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SPS;0
15;JAMBI;1509;TEBO;150907;RIMBO ULU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;PKBM;0
15;JAMBI;1509;TEBO;150907;RIMBO ULU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SKB;0
15;JAMBI;1509;TEBO;150907;RIMBO ULU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SD;23
15;JAMBI;1509;TEBO;150907;RIMBO ULU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMP;5
15;JAMBI;1509;TEBO;150907;RIMBO ULU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMA;4
15;JAMBI;1509;TEBO;150907;RIMBO ULU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMK;1
15;JAMBI;1509;TEBO;150907;RIMBO ULU;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SLB;0
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150705;S A D U;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TK;2
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150705;S A D U;DATA SEKOLAH;2022/2023 GENAP;NEGERI;KB;0
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150705;S A D U;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TPA;0
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150705;S A D U;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SPS;0
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150705;S A D U;DATA SEKOLAH;2022/2023 GENAP;NEGERI;PKBM;0
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150705;S A D U;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SKB;0
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150705;S A D U;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SD;18
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150705;S A D U;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMP;4
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150705;S A D U;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMA;1
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150705;S A D U;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SMK;0
15;JAMBI;1507;TANJUNG JABUNG TIMUR;150705;S A D U;DATA SEKOLAH;2022/2023 GENAP;NEGERI;SLB;0
15;JAMBI;1503;SAROLANGUN;150303;SAROLANGUN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TK;2
15;JAMBI;1503;SAROLANGUN;150303;SAROLANGUN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;KB;0
15;JAMBI;1503;SAROLANGUN;150303;SAROLANGUN;DATA SEKOLAH;2022/2023 GENAP;NEGERI;TPA;0
