id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_ruas_jalan;kondisi;panjang_jalan;satuan;tahun
200;15;JAMBI;1505;TEMPINO - BTS. KAB. MA. JAMBI/BTS. BATANGHARI;BAIK;6,6;KILOMETER;2023
201;15;JAMBI;1505;SIMP. AHOK (KOTA JAMBI) - SIMP. PASAR BUPER - BUMI PERKEMAHAN PRAMUKA;BAIK;8,6;KILOMETER;2023
202;15;JAMBI;1505;SIMP. SUKA MAKMUR/SUNGAI BAHAR - DESA NYOGAN - SIMP. SUKA DAMAI ;BAIK;7,13;KILOMETER;2023
203;15;JAMBI;1509;MUARA TEBO - SIMP. LOGPON;BAIK;36,51;KILOMETER;2023
204;15;JAMBI;1509;SIMP. LOGPON - TANJUNG/BTS. SUMBAR;BAIK;31,8;KILOMETER;2023
205;15;JAMBI;1509;SIMP. SAWMIL - SIMP. LOGPON ;BAIK;20,08;KILOMETER;2023
206;15;JAMBI;1509;SIMP. SUKA MAKMUR/SUNGAI BAHAR - DESA NYOGAN - SIMP. SUKA DAMAI ;BAIK;4,7;KILOMETER;2023
207;15;JAMBI;1508;MA. BUNGO - PENINJAUAN - JUNCTION;BAIK;17,73;KILOMETER;2023
208;15;JAMBI;1508;PENINJAUAN - LBK MENGKUANG - TKA ( BTS. SUMBAR );BAIK;11,16;KILOMETER;2023
209;15;JAMBI;1508; JALAN LINGKAR MUARA BUNGO (SEI. MENGKUANG - SIMP. SEI. BULUH - SIMP. TANJUNG MENANTI - SIMP. TERMINAL/PTP - SEI. BINJAI);BAIK;8,2;KILOMETER;2023
210;15;JAMBI;1508;BTS. KAB. TEBO/BTS. KAB. BUNGO - KUAMANG KUNING - SIMP. KUAMANG (MERANGIN);BAIK;8,5;KILOMETER;2023
211;15;JAMBI;1504;BTS. KAB. MA. JAMBI/KAB. BATANGHARI - BTS. KOTA MUARA BULIAN;BAIK;16,92;KILOMETER;2023
212;15;JAMBI;1504;JL. SUDIRMAN (MA.BULIAN);BAIK;5,4;KILOMETER;2023
213;15;JAMBI;1504;SIMP. PENEROKAN - SIMP. SUKA MAKMUR/SUNGAI BAHAR;BAIK;19,8;KILOMETER;2023
214;15;JAMBI;1501;SANGGARAN AGUNG - JUJUN;BAIK;5,595;KILOMETER;2023
215;15;JAMBI;1501;JUJUN - LEMPUR;BAIK;13,22;KILOMETER;2023
216;15;JAMBI;1501;JUJUN - BTS. KAB. KERINCI/BTS. KOTA SUNGAI PENUH;BAIK;13,945;KILOMETER;2023
217;15;JAMBI;1501;KELOK SAGO - SANGGARAN AGUNG;BAIK;3,5;KILOMETER;2023
218;15;JAMBI;1501;JALAN SEKUNGKUNG - BTS. KAB. KERINCI/ BTS. SUNGAI PENUH  BATU KURIK;BAIK;6;KILOMETER;2023
219;15;JAMBI;1572;JALAN DEPATI PARBO (SUNGAI PENUH);BAIK;4,85;KILOMETER;2023
220;15;JAMBI;1572;SIMP. DEBAI - DUSUN BARU - BATAS KOTA SUNGAI PENUH - SIMP. 4. SEBUKAR;BAIK;4,1;KILOMETER;2023
221;15;JAMBI;1502;SIMP. MARGOYOSO - SUMBER AGUNG - AIR HITAM/SIMP. MENTAWAK;BAIK;13,406;KILOMETER;2023
222;15;JAMBI;1502;SIMP. PULAU. RENGAS -  MUARA SIAU;BAIK;22,79;KILOMETER;2023
223;15;JAMBI;1502;MUARA SIAU - DUSUN TUO ;BAIK;16,2;KILOMETER;2023
224;15;JAMBI;1502;DUSUN TUO - JANGKAT ;BAIK;49,8;KILOMETER;2023
225;15;JAMBI;1502;SIMPANG MASURAI - KOTO TAPUS;BAIK;5,025;KILOMETER;2023
226;15;JAMBI;1503;SIMP. PELAWAN - SEI. SALAK ;BAIK;15,4;KILOMETER;2023
227;15;JAMBI;1503;SEI. SALAK - PEKAN GEDANG/ BATANG ASAI;BAIK;7,2;KILOMETER;2023
228;15;JAMBI;1503;PEKAN GEDANG/BATANG ASAI - MA. TALANG - JANGKAT   ;BAIK;3,8;KILOMETER;2023
229;15;JAMBI;1503;SIMP. PAUH - AIR HITAM/SIMP. MENTAWAK;BAIK;6,65;KILOMETER;2023
230;15;JAMBI;1571;JLN. RADEN MATTAHER;BAIK;0;KILOMETER;2023
231;15;JAMBI;1571;JLN. RANGKAYO HITAM - JL. ABDUL KARTAWIRANA - JL. RANGKAYO PINGAI - JL. SENTOT ALIBASA;BAIK;0,942;KILOMETER;2023
232;15;JAMBI;1571;JLN. DR. SETIA BUDI - JLN. KH. HASIM ASHARI - JLN. PANGERAN DIPONEGORO;BAIK;0,516;KILOMETER;2023
233;15;JAMBI;1571;JLN. GAJAH MADA - JLN. HAYAM WURUK;BAIK;1;KILOMETER;2023
234;15;JAMBI;1571;JLN.KOL. POLISI M. TAHER - JLN. GR. DJAMIN DT. BAGINDO - JLN. KOL. POL.AHMAD BASTARI - JLN. BRIGJEND.KATAMSO;BAIK;0,8;KILOMETER;2023
235;15;JAMBI;1571;JLN. HOS COKRO AMINOTO;BAIK;1,4;KILOMETER;2023
236;15;JAMBI;1571;JLN. SLAMET RIYADI - JLN. URIP SUMOHARJO;BAIK;3,017;KILOMETER;2023
237;15;JAMBI;1571;JLN. PROF.DR.SRI SOEDEWI, MS - JLN. YUSUF SINGEDEKANE - JLN. H.A.MANAP - JL. ARIEF RAHMAN HAKIM;BAIK;1,6;KILOMETER;2023
238;15;JAMBI;1571;JLN. JEND.A. YANI - JLN. JEND.MT. HARYONO - JLN. MAYJEND SUTOYO;BAIK;1;KILOMETER;2023
239;15;JAMBI;1571;JLN. ADE IRMA SURYANI - JLN. DR.SIWABESI - JLN. KH. ABDUL MALIK JAMBI;BAIK;1,2;KILOMETER;2023
240;15;JAMBI;1571;JLN. JEND. BASUKI RAHMAT - JLN. H. AGUS SALIM - JLN. H. ADAM MALIK;BAIK;3,806;KILOMETER;2023
241;15;JAMBI;1571;JLN.ABDUL RAHMAN SALEH;BAIK;2,101;KILOMETER;2023
242;15;JAMBI;1571;JLN. KAPTEN PATTIMURA - JLN. KAPTEN BAKARUDDIN;BAIK;3,9;KILOMETER;2023
243;15;JAMBI;1571;JLN. KOL. ABUNJANI - JLN. SUMANTRI BROJONEGORO;BAIK;0;KILOMETER;2023
244;15;JAMBI;1571;JLN. SUKARNO HATTA;BAIK;1,932;KILOMETER;2023
245;15;JAMBI;1571;JLN. BANDARA SULTAN THAHA SYAIFUDDIN - LINGKAR TIMUR;BAIK;1,4;KILOMETER;2023
246;15;JAMBI;1571;JLN.HJ. NURIJAH/JALAN JEPANG - JALAN LINGKAR UTARA KOTA JAMBI;BAIK;3,7;KILOMETER;2023
247;15;JAMBI;1506;SEI. SAREN 0 TELUK NILAU 0 PARIT 10/ SENYERANG;SEDANG;1,04;KILOMETER;2023
248;15;JAMBI;1506;PARIT 10 / SENYERANG 0 MEKAR JATI 0 BTS. RIAU;SEDANG;4,403;KILOMETER;2023
249;15;JAMBI;1507;SUAK KANDIS 0 DESA SIMPANG/BERBAK;SEDANG;10,066;KILOMETER;2023
250;15;JAMBI;1507;DESA SIMPANG/BERBAK - SIMP. JEMBATAN MUARA SABAK;SEDANG;14,369;KILOMETER;2023
251;15;JAMBI;1507;SP. LAGAN - SP. PELABI/ ZONA V;SEDANG;10,2;KILOMETER;2023
252;15;JAMBI;1505;SIMPANG TALANG PUDAK - SUAK KANDIS;SEDANG;15,68;KILOMETER;2023
253;15;JAMBI;1505;SUNGAI DUREN - SUNGAI BULUH;SEDANG;13,25;KILOMETER;2023
254;15;JAMBI;1505;TEMPINO - BTS. KAB. MA. JAMBI/BTS. BATANGHARI;SEDANG;3;KILOMETER;2023
255;15;JAMBI;1505;SIMP. AHOK (KOTA JAMBI) - SIMP. PASAR BUPER - BUMI PERKEMAHAN PRAMUKA;SEDANG;3,658;KILOMETER;2023
256;15;JAMBI;1505;SIMP. SUKA MAKMUR/SUNGAI BAHAR - DESA NYOGAN - SIMP. SUKA DAMAI ;SEDANG;5,85;KILOMETER;2023
257;15;JAMBI;1509;MUARA TEBO - SIMP. LOGPON;SEDANG;5,75;KILOMETER;2023
258;15;JAMBI;1509;SIMP. LOGPON - TANJUNG/BTS. SUMBAR;SEDANG;12,1;KILOMETER;2023
259;15;JAMBI;1509;SIMP. SAWMIL - SIMP. LOGPON ;SEDANG;7,796;KILOMETER;2023
260;15;JAMBI;1509;SIMP. SUKA MAKMUR/SUNGAI BAHAR - DESA NYOGAN - SIMP. SUKA DAMAI ;SEDANG;3;KILOMETER;2023
261;15;JAMBI;1508;MA. BUNGO - PENINJAUAN - JUNCTION;SEDANG;20,43;KILOMETER;2023
262;15;JAMBI;1508;PENINJAUAN - LBK MENGKUANG - TKA ( BTS. SUMBAR );SEDANG;10,15;KILOMETER;2023
263;15;JAMBI;1508; JALAN LINGKAR MUARA BUNGO (SEI. MENGKUANG - SIMP. SEI. BULUH - SIMP. TANJUNG MENANTI - SIMP. TERMINAL/PTP - SEI. BINJAI);SEDANG;11,95;KILOMETER;2023
264;15;JAMBI;1508;BTS. KAB. TEBO/BTS. KAB. BUNGO - KUAMANG KUNING - SIMP. KUAMANG (MERANGIN);SEDANG;11,4;KILOMETER;2023
265;15;JAMBI;1504;BTS. KAB. MA. JAMBI/KAB. BATANGHARI - BTS. KOTA MUARA BULIAN;SEDANG;0,8;KILOMETER;2023
266;15;JAMBI;1504;JL. SUDIRMAN (MA.BULIAN);SEDANG;0,4;KILOMETER;2023
267;15;JAMBI;1504;SIMP. PENEROKAN - SIMP. SUKA MAKMUR/SUNGAI BAHAR;SEDANG;3,6;KILOMETER;2023
268;15;JAMBI;1501;SANGGARAN AGUNG - JUJUN;SEDANG;2,6;KILOMETER;2023
269;15;JAMBI;1501;JUJUN - LEMPUR;SEDANG;0,4;KILOMETER;2023
270;15;JAMBI;1501;JUJUN - BTS. KAB. KERINCI/BTS. KOTA SUNGAI PENUH;SEDANG;0,6;KILOMETER;2023
271;15;JAMBI;1501;KELOK SAGO - SANGGARAN AGUNG;SEDANG;0;KILOMETER;2023
272;15;JAMBI;1501;JALAN SEKUNGKUNG - BTS. KAB. KERINCI/ BTS. SUNGAI PENUH  BATU KURIK;SEDANG;1,364;KILOMETER;2023
273;15;JAMBI;1572;JALAN DEPATI PARBO (SUNGAI PENUH);SEDANG;0;KILOMETER;2023
274;15;JAMBI;1572;SIMP. DEBAI - DUSUN BARU - BATAS KOTA SUNGAI PENUH - SIMP. 4. SEBUKAR;SEDANG;0;KILOMETER;2023
275;15;JAMBI;1502;SIMP. MARGOYOSO - SUMBER AGUNG - AIR HITAM/SIMP. MENTAWAK;SEDANG;16,894;KILOMETER;2023
276;15;JAMBI;1502;SIMP. PULAU. RENGAS -  MUARA SIAU;SEDANG;8,6;KILOMETER;2023
277;15;JAMBI;1502;MUARA SIAU - DUSUN TUO ;SEDANG;10,18;KILOMETER;2023
278;15;JAMBI;1502;DUSUN TUO - JANGKAT ;SEDANG;22,848;KILOMETER;2023
279;15;JAMBI;1502;SIMPANG MASURAI - KOTO TAPUS;SEDANG;6;KILOMETER;2023
280;15;JAMBI;1503;SIMP. PELAWAN - SEI. SALAK ;SEDANG;15,6;KILOMETER;2023
281;15;JAMBI;1503;SEI. SALAK - PEKAN GEDANG/ BATANG ASAI;SEDANG;13,4;KILOMETER;2023
282;15;JAMBI;1503;PEKAN GEDANG/BATANG ASAI - MA. TALANG - JANGKAT   ;SEDANG;26,7;KILOMETER;2023
283;15;JAMBI;1503;SIMP. PAUH - AIR HITAM/SIMP. MENTAWAK;SEDANG;15,23;KILOMETER;2023
284;15;JAMBI;1571;JLN. RADEN MATTAHER;SEDANG;1,038;KILOMETER;2023
285;15;JAMBI;1571;JLN. RANGKAYO HITAM - JL. ABDUL KARTAWIRANA - JL. RANGKAYO PINGAI - JL. SENTOT ALIBASA;SEDANG;2,4;KILOMETER;2023
286;15;JAMBI;1571;JLN. DR. SETIA BUDI - JLN. KH. HASIM ASHARI - JLN. PANGERAN DIPONEGORO;SEDANG;1,8;KILOMETER;2023
287;15;JAMBI;1571;JLN. GAJAH MADA - JLN. HAYAM WURUK;SEDANG;2,123;KILOMETER;2023
288;15;JAMBI;1571;JLN.KOL. POLISI M. TAHER - JLN. GR. DJAMIN DT. BAGINDO - JLN. KOL. POL.AHMAD BASTARI - JLN. BRIGJEND.KATAMSO;SEDANG;3;KILOMETER;2023
289;15;JAMBI;1571;JLN. HOS COKRO AMINOTO;SEDANG;0,248;KILOMETER;2023
290;15;JAMBI;1571;JLN. SLAMET RIYADI - JLN. URIP SUMOHARJO;SEDANG;0,2;KILOMETER;2023
291;15;JAMBI;1571;JLN. PROF.DR.SRI SOEDEWI, MS - JLN. YUSUF SINGEDEKANE - JLN. H.A.MANAP - JL. ARIEF RAHMAN HAKIM;SEDANG;1,85;KILOMETER;2023
292;15;JAMBI;1571;JLN. JEND.A. YANI - JLN. JEND.MT. HARYONO - JLN. MAYJEND SUTOYO;SEDANG;0,58;KILOMETER;2023
293;15;JAMBI;1571;JLN. ADE IRMA SURYANI - JLN. DR.SIWABESI - JLN. KH. ABDUL MALIK JAMBI;SEDANG;2,221;KILOMETER;2023
294;15;JAMBI;1571;JLN. JEND. BASUKI RAHMAT - JLN. H. AGUS SALIM - JLN. H. ADAM MALIK;SEDANG;0;KILOMETER;2023
295;15;JAMBI;1571;JLN.ABDUL RAHMAN SALEH;SEDANG;0;KILOMETER;2023
296;15;JAMBI;1571;JLN. KAPTEN PATTIMURA - JLN. KAPTEN BAKARUDDIN;SEDANG;1,2;KILOMETER;2023
297;15;JAMBI;1571;JLN. KOL. ABUNJANI - JLN. SUMANTRI BROJONEGORO;SEDANG;2,5;KILOMETER;2023
298;15;JAMBI;1571;JLN. SUKARNO HATTA;SEDANG;0;KILOMETER;2023
299;15;JAMBI;1571;JLN. BANDARA SULTAN THAHA SYAIFUDDIN - LINGKAR TIMUR;SEDANG;0;KILOMETER;2023
300;15;JAMBI;1571;JLN.HJ. NURIJAH/JALAN JEPANG - JALAN LINGKAR UTARA KOTA JAMBI;SEDANG;0;KILOMETER;2023
301;15;JAMBI;1506;SEI. SAREN 0 TELUK NILAU 0 PARIT 10/ SENYERANG;RUSAK RINGAN;1,04;KILOMETER;2023
302;15;JAMBI;1506;PARIT 10 / SENYERANG 0 MEKAR JATI 0 BTS. RIAU;RUSAK RINGAN;1,28;KILOMETER;2023
303;15;JAMBI;1507;SUAK KANDIS 0 DESA SIMPANG/BERBAK;RUSAK RINGAN;5,6;KILOMETER;2023
304;15;JAMBI;1507;DESA SIMPANG/BERBAK - SIMP. JEMBATAN MUARA SABAK;RUSAK RINGAN;11,201;KILOMETER;2023
305;15;JAMBI;1507;SP. LAGAN - SP. PELABI/ ZONA V;RUSAK RINGAN;4,4;KILOMETER;2023
306;15;JAMBI;1505;SIMPANG TALANG PUDAK - SUAK KANDIS;RUSAK RINGAN;24,2;KILOMETER;2023
307;15;JAMBI;1505;SUNGAI DUREN - SUNGAI BULUH;RUSAK RINGAN;1,2;KILOMETER;2023
308;15;JAMBI;1505;TEMPINO - BTS. KAB. MA. JAMBI/BTS. BATANGHARI;RUSAK RINGAN;2,874;KILOMETER;2023
309;15;JAMBI;1505;SIMP. AHOK (KOTA JAMBI) - SIMP. PASAR BUPER - BUMI PERKEMAHAN PRAMUKA;RUSAK RINGAN;3,8;KILOMETER;2023
310;15;JAMBI;1505;SIMP. SUKA MAKMUR/SUNGAI BAHAR - DESA NYOGAN - SIMP. SUKA DAMAI ;RUSAK RINGAN;8,6;KILOMETER;2023
311;15;JAMBI;1509;MUARA TEBO - SIMP. LOGPON;RUSAK RINGAN;11,2;KILOMETER;2023
312;15;JAMBI;1509;SIMP. LOGPON - TANJUNG/BTS. SUMBAR;RUSAK RINGAN;5,8;KILOMETER;2023
313;15;JAMBI;1509;SIMP. SAWMIL - SIMP. LOGPON ;RUSAK RINGAN;1;KILOMETER;2023
314;15;JAMBI;1509;SIMP. SUKA MAKMUR/SUNGAI BAHAR - DESA NYOGAN - SIMP. SUKA DAMAI ;RUSAK RINGAN;4;KILOMETER;2023
315;15;JAMBI;1508;MA. BUNGO - PENINJAUAN - JUNCTION;RUSAK RINGAN;5,8;KILOMETER;2023
316;15;JAMBI;1508;PENINJAUAN - LBK MENGKUANG - TKA ( BTS. SUMBAR );RUSAK RINGAN;3,64;KILOMETER;2023
317;15;JAMBI;1508; JALAN LINGKAR MUARA BUNGO (SEI. MENGKUANG - SIMP. SEI. BULUH - SIMP. TANJUNG MENANTI - SIMP. TERMINAL/PTP - SEI. BINJAI);RUSAK RINGAN;1;KILOMETER;2023
318;15;JAMBI;1508;BTS. KAB. TEBO/BTS. KAB. BUNGO - KUAMANG KUNING - SIMP. KUAMANG (MERANGIN);RUSAK RINGAN;16,67;KILOMETER;2023
319;15;JAMBI;1504;BTS. KAB. MA. JAMBI/KAB. BATANGHARI - BTS. KOTA MUARA BULIAN;RUSAK RINGAN;1,602;KILOMETER;2023
320;15;JAMBI;1504;JL. SUDIRMAN (MA.BULIAN);RUSAK RINGAN;1,434;KILOMETER;2023
321;15;JAMBI;1504;SIMP. PENEROKAN - SIMP. SUKA MAKMUR/SUNGAI BAHAR;RUSAK RINGAN;3,9;KILOMETER;2023
322;15;JAMBI;1501;SANGGARAN AGUNG - JUJUN;RUSAK RINGAN;0,16;KILOMETER;2023
323;15;JAMBI;1501;JUJUN - LEMPUR;RUSAK RINGAN;0,202;KILOMETER;2023
324;15;JAMBI;1501;JUJUN - BTS. KAB. KERINCI/BTS. KOTA SUNGAI PENUH;RUSAK RINGAN;0,2;KILOMETER;2023
325;15;JAMBI;1501;KELOK SAGO - SANGGARAN AGUNG;RUSAK RINGAN;16,478;KILOMETER;2023
326;15;JAMBI;1501;JALAN SEKUNGKUNG - BTS. KAB. KERINCI/ BTS. SUNGAI PENUH  BATU KURIK;RUSAK RINGAN;0;KILOMETER;2023
327;15;JAMBI;1572;JALAN DEPATI PARBO (SUNGAI PENUH);RUSAK RINGAN;0;KILOMETER;2023
328;15;JAMBI;1572;SIMP. DEBAI - DUSUN BARU - BATAS KOTA SUNGAI PENUH - SIMP. 4. SEBUKAR;RUSAK RINGAN;0,2;KILOMETER;2023
329;15;JAMBI;1502;SIMP. MARGOYOSO - SUMBER AGUNG - AIR HITAM/SIMP. MENTAWAK;RUSAK RINGAN;15;KILOMETER;2023
330;15;JAMBI;1502;SIMP. PULAU. RENGAS -  MUARA SIAU;RUSAK RINGAN;3,403;KILOMETER;2023
331;15;JAMBI;1502;MUARA SIAU - DUSUN TUO ;RUSAK RINGAN;5,802;KILOMETER;2023
332;15;JAMBI;1502;DUSUN TUO - JANGKAT ;RUSAK RINGAN;2;KILOMETER;2023
333;15;JAMBI;1502;SIMPANG MASURAI - KOTO TAPUS;RUSAK RINGAN;10,825;KILOMETER;2023
334;15;JAMBI;1503;SIMP. PELAWAN - SEI. SALAK ;RUSAK RINGAN;14,8;KILOMETER;2023
335;15;JAMBI;1503;SEI. SALAK - PEKAN GEDANG/ BATANG ASAI;RUSAK RINGAN;7,8;KILOMETER;2023
336;15;JAMBI;1503;PEKAN GEDANG/BATANG ASAI - MA. TALANG - JANGKAT   ;RUSAK RINGAN;7,6;KILOMETER;2023
337;15;JAMBI;1503;SIMP. PAUH - AIR HITAM/SIMP. MENTAWAK;RUSAK RINGAN;13,4;KILOMETER;2023
338;15;JAMBI;1571;JLN. RADEN MATTAHER;RUSAK RINGAN;0;KILOMETER;2023
339;15;JAMBI;1571;JLN. RANGKAYO HITAM - JL. ABDUL KARTAWIRANA - JL. RANGKAYO PINGAI - JL. SENTOT ALIBASA;RUSAK RINGAN;0,8;KILOMETER;2023
340;15;JAMBI;1571;JLN. DR. SETIA BUDI - JLN. KH. HASIM ASHARI - JLN. PANGERAN DIPONEGORO;RUSAK RINGAN;0,2;KILOMETER;2023
341;15;JAMBI;1571;JLN. GAJAH MADA - JLN. HAYAM WURUK;RUSAK RINGAN;0;KILOMETER;2023
342;15;JAMBI;1571;JLN.KOL. POLISI M. TAHER - JLN. GR. DJAMIN DT. BAGINDO - JLN. KOL. POL.AHMAD BASTARI - JLN. BRIGJEND.KATAMSO;RUSAK RINGAN;0,2;KILOMETER;2023
343;15;JAMBI;1571;JLN. HOS COKRO AMINOTO;RUSAK RINGAN;0;KILOMETER;2023
344;15;JAMBI;1571;JLN. SLAMET RIYADI - JLN. URIP SUMOHARJO;RUSAK RINGAN;0;KILOMETER;2023
345;15;JAMBI;1571;JLN. PROF.DR.SRI SOEDEWI, MS - JLN. YUSUF SINGEDEKANE - JLN. H.A.MANAP - JL. ARIEF RAHMAN HAKIM;RUSAK RINGAN;0,2;KILOMETER;2023
346;15;JAMBI;1571;JLN. JEND.A. YANI - JLN. JEND.MT. HARYONO - JLN. MAYJEND SUTOYO;RUSAK RINGAN;0;KILOMETER;2023
347;15;JAMBI;1571;JLN. ADE IRMA SURYANI - JLN. DR.SIWABESI - JLN. KH. ABDUL MALIK JAMBI;RUSAK RINGAN;1,2;KILOMETER;2023
348;15;JAMBI;1571;JLN. JEND. BASUKI RAHMAT - JLN. H. AGUS SALIM - JLN. H. ADAM MALIK;RUSAK RINGAN;0;KILOMETER;2023
349;15;JAMBI;1571;JLN.ABDUL RAHMAN SALEH;RUSAK RINGAN;0;KILOMETER;2023
350;15;JAMBI;1571;JLN. KAPTEN PATTIMURA - JLN. KAPTEN BAKARUDDIN;RUSAK RINGAN;0;KILOMETER;2023
351;15;JAMBI;1571;JLN. KOL. ABUNJANI - JLN. SUMANTRI BROJONEGORO;RUSAK RINGAN;0;KILOMETER;2023
352;15;JAMBI;1571;JLN. SUKARNO HATTA;RUSAK RINGAN;0;KILOMETER;2023
353;15;JAMBI;1571;JLN. BANDARA SULTAN THAHA SYAIFUDDIN - LINGKAR TIMUR;RUSAK RINGAN;0;KILOMETER;2023
354;15;JAMBI;1571;JLN.HJ. NURIJAH/JALAN JEPANG - JALAN LINGKAR UTARA KOTA JAMBI;RUSAK RINGAN;0;KILOMETER;2023
355;15;JAMBI;1506;SEI. SAREN 0 TELUK NILAU 0 PARIT 10/ SENYERANG;RUSAK BERAT;0,26;KILOMETER;2023
356;15;JAMBI;1506;PARIT 10 / SENYERANG 0 MEKAR JATI 0 BTS. RIAU;RUSAK BERAT;0,4;KILOMETER;2023
357;15;JAMBI;1507;SUAK KANDIS 0 DESA SIMPANG/BERBAK;RUSAK BERAT;3,4;KILOMETER;2023
358;15;JAMBI;1507;DESA SIMPANG/BERBAK - SIMP. JEMBATAN MUARA SABAK;RUSAK BERAT;6;KILOMETER;2023
359;15;JAMBI;1507;SP. LAGAN - SP. PELABI/ ZONA V;RUSAK BERAT;0,4;KILOMETER;2023
360;15;JAMBI;1505;SIMPANG TALANG PUDAK - SUAK KANDIS;RUSAK BERAT;9,22;KILOMETER;2023
361;15;JAMBI;1505;SUNGAI DUREN - SUNGAI BULUH;RUSAK BERAT;0,2;KILOMETER;2023
362;15;JAMBI;1505;TEMPINO - BTS. KAB. MA. JAMBI/BTS. BATANGHARI;RUSAK BERAT;0,4;KILOMETER;2023
363;15;JAMBI;1505;SIMP. AHOK (KOTA JAMBI) - SIMP. PASAR BUPER - BUMI PERKEMAHAN PRAMUKA;RUSAK BERAT;1,8;KILOMETER;2023
364;15;JAMBI;1505;SIMP. SUKA MAKMUR/SUNGAI BAHAR - DESA NYOGAN - SIMP. SUKA DAMAI ;RUSAK BERAT;8,51;KILOMETER;2023
365;15;JAMBI;1509;MUARA TEBO - SIMP. LOGPON;RUSAK BERAT;6;KILOMETER;2023
366;15;JAMBI;1509;SIMP. LOGPON - TANJUNG/BTS. SUMBAR;RUSAK BERAT;1,4;KILOMETER;2023
367;15;JAMBI;1509;SIMP. SAWMIL - SIMP. LOGPON ;RUSAK BERAT;0;KILOMETER;2023
368;15;JAMBI;1509;SIMP. SUKA MAKMUR/SUNGAI BAHAR - DESA NYOGAN - SIMP. SUKA DAMAI ;RUSAK BERAT;15,8;KILOMETER;2023
369;15;JAMBI;1508;MA. BUNGO - PENINJAUAN - JUNCTION;RUSAK BERAT;0,4;KILOMETER;2023
370;15;JAMBI;1508;PENINJAUAN - LBK MENGKUANG - TKA ( BTS. SUMBAR );RUSAK BERAT;0,4;KILOMETER;2023
371;15;JAMBI;1508; JALAN LINGKAR MUARA BUNGO (SEI. MENGKUANG - SIMP. SEI. BULUH - SIMP. TANJUNG MENANTI - SIMP. TERMINAL/PTP - SEI. BINJAI);RUSAK BERAT;0,4;KILOMETER;2023
372;15;JAMBI;1508;BTS. KAB. TEBO/BTS. KAB. BUNGO - KUAMANG KUNING - SIMP. KUAMANG (MERANGIN);RUSAK BERAT;11;KILOMETER;2023
373;15;JAMBI;1504;BTS. KAB. MA. JAMBI/KAB. BATANGHARI - BTS. KOTA MUARA BULIAN;RUSAK BERAT;0;KILOMETER;2023
374;15;JAMBI;1504;JL. SUDIRMAN (MA.BULIAN);RUSAK BERAT;0,2;KILOMETER;2023
375;15;JAMBI;1504;SIMP. PENEROKAN - SIMP. SUKA MAKMUR/SUNGAI BAHAR;RUSAK BERAT;0,8;KILOMETER;2023
376;15;JAMBI;1501;SANGGARAN AGUNG - JUJUN;RUSAK BERAT;0,4;KILOMETER;2023
377;15;JAMBI;1501;JUJUN - LEMPUR;RUSAK BERAT;0;KILOMETER;2023
378;15;JAMBI;1501;JUJUN - BTS. KAB. KERINCI/BTS. KOTA SUNGAI PENUH;RUSAK BERAT;0;KILOMETER;2023
379;15;JAMBI;1501;KELOK SAGO - SANGGARAN AGUNG;RUSAK BERAT;0;KILOMETER;2023
380;15;JAMBI;1501;JALAN SEKUNGKUNG - BTS. KAB. KERINCI/ BTS. SUNGAI PENUH  BATU KURIK;RUSAK BERAT;0;KILOMETER;2023
381;15;JAMBI;1572;JALAN DEPATI PARBO (SUNGAI PENUH);RUSAK BERAT;0;KILOMETER;2023
382;15;JAMBI;1572;SIMP. DEBAI - DUSUN BARU - BATAS KOTA SUNGAI PENUH - SIMP. 4. SEBUKAR;RUSAK BERAT;0;KILOMETER;2023
383;15;JAMBI;1502;SIMP. MARGOYOSO - SUMBER AGUNG - AIR HITAM/SIMP. MENTAWAK;RUSAK BERAT;6,8;KILOMETER;2023
384;15;JAMBI;1502;SIMP. PULAU. RENGAS -  MUARA SIAU;RUSAK BERAT;0,8;KILOMETER;2023
385;15;JAMBI;1502;MUARA SIAU - DUSUN TUO ;RUSAK BERAT;2,2;KILOMETER;2023
386;15;JAMBI;1502;DUSUN TUO - JANGKAT ;RUSAK BERAT;0,202;KILOMETER;2023
387;15;JAMBI;1502;SIMPANG MASURAI - KOTO TAPUS;RUSAK BERAT;1,35;KILOMETER;2023
388;15;JAMBI;1503;SIMP. PELAWAN - SEI. SALAK ;RUSAK BERAT;13,7;KILOMETER;2023
389;15;JAMBI;1503;SEI. SALAK - PEKAN GEDANG/ BATANG ASAI;RUSAK BERAT;3,2;KILOMETER;2023
390;15;JAMBI;1503;PEKAN GEDANG/BATANG ASAI - MA. TALANG - JANGKAT   ;RUSAK BERAT;7,8;KILOMETER;2023
391;15;JAMBI;1503;SIMP. PAUH - AIR HITAM/SIMP. MENTAWAK;RUSAK BERAT;2,2;KILOMETER;2023
392;15;JAMBI;1571;JLN. RADEN MATTAHER;RUSAK BERAT;0;KILOMETER;2023
393;15;JAMBI;1571;JLN. RANGKAYO HITAM - JL. ABDUL KARTAWIRANA - JL. RANGKAYO PINGAI - JL. SENTOT ALIBASA;RUSAK BERAT;0;KILOMETER;2023
394;15;JAMBI;1571;JLN. DR. SETIA BUDI - JLN. KH. HASIM ASHARI - JLN. PANGERAN DIPONEGORO;RUSAK BERAT;0;KILOMETER;2023
