NO;kode_provinsi;nama_provinsi;jumlah_keluarga_berisiko_stunting;keluarga_tidak_memiliki_sumber_air_minum_layak;keluarga_tidak_memiliki_jamban_layak;pus_terlalu_muda;pus_terlalu_tua;pus_terlalu_dekat;pus_terlalu_banyak
;15;JAMBI;348.700;90.643;80.014;4.897;151.744;8.298;165.237
