NO;kode_provinsi;nama_provinsi;kode_kabupaten_kota;komoditi;produktivitas;satuan;tahun
1;15;JAMBI;1502;TEMBAKAU;500;KG/HA;2022
2;15;JAMBI;1501;TEMBAKAU;594;KG/HA;2022
3;15;JAMBI;1572;TEMBAKAU;429;KG/HA;2022
4;15;JAMBI;1502;TEMBAKAU;333;KG/HA;2023
5;15;JAMBI;1501;TEMBAKAU;612;KG/HA;2023
6;15;JAMBI;1572;TEMBAKAU;2000;KG/HA;2023
