NO;kode_provinsi;nama_provinsi;kode_kabupaten_kota;komoditi;produktivitas;satuan;tahun
1;15;JAMBI;1502;KOPI ARABICA;647;KG/HA;2022
2;15;JAMBI;1501;KOPI ARABICA;691;KG/HA;2022
3;15;JAMBI;1572;KOPI ARABICA;402;KG/HA;2022
4;15;JAMBI;1502;KOPI ARABICA;647;KG/HA;2023
5;15;JAMBI;1501;KOPI ARABICA;760;KG/HA;2023
6;15;JAMBI;1572;KOPI ARABICA;238;KG/HA;2023
