id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kode_kecamatan,nama_kecamatan,kategori,data,satuan,semester,jumlah,tahun
920,15,JAMBI,1572,KOTA SUNGAI PENUH,157202,PESISIR BUKIT,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,242,2022
921,15,JAMBI,1572,KOTA SUNGAI PENUH,157206,PONDOK TINGGI,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,363,2022
922,15,JAMBI,1572,KOTA SUNGAI PENUH,157208,SUNGAI BUNGKAL,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,234,2022
923,15,JAMBI,1572,KOTA SUNGAI PENUH,157201,SUNGAI PENUH,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,210,2022
924,15,JAMBI,1572,KOTA SUNGAI PENUH,157204,TANAH KAMPUNG,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,211,2022
925,15,JAMBI,1502,MERANGIN,150202,BANGKO,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,1186,2022
926,15,JAMBI,1502,MERANGIN,150210,BANGKO BARAT,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,272,2022
927,15,JAMBI,1502,MERANGIN,150212,BATANG MASUMAI,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,285,2022
928,15,JAMBI,1502,MERANGIN,150201,JANGKAT,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,187,2022
929,15,JAMBI,1502,MERANGIN,150218,JANGKAT TIMUR,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,169,2022
930,15,JAMBI,1502,MERANGIN,150209,LEMBAH MASURAI,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,327,2022
931,15,JAMBI,1502,MERANGIN,150221,MARGO TABIR,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,351,2022
932,15,JAMBI,1502,MERANGIN,150203,MUARA SIAU,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,178,2022
933,15,JAMBI,1502,MERANGIN,150211,NALO TATAN,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,403,2022
934,15,JAMBI,1502,MERANGIN,150206,PAMENANG,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,892,2022
935,15,JAMBI,1502,MERANGIN,150213,PAMENANG BARAT,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,380,2022
936,15,JAMBI,1502,MERANGIN,150220,PAMENANG SELATAN,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,259,2022
937,15,JAMBI,1502,MERANGIN,150217,PANGKALAN JAMBU,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,145,2022
938,15,JAMBI,1502,MERANGIN,150219,RENAH PAMENANG,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,262,2022
939,15,JAMBI,1502,MERANGIN,150216,RENAH PEMBARAP,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,313,2022
940,15,JAMBI,1502,MERANGIN,150204,SUNGAI MANAU,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,264,2022
941,15,JAMBI,1502,MERANGIN,150205,TABIR,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,755,2022
942,15,JAMBI,1502,MERANGIN,150223,TABIR BARAT,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,202,2022
943,15,JAMBI,1502,MERANGIN,150214,TABIR ILIR,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,294,2022
944,15,JAMBI,1502,MERANGIN,150222,TABIR LINTAS,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,237,2022
945,15,JAMBI,1502,MERANGIN,150208,TABIR SELATAN,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,562,2022
946,15,JAMBI,1502,MERANGIN,150215,TABIR TIMUR,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,50,2022
947,15,JAMBI,1502,MERANGIN,150207,TABIR ULU,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,194,2022
948,15,JAMBI,1502,MERANGIN,150224,TIANG PUMPUNG,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,99,2022
949,15,JAMBI,1505,MUARO JAMBI,150510,BAHAR SELATAN,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,510,2022
950,15,JAMBI,1505,MUARO JAMBI,150509,BAHAR UTARA,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,378,2022
951,15,JAMBI,1505,MUARO JAMBI,150501,JAMBI LUAR KOTA,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,2355,2022
952,15,JAMBI,1505,MUARO JAMBI,150503,KUMPEH,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,1347,2022
953,15,JAMBI,1505,MUARO JAMBI,150506,KUMPEH ULU,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,3182,2022
954,15,JAMBI,1505,MUARO JAMBI,150504,MARO SEBO,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,945,2022
955,15,JAMBI,1505,MUARO JAMBI,150505,MESTONG,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,1949,2022
956,15,JAMBI,1505,MUARO JAMBI,150502,SEKERNAN,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,1907,2022
957,15,JAMBI,1505,MUARO JAMBI,150507,SUNGAI BAHAR,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,818,2022
958,15,JAMBI,1505,MUARO JAMBI,150508,SUNGAI GELAM,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,3357,2022
959,15,JAMBI,1505,MUARO JAMBI,150511,TAMAN RAJO,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,474,2022
960,15,JAMBI,1503,SAROLANGUN,150307,AIR HITAM,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,606,2022
961,15,JAMBI,1503,SAROLANGUN,150301,BATANG ASAI,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,286,2022
962,15,JAMBI,1503,SAROLANGUN,150308,BATHIN VIII,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,253,2022
963,15,JAMBI,1503,SAROLANGUN,150310,CERMIN NAN GEDANG,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,223,2022
964,15,JAMBI,1503,SAROLANGUN,150302,LIMUN,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,316,2022
965,15,JAMBI,1503,SAROLANGUN,150306,MANDIANGIN,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,397,2022
966,15,JAMBI,1503,SAROLANGUN,15030,MANDIANGIN TIMUR,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,171,2022
967,15,JAMBI,1503,SAROLANGUN,150304,PAUH,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,506,2022
968,15,JAMBI,1503,SAROLANGUN,150305,PELAWAN,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,499,2022
969,15,JAMBI,1503,SAROLANGUN,150303,SAROLANGUN,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,571,2022
970,15,JAMBI,1503,SAROLANGUN,150309,SINGKUT,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,511,2022
971,15,JAMBI,1506,TANJUNG JABUNG BARAT,150607,BATANG ASAM,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,2509,2022
972,15,JAMBI,1506,TANJUNG JABUNG BARAT,150604,BETARA,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,930,2022
973,15,JAMBI,1506,TANJUNG JABUNG BARAT,150611,BRAM ITAM,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,385,2022
974,15,JAMBI,1506,TANJUNG JABUNG BARAT,150612,KUALA BETARA,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,309,2022
975,15,JAMBI,1506,TANJUNG JABUNG BARAT,150605,MERLUNG,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,681,2022
976,15,JAMBI,1506,TANJUNG JABUNG BARAT,150609,MUARA PAPALIK,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,506,2022
977,15,JAMBI,1506,TANJUNG JABUNG BARAT,150603,PENGABUAN,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,689,2022
978,15,JAMBI,1506,TANJUNG JABUNG BARAT,150608,RENAH MENDALUH,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,920,2022
979,15,JAMBI,1506,TANJUNG JABUNG BARAT,150610,SEBERANG KOTA,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,244,2022
980,15,JAMBI,1506,TANJUNG JABUNG BARAT,150613,SENYERANG,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,699,2022
981,15,JAMBI,1506,TANJUNG JABUNG BARAT,150606,TEBING TINGGI,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,1321,2022
982,15,JAMBI,1506,TANJUNG JABUNG BARAT,150602,TUNGKAL ILIR,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,1423,2022
983,15,JAMBI,1506,TANJUNG JABUNG BARAT,150601,TUNGKAL ULU,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,680,2022
984,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150711,BERBAK,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,64,2022
985,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150706,DENDANG,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,49,2022
986,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150710,GERAGAI,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,142,2022
987,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150708,KUALA JAMBI,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,117,2022
988,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150703,MENDAHARA,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,182,2022
989,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150709,MENDAHARA ULU,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,239,2022
990,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150707,MUARA SABAK BARAT,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,147,2022
991,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150701,MUARA SABAK TIMUR,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,231,2022
992,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150702,NIPAH PANJANG,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,295,2022
993,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150704,RANTAU RASAU,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,154,2022
994,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150705,S A D U,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,188,2022
995,15,JAMBI,1509,TEBO,150912,MUARA TABIR,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,458,2022
996,15,JAMBI,1509,TEBO,150904,RIMBO BUJANG,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,387,2022
997,15,JAMBI,1509,TEBO,150908,RIMBO ILIR,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,77,2022
998,15,JAMBI,1509,TEBO,150907,RIMBO ULU,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,123,2022
999,15,JAMBI,1509,TEBO,150910,SERAI SERUMPUN,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,181,2022
1000,15,JAMBI,1509,TEBO,150905,SUMAY,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,422,2022
1001,15,JAMBI,1509,TEBO,150902,TEBO ILIR,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,371,2022
1002,15,JAMBI,1509,TEBO,150901,TEBO TENGAH,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,438,2022
1003,15,JAMBI,1509,TEBO,150903,TEBO ULU,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,329,2022
1004,15,JAMBI,1509,TEBO,150909,TENGAH ILIR,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,293,2022
1005,15,JAMBI,1509,TEBO,150906,VII KOTO,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,242,2022
1006,15,JAMBI,1509,TEBO,150911,VII KOTO ILIR,AKTA LAHIR,BELUM MEMILIKI,JIWA,1,399,2022
1007,15,JAMBI,1504,BATANGHARI,150407,BAJUBANG,AKTA LAHIR,UMUR 0-18 ,JIWA,1,12847,2022
1008,15,JAMBI,1504,BATANGHARI,150404,BATIN XXIV,AKTA LAHIR,UMUR 0-18 ,JIWA,1,10043,2022
1009,15,JAMBI,1504,BATANGHARI,150408,MARO SEBO ILIR,AKTA LAHIR,UMUR 0-18 ,JIWA,1,4618,2022
1010,15,JAMBI,1504,BATANGHARI,150406,MARO SEBO ULU,AKTA LAHIR,UMUR 0-18 ,JIWA,1,12611,2022
1011,15,JAMBI,1504,BATANGHARI,150401,MERSAM,AKTA LAHIR,UMUR 0-18 ,JIWA,1,10383,2022
1012,15,JAMBI,1504,BATANGHARI,150403,MUARA BULIAN,AKTA LAHIR,UMUR 0-18 ,JIWA,1,21515,2022
1013,15,JAMBI,1504,BATANGHARI,150402,MUARA TEMBESI,AKTA LAHIR,UMUR 0-18 ,JIWA,1,11392,2022
1014,15,JAMBI,1504,BATANGHARI,150405,PEMAYUNG,AKTA LAHIR,UMUR 0-18 ,JIWA,1,11678,2022
1015,15,JAMBI,1508,BUNGO,150815,BATHIN II PELAYANG,AKTA LAHIR,UMUR 0-18 ,JIWA,1,2895,2022
1016,15,JAMBI,1508,BUNGO,150811,BATHIN III,AKTA LAHIR,UMUR 0-18 ,JIWA,1,8807,2022
1017,15,JAMBI,1508,BUNGO,150814,BATHIN III ULU,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3114,2022
1018,15,JAMBI,1508,BUNGO,150810,BATIN II BABEKO,AKTA LAHIR,UMUR 0-18 ,JIWA,1,4882,2022
1019,15,JAMBI,1508,BUNGO,150812,BUNGO DANI,AKTA LAHIR,UMUR 0-18 ,JIWA,1,8854,2022
1020,15,JAMBI,1508,BUNGO,150804,JUJUHAN,AKTA LAHIR,UMUR 0-18 ,JIWA,1,6242,2022
1021,15,JAMBI,1508,BUNGO,150816,JUJUHAN ILIR,AKTA LAHIR,UMUR 0-18 ,JIWA,1,2646,2022
1022,15,JAMBI,1508,BUNGO,150807,LIMBUR LUBUK MENGKUANG,AKTA LAHIR,UMUR 0-18 ,JIWA,1,5320,2022
1023,15,JAMBI,1508,BUNGO,150808,MUKO-MUKO BATHIN VII,AKTA LAHIR,UMUR 0-18 ,JIWA,1,5129,2022
1024,15,JAMBI,1508,BUNGO,150803,PASAR MUARO BUNGO,AKTA LAHIR,UMUR 0-18 ,JIWA,1,6806,2022
1025,15,JAMBI,1508,BUNGO,150806,PELEPAT,AKTA LAHIR,UMUR 0-18 ,JIWA,1,11836,2022
1026,15,JAMBI,1508,BUNGO,150809,PELEPAT ILIR,AKTA LAHIR,UMUR 0-18 ,JIWA,1,15967,2022
1027,15,JAMBI,1508,BUNGO,150802,RANTAU PANDAN,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3383,2022
1028,15,JAMBI,1508,BUNGO,150813,RIMBO TENGAH,AKTA LAHIR,UMUR 0-18 ,JIWA,1,11265,2022
1029,15,JAMBI,1508,BUNGO,150805,TANAH SEPENGGAL,AKTA LAHIR,UMUR 0-18 ,JIWA,1,7448,2022
1030,15,JAMBI,1508,BUNGO,150817,TANAH SEPENGGAL LINTAS,AKTA LAHIR,UMUR 0-18 ,JIWA,1,7592,2022
1031,15,JAMBI,1508,BUNGO,150801,TANAH TUMBUH,AKTA LAHIR,UMUR 0-18 ,JIWA,1,4368,2022
1032,15,JAMBI,1501,KERINCI,150105,AIR HANGAT,AKTA LAHIR,UMUR 0-18 ,JIWA,1,2671,2022
1033,15,JAMBI,1501,KERINCI,150121,AIR HANGAT BARAT,AKTA LAHIR,UMUR 0-18 ,JIWA,1,2456,2022
1034,15,JAMBI,1501,KERINCI,150111,AIR HANGAT TIMUR,AKTA LAHIR,UMUR 0-18 ,JIWA,1,4762,2022
1035,15,JAMBI,1501,KERINCI,150107,BATANG MERANGIN,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3528,2022
1036,15,JAMBI,1501,KERINCI,150120,BUKITKERMAN,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3637,2022
1037,15,JAMBI,1501,KERINCI,150102,DANAU KERINCI,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3756,2022
1038,15,JAMBI,1501,KERINCI,150123,DANAU KERINCI BARAT,AKTA LAHIR,UMUR 0-18 ,JIWA,1,2844,2022
1039,15,JAMBI,1501,KERINCI,150117,DEPATI TUJUH,AKTA LAHIR,UMUR 0-18 ,JIWA,1,4180,2022
1040,15,JAMBI,1501,KERINCI,150106,GUNUNG KERINCI,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3804,2022
1041,15,JAMBI,1501,KERINCI,150101,GUNUNG RAYA,AKTA LAHIR,UMUR 0-18 ,JIWA,1,2265,2022
1042,15,JAMBI,1501,KERINCI,150115,GUNUNG TUJUH,AKTA LAHIR,UMUR 0-18 ,JIWA,1,4907,2022
1043,15,JAMBI,1501,KERINCI,150109,KAYU ARO,AKTA LAHIR,UMUR 0-18 ,JIWA,1,6360,2022
1044,15,JAMBI,1501,KERINCI,150119,KAYU ARO BARAT,AKTA LAHIR,UMUR 0-18 ,JIWA,1,6120,2022
1045,15,JAMBI,1501,KERINCI,150108,KELILING DANAU,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3148,2022
1046,15,JAMBI,1501,KERINCI,150104,SITINJAU LAUT,AKTA LAHIR,UMUR 0-18 ,JIWA,1,2544,2022
1047,15,JAMBI,1501,KERINCI,150116,SIULAK,AKTA LAHIR,UMUR 0-18 ,JIWA,1,6275,2022
1048,15,JAMBI,1501,KERINCI,150118,SIULAK MUKAI,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3074,2022
1049,15,JAMBI,1501,KERINCI,150122,TANAH COGOK,AKTA LAHIR,UMUR 0-18 ,JIWA,1,2206,2022
1050,15,JAMBI,1571,KOTA JAMBI,157109,ALAM BARAJO,AKTA LAHIR,UMUR 0-18 ,JIWA,1,34890,2022
1051,15,JAMBI,1571,KOTA JAMBI,157110,DANAU SIPIN,AKTA LAHIR,UMUR 0-18 ,JIWA,1,12827,2022
1052,15,JAMBI,1571,KOTA JAMBI,157106,DANAU TELUK,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3947,2022
1053,15,JAMBI,1571,KOTA JAMBI,157102,JAMBI SELATAN,AKTA LAHIR,UMUR 0-18 ,JIWA,1,16990,2022
1054,15,JAMBI,1571,KOTA JAMBI,157103,JAMBI TIMUR,AKTA LAHIR,UMUR 0-18 ,JIWA,1,19021,2022
1055,15,JAMBI,1571,KOTA JAMBI,157108,JELUTUNG,AKTA LAHIR,UMUR 0-18 ,JIWA,1,17321,2022
1056,15,JAMBI,1571,KOTA JAMBI,157107,KOTA BARU,AKTA LAHIR,UMUR 0-18 ,JIWA,1,26433,2022
1057,15,JAMBI,1571,KOTA JAMBI,157111,PAAL MERAH,AKTA LAHIR,UMUR 0-18 ,JIWA,1,33767,2022
1058,15,JAMBI,1571,KOTA JAMBI,157104,PASAR JAMBI,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3116,2022
1059,15,JAMBI,1571,KOTA JAMBI,157105,PELAYANGAN,AKTA LAHIR,UMUR 0-18 ,JIWA,1,4167,2022
1060,15,JAMBI,1571,KOTA JAMBI,157101,TELANAIPURA,AKTA LAHIR,UMUR 0-18 ,JIWA,1,14991,2022
1061,15,JAMBI,1572,KOTA SUNGAI PENUH,157203,HAMPARAN RAWANG,AKTA LAHIR,UMUR 0-18 ,JIWA,1,4002,2022
1062,15,JAMBI,1572,KOTA SUNGAI PENUH,157207,KOTO BARU,AKTA LAHIR,UMUR 0-18 ,JIWA,1,2819,2022
1063,15,JAMBI,1572,KOTA SUNGAI PENUH,157205,KUMUN DEBAI,AKTA LAHIR,UMUR 0-18 ,JIWA,1,2709,2022
1064,15,JAMBI,1572,KOTA SUNGAI PENUH,157202,PESISIR BUKIT,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3516,2022
1065,15,JAMBI,1572,KOTA SUNGAI PENUH,157206,PONDOK TINGGI,AKTA LAHIR,UMUR 0-18 ,JIWA,1,5377,2022
1066,15,JAMBI,1572,KOTA SUNGAI PENUH,157208,SUNGAI BUNGKAL,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3190,2022
1067,15,JAMBI,1572,KOTA SUNGAI PENUH,157201,SUNGAI PENUH,AKTA LAHIR,UMUR 0-18 ,JIWA,1,2996,2022
1068,15,JAMBI,1572,KOTA SUNGAI PENUH,157204,TANAH KAMPUNG,AKTA LAHIR,UMUR 0-18 ,JIWA,1,2601,2022
1069,15,JAMBI,1502,MERANGIN,150202,BANGKO,AKTA LAHIR,UMUR 0-18 ,JIWA,1,16346,2022
1070,15,JAMBI,1502,MERANGIN,150210,BANGKO BARAT,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3435,2022
1071,15,JAMBI,1502,MERANGIN,150212,BATANG MASUMAI,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3760,2022
1072,15,JAMBI,1502,MERANGIN,150201,JANGKAT,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3474,2022
1073,15,JAMBI,1502,MERANGIN,150218,JANGKAT TIMUR,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3430,2022
1074,15,JAMBI,1502,MERANGIN,150209,LEMBAH MASURAI,AKTA LAHIR,UMUR 0-18 ,JIWA,1,5120,2022
1075,15,JAMBI,1502,MERANGIN,150221,MARGO TABIR,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3959,2022
1076,15,JAMBI,1502,MERANGIN,150203,MUARA SIAU,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3294,2022
1077,15,JAMBI,1502,MERANGIN,150211,NALO TATAN,AKTA LAHIR,UMUR 0-18 ,JIWA,1,6597,2022
1078,15,JAMBI,1502,MERANGIN,150206,PAMENANG,AKTA LAHIR,UMUR 0-18 ,JIWA,1,10918,2022
1079,15,JAMBI,1502,MERANGIN,150213,PAMENANG BARAT,AKTA LAHIR,UMUR 0-18 ,JIWA,1,5385,2022
1080,15,JAMBI,1502,MERANGIN,150220,PAMENANG SELATAN,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3440,2022
1081,15,JAMBI,1502,MERANGIN,150217,PANGKALAN JAMBU,AKTA LAHIR,UMUR 0-18 ,JIWA,1,2097,2022
1082,15,JAMBI,1502,MERANGIN,150219,RENAH PAMENANG,AKTA LAHIR,UMUR 0-18 ,JIWA,1,4309,2022
1083,15,JAMBI,1502,MERANGIN,150216,RENAH PEMBARAP,AKTA LAHIR,UMUR 0-18 ,JIWA,1,4470,2022
1084,15,JAMBI,1502,MERANGIN,150204,SUNGAI MANAU,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3676,2022
1085,15,JAMBI,1502,MERANGIN,150205,TABIR,AKTA LAHIR,UMUR 0-18 ,JIWA,1,10396,2022
1086,15,JAMBI,1502,MERANGIN,150223,TABIR BARAT,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3049,2022
1087,15,JAMBI,1502,MERANGIN,150214,TABIR ILIR,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3010,2022
1088,15,JAMBI,1502,MERANGIN,150222,TABIR LINTAS,AKTA LAHIR,UMUR 0-18 ,JIWA,1,2543,2022
1089,15,JAMBI,1502,MERANGIN,150208,TABIR SELATAN,AKTA LAHIR,UMUR 0-18 ,JIWA,1,9220,2022
1090,15,JAMBI,1502,MERANGIN,150215,TABIR TIMUR,AKTA LAHIR,UMUR 0-18 ,JIWA,1,2387,2022
1091,15,JAMBI,1502,MERANGIN,150207,TABIR ULU,AKTA LAHIR,UMUR 0-18 ,JIWA,1,2555,2022
1092,15,JAMBI,1502,MERANGIN,150224,TIANG PUMPUNG,AKTA LAHIR,UMUR 0-18 ,JIWA,1,1335,2022
1093,15,JAMBI,1505,MUARO JAMBI,150510,BAHAR SELATAN,AKTA LAHIR,UMUR 0-18 ,JIWA,1,5507,2022
1094,15,JAMBI,1505,MUARO JAMBI,150509,BAHAR UTARA,AKTA LAHIR,UMUR 0-18 ,JIWA,1,4161,2022
1095,15,JAMBI,1505,MUARO JAMBI,150501,JAMBI LUAR KOTA,AKTA LAHIR,UMUR 0-18 ,JIWA,1,21730,2022
1096,15,JAMBI,1505,MUARO JAMBI,150503,KUMPEH,AKTA LAHIR,UMUR 0-18 ,JIWA,1,7814,2022
1097,15,JAMBI,1505,MUARO JAMBI,150506,KUMPEH ULU,AKTA LAHIR,UMUR 0-18 ,JIWA,1,19557,2022
1098,15,JAMBI,1505,MUARO JAMBI,150504,MARO SEBO,AKTA LAHIR,UMUR 0-18 ,JIWA,1,6931,2022
1099,15,JAMBI,1505,MUARO JAMBI,150505,MESTONG,AKTA LAHIR,UMUR 0-18 ,JIWA,1,12384,2022
1100,15,JAMBI,1505,MUARO JAMBI,150502,SEKERNAN,AKTA LAHIR,UMUR 0-18 ,JIWA,1,15686,2022
1101,15,JAMBI,1505,MUARO JAMBI,150507,SUNGAI BAHAR,AKTA LAHIR,UMUR 0-18 ,JIWA,1,9150,2022
1102,15,JAMBI,1505,MUARO JAMBI,150508,SUNGAI GELAM,AKTA LAHIR,UMUR 0-18 ,JIWA,1,22372,2022
1103,15,JAMBI,1505,MUARO JAMBI,150511,TAMAN RAJO,AKTA LAHIR,UMUR 0-18 ,JIWA,1,4426,2022
1104,15,JAMBI,1503,SAROLANGUN,150307,AIR HITAM,AKTA LAHIR,UMUR 0-18 ,JIWA,1,7858,2022
1105,15,JAMBI,1503,SAROLANGUN,150301,BATANG ASAI,AKTA LAHIR,UMUR 0-18 ,JIWA,1,6231,2022
1106,15,JAMBI,1503,SAROLANGUN,150308,BATHIN VIII,AKTA LAHIR,UMUR 0-18 ,JIWA,1,6394,2022
1107,15,JAMBI,1503,SAROLANGUN,150310,CERMIN NAN GEDANG,AKTA LAHIR,UMUR 0-18 ,JIWA,1,4829,2022
1108,15,JAMBI,1503,SAROLANGUN,150302,LIMUN,AKTA LAHIR,UMUR 0-18 ,JIWA,1,6174,2022
1109,15,JAMBI,1503,SAROLANGUN,150306,MANDIANGIN,AKTA LAHIR,UMUR 0-18 ,JIWA,1,8089,2022
1110,15,JAMBI,1503,SAROLANGUN,15030,MANDIANGIN TIMUR,AKTA LAHIR,UMUR 0-18 ,JIWA,1,3908,2022
1111,15,JAMBI,1503,SAROLANGUN,150304,PAUH,AKTA LAHIR,UMUR 0-18 ,JIWA,1,8323,2022
1112,15,JAMBI,1503,SAROLANGUN,150305,PELAWAN,AKTA LAHIR,UMUR 0-18 ,JIWA,1,11427,2022
1113,15,JAMBI,1503,SAROLANGUN,150303,SAROLANGUN,AKTA LAHIR,UMUR 0-18 ,JIWA,1,19434,2022
1114,15,JAMBI,1503,SAROLANGUN,150309,SINGKUT,AKTA LAHIR,UMUR 0-18 ,JIWA,1,12835,2022
1115,15,JAMBI,1506,TANJUNG JABUNG BARAT,150607,BATANG ASAM,AKTA LAHIR,UMUR 0-18 ,JIWA,1,12332,2022
1116,15,JAMBI,1506,TANJUNG JABUNG BARAT,150604,BETARA,AKTA LAHIR,UMUR 0-18 ,JIWA,1,10040,2022
1117,15,JAMBI,1506,TANJUNG JABUNG BARAT,150611,BRAM ITAM,AKTA LAHIR,UMUR 0-18 ,JIWA,1,5823,2022
1118,15,JAMBI,1506,TANJUNG JABUNG BARAT,150612,KUALA BETARA,AKTA LAHIR,UMUR 0-18 ,JIWA,1,4154,2022
