NO;kode_provinsi;nama_provinsi;kode_kabupaten_kota;nama_kabupaten_kota;kode_kecamatan;nama_kecamatan;tahun;jumlah_keluarga_sasaran;jumlah_keluarga_berisiko_stunting;persentase_keluarga_berisiko_stunting
;15;JAMBI;1509;TEBO;150911;VII KOTO ILIR;2022;3.344;1.252;37,44
;15;JAMBI;1571;KOTA JAMBI;157109;ALAM BARAJO;2022;16.132;2.842;17,62
;15;JAMBI;1571;KOTA JAMBI;157110;DANAU SIPIN;2022;5.154;1.405;27,26
;15;JAMBI;1571;KOTA JAMBI;157106;DANAU TELUK;2022;1.891;262;13,86
;15;JAMBI;1571;KOTA JAMBI;157102;JAMBI SELATAN;2022;7.195;1.920;26,69
;15;JAMBI;1571;KOTA JAMBI;157103;JAMBI TIMUR;2022;8.409;2.383;28,34
;15;JAMBI;1571;KOTA JAMBI;157108;JELUTUNG;2022;6.524;1.454;22,29
;15;JAMBI;1571;KOTA JAMBI;157107;KOTA BARU;2022;10.530;2.340;22,22
;15;JAMBI;1571;KOTA JAMBI;157111;PAAL MERAH;2022;14.780;2.941;19,90
;15;JAMBI;1571;KOTA JAMBI;157104;PASAR JAMBI;2022;1.050;368;35,05
;15;JAMBI;1571;KOTA JAMBI;157105;PELAYANGAN;2022;1.866;464;24,87
;15;JAMBI;1571;KOTA JAMBI;157101;TELANAIPURA;2022;6.645;1.170;17,61
;15;JAMBI;1572;KOTA SUNGAI PENUH;157203;HAMPARAN RAWANG;2022;2.728;723;26,50
;15;JAMBI;1572;KOTA SUNGAI PENUH;157207;KOTO BARU;2022;1.714;484;28,24
;15;JAMBI;1572;KOTA SUNGAI PENUH;157205;KUMUN DEBAI;2022;1.574;341;21,66
;15;JAMBI;1572;KOTA SUNGAI PENUH;157202;PESISIR BUKIT;2022;2.067;643;31,11
;15;JAMBI;1572;KOTA SUNGAI PENUH;157206;PONDOK TINGGI;2022;2.739;934;34,10
;15;JAMBI;1572;KOTA SUNGAI PENUH;157208;SUNGAI BUNGKAL;2022;1.492;344;23,06
;15;JAMBI;1572;KOTA SUNGAI PENUH;157201;SUNGAI PENUH;2022;1.306;550;42,11
;15;JAMBI;1572;KOTA SUNGAI PENUH;157204;TANAH KAMPUNG;2022;1.764;463;26,25
;15;JAMBI;1501;KERINCI;150105;AIR HANGAT;2023;1.912;109;5,70
;15;JAMBI;1501;KERINCI;150121;AIR HANGAT BARAT;2023;1.872;155;8,28
;15;JAMBI;1501;KERINCI;150111;AIR HANGAT TIMUR;2023;3.808;1.172;30,78
;15;JAMBI;1501;KERINCI;150107;BATANG MERANGIN;2023;2.366;564;23,84
;15;JAMBI;1501;KERINCI;150120;BUKITKERMAN;2023;2.291;615;26,84
;15;JAMBI;1501;KERINCI;150102;DANAU KERINCI;2023;2.478;300;12,11
;15;JAMBI;1501;KERINCI;150123;DANAU KERINCI BARAT;2023;1.721;507;29,46
;15;JAMBI;1501;KERINCI;150117;DEPATI TUJUH;2023;2.860;468;16,36
;15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;2023;2.658;1.305;49,10
;15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;2023;1.546;340;21,99
;15;JAMBI;1501;KERINCI;150115;GUNUNG TUJUH;2023;3.393;669;19,72
;15;JAMBI;1501;KERINCI;150109;KAYU ARO;2023;4.470;1.359;30,40
;15;JAMBI;1501;KERINCI;150119;KAYU ARO BARAT;2023;4.339;513;11,82
;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;2023;2.328;620;26,63
;15;JAMBI;1501;KERINCI;150104;SITINJAU LAUT;2023;1.768;473;26,75
;15;JAMBI;1501;KERINCI;150116;SIULAK;2023;4.695;1.146;24,41
;15;JAMBI;1501;KERINCI;150118;SIULAK MUKAI;2023;2.422;548;22,63
;15;JAMBI;1501;KERINCI;150122;TANAH COGOK;2023;1.636;368;22,49
;15;JAMBI;1502;MERANGIN;150202;BANGKO;2023;7.294;1.567;21,48
;15;JAMBI;1502;MERANGIN;150210;BANGKO BARAT;2023;2.199;782;35,56
;15;JAMBI;1502;MERANGIN;150212;BATANG MASUMAI;2023;1.932;565;29,24
;15;JAMBI;1502;MERANGIN;150201;JANGKAT;2023;2.424;1.079;44,51
;15;JAMBI;1502;MERANGIN;150218;JANGKAT TIMUR;2023;2.046;1.325;64,76
;15;JAMBI;1502;MERANGIN;150209;LEMBAH MASURAI;2023;2.634;1.629;61,85
;15;JAMBI;1502;MERANGIN;150221;MARGO TABIR;2023;3.202;732;22,86
;15;JAMBI;1502;MERANGIN;150203;MUARA SIAU;2023;2.218;896;40,40
;15;JAMBI;1502;MERANGIN;150211;NALO TANTAN;2023;3.686;1.435;38,93
;15;JAMBI;1502;MERANGIN;150206;PAMENANG;2023;6.368;1.630;25,60
;15;JAMBI;1502;MERANGIN;150213;PAMENANG BARAT;2023;3.687;926;25,12
;15;JAMBI;1502;MERANGIN;150220;PAMENANG SELATAN;2023;2.000;430;21,50
;15;JAMBI;1502;MERANGIN;150217;PANGKALAN JAMBU;2023;1.389;366;26,35
;15;JAMBI;1502;MERANGIN;150219;RENAH PAMENANG;2023;2.854;250;8,76
;15;JAMBI;1502;MERANGIN;150216;RENAH PEMBARAP;2023;2.655;601;22,64
;15;JAMBI;1502;MERANGIN;150204;SUNGAI MANAU;2023;2.149;964;44,86
;15;JAMBI;1502;MERANGIN;150205;TABIR;2023;5.841;2.735;46,82
;15;JAMBI;1502;MERANGIN;150223;TABIR BARAT;2023;1.823;1.379;75,64
;15;JAMBI;1502;MERANGIN;150214;TABIR ILIR;2023;2.097;596;28,42
;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;2023;1.670;370;22,16
;15;JAMBI;1502;MERANGIN;150208;TABIR SELATAN;2023;5.852;1.089;18,61
;15;JAMBI;1502;MERANGIN;150215;TABIR TIMUR;2023;1.732;616;35,57
;15;JAMBI;1502;MERANGIN;150207;TABIR ULU;2023;1.767;750;42,44
;15;JAMBI;1502;MERANGIN;150224;TIANG PUMPUNG;2023;1.106;197;17,81
;15;JAMBI;1503;SAROLANGUN;150307;AIR HITAM;2023;4.763;1.611;33,82
;15;JAMBI;1503;SAROLANGUN;150301;BATANG ASAI;2023;3.362;2.748;81,74
;15;JAMBI;1503;SAROLANGUN;150308;BATHIN VIII;2023;3.969;1.193;30,06
;15;JAMBI;1503;SAROLANGUN;150310;CERMIN NAN GEDANG;2023;2.384;430;18,04
;15;JAMBI;1503;SAROLANGUN;150302;LIMUN;2023;3.285;1.054;32,09
;15;JAMBI;1503;SAROLANGUN;150306;MANDIANGIN;2023;4.518;2.108;46,66
;15;JAMBI;1503;SAROLANGUN;150311;MANDIANGIN TIMUR;2023;2.430;972;40,00
;15;JAMBI;1503;SAROLANGUN;150304;PAUH;2023;4.149;1.334;32,15
;15;JAMBI;1503;SAROLANGUN;150305;PELAWAN;2023;5.884;1.554;26,41
;15;JAMBI;1503;SAROLANGUN;150303;SAROLANGUN;2023;10.394;2.826;27,19
;15;JAMBI;1503;SAROLANGUN;150309;SINGKUT;2023;8.000;1.808;22,60
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;2023;6.605;2.383;36,08
;15;JAMBI;1504;BATANGHARI;150404;BATIN XXIV;2023;5.240;1.728;32,98
;15;JAMBI;1504;BATANGHARI;150408;MARO SEBO ILIR;2023;2.796;650;23,25
;15;JAMBI;1504;BATANGHARI;150406;MARO SEBO ULU;2023;6.631;3.119;47,04
;15;JAMBI;1504;BATANGHARI;150401;MERSAM;2023;5.302;1.008;19,01
;15;JAMBI;1504;BATANGHARI;150403;MUARA BULIAN;2023;11.140;3.677;33,01
;15;JAMBI;1504;BATANGHARI;150402;MUARA TEMBESI;2023;6.049;1.515;25,05
;15;JAMBI;1504;BATANGHARI;150405;PEMAYUNG;2023;6.030;1.628;27,00
;15;JAMBI;1505;MUARO JAMBI;150510;BAHAR SELATAN;2023;3.290;825;25,08
;15;JAMBI;1505;MUARO JAMBI;150509;BAHAR UTARA;2023;2.556;555;21,71
;15;JAMBI;1505;MUARO JAMBI;150501;JAMBI LUAR KOTA;2023;11.840;3.451;29,15
;15;JAMBI;1505;MUARO JAMBI;150503;KUMPEH;2023;4.947;2.250;45,48
;15;JAMBI;1505;MUARO JAMBI;150506;KUMPEH ULU;2023;11.061;3.463;31,31
;15;JAMBI;1505;MUARO JAMBI;150504;MARO SEBO;2023;4.191;1.258;30,02
;15;JAMBI;1505;MUARO JAMBI;150505;MESTONG;2023;7.658;2.314;30,22
;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;2023;7.549;2.642;35,00
;15;JAMBI;1505;MUARO JAMBI;150507;SUNGAI BAHAR;2023;5.076;768;15,13
;15;JAMBI;1505;MUARO JAMBI;150508;SUNGAI GELAM;2023;13.070;3.177;24,31
;15;JAMBI;1505;MUARO JAMBI;150511;TAMAN RAJO;2023;2.612;788;30,17
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;2023;6.064;2.125;35,04
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150604;BETARA;2023;5.033;3.218;63,94
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150611;BRAM ITAM;2023;3.265;2.716;83,19
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150612;KUALA BETARA;2023;2.478;2.378;95,96
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150605;MERLUNG;2023;2.916;411;14,09
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150609;MUARA PAPALIK;2023;2.151;241;11,20
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150603;PENGABUAN;2023;4.554;4.277;93,92
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150608;RENAH MENDALUH;2023;2.773;1.171;42,23
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150610;SEBERANG KOTA;2023;1.557;1.231;79,06
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150613;SENYERANG;2023;4.608;4.413;95,77
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150606;TEBING TINGGI;2023;7.041;2.890;41,05
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;2023;10.297;5.584;54,23
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150601;TUNGKAL ULU;2023;2.541;480;18,89
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150711;BERBAK;2023;1.900;581;30,58
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150706;DENDANG;2023;2.787;1.371;49,19
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150710;GERAGAI;2023;4.985;1.522;30,53
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150708;KUALA JAMBI;2023;2.344;1.858;79,27
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;2023;4.464;4.131;92,54
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;2023;3.363;1.848;54,95
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;2023;4.033;1.071;26,56
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150701;MUARA SABAK TIMUR;2023;5.411;3.247;60,01
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150702;NIPAH PANJANG;2023;4.403;3.082;70,00
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150704;RANTAU RASAU;2023;4.561;1.349;29,58
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150705;S A D U;2023;2.526;1.341;53,09
;15;JAMBI;1508;BUNGO;150815;BATHIN II PELAYANG;2023;1.696;407;24,00
;15;JAMBI;1508;BUNGO;150811;BATHIN III;2023;4.695;1.122;23,90
;15;JAMBI;1508;BUNGO;150814;BATHIN III ULU;2023;1.663;974;58,57
;15;JAMBI;1508;BUNGO;150810;BATIN II BABEKO;2023;2.834;689;24,31
;15;JAMBI;1508;BUNGO;150812;BUNGO DANI;2023;4.968;1.218;24,52
;15;JAMBI;1508;BUNGO;150804;JUJUHAN;2023;3.468;643;18,54
;15;JAMBI;1508;BUNGO;150816;JUJUHAN ILIR;2023;1.767;275;15,56
;15;JAMBI;1508;BUNGO;150807;LIMBUR LUBUK MENGKUANG;2023;3.069;1.133;36,92
;15;JAMBI;1508;BUNGO;150808;MUKO-MUKO BATHIN VII;2023;2.814;1.347;47,87
;15;JAMBI;1508;BUNGO;150803;PASAR MUARO BUNGO;2023;2.976;725;24,36
;15;JAMBI;1508;BUNGO;150806;PELEPAT;2023;6.252;2.233;35,72
;15;JAMBI;1508;BUNGO;150809;PELEPAT ILIR;2023;9.939;2.186;21,99
;15;JAMBI;1508;BUNGO;150802;RANTAU PANDAN;2023;2.082;749;35,98
;15;JAMBI;1508;BUNGO;150813;RIMBO TENGAH;2023;5.153;893;17,33
;15;JAMBI;1508;BUNGO;150805;TANAH SEPENGGAL;2023;4.639;2.157;46,50
;15;JAMBI;1508;BUNGO;150817;TANAH SEPENGGAL LINTAS;2023;4.347;1.694;38,97
;15;JAMBI;1508;BUNGO;150801;TANAH TUMBUH;2023;2.837;968;34,12
;15;JAMBI;1509;TEBO;150912;MUARA TABIR;2023;3.917;1.389;35,46
;15;JAMBI;1509;TEBO;150904;RIMBO BUJANG;2023;11.662;1.993;17,09
;15;JAMBI;1509;TEBO;150908;RIMBO ILIR;2023;4.377;838;19,15
;15;JAMBI;1509;TEBO;150907;RIMBO ULU;2023;7.290;1.233;16,91
;15;JAMBI;1509;TEBO;150910;SERAI SERUMPUN;2023;2.375;552;23,24
;15;JAMBI;1509;TEBO;150905;SUMAY;2023;4.356;1.483;34,04
;15;JAMBI;1509;TEBO;150902;TEBO ILIR;2023;5.562;721;12,96
;15;JAMBI;1509;TEBO;150901;TEBO TENGAH;2023;6.538;1.282;19,61
;15;JAMBI;1509;TEBO;150903;TEBO ULU;2023;6.902;1.905;27,60
;15;JAMBI;1509;TEBO;150909;TENGAH ILIR;2023;4.522;832;18,40
;15;JAMBI;1509;TEBO;150906;VII KOTO;2023;3.770;898;23,82
;15;JAMBI;1509;TEBO;150911;VII KOTO ILIR;2023;3.332;1.027;30,82
;15;JAMBI;1571;KOTA JAMBI;157109;ALAM BARAJO;2023;16.545;2.422;14,64
;15;JAMBI;1571;KOTA JAMBI;157110;DANAU SIPIN;2023;5.182;647;12,49
;15;JAMBI;1571;KOTA JAMBI;157106;DANAU TELUK;2023;1.836;195;10,62
;15;JAMBI;1571;KOTA JAMBI;157102;JAMBI SELATAN;2023;7.567;1.502;19,85
;15;JAMBI;1571;KOTA JAMBI;157103;JAMBI TIMUR;2023;8.465;1.979;23,38
;15;JAMBI;1571;KOTA JAMBI;157108;JELUTUNG;2023;6.755;916;13,56
;15;JAMBI;1571;KOTA JAMBI;157107;KOTA BARU;2023;11.806;1.936;16,40
;15;JAMBI;1571;KOTA JAMBI;157111;PAAL MERAH;2023;15.217;2.107;13,85
;15;JAMBI;1571;KOTA JAMBI;157104;PASAR JAMBI;2023;1.090;302;27,71
;15;JAMBI;1571;KOTA JAMBI;157105;PELAYANGAN;2023;1.855;394;21,24
;15;JAMBI;1571;KOTA JAMBI;157101;TELANAIPURA;2023;7.293;1.208;16,56
;15;JAMBI;1572;KOTA SUNGAI PENUH;157203;HAMPARAN RAWANG;2023;2.753;549;19,94
;15;JAMBI;1572;KOTA SUNGAI PENUH;157207;KOTO BARU;2023;1.714;254;14,82
;15;JAMBI;1572;KOTA SUNGAI PENUH;157205;KUMUN DEBAI;2023;1.534;280;18,25
;15;JAMBI;1572;KOTA SUNGAI PENUH;157202;PESISIR BUKIT;2023;2.203;414;18,79
;15;JAMBI;1572;KOTA SUNGAI PENUH;157206;PONDOK TINGGI;2023;2.864;841;29,36
;15;JAMBI;1572;KOTA SUNGAI PENUH;157208;SUNGAI BUNGKAL;2023;1.680;368;21,90
;15;JAMBI;1572;KOTA SUNGAI PENUH;157201;SUNGAI PENUH;2023;1.298;284;21,88
;15;JAMBI;1572;KOTA SUNGAI PENUH;157204;TANAH KAMPUNG;2023;1.807;261;14,44
;15;JAMBI;1501;KERINCI;150105;AIR HANGAT;2024;1.941;65;3,35
;15;JAMBI;1501;KERINCI;150121;AIR HANGAT BARAT;2024;1.906;164;8,60
;15;JAMBI;1501;KERINCI;150111;AIR HANGAT TIMUR;2024;3.782;841;22,24
;15;JAMBI;1501;KERINCI;150107;BATANG MERANGIN;2024;2.362;284;12,02
;15;JAMBI;1501;KERINCI;150120;BUKITKERMAN;2024;2.498;512;20,50
;15;JAMBI;1501;KERINCI;150102;DANAU KERINCI;2024;2.633;212;8,05
;15;JAMBI;1501;KERINCI;150123;DANAU KERINCI BARAT;2024;1.810;405;22,38
;15;JAMBI;1501;KERINCI;150117;DEPATI TUJUH;2024;2.977;264;8,87
;15;JAMBI;1501;KERINCI;150106;GUNUNG KERINCI;2024;2.758;551;19,98
;15;JAMBI;1501;KERINCI;150101;GUNUNG RAYA;2024;1.473;176;11,95
;15;JAMBI;1501;KERINCI;150115;GUNUNG TUJUH;2024;3.308;270;8,16
;15;JAMBI;1501;KERINCI;150109;KAYU ARO;2024;4.949;1.011;20,43
;15;JAMBI;1501;KERINCI;150119;KAYU ARO BARAT;2024;4.423;482;10,90
;15;JAMBI;1501;KERINCI;150108;KELILING DANAU;2024;2.071;113;5,46
;15;JAMBI;1501;KERINCI;150104;SITINJAU LAUT;2024;1.767;404;22,86
;15;JAMBI;1501;KERINCI;150116;SIULAK;2024;4.487;850;18,94
;15;JAMBI;1501;KERINCI;150118;SIULAK MUKAI;2024;2.337;409;17,50
;15;JAMBI;1501;KERINCI;150122;TANAH COGOK;2024;1.749;254;14,52
;15;JAMBI;1502;MERANGIN;150202;BANGKO;2024;8.835;786;8,90
;15;JAMBI;1502;MERANGIN;150210;BANGKO BARAT;2024;2.193;668;30,46
;15;JAMBI;1502;MERANGIN;150212;BATANG MASUMAI;2024;2.662;432;16,23
;15;JAMBI;1502;MERANGIN;150201;JANGKAT;2024;2.708;302;11,15
;15;JAMBI;1502;MERANGIN;150218;JANGKAT TIMUR;2024;2.436;633;25,99
;15;JAMBI;1502;MERANGIN;150209;LEMBAH MASURAI;2024;2.933;465;15,85
;15;JAMBI;1502;MERANGIN;150221;MARGO TABIR;2024;3.259;537;16,48
;15;JAMBI;1502;MERANGIN;150203;MUARA SIAU;2024;2.384;300;12,58
;15;JAMBI;1502;MERANGIN;150211;NALO TANTAN;2024;4.045;436;10,78
;15;JAMBI;1502;MERANGIN;150206;PAMENANG;2024;6.424;991;15,43
;15;JAMBI;1502;MERANGIN;150213;PAMENANG BARAT;2024;3.763;459;12,20
;15;JAMBI;1502;MERANGIN;150220;PAMENANG SELATAN;2024;2.037;394;19,34
;15;JAMBI;1502;MERANGIN;150217;PANGKALAN JAMBU;2024;1.653;125;7,56
;15;JAMBI;1502;MERANGIN;150219;RENAH PAMENANG;2024;3.115;183;5,87
;15;JAMBI;1502;MERANGIN;150216;RENAH PEMBARAP;2024;2.681;504;18,80
;15;JAMBI;1502;MERANGIN;150204;SUNGAI MANAU;2024;2.283;567;24,84
;15;JAMBI;1502;MERANGIN;150205;TABIR;2024;6.110;2.054;33,62
;15;JAMBI;1502;MERANGIN;150223;TABIR BARAT;2024;1.944;582;29,94
;15;JAMBI;1502;MERANGIN;150214;TABIR ILIR;2024;2.282;440;19,28
;15;JAMBI;1502;MERANGIN;150222;TABIR LINTAS;2024;1.771;276;15,58
;15;JAMBI;1502;MERANGIN;150208;TABIR SELATAN;2024;5.878;681;11,59
;15;JAMBI;1502;MERANGIN;150215;TABIR TIMUR;2024;1.770;526;29,72
;15;JAMBI;1502;MERANGIN;150207;TABIR ULU;2024;1.901;697;36,66
;15;JAMBI;1502;MERANGIN;150224;TIANG PUMPUNG;2024;1.003;114;11,37
;15;JAMBI;1503;SAROLANGUN;150307;AIR HITAM;2024;5.028;1.275;25,36
;15;JAMBI;1503;SAROLANGUN;150301;BATANG ASAI;2024;3.530;2.412;68,33
;15;JAMBI;1503;SAROLANGUN;150308;BATHIN VIII;2024;4.220;524;12,42
;15;JAMBI;1503;SAROLANGUN;150310;CERMIN NAN GEDANG;2024;2.606;395;15,16
;15;JAMBI;1503;SAROLANGUN;150302;LIMUN;2024;3.259;874;26,82
;15;JAMBI;1503;SAROLANGUN;150306;MANDIANGIN;2024;5.234;1.066;20,37
;15;JAMBI;1503;SAROLANGUN;150311;MANDIANGIN TIMUR;2024;2.602;245;9,42
;15;JAMBI;1503;SAROLANGUN;150304;PAUH;2024;4.822;1.135;23,54
;15;JAMBI;1503;SAROLANGUN;150305;PELAWAN;2024;6.010;1.050;17,47
;15;JAMBI;1503;SAROLANGUN;150303;SAROLANGUN;2024;10.989;1.745;15,88
;15;JAMBI;1503;SAROLANGUN;150309;SINGKUT;2024;8.756;894;10,21
;15;JAMBI;1504;BATANGHARI;150407;BAJUBANG;2024;6.828;1.677;24,56
;15;JAMBI;1504;BATANGHARI;150404;BATIN XXIV;2024;5.336;1.322;24,78
;15;JAMBI;1504;BATANGHARI;150408;MARO SEBO ILIR;2024;2.984;456;15,28
;15;JAMBI;1504;BATANGHARI;150406;MARO SEBO ULU;2024;7.159;2.011;28,09
;15;JAMBI;1504;BATANGHARI;150401;MERSAM;2024;5.635;564;10,01
;15;JAMBI;1504;BATANGHARI;150403;MUARA BULIAN;2024;11.229;2.619;23,32
;15;JAMBI;1504;BATANGHARI;150402;MUARA TEMBESI;2024;6.173;1.221;19,78
;15;JAMBI;1504;BATANGHARI;150405;PEMAYUNG;2024;6.482;1.282;19,78
;15;JAMBI;1505;MUARO JAMBI;150510;BAHAR SELATAN;2024;3.302;402;12,17
;15;JAMBI;1505;MUARO JAMBI;150509;BAHAR UTARA;2024;2.536;310;12,22
;15;JAMBI;1505;MUARO JAMBI;150501;JAMBI LUAR KOTA;2024;12.258;2.450;19,99
;15;JAMBI;1505;MUARO JAMBI;150503;KUMPEH;2024;5.860;1.945;33,19
;15;JAMBI;1505;MUARO JAMBI;150506;KUMPEH ULU;2024;11.487;2.520;21,94
;15;JAMBI;1505;MUARO JAMBI;150504;MARO SEBO;2024;4.245;983;23,16
;15;JAMBI;1505;MUARO JAMBI;150505;MESTONG;2024;7.935;1.180;14,87
;15;JAMBI;1505;MUARO JAMBI;150502;SEKERNAN;2024;8.200;1.538;18,76
;15;JAMBI;1505;MUARO JAMBI;150507;SUNGAI BAHAR;2024;5.166;606;11,73
;15;JAMBI;1505;MUARO JAMBI;150508;SUNGAI GELAM;2024;14.300;2.219;15,52
;15;JAMBI;1505;MUARO JAMBI;150511;TAMAN RAJO;2024;2.629;553;21,03
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150607;BATANG ASAM;2024;6.377;1.199;18,80
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150604;BETARA;2024;5.162;2.419;46,86
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150611;BRAM ITAM;2024;3.452;2.687;77,84
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150612;KUALA BETARA;2024;2.500;2.375;95,00
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150605;MERLUNG;2024;2.995;324;10,82
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150609;MUARA PAPALIK;2024;2.045;89;4,35
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150603;PENGABUAN;2024;4.740;4.324;91,22
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150608;RENAH MENDALUH;2024;2.865;653;22,79
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150610;SEBERANG KOTA;2024;1.595;1.458;91,41
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150613;SENYERANG;2024;5.370;3.901;72,64
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150606;TEBING TINGGI;2024;7.270;997;13,71
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150602;TUNGKAL ILIR;2024;10.389;5.114;49,23
;15;JAMBI;1506;TANJUNG JABUNG BARAT;150601;TUNGKAL ULU;2024;2.498;241;9,65
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150711;BERBAK;2024;1.964;555;28,26
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150706;DENDANG;2024;3.283;1.004;30,58
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150710;GERAGAI;2024;5.277;978;18,53
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150708;KUALA JAMBI;2024;2.501;1.787;71,45
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150703;MENDAHARA;2024;4.441;3.235;72,84
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150709;MENDAHARA ULU;2024;3.455;764;22,11
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150707;MUARA SABAK BARAT;2024;4.290;794;18,51
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150701;MUARA SABAK TIMUR;2024;5.509;2.055;37,30
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150702;NIPAH PANJANG;2024;4.658;2.903;62,32
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150704;RANTAU RASAU;2024;5.332;541;10,15
;15;JAMBI;1507;TANJUNG JABUNG TIMUR;150705;S A D U;2024;3.042;1.118;36,75
;15;JAMBI;1508;BUNGO;150815;BATHIN II PELAYANG;2024;1.746;282;16,15
;15;JAMBI;1508;BUNGO;150811;BATHIN III;2024;4.782;911;19,05
;15;JAMBI;1508;BUNGO;150814;BATHIN III ULU;2024;1.979;740;37,39
;15;JAMBI;1508;BUNGO;150810;BATIN II BABEKO;2024;2.741;486;17,73
;15;JAMBI;1508;BUNGO;150812;BUNGO DANI;2024;4.980;1.024;20,56
;15;JAMBI;1508;BUNGO;150804;JUJUHAN;2024;3.930;456;11,60
;15;JAMBI;1508;BUNGO;150816;JUJUHAN ILIR;2024;1.817;161;8,86
;15;JAMBI;1508;BUNGO;150807;LIMBUR LUBUK MENGKUANG;2024;3.165;834;26,35
;15;JAMBI;1508;BUNGO;150808;MUKO-MUKO BATHIN VII;2024;2.949;835;28,31
;15;JAMBI;1508;BUNGO;150803;PASAR MUARO BUNGO;2024;3.112;584;18,77
;15;JAMBI;1508;BUNGO;150806;PELEPAT;2024;6.418;1.591;24,79
;15;JAMBI;1508;BUNGO;150809;PELEPAT ILIR;2024;9.991;1.383;13,84
;15;JAMBI;1508;BUNGO;150802;RANTAU PANDAN;2024;2.088;610;29,21
;15;JAMBI;1508;BUNGO;150813;RIMBO TENGAH;2024;5.502;566;10,29
;15;JAMBI;1508;BUNGO;150805;TANAH SEPENGGAL;2024;4.645;1.698;36,56
;15;JAMBI;1508;BUNGO;150817;TANAH SEPENGGAL LINTAS;2024;4.489;994;22,14
;15;JAMBI;1508;BUNGO;150801;TANAH TUMBUH;2024;3.151;680;21,58
;15;JAMBI;1509;TEBO;150912;MUARA TABIR;2024;4.157;1.242;29,88
;15;JAMBI;1509;TEBO;150904;RIMBO BUJANG;2024;11.930;1.528;12,81
;15;JAMBI;1509;TEBO;150908;RIMBO ILIR;2024;4.459;738;16,55
;15;JAMBI;1509;TEBO;150907;RIMBO ULU;2024;7.595;859;11,31
;15;JAMBI;1509;TEBO;150910;SERAI SERUMPUN;2024;2.354;338;14,36
;15;JAMBI;1509;TEBO;150905;SUMAY;2024;4.472;957;21,40
;15;JAMBI;1509;TEBO;150902;TEBO ILIR;2024;5.644;223;3,95
;15;JAMBI;1509;TEBO;150901;TEBO TENGAH;2024;8.030;921;11,47
;15;JAMBI;1509;TEBO;150903;TEBO ULU;2024;8.016;1.174;14,65
;15;JAMBI;1509;TEBO;150909;TENGAH ILIR;2024;4.590;501;10,92
;15;JAMBI;1509;TEBO;150906;VII KOTO;2024;3.694;632;17,11
