no;kode_provinsi;kode_kabupaten_kota;kode_kecamatan;ekraf;usaha;jenis_usaha
954;15;1509;150911;KULINER;Sari Jahe Merah;Kuliner
955;15;1509;150911;KULINER;Sari Jahe Merah;Kuliner
956;15;1509;150911;KULINER;Sari Jahe Merah;Kuliner
957;15;1509;150911;KULINER;Sari Jahe Merah;Kuliner
958;15;1509;150911;KULINER;Sari Jahe Merah;Kuliner
959;15;1509;150911;KULINER;Sari Jahe Merah;Kuliner
960;15;1509;150911;KULINER;Kue Pedamaran;Kuliner
961;15;1509;150911;KULINER;Risol;Kuliner
962;15;1509;150911;KULINER;Kue Sayang;Kuliner
963;15;1509;150911;KULINER;Bakso Goreng;Kuliner
964;15;1509;150911;KULINER;Kue Sayang;Kuliner
965;15;1509;150911;KULINER;Sari Jahe Merah;Kuliner
966;15;1509;150904;KULINER;Keripik Ubi;Kuliner
967;15;1509;150904;KULINER;Wajik Nanas;Kuliner
968;15;1509;150904;KULINER;Keripik Pisang;Kuliner
969;15;1509;150904;KULINER;Keripik Ubi;Kuliner
970;15;1509;150904;KULINER;Peyek;Kuliner
971;15;1509;150904;KULINER;Stik Ubi Ungu;Kuliner
972;15;1509;150904;KULINER;Keripik Pare;Kerripik
973;15;1509;150902;KULINER;Bakso Tahu;Kuliner
974;15;1509;150902;KULINER;Sate Kerang;Kuliner
975;15;1509;150902;KULINER;Dodol Ketan Mayang Makmur;Makanan Basah
976;15;1509;150902;KULINER;Keripik Gadung;Keripik Gadung
977;15;1509;150902;KULINER;Keripik Gadung;Keripik Gadung
978;15;1509;150902;KULINER;Keripik Gadung;Keripik Gadung
979;15;1509;150902;KULINER;Keripik Gadung;Keripik Gadung
980;15;1509;150902;KULINER;Keripik Gadung;Keripik Gadung
981;15;1509;150902;KULINER;Keripik Gadung;Keripik Gadung
982;15;1509;150903;KULINER;Keripik Kacang;Kuliner
983;15;1509;150903;KULINER;Peyek Teri;Kuliner
984;15;1509;150903;KULINER;Keripik Ubi;Kuliner
985;15;1509;150903;KULINER;Keripik Ubi;Kuliner
986;15;1509;150903;KULINER;Keripik Tempe;Kuliner
987;15;1509;150903;KULINER;Peyek;Kuliner
988;15;1509;150901;KULINER;Kebab;Kuliner
989;15;1509;150901;KULINER;Keripik Tempe;Kuliner
990;15;1509;150901;KULINER;Goblek;Kuliner
991;15;1509;150901;KULINER;Goblek;Kuliner
992;15;1509;150901;KULINER;Sate Ambal Kebumen Tebo;Makanan Sate
993;15;1509;150901;KULINER;Goblek;Goblek
994;15;1509;150901;KULINER;Goblek;Keripik
995;15;1509;150901;KULINER;Keripik Bayan;Keripik
996;15;1509;150901;KULINER;Krintang;Keripik
997;15;1509;150901;KULINER;-;Keripik
998;15;1509;150901;KULINER;Keripik;Keripik Pisang
999;15;1509;150905;KULINER;Sari Jahe Merah;Kuliner
1000;15;1509;150905;KULINER;Sari Jahe Merah;Kuliner
1001;15;1509;150905;KULINER;Sari Jahe Merah;Kuliner
1002;15;1504;150403;MUSIK;Alenci Music;Musik
1003;15;1504;150403;MUSIK;Dian Music;Musik
1004;15;1504;150403;MUSIK;Praja Music;Musik
1005;15;1504;150403;MUSIK;Langit Music;Musik
1006;15;1504;150403;MUSIK;Bramasta Music;Musik
1007;15;1504;150403;MUSIK;Ananda Music;Musik
1008;15;1504;150403;MUSIK;Reni's Music;Musik
1009;15;1504;150403;MUSIK;Raul Music;Musik
1010;15;1504;150403;MUSIK;El-Badar Music;Musik
1011;15;1504;150403;MUSIK;Risha Music;Musik
1012;15;1504;150403;MUSIK;Faranoza Music;Musik
1013;15;1504;150403;MUSIK;Adiba Music;Musik
1014;15;1504;150403;MUSIK;El-Nisa Music;Musik
1015;15;1501;150106;MUSIK;ULPA MUSIK (Orgen Tunggal);Musik
1016;15;1501;150106;MUSIK;AFRIZAL MUSIK (Orgen Tunggal);Musik
1017;15;1501;150116;MUSIK;LA. LINE MUSIK (Orgen Tunggal);Musik
1018;15;1501;150116;MUSIK;PAJAR MUSIK (Orgen Tunggal);Musik
1019;15;1501;150116;MUSIK;RONI MUSIK (Orgen Tunggal);Musik
1020;15;1501;150118;MUSIK;KEVIN MUSIK (Orgen Tunggal);Musik
1021;15;1501;150118;MUSIK;SERULING BAMBU (Musik Tradisional);Musik
1022;15;1501;150118;MUSIK;ALGA MUSIK;Musik
1023;15;1501;150118;MUSIK;FGK MUSIK (Orgen Tunggal);Musik
1024;15;1501;150118;MUSIK;AP. MUSIK (Orgen Tunggal);Musik
1025;15;1501;150118;MUSIK;GESKA MUSIK (Orgen Tunggal);Musik
1026;15;1501;150118;MUSIK;HARIS MUSIK (Orgen Tunggal);Musik
1027;15;1501;150117;MUSIK;SERULING BAMBU KITO SEHATI;Musik
1028;15;1501;150117;MUSIK;ALFATH MUSIK (Orgen Tunggal);Musik
1029;15;1571;157103;MUSIK;Jasa Penyewaan Alat Musik;Musik
1030;15;1571;157102;MUSIK;Grup Musik Pinang Tanjung Selayang;Musik
1031;15;1571;157102;MUSIK;Grup Musik Gong Sitimang;Musik
1032;15;1571;157102;MUSIK;Organ Tunggal;Musik
1033;15;1571;157102;MUSIK;Organ Tunggal;Musik
1034;15;1571;157102;MUSIK;Organ Tunggal;Musik
1035;15;1571;157107;MUSIK;Jasa Penyewaan Alat Musik;Musik
1036;15;1571;157101;MUSIK;Rental Musik;Musik
1037;15;1572;157201;MUSIK;-;Musik
1038;15;1572;157208;MUSIK;Aco Studio;Musik
1039;15;1572;157208;MUSIK;-;-
1040;15;1572;157208;MUSIK;Dinasty Musik;Musik
1041;15;1506;150602;MUSIK;Duta Group;Musik
1042;15;1506;150602;MUSIK;Selempang Merah;Musik
1043;15;1506;150602;MUSIK;Musisi Gerai Meja (MGM);Musik
1044;15;1506;150602;MUSIK;Kamila;Musik
1045;15;1506;150602;MUSIK;Tnt;Musik
1046;15;1506;150602;MUSIK;Kuntala Chambers;Musik
1047;15;1571;157102;APLIKASI;Jasa Website;Aplikasi
1048;15;1571;157102;APLIKASI;Undangan Online;Aplikasi
1049;15;1571;157101;PENERTIBAN;Percetakan, Sablon, Reklame;Penerbitan
1050;15;1571;157101;PENERTIBAN;Desain Percetakan;Penerbitan
1051;15;1571;157110;PENERTIBAN;Sablon Percetakan;Penerbitan
1052;15;1571;157110;PENERTIBAN;Sablon Percetakan;Penerbitan
1053;15;1571;157110;PENERTIBAN;Sablon Percetakan;Penerbitan
1054;15;1571;157110;PENERTIBAN;Sablon Percetakan;Penerbitan
1055;15;1571;157110;PENERTIBAN;Reklame;Penerbitan
1056;15;1571;157110;PENERTIBAN;Reklame;Penerbitan
1057;15;1571;157110;PENERTIBAN;Reklame;Penerbitan
1058;15;1571;157102;PENERTIBAN;Percetakan, Sablon, Reklame;Penerbitan
1059;15;1571;157102;PENERTIBAN;Cetak Undangan;Penerbitan
1060;15;1571;157102;PENERTIBAN;Percetakan, Sablon, Reklame;Penerbitan
1061;15;1571;157111;PENERTIBAN;Percetakan, Sablon, Reklame;Penerbitan
1062;15;1571;157111;PENERTIBAN;Percetakan, Sablon, Reklame;Penerbitan
1063;15;1571;157106;PENERTIBAN;Cetak Undangan;Penerbitan
1064;15;1501;150105;TV DAN RADIO;RADIO ANDALAS;Stasiun Radio
1065;15;1571;-;TV DAN RADIO;Jek TV;Stasiun Televisi
1066;15;1571;-;TV DAN RADIO;Jambi TV;Stasiun Televisi
1067;15;1571;-;TV DAN RADIO;FM 95,20;Stasiun Radio
1068;15;1571;-;TV DAN RADIO;FM 96,00;Stasiun Radio
1069;15;1571;-;TV DAN RADIO;FM 98,40;Stasiun Radio
1070;15;1571;-;TV DAN RADIO;FM 102,70;Stasiun Radio
1071;15;1571;-;TV DAN RADIO;FM 104,30;Stasiun Radio
1072;15;1571;-;TV DAN RADIO;FM 105, 10;Stasiun Radio
1073;15;1571;-;TV DAN RADIO;FM 105,90;Stasiun Radio
1074;15;1502;150202;TV DAN RADIO;Radio Saga;Stasiun Radio
1075;15;1502;150202;TV DAN RADIO;Radio Sanganam;Stasiun Radio
1076;15;1508;-;TV DAN RADIO;Bungo TV;Stasiun Televisi
1077;15;1508;-;TV DAN RADIO;Media Kreatif Video Dan Audio;-
1078;15;1505;-;TV DAN RADIO;FM 93,8;Stasiun Radio
1079;15;1505;-;TV DAN RADIO;FM 99,70;Stasiun Radio
1080;15;1505;-;TV DAN RADIO;FM 92,50;Stasiun Radio
1081;15;1505;-;TV DAN RADIO;FM 101,4;Stasiun Radio
1082;15;1503;-;TV DAN RADIO;FM 103,5;Stasiun Radio
1083;15;1503;-;TV DAN RADIO;FM 90.7;Stasiun Radio
1084;15;1572;-;TV DAN RADIO;SPTV;Stasiun Televisi
1085;15;1572;157206;TV DAN RADIO;TV Dan Radio;Stasiun Radio
1086;15;1506;-;TV DAN RADIO;Tungkal TV;Stasiun Televisi
1087;15;1506;-;TV DAN RADIO;FM 99,8;Stasiun Radio
1088;15;1506;-;TV DAN RADIO;FM 107,7;FM 107,7
1089;15;1507;-;TV DAN RADIO;FM 108.00;Stasiun Radio
1090;15;1509;-;TV DAN RADIO;FM 102,70;Stasiun Radio
1091;15;1509;-;TV DAN RADIO;FM 95,3;Stasiun Radio
1092;15;1504;150402;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1093;15;1504;150403;SENI PERTUNJUKAN;-;Seni Pertunjukan
1094;15;1504;150407;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1095;15;1504;150403;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1096;15;1504;150403;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1097;15;1504;150403;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1098;15;1504;150403;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1099;15;1504;150405;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1100;15;1572;157201;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1101;15;1572;157201;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1102;15;1572;157201;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1103;15;1572;157208;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1104;15;1572;157208;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1105;15;1572;157206;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1106;15;1572;157202;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1107;15;1507;150708;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1108;15;1507;150707;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1109;15;1507;150709;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1110;15;1507;150708;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1111;15;1507;150703;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1112;15;1507;150704;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1113;15;1507;150701;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1114;15;1507;150707;SENI PERTUNJUKAN;Sanggar/Komunitas/Organisasi Seni;Seni Pertunjukan
1115;15;1571;-;ARSITEKTUR;Jasa Desain Bangunan;Jasa Arsitek
1116;15;1571;157108;ARSITEKTUR;Jasa Desain Bangunan;Jasa Arsitek
1117;15;1571;157111;ARSITEKTUR;Jasa Desain Bangunan;Jasa Arsitek
1118;15;1571;157106;ARSITEKTUR;Jasa Desain Bangunan;Jasa Desain Bangunan
1119;15;1571;157106;ARSITEKTUR;Jasa Desain Bangunan;Jasa Arsitek
1120;15;1508;150803;ARSITEKTUR;Jasa Desain Bangunan;Jasa Arsitek
1121;15;1571;157101;DESAIN INTERIOR;Desain Interior;Desain Interior
1122;15;1571;157101;DESAIN INTERIOR;Desain Interior;Desain Interior
1123;15;1571;157101;DESAIN INTERIOR;Desain Interior;Desain Interior
1124;15;1571;157101;DESAIN INTERIOR;Desain Interior;Desain Interior
1125;15;1571;157102;DESAIN INTERIOR;Interior Kunsen;Desain Interior
1126;15;1571;157102;DESAIN INTERIOR;Desain Interior;Desain Interior
1127;15;1571;157102;DESAIN INTERIOR;Raffi Wallpaper;Desain Interior
1128;15;1571;157111;DESAIN INTERIOR;Interior Bangunan;Desain Interior
1129;15;1571;157111;DESAIN INTERIOR;Interior Bangunan;Desain Interior
1130;15;1571;157109;DESAIN KOMUNIKASI VISUAL;Desain Majalah;Desain Visual
1131;15;1571;157110;DESAIN KOMUNIKASI VISUAL;Desain Baju;Desain Visual
1132;15;1571;157102;DESAIN KOMUNIKASI VISUAL;Desain Baju;Desain Visual
1133;15;1501;150117;FASHION;MM HIJAB;-
1134;15;1501;-;FASHION;H2F (Desain Pakai);-
1135;15;1501;150107;FASHION;ANI FATIMAH FASHION;-
1136;15;1501;157108;FASHION;Jahit Baju;Penjahit
1137;15;1571;157102;FASHION;Jahit Baju;Penjahit
1138;15;1571;157102;FASHION;Jahit Baju;Penjahit
1139;15;1571;157102;FASHION;Jahit Baju;Penjahit
1140;15;1571;157102;FASHION;Jahit Baju;Penjahit
1141;15;1571;157102;FASHION;Jahit Baju;Penjahit
1142;15;1571;157102;FASHION;Jahit Baju;Penjahit
1143;15;1571;157102;FASHION;Jahit Baju;Penjahit
1144;15;1571;157111;FASHION;Jahit Baju;Penjahit
1145;15;1571;157111;FASHION;Jual Baju Online;Penjahit
1146;15;1571;157111;FASHION;Jahit Baju;Penjahit
1147;15;1571;157111;FASHION;Jahit Baju;Penjahit
1148;15;1571;157111;FASHION;Jahit Baju;Penjahit
1149;15;1571;157111;FASHION;Jahit Baju;Penjahit
1150;15;1571;157111;FASHION;Jual Baju Online;Penjahit
1151;15;1571;157108;FASHION;Jahit Baju;Penjahit
1152;15;1571;157108;FASHION;Jahit Baju;Penjahit
1153;15;1571;157108;FASHION;Jahit Baju;Penjahit
1154;15;1571;157108;FASHION;Rumah Jahit;Penjahit
1155;15;1571;157108;FASHION;Jahit, Bordir, Payet;Penjahit
1156;15;1571;157107;FASHION;Jual Baju Online;Penjahit
1157;15;1571;157107;FASHION;Jahit Baju;Penjahit
1158;15;1571;157107;FASHION;Jahit Baju;Penjahit
1159;15;1571;157106;FASHION;Jahit Baju;Penjahit
1160;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1161;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1162;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1163;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1164;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1165;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1166;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1167;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1168;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1169;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1170;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1171;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1172;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1173;15;1571;157106;FASHION;Desain Baju;Penjahit
1174;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1175;15;1571;157106;FASHION;Pembuat Pola Batik Jambi;Batik
1176;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1177;15;1571;157106;FASHION;Desain Baju;Penjahit
1178;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1179;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1180;15;1571;157106;FASHION;Desain Baju;Penjahit
1181;15;1571;157106;FASHION;Desain Baju;Penjahit
1182;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1183;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1184;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1185;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1186;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1187;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1188;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1189;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1190;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1191;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1192;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1193;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik
1194;15;1571;157106;FASHION;Pembuat Batik Jambi;Batik Jambi
1195;15;1571;157105;FASHION;Pembuat Batik Jambi;Batik
1196;15;1571;157105;FASHION;Pembuat Batik Jambi;Batik
1197;15;1571;157105;FASHION;Pembuat Batik Jambi;Batik
1198;15;1571;157105;FASHION;Desain Baju;Penjahit
1199;15;1571;157105;FASHION;Desain Baju;Penjahit
1200;15;1571;157105;FASHION;Pembuat Batik Jambi;Batik
1201;15;1571;157105;FASHION;Desain Baju;Penjahit
1202;15;1571;157105;FASHION;Pembuat Batik Jambi;Batik
1203;15;1571;157105;FASHION;Desain Baju;Penjahit
1204;15;1571;157105;FASHION;Desain Baju;Penjahit
1205;15;1571;157105;FASHION;Desain Baju;Penjahit
1206;15;1571;157105;FASHION;Desain Baju;Penjahit
1207;15;1571;157105;FASHION;Desain Baju;Penjahit
1208;15;1571;157105;FASHION;Pembuat Batik Jambi;Batik
1209;15;1571;157105;FASHION;Pembuat Batik Jambi;Batik
1210;15;1571;157105;FASHION;Desain Baju;Penjahit
1211;15;1571;157105;FASHION;Pembuat Batik Jambi;Batik
1212;15;1571;157105;FASHION;Pembuat Batik Jambi;Batik
1213;15;1571;157105;FASHION;Desain Baju;Penjahit
1214;15;1571;157105;FASHION;Desain Baju;Penjahit
1215;15;1571;157105;FASHION;Pembuat Batik Jambi;Batik
1216;15;1571;157105;FASHION;Desain Baju;Penjahit
1217;15;1571;157105;FASHION;Desain Baju;Batik
1218;15;1571;157105;FASHION;Desain Baju;Batik
1219;15;1571;157105;FASHION;Desain Baju;Batik
1220;15;1571;157105;FASHION;Desain Baju;Batik
1221;15;1571;157105;FASHION;Desain Baju;Batik
1222;15;1571;157105;FASHION;Desain Baju;Batik
1223;15;1571;157105;FASHION;Desain Baju;Batik
1224;15;1571;157105;FASHION;Desain Baju;Batik
1225;15;1571;157105;FASHION;Desain Baju;Batik
1226;15;1571;157105;FASHION;Desain Baju;Penjahit
1227;15;1571;157105;FASHION;Desain Baju;Penjahit
1228;15;1571;157105;FASHION;Desain Baju;Penjahit
1229;15;1571;157105;FASHION;Desain Baju;Penjahit
1230;15;1571;157105;FASHION;Desain Baju;Penjahit
1231;15;1571;157105;FASHION;Desain Baju;Penjahit
1232;15;1571;157105;FASHION;Desain Baju;Penjahit
1233;15;1571;157105;FASHION;Desain Baju;Penjahit
1234;15;1571;157105;FASHION;Desain Baju;Penjahit
1235;15;1571;157105;FASHION;Desain Baju;Penjahit
1236;15;1571;157105;FASHION;Desain Baju;Penjahit
1237;15;1571;157105;FASHION;Desain Baju;Penjahit
1238;15;1571;157105;FASHION;Desain Baju;Penjahit
1239;15;1571;157105;FASHION;Desain Baju;Penjahit
1240;15;1571;157107;FASHION;Fashion ( Kain Songket );Songket
1241;15;1571;157107;FASHION;Aksesoris Jambi;Fesyen
1242;15;1571;157107;FASHION;Batik Jambi Anugrah;Batik
1243;15;1571;157107;FASHION;Penjahit Susi Paal Merah;Penjahit
1244;15;1571;157107;FASHION;Jambi Batik Ardiah;Batik
1245;15;1571;157107;FASHION;Batik Jambi Siti Hajir;Batik
1246;15;1571;157107;FASHION;Rumah Jahit Pio;Penjahit
1247;15;1571;157107;FASHION;Batik Serumpun Berlian;Batik
1248;15;1571;157107;FASHION;Penjahit Rizky Anugrah;Penjahit
1249;15;1571;157107;FASHION;Bahri Batik;Batik
1250;15;1571;157107;FASHION;Penjahit DENAI;Penjahit
1251;15;1571;157104;FASHION;Bordir Payet Baju;Penjahit
1252;15;1571;157104;FASHION;Tata Busana;Designer
1253;15;1571;157103;FASHION;Jahit Baju;Penjahit
1254;15;1571;157103;FASHION;Jahit Baju;Penjahit
1255;15;1571;157102;FASHION;Tata Busana;Designer
1256;15;1571;157102;FASHION;Tata Busana;Designer
1257;15;1571;157102;FASHION;Jahit Baju;Penjahit
1258;15;1571;157102;FASHION;Jahit Baju;Penjahit
1259;15;1571;157102;FASHION;Jahit Baju;Penjahit
1260;15;1571;157102;FASHION;Jahit Baju;Penjahit
1261;15;1571;157102;FASHION;Jahit Baju;Penjahit
1262;15;1571;157102;FASHION;Jahit Baju;Penjahit
1263;15;1571;157102;FASHION;Jahit Baju;Penjahit
1264;15;1571;157102;FASHION;Jahit Baju;Penjahit
1265;15;1571;157102;FASHION;Jahit Baju;Penjahit
1266;15;1571;157102;FASHION;Jahit Baju;Penjahit
1267;15;1571;157102;FASHION;Jahit Baju;Penjahit
1268;15;1571;157102;FASHION;Jahit Baju;Penjahit
1269;15;1571;157102;FASHION;Jahit Baju;Penjahit
1270;15;1571;157102;FASHION;Jahit Baju;Penjahit
1271;15;1571;157102;FASHION;Jahit Baju;Penjahit
1272;15;1502;-;FASHION;-;-
1273;15;1508;-;FASHION;-;-
1274;15;1505;-;FASHION;Penjahit Puji;-
1275;15;1505;-;FASHION;-;-
1276;15;1506;150609;FASHION;Tren Fashion;-
1277;15;1506;150602;FASHION;Tren Fashion;-
1278;15;1507;150706;FASHION;KUB Fitris Batik;-
1279;15;1507;150706;FASHION;KUB Fitriah;-
1280;15;1507;150702;FASHION;KUB Serumpun Nibung;-
1281;15;1507;-;FASHION;KUB Batik Idola;-
1282;15;1507;150703;FASHION;KUB Pangkal Duri;-
1283;15;1507;150701;FASHION;KUB Rasya Batik;-
1284;15;1507;-;FASHION;KUB Teratai Putih;-
1285;15;1507;-;FASHION;Batik Simbur Naik Bersama;-
1286;15;1507;150701;FASHION;KUB Pinang Selaras;-
1287;15;1507;150701;FASHION;KUB Cempaka;-
1288;15;1507;150701;FASHION;KUB Titian;-
1289;15;1507;150701;FASHION;KUB Pinang Masak;-
1290;15;1507;150701;FASHION;KUB Mulia;-
1291;15;1507;150701;FASHION;KUB Teratan;-
1292;15;1507;150701;FASHION;KUB Mawar;-
1293;15;1507;150701;FASHION;KUB Anggrek;-
1294;15;1507;150708;FASHION;KUB Batik Saye;-
1295;15;1507;150711;FASHION;KUB Kompong Bungur;-
1296;15;1507;150711;FASHION;KUB MawarSejahtera;-
1297;15;1507;150705;FASHION;KUB Batik Alena;-
1298;15;1507;150707;FASHION;Nadhifa Batik;-
1299;15;1507;150710;FASHION;Pelangi Batik;-
1300;15;1507;150710;FASHION;Naima Batik;-
1301;15;1507;150710;FASHION;Rumah Jahit Eny;-
1302;15;1507;150710;FASHION;Penjahit;-
1303;15;1509;150901;FASHION;Batik;-
1304;15;1509;150904;FASHION;Batik Kartika;-
1305;15;1509;150903;FASHION;Songket;-
