no;kode_provinsi;kode_kabupaten_kota;kode_kecamatan;ekraf;usaha;jenis_usaha
1;15;1504;150117;FILM ANIMASI VIDEO;DAY VIDIOGRAPHY;Film, Videografer
2;15;1501;150121;FILM ANIMASI VIDEO;LC PRO VIDEOGRAFHER;Film, Videografer
3;15;1571;157102;FILM ANIMASI VIDEO;Wedding Video;Film, Videografer
4;15;1571;157108;FILM ANIMASI VIDEO;Wedding Video;Film, Videografer
5;15;1571;157106;FILM ANIMASI VIDEO;Wedding Video;Film, Videografer
6;15;1571;157101;FILM ANIMASI VIDEO;Kelas Acting Dan Pembuatan Vidio;Film, Videografer
7;15;1505;150511;FILM ANIMASI VIDEO;Jasa Video;Film, Videografer
8;15;1572;157206;FILM ANIMASI VIDEO;Videografi Anoq Kincai;Film, Videografer
9;15;1506;150602;FILM ANIMASI VIDEO;Emc Project;Film, Videografer
10;15;1504;150403;FOTOGRAFI PERIKLANAN;Kamaru Pro;-
11;15;1504;150403;FOTOGRAFI PERIKLANAN;Monores;-
12;15;1504;150403;FOTOGRAFI PERIKLANAN;Abadi Foto;-
13;15;1504;150403;FOTOGRAFI PERIKLANAN;Yora Ade Putra;-
14;15;1501;150115;FOTOGRAFI PERIKLANAN;HARIANTONI;-
15;15;1501;150109;FOTOGRAFI PERIKLANAN;IJONKZ CHE STUDIO;-
16;15;1501;150121;FOTOGRAFI PERIKLANAN;CAN STUDIO;-
17;15;1501;150105;FOTOGRAFI PERIKLANAN;FOKUS FHOTOGRAFHY;-
18;15;1501;-;FOTOGRAFI PERIKLANAN;BINTANG STUDIO;-
19;15;1501;-;FOTOGRAFI PERIKLANAN;NAILA STUDIO;-
20;15;1501;150105;FOTOGRAFI PERIKLANAN;YOGEM PHOTOGRAPHY;-
21;15;1501;-;FOTOGRAFI PERIKLANAN;LC. STUDIO;-
22;15;1501;150105;FOTOGRAFI PERIKLANAN;SIKUMBANG STUDIO;-
23;15;1501;150117;FOTOGRAFI PERIKLANAN;ZERO PHOTOGRAFHY;-
24;15;1501;-;FOTOGRAFI PERIKLANAN;NANDAR STODIO;-
25;15;1571;157101;FOTOGRAFI PERIKLANAN;Desain Dan Fotografi;Fotografi
26;15;1571;157101;FOTOGRAFI PERIKLANAN;Fotografi, Video Production;Fotografi
27;15;1571;157110;FOTOGRAFI PERIKLANAN;Praktisi Fotografi;Fotografi
28;15;1571;157110;FOTOGRAFI PERIKLANAN;Praktisi Fotografi;Fotografi
29;15;1571;157108;FOTOGRAFI PERIKLANAN;Studio Foto;Fotografi
30;15;1571;157108;FOTOGRAFI PERIKLANAN;Praktisi Fotografi;Fotografi
31;15;1571;157108;FOTOGRAFI PERIKLANAN;Foto Wedding;Fotografi
32;15;1571;157105;FOTOGRAFI PERIKLANAN;Praktisi Fotografi;Fotografi
33;15;1571;157105;FOTOGRAFI PERIKLANAN;Praktisi Fotografi;Fotografi
34;15;1571;157105;FOTOGRAFI PERIKLANAN;Studio Foto;Fotografi
35;15;1502;150202;FOTOGRAFI PERIKLANAN;Pemula Cinema;Fotografi
36;15;1502;150202;FOTOGRAFI PERIKLANAN;JEP Studio;Fotografi
37;15;1502;150202;FOTOGRAFI PERIKLANAN;Yeni Photo;Fotografi
38;15;1502;150202;FOTOGRAFI PERIKLANAN;Anza Studio;Fotografi
39;15;1502;150202;FOTOGRAFI PERIKLANAN;Yelvi Photo;Fotografi
40;15;1502;150202;FOTOGRAFI PERIKLANAN;Kotak Studio;Fotografi
41;15;1502;150202;FOTOGRAFI PERIKLANAN;Anes Photo;Fotografi
42;15;1502;150202;FOTOGRAFI PERIKLANAN;Kampar Photo;Fotografi
43;15;1502;150202;FOTOGRAFI PERIKLANAN;GT Photo;Fotografi
44;15;1502;150202;FOTOGRAFI PERIKLANAN;-;-
45;15;1502;150213;FOTOGRAFI PERIKLANAN;-;-
46;15;1502;150213;FOTOGRAFI PERIKLANAN;Romi Photo;Fotografi
47;15;1502;150204;FOTOGRAFI PERIKLANAN;Freelance;Fotografi
48;15;1502;150206;FOTOGRAFI PERIKLANAN;Teddy Photo Studio;Fotografi
49;15;1502;150212;FOTOGRAFI PERIKLANAN;Klik Image Studio;Fotografi
50;15;1502;150205;FOTOGRAFI PERIKLANAN;-;-
51;15;1502;150202;FOTOGRAFI PERIKLANAN;Pemula Cinema;-
52;15;1502;150202;FOTOGRAFI PERIKLANAN;Freelance;-
53;15;1502;150202;FOTOGRAFI PERIKLANAN;Pemula Cinema;Fotografi
54;15;1502;150202;FOTOGRAFI PERIKLANAN;Freelance;Fotografi
55;15;1502;150202;FOTOGRAFI PERIKLANAN;Freelance;Fotografi
56;15;1502;150202;FOTOGRAFI PERIKLANAN;Java Pacestudio;Fotografi
57;15;1505;-;FOTOGRAFI PERIKLANAN;Summer Shine;Fotografi
58;15;1505;-;FOTOGRAFI PERIKLANAN;Serumpun Mamoto;-
59;15;1505;-;FOTOGRAFI PERIKLANAN;Jasa Fotografi;-
60;15;1572;-;FOTOGRAFI PERIKLANAN;-;-
61;15;1572;157201;FOTOGRAFI PERIKLANAN;-;-
62;15;1572;157208;FOTOGRAFI PERIKLANAN;-;-
63;15;1572;-;FOTOGRAFI PERIKLANAN;-;-
64;15;1572;-;FOTOGRAFI PERIKLANAN;-;-
65;15;1572;-;FOTOGRAFI PERIKLANAN;-;-
66;15;1572;157206;FOTOGRAFI PERIKLANAN;Empe Fotografi;-
67;15;1572;-;FOTOGRAFI PERIKLANAN;-;-
68;15;1506;150602;FOTOGRAFI PERIKLANAN;Momentbyfap;-
69;15;1506;150602;FOTOGRAFI PERIKLANAN;Pelukis Cahaya Tungkal;-
70;15;1506;150602;FOTOGRAFI PERIKLANAN;Ladas;-
71;15;1506;150602;FOTOGRAFI PERIKLANAN;Seruni Jiwa;-
72;15;1506;150606;FOTOGRAFI PERIKLANAN;Andrean;-
73;15;1504;-;KRIYA;-;-
74;15;1504;150405;KRIYA;Anyaman Resam;-
75;15;1504;150405;KRIYA;Anyaman Resam;-
76;15;1504;150405;KRIYA;Tas Batok Kelapa;-
77;15;1504;150405;KRIYA;Dompet Batok;-
78;15;1504;150402;KRIYA;Tas & Tasbih Batok Kelapa;-
79;15;1504;150402;KRIYA;Gelang Batok;-
80;15;1504;150406;KRIYA;Tikar Pandan;-
81;15;1504;150406;KRIYA;Jaring/Pukat;-
82;15;1504;150406;KRIYA;Jaring/Pukat;-
83;15;1504;150406;KRIYA;Keranjang Parcel;-
84;15;1504;150405;KRIYA;Kaligrafi;-
85;15;1501;-;KRIYA;-;-
86;15;1501;150109;KRIYA;IKM MELATI (Cendera Mata Darul Ulang Sampah);-
87;15;1501;150106;KRIYA;Bilik Lamo (Kerajinan Cendera Mato);-
88;15;1501;150116;KRIYA;Anyaman Bakul;-
89;15;1501;150116;KRIYA;Kerajinan Tangan CHOY (Seni Batok Kelapa);-
90;15;1501;150111;KRIYA;Indonesia Coffe Nature (Parfum Kopi);-
91;15;1501;150111;KRIYA;Bambu Serumpun;-
92;15;1501;150122;KRIYA;Berkah;-
93;15;1501;150123;KRIYA;Serumpun;-
94;15;1501;150123;KRIYA;Magnu Opus Printing;-
95;15;1501;150123;KRIYA;Fitra Jaya;-
96;15;1571;157101;KRIYA;Pembuat Tas;Kerajinan Kulit
97;15;1571;157101;KRIYA;Pembuatan Tempat Telur;Kerajinan Asesoris
98;15;1571;157101;KRIYA;Pembuatan Bucket;Kerajinan Meubel
99;15;1571;157101;KRIYA;Pembuatan Bucket;Kerajinan Meubel
100;15;1571;157101;KRIYA;Pembuatan Bucket;Kerajinan Mubel
101;15;1571;157101;KRIYA;Oleh-Oleh Khas Jambi;Kerajinan Souvenir
102;15;1571;157101;KRIYA;Papan Ucapan;Florist
103;15;1571;157101;KRIYA;Penjahit Payet;Kerajinan Tangan
104;15;1571;157101;KRIYA;Penjahit Bordir;Kerajinan Tangan
105;15;1571;157101;KRIYA;Kerajian Dari Botol Aqua Bekas;Kerajian Daur Ulang
106;15;1571;157101;KRIYA;Kerajinan Manik-Manik;Kerajinan Asesoris
107;15;1571;157101;KRIYA;Kerajinan Berbahan Koran;Kerajinan Daur Ulang
108;15;1571;157101;KRIYA;Kerajinan Manik-Manik;Kerajinan Asesoris
109;15;1571;157101;KRIYA;Kerajinan Manik-Manik;Kerajinan Asesoris
110;15;1571;157101;KRIYA;Kerajinan Bahan Bekas;Kerajinan Daur Ulang
111;15;1571;157101;KRIYA;Kerajinan Bahan Bekas;Keranjinan Daur Ulang
112;15;1571;157101;KRIYA;Kerajinan Kayu;Meuble
113;15;1571;157110;KRIYA;Pengrajin Vas Bunga;Pengraji Gerabah
114;15;1571;157110;KRIYA;Box Hantaran;Pengrajin Asesoris
115;15;1571;157110;KRIYA;Jualan Vas Bunga;Pengrajin Gerabah
116;15;1571;157110;KRIYA;Pengrajin Perhiasan;Pengrajin Logam
117;15;1571;157110;KRIYA;Pemotif Batik Jambi;Batik
118;15;1571;157110;KRIYA;Pemotif Batik Jambi;Batik
119;15;1571;157110;KRIYA;Batik Jambi;Batik
120;15;1571;157110;KRIYA;Batu Akik;Kerajinan Asesoris
121;15;1571;157110;KRIYA;Batu Akik;Kerajinan Asesoris
122;15;1571;157110;KRIYA;Batu Akik;Kerajinan Asesoris
123;15;1571;157110;KRIYA;Batu Akik;Kerajinan Asesoris
124;15;1571;157110;KRIYA;Batu Akik;Kerajinan Asesoris
125;15;1571;157110;KRIYA;Batu Akik;Kerajinan Asesoris
126;15;1571;157110;KRIYA;Batu Akik;Kerajinan Asesoris
127;15;1571;157110;KRIYA;Batu Akik;Kerajinan Asesoris
128;15;1571;157110;KRIYA;Batu Akik;Kerajinan Asesoris
129;15;1571;157110;KRIYA;Batu Akik;Kerajinan Asesoris
130;15;1571;157104;KRIYA;PembuatanSarung Bantal;Pengrajin Sarung Bantal
131;15;1571;157104;KRIYA;Pembuatan Alat Masak;Pengrajin Logam
132;15;1571;157104;KRIYA;Pengrajin Bahan Limbah;Olahan Limbah
133;15;1571;157103;KRIYA;Kerajinan Bahan Piring Lidi;Kerajinan Kayu
134;15;1571;157103;KRIYA;Kerajinan Rotan;Kerajinan Rotan
135;15;1571;157103;KRIYA;Pengrajin Rotan Alam;Kerajinan Rotan
136;15;1571;157103;KRIYA;Pengrajin Bambu;Pengrajin Bambu
137;15;1571;157103;KRIYA;Pengrajin Rotan;Kerajinan Rotan
138;15;1571;157103;KRIYA;Pengrajin Asesoris;Souvenir
139;15;1571;157103;KRIYA;Pengrajin Pot;Pembuatan Pot
140;15;1571;157103;KRIYA;Pengrajin Asesoris;Souvenir
141;15;1571;157103;KRIYA;Pengrajin Asesoris;Kerajinan Manik-Manik
142;15;1571;157103;KRIYA;Pengrajin Asesoris;Kerajinan Manik-Manik
143;15;1571;157103;KRIYA;Pengrajin Asesoris;Kerajinan Manik-Manik
144;15;1571;157103;KRIYA;-;Kerajinan Manik-Manik
145;15;1571;157103;KRIYA;Pengrajin Asesoris;Kerajinan Manik-Manik
146;15;1571;157102;KRIYA;Pengrajin Asesoris;Kerajinan Manik-Manik
147;15;1571;157102;KRIYA;Pengrajin Asesoris;Kerajinan Tali Kur
148;15;1571;157102;KRIYA;Pengrajin Asesoris;Perlengkapan Hantaran Nikah
149;15;1571;157102;KRIYA;Pengrajin Asesoris;Perlengkapan Hantaran Nikah
150;15;1571;157102;KRIYA;Pengrajin Asesoris;Perlengkapan Hantaran Nikah
151;15;1571;157102;KRIYA;Pengrajin Kertas Koran Bekas;Olahan Koran Bekas
152;15;1571;157102;KRIYA;Pengrajin Asesoris;Kerajinan Perak
153;15;1571;157102;KRIYA;Pengrajin Meubel;Kerajinjan Perabot
154;15;1571;157102;KRIYA;Pengrajin Asesoris;-
155;15;1571;157102;KRIYA;Pengrajin Asesoris;Perlengkapan Hantaran Nikah
156;15;1571;157102;KRIYA;Pengrajin Asesoris;Souvenir
157;15;1571;157102;KRIYA;Pengrajin Asesoris;Kerajinan Tas Dan Manik-Manik
158;15;1571;157102;KRIYA;Pengrajin Asesoris;Souvenir
159;15;1571;157102;KRIYA;Pengrajin Asesoris;Kerajinan Tali Kur
160;15;1571;157102;KRIYA;Kerajinan Kayu;Kerajinan Perabot
161;15;1571;157102;KRIYA;Pengrajin Asesoris;Kerajinan Souvenir
162;15;1571;157111;KRIYA;Cendramata Barang Bekas;Kerajinan Daur Ulang
163;15;1571;157111;KRIYA;Kerajinan Tas, Dompet, Masker;Kerajinan Akseseoris
164;15;1571;157111;KRIYA;Tas, Manik-Manik;Kerajinan Akseseoris
165;15;1571;157111;KRIYA;Rumah Kriya;Kerajinan
166;15;1571;157111;KRIYA;Kube Perjuangan Sejahtera;Kerajinan
167;15;1571;157111;KRIYA;Dompet, Ikat Pinggang;Kerajinan Kulit
168;15;1571;157111;KRIYA;Kerajinan Tas Manik Manik;Kerajinan Aksesoris
169;15;1571;157111;KRIYA;Rak Alumunium;Pengrajin Logam
170;15;1571;157111;KRIYA;Karangan Bunga;Kerajinan
171;15;1571;157111;KRIYA;Kerajinan Manik-Manik;Kerajinan Aksesoris
172;15;1571;157111;KRIYA;Home Industri Springbed;Kerajinan Perabot
173;15;1571;157111;KRIYA;Pembuatan Kursi Meja;Kerajinan Perabot
174;15;1571;157111;KRIYA;Pengrajin Parang;Kerajinan Logam
175;15;1571;157111;KRIYA;Pembuatan Spreaker Audio;Kerajinan Kayu
176;15;1571;157111;KRIYA;Pembuatan Kembang Plastik;Kerajinan Daur Ulang
177;15;1571;157108;KRIYA;Kerajinan Kayu;Kerajinan Perabot
178;15;1571;157108;KRIYA;Kerajinan Kayu;Kerajinan Perabot
179;15;1571;157108;KRIYA;Kerajinan Ukir Pipa;Kerajinan Perabot
180;15;1571;157108;KRIYA;Pembuatan Tong Custom;Kerajinan Perabot
181;15;1571;157108;KRIYA;Pelukis Kaca;Kerajinan Kaca
182;15;1571;157108;KRIYA;Kreasi Hantaran;Kerajinan Asesoris
183;15;1571;157108;KRIYA;Dekorasi Pengantin;Kerajinan Asesoris
184;15;1571;157108;KRIYA;Bubu Flower;Kerajinan Karangan Bunga
185;15;1571;157108;KRIYA;Ketty Floris;Kerajinan Karangan Bunga
186;15;1571;157108;KRIYA;Bubut Kayu Bolong;Kerajinan Kayu
187;15;1571;157108;KRIYA;Kerajinan Tempurung;Kerajinan Asesoris
188;15;1571;157107;KRIYA;Kerajinan Kursi Meja;Kerajinan Perabot
189;15;1571;157109;KRIYA;Kerajinan Tangan;Kerajinan Asesoris
190;15;1571;157109;KRIYA;Hantaran Pengantin;Kerajinan Asesoris
191;15;1571;157109;KRIYA;Kerajinan Tangan;Kerajinan Asesoris
192;15;1571;157109;KRIYA;Pembuatan Tas;Pembuatan Tas
193;15;1571;157109;KRIYA;Pembuatan Tas Dompet;Kerajinan Kulit
194;15;1571;157109;KRIYA;Kerajinan Flanel;Kerajinan Tangan
195;15;1571;157109;KRIYA;Membuat Kerajinan;Kerajinan Tangan
196;15;1571;157109;KRIYA;Dekor Photo Booth;Kerajinan
197;15;1571;157109;KRIYA;Kerajinan Tangan;Kerajinan Anyaman
198;15;1571;157109;KRIYA;Kerajinan Hantaran;Kerajinan Asesoris
199;15;1571;157109;KRIYA;Kerajinan Perhiasan;Kerajian Logam
200;15;1571;157109;KRIYA;Kerajinan Rangkaian Bunga;Kerajinan Karangan Bunga
201;15;1571;157109;KRIYA;Kerajinan Tangan;Kerajinan Logam
202;15;1571;150711;KRIYA;Pembuat Papan Ucapan;Kerajinan Karangan Bunga
203;15;1571;157106;KRIYA;Pembuat Gimsum/Plafon;KerajinanPerabot
204;15;1571;157106;KRIYA;Dekorasi Pengantin;Kerajinan Asesoris
205;15;1571;157106;KRIYA;Pembuat Hantaran;Kerajinan Asesoris
206;15;1571;157106;KRIYA;Pembuat Sekapur Sirih;Kerajinan Logam
207;15;1571;157106;KRIYA;Pembuat Sekapur Sirih;Kerajinan Logam
208;15;1571;157106;KRIYA;Pembuat Kursi Dan Meja;Kerajinan Kayu
209;15;1571;157106;KRIYA;Pembuat Meja Kursi;Kerajinan Kayu
210;15;1571;157106;KRIYA;Pembuat Meja Kursi;Kerajinan Kayu
211;15;1571;157106;KRIYA;Pembuat Meja Kursi;Kerajinan Kayu
212;15;1571;157106;KRIYA;Pembuat Batu Nisan;Kerajinan Batu
213;15;1571;157106;KRIYA;Pembuat Meja Kursi;Kerajinan Perabot
214;15;1571;157106;KRIYA;Kerajinan Sulam Emas;Kerajianan Menyulam
215;15;1571;157106;KRIYA;Hantaran Pengantin;Kerajinan Asesoris
216;15;1571;157106;KRIYA;Pembuat Meja Kursi;Kerajinan Perabot
217;15;1571;157106;KRIYA;Pembuat Perahu Ketek;Kerajinan Kayu
218;15;1571;157106;KRIYA;Dekorasi Pengantin;Kerajinan Dekorasi
219;15;1571;157106;KRIYA;Dekorasi Pengantin;Kerajinan Dekorasi
220;15;1571;157106;KRIYA;Pembuat Meubel;Kerajinan Kayu
221;15;1571;157106;KRIYA;Pembuat Meubel;Kerajinan Kayu
222;15;1571;157106;KRIYA;Pembuat Meubel;Kerajinan Kayu
223;15;1571;157106;KRIYA;Dekorasi Pengantin;Kerajinan Dekorasi
224;15;1571;157106;KRIYA;Pembuatan Aquarium;Kerajinan Kaca
225;15;1571;157106;KRIYA;Kerajinan Meubel;Kerajinan Perabot
226;15;1571;157106;KRIYA;Kerajinan Manik-Manik;Kerajinan Asesoris
227;15;1571;157106;KRIYA;Dekorasi Pengantin;Kerajinan Dekorasi
228;15;1571;157106;KRIYA;Kerajinan Kursi Meja;Kerajinan Kayu
229;15;1571;157106;KRIYA;Kreasi Bunga Bonsai;Kerajinan Bunga
230;15;1571;157106;KRIYA;Hantaran Pengantin;Kerajinan Asesoris
231;15;1571;157106;KRIYA;Pengrajin Asesoris;Kerajinan Tangan
232;15;1571;157106;KRIYA;Pengrajin Bendera Pengantin;Kerajinan Asesoris
233;15;1571;157106;KRIYA;Pengrajin Bendera Pengantin;Kerajinan Asesoris
234;15;1571;157106;KRIYA;Pengrajin Bendera Pengantin;Kerajinan Asesoris
235;15;1571;157106;KRIYA;Pembuatan Meubel;Kerajinan Kayu
236;15;1571;157106;KRIYA;Pengrajin Perak;Kerajinan Asesoris
237;15;1571;157106;KRIYA;Sulam Benang Emas;Kerajinan Asesoris
238;15;1571;157106;KRIYA;Buat Batu Konblok;Kerajinan Batu Konblok
239;15;1571;157106;KRIYA;Kerajinan Manik-Manik;Kerajinan Asesoris
240;15;1571;157106;KRIYA;Sulam Benang Emas;Kerajinan Asesoris
241;15;1571;157106;KRIYA;Sulam Benang Emas;Kerajinan Asesoris
242;15;1571;157106;KRIYA;Hias Pengantin;Hias Pengantin
243;15;1571;157106;KRIYA;Sulam Benang Emas;Kerajinan Asesoris
244;15;1571;157106;KRIYA;Sulam Benang Emas;Kerajinan Asesoris
245;15;1571;157106;KRIYA;Pembuat Perahu Ketek;Kerajinan Kayu
246;15;1571;157106;KRIYA;Dekorasi Pengantin;Kerajinan Dokorasi
247;15;1571;157106;KRIYA;Sulam Benang Emas;Kerajinan Asesoris
248;15;1571;157106;KRIYA;Pembuat Hantaran;Kerajinan Asesoris
249;15;1571;157106;KRIYA;Pembuat Meja Kursi;Kerajinan Kayu
250;15;1571;157106;KRIYA;Pembuat Meja Kursi;Kerajinan Kayu
251;15;1571;157106;KRIYA;Tenun Songket;Kerajinan Tenunan
252;15;1571;157106;KRIYA;Pembuat Meja Kursi;Kerajinan Kayu
253;15;1571;157106;KRIYA;Pembuat Meja Kursi;Kerajinan Kayu
254;15;1571;157105;KRIYA;Pembuat Perahu Ketek;Kerajinan Kayu
255;15;1571;157105;KRIYA;Sulam Benang Emas;Kerajinan Tenunan
256;15;1571;157105;KRIYA;Pengerajin Stempel;Kerajinan Kayu
257;15;1571;157105;KRIYA;Pengrajin Perak;Kerajinan Logam
258;15;1571;157105;KRIYA;Pengerajin Manik-Manik;Kerajinan Asesoris
259;15;1571;157105;KRIYA;Pengrajin Meubel;Kerajinan Kayu
260;15;1571;157105;KRIYA;Pengrajin Kayu;Kerajinan Kayu
261;15;1571;157105;KRIYA;Hantaran Pengantin;Kerjainan Asesoris
262;15;1571;157105;KRIYA;Kerajinan;Kerajinan
263;15;1571;157105;KRIYA;Kerajinan;Kerajinan
264;15;1571;157105;KRIYA;Kerajinan;Kerajinan
265;15;1571;157105;KRIYA;Kerajinan;Kerajinan
266;15;1571;157105;KRIYA;Kerajinan;Kerajinan
267;15;1571;157105;KRIYA;Pengrajin Meubel;Kerajinan Kayu
268;15;1571;157105;KRIYA;Pengerajin Kawat;Kerajinan Kawat
269;15;1571;157105;KRIYA;Pengerajin Kawat;Kerajinan Kawat
270;15;1571;157105;KRIYA;Pengerajin Trali;Kerajianan Logam
271;15;1571;157105;KRIYA;Pengerajinan Kayu;Kerajinan Kayu
272;15;1571;157105;KRIYA;Pengerajinan Lampu Hias;Kerajinan Asesoris
273;15;1571;157105;KRIYA;Anyaman Kawat;Kerajianan Logam
274;15;1571;157105;KRIYA;Anyaman Kawat;Kerajinan Logam
275;15;1571;157105;KRIYA;Kerajinan Sapu;Kerajinan Kayu
276;15;1571;157105;KRIYA;Kerajinan Sapu;Kerajinan Kayu
277;15;1571;157105;KRIYA;Anyaman Kawat;Kerajinan Logam
278;15;1571;157105;KRIYA;Kotak Madu;Kerajinan Asesoris
279;15;1571;157105;KRIYA;Pengerajin Mebel;Kerajinan Kayu
280;15;1571;157105;KRIYA;Pengerajin Mebel;Kerajinan Kayu
281;15;1571;157105;KRIYA;Hantaran Pengantin;Kerajinan Asesoris
282;15;1571;157105;KRIYA;Pengerajin Mebel;Kerajinan Kayu
283;15;1571;157105;KRIYA;Hantaran Pengantin;Kerajinan Asesoris
284;15;1571;157105;KRIYA;Sulam/Payet;Kerajinan Sulam
285;15;1571;157101;KRIYA;Pembuatan Payet;Kerajinan Tangan
286;15;1571;157101;KRIYA;Kerajinan Besi;Kerajinan Logam
287;15;1502;150202;KRIYA;Anyaman Bambu;-
288;15;1502;150202;KRIYA;Anyaman Bambu;-
289;15;1502;150202;KRIYA;Anyaman Bambu;-
290;15;1502;150202;KRIYA;Anyaman Bambu;-
291;15;1502;150202;KRIYA;Anyaman Bambu;-
292;15;1502;150202;KRIYA;Anyaman Bambu;-
293;15;1502;150202;KRIYA;Anyaman Bambu;-
294;15;1502;150202;KRIYA;Anyaman Bambu;-
295;15;1502;150201;KRIYA;Anyaman Bambu;-
296;15;1502;150201;KRIYA;Anyaman Bambu;-
297;15;1502;150201;KRIYA;Anyaman Bambu;-
298;15;1502;150201;KRIYA;Anyaman Bambu;-
299;15;1502;150201;KRIYA;Anyaman Bambu;-
300;15;1502;150201;KRIYA;Anyaman Bambu;-
301;15;1502;150201;KRIYA;Anyaman Bambu;-
302;15;1502;150201;KRIYA;Anyaman Bambu;-
303;15;1502;150201;KRIYA;Anyaman Bambu;-
304;15;1502;150201;KRIYA;Anyaman Bambu;-
305;15;1502;150205;KRIYA;Anyaman Pandan;-
306;15;1502;150205;KRIYA;Anyaman Pandan;-
307;15;1502;150205;KRIYA;Anyaman Pandan;-
308;15;1502;150205;KRIYA;Anyaman Pandan;-
309;15;1502;150205;KRIYA;Anyaman Pandan;-
310;15;1502;150205;KRIYA;Anyaman Pandan;-
311;15;1502;150205;KRIYA;Anyaman Pandan;-
312;15;1502;150205;KRIYA;Anyaman Pandan;-
313;15;1502;150205;KRIYA;Anyaman Pandan;-
314;15;1502;150205;KRIYA;Anyaman Pandan;-
315;15;1502;150205;KRIYA;Anyaman Pandan;-
316;15;1502;150205;KRIYA;Anyaman Pandan;-
317;15;1502;150205;KRIYA;Anyaman Pandan;-
318;15;1502;150205;KRIYA;Anyaman Pandan;-
319;15;1502;150205;KRIYA;Anyaman Pandan;-
320;15;1502;150205;KRIYA;Anyaman Pandan;-
321;15;1502;150205;KRIYA;Anyaman Pandan;-
322;15;1502;150205;KRIYA;Anyaman Pandan;-
323;15;1502;150205;KRIYA;Anyaman Pandan;-
324;15;1502;150210;KRIYA;Anyaman Pandan;-
325;15;1502;150210;KRIYA;Anyaman Pandan;-
326;15;1502;150210;KRIYA;Anyaman Pandan;-
327;15;1502;150210;KRIYA;Anyaman Pandan;-
328;15;1502;150210;KRIYA;Anyaman Pandan;-
329;15;1502;150210;KRIYA;Anyaman Pandan;-
330;15;1502;150210;KRIYA;Anyaman Pandan;-
331;15;1502;150210;KRIYA;Anyaman Pandan;-
332;15;1502;150210;KRIYA;Anyaman Pandan;-
333;15;1502;150210;KRIYA;Anyaman Pandan;-
334;15;1502;150210;KRIYA;Anyaman Pandan;-
335;15;1502;150210;KRIYA;Anyaman Pandan;-
336;15;1502;150210;KRIYA;Anyaman Pandan;-
337;15;1502;150210;KRIYA;Anyaman Pandan;-
338;15;1502;150210;KRIYA;Anyaman Pandan;-
339;15;1502;150210;KRIYA;Anyaman Pandan;-
340;15;1502;150210;KRIYA;Anyaman Pandan;-
341;15;1502;150210;KRIYA;Anyaman Pandan;-
342;15;1502;150210;KRIYA;Anyaman Pandan;-
343;15;1502;150210;KRIYA;Anyaman Pandan;-
344;15;1502;150210;KRIYA;Anyaman Pandan;-
345;15;1502;150210;KRIYA;Anyaman Pandan;-
346;15;1502;150210;KRIYA;Anyaman Pandan;-
347;15;1502;150210;KRIYA;Anyaman Pandan;-
348;15;1502;150210;KRIYA;Anyaman Pandan;-
349;15;1502;150210;KRIYA;Anyaman Pandan;-
350;15;1502;150210;KRIYA;Anyaman Pandan;-
351;15;1502;150210;KRIYA;Anyaman Pandan;-
352;15;1502;150210;KRIYA;Anyaman Pandan;-
353;15;1502;-;KRIYA;-;-
354;15;1502;150202;KRIYA;Anyaman Bambu;-
355;15;1502;150202;KRIYA;Anyaman Bambu;-
356;15;1502;150202;KRIYA;Anyaman Bambu;-
357;15;1508;-;KRIYA;-;-
358;15;1508;150813;KRIYA;Kerajinan;-
359;15;1508;150813;KRIYA;Kerajinan;-
360;15;1508;150803;KRIYA;Kerajinan;-
361;15;1508;150803;KRIYA;Kerajinan;-
362;15;1508;150803;KRIYA;Kerajinan;-
363;15;1508;150811;KRIYA;Kerajinan;-
364;15;1508;150806;KRIYA;Kerajinan;-
365;15;1508;150813;KRIYA;Kerajinan;-
366;15;1508;150813;KRIYA;Kerajinan;-
367;15;1508;150813;KRIYA;Kerajinan;-
368;15;1508;150812;KRIYA;Kerajinan;-
369;15;1508;150812;KRIYA;Kerajinan;-
370;15;1508;150812;KRIYA;Kerajinan;-
371;15;1508;150812;KRIYA;Kerajinan;-
372;15;1508;150812;KRIYA;Kerajinan;-
373;15;1508;150801;KRIYA;Anyaman Rotan;-
374;15;1508;150801;KRIYA;Anyaman Rotan;-
375;15;1505;-;KRIYA;-;-
376;15;1505;-;KRIYA;Pembuatan Souvenir Berbahan Kain Ferca Dan Manik-;-
377;15;1505;-;KRIYA;Merajut;-
378;15;1505;-;KRIYA;Kedatonartshop;-
379;15;1505;-;KRIYA;Smiley Project;-
380;15;1505;-;KRIYA;Rayhan Kerajinaan Suvenier Oleh Oleh Candi Muara Jambi;-
381;15;1505;-;KRIYA;Kerajinan Kayu;-
382;15;1505;150508;KRIYA;Anyaman Bambu;-
383;15;1505;150502;KRIYA;Anyaman Bambu;-
384;15;1505;150502;KRIYA;Anyaman Bambu;-
385;15;1505;150502;KRIYA;Anyaman Bambu;-
386;15;1505;150502;KRIYA;Anyaman Bambu;-
387;15;1505;150502;KRIYA;Anyaman Bambu;-
388;15;1505;150502;KRIYA;Anyaman Bambu;-
389;15;1505;150502;KRIYA;Anyaman Bambu;-
390;15;1505;150502;KRIYA;Anyaman Bambu;-
391;15;1505;150502;KRIYA;Anyaman Rotan;-
392;15;1505;150502;KRIYA;Anyamn Rotan;-
