id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kode_kecamatan,nama_kecamatan,kategori,jenis_kelamin,satuan,semester,jumlah_penduduk,tahun
3139,15,JAMBI,1506,TANJUNG JABUNG BARAT,150609,MUARA PAPALIK,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5491,2024
3140,15,JAMBI,1506,TANJUNG JABUNG BARAT,150610,SEBERANG KOTA,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,4911,2024
3141,15,JAMBI,1506,TANJUNG JABUNG BARAT,150611,BRAM ITAM,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,10153,2024
3142,15,JAMBI,1506,TANJUNG JABUNG BARAT,150612,KUALA BETARA,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,7333,2024
3143,15,JAMBI,1506,TANJUNG JABUNG BARAT,150613,SENYERANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,13213,2024
3144,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150701,MUARA SABAK TIMUR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,17162,2024
3145,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150702,NIPAH PANJANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,13992,2024
3146,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150703,MENDAHARA,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,13833,2024
3147,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150704,RANTAU RASAU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,13414,2024
3148,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150705,S A D U,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,7287,2024
3149,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150706,DENDANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,8923,2024
3150,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150707,MUARA SABAK BARAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,12438,2024
3151,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150708,KUALA JAMBI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,7849,2024
3152,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150709,MENDAHARA ULU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,9404,2024
3153,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150710,GERAGAI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,14305,2024
3154,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150711,BERBAK,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5671,2024
3155,15,JAMBI,1509,TEBO,150901,TEBO TENGAH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,22205,2024
3156,15,JAMBI,1509,TEBO,150902,TEBO ILIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,15602,2024
3157,15,JAMBI,1509,TEBO,150903,TEBO ULU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,17735,2024
3158,15,JAMBI,1509,TEBO,150904,RIMBO BUJANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,34211,2024
3159,15,JAMBI,1509,TEBO,150905,SUMAY,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,13921,2024
3160,15,JAMBI,1509,TEBO,150906,VII KOTO,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,10555,2024
3161,15,JAMBI,1509,TEBO,150907,RIMBO ULU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,20092,2024
3162,15,JAMBI,1509,TEBO,150908,RIMBO ILIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,12115,2024
3163,15,JAMBI,1509,TEBO,150909,TENGAH ILIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,15431,2024
3164,15,JAMBI,1509,TEBO,150910,SERAI SERUMPUN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5842,2024
3165,15,JAMBI,1509,TEBO,150911,VII KOTO ILIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,11092,2024
3166,15,JAMBI,1509,TEBO,150912,MUARA TABIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,9978,2024
3167,15,JAMBI,1504,BATANGHARI,150401,MERSAM,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,16596,2024
3168,15,JAMBI,1504,BATANGHARI,150402,MUARA TEMBESI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,17557,2024
3169,15,JAMBI,1504,BATANGHARI,150403,MUARA BULIAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,34831,2024
3170,15,JAMBI,1504,BATANGHARI,150404,BATIN XXIV,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,15759,2024
3171,15,JAMBI,1504,BATANGHARI,150405,PEMAYUNG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,18648,2024
3172,15,JAMBI,1504,BATANGHARI,150406,MARO SEBO ULU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,18148,2024
3173,15,JAMBI,1504,BATANGHARI,150407,BAJUBANG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,20453,2024
3174,15,JAMBI,1504,BATANGHARI,150408,MARO SEBO ILIR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,7620,2024
3175,15,JAMBI,1508,BUNGO,150801,TANAH TUMBUH,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,7640,2024
3176,15,JAMBI,1508,BUNGO,150802,RANTAU PANDAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5318,2024
3177,15,JAMBI,1508,BUNGO,150803,PASAR MUARO BUNGO,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,10509,2024
3178,15,JAMBI,1508,BUNGO,150804,JUJUHAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,9767,2024
3179,15,JAMBI,1508,BUNGO,150805,TANAH SEPENGGAL,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,12371,2024
3180,15,JAMBI,1508,BUNGO,150806,PELEPAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,17919,2024
3181,15,JAMBI,1508,BUNGO,150807,LIMBUR LUBUK MENGKUANG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,8684,2024
3182,15,JAMBI,1508,BUNGO,150808,MUKO-MUKO BATHIN VII,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,8107,2024
3183,15,JAMBI,1508,BUNGO,150809,PELEPAT ILIR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,25912,2024
3184,15,JAMBI,1508,BUNGO,150810,BATIN II BABEKO,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,7568,2024
3185,15,JAMBI,1508,BUNGO,150811,BATHIN III,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,13668,2024
3186,15,JAMBI,1508,BUNGO,150812,BUNGO DANI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,13724,2024
3187,15,JAMBI,1508,BUNGO,150813,RIMBO TENGAH,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,17204,2024
3188,15,JAMBI,1508,BUNGO,150814,BATHIN III ULU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,4870,2024
3189,15,JAMBI,1508,BUNGO,150815,BATHIN II PELAYANG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,4501,2024
3190,15,JAMBI,1508,BUNGO,150816,JUJUHAN ILIR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5101,2024
3191,15,JAMBI,1508,BUNGO,150817,TANAH SEPENGGAL LINTAS,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,12517,2024
3192,15,JAMBI,1501,KERINCI,150101,GUNUNG RAYA,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,4571,2024
3193,15,JAMBI,1501,KERINCI,150102,DANAU KERINCI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,7138,2024
3194,15,JAMBI,1501,KERINCI,150104,SITINJAU LAUT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5373,2024
3195,15,JAMBI,1501,KERINCI,150105,AIR HANGAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5716,2024
3196,15,JAMBI,1501,KERINCI,150106,GUNUNG KERINCI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,6695,2024
3197,15,JAMBI,1501,KERINCI,150107,BATANG MERANGIN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,6597,2024
3198,15,JAMBI,1501,KERINCI,150108,KELILING DANAU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,6909,2024
3199,15,JAMBI,1501,KERINCI,150109,KAYU ARO,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,10548,2024
3200,15,JAMBI,1501,KERINCI,150111,AIR HANGAT TIMUR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,10548,2024
3201,15,JAMBI,1501,KERINCI,150115,GUNUNG TUJUH,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,8079,2024
3202,15,JAMBI,1501,KERINCI,150116,SIULAK,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,12116,2024
3203,15,JAMBI,1501,KERINCI,150117,DEPATI TUJUH,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,9055,2024
3204,15,JAMBI,1501,KERINCI,150118,SIULAK MUKAI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5917,2024
3205,15,JAMBI,1501,KERINCI,150119,KAYU ARO BARAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,11236,2024
3206,15,JAMBI,1501,KERINCI,150120,BUKITKERMAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,7189,2024
3207,15,JAMBI,1501,KERINCI,150121,AIR HANGAT BARAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5714,2024
3208,15,JAMBI,1501,KERINCI,150122,TANAH COGOK,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,4876,2024
3209,15,JAMBI,1501,KERINCI,150123,DANAU KERINCI BARAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,6478,2024
3210,15,JAMBI,1571,KOTA JAMBI,157101,TELANAIPURA,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,28139,2024
3211,15,JAMBI,1571,KOTA JAMBI,157102,JAMBI SELATAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,29117,2024
3212,15,JAMBI,1571,KOTA JAMBI,157103,JAMBI TIMUR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,32903,2024
3213,15,JAMBI,1571,KOTA JAMBI,157104,PASAR JAMBI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5613,2024
3214,15,JAMBI,1571,KOTA JAMBI,157105,PELAYANGAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,6701,2024
3215,15,JAMBI,1571,KOTA JAMBI,157106,DANAU TELUK,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,6671,2024
3216,15,JAMBI,1571,KOTA JAMBI,157107,KOTA BARU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,45136,2024
3217,15,JAMBI,1571,KOTA JAMBI,157108,JELUTUNG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,30137,2024
3218,15,JAMBI,1571,KOTA JAMBI,157109,ALAM BARAJO,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,57258,2024
3219,15,JAMBI,1571,KOTA JAMBI,157110,DANAU SIPIN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,21323,2024
3220,15,JAMBI,1571,KOTA JAMBI,157111,PAAL MERAH,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,56133,2024
3221,15,JAMBI,1572,KOTA SUNGAI PENUH,157201,SUNGAI PENUH,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5301,2024
3222,15,JAMBI,1572,KOTA SUNGAI PENUH,157202,PESISIR BUKIT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,6489,2024
3223,15,JAMBI,1572,KOTA SUNGAI PENUH,157203,HAMPARAN RAWANG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,7992,2024
3224,15,JAMBI,1572,KOTA SUNGAI PENUH,157204,TANAH KAMPUNG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5493,2024
3225,15,JAMBI,1572,KOTA SUNGAI PENUH,157205,KUMUN DEBAI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5445,2024
3226,15,JAMBI,1572,KOTA SUNGAI PENUH,157206,PONDOK TINGGI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,9341,2024
3227,15,JAMBI,1572,KOTA SUNGAI PENUH,157207,KOTO BARU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,4935,2024
3228,15,JAMBI,1572,KOTA SUNGAI PENUH,157208,SUNGAI BUNGKAL,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5582,2024
3229,15,JAMBI,1502,MERANGIN,150201,JANGKAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5546,2024
3230,15,JAMBI,1502,MERANGIN,150202,BANGKO,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,25301,2024
3231,15,JAMBI,1502,MERANGIN,150203,MUARA SIAU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5412,2024
3232,15,JAMBI,1502,MERANGIN,150204,SUNGAI MANAU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5918,2024
3233,15,JAMBI,1502,MERANGIN,150205,TABIR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,16348,2024
3234,15,JAMBI,1502,MERANGIN,150206,PAMENANG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,17900,2024
3235,15,JAMBI,1502,MERANGIN,150207,TABIR ULU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,4501,2024
3236,15,JAMBI,1502,MERANGIN,150208,TABIR SELATAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,15207,2024
3237,15,JAMBI,1502,MERANGIN,150209,LEMBAH MASURAI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,8495,2024
3238,15,JAMBI,1502,MERANGIN,150210,BANGKO BARAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5768,2024
3239,15,JAMBI,1502,MERANGIN,150211,NALO TANTAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,10118,2024
3240,15,JAMBI,1502,MERANGIN,150212,BATANG MASUMAI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,6118,2024
3241,15,JAMBI,1502,MERANGIN,150213,PAMENANG BARAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,9216,2024
3242,15,JAMBI,1502,MERANGIN,150214,TABIR ILIR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,4950,2024
3243,15,JAMBI,1502,MERANGIN,150215,TABIR TIMUR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,4169,2024
3244,15,JAMBI,1502,MERANGIN,150216,RENAH PEMBARAP,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,6993,2024
3245,15,JAMBI,1502,MERANGIN,150217,PANGKALAN JAMBU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,3665,2024
3246,15,JAMBI,1502,MERANGIN,150218,JANGKAT TIMUR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5340,2024
3247,15,JAMBI,1502,MERANGIN,150219,RENAH PAMENANG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,7360,2024
3248,15,JAMBI,1502,MERANGIN,150220,PAMENANG SELATAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5583,2024
3249,15,JAMBI,1502,MERANGIN,150221,MARGO TABIR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,7250,2024
3250,15,JAMBI,1502,MERANGIN,150222,TABIR LINTAS,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,4290,2024
3251,15,JAMBI,1502,MERANGIN,150223,TABIR BARAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5093,2024
3252,15,JAMBI,1502,MERANGIN,150224,TIANG PUMPUNG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,2516,2024
3253,15,JAMBI,1505,MUARO JAMBI,150501,JAMBI LUAR KOTA,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,36682,2024
3254,15,JAMBI,1505,MUARO JAMBI,150502,SEKERNAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,24810,2024
3255,15,JAMBI,1505,MUARO JAMBI,150503,KUMPEH,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,13128,2024
3256,15,JAMBI,1505,MUARO JAMBI,150504,MARO SEBO,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,11829,2024
3257,15,JAMBI,1505,MUARO JAMBI,150505,MESTONG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,21953,2024
3258,15,JAMBI,1505,MUARO JAMBI,150506,KUMPEH ULU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,32494,2024
3259,15,JAMBI,1505,MUARO JAMBI,150507,SUNGAI BAHAR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,15544,2024
3260,15,JAMBI,1505,MUARO JAMBI,150508,SUNGAI GELAM,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,38746,2024
3261,15,JAMBI,1505,MUARO JAMBI,150509,BAHAR UTARA,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,7201,2024
3262,15,JAMBI,1505,MUARO JAMBI,150510,BAHAR SELATAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,9048,2024
3263,15,JAMBI,1505,MUARO JAMBI,150511,TAMAN RAJO,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,7089,2024
3264,15,JAMBI,1503,SAROLANGUN,150301,BATANG ASAI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,10180,2024
3265,15,JAMBI,1503,SAROLANGUN,150302,LIMUN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,9624,2024
3266,15,JAMBI,1503,SAROLANGUN,150303,SAROLANGUN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,30072,2024
3267,15,JAMBI,1503,SAROLANGUN,150304,PAUH,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,12983,2024
3268,15,JAMBI,1503,SAROLANGUN,150305,PELAWAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,17933,2024
3269,15,JAMBI,1503,SAROLANGUN,150306,MANDIANGIN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,12811,2024
3270,15,JAMBI,1503,SAROLANGUN,150307,AIR HITAM,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,13061,2024
3271,15,JAMBI,1503,SAROLANGUN,150308,BATHIN VIII,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,10682,2024
3272,15,JAMBI,1503,SAROLANGUN,150309,SINGKUT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,20990,2024
3273,15,JAMBI,1503,SAROLANGUN,150310,CERMIN NAN GEDANG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,7149,2024
3274,15,JAMBI,1503,SAROLANGUN,150311,MANDIANGIN TIMUR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,6500,2024
3275,15,JAMBI,1506,TANJUNG JABUNG BARAT,150601,TUNGKAL ULU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,7378,2024
3276,15,JAMBI,1506,TANJUNG JABUNG BARAT,150602,TUNGKAL ILIR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,37048,2024
3277,15,JAMBI,1506,TANJUNG JABUNG BARAT,150603,PENGABUAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,12785,2024
3278,15,JAMBI,1506,TANJUNG JABUNG BARAT,150604,BETARA,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,15466,2024
3279,15,JAMBI,1506,TANJUNG JABUNG BARAT,150605,MERLUNG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,8007,2024
3280,15,JAMBI,1506,TANJUNG JABUNG BARAT,150606,TEBING TINGGI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,17728,2024
3281,15,JAMBI,1506,TANJUNG JABUNG BARAT,150607,BATANG ASAM,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,17302,2024
3282,15,JAMBI,1506,TANJUNG JABUNG BARAT,150608,RENAH MENDALUH,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,7924,2024
3283,15,JAMBI,1506,TANJUNG JABUNG BARAT,150609,MUARA PAPALIK,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5152,2024
3284,15,JAMBI,1506,TANJUNG JABUNG BARAT,150610,SEBERANG KOTA,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,4424,2024
3285,15,JAMBI,1506,TANJUNG JABUNG BARAT,150611,BRAM ITAM,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,9496,2024
3286,15,JAMBI,1506,TANJUNG JABUNG BARAT,150612,KUALA BETARA,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,6825,2024
3287,15,JAMBI,1506,TANJUNG JABUNG BARAT,150613,SENYERANG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,12435,2024
3288,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150701,MUARA SABAK TIMUR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,16823,2024
3289,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150702,NIPAH PANJANG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,13640,2024
3290,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150703,MENDAHARA,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,13128,2024
3291,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150704,RANTAU RASAU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,13128,2024
3292,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150705,S A D U,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,6908,2024
3293,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150706,DENDANG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,8653,2024
3294,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150707,MUARA SABAK BARAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,12066,2024
3295,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150708,KUALA JAMBI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,7324,2024
3296,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150709,MENDAHARA ULU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,8698,2024
3297,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150710,GERAGAI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,13859,2024
3298,15,JAMBI,1507,TANJUNG JABUNG TIMUR,150711,BERBAK,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5291,2024
3299,15,JAMBI,1509,TEBO,150901,TEBO TENGAH,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,21299,2024
3300,15,JAMBI,1509,TEBO,150902,TEBO ILIR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,14945,2024
3301,15,JAMBI,1509,TEBO,150903,TEBO ULU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,17183,2024
3302,15,JAMBI,1509,TEBO,150904,RIMBO BUJANG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,32448,2024
3303,15,JAMBI,1509,TEBO,150905,SUMAY,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,12692,2024
3304,15,JAMBI,1509,TEBO,150906,VII KOTO,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,10032,2024
3305,15,JAMBI,1509,TEBO,150907,RIMBO ULU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,19065,2024
3306,15,JAMBI,1509,TEBO,150908,RIMBO ILIR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,11648,2024
3307,15,JAMBI,1509,TEBO,150909,TENGAH ILIR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,14194,2024
3308,15,JAMBI,1509,TEBO,150910,SERAI SERUMPUN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5378,2024
3309,15,JAMBI,1509,TEBO,150911,VII KOTO ILIR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,10291,2024
3310,15,JAMBI,1509,TEBO,150912,MUARA TABIR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,9297,2024
4607,15,JAMBI,1504,BATANGHARI,150401,MERSAM,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,17464,2023
4608,15,JAMBI,1504,BATANGHARI,150402,MUARA TEMBESI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,18120,2023
4609,15,JAMBI,1504,BATANGHARI,150403,MUARA BULIAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,36435,2023
4610,15,JAMBI,1504,BATANGHARI,150404,BATIN XXIV,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,16590,2023
4611,15,JAMBI,1504,BATANGHARI,150405,PEMAYUNG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,19413,2023
4612,15,JAMBI,1504,BATANGHARI,150406,MARO SEBO ULU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,20042,2023
4613,15,JAMBI,1504,BATANGHARI,150407,BAJUBANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,22316,2023
4614,15,JAMBI,1504,BATANGHARI,150408,MARO SEBO ILIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,8202,2023
4615,15,JAMBI,1508,BUNGO,150801,TANAH TUMBUH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,7694,2023
4616,15,JAMBI,1508,BUNGO,150802,RANTAU PANDAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,5434,2023
4617,15,JAMBI,1508,BUNGO,150803,PASAR MUARO BUNGO,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,10785,2023
4618,15,JAMBI,1508,BUNGO,150804,JUJUHAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,10167,2023
4619,15,JAMBI,1508,BUNGO,150805,TANAH SEPENGGAL,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,12560,2023
4620,15,JAMBI,1508,BUNGO,150806,PELEPAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,18618,2023
4621,15,JAMBI,1508,BUNGO,150807,LIMBUR LUBUK MENGKUANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,8788,2023
4622,15,JAMBI,1508,BUNGO,150808,MUKO-MUKO BATHIN VII,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,8021,2023
4623,15,JAMBI,1508,BUNGO,150809,PELEPAT ILIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,26783,2023
4624,15,JAMBI,1508,BUNGO,150810,BATIN II BABEKO,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,7575,2023
4625,15,JAMBI,1508,BUNGO,150811,BATHIN III,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,2,13888,2023
