id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kode_kecamatan,nama_kecamatan,kategori,jenis_kelamin,satuan,semester,jumlah_penduduk,tahun
2082,15,JAMBI,1502,MERANGIN,150208,TABIR SELATAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,15642,2023
2083,15,JAMBI,1502,MERANGIN,150209,LEMBAH MASURAI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,8672,2023
2084,15,JAMBI,1502,MERANGIN,150210,BANGKO  BARAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5875,2023
2085,15,JAMBI,1502,MERANGIN,150211,NALO TANTAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,10158,2023
2086,15,JAMBI,1502,MERANGIN,150212,BATANG MASUMAI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,6248,2023
2087,15,JAMBI,1502,MERANGIN,150213,PAMENANG BARAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,9308,2023
2088,15,JAMBI,1502,MERANGIN,150214,TABIR ILIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5017,2023
2089,15,JAMBI,1502,MERANGIN,150215,TABIR TIMUR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,4215,2023
2090,15,JAMBI,1502,MERANGIN,150216,RENAH PEMBARAP,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,7206,2023
2091,15,JAMBI,1502,MERANGIN,150217,PANGKALAN JAMBU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,3519,2023
2092,15,JAMBI,1502,MERANGIN,150218,JANGKAT TIMUR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5471,2023
2093,15,JAMBI,1502,MERANGIN,150219,RENAH PAMENANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,7543,2023
2094,15,JAMBI,1502,MERANGIN,150220,PAMENANG SELATAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5654,2023
2095,15,JAMBI,1502,MERANGIN,150221,MARGO TABIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,7259,2023
2096,15,JAMBI,1502,MERANGIN,150222,TABIR LINTAS,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,4406,2023
2097,15,JAMBI,1502,MERANGIN,150223,TABIR BARAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5000,2023
2098,15,JAMBI,1502,MERANGIN,150224,TIANG PUMPUNG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,2513,2023
2099,15,JAMBI,1502,MERANGIN,150201,JANGKAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5288,2023
2100,15,JAMBI,1502,MERANGIN,150202,BANGKO,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,24934,2023
2101,15,JAMBI,1502,MERANGIN,150203,MUARA SIAU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5319,2023
2102,15,JAMBI,1502,MERANGIN,150204,SUNGAI MANAU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5734,2023
2103,15,JAMBI,1502,MERANGIN,150205,TABIR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,15847,2023
2104,15,JAMBI,1502,MERANGIN,150206,PAMENANG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,17615,2023
2105,15,JAMBI,1502,MERANGIN,150207,TABIR ULU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,4446,2023
2106,15,JAMBI,1502,MERANGIN,150208,TABIR SELATAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,14969,2023
2107,15,JAMBI,1502,MERANGIN,150209,LEMBAH MASURAI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,8111,2023
2108,15,JAMBI,1502,MERANGIN,150210,BANGKO  BARAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5643,2023
2109,15,JAMBI,1502,MERANGIN,150211,NALO TANTAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,9822,2023
2110,15,JAMBI,1502,MERANGIN,150212,BATANG MASUMAI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,6016,2023
2111,15,JAMBI,1502,MERANGIN,150213,PAMENANG BARAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,9062,2023
2112,15,JAMBI,1502,MERANGIN,150214,TABIR ILIR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,4911,2023
2113,15,JAMBI,1502,MERANGIN,150215,TABIR TIMUR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,4032,2023
2114,15,JAMBI,1502,MERANGIN,150216,RENAH PEMBARAP,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,6863,2023
2115,15,JAMBI,1502,MERANGIN,150217,PANGKALAN JAMBU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,3594,2023
2116,15,JAMBI,1502,MERANGIN,150218,JANGKAT TIMUR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5173,2023
2117,15,JAMBI,1502,MERANGIN,150219,RENAH PAMENANG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,7295,2023
2118,15,JAMBI,1502,MERANGIN,150220,PAMENANG SELATAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5455,2023
2119,15,JAMBI,1502,MERANGIN,150221,MARGO TABIR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,7067,2023
2120,15,JAMBI,1502,MERANGIN,150222,TABIR LINTAS,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,4219,2023
2121,15,JAMBI,1502,MERANGIN,150223,TABIR BARAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,4974,2023
2122,15,JAMBI,1502,MERANGIN,150224,TIANG PUMPUNG,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,2471,2023
2123,15,JAMBI,1501,KERINCI,150101,GUNUNG RAYA,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,4509,2023
2124,15,JAMBI,1501,KERINCI,150102,DANAU KERINCI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,6938,2023
2125,15,JAMBI,1501,KERINCI,150104,SITINJAU LAUT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5136,2023
2126,15,JAMBI,1501,KERINCI,150105,AIR HANGAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5460,2023
2127,15,JAMBI,1501,KERINCI,150106,GUNUNG KERINCI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,6815,2023
2128,15,JAMBI,1501,KERINCI,150107,BATANG MERANGIN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,6504,2023
2129,15,JAMBI,1501,KERINCI,150108,KELILING DANAU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,6753,2023
2130,15,JAMBI,1501,KERINCI,150109,KAYU ARO,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,10785,2023
2131,15,JAMBI,1501,KERINCI,150111,AIR HANGAT TIMUR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,10319,2023
2132,15,JAMBI,1501,KERINCI,150115,GUNUNG TUJUH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,8146,2023
2133,15,JAMBI,1501,KERINCI,150116,SIULAK,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,11815,2023
2134,15,JAMBI,1501,KERINCI,150117,DEPATI TUJUH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,8485,2023
2135,15,JAMBI,1501,KERINCI,150118,SIULAK MUKAI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,6058,2023
2136,15,JAMBI,1501,KERINCI,150119,KAYU ARO BARAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,11115,2023
2137,15,JAMBI,1501,KERINCI,150120,BUKITKERMAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,7000,2023
2138,15,JAMBI,1501,KERINCI,150121,AIR HANGAT BARAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5436,2023
2139,15,JAMBI,1501,KERINCI,150122,TANAH COGOK,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,4762,2023
2140,15,JAMBI,1501,KERINCI,150123,DANAU KERINCI BARAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,6182,2023
2141,15,JAMBI,1501,KERINCI,150101,GUNUNG RAYA,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,4521,2023
2142,15,JAMBI,1501,KERINCI,150102,DANAU KERINCI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,6970,2023
2143,15,JAMBI,1501,KERINCI,150104,SITINJAU LAUT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5273,2023
2144,15,JAMBI,1501,KERINCI,150105,AIR HANGAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5599,2023
2145,15,JAMBI,1501,KERINCI,150106,GUNUNG KERINCI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,6543,2023
2146,15,JAMBI,1501,KERINCI,150107,BATANG MERANGIN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,6295,2023
2147,15,JAMBI,1501,KERINCI,150108,KELILING DANAU,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,6820,2023
2148,15,JAMBI,1501,KERINCI,150109,KAYU ARO,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,10321,2023
2149,15,JAMBI,1501,KERINCI,150111,AIR HANGAT TIMUR,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,10378,2023
2150,15,JAMBI,1501,KERINCI,150115,GUNUNG TUJUH,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,7849,2023
2151,15,JAMBI,1501,KERINCI,150116,SIULAK,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,11822,2023
2152,15,JAMBI,1501,KERINCI,150117,DEPATI TUJUH,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,8984,2023
2153,15,JAMBI,1501,KERINCI,150118,SIULAK MUKAI,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5821,2023
2154,15,JAMBI,1501,KERINCI,150119,KAYU ARO BARAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,10899,2023
2155,15,JAMBI,1501,KERINCI,150120,BUKITKERMAN,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,6973,2023
2156,15,JAMBI,1501,KERINCI,150121,AIR HANGAT BARAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,5609,2023
2157,15,JAMBI,1501,KERINCI,150122,TANAH COGOK,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,4799,2023
2158,15,JAMBI,1501,KERINCI,150123,DANAU KERINCI BARAT,JUMLAH PENDUDUK,PEREMPUAN,JIWA,1,6445,2023
3023,15,JAMBI,1504,BATANGHARI,150401,MERSAM,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,17389,2024
3024,15,JAMBI,1504,BATANGHARI,150402,MUARA TEMBESI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,18105,2024
3025,15,JAMBI,1504,BATANGHARI,150403,MUARA BULIAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,36309,2024
3026,15,JAMBI,1504,BATANGHARI,150404,BATIN XXIV,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,16332,2024
3027,15,JAMBI,1504,BATANGHARI,150405,PEMAYUNG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,19230,2024
3028,15,JAMBI,1504,BATANGHARI,150406,MARO SEBO ULU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,19482,2024
3029,15,JAMBI,1504,BATANGHARI,150407,BAJUBANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,22009,2024
3030,15,JAMBI,1504,BATANGHARI,150408,MARO SEBO ILIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,8184,2024
3031,15,JAMBI,1508,BUNGO,150801,TANAH TUMBUH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,7705,2024
3032,15,JAMBI,1508,BUNGO,150802,RANTAU PANDAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5512,2024
3033,15,JAMBI,1508,BUNGO,150803,PASAR MUARO BUNGO,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,10749,2024
3034,15,JAMBI,1508,BUNGO,150804,JUJUHAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,10237,2024
3035,15,JAMBI,1508,BUNGO,150805,TANAH SEPENGGAL,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,12655,2024
3036,15,JAMBI,1508,BUNGO,150806,PELEPAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,18844,2024
3037,15,JAMBI,1508,BUNGO,150807,LIMBUR LUBUK MENGKUANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,8998,2024
3038,15,JAMBI,1508,BUNGO,150808,MUKO-MUKO BATHIN VII,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,8136,2024
3039,15,JAMBI,1508,BUNGO,150809,PELEPAT ILIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,26923,2024
3040,15,JAMBI,1508,BUNGO,150810,BATIN II BABEKO,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,7753,2024
3041,15,JAMBI,1508,BUNGO,150811,BATHIN III,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,14107,2024
3042,15,JAMBI,1508,BUNGO,150812,BUNGO DANI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,14134,2024
3043,15,JAMBI,1508,BUNGO,150813,RIMBO TENGAH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,17609,2024
3044,15,JAMBI,1508,BUNGO,150814,BATHIN III ULU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5084,2024
3045,15,JAMBI,1508,BUNGO,150815,BATHIN II PELAYANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,4783,2024
3046,15,JAMBI,1508,BUNGO,150816,JUJUHAN ILIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5303,2024
3047,15,JAMBI,1508,BUNGO,150817,TANAH SEPENGGAL LINTAS,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,13001,2024
3048,15,JAMBI,1501,KERINCI,150101,GUNUNG RAYA,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,4602,2024
3049,15,JAMBI,1501,KERINCI,150102,DANAU KERINCI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,7123,2024
3050,15,JAMBI,1501,KERINCI,150104,SITINJAU LAUT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5229,2024
3051,15,JAMBI,1501,KERINCI,150105,AIR HANGAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5530,2024
3052,15,JAMBI,1501,KERINCI,150106,GUNUNG KERINCI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,7105,2024
3053,15,JAMBI,1501,KERINCI,150107,BATANG MERANGIN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,6758,2024
3054,15,JAMBI,1501,KERINCI,150108,KELILING DANAU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,6877,2024
3055,15,JAMBI,1501,KERINCI,150109,KAYU ARO,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,11066,2024
3056,15,JAMBI,1501,KERINCI,150111,AIR HANGAT TIMUR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,10563,2024
3057,15,JAMBI,1501,KERINCI,150115,GUNUNG TUJUH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,8403,2024
3058,15,JAMBI,1501,KERINCI,150116,SIULAK,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,12187,2024
3059,15,JAMBI,1501,KERINCI,150117,DEPATI TUJUH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,8651,2024
3060,15,JAMBI,1501,KERINCI,150118,SIULAK MUKAI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,6200,2024
3061,15,JAMBI,1501,KERINCI,150119,KAYU ARO BARAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,11499,2024
3062,15,JAMBI,1501,KERINCI,150120,BUKITKERMAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,7316,2024
3063,15,JAMBI,1501,KERINCI,150121,AIR HANGAT BARAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5597,2024
3064,15,JAMBI,1501,KERINCI,150122,TANAH COGOK,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,4853,2024
3065,15,JAMBI,1501,KERINCI,150123,DANAU KERINCI BARAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,6262,2024
3066,15,JAMBI,1571,KOTA JAMBI,157101,TELANAIPURA,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,28082,2024
3067,15,JAMBI,1571,KOTA JAMBI,157102,JAMBI SELATAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,29074,2024
3068,15,JAMBI,1571,KOTA JAMBI,157103,JAMBI TIMUR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,33461,2024
3069,15,JAMBI,1571,KOTA JAMBI,157104,PASAR JAMBI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5426,2024
3070,15,JAMBI,1571,KOTA JAMBI,157105,PELAYANGAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,6951,2024
3071,15,JAMBI,1571,KOTA JAMBI,157106,DANAU TELUK,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,6848,2024
3072,15,JAMBI,1571,KOTA JAMBI,157107,KOTA BARU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,45575,2024
3073,15,JAMBI,1571,KOTA JAMBI,157108,JELUTUNG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,30084,2024
3074,15,JAMBI,1571,KOTA JAMBI,157109,ALAM BARAJO,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,57574,2024
3075,15,JAMBI,1571,KOTA JAMBI,157110,DANAU SIPIN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,21403,2024
3076,15,JAMBI,1571,KOTA JAMBI,157111,PAAL MERAH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,57413,2024
3077,15,JAMBI,1572,KOTA SUNGAI PENUH,157201,SUNGAI PENUH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5305,2024
3078,15,JAMBI,1572,KOTA SUNGAI PENUH,157202,PESISIR BUKIT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,6390,2024
3079,15,JAMBI,1572,KOTA SUNGAI PENUH,157203,HAMPARAN RAWANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,8027,2024
3080,15,JAMBI,1572,KOTA SUNGAI PENUH,157204,TANAH KAMPUNG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5582,2024
3081,15,JAMBI,1572,KOTA SUNGAI PENUH,157205,KUMUN DEBAI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5596,2024
3082,15,JAMBI,1572,KOTA SUNGAI PENUH,157206,PONDOK TINGGI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,9551,2024
3083,15,JAMBI,1572,KOTA SUNGAI PENUH,157207,KOTO BARU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,4978,2024
3084,15,JAMBI,1572,KOTA SUNGAI PENUH,157208,SUNGAI BUNGKAL,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5709,2024
3085,15,JAMBI,1502,MERANGIN,150201,JANGKAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5804,2024
3086,15,JAMBI,1502,MERANGIN,150202,BANGKO,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,26057,2024
3087,15,JAMBI,1502,MERANGIN,150203,MUARA SIAU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5720,2024
3088,15,JAMBI,1502,MERANGIN,150204,SUNGAI MANAU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5948,2024
3089,15,JAMBI,1502,MERANGIN,150205,TABIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,16761,2024
3090,15,JAMBI,1502,MERANGIN,150206,PAMENANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,18705,2024
3091,15,JAMBI,1502,MERANGIN,150207,TABIR ULU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,4468,2024
3092,15,JAMBI,1502,MERANGIN,150208,TABIR SELATAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,15893,2024
3093,15,JAMBI,1502,MERANGIN,150209,LEMBAH MASURAI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,9133,2024
3094,15,JAMBI,1502,MERANGIN,150210,BANGKO BARAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,6044,2024
3095,15,JAMBI,1502,MERANGIN,150211,NALO TANTAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,10534,2024
3096,15,JAMBI,1502,MERANGIN,150212,BATANG MASUMAI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,6460,2024
3097,15,JAMBI,1502,MERANGIN,150213,PAMENANG BARAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,9531,2024
3098,15,JAMBI,1502,MERANGIN,150214,TABIR ILIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5016,2024
3099,15,JAMBI,1502,MERANGIN,150215,TABIR TIMUR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,4394,2024
3100,15,JAMBI,1502,MERANGIN,150216,RENAH PEMBARAP,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,7337,2024
3101,15,JAMBI,1502,MERANGIN,150217,PANGKALAN JAMBU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,3646,2024
3102,15,JAMBI,1502,MERANGIN,150218,JANGKAT TIMUR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5660,2024
3103,15,JAMBI,1502,MERANGIN,150219,RENAH PAMENANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,7637,2024
3104,15,JAMBI,1502,MERANGIN,150220,PAMENANG SELATAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5813,2024
3105,15,JAMBI,1502,MERANGIN,150221,MARGO TABIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,7395,2024
3106,15,JAMBI,1502,MERANGIN,150222,TABIR LINTAS,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,4511,2024
3107,15,JAMBI,1502,MERANGIN,150223,TABIR BARAT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,5149,2024
3108,15,JAMBI,1502,MERANGIN,150224,TIANG PUMPUNG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,2626,2024
3109,15,JAMBI,1505,MUARO JAMBI,150501,JAMBI LUAR KOTA,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,38473,2024
3110,15,JAMBI,1505,MUARO JAMBI,150502,SEKERNAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,26040,2024
3111,15,JAMBI,1505,MUARO JAMBI,150503,KUMPEH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,14169,2024
3112,15,JAMBI,1505,MUARO JAMBI,150504,MARO SEBO,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,12486,2024
3113,15,JAMBI,1505,MUARO JAMBI,150505,MESTONG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,23346,2024
3114,15,JAMBI,1505,MUARO JAMBI,150506,KUMPEH ULU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,33991,2024
3115,15,JAMBI,1505,MUARO JAMBI,150507,SUNGAI BAHAR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,16416,2024
3116,15,JAMBI,1505,MUARO JAMBI,150508,SUNGAI GELAM,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,41334,2024
3117,15,JAMBI,1505,MUARO JAMBI,150509,BAHAR UTARA,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,7541,2024
3118,15,JAMBI,1505,MUARO JAMBI,150510,BAHAR SELATAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,9877,2024
3119,15,JAMBI,1505,MUARO JAMBI,150511,TAMAN RAJO,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,7554,2024
3120,15,JAMBI,1503,SAROLANGUN,150301,BATANG ASAI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,10397,2024
3121,15,JAMBI,1503,SAROLANGUN,150302,LIMUN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,9995,2024
3122,15,JAMBI,1503,SAROLANGUN,150303,SAROLANGUN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,30979,2024
3123,15,JAMBI,1503,SAROLANGUN,150304,PAUH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,13718,2024
3124,15,JAMBI,1503,SAROLANGUN,150305,PELAWAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,18413,2024
3125,15,JAMBI,1503,SAROLANGUN,150306,MANDIANGIN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,13380,2024
3126,15,JAMBI,1503,SAROLANGUN,150307,AIR HITAM,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,14009,2024
3127,15,JAMBI,1503,SAROLANGUN,150308,BATHIN VIII,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,11116,2024
3128,15,JAMBI,1503,SAROLANGUN,150309,SINGKUT,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,21736,2024
3129,15,JAMBI,1503,SAROLANGUN,150310,CERMIN NAN GEDANG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,7423,2024
3130,15,JAMBI,1503,SAROLANGUN,150311,MANDIANGIN TIMUR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,7136,2024
3131,15,JAMBI,1506,TANJUNG JABUNG BARAT,150601,TUNGKAL ULU,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,7668,2024
3132,15,JAMBI,1506,TANJUNG JABUNG BARAT,150602,TUNGKAL ILIR,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,38392,2024
3133,15,JAMBI,1506,TANJUNG JABUNG BARAT,150603,PENGABUAN,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,14011,2024
3134,15,JAMBI,1506,TANJUNG JABUNG BARAT,150604,BETARA,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,16310,2024
3135,15,JAMBI,1506,TANJUNG JABUNG BARAT,150605,MERLUNG,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,8470,2024
3136,15,JAMBI,1506,TANJUNG JABUNG BARAT,150606,TEBING TINGGI,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,19169,2024
3137,15,JAMBI,1506,TANJUNG JABUNG BARAT,150607,BATANG ASAM,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,18614,2024
3138,15,JAMBI,1506,TANJUNG JABUNG BARAT,150608,RENAH MENDALUH,JUMLAH PENDUDUK,LAKI-LAKI,JIWA,1,8611,2024
