id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;tanggal_kejadian;kategori_terdampak_bencana;keterangan;satuan;jumlah_kejadian; jumlah_kerugian 
328;15;JAMBI;1501;150121;27/03/2023;MANUSIA;LUKA RINGAN;JIWA;0; Rp- 
329;15;JAMBI;1501;150121;27/03/2023;RUMAH;RUSAK TOTAL;UNIT;0; Rp- 
330;15;JAMBI;1501;150121;27/03/2023;RUMAH;RUMAH RUSAK BERAT;UNIT;0; Rp- 
331;15;JAMBI;1501;150121;27/03/2023;RUMAH;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
332;15;JAMBI;1501;150121;27/03/2023;RUMAH;TERGENANG;UNIT;0; Rp- 
333;15;JAMBI;1501;150121;27/03/2023;RUMAH;TERENDAM;UNIT;0; Rp- 
334;15;JAMBI;1501;150121;27/03/2023;RUMAH;KIOS;UNIT;0; Rp- 
335;15;JAMBI;1501;150121;27/03/2023;RUMAH;BANGUNAN LAIN;UNIT;0; Rp- 
336;15;JAMBI;1501;150121;27/03/2023;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;1; Rp- 
337;15;JAMBI;1501;150121;27/03/2023;MENDERITA DAN MENGUNGSI;JIWA;JIWA;4; Rp- 
338;15;JAMBI;1501;150121;27/03/2023;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp- 
339;15;JAMBI;1501;150121;27/03/2023;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp- 
340;15;JAMBI;1501;150121;27/03/2023;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp- 
341;15;JAMBI;1501;150121;27/03/2023;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp- 
342;15;JAMBI;1501;150121;27/03/2023;FASILITAS UMUM;PASAR;UNIT;0; Rp- 
343;15;JAMBI;1501;150121;27/03/2023;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp- 
344;15;JAMBI;1501;150121;27/03/2023;FASILITAS UMUM;JALAN;TITIK;0; Rp- 
345;15;JAMBI;1501;150121;27/03/2023;FASILITAS UMUM;JALAN;KM;0; Rp- 
346;15;JAMBI;1501;150121;27/03/2023;FASILITAS UMUM;IRIGASI;HA;0; Rp- 
347;15;JAMBI;1501;150121;27/03/2023;LAHAN;KEBUN;HEKTAR;0; Rp- 
348;15;JAMBI;1501;150121;27/03/2023;LAHAN;KOLAM;HA;0; Rp- 
349;15;JAMBI;1501;150121;27/03/2023;LAHAN;SAWAH;HA;0; Rp- 
350;15;JAMBI;1501;150121;27/03/2023;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp- 
351;15;JAMBI;1506;150603;08/03/2023;MANUSIA;MENINGGAL DUNIA;JIWA;0; Rp- 
352;15;JAMBI;1506;150603;08/03/2023;MANUSIA;LUKA BERAT;JIWA;0; Rp- 
353;15;JAMBI;1506;150603;08/03/2023;MANUSIA;LUKA RINGAN;JIWA;0; Rp- 
354;15;JAMBI;1506;150603;08/03/2023;RUMAH;RUSAK TOTAL;UNIT;0; Rp- 
355;15;JAMBI;1506;150603;08/03/2023;RUMAH;RUMAH RUSAK BERAT;UNIT;1; Rp- 
356;15;JAMBI;1506;150603;08/03/2023;RUMAH;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
357;15;JAMBI;1506;150603;08/03/2023;RUMAH;TERGENANG;UNIT;0; Rp- 
358;15;JAMBI;1506;150603;08/03/2023;RUMAH;TERENDAM;UNIT;0; Rp- 
359;15;JAMBI;1506;150603;08/03/2023;RUMAH;KIOS;UNIT;0; Rp- 
360;15;JAMBI;1506;150603;08/03/2023;RUMAH;BANGUNAN LAIN;UNIT;0; Rp- 
361;15;JAMBI;1506;150603;08/03/2023;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;1; Rp- 
362;15;JAMBI;1506;150603;08/03/2023;MENDERITA DAN MENGUNGSI;JIWA;JIWA;6; Rp- 
363;15;JAMBI;1506;150603;08/03/2023;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp- 
364;15;JAMBI;1506;150603;08/03/2023;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp- 
365;15;JAMBI;1506;150603;08/03/2023;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp- 
366;15;JAMBI;1506;150603;08/03/2023;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp- 
367;15;JAMBI;1506;150603;08/03/2023;FASILITAS UMUM;PASAR;UNIT;0; Rp- 
368;15;JAMBI;1506;150603;08/03/2023;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp- 
369;15;JAMBI;1506;150603;08/03/2023;FASILITAS UMUM;JALAN;TITIK;0; Rp- 
370;15;JAMBI;1506;150603;08/03/2023;FASILITAS UMUM;JALAN;KM;0; Rp- 
371;15;JAMBI;1506;150603;08/03/2023;FASILITAS UMUM;IRIGASI;HA;0; Rp- 
372;15;JAMBI;1506;150603;08/03/2023;LAHAN;KEBUN;HEKTAR;0; Rp- 
373;15;JAMBI;1506;150603;08/03/2023;LAHAN;KOLAM;HA;0; Rp- 
374;15;JAMBI;1506;150603;08/03/2023;LAHAN;SAWAH;HA;0; Rp- 
375;15;JAMBI;1506;150603;08/03/2023;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp- 
376;15;JAMBI;1509;150907;02/04/2023;MANUSIA;MENINGGAL DUNIA;JIWA;0; Rp- 
377;15;JAMBI;1509;150907;02/04/2023;MANUSIA;LUKA BERAT;JIWA;0; Rp- 
378;15;JAMBI;1509;150907;02/04/2023;MANUSIA;LUKA RINGAN;JIWA;0; Rp- 
379;15;JAMBI;1509;150907;02/04/2023;RUMAH;RUSAK TOTAL;UNIT;0; Rp- 
380;15;JAMBI;1509;150907;02/04/2023;RUMAH;RUMAH RUSAK BERAT;UNIT;8; Rp- 
381;15;JAMBI;1509;150907;02/04/2023;RUMAH;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
382;15;JAMBI;1509;150907;02/04/2023;RUMAH;TERGENANG;UNIT;0; Rp- 
383;15;JAMBI;1509;150907;02/04/2023;RUMAH;TERENDAM;UNIT;0; Rp- 
384;15;JAMBI;1509;150907;02/04/2023;RUMAH;KIOS;UNIT;0; Rp- 
385;15;JAMBI;1509;150907;02/04/2023;RUMAH;BANGUNAN LAIN;UNIT;0; Rp- 
386;15;JAMBI;1509;150907;02/04/2023;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;0; Rp- 
387;15;JAMBI;1509;150907;02/04/2023;MENDERITA DAN MENGUNGSI;JIWA;JIWA;0; Rp- 
388;15;JAMBI;1509;150907;02/04/2023;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp- 
389;15;JAMBI;1509;150907;02/04/2023;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp- 
390;15;JAMBI;1509;150907;02/04/2023;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp- 
391;15;JAMBI;1509;150907;02/04/2023;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp- 
392;15;JAMBI;1509;150907;02/04/2023;FASILITAS UMUM;PASAR;UNIT;0; Rp- 
393;15;JAMBI;1509;150907;02/04/2023;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp- 
394;15;JAMBI;1509;150907;02/04/2023;FASILITAS UMUM;JALAN;TITIK;0; Rp- 
395;15;JAMBI;1509;150907;02/04/2023;FASILITAS UMUM;JALAN;KM;0; Rp- 
396;15;JAMBI;1509;150907;02/04/2023;FASILITAS UMUM;IRIGASI;HA;0; Rp- 
397;15;JAMBI;1509;150907;02/04/2023;LAHAN;KEBUN;HEKTAR;0; Rp- 
398;15;JAMBI;1509;150907;02/04/2023;LAHAN;KOLAM;HA;0; Rp- 
399;15;JAMBI;1509;150907;02/04/2023;LAHAN;SAWAH;HA;0; Rp- 
400;15;JAMBI;1509;150907;02/04/2023;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp- 
401;15;JAMBI;1509;150907;02/04/2023;MANUSIA;MENINGGAL DUNIA;JIWA;0; Rp- 
402;15;JAMBI;1509;150907;02/04/2023;MANUSIA;LUKA BERAT;JIWA;0; Rp- 
403;15;JAMBI;1509;150907;02/04/2023;MANUSIA;LUKA RINGAN;JIWA;0; Rp- 
404;15;JAMBI;1509;150907;02/04/2023;RUMAH;RUSAK TOTAL;UNIT;0; Rp- 
405;15;JAMBI;1509;150907;02/04/2023;RUMAH;RUMAH RUSAK BERAT;UNIT;3; Rp- 
406;15;JAMBI;1509;150907;02/04/2023;RUMAH;RUMAH RUSAK RINGAN;UNIT;6; Rp- 
407;15;JAMBI;1509;150907;02/04/2023;RUMAH;TERGENANG;UNIT;0; Rp- 
408;15;JAMBI;1509;150907;02/04/2023;RUMAH;TERENDAM;UNIT;0; Rp- 
409;15;JAMBI;1509;150907;02/04/2023;RUMAH;KIOS;UNIT;0; Rp- 
410;15;JAMBI;1509;150907;02/04/2023;RUMAH;BANGUNAN LAIN;UNIT;0; Rp- 
411;15;JAMBI;1509;150907;02/04/2023;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;10; Rp- 
412;15;JAMBI;1509;150907;02/04/2023;MENDERITA DAN MENGUNGSI;JIWA;JIWA;37; Rp- 
413;15;JAMBI;1509;150907;02/04/2023;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp- 
414;15;JAMBI;1509;150907;02/04/2023;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp- 
415;15;JAMBI;1509;150907;02/04/2023;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp- 
416;15;JAMBI;1509;150907;02/04/2023;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp- 
417;15;JAMBI;1509;150907;02/04/2023;FASILITAS UMUM;PASAR;UNIT;0; Rp- 
418;15;JAMBI;1509;150907;02/04/2023;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp- 
419;15;JAMBI;1509;150907;02/04/2023;FASILITAS UMUM;JALAN;TITIK;0; Rp- 
420;15;JAMBI;1509;150907;02/04/2023;FASILITAS UMUM;JALAN;KM;0; Rp- 
421;15;JAMBI;1509;150907;02/04/2023;FASILITAS UMUM;IRIGASI;HA;0; Rp- 
422;15;JAMBI;1509;150907;02/04/2023;LAHAN;KEBUN;HEKTAR;0; Rp- 
423;15;JAMBI;1509;150907;02/04/2023;LAHAN;KOLAM;HA;0; Rp- 
424;15;JAMBI;1509;150907;02/04/2023;LAHAN;SAWAH;HA;0; Rp- 
425;15;JAMBI;1509;150907;02/04/2023;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp- 
426;15;JAMBI;1509;150903;07/04/2023;MANUSIA;MENINGGAL DUNIA;JIWA;0; Rp- 
427;15;JAMBI;1509;150903;07/04/2023;MANUSIA;LUKA BERAT;JIWA;0; Rp- 
428;15;JAMBI;1509;150903;07/04/2023;MANUSIA;LUKA RINGAN;JIWA;0; Rp- 
429;15;JAMBI;1509;150903;07/04/2023;RUMAH;RUSAK TOTAL;UNIT;0; Rp- 
430;15;JAMBI;1509;150903;07/04/2023;RUMAH;RUMAH RUSAK BERAT;UNIT;15; Rp- 
431;15;JAMBI;1509;150903;07/04/2023;RUMAH;RUMAH RUSAK RINGAN;UNIT;20; Rp- 
432;15;JAMBI;1509;150903;07/04/2023;RUMAH;TERGENANG;UNIT;0; Rp- 
433;15;JAMBI;1509;150903;07/04/2023;RUMAH;TERENDAM;UNIT;0; Rp- 
434;15;JAMBI;1509;150903;07/04/2023;RUMAH;KIOS;UNIT;0; Rp- 
435;15;JAMBI;1509;150903;07/04/2023;RUMAH;BANGUNAN LAIN;UNIT;0; Rp- 
436;15;JAMBI;1509;150903;07/04/2023;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;35; Rp- 
437;15;JAMBI;1509;150903;07/04/2023;MENDERITA DAN MENGUNGSI;JIWA;JIWA;0; Rp- 
438;15;JAMBI;1509;150903;07/04/2023;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp- 
439;15;JAMBI;1509;150903;07/04/2023;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp- 
440;15;JAMBI;1509;150903;07/04/2023;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp- 
441;15;JAMBI;1509;150903;07/04/2023;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp- 
442;15;JAMBI;1509;150903;07/04/2023;FASILITAS UMUM;PASAR;UNIT;0; Rp- 
443;15;JAMBI;1509;150903;07/04/2023;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp- 
444;15;JAMBI;1509;150903;07/04/2023;FASILITAS UMUM;JALAN;TITIK;0; Rp- 
445;15;JAMBI;1509;150903;07/04/2023;FASILITAS UMUM;JALAN;KM;0; Rp- 
446;15;JAMBI;1509;150903;07/04/2023;FASILITAS UMUM;IRIGASI;HA;0; Rp- 
447;15;JAMBI;1509;150903;07/04/2023;LAHAN;KEBUN;HEKTAR;0; Rp- 
448;15;JAMBI;1509;150903;07/04/2023;LAHAN;KOLAM;HA;0; Rp- 
449;15;JAMBI;1509;150903;07/04/2023;LAHAN;SAWAH;HA;0; Rp- 
450;15;JAMBI;1509;150903;07/04/2023;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp- 
451;15;JAMBI;1509;150907;09/04/2023;MANUSIA;MENINGGAL DUNIA;JIWA;0; Rp- 
452;15;JAMBI;1509;150907;09/04/2023;MANUSIA;LUKA BERAT;JIWA;0; Rp- 
453;15;JAMBI;1509;150907;09/04/2023;MANUSIA;LUKA RINGAN;JIWA;0; Rp- 
454;15;JAMBI;1509;150907;09/04/2023;RUMAH;RUSAK TOTAL;UNIT;0; Rp- 
455;15;JAMBI;1509;150907;09/04/2023;RUMAH;RUMAH RUSAK BERAT;UNIT;1; Rp- 
456;15;JAMBI;1509;150907;09/04/2023;RUMAH;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
457;15;JAMBI;1509;150907;09/04/2023;RUMAH;TERGENANG;UNIT;0; Rp- 
458;15;JAMBI;1509;150907;09/04/2023;RUMAH;TERENDAM;UNIT;0; Rp- 
459;15;JAMBI;1509;150907;09/04/2023;RUMAH;KIOS;UNIT;0; Rp- 
460;15;JAMBI;1509;150907;09/04/2023;RUMAH;BANGUNAN LAIN;UNIT;0; Rp- 
461;15;JAMBI;1509;150907;09/04/2023;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;0; Rp- 
462;15;JAMBI;1509;150907;09/04/2023;MENDERITA DAN MENGUNGSI;JIWA;JIWA;0; Rp- 
463;15;JAMBI;1509;150907;09/04/2023;FASILITAS SOSIAL;SEKOLAH;UNIT;1; Rp- 
464;15;JAMBI;1509;150907;09/04/2023;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp- 
465;15;JAMBI;1509;150907;09/04/2023;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp- 
466;15;JAMBI;1509;150907;09/04/2023;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp- 
467;15;JAMBI;1509;150907;09/04/2023;FASILITAS UMUM;PASAR;UNIT;0; Rp- 
468;15;JAMBI;1509;150907;09/04/2023;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp- 
469;15;JAMBI;1509;150907;09/04/2023;FASILITAS UMUM;JALAN;TITIK;0; Rp- 
470;15;JAMBI;1509;150907;09/04/2023;FASILITAS UMUM;JALAN;KM;0; Rp- 
471;15;JAMBI;1509;150907;09/04/2023;FASILITAS UMUM;IRIGASI;HA;0; Rp- 
472;15;JAMBI;1509;150907;09/04/2023;LAHAN;KEBUN;HEKTAR;0; Rp- 
473;15;JAMBI;1509;150907;09/04/2023;LAHAN;KOLAM;HA;0; Rp- 
474;15;JAMBI;1509;150907;09/04/2023;LAHAN;SAWAH;HA;0; Rp- 
475;15;JAMBI;1509;150907;09/04/2023;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp- 
476;15;JAMBI;1506;150602;07/04/2023;MANUSIA;MENINGGAL DUNIA;JIWA;0; Rp- 
477;15;JAMBI;1506;150602;07/04/2023;MANUSIA;LUKA BERAT;JIWA;0; Rp- 
478;15;JAMBI;1506;150602;07/04/2023;MANUSIA;LUKA RINGAN;JIWA;0; Rp- 
479;15;JAMBI;1506;150602;07/04/2023;RUMAH;RUSAK TOTAL;UNIT;0; Rp- 
480;15;JAMBI;1506;150602;07/04/2023;RUMAH;RUMAH RUSAK BERAT;UNIT;2; Rp- 
481;15;JAMBI;1506;150602;07/04/2023;RUMAH;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
482;15;JAMBI;1506;150602;07/04/2023;RUMAH;TERGENANG;UNIT;0; Rp- 
483;15;JAMBI;1506;150602;07/04/2023;RUMAH;TERENDAM;UNIT;0; Rp- 
484;15;JAMBI;1506;150602;07/04/2023;RUMAH;KIOS;UNIT;0; Rp- 
485;15;JAMBI;1506;150602;07/04/2023;RUMAH;BANGUNAN LAIN;UNIT;0; Rp- 
486;15;JAMBI;1506;150602;07/04/2023;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;2; Rp- 
487;15;JAMBI;1506;150602;07/04/2023;MENDERITA DAN MENGUNGSI;JIWA;JIWA;9; Rp- 
488;15;JAMBI;1506;150602;07/04/2023;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp- 
489;15;JAMBI;1506;150602;07/04/2023;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp- 
490;15;JAMBI;1506;150602;07/04/2023;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp- 
491;15;JAMBI;1506;150602;07/04/2023;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp- 
492;15;JAMBI;1506;150602;07/04/2023;FASILITAS UMUM;PASAR;UNIT;0; Rp- 
493;15;JAMBI;1506;150602;07/04/2023;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp- 
494;15;JAMBI;1506;150602;07/04/2023;FASILITAS UMUM;JALAN;TITIK;0; Rp- 
495;15;JAMBI;1506;150602;07/04/2023;FASILITAS UMUM;JALAN;KM;0; Rp- 
496;15;JAMBI;1506;150602;07/04/2023;FASILITAS UMUM;IRIGASI;HA;0; Rp- 
497;15;JAMBI;1506;150602;07/04/2023;LAHAN;KEBUN;HEKTAR;0; Rp- 
498;15;JAMBI;1506;150602;07/04/2023;LAHAN;KOLAM;HA;0; Rp- 
499;15;JAMBI;1506;150602;07/04/2023;LAHAN;SAWAH;HA;0; Rp- 
500;15;JAMBI;1506;150602;07/04/2023;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp- 
501;15;JAMBI;1505;150509;04/04/2023;MANUSIA;MENINGGAL DUNIA;JIWA;0; Rp- 
502;15;JAMBI;1505;150509;04/04/2023;MANUSIA;LUKA BERAT;JIWA;0; Rp- 
503;15;JAMBI;1505;150509;04/04/2023;MANUSIA;LUKA RINGAN;JIWA;0; Rp- 
504;15;JAMBI;1505;150509;04/04/2023;RUMAH;RUSAK TOTAL;UNIT;0; Rp- 
505;15;JAMBI;1505;150509;04/04/2023;RUMAH;RUMAH RUSAK BERAT;UNIT;1; Rp- 
506;15;JAMBI;1505;150509;04/04/2023;RUMAH;RUMAH RUSAK RINGAN;UNIT;4; Rp- 
507;15;JAMBI;1505;150509;04/04/2023;RUMAH;TERGENANG;UNIT;0; Rp- 
508;15;JAMBI;1505;150509;04/04/2023;RUMAH;TERENDAM;UNIT;0; Rp- 
509;15;JAMBI;1505;150509;04/04/2023;RUMAH;KIOS;UNIT;0; Rp- 
510;15;JAMBI;1505;150509;04/04/2023;RUMAH;BANGUNAN LAIN;UNIT;0; Rp- 
511;15;JAMBI;1505;150509;04/04/2023;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;0; Rp- 
512;15;JAMBI;1505;150509;04/04/2023;MENDERITA DAN MENGUNGSI;JIWA;JIWA;0; Rp- 
513;15;JAMBI;1505;150509;04/04/2023;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp- 
514;15;JAMBI;1505;150509;04/04/2023;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp- 
515;15;JAMBI;1505;150509;04/04/2023;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp- 
516;15;JAMBI;1505;150509;04/04/2023;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp- 
517;15;JAMBI;1505;150509;04/04/2023;FASILITAS UMUM;PASAR;UNIT;0; Rp- 
518;15;JAMBI;1505;150509;04/04/2023;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp- 
519;15;JAMBI;1505;150509;04/04/2023;FASILITAS UMUM;JALAN;TITIK;0; Rp- 
520;15;JAMBI;1505;150509;04/04/2023;FASILITAS UMUM;JALAN;KM;0; Rp- 
521;15;JAMBI;1505;150509;04/04/2023;FASILITAS UMUM;IRIGASI;HA;0; Rp- 
522;15;JAMBI;1505;150509;04/04/2023;LAHAN;KEBUN;HEKTAR;0; Rp- 
523;15;JAMBI;1505;150509;04/04/2023;LAHAN;KOLAM;HA;0; Rp- 
524;15;JAMBI;1505;150509;04/04/2023;LAHAN;SAWAH;HA;0; Rp- 
525;15;JAMBI;1505;150509;04/04/2023;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp- 
526;15;JAMBI;1505;150507;04/04/2023;MANUSIA;MENINGGAL DUNIA;JIWA;0; Rp- 
527;15;JAMBI;1505;150507;04/04/2023;MANUSIA;LUKA BERAT;JIWA;0; Rp- 
528;15;JAMBI;1505;150507;04/04/2023;MANUSIA;LUKA RINGAN;JIWA;0; Rp- 
529;15;JAMBI;1505;150507;04/04/2023;RUMAH;RUSAK TOTAL;UNIT;0; Rp- 
530;15;JAMBI;1505;150507;04/04/2023;RUMAH;RUMAH RUSAK BERAT;UNIT;19; Rp- 
531;15;JAMBI;1505;150507;04/04/2023;RUMAH;RUMAH RUSAK RINGAN;UNIT;100; Rp- 
532;15;JAMBI;1505;150507;04/04/2023;RUMAH;TERGENANG;UNIT;0; Rp- 
533;15;JAMBI;1505;150507;04/04/2023;RUMAH;TERENDAM;UNIT;0; Rp- 
534;15;JAMBI;1505;150507;04/04/2023;RUMAH;KIOS;UNIT;0; Rp- 
535;15;JAMBI;1505;150507;04/04/2023;RUMAH;BANGUNAN LAIN;UNIT;0; Rp- 
536;15;JAMBI;1505;150507;04/04/2023;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;0; Rp- 
537;15;JAMBI;1505;150507;04/04/2023;MENDERITA DAN MENGUNGSI;JIWA;JIWA;0; Rp- 
538;15;JAMBI;1505;150507;04/04/2023;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp- 
539;15;JAMBI;1505;150507;04/04/2023;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp- 
540;15;JAMBI;1505;150507;04/04/2023;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp- 
541;15;JAMBI;1505;150507;04/04/2023;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp- 
542;15;JAMBI;1505;150507;04/04/2023;FASILITAS UMUM;PASAR;UNIT;0; Rp- 
543;15;JAMBI;1505;150507;04/04/2023;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp- 
544;15;JAMBI;1505;150507;04/04/2023;FASILITAS UMUM;JALAN;TITIK;0; Rp- 
545;15;JAMBI;1505;150507;04/04/2023;FASILITAS UMUM;JALAN;KM;0; Rp- 
546;15;JAMBI;1505;150507;04/04/2023;FASILITAS UMUM;IRIGASI;HA;0; Rp- 
547;15;JAMBI;1505;150507;04/04/2023;LAHAN;KEBUN;HEKTAR;0; Rp- 
548;15;JAMBI;1505;150507;04/04/2023;LAHAN;KOLAM;HA;0; Rp- 
549;15;JAMBI;1505;150507;04/04/2023;LAHAN;SAWAH;HA;0; Rp- 
550;15;JAMBI;1505;150507;04/04/2023;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp- 
551;15;JAMBI;1501;150118;03/04/2023;MANUSIA;MENINGGAL DUNIA;JIWA;0; Rp150.000.000 
552;15;JAMBI;1501;150118;03/04/2023;MANUSIA;LUKA BERAT;JIWA;0; Rp150.000.000 
553;15;JAMBI;1501;150118;03/04/2023;MANUSIA;LUKA RINGAN;JIWA;0; Rp150.000.000 
554;15;JAMBI;1501;150118;03/04/2023;RUMAH;RUSAK TOTAL;UNIT;0; Rp150.000.000 
555;15;JAMBI;1501;150118;03/04/2023;RUMAH;RUMAH RUSAK BERAT;UNIT;0; Rp150.000.000 
556;15;JAMBI;1501;150118;03/04/2023;RUMAH;RUMAH RUSAK RINGAN;UNIT;0; Rp150.000.000 
557;15;JAMBI;1501;150118;03/04/2023;RUMAH;TERGENANG;UNIT;0; Rp150.000.000 
558;15;JAMBI;1501;150118;03/04/2023;RUMAH;TERENDAM;UNIT;0; Rp150.000.000 
559;15;JAMBI;1501;150118;03/04/2023;RUMAH;KIOS;UNIT;0; Rp150.000.000 
560;15;JAMBI;1501;150118;03/04/2023;RUMAH;BANGUNAN LAIN;UNIT;0; Rp150.000.000 
561;15;JAMBI;1501;150118;03/04/2023;MENDERITA DAN MENGUNGSI;KEPALA KELUARGA;JIWA;0; Rp150.000.000 
562;15;JAMBI;1501;150118;03/04/2023;MENDERITA DAN MENGUNGSI;JIWA;JIWA;0; Rp150.000.000 
563;15;JAMBI;1501;150118;03/04/2023;FASILITAS SOSIAL;SEKOLAH;UNIT;0; Rp150.000.000 
564;15;JAMBI;1501;150118;03/04/2023;FASILITAS SOSIAL;KANTOR;UNIT;0; Rp150.000.000 
565;15;JAMBI;1501;150118;03/04/2023;FASILITAS SOSIAL;TEMPAT IBADAH;JIWA;0; Rp150.000.000 
566;15;JAMBI;1501;150118;03/04/2023;FASILITAS SOSIAL;SARANA KESEHATAN;UNIT;0; Rp150.000.000 
567;15;JAMBI;1501;150118;03/04/2023;FASILITAS UMUM;PASAR;UNIT;0; Rp150.000.000 
568;15;JAMBI;1501;150118;03/04/2023;FASILITAS UMUM;JEMBATAN;UNIT;0; Rp150.000.000 
569;15;JAMBI;1501;150118;03/04/2023;FASILITAS UMUM;JALAN;TITIK;0; Rp150.000.000 
570;15;JAMBI;1501;150118;03/04/2023;FASILITAS UMUM;JALAN;KM;0; Rp150.000.000 
571;15;JAMBI;1501;150118;03/04/2023;FASILITAS UMUM;IRIGASI;HA;0; Rp150.000.000 
572;15;JAMBI;1501;150118;03/04/2023;LAHAN;KEBUN;HEKTAR;0; Rp150.000.000 
573;15;JAMBI;1501;150118;03/04/2023;LAHAN;KOLAM;HA;0; Rp150.000.000 
574;15;JAMBI;1501;150118;03/04/2023;LAHAN;SAWAH;HA;0; Rp150.000.000 
575;15;JAMBI;1501;150118;03/04/2023;LAHAN;LAHAN TIDUR;HEKTAR;0; Rp150.000.000 
576;15;JAMBI;1504;150403;03/10/2023;KORBAN;MENINGGAL DUNIA;JIWA;0; Rp- 
577;15;JAMBI;1504;150403;03/10/2023;KORBAN;HILANG;JIWA;0; Rp- 
578;15;JAMBI;1504;150403;03/10/2023;KORBAN;LUKA;JIWA;0; Rp- 
579;15;JAMBI;1504;150403;03/10/2023;KORBAN;MENDERITA;JIWA;0; Rp- 
580;15;JAMBI;1504;150403;03/10/2023;KORBAN;MENGUNGSI;JIWA;0; Rp- 
581;15;JAMBI;1504;150403;03/10/2023;KERUSAKAN;RUMAH RUSAK BERAT;UNIT;0; Rp- 
582;15;JAMBI;1504;150403;03/10/2023;KERUSAKAN;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
583;15;JAMBI;1504;150403;03/10/2023;KERUSAKAN;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
