No;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;nama_sekolah;tipe;jenjang_pendidikan;akreditasi;tahun_akreditasi;tahun_terbit_sertifikat_akreditasi;tahun_berakhir_sertifikat_akreditasi;status
182;15;JAMBI;1507;150707;SMA JARINABI TANJUNG JABUNG TIMUR;SWASTA;SMA;BT;BT;0;0;Rencana Akreditasi 2024
183;15;JAMBI;1507;150704;SMAIT DARUTTAUHID TANJUNG JABUNG TIMUR;SWASTA;SMA;BT;BT;0;0;Rencana Akreditasi 2024
184;15;JAMBI;1507;150707;SMKN 1 TANJUNG JABUNG TIMUR;NEGERI;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
185;15;JAMBI;1507;150702;SMKN 2 TANJUNG JABUNG TIMUR;NEGERI;SMK;B;2023;04/12/2023;31/12/2028;Akreditasi 2023
186;15;JAMBI;1507;150711;SMKN 3 TANJUNG JABUNG TIMUR;NEGERI;SMK;C;2021;08/12/2021;31/12/2026;Akreditasi 2021
187;15;JAMBI;1507;150709;SMKN 4 TANJUNG JABUNG TIMUR;NEGERI;SMK;B;2022;06/12/2022;06/12/2027;Akreditasi 2022
188;15;JAMBI;1507;150706;SMKN 5 TANJUNG JABUNG TIMUR;NEGERI;SMK;B;2020;15/12/2020;15/12/2025;Akreditasi 2020
189;15;JAMBI;1507;150701;SMKN 6 TANJUNG JABUNG TIMUR;NEGERI;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
190;15;JAMBI;1507;150704;SMKS NUSANTARA RANTAU RASAU;SWASTA;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
191;15;JAMBI;1507;150707;SLB NEGERI TANJUNG JABUNG TIMUR;NEGERI;SLB;A;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
192;15;JAMBI;1506;150602;SMAN 1 TANJUNG JABUNG BARAT;NEGERI;SMA;A;2021;08/12/2021;31/12/2026;Akreditasi 2021
193;15;JAMBI;1506;150602;SMAN 2 TANJUNG JABUNG BARAT;NEGERI;SMA;B;2020;15/12/2020;15/12/2025;Akreditasi 2020
194;15;JAMBI;1506;150601;SMAN 3 TANJUNG JABUNG BARAT;NEGERI;SMA;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
195;15;JAMBI;1506;150605;SMAN 4 TANJUNG JABUNG BARAT;NEGERI;SMA;A;2023;28/04/2023;28/04/2028;Akreditasi 2023
196;15;JAMBI;1506;150603;SMAN 5 TANJUNG JABUNG BARAT;NEGERI;SMA;B;2022;06/12/2022;06/12/2027;Akreditasi 2022
197;15;JAMBI;1506;150604;SMAN 6 TANJUNG JABUNG BARAT;NEGERI;SMA;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
198;15;JAMBI;1506;150606;SMAN 7 TANJUNG JABUNG BARAT;NEGERI;SMA;A;2023;28/04/2023;28/04/2028;Akreditasi 2023
199;15;JAMBI;1506;150602;SMAN 8 TANJUNG JABUNG BARAT;NEGERI;SMA;A;2022;20/10/2022;20/10/2027;Akreditasi 2022
200;15;JAMBI;1506;150607;SMAN 9 TANJUNG JABUNG BARAT;NEGERI;SMA;A;2022;20/10/2022;20/10/2027;Akreditasi 2022
201;15;JAMBI;1506;150605;SMAN 10 TANJUNG JABUNG BARAT;NEGERI;SMA;B;2023;12/12/2023;12/12/2028;Akreditasi 2023
202;15;JAMBI;1506;150608;SMAN 11 TANJUNG JABUNG BARAT;NEGERI;SMA;B;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
203;15;JAMBI;1506;150609;SMAN 12 TANJUNG JABUNG BARAT;NEGERI;SMA;B;2023;21/11/2023;21/11/2028;Akreditasi 2023
204;15;JAMBI;1506;150613;SMAN 13 TANJUNG JABUNG BARAT;NEGERI;SMA;B;2022;06/12/2022;06/12/2027;Akreditasi 2022
205;15;JAMBI;1506;150603;SMAN 14 TANJUNG JABUNG BARAT;NEGERI;SMA;C;2022;06/12/2022;06/12/2027;Akreditasi 2022
206;15;JAMBI;1506;150606;SMAN 15 TANJUNG JABUNG BARAT;NEGERI;SMA;B;2022;20/10/2022;20/10/2027;Akreditasi 2022
207;15;JAMBI;1506;150612;SMAN 16 TANJUNG JABUNG BARAT;NEGERI;SMA;B;2022;06/12/2022;06/12/2027;Akreditasi 2022
208;15;JAMBI;1506;150613;SMAN 17 TANJUNG JABUNG BARAT;NEGERI;SMA;B;2023;21/11/2023;21/11/2028;Akreditasi 2023
209;15;JAMBI;1506;150608;SMAN 18 TANJUNG JABUNG BARAT;NEGERI;SMA;C;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
210;15;JAMBI;1506;150604;SMAS AL ANWAR;SWASTA;SMA;C;2021;11/11/2021;11/11/2026;Akreditasi 2021
211;15;JAMBI;1506;150604;SMAS ARADAL HAQ;SWASTA;SMA;C;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
212;15;JAMBI;1506;150611;SMAS ISLAM AL-ISLAMIYAH BERAM ITAM KANAN;SWASTA;SMA;C;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
213;15;JAMBI;1506;150613;SMAS ISLAM NURUL HUDA;SWASTA;SMA;C;2021;08/12/2021;31/12/2026;Akreditasi 2021
214;15;JAMBI;1506;150607;SMAS NURUL YAQIN;SWASTA;SMA;C;2022;20/10/2022;20/10/2027;Akreditasi 2022
215;15;JAMBI;1506;150602;SMAS PHI KUALA TUNGKAL;SWASTA;SMA;C;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
216;15;JAMBI;1506;150613;SMAS YAYASAN PENGABUAN;SWASTA;SMA;C;2022;21/11/2022;21/11/2027;Akreditasi 2022
217;15;JAMBI;1506;150606;SMAS YPMM TEBING TINGGI;SWASTA;SMA;A;2022;06/12/2022;06/12/2027;Akreditasi 2022
218;15;JAMBI;1506;150604;SMA ISLAM DARUSSHOLIHIN;SWASTA;SMA;C;2021;11/11/2021;11/11/2026;Akreditasi 2021
219;15;JAMBI;1506;150603;SMA YAYASAN TITIAN ILMU PENGABUAN;SWASTA;SMA;C;2023;21/11/2023;21/11/2028;Akreditasi 2023
220;15;JAMBI;1506;150608;SMAS TANAH TUMBUH;SWASTA;SMA;BT;BT;0;0;Rencana Akreditasi 2024
221;15;JAMBI;1506;150602;SMKN 1 TANJUNG JABUNG BARAT;NEGERI;SMK;B;2022;31/12/2022;31/12/2027;Akreditasi 2022
222;15;JAMBI;1506;150602;SMKN 2 TANJUNG JABUNG BARAT;NEGERI;SMK;A;2022;06/12/2022;06/12/2027;Akreditasi 2022
223;15;JAMBI;1506;150605;SMKN 3 TANJUNG JABUNG BARAT;NEGERI;SMK;B;2022;31/12/2022;31/12/2027;Akreditasi 2022
224;15;JAMBI;1506;150601;SMKN 4 TANJUNG JABUNG BARAT;NEGERI;SMK;B;2022;06/12/2022;06/12/2027;Akreditasi 2022
225;15;JAMBI;1506;150606;SMKN 5 TANJUNG JABUNG BARAT;NEGERI;SMK;B;2022;31/12/2022;31/12/2027;Akreditasi 2022
226;15;JAMBI;1506;150608;SMKN 6 TANJUNG JABUNG BARAT;NEGERI;SMK;B;2022;06/12/2022;06/12/2027;Akreditasi 2022
227;15;JAMBI;1506;150604;SMKN 7 TANJUNG JABUNG BARAT;NEGERI;SMK;B;2023;04/12/2023;31/12/2028;Akreditasi 2023
228;15;JAMBI;1506;150603;SMKN 8 TANJUNG JABUNG BARAT;NEGERI;SMK;C;2023;12/12/2023;12/12/2028;Akreditasi 2023
229;15;JAMBI;1506;150607;SMKN 9 TANJUNG JABUNG BARAT;NEGERI;SMK;C;2023;12/12/2023;12/12/2028;Akreditasi 2023
230;15;JAMBI;1506;150610;SMKN 10 TANJUNG JABUNG BARAT;NEGERI;SMK;BT;BT;0;0;Rencana Akreditasi 2024
231;15;JAMBI;1506;150604;SMK AGRIBISNIS LUQMAN AL-HAKIM;SWASTA;SMK;TT;2021;08/12/2021;31/12/2023;Rencana Akreditasi 2024
232;15;JAMBI;1506;150602;SMK MUHAMMADIYAH KUALA TUNGKAL;SWASTA;SMK;C;2022;20/10/2022;20/10/2027;Akreditasi 2022
233;15;JAMBI;1506;150602;SLB NEGERI KUALA TUNGKAL;NEGERI;SLB;B;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
234;15;JAMBI;1506;150605;SLB MERLUNG;NEGERI;SLB;B;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
235;15;JAMBI;1503;150303;SMAN 1 SAROLANGUN;NEGERI;SMA;A;2022;06/12/2022;06/12/2027;Akreditasi 2022
236;15;JAMBI;1503;150309;SMAN 2 SAROLANGUN;NEGERI;SMA;A;2021;08/12/2021;31/12/2026;Akreditasi 2021
237;15;JAMBI;1503;150304;SMAN 3 SAROLANGUN;NEGERI;SMA;B;2021;11/11/2021;11/11/2026;Akreditasi 2021
238;15;JAMBI;1503;150306;SMAN 4 SAROLANGUN;NEGERI;SMA;A;2023;04/12/2023;31/12/2028;Akreditasi 2023
239;15;JAMBI;1503;150302;SMAN 5 SAROLANGUN;NEGERI;SMA;B;2022;06/12/2022;06/12/2027;Akreditasi 2022
240;15;JAMBI;1503;150301;SMAN 6 SAROLANGUN;NEGERI;SMA;B;2023;21/11/2023;21/11/2028;Akreditasi 2023
241;15;JAMBI;1503;150303;SMAN 7 SAROLANGUN;NEGERI;SMA;A;2021;08/12/2021;31/12/2026;Akreditasi 2021
242;15;JAMBI;1503;150305;SMAN 8 SAROLANGUN;NEGERI;SMA;A;2022;20/10/2022;20/10/2027;Akreditasi 2022
243;15;JAMBI;1503;150307;SMAN 9 SAROLANGUN;NEGERI;SMA;C;2020;15/12/2020;15/12/2025;Akreditasi 2020
244;15;JAMBI;1503;150308;SMAN 10 SAROLANGUN;NEGERI;SMA;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
245;15;JAMBI;1503;150306;SMAN 11 SAROLANGUN;NEGERI;SMA;B;2021;11/11/2021;11/11/2026;Akreditasi 2021
246;15;JAMBI;1503;150310;SMA NEGERI 12 SAROLANGUN;NEGERI;SMA;B;2022;06/12/2022;06/12/2027;Akreditasi 2022
247;15;JAMBI;1503;150305;SMA NEGERI 13 SAROLANGUN;NEGERI;SMA;C;2023;12/12/2023;12/12/2028;Akreditasi 2023
248;15;JAMBI;1503;150302;SMAN 14 SAROLANGUN;NEGERI;SMA;B;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
249;15;JAMBI;1503;150309;SMAS AL-MAARIF SINGKUT;SWASTA;SMA;B;2023;21/11/2023;21/11/2028;Akreditasi 2023
250;15;JAMBI;1503;150308;SMAS HAFIDZ AL-FATAH;SWASTA;SMA;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
251;15;JAMBI;1503;150304;SMAS ISLAM NURUSSALAM;SWASTA;SMA;C;2022;21/11/2022;21/11/2027;Akreditasi 2022
252;15;JAMBI;1503;150308;SMAS ISTIQOMAH;SWASTA;SMA;C;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
253;15;JAMBI;1503;150309;SMAS MUHAMMADIYAH SINGKUT;SWASTA;SMA;A;2020;15/12/2020;15/12/2025;Akreditasi 2020
254;15;JAMBI;1503;150308;SMAS NIDAUL QURAN;SWASTA;SMA;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
255;15;JAMBI;1503;150309;SMAS NURUL JADID;SWASTA;SMA;C;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
256;15;JAMBI;1503;150303;SMA AL-HIDAYAH;SWASTA;SMA;B;2023;21/11/2023;21/11/2028;Akreditasi 2023
257;15;JAMBI;1503;150309;SMA NAHDLATUL ULAMA SINGKUT;SWASTA;SMA;B;2023;21/11/2023;21/11/2028;Akreditasi 2023
258;15;JAMBI;1503;150307;SMA TERPADU BABUSALAM MENTAWAK BARU SAROLANGUN;SWASTA;SMA;BT;BT;0;0;Rencana Akreditasi 2024
259;15;JAMBI;1503;150305;SMA IT BUYA KH. MUHAMMAD SALEK;SWASTA;SMA;BT;BT;0;0;Rencana Akreditasi 2024
260;15;JAMBI;1503;150303;SMKN 1 SAROLANGUN;NEGERI;SMK;B;2023;12/12/2023;12/12/2028;Akreditasi 2023
261;15;JAMBI;1503;150306;SMKN 2 SAROLANGUN;NEGERI;SMK;B;2023;04/12/2023;31/12/2028;Akreditasi 2023
262;15;JAMBI;1503;150310;SMKN 3 SAROLANGUN;NEGERI;SMK;C;2021;08/12/2021;31/12/2026;Akreditasi 2021
263;15;JAMBI;1503;150303;SMKN 4 SAROLANGUN;NEGERI;SMK;A;2022;31/12/2022;31/12/2027;Akreditasi 2022
264;15;JAMBI;1503;150301;SMKN 5 SAROLANGUN;NEGERI;SMK;C;2021;08/12/2021;31/12/2026;Akreditasi 2021
265;15;JAMBI;1503;150307;SMKN 6 SAROLANGUN;NEGERI;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
266;15;JAMBI;1503;150305;SMKN 7 SAROLANGUN;NEGERI;SMK;B;2022;06/12/2022;06/12/2027;Akreditasi 2022
267;15;JAMBI;1503;150307;SMKN 8 SAROLANGUN;NEGERI;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
268;15;JAMBI;1503;150309;SMKN 9 SAROLANGUN;NEGERI;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
269;15;JAMBI;1503;150306;SMKN 10 SAROLANGUN;NEGERI;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
270;15;JAMBI;1503;150304;SMKN 11 SAROLANGUN;NEGERI;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
271;15;JAMBI;1503;150302;SMKN 12 SAROLANGUN;NEGERI;SMK;B;2022;31/12/2022;31/12/2027;Akreditasi 2022
272;15;JAMBI;1503;150303;SMK NEGERI 13 SAROLANGUN;NEGERI;SMK;B;2023;04/12/2023;31/12/2028;Akreditasi 2023
273;15;JAMBI;1503;150301;SMKN 14 SAROLANGUN;NEGERI;SMK;C;2023;12/12/2023;12/12/2028;Akreditasi 2023
274;15;JAMBI;1503;150308;SMK IT AL-KHALIFAH;SWASTA;SMK;B;2023;04/12/2023;31/12/2028;Akreditasi 2023
275;15;JAMBI;1503;150309;SMK IT IHYA ASSUNNAH;SWASTA;SMK;C;2023;12/12/2023;12/12/2028;Akreditasi 2023
276;15;JAMBI;1503;150309;SMKS AL FATAH;SWASTA;SMK;C;2021;08/12/2021;31/12/2026;Akreditasi 2021
277;15;JAMBI;1503;150304;SMKS AS SYAFIIYAH;SWASTA;SMK;C;2021;11/11/2021;11/11/2026;Akreditasi 2021
278;15;JAMBI;1503;150306;SMKS IHYAULUMIDDIN;SWASTA;SMK;C;2021;11/11/2021;11/11/2026;Akreditasi 2021
279;15;JAMBI;1503;150306;SMKS KANJENG SEPUH;SWASTA;SMK;C;2022;31/12/2022;31/12/2027;Akreditasi 2022
280;15;JAMBI;1503;150305;SMKS MIFTAHUL ULUM;SWASTA;SMK;B;2022;06/12/2022;06/12/2027;Akreditasi 2022
281;15;JAMBI;1503;150309;SMKS MUHAMMADIYAH;SWASTA;SMK;B;2022;31/12/2022;31/12/2027;Akreditasi 2022
282;15;JAMBI;1503;150306;SMKS NURUL HUDA;SWASTA;SMK;C;2021;08/12/2021;31/12/2026;Akreditasi 2021
283;15;JAMBI;1503;150304;SMK IT HIDAYATUL MUBTADIIEN;SWASTA;SMK;B;2022;08/04/2022;08/04/2027;Akreditasi 2022
284;15;JAMBI;1503;150303;SLBN SAROLANGUN;NEGERI;SLB;A;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
285;15;JAMBI;1502;150202;SMA NEGERI 1 MERANGIN;NEGERI;SMA;A;2022;06/12/2022;06/12/2027;Akreditasi 2022
286;15;JAMBI;1502;150205;SMA NEGERI 2 MERANGIN;NEGERI;SMA;B;2020;15/12/2020;15/12/2025;Akreditasi 2020
287;15;JAMBI;1502;150208;SMAN 3 MERANGIN;NEGERI;SMA;A;2022;06/12/2022;06/12/2027;Akreditasi 2022
288;15;JAMBI;1502;150204;SMAN 4 MERANGIN;NEGERI;SMA;A;2021;08/12/2021;31/12/2026;Akreditasi 2021
289;15;JAMBI;1502;150219;SMAN 5 MERANGIN;NEGERI;SMA;A;2023;21/11/2023;21/11/2028;Akreditasi 2023
290;15;JAMBI;1502;150211;SMA NEGERI 06 MERANGIN;NEGERI;SMA;A;2022;06/12/2022;06/12/2027;Akreditasi 2022
291;15;JAMBI;1502;150202;SMAN 7 MERANGIN;NEGERI;SMA;A;2023;28/04/2023;28/04/2028;Akreditasi 2023
292;15;JAMBI;1502;150206;SMAN 8 MERANGIN;NEGERI;SMA;A;2022;20/10/2022;20/10/2027;Akreditasi 2022
293;15;JAMBI;1502;150201;SMAN 9 MERANGIN;NEGERI;SMA;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
294;15;JAMBI;1502;150203;SMAN 10 MERANGIN;NEGERI;SMA;B;2023;21/11/2023;21/11/2028;Akreditasi 2023
295;15;JAMBI;1502;150207;SMA NEGERI 11 MERANGIN;NEGERI;SMA;B;2023;21/11/2023;21/11/2028;Akreditasi 2023
296;15;JAMBI;1502;150213;SMAN 12 MERANGIN;NEGERI;SMA;A;2021;08/12/2021;31/12/2026;Akreditasi 2021
297;15;JAMBI;1502;150221;SMA NEGERI 13 MERANGIN;NEGERI;SMA;A;2020;15/12/2020;15/12/2025;Akreditasi 2020
298;15;JAMBI;1502;150209;SMAN 14 MERANGIN;NEGERI;SMA;C;2022;21/11/2022;21/11/2027;Akreditasi 2022
299;15;JAMBI;1502;150218;SMAN 15 MERANGIN;NEGERI;SMA;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
300;15;JAMBI;1502;150212;SMAN 16 MERANGIN;NEGERI;SMA;A;2021;08/12/2021;31/12/2026;Akreditasi 2021
301;15;JAMBI;1502;150208;SMAN 17 MERANGIN;NEGERI;SMA;A;2023;21/11/2023;21/11/2028;Akreditasi 2023
302;15;JAMBI;1502;150216;SMA NEGERI 18 MERANGIN;NEGERI;SMA;B;2023;21/11/2023;21/11/2028;Akreditasi 2023
303;15;JAMBI;1502;150224;SMAN 19 MERANGIN;NEGERI;SMA;B;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
304;15;JAMBI;1502;150202;SMA NEGERI 20 MERANGIN;NEGERI;SMA;B;2023;04/12/2023;31/12/2028;Akreditasi 2023
305;15;JAMBI;1502;150202;SMA TERPADU NURUSSALAM AL QONITIN;SWASTA;SMA;C;2023;12/12/2023;12/12/2028;Akreditasi 2023
306;15;JAMBI;1502;150222;SMA-IT DARUL IKHLAS;SWASTA;SMA;C;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
307;15;JAMBI;1502;150223;SMAS UPT BATANG KIBUL;SWASTA;SMA;C;2022;21/11/2022;21/11/2027;Akreditasi 2022
308;15;JAMBI;1502;150220;SMA IT BAITUN NAJJAH BOARDING SCHOOL;SWASTA;SMA;BT;BT;0;0;Rencana Akreditasi 2024
309;15;JAMBI;1502;150212;SMA IT PERMATA HATI MERANGIN;SWASTA;SMA;BT;BT;0;0;Rencana Akreditasi 2024
310;15;JAMBI;1502;150202;SMKN 1 MERANGIN;NEGERI;SMK;A;2020;15/12/2020;15/12/2025;Akreditasi 2020
311;15;JAMBI;1502;150211;SMK NEGERI 2 MERANGIN;NEGERI;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
312;15;JAMBI;1502;150217;SMKN 3 MERANGIN;NEGERI;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
313;15;JAMBI;1502;150208;SMK NEGERI 4 MERANGIN;NEGERI;SMK;B;2022;31/12/2022;31/12/2027;Akreditasi 2022
314;15;JAMBI;1502;150219;SMK NEGERI 5 MERANGIN;NEGERI;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
315;15;JAMBI;1502;150209;SMK NEGERI 6 MERANGIN;NEGERI;SMK;B;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
316;15;JAMBI;1502;150215;SMK NEGERI 7 MERANGIN;NEGERI;SMK;B;2022;31/12/2022;31/12/2027;Akreditasi 2022
317;15;JAMBI;1502;150201;SMK NEGERI 8 MERANGIN;NEGERI;SMK;C;2021;08/12/2021;31/12/2026;Akreditasi 2021
318;15;JAMBI;1502;150220;SMK NEGERI 9 MERANGIN;NEGERI;SMK;B;2022;31/12/2022;31/12/2027;Akreditasi 2022
319;15;JAMBI;1502;150206;SMK NEGERI 10 MERANGIN;NEGERI;SMK;B;2022;06/12/2022;06/12/2027;Akreditasi 2022
320;15;JAMBI;1502;150222;SMK NEGERI 11 MERANGIN;NEGERI;SMK;B;2023;23/10/2023;31/12/2028;Akreditasi 2023
321;15;JAMBI;1502;150214;SMK NEGERI 12 MERANGIN;NEGERI;SMK;B;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
322;15;JAMBI;1502;150223;SMK N 13 MERANGIN;NEGERI;SMK;B;2023;23/10/2023;31/12/2028;Akreditasi 2023
323;15;JAMBI;1502;150208;SMK NEGERI 14 MERANGIN;NEGERI;SMK;B;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
324;15;JAMBI;1502;150212;SMKN SPP MERANGIN;NEGERI;SMK;A;2021;08/12/2021;31/12/2026;Akreditasi 2021
325;15;JAMBI;1502;150206;SMK IT DARUSSALAM PAMENANG;SWASTA;SMK;C;2021;11/11/2021;11/11/2026;Akreditasi 2021
326;15;JAMBI;1502;150213;SMK PN TERPADU MERANGIN;SWASTA;SMK;C;2021;11/11/2021;11/11/2026;Akreditasi 2021
327;15;JAMBI;1502;150221;SMK ZAMURO;SWASTA;SMK;B;2021;11/11/2021;11/11/2026;Akreditasi 2021
328;15;JAMBI;1502;150220;SMKS SULTHON FATTAH;SWASTA;SMK;C;2022;31/12/2022;31/12/2027;Akreditasi 2022
329;15;JAMBI;1502;150202;SLB NEGERI MERANGIN;NEGERI;SLB;A;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
330;15;JAMBI;1502;150213;SLBN PINANG MERAH MERANGIN;NEGERI;SLB;BT;BT;0;0;Rencana Akreditasi 2024
331;15;JAMBI;1508;150813;SMAN 1 BUNGO;NEGERI;SMA;A;2022;06/12/2022;06/12/2027;Akreditasi 2022
332;15;JAMBI;1508;150813;SMAN 2 BUNGO;NEGERI;SMA;A;2020;15/12/2020;15/12/2025;Akreditasi 2020
333;15;JAMBI;1508;150809;SMAN 3 BUNGO;NEGERI;SMA;A;2022;20/10/2022;20/10/2027;Akreditasi 2022
334;15;JAMBI;1508;150811;SMAN 4 BUNGO;NEGERI;SMA;A;2023;28/04/2023;28/04/2028;Akreditasi 2023
335;15;JAMBI;1508;150801;SMAN 5 BUNGO;NEGERI;SMA;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
336;15;JAMBI;1508;150809;SMAN 6 BUNGO;NEGERI;SMA;A;2022;20/10/2022;20/10/2027;Akreditasi 2022
337;15;JAMBI;1508;150817;SMAN 7 BUNGO;NEGERI;SMA;A;2023;21/11/2023;21/11/2028;Akreditasi 2023
338;15;JAMBI;1508;150802;SMAN 8 BUNGO;NEGERI;SMA;A;2023;21/11/2023;21/11/2028;Akreditasi 2023
339;15;JAMBI;1508;150804;SMAN 9 BUNGO;NEGERI;SMA;A;2022;06/12/2022;06/12/2027;Akreditasi 2022
340;15;JAMBI;1508;150806;SMAN 10 BUNGO;NEGERI;SMA;B;2023;28/04/2023;28/04/2028;Akreditasi 2023
341;15;JAMBI;1508;150801;SMAN 11 BUNGO;NEGERI;SMA;B;2023;21/11/2023;21/11/2028;Akreditasi 2023
342;15;JAMBI;1508;150813;SMAN 12 BUNGO;NEGERI;SMA;A;2022;06/12/2022;06/12/2027;Akreditasi 2022
343;15;JAMBI;1508;150815;SMAN 13 BUNGO;NEGERI;SMA;B;2023;28/04/2023;28/04/2028;Akreditasi 2023
344;15;JAMBI;1508;150808;SMAN 14 BUNGO;NEGERI;SMA;B;2023;21/11/2023;21/11/2028;Akreditasi 2023
345;15;JAMBI;1508;150807;SMAN 15 BUNGO;NEGERI;SMA;A;2023;28/04/2023;28/04/2028;Akreditasi 2023
346;15;JAMBI;1508;150817;SMAN 16 BUNGO;NEGERI;SMA;A;2023;12/12/2023;12/12/2024;
347;15;JAMBI;1508;150807;SMAN 17 BUNGO;NEGERI;SMA;B;2022;06/12/2022;06/12/2027;Akreditasi 2022
348;15;JAMBI;1508;150805;SMAN 18 BUNGO;NEGERI;SMA;B;2023;21/11/2023;21/11/2028;Akreditasi 2023
349;15;JAMBI;1508;150816;SMAN 19 BUNGO;NEGERI;SMA;B;2022;06/12/2022;06/12/2027;Akreditasi 2022
350;15;JAMBI;1508;150810;SMAS AL MUSTHAPA;SWASTA;SMA;C;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
351;15;JAMBI;1508;150813;SMAS MUHAMMADIYAH;SWASTA;SMA;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
352;15;JAMBI;1508;150811;SMKN 1 BUNGO;NEGERI;SMK;B;2022;31/12/2022;31/12/2027;Akreditasi 2022
353;15;JAMBI;1508;150810;SMKN 2 BUNGO;NEGERI;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
354;15;JAMBI;1508;150809;SMKN 3 BUNGO;NEGERI;SMK;A;2022;20/10/2022;20/10/2027;Akreditasi 2022
355;15;JAMBI;1508;150808;SMKN 4 BUNGO;NEGERI;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
356;15;JAMBI;1508;150805;SMKN 5 BUNGO;NEGERI;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
357;15;JAMBI;1508;150812;SMKN 6 BUNGO;NEGERI;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
358;15;JAMBI;1508;150807;SMKN 7 BUNGO;NEGERI;SMK;B;2020;15/12/2020;15/12/2025;Akreditasi 2020
359;15;JAMBI;1508;150806;SMKN 8 BUNGO;NEGERI;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
360;15;JAMBI;1508;150806;SMKN 9 BUNGO;NEGERI;SMK;B;2022;31/12/2022;31/12/2027;Akreditasi 2022
361;15;JAMBI;1508;150809;SMKN 11 BUNGO;NEGERI;SMK;C;2023;12/12/2023;12/12/2028;Akreditasi 2023
362;15;JAMBI;1508;150804;SMKN 10 BUNGO;NEGERI;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
363;15;JAMBI;1508;150814;SMKN 12 BUNGO;NEGERI;SMK;B;2023;04/12/2023;31/12/2028;Akreditasi 2023
364;15;JAMBI;1508;150806;SMKN 13 BUNGO;NEGERI;SMK;C;2023;12/12/2023;12/12/2028;Akreditasi 2023
365;15;JAMBI;1508;150813;SMKS SETIH SETIO 1 MUARA BUNGO;SWASTA;SMK;C;2023;12/12/2023;12/12/2028;Akreditasi 2023
366;15;JAMBI;1508;150813;SMKS SETIH SETIO 2 MUARA BUNGO;SWASTA;SMK;B;2021;08/12/2021;31/12/2026;Akreditasi 2021
367;15;JAMBI;1508;150817;SMK KESEHATAN DHARMA ANANDA;SWASTA;SMK;C;2023;12/12/2023;12/12/2028;Akreditasi 2023
368;15;JAMBI;1508;150804;SMK TERPADU ASWAJA;SWASTA;SMK;C;2023;12/12/2023;12/12/2028;Akreditasi 2023
369;15;JAMBI;1508;150809;SMKS BANGUN NUSANTARA;SWASTA;SMK;B;2023;12/12/2023;12/12/2028;Akreditasi 2023
370;15;JAMBI;1508;150813;SMKS ISLAM ANDALUSIA;SWASTA;SMK;C;2022;31/12/2022;31/12/2027;Akreditasi 2022
371;15;JAMBI;1508;150813;SLBN MUARA BUNGO;NEGERI;SLB;B;2019;18/11/2019;18/11/2024;Rencana Akreditasi 2024
