kode_provinsi ;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;data_pokok;tahun_ajaran;status;jenjang_pendidikan;jumlah
15;JAMBI;1502;150221;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1502;150221;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
15;JAMBI;1502;150203;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;150203;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;150203;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;150203;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1502;150203;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1502;150203;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;150211;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;150211;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;150211;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;150211;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;150211;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;150211;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;150206;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;150206;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;150206;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;150206;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;150206;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;150206;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
15;JAMBI;1502;150213;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;1
15;JAMBI;1502;150213;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;150213;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;150213;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;150213;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;150213;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
15;JAMBI;1502;150220;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;150220;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;150220;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
15;JAMBI;1502;150220;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1502;150220;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;150220;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
15;JAMBI;1502;150217;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;150217;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;150217;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
15;JAMBI;1502;150217;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;150217;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;150217;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;150219;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;150219;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;150219;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;150219;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;150219;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;150219;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;150216;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;150216;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;150216;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;150216;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;150216;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1502;150216;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;150204;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;150204;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;150204;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;150204;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;150204;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1502;150204;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;150205;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;150205;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;150205;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;150205;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;150205;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1502;150205;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;150223;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;150223;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;150223;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
15;JAMBI;1502;150223;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1502;150223;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;150223;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;150214;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;150214;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;150214;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
15;JAMBI;1502;150214;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;150214;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;150214;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;150222;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;150222;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;150222;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
15;JAMBI;1502;150222;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1502;150222;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;150222;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;150208;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;150208;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;150208;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1502;150208;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;150208;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;2
15;JAMBI;1502;150208;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;150215;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;150215;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;150215;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
15;JAMBI;1502;150215;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;150215;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1502;150215;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;150207;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;150207;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;150207;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;150207;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;150207;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1502;150207;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1502;150224;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1502;150224;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1502;150224;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1502;150224;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1502;150224;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1502;150224;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1505;150510;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1505;150510;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1505;150510;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1505;150510;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1505;150510;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1505;150510;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1505;150509;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1505;150509;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1505;150509;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1505;150509;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1505;150509;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1505;150509;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1505;150501;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1505;150501;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;1
15;JAMBI;1505;150501;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;5
15;JAMBI;1505;150501;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;3
15;JAMBI;1505;150501;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;2
15;JAMBI;1505;150501;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1505;150503;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1505;150503;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1505;150503;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1505;150503;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;3
15;JAMBI;1505;150503;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1505;150503;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1505;150506;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1505;150506;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1505;150506;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1505;150506;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;6
15;JAMBI;1505;150506;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1505;150506;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;2
15;JAMBI;1505;150504;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1505;150504;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1505;150504;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1505;150504;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;2
15;JAMBI;1505;150504;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1505;150504;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1505;150505;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1505;150505;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1505;150505;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;3
15;JAMBI;1505;150505;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;4
15;JAMBI;1505;150505;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1505;150505;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;3
15;JAMBI;1505;150502;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;1
15;JAMBI;1505;150502;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1505;150502;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;3
15;JAMBI;1505;150502;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;2
15;JAMBI;1505;150502;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1505;150502;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
15;JAMBI;1505;150507;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;1
15;JAMBI;1505;150507;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1505;150507;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1505;150507;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;2
15;JAMBI;1505;150507;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;2
15;JAMBI;1505;150507;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;2
15;JAMBI;1505;150508;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1505;150508;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1505;150508;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;3
15;JAMBI;1505;150508;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;11
15;JAMBI;1505;150508;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1505;150508;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
15;JAMBI;1505;150511;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1505;150511;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1505;150511;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
15;JAMBI;1505;150511;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1505;150511;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1505;150511;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1503;150307;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1503;150307;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1503;150307;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1503;150307;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1503;150307;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;2
15;JAMBI;1503;150307;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1503;150301;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1503;150301;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1503;150301;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1503;150301;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1503;150301;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;2
15;JAMBI;1503;150301;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1503;150308;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1503;150308;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1503;150308;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1503;150308;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;3
15;JAMBI;1503;150308;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1503;150308;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
15;JAMBI;1503;150310;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1503;150310;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1503;150310;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1503;150310;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1503;150310;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1503;150310;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1503;150302;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1503;150302;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1503;150302;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1503;150302;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1503;150302;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1503;150302;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1503;150306;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1503;150306;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1503;150306;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1503;150306;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1503;150306;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;2
15;JAMBI;1503;150306;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;3
15;JAMBI;1503;150304;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1503;150304;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1503;150304;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1503;150304;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1503;150304;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1503;150304;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;2
15;JAMBI;1503;150305;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1503;150305;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1503;150305;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1503;150305;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;3
15;JAMBI;1503;150305;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1503;150305;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;2
15;JAMBI;1503;150303;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;1
15;JAMBI;1503;150303;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1503;150303;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1503;150303;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1503;150303;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;3
15;JAMBI;1503;150303;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1503;150309;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1503;150309;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1503;150309;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1503;150309;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;4
15;JAMBI;1503;150309;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1503;150309;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;3
15;JAMBI;1506;150607;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1506;150607;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;150607;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1506;150607;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;2
15;JAMBI;1506;150607;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1506;150607;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1506;150604;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1506;150604;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;150604;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1506;150604;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;5
15;JAMBI;1506;150604;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1506;150604;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;1
15;JAMBI;1506;150611;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1506;150611;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;150611;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
15;JAMBI;1506;150611;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;3
15;JAMBI;1506;150611;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1506;150611;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1506;150612;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1506;150612;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;150612;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1506;150612;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;2
15;JAMBI;1506;150612;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1506;150612;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1506;150605;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;1
15;JAMBI;1506;150605;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;150605;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1506;150605;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;0
15;JAMBI;1506;150605;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1506;150605;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1506;150609;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1506;150609;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;150609;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;1
15;JAMBI;1506;150609;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;1
15;JAMBI;1506;150609;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1506;150609;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1506;150603;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1506;150603;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;150603;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1506;150603;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;5
15;JAMBI;1506;150603;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1506;150603;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1506;150608;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1506;150608;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;150608;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1506;150608;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;2
15;JAMBI;1506;150608;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1506;150608;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1506;150610;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1506;150610;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;150610;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;0
15;JAMBI;1506;150610;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;4
15;JAMBI;1506;150610;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;1
15;JAMBI;1506;150610;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
15;JAMBI;1506;150613;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SLB;0
15;JAMBI;1506;150613;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SLB;0
15;JAMBI;1506;150613;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMA;2
15;JAMBI;1506;150613;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMA;6
15;JAMBI;1506;150613;DATA SEKOLAH;2024/2025 GENAP;NEGERI;SMK;0
15;JAMBI;1506;150613;DATA SEKOLAH;2024/2025 GENAP;SWASTA;SMK;0
