id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;data_pokok;satuan;tahun_ajaran;status;bidang_pendidikan;jumlah
1;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;L;TK;89
2;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;L;KB;169
3;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;L;TPA;0
4;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;L;SPS;34
5;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;L;PKBM;94
6;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;L;SKB;32
7;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;L;SD;412
8;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;L;SMP;49
9;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;L;SMA;0
10;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;L;SMK;0
11;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;L;SLB;0
12;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;P;TK;102
13;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;P;KB;151
14;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;P;TPA;0
15;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;P;SPS;39
16;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;P;PKBM;41
17;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;P;SKB;49
18;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;P;SD;411
19;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;P;SMP;34
20;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;P;SMA;0
21;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;P;SMK;0
22;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GENAP;P;SLB;0
23;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;L;TK;84
24;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;L;KB;171
25;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;L;TPA;0
26;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;L;SPS;34
27;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;L;PKBM;103
28;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;L;SKB;33
29;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;L;SD;415
30;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;L;SMP;51
31;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;L;SMA;0
32;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;L;SMK;0
33;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;L;SLB;0
34;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;P;TK;96
35;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;P;KB;151
36;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;P;TPA;0
37;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;P;SPS;39
38;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;P;PKBM;56
39;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;P;SKB;49
40;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;P;SD;415
41;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;P;SMP;35
42;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;P;SMA;0
43;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;P;SMK;0
44;15;JAMBI;1501;150105;PESERTA DIDIK;JIWA;2022/2023 GANJIL;P;SLB;0
