id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;jenis_bencana;tanggal_kejadian;kondisi_kerusakan;satuan;jumlah_kejadian; jumlah_kerugian 
1349;15;JAMBI;1507;150710;KEBAKARAN PEMUKIMAN;16/07/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1350;15;JAMBI;1507;150710;KEBAKARAN PEMUKIMAN;16/07/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1351;15;JAMBI;1507;150710;KEBAKARAN PEMUKIMAN;16/07/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1352;15;JAMBI;1507;150709;KARHUTLA;26/07/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1353;15;JAMBI;1507;150709;KARHUTLA;26/07/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1354;15;JAMBI;1507;150709;KARHUTLA;26/07/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1355;15;JAMBI;1507;150709;KARHUTLA;26/07/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1356;15;JAMBI;1507;150705;KARHUTLA;26/07/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1357;15;JAMBI;1507;150705;KARHUTLA;26/07/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1358;15;JAMBI;1507;150705;KARHUTLA;26/07/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1359;15;JAMBI;1507;150705;KARHUTLA;26/07/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1360;15;JAMBI;1506;150602;ABRASI;02/07/2023;RUMAH RUSAK BERAT;UNIT;5; Rp- 
1361;15;JAMBI;1506;150602;ABRASI;02/07/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1362;15;JAMBI;1506;150602;ABRASI;02/07/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1363;15;JAMBI;1506;150602;ABRASI;02/07/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1364;15;JAMBI;1506;150613;TANAH LONGSOR;24/07/2023;RUMAH RUSAK BERAT;UNIT;1; Rp- 
1365;15;JAMBI;1506;150613;TANAH LONGSOR;24/07/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1366;15;JAMBI;1506;150613;TANAH LONGSOR;24/07/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1367;15;JAMBI;1506;150613;TANAH LONGSOR;24/07/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1368;15;JAMBI;1506;-;BANJIR;09/07/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1369;15;JAMBI;1506;-;BANJIR;09/07/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1370;15;JAMBI;1506;-;BANJIR;09/07/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1371;15;JAMBI;1506;-;BANJIR;09/07/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1372;15;JAMBI;1506;150607;KARHUTLA;25/07/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1373;15;JAMBI;1506;150607;KARHUTLA;25/07/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1374;15;JAMBI;1506;150607;KARHUTLA;25/07/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1375;15;JAMBI;1506;150607;KARHUTLA;25/07/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1376;15;JAMBI;1506;150601;KARHUTLA;29/07/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1377;15;JAMBI;1506;150601;KARHUTLA;29/07/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1378;15;JAMBI;1506;150601;KARHUTLA;29/07/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1379;15;JAMBI;1506;150601;KARHUTLA;29/07/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1380;15;JAMBI;1502;150210;KARHUTLA;12/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1381;15;JAMBI;1502;150210;KARHUTLA;12/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1382;15;JAMBI;1502;150210;KARHUTLA;12/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1383;15;JAMBI;1502;150210;KARHUTLA;12/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1384;15;JAMBI;1502;150214;BANJIR;22/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1385;15;JAMBI;1502;150214;BANJIR;22/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1386;15;JAMBI;1502;150214;BANJIR;22/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1387;15;JAMBI;1502;150214;BANJIR;22/08/2023;RUMAH TERENDAM;UNIT;42; Rp- 
1388;15;JAMBI;1502;150213;KEBAKARAN PEMUKIMAN;25/08/2023;RUMAH RUSAK BERAT;UNIT;2; Rp- 
1389;15;JAMBI;1502;150213;KEBAKARAN PEMUKIMAN;25/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1390;15;JAMBI;1502;150213;KEBAKARAN PEMUKIMAN;25/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1391;15;JAMBI;1502;150213;KEBAKARAN PEMUKIMAN;25/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1392;15;JAMBI;1508;150813;KARHUTLA;12/08/2023;RUMAH RUSAK BERAT;UNIT;1;Rp150.000.000,00
1393;15;JAMBI;1508;150813;KARHUTLA;12/08/2023;RUMAH RUSAK SEDANG;UNIT;0;Rp150.000.000,00
1394;15;JAMBI;1508;150813;KARHUTLA;12/08/2023;RUMAH RUSAK RINGAN;UNIT;0;Rp150.000.000,00
1395;15;JAMBI;1508;150813;KARHUTLA;12/08/2023;RUMAH TERENDAM;UNIT;0;Rp150.000.000,00
1396;15;JAMBI;1508;150803;KARHUTLA;21/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1397;15;JAMBI;1508;150803;KARHUTLA;21/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1398;15;JAMBI;1508;150803;KARHUTLA;21/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1399;15;JAMBI;1508;150803;KARHUTLA;21/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1400;15;JAMBI;1508;150810;KARHUTLA;25/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1401;15;JAMBI;1508;150810;KARHUTLA;25/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1402;15;JAMBI;1508;150810;KARHUTLA;25/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1403;15;JAMBI;1508;150810;KARHUTLA;25/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1404;15;JAMBI;1504;150403;KARHUTLA;01/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1405;15;JAMBI;1504;150403;KARHUTLA;01/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1406;15;JAMBI;1504;150403;KARHUTLA;01/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1407;15;JAMBI;1504;150403;KARHUTLA;01/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1408;15;JAMBI;1504;150405;KEBAKARAN PEMUKIMAN;02/08/2023;RUMAH RUSAK BERAT;UNIT;1; Rp- 
1409;15;JAMBI;1504;150405;KEBAKARAN PEMUKIMAN;02/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1410;15;JAMBI;1504;150405;KEBAKARAN PEMUKIMAN;02/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1411;15;JAMBI;1504;150405;KEBAKARAN PEMUKIMAN;02/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1412;15;JAMBI;1504;150404;KARHUTLA;05/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1413;15;JAMBI;1504;150404;KARHUTLA;05/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1414;15;JAMBI;1504;150404;KARHUTLA;05/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1415;15;JAMBI;1504;150404;KARHUTLA;05/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1416;15;JAMBI;1504;150403;KEBAKARAN PEMUKIMAN;07/08/2023;RUMAH RUSAK BERAT;UNIT;1; Rp- 
1417;15;JAMBI;1504;150403;KEBAKARAN PEMUKIMAN;07/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1418;15;JAMBI;1504;150403;KEBAKARAN PEMUKIMAN;07/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1419;15;JAMBI;1504;150403;KEBAKARAN PEMUKIMAN;07/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1420;15;JAMBI;1504;150405;KARHUTLA;10/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1421;15;JAMBI;1504;150405;KARHUTLA;10/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1422;15;JAMBI;1504;150405;KARHUTLA;10/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1423;15;JAMBI;1504;150405;KARHUTLA;10/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1424;15;JAMBI;1504;150403;KARHUTLA;10/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1425;15;JAMBI;1504;150403;KARHUTLA;10/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1426;15;JAMBI;1504;150403;KARHUTLA;10/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1427;15;JAMBI;1504;150403;KARHUTLA;10/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1428;15;JAMBI;1504;150401;KEBAKARAN PEMUKIMAN;10/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1429;15;JAMBI;1504;150401;KEBAKARAN PEMUKIMAN;10/08/2023;RUMAH RUSAK SEDANG;UNIT;1; Rp- 
1430;15;JAMBI;1504;150401;KEBAKARAN PEMUKIMAN;10/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1431;15;JAMBI;1504;150401;KEBAKARAN PEMUKIMAN;10/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1432;15;JAMBI;1504;150403;KARHUTLA;11/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1433;15;JAMBI;1504;150403;KARHUTLA;11/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1434;15;JAMBI;1504;150403;KARHUTLA;11/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1435;15;JAMBI;1504;150403;KARHUTLA;11/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1436;15;JAMBI;1504;150403;KARHUTLA;11/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1437;15;JAMBI;1504;150403;KARHUTLA;11/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1438;15;JAMBI;1504;150403;KARHUTLA;11/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1439;15;JAMBI;1504;150403;KARHUTLA;11/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1440;15;JAMBI;1504;150403;KARHUTLA;16/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1441;15;JAMBI;1504;150403;KARHUTLA;16/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1442;15;JAMBI;1504;150403;KARHUTLA;16/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1443;15;JAMBI;1504;150403;KARHUTLA;16/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1444;15;JAMBI;1504;150404;KEBAKARAN PEMUKIMAN;20/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1445;15;JAMBI;1504;150404;KEBAKARAN PEMUKIMAN;20/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1446;15;JAMBI;1504;150404;KEBAKARAN PEMUKIMAN;20/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1447;15;JAMBI;1504;150404;KEBAKARAN PEMUKIMAN;20/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1448;15;JAMBI;1504;150403;KARHUTLA;24/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1449;15;JAMBI;1504;150403;KARHUTLA;24/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1450;15;JAMBI;1504;150403;KARHUTLA;24/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1451;15;JAMBI;1504;150403;KARHUTLA;24/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1452;15;JAMBI;1504;150403;KARHUTLA;25/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1453;15;JAMBI;1504;150403;KARHUTLA;25/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1454;15;JAMBI;1504;150403;KARHUTLA;25/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1455;15;JAMBI;1504;150403;KARHUTLA;25/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1456;15;JAMBI;1504;150402;KARHUTLA;31/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1457;15;JAMBI;1504;150402;KARHUTLA;31/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1458;15;JAMBI;1504;150402;KARHUTLA;31/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1459;15;JAMBI;1504;150402;KARHUTLA;31/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1460;15;JAMBI;1572;157203;KEBAKARAN PEMUKIMAN;10/08/2023;RUMAH RUSAK BERAT;UNIT;1;Rp50.000.000,00
1461;15;JAMBI;1572;157203;KEBAKARAN PEMUKIMAN;10/08/2023;RUMAH RUSAK SEDANG;UNIT;0;Rp50.000.000,00
1462;15;JAMBI;1572;157203;KEBAKARAN PEMUKIMAN;10/08/2023;RUMAH RUSAK RINGAN;UNIT;0;Rp50.000.000,00
1463;15;JAMBI;1572;157203;KEBAKARAN PEMUKIMAN;10/08/2023;RUMAH TERENDAM;UNIT;0;Rp50.000.000,00
1464;15;JAMBI;1572;157208;KEBAKARAN PEMUKIMAN;11/08/2023;RUMAH RUSAK BERAT;UNIT;0;Rp10.000.000,00
1465;15;JAMBI;1572;157208;KEBAKARAN PEMUKIMAN;11/08/2023;RUMAH RUSAK SEDANG;UNIT;0;Rp10.000.000,00
1466;15;JAMBI;1572;157208;KEBAKARAN PEMUKIMAN;11/08/2023;RUMAH RUSAK RINGAN;UNIT;1;Rp10.000.000,00
1467;15;JAMBI;1572;157208;KEBAKARAN PEMUKIMAN;11/08/2023;RUMAH TERENDAM;UNIT;0;Rp10.000.000,00
1468;15;JAMBI;1572;157207;KEBAKARAN PEMUKIMAN;17/08/2023;RUMAH RUSAK BERAT;UNIT;0;Rp5.000.000,00
1469;15;JAMBI;1572;157207;KEBAKARAN PEMUKIMAN;17/08/2023;RUMAH RUSAK SEDANG;UNIT;0;Rp5.000.000,00
1470;15;JAMBI;1572;157207;KEBAKARAN PEMUKIMAN;17/08/2023;RUMAH RUSAK RINGAN;UNIT;1;Rp5.000.000,00
1471;15;JAMBI;1572;157207;KEBAKARAN PEMUKIMAN;17/08/2023;RUMAH TERENDAM;UNIT;0;Rp5.000.000,00
1472;15;JAMBI;1505;150503;KARHUTLA;05/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1473;15;JAMBI;1505;150503;KARHUTLA;05/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1474;15;JAMBI;1505;150503;KARHUTLA;05/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1475;15;JAMBI;1505;150503;KARHUTLA;05/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1476;15;JAMBI;1505;150504;KARHUTLA;05/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1477;15;JAMBI;1505;150504;KARHUTLA;05/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1478;15;JAMBI;1505;150504;KARHUTLA;05/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1479;15;JAMBI;1505;150504;KARHUTLA;05/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1480;15;JAMBI;1505;150501;KARHUTLA;05/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1481;15;JAMBI;1505;150501;KARHUTLA;05/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1482;15;JAMBI;1505;150501;KARHUTLA;05/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1483;15;JAMBI;1505;150501;KARHUTLA;05/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1484;15;JAMBI;1505;150504;KARHUTLA;08/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1485;15;JAMBI;1505;150504;KARHUTLA;08/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1486;15;JAMBI;1505;150504;KARHUTLA;08/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1487;15;JAMBI;1505;150504;KARHUTLA;08/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1488;15;JAMBI;1505;150511;KARHUTLA;09/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1489;15;JAMBI;1505;150511;KARHUTLA;09/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1490;15;JAMBI;1505;150511;KARHUTLA;09/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1491;15;JAMBI;1505;150511;KARHUTLA;09/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1492;15;JAMBI;1505;150511;KARHUTLA;11/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1493;15;JAMBI;1505;150511;KARHUTLA;11/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1494;15;JAMBI;1505;150511;KARHUTLA;11/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1495;15;JAMBI;1505;150511;KARHUTLA;11/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1496;15;JAMBI;1505;150502;KARHUTLA;14/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1497;15;JAMBI;1505;150502;KARHUTLA;14/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1498;15;JAMBI;1505;150502;KARHUTLA;14/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1499;15;JAMBI;1505;150502;KARHUTLA;14/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1500;15;JAMBI;1505;150504;KARHUTLA;14/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1501;15;JAMBI;1505;150504;KARHUTLA;14/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1502;15;JAMBI;1505;150504;KARHUTLA;14/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1503;15;JAMBI;1505;150504;KARHUTLA;14/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1504;15;JAMBI;1505;150506;KEBAKARAN PEMUKIMAN;17/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1505;15;JAMBI;1505;150506;KEBAKARAN PEMUKIMAN;17/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1506;15;JAMBI;1505;150506;KEBAKARAN PEMUKIMAN;17/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1507;15;JAMBI;1505;150506;KEBAKARAN PEMUKIMAN;17/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1508;15;JAMBI;1505;150502;KEBAKARAN PEMUKIMAN;23/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1509;15;JAMBI;1505;150502;KEBAKARAN PEMUKIMAN;23/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1510;15;JAMBI;1505;150502;KEBAKARAN PEMUKIMAN;23/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1511;15;JAMBI;1505;150502;KEBAKARAN PEMUKIMAN;23/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1512;15;JAMBI;1505;150506;KEBAKARAN PEMUKIMAN;30/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1513;15;JAMBI;1505;150506;KEBAKARAN PEMUKIMAN;30/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1514;15;JAMBI;1505;150506;KEBAKARAN PEMUKIMAN;30/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1515;15;JAMBI;1505;150506;KEBAKARAN PEMUKIMAN;30/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1516;15;JAMBI;1505;150506;KEBAKARAN PEMUKIMAN;31/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1517;15;JAMBI;1505;150506;KEBAKARAN PEMUKIMAN;31/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1518;15;JAMBI;1505;150506;KEBAKARAN PEMUKIMAN;31/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1519;15;JAMBI;1505;150506;KEBAKARAN PEMUKIMAN;31/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1520;15;JAMBI;1501;150120;KEBAKARAN PEMUKIMAN;08/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1521;15;JAMBI;1501;150120;KEBAKARAN PEMUKIMAN;08/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1522;15;JAMBI;1501;150120;KEBAKARAN PEMUKIMAN;08/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1523;15;JAMBI;1501;150120;KEBAKARAN PEMUKIMAN;08/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1524;15;JAMBI;1501;150104;KEBAKARAN PEMUKIMAN;04/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1525;15;JAMBI;1501;150104;KEBAKARAN PEMUKIMAN;04/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1526;15;JAMBI;1501;150104;KEBAKARAN PEMUKIMAN;04/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1527;15;JAMBI;1501;150104;KEBAKARAN PEMUKIMAN;04/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1528;15;JAMBI;1507;150706;KARHUTLA;01/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1529;15;JAMBI;1507;150706;KARHUTLA;01/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1530;15;JAMBI;1507;150706;KARHUTLA;01/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1531;15;JAMBI;1507;150706;KARHUTLA;01/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1532;15;JAMBI;1507;150705;KARHUTLA;01/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1533;15;JAMBI;1507;150705;KARHUTLA;01/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1534;15;JAMBI;1507;150705;KARHUTLA;01/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1535;15;JAMBI;1507;150705;KARHUTLA;01/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1536;15;JAMBI;1507;150705;KARHUTLA;01/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1537;15;JAMBI;1507;150705;KARHUTLA;01/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1538;15;JAMBI;1507;150705;KARHUTLA;01/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1539;15;JAMBI;1507;150705;KARHUTLA;01/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1540;15;JAMBI;1507;150709;KARHUTLA;02/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1541;15;JAMBI;1507;150709;KARHUTLA;02/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1542;15;JAMBI;1507;150709;KARHUTLA;02/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1543;15;JAMBI;1507;150709;KARHUTLA;02/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1544;15;JAMBI;1507;150707;KARHUTLA;05/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1545;15;JAMBI;1507;150707;KARHUTLA;05/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1546;15;JAMBI;1507;150707;KARHUTLA;05/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1547;15;JAMBI;1507;150707;KARHUTLA;05/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1548;15;JAMBI;1507;150707;KARHUTLA;07/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1549;15;JAMBI;1507;150707;KARHUTLA;07/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1550;15;JAMBI;1507;150707;KARHUTLA;07/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1551;15;JAMBI;1507;150707;KARHUTLA;07/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1552;15;JAMBI;1507;150709;KARHUTLA;13/08/2023;RUMAH RUSAK BERAT;UNIT;1; Rp- 
1553;15;JAMBI;1507;150709;KARHUTLA;13/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1554;15;JAMBI;1507;150709;KARHUTLA;13/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1555;15;JAMBI;1507;150709;KARHUTLA;13/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1556;15;JAMBI;1507;150702;KARHUTLA;13/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1557;15;JAMBI;1507;150702;KARHUTLA;13/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1558;15;JAMBI;1507;150702;KARHUTLA;13/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1559;15;JAMBI;1507;150702;KARHUTLA;13/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1560;15;JAMBI;1507;150702;KARHUTLA;28/08/2023;RUMAH RUSAK BERAT;UNIT;2; Rp- 
1561;15;JAMBI;1507;150702;KARHUTLA;28/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1562;15;JAMBI;1507;150702;KARHUTLA;28/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1563;15;JAMBI;1507;150702;KARHUTLA;28/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1564;15;JAMBI;1506;150608;KARHUTLA;01/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1565;15;JAMBI;1506;150608;KARHUTLA;01/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
1566;15;JAMBI;1506;150608;KARHUTLA;01/08/2023;RUMAH RUSAK RINGAN;UNIT;0; Rp- 
1567;15;JAMBI;1506;150608;KARHUTLA;01/08/2023;RUMAH TERENDAM;UNIT;0; Rp- 
1568;15;JAMBI;1506;150604;KARHUTLA;02/08/2023;RUMAH RUSAK BERAT;UNIT;0; Rp- 
1569;15;JAMBI;1506;150604;KARHUTLA;02/08/2023;RUMAH RUSAK SEDANG;UNIT;0; Rp- 
