id;kode_provinsi;nama_provinsi;kode_kabupaten_kota;kode_kecamatan;tanggal_kejadian;keterangan;satuan;jumlah_kejadian; jumlah_kerugian 
1068;15;JAMBI;1506;150604;04/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
1069;15;JAMBI;1506;150604;04/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
1070;15;JAMBI;1506;150604;04/07/2024;SARANA IBADAH;UNIT;0; Rp- 
1071;15;JAMBI;1506;150604;04/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
1072;15;JAMBI;1506;150604;04/07/2024;PERKANTORAN;UNIT;0; Rp- 
1073;15;JAMBI;1506;150604;04/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
1074;15;JAMBI;1506;150604;04/07/2024;JEMBATAN;UNIT;0; Rp- 
1075;15;JAMBI;1506;150604;04/07/2024;JALAN;KM;0; Rp- 
1076;15;JAMBI;1506;150604;04/07/2024;SAWAH;HA;0; Rp- 
1077;15;JAMBI;1506;150604;04/07/2024;KEBUN/HUTAN;HA;0; Rp- 
1078;15;JAMBI;1506;150604;04/07/2024;KOLAM;HA;0; Rp- 
1079;15;JAMBI;1506;150604;04/07/2024;IRIGASI;HA;0; Rp- 
200;15;JAMBI;1572;157202;07/07/2024;MENINGGAL;JIWA;0; Rp- 
201;15;JAMBI;1572;157202;07/07/2024;HILANG;JIWA;0; Rp- 
202;15;JAMBI;1572;157202;07/07/2024;LUKA;JIWA;0; Rp- 
203;15;JAMBI;1572;157202;07/07/2024;MENDERITA;JIWA;321; Rp- 
204;15;JAMBI;1572;157202;07/07/2024;MENGUNGSI;JIWA;0; Rp- 
205;15;JAMBI;1572;157202;07/07/2024;RUMAH RB;UNIT;0; Rp- 
206;15;JAMBI;1572;157202;07/07/2024;RUMAH RS;UNIT;0; Rp- 
207;15;JAMBI;1572;157202;07/07/2024;RUMAH RR;UNIT;0; Rp- 
208;15;JAMBI;1572;157202;07/07/2024;RUMAH TERENDAM;UNIT;93; Rp- 
209;15;JAMBI;1572;157202;07/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
210;15;JAMBI;1572;157202;07/07/2024;SARANA IBADAH;UNIT;0; Rp- 
211;15;JAMBI;1572;157202;07/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
212;15;JAMBI;1572;157202;07/07/2024;PERKANTORAN;UNIT;0; Rp- 
213;15;JAMBI;1572;157202;07/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
214;15;JAMBI;1572;157202;07/07/2024;JEMBATAN;UNIT;0; Rp- 
215;15;JAMBI;1572;157202;07/07/2024;JALAN;KM;0; Rp- 
216;15;JAMBI;1572;157202;07/07/2024;SAWAH;HA;0; Rp- 
217;15;JAMBI;1572;157202;07/07/2024;KEBUN/HUTAN;HA;0; Rp- 
218;15;JAMBI;1572;157202;07/07/2024;KOLAM;HA;0; Rp- 
219;15;JAMBI;1572;157202;07/07/2024;IRIGASI;HA;0; Rp- 
220;15;JAMBI;1572;157202;07/07/2024;MENINGGAL;JIWA;0; Rp- 
221;15;JAMBI;1572;157202;07/07/2024;HILANG;JIWA;0; Rp- 
222;15;JAMBI;1572;157202;07/07/2024;LUKA;JIWA;0; Rp- 
223;15;JAMBI;1572;157202;07/07/2024;MENDERITA;JIWA;0; Rp- 
224;15;JAMBI;1572;157202;07/07/2024;MENGUNGSI;JIWA;0; Rp- 
225;15;JAMBI;1572;157202;07/07/2024;RUMAH RB;UNIT;0; Rp- 
226;15;JAMBI;1572;157202;07/07/2024;RUMAH RS;UNIT;0; Rp- 
227;15;JAMBI;1572;157202;07/07/2024;RUMAH RR;UNIT;0; Rp- 
228;15;JAMBI;1572;157202;07/07/2024;RUMAH TERENDAM;UNIT;154; Rp- 
229;15;JAMBI;1572;157202;07/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
230;15;JAMBI;1572;157202;07/07/2024;SARANA IBADAH;UNIT;0; Rp- 
231;15;JAMBI;1572;157202;07/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
232;15;JAMBI;1572;157202;07/07/2024;PERKANTORAN;UNIT;0; Rp- 
233;15;JAMBI;1572;157202;07/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
234;15;JAMBI;1572;157202;07/07/2024;JEMBATAN;UNIT;0; Rp- 
235;15;JAMBI;1572;157202;07/07/2024;JALAN;KM;0; Rp- 
236;15;JAMBI;1572;157202;07/07/2024;SAWAH;HA;0; Rp- 
237;15;JAMBI;1572;157202;07/07/2024;KEBUN/HUTAN;HA;0; Rp- 
238;15;JAMBI;1572;157202;07/07/2024;KOLAM;HA;0; Rp- 
239;15;JAMBI;1572;157202;07/07/2024;IRIGASI;HA;0; Rp- 
240;15;JAMBI;1572;157208;07/07/2024;MENINGGAL;JIWA;0; Rp- 
241;15;JAMBI;1572;157208;07/07/2024;HILANG;JIWA;0; Rp- 
242;15;JAMBI;1572;157208;07/07/2024;LUKA;JIWA;0; Rp- 
243;15;JAMBI;1572;157208;07/07/2024;MENDERITA;JIWA;0; Rp- 
244;15;JAMBI;1572;157208;07/07/2024;MENGUNGSI;JIWA;0; Rp- 
245;15;JAMBI;1572;157208;07/07/2024;RUMAH RB;UNIT;0; Rp- 
246;15;JAMBI;1572;157208;07/07/2024;RUMAH RS;UNIT;0; Rp- 
247;15;JAMBI;1572;157208;07/07/2024;RUMAH RR;UNIT;0; Rp- 
248;15;JAMBI;1572;157208;07/07/2024;RUMAH TERENDAM;UNIT;50; Rp- 
249;15;JAMBI;1572;157208;07/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
250;15;JAMBI;1572;157208;07/07/2024;SARANA IBADAH;UNIT;0; Rp- 
251;15;JAMBI;1572;157208;07/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
252;15;JAMBI;1572;157208;07/07/2024;PERKANTORAN;UNIT;0; Rp- 
253;15;JAMBI;1572;157208;07/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
254;15;JAMBI;1572;157208;07/07/2024;JEMBATAN;UNIT;0; Rp- 
255;15;JAMBI;1572;157208;07/07/2024;JALAN;KM;0; Rp- 
256;15;JAMBI;1572;157208;07/07/2024;SAWAH;HA;0; Rp- 
257;15;JAMBI;1572;157208;07/07/2024;KEBUN/HUTAN;HA;0; Rp- 
258;15;JAMBI;1572;157208;07/07/2024;KOLAM;HA;0; Rp- 
259;15;JAMBI;1572;157208;07/07/2024;IRIGASI;HA;0; Rp- 
260;15;JAMBI;1572;157208;07/07/2024;MENINGGAL;JIWA;0; Rp- 
261;15;JAMBI;1572;157208;07/07/2024;HILANG;JIWA;0; Rp- 
262;15;JAMBI;1572;157208;07/07/2024;LUKA;JIWA;0; Rp- 
263;15;JAMBI;1572;157208;07/07/2024;MENDERITA;JIWA;0; Rp- 
264;15;JAMBI;1572;157208;07/07/2024;MENGUNGSI;JIWA;0; Rp- 
265;15;JAMBI;1572;157208;07/07/2024;RUMAH RB;UNIT;0; Rp- 
266;15;JAMBI;1572;157208;07/07/2024;RUMAH RS;UNIT;0; Rp- 
267;15;JAMBI;1572;157208;07/07/2024;RUMAH RR;UNIT;0; Rp- 
268;15;JAMBI;1572;157208;07/07/2024;RUMAH TERENDAM;UNIT;10; Rp- 
269;15;JAMBI;1572;157208;07/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
270;15;JAMBI;1572;157208;07/07/2024;SARANA IBADAH;UNIT;0; Rp- 
271;15;JAMBI;1572;157208;07/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
272;15;JAMBI;1572;157208;07/07/2024;PERKANTORAN;UNIT;0; Rp- 
273;15;JAMBI;1572;157208;07/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
274;15;JAMBI;1572;157208;07/07/2024;JEMBATAN;UNIT;0; Rp- 
275;15;JAMBI;1572;157208;07/07/2024;JALAN;KM;0; Rp- 
276;15;JAMBI;1572;157208;07/07/2024;SAWAH;HA;0; Rp- 
277;15;JAMBI;1572;157208;07/07/2024;KEBUN/HUTAN;HA;0; Rp- 
278;15;JAMBI;1572;157208;07/07/2024;KOLAM;HA;0; Rp- 
279;15;JAMBI;1572;157208;07/07/2024;IRIGASI;HA;0; Rp- 
1160;15;JAMBI;1501;150116;09/07/2024;MENINGGAL;JIWA;0; Rp- 
1161;15;JAMBI;1501;150116;09/07/2024;HILANG;JIWA;0; Rp- 
1162;15;JAMBI;1501;150116;09/07/2024;LUKA;JIWA;0; Rp- 
1163;15;JAMBI;1501;150116;09/07/2024;MENDERITA;JIWA;5; Rp- 
1164;15;JAMBI;1501;150116;09/07/2024;MENGUNGSI;JIWA;0; Rp- 
1165;15;JAMBI;1501;150116;09/07/2024;RUMAH RB;UNIT;0; Rp- 
1166;15;JAMBI;1501;150116;09/07/2024;RUMAH RS;UNIT;0; Rp- 
1167;15;JAMBI;1501;150116;09/07/2024;RUMAH RR;UNIT;0; Rp- 
1168;15;JAMBI;1501;150116;09/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
1169;15;JAMBI;1501;150116;09/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
1170;15;JAMBI;1501;150116;09/07/2024;SARANA IBADAH;UNIT;0; Rp- 
1171;15;JAMBI;1501;150116;09/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
1172;15;JAMBI;1501;150116;09/07/2024;PERKANTORAN;UNIT;0; Rp- 
1173;15;JAMBI;1501;150116;09/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
1174;15;JAMBI;1501;150116;09/07/2024;JEMBATAN;UNIT;0; Rp- 
1175;15;JAMBI;1501;150116;09/07/2024;JALAN;KM;0; Rp- 
1176;15;JAMBI;1501;150116;09/07/2024;SAWAH;HA;0; Rp- 
1177;15;JAMBI;1501;150116;09/07/2024;KEBUN/HUTAN;HA;0; Rp- 
1178;15;JAMBI;1501;150116;09/07/2024;KOLAM;HA;0; Rp- 
1179;15;JAMBI;1501;150116;09/07/2024;IRIGASI;HA;0; Rp- 
1180;15;JAMBI;1501;150111;17/07/2024;MENINGGAL;JIWA;0; Rp- 
1181;15;JAMBI;1501;150111;17/07/2024;HILANG;JIWA;0; Rp- 
1182;15;JAMBI;1501;150111;17/07/2024;LUKA;JIWA;0; Rp- 
1183;15;JAMBI;1501;150111;17/07/2024;MENDERITA;JIWA;3; Rp- 
1184;15;JAMBI;1501;150111;17/07/2024;MENGUNGSI;JIWA;0; Rp- 
1185;15;JAMBI;1501;150111;17/07/2024;RUMAH RB;UNIT;0; Rp- 
1186;15;JAMBI;1501;150111;17/07/2024;RUMAH RS;UNIT;0; Rp- 
1187;15;JAMBI;1501;150111;17/07/2024;RUMAH RR;UNIT;0; Rp- 
1188;15;JAMBI;1501;150111;17/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
1189;15;JAMBI;1501;150111;17/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
1190;15;JAMBI;1501;150111;17/07/2024;SARANA IBADAH;UNIT;0; Rp- 
1191;15;JAMBI;1501;150111;17/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
1192;15;JAMBI;1501;150111;17/07/2024;PERKANTORAN;UNIT;0; Rp- 
1193;15;JAMBI;1501;150111;17/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
1194;15;JAMBI;1501;150111;17/07/2024;JEMBATAN;UNIT;0; Rp- 
1195;15;JAMBI;1501;150111;17/07/2024;JALAN;KM;0; Rp- 
1196;15;JAMBI;1501;150111;17/07/2024;SAWAH;HA;0; Rp- 
1197;15;JAMBI;1501;150111;17/07/2024;KEBUN/HUTAN;HA;0; Rp- 
1198;15;JAMBI;1501;150111;17/07/2024;KOLAM;HA;0; Rp- 
1199;15;JAMBI;1501;150111;17/07/2024;IRIGASI;HA;0; Rp- 
280;15;JAMBI;1572;157206;18/07/2024;MENINGGAL;JIWA;0; Rp- 
281;15;JAMBI;1572;157206;18/07/2024;HILANG;JIWA;0; Rp- 
282;15;JAMBI;1572;157206;18/07/2024;LUKA;JIWA;0; Rp- 
283;15;JAMBI;1572;157206;18/07/2024;MENDERITA;JIWA;0; Rp- 
284;15;JAMBI;1572;157206;18/07/2024;MENGUNGSI;JIWA;0; Rp- 
285;15;JAMBI;1572;157206;18/07/2024;RUMAH RB;UNIT;0; Rp- 
286;15;JAMBI;1572;157206;18/07/2024;RUMAH RS;UNIT;0; Rp- 
287;15;JAMBI;1572;157206;18/07/2024;RUMAH RR;UNIT;0; Rp- 
288;15;JAMBI;1572;157206;18/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
289;15;JAMBI;1572;157206;18/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
290;15;JAMBI;1572;157206;18/07/2024;SARANA IBADAH;UNIT;0; Rp- 
291;15;JAMBI;1572;157206;18/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
292;15;JAMBI;1572;157206;18/07/2024;PERKANTORAN;UNIT;0; Rp- 
293;15;JAMBI;1572;157206;18/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
294;15;JAMBI;1572;157206;18/07/2024;JEMBATAN;UNIT;0; Rp- 
295;15;JAMBI;1572;157206;18/07/2024;JALAN;KM;0; Rp- 
296;15;JAMBI;1572;157206;18/07/2024;SAWAH;HA;0; Rp- 
297;15;JAMBI;1572;157206;18/07/2024;KEBUN/HUTAN;HA;0; Rp- 
298;15;JAMBI;1572;157206;18/07/2024;KOLAM;HA;0; Rp- 
299;15;JAMBI;1572;157206;18/07/2024;IRIGASI;HA;0; Rp- 
360;15;JAMBI;1505;150508;18/07/2024;MENINGGAL;JIWA;0; Rp- 
361;15;JAMBI;1505;150508;18/07/2024;HILANG;JIWA;0; Rp- 
362;15;JAMBI;1505;150508;18/07/2024;LUKA;JIWA;0; Rp- 
363;15;JAMBI;1505;150508;18/07/2024;MENDERITA;JIWA;0; Rp- 
364;15;JAMBI;1505;150508;18/07/2024;MENGUNGSI;JIWA;0; Rp- 
365;15;JAMBI;1505;150508;18/07/2024;RUMAH RB;UNIT;0; Rp- 
366;15;JAMBI;1505;150508;18/07/2024;RUMAH RS;UNIT;0; Rp- 
367;15;JAMBI;1505;150508;18/07/2024;RUMAH RR;UNIT;0; Rp- 
368;15;JAMBI;1505;150508;18/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
369;15;JAMBI;1505;150508;18/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
370;15;JAMBI;1505;150508;18/07/2024;SARANA IBADAH;UNIT;0; Rp- 
371;15;JAMBI;1505;150508;18/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
372;15;JAMBI;1505;150508;18/07/2024;PERKANTORAN;UNIT;0; Rp- 
373;15;JAMBI;1505;150508;18/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
374;15;JAMBI;1505;150508;18/07/2024;JEMBATAN;UNIT;0; Rp- 
375;15;JAMBI;1505;150508;18/07/2024;JALAN;KM;0; Rp- 
376;15;JAMBI;1505;150508;18/07/2024;SAWAH;HA;0; Rp- 
377;15;JAMBI;1505;150508;18/07/2024;KEBUN/HUTAN;HA;1; Rp- 
378;15;JAMBI;1505;150508;18/07/2024;KOLAM;HA;0; Rp- 
379;15;JAMBI;1505;150508;18/07/2024;IRIGASI;HA;0; Rp- 
380;15;JAMBI;1505;150501;18/07/2024;MENINGGAL;JIWA;0; Rp- 
381;15;JAMBI;1505;150501;18/07/2024;HILANG;JIWA;0; Rp- 
382;15;JAMBI;1505;150501;18/07/2024;LUKA;JIWA;0; Rp- 
383;15;JAMBI;1505;150501;18/07/2024;MENDERITA;JIWA;0; Rp- 
384;15;JAMBI;1505;150501;18/07/2024;MENGUNGSI;JIWA;0; Rp- 
385;15;JAMBI;1505;150501;18/07/2024;RUMAH RB;UNIT;1; Rp- 
386;15;JAMBI;1505;150501;18/07/2024;RUMAH RS;UNIT;0; Rp- 
387;15;JAMBI;1505;150501;18/07/2024;RUMAH RR;UNIT;0; Rp- 
388;15;JAMBI;1505;150501;18/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
389;15;JAMBI;1505;150501;18/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
390;15;JAMBI;1505;150501;18/07/2024;SARANA IBADAH;UNIT;0; Rp- 
391;15;JAMBI;1505;150501;18/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
392;15;JAMBI;1505;150501;18/07/2024;PERKANTORAN;UNIT;0; Rp- 
393;15;JAMBI;1505;150501;18/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
394;15;JAMBI;1505;150501;18/07/2024;JEMBATAN;UNIT;0; Rp- 
395;15;JAMBI;1505;150501;18/07/2024;JALAN;KM;0; Rp- 
396;15;JAMBI;1505;150501;18/07/2024;SAWAH;HA;0; Rp- 
397;15;JAMBI;1505;150501;18/07/2024;KEBUN/HUTAN;HA;0; Rp- 
398;15;JAMBI;1505;150501;18/07/2024;KOLAM;HA;0; Rp- 
399;15;JAMBI;1505;150501;18/07/2024;IRIGASI;HA;0; Rp- 
400;15;JAMBI;1505;150502;19/07/2024;MENINGGAL;JIWA;0; Rp- 
401;15;JAMBI;1505;150502;19/07/2024;HILANG;JIWA;0; Rp- 
402;15;JAMBI;1505;150502;19/07/2024;LUKA;JIWA;0; Rp- 
403;15;JAMBI;1505;150502;19/07/2024;MENDERITA;JIWA;0; Rp- 
404;15;JAMBI;1505;150502;19/07/2024;MENGUNGSI;JIWA;0; Rp- 
405;15;JAMBI;1505;150502;19/07/2024;RUMAH RB;UNIT;0; Rp- 
406;15;JAMBI;1505;150502;19/07/2024;RUMAH RS;UNIT;0; Rp- 
407;15;JAMBI;1505;150502;19/07/2024;RUMAH RR;UNIT;0; Rp- 
408;15;JAMBI;1505;150502;19/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
409;15;JAMBI;1505;150502;19/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
410;15;JAMBI;1505;150502;19/07/2024;SARANA IBADAH;UNIT;0; Rp- 
411;15;JAMBI;1505;150502;19/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
412;15;JAMBI;1505;150502;19/07/2024;PERKANTORAN;UNIT;0; Rp- 
413;15;JAMBI;1505;150502;19/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
414;15;JAMBI;1505;150502;19/07/2024;JEMBATAN;UNIT;0; Rp- 
415;15;JAMBI;1505;150502;19/07/2024;JALAN;KM;0; Rp- 
416;15;JAMBI;1505;150502;19/07/2024;SAWAH;HA;0; Rp- 
417;15;JAMBI;1505;150502;19/07/2024;KEBUN/HUTAN;HA;5; Rp- 
418;15;JAMBI;1505;150502;19/07/2024;KOLAM;HA;0; Rp- 
419;15;JAMBI;1505;150502;19/07/2024;IRIGASI;HA;0; Rp- 
420;15;JAMBI;1505;150511;19/07/2024;MENINGGAL;JIWA;0; Rp- 
421;15;JAMBI;1505;150511;19/07/2024;HILANG;JIWA;0; Rp- 
422;15;JAMBI;1505;150511;19/07/2024;LUKA;JIWA;0; Rp- 
423;15;JAMBI;1505;150511;19/07/2024;MENDERITA;JIWA;0; Rp- 
424;15;JAMBI;1505;150511;19/07/2024;MENGUNGSI;JIWA;0; Rp- 
425;15;JAMBI;1505;150511;19/07/2024;RUMAH RB;UNIT;0; Rp- 
426;15;JAMBI;1505;150511;19/07/2024;RUMAH RS;UNIT;0; Rp- 
427;15;JAMBI;1505;150511;19/07/2024;RUMAH RR;UNIT;0; Rp- 
428;15;JAMBI;1505;150511;19/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
429;15;JAMBI;1505;150511;19/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
430;15;JAMBI;1505;150511;19/07/2024;SARANA IBADAH;UNIT;0; Rp- 
431;15;JAMBI;1505;150511;19/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
432;15;JAMBI;1505;150511;19/07/2024;PERKANTORAN;UNIT;0; Rp- 
433;15;JAMBI;1505;150511;19/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
434;15;JAMBI;1505;150511;19/07/2024;JEMBATAN;UNIT;0; Rp- 
435;15;JAMBI;1505;150511;19/07/2024;JALAN;KM;0; Rp- 
436;15;JAMBI;1505;150511;19/07/2024;SAWAH;HA;0; Rp- 
437;15;JAMBI;1505;150511;19/07/2024;KEBUN/HUTAN;HA;2; Rp- 
438;15;JAMBI;1505;150511;19/07/2024;KOLAM;HA;0; Rp- 
439;15;JAMBI;1505;150511;19/07/2024;IRIGASI;HA;0; Rp- 
440;15;JAMBI;1505;150506;19/07/2024;MENINGGAL;JIWA;0; Rp- 
441;15;JAMBI;1505;150506;19/07/2024;HILANG;JIWA;0; Rp- 
442;15;JAMBI;1505;150506;19/07/2024;LUKA;JIWA;0; Rp- 
443;15;JAMBI;1505;150506;19/07/2024;MENDERITA;JIWA;0; Rp- 
444;15;JAMBI;1505;150506;19/07/2024;MENGUNGSI;JIWA;0; Rp- 
445;15;JAMBI;1505;150506;19/07/2024;RUMAH RB;UNIT;0; Rp- 
446;15;JAMBI;1505;150506;19/07/2024;RUMAH RS;UNIT;0; Rp- 
447;15;JAMBI;1505;150506;19/07/2024;RUMAH RR;UNIT;0; Rp- 
448;15;JAMBI;1505;150506;19/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
449;15;JAMBI;1505;150506;19/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
450;15;JAMBI;1505;150506;19/07/2024;SARANA IBADAH;UNIT;0; Rp- 
451;15;JAMBI;1505;150506;19/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
452;15;JAMBI;1505;150506;19/07/2024;PERKANTORAN;UNIT;0; Rp- 
453;15;JAMBI;1505;150506;19/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
454;15;JAMBI;1505;150506;19/07/2024;JEMBATAN;UNIT;0; Rp- 
455;15;JAMBI;1505;150506;19/07/2024;JALAN;KM;0; Rp- 
456;15;JAMBI;1505;150506;19/07/2024;SAWAH;HA;0; Rp- 
457;15;JAMBI;1505;150506;19/07/2024;KEBUN/HUTAN;HA;0; Rp- 
458;15;JAMBI;1505;150506;19/07/2024;KOLAM;HA;0; Rp- 
459;15;JAMBI;1505;150506;19/07/2024;IRIGASI;HA;0; Rp- 
460;15;JAMBI;1505;150508;21/07/2024;MENINGGAL;JIWA;0; Rp- 
461;15;JAMBI;1505;150508;21/07/2024;HILANG;JIWA;0; Rp- 
462;15;JAMBI;1505;150508;21/07/2024;LUKA;JIWA;0; Rp- 
463;15;JAMBI;1505;150508;21/07/2024;MENDERITA;JIWA;0; Rp- 
464;15;JAMBI;1505;150508;21/07/2024;MENGUNGSI;JIWA;0; Rp- 
465;15;JAMBI;1505;150508;21/07/2024;RUMAH RB;UNIT;0; Rp- 
466;15;JAMBI;1505;150508;21/07/2024;RUMAH RS;UNIT;0; Rp- 
467;15;JAMBI;1505;150508;21/07/2024;RUMAH RR;UNIT;0; Rp- 
468;15;JAMBI;1505;150508;21/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
469;15;JAMBI;1505;150508;21/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
470;15;JAMBI;1505;150508;21/07/2024;SARANA IBADAH;UNIT;0; Rp- 
471;15;JAMBI;1505;150508;21/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
472;15;JAMBI;1505;150508;21/07/2024;PERKANTORAN;UNIT;0; Rp- 
473;15;JAMBI;1505;150508;21/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
474;15;JAMBI;1505;150508;21/07/2024;JEMBATAN;UNIT;0; Rp- 
475;15;JAMBI;1505;150508;21/07/2024;JALAN;KM;0; Rp- 
476;15;JAMBI;1505;150508;21/07/2024;SAWAH;HA;0; Rp- 
477;15;JAMBI;1505;150508;21/07/2024;KEBUN/HUTAN;HA;3; Rp- 
478;15;JAMBI;1505;150508;21/07/2024;KOLAM;HA;0; Rp- 
479;15;JAMBI;1505;150508;21/07/2024;IRIGASI;HA;0; Rp- 
480;15;JAMBI;1505;150505;21/07/2024;MENINGGAL;JIWA;0; Rp- 
481;15;JAMBI;1505;150505;21/07/2024;HILANG;JIWA;0; Rp- 
482;15;JAMBI;1505;150505;21/07/2024;LUKA;JIWA;0; Rp- 
483;15;JAMBI;1505;150505;21/07/2024;MENDERITA;JIWA;0; Rp- 
484;15;JAMBI;1505;150505;21/07/2024;MENGUNGSI;JIWA;0; Rp- 
485;15;JAMBI;1505;150505;21/07/2024;RUMAH RB;UNIT;0; Rp- 
486;15;JAMBI;1505;150505;21/07/2024;RUMAH RS;UNIT;0; Rp- 
487;15;JAMBI;1505;150505;21/07/2024;RUMAH RR;UNIT;0; Rp- 
488;15;JAMBI;1505;150505;21/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
489;15;JAMBI;1505;150505;21/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
490;15;JAMBI;1505;150505;21/07/2024;SARANA IBADAH;UNIT;0; Rp- 
491;15;JAMBI;1505;150505;21/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
492;15;JAMBI;1505;150505;21/07/2024;PERKANTORAN;UNIT;0; Rp- 
493;15;JAMBI;1505;150505;21/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
494;15;JAMBI;1505;150505;21/07/2024;JEMBATAN;UNIT;0; Rp- 
495;15;JAMBI;1505;150505;21/07/2024;JALAN;KM;0; Rp- 
496;15;JAMBI;1505;150505;21/07/2024;SAWAH;HA;0; Rp- 
497;15;JAMBI;1505;150505;21/07/2024;KEBUN/HUTAN;HA;0; Rp- 
498;15;JAMBI;1505;150505;21/07/2024;KOLAM;HA;0; Rp- 
499;15;JAMBI;1505;150505;21/07/2024;IRIGASI;HA;0; Rp- 
500;15;JAMBI;1505;150505;21/07/2024;MENINGGAL;JIWA;0; Rp- 
501;15;JAMBI;1505;150505;21/07/2024;HILANG;JIWA;0; Rp- 
502;15;JAMBI;1505;150505;21/07/2024;LUKA;JIWA;0; Rp- 
503;15;JAMBI;1505;150505;21/07/2024;MENDERITA;JIWA;0; Rp- 
504;15;JAMBI;1505;150505;21/07/2024;MENGUNGSI;JIWA;0; Rp- 
505;15;JAMBI;1505;150505;21/07/2024;RUMAH RB;UNIT;0; Rp- 
506;15;JAMBI;1505;150505;21/07/2024;RUMAH RS;UNIT;0; Rp- 
507;15;JAMBI;1505;150505;21/07/2024;RUMAH RR;UNIT;0; Rp- 
508;15;JAMBI;1505;150505;21/07/2024;RUMAH TERENDAM;UNIT;0; Rp- 
509;15;JAMBI;1505;150505;21/07/2024;SARANA PENDIDIKAN;UNIT;0; Rp- 
510;15;JAMBI;1505;150505;21/07/2024;SARANA IBADAH;UNIT;0; Rp- 
511;15;JAMBI;1505;150505;21/07/2024;SARANA KESEHATAN;UNIT;0; Rp- 
512;15;JAMBI;1505;150505;21/07/2024;PERKANTORAN;UNIT;0; Rp- 
513;15;JAMBI;1505;150505;21/07/2024;BANGUNAN LAIN;UNIT;0; Rp- 
514;15;JAMBI;1505;150505;21/07/2024;JEMBATAN;UNIT;0; Rp- 
515;15;JAMBI;1505;150505;21/07/2024;JALAN;KM;0; Rp- 
516;15;JAMBI;1505;150505;21/07/2024;SAWAH;HA;0; Rp- 
517;15;JAMBI;1505;150505;21/07/2024;KEBUN/HUTAN;HA;0; Rp- 
518;15;JAMBI;1505;150505;21/07/2024;KOLAM;HA;0; Rp- 
519;15;JAMBI;1505;150505;21/07/2024;IRIGASI;HA;0; Rp- 
800;15;JAMBI;1504;150403;21/07/2024;MENINGGAL;JIWA;0; Rp- 
801;15;JAMBI;1504;150403;21/07/2024;HILANG;JIWA;0; Rp- 
